"download_pdf_report","license_number","industry_sector","base_does_business_as","base_name","serving_areas","year_base_opened","green_taxi_service","on_demand_service","book_ahead_service","phone","website","email","booking_app","_24_hours","_2015_honor_roll_drivers","_2015_honor_roll_base","hosted_vision_zero_training","vehicle_safety_technology_used","base_provides_safety_training","fatal_crashes","fatal_crash_details","injury_crashes_per_vehicle","sector_average_injury_crashes_per_vehicle","vehicle_safety_violations_per_vehicle","sector_average_vehicle_safety_violations_per_vehicle","base_safety_violations_per_vehicle","sector_average_base_safety_violations_per_vehicle","affiliated_vehicles","average_vehicle_age","sector_average_average_vehicle_age","percent_hybrid_alt_fuel_vehicles","percent_wheelchair_accessible_vehicles","top_vehicle_models_1","top_vehicle_models_2","top_vehicle_models_3","top_vehicle_models_4","top_vehicle_models_5","address","latitude","longitude","location","postcode","borough","community_board","council_district","census_tract","bin","bbl","nta"
"http://www.nyc.gov/html/tlc/downloads/pdf/B01466.pdf","B01466","livery","FIVE STAR",,"Brooklyn","2015","No","Yes","Yes","718-940-0044",,"JOSE@FIVESTARCARSERVICE.ORG","Cabhound","Not Reported","0","No","No","Yes","Yes","0",,"0.1","0.05","0.2","0.1","0","0.03","39","7.3","7.3","3","0","Toyota Camry","Lincoln Town Car","Ford Crown Victoria","Toyota Sienna","Dodge Charger","787 CONEY ISLAND AVENUE  BROOKLYN NY 11218","40.638265","-73.96821","(40.638265, -73.96821)","11218","BROOKLYN ","14","40","526","3118591","3051530054","Flatbush                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02450.pdf","B02450","livery","JUPITER CAR SERVICE ",,"New York City","2011","No","Not Reported","Not Reported","718-499-2222",,"JUPITERCARSERVICE@GMAIL.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0","0.05","0","0.1","0","0.03","26","5.3","7.3","8","0","Toyota Camry","Lincoln Town Car","Chevrolet Impala","Chevrolet Suburban","Chrysler Town and Country","717    4 AVENUE  BROOKLYN NY 11232","40.661239","-73.996916","(40.661239, -73.996916)","11232","BROOKLYN ","7","38","145","3009537","3006490001","Sunset Park West                                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02308.pdf","B02308","livery","NORWOOD CAR & LIMO ",,"New York City","2009","Yes","Not Reported","Not Reported","718-484-7252",,"NORWOODCARANDLIMOSERVICE@YAHOO.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0.04","0.1","0","0.03","27","9.9","7.3","4","0","Lincoln Town Car","Mercury Grand Marquis","Toyota Sienna","Ford C-Max","Ford Escape","590A NEW YORK AVENUE  BROOKLYN NY 11203","40.660052","-73.94769","(40.660052, -73.94769)","11203","BROOKLYN ","9","40","804","3106932","3048010037","Prospect Lefferts Gardens-Wingate                                          "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01398.pdf","B01398","livery","ALEX EXP CAR AND LIMO SERVICE",,"New York City","1997","No","Not Reported","Not Reported","718-998-9800",,"ALEXCARLIMO@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0","0.1","0","0.03","11","11.1","7.3","0","0","Toyota Camry","Scion xB","Toyota Avalon","Chevrolet Impala","Lexus ES 330","275 KINGS HIGHWAY  BROOKLYN NY 11223","40.605508","-73.98043","(40.605508, -73.98043)","11223","BROOKLYN ","11","44","426","3176750","3066490008","Bensonhurst East                                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00001.pdf","B00001","luxury limo","LONDON TOWNCARS ",,"New York City","1959","No","Yes","Yes","212-988-9700","http://londontowncars.com","DHOBSON@LONDONTOWNCARS.COM","Deem Ground Support","Not Reported","0","No","No","Yes","Yes","0",,"0","0.01","0","0.06","0","0.01","43","2.1","3.8","5","0","Cadillac XTS","Cadillac Escalade","Ford Fusion","Lincoln MKZ","Mercedes-Benz S350","40-14   23 STREET  L.I.C NY 11101","40.754052","-73.940055","(40.754052, -73.940055)","11101","QUEENS   ","1","26","33","4004961","4004090030","Queensbridge-Ravenswood-Long Island City                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00556.pdf","B00556","luxury limo","SURREY CADILLAC LIMO SERVICE",,"New York City","1999","No","Not Reported","Not Reported","718-937-5700",,"SURREYLIMO@SURREY-LIMO.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.03","0.01","0.03","0.06","0.09","0.01","32","4.1","3.8","0","0","Cadillac XTS","Lincoln Town Car","Chevrolet Suburban","Chevrolet Tahoe","Mercedes-Benz E350","439 EAST 77TH STREET  NEW YORK NY 10075","40.770569","-73.95198","(40.770569, -73.95198)","10075","MANHATTAN","8","5","132","1045989","1014720017","Lenox Hill-Roosevelt Island                                                "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02346.pdf","B02346","livery","PIA CAR LIMO",,"New York City","2009","Yes","Not Reported","Not Reported","718-859-0100",,"INFO@PIACAR.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0.05","0.05","0.02","0.1","0","0.03","287","5.5","7.3","34","35","Toyota Camry","Ford Escape","Toyota Sienna","Ford Transit Connect","Lincoln Town Car","1131 CONEY ISLAND AVENUE  BROOKLYN NY 11230","40.630098","-73.96582","(40.630098, -73.96582)","11230","BROOKLYN ","14","45","528","3178896","3066860055","Flatbush                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01928.pdf","B01928","luxury limo","DISCOVER LIMO ","(INFINITY LIMO)","New York City","2000","No","Yes","Yes","718-851-7777",,"STERN_ALEX@HOTMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0","0.06","0","0.01","19","4.8","3.8","0","0","Lincoln Town Car","Chevrolet Tahoe","Ford Expedition","Mercedes-Benz Sprinter","BMW  7 Series","6001   15 AVENUE  BROOKLYN NY 11219","40.62617","-73.994136","(40.62617, -73.994136)","11219","BROOKLYN ","12","44","242","3336285","3055160009","Borough Park                                                               "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01146.pdf","B01146","livery","CHURCH AVE CAR SERVICE",,"New York City","1996","No","Not Reported","Not Reported","718-633-4444",,"CHURCHAVE9@CS.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.05","0.05","0.1","0.1","0.02","0.03","132","6.9","7.3","6","0","Toyota Camry","Lincoln Town Car","Toyota Sienna","Dodge Caravan","Mercury Grand Marquis","3411   14 AVENUE  BROOKLYN NY 11218","40.64171","-73.981345","(40.64171, -73.981345)","11218","BROOKLYN ","12","39","228","3404971","3053510062","Borough Park                                                               "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02460.pdf","B02460","luxury limo","CABOT LIMO NEW YORK",,"New York City","2011","No","Not Reported","Not Reported","718-464-6666",,"ASGHAR@CABOTLIMONY.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0","0.06","0","0.01","29","2.4","3.8","0","0","Cadillac Escalade","Cadillac XTS","Lincoln Town Car","GMC Yukon","GMC Yukon XL","212-03 UNION TURNPIKE  OAKLAND GRDNS NY 11364","40.733903","-73.758753","(40.733903, -73.758753)","11364","QUEENS   ","11","23","129103","4164244","4077690035","Oakland Gardens                                                            "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00856.pdf","B00856","livery","BEE-BEE CAR & LIMO ",,"New York City","1998","No","Not Reported","Not Reported","718-498-2525",,"BEEBEECARSERVICE@HOTMAIL.COM",,"Not Reported","2","No","Yes","No","Not Reported","0",,"0.06","0.05","0.03","0.1","0","0.03","90","7.8","7.3","3","0","Lincoln Town Car","Toyota Camry","Ford Crown Victoria","Mercury Grand Marquis","Toyota Avalon","663 BLAKE AVENUE  BROOKLYN NY 11207","40.668117","-73.894177","(40.668117, -73.894177)","11207","BROOKLYN ","5","42","1156","3084319","3037720051","East New York (Pennsylvania Ave)                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01343.pdf","B01343","livery","ALL PEOPLE CAR SERVICE ",,"New York City","1996","No","Not Reported","Not Reported","718-282-3700",,"ALLPEOPLE867@GMAIL.COM",,"Not Reported","1","No","No","No","Not Reported","0",,"0","0.05","0.04","0.1","0","0.03","26","7.6","7.3","0","0","Lincoln Town Car","Ford Crown Victoria","Toyota Camry","Mercury Grand Marquis","Dodge Caravan","932 UTICA AVENUE  BROOKLYN NY 11203","40.650332","-73.930492","(40.650332, -73.930492)","11203","BROOKLYN ","17","45","860","3102839","3046970031","East Flatbush-Farragut                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01540.pdf","B01540","livery","ROCKAWAY VIP SERVICE ",,"New York City","1998","No","Not Reported","Not Reported","718-845-2545",,"AJAME7@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.04","0.05","0.04","0.1","0","0.03","27","6.1","7.3","11","0","Toyota Sienna","Lincoln Town Car","Dodge Caravan","Honda Odyssey","Nissan Sentra","122-21 ROCKAWAY BOULEVARD  SO. OZONE PARK NY 11420","40.675938","-73.815393","(40.675938, -73.815393)","11420","QUEENS   ","10","28","168","4000000","4116790009","South Ozone Park                                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01699.pdf","B01699","livery","DT BROOKLYN CAR AND LIMO SERVICE",,"New York City","1997","No","Not Reported","Not Reported","718-625-4444",,"R-AMON34@HOTMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0.08","0.1","0","0.03","13","9.9","7.3","0","0","Lincoln Town Car","Cadillac SRX","Chrysler 300","Dodge Caravan","Toyota Sienna","271 CUMBERLAND STREET  BROOKLYN NY 11205","40.687695","-73.972561","(40.687695, -73.972561)","11205","BROOKLYN ","2","35","181","3059045","3021020069","Fort Greene                                                                "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00021.pdf","B00021","livery","MEXICANA HIGH CLASS ","(CAPITAL CAR SERVICE)","New York City","1998","Yes","Not Reported","Not Reported","718-592-1200",,"MEXICANAHIGHCLASS@GMAIL.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.02","0.05","0.21","0.1","0","0.03","52","8.7","7.3","2","0","Lincoln Town Car","Chevrolet Tahoe","Nissan Altima","Toyota Camry","Ford Crown Victoria","49-07  103 STREET  CORONA NY 11368","40.743837","-73.859877","(40.743837, -73.859877)","11368","QUEENS   ","4","21","413","4047406","4019290056","Corona                                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02253.pdf","B02253","luxury limo","CRESTWOOD CAR & LIMO SERVICE",,"New York City","2008","No","Not Reported","Not Reported","718-454-2900",,"INFO@CRESTWOODLIMO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.09","0.01","0.22","0.06","0","0.01","23","3.5","3.8","6","0","Chevrolet Tahoe","Lincoln MKT","Chrysler 300","GMC Yukon XL","Chevrolet Suburban","185-08 UNION TURNPIKE SUITE 108 FRESH MEADOWS NY 11366","40.728365","-73.783282","(40.728365, -73.783282)","11366","QUEENS   ","8","24","1277","4156121","4072560085","Jamaica Estates-Holliswood                                                 "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00887.pdf","B00887","livery","DIAL 7 CAR & LIMO SERVICE ",,"New York City & the Tri-State Area","1977","No","Yes","Yes","212-777-7777","http://www.dial7.com","TLC@DIAL7.COM","Dial 7","Not Reported","4","No","No","No","Yes","0",,"0.01","0.05","0.08","0.1","0","0.03","680","5","7.3","1","0","Lincoln Town Car","Lincoln MKT","Toyota Highlander","Toyota Sienna","Toyota Camry","43-23   35 STREET  LONG ISLANDCITY NY 11101","40.745471","-73.929332","(40.745471, -73.929332)","11101","QUEENS   ","2","26","179","4003160","4002220017","Hunters Point-Sunnyside-West Maspeth                                       "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01454.pdf","B01454","livery","FREEDOM LIMO & CAR SERVICE",,"New York City","1996","Yes","Not Reported","Not Reported","718-452-5400",,"FREEDOMCARSVC@AOL.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0.11","0.05","0.12","0.1","0.02","0.03","57","9","7.3","0","0","Lincoln Town Car","Ford Crown Victoria","Mercury Grand Marquis","Ford Edge","Nissan Altima","96 RALPH AVENUE  BROOKLYN NY 11221","40.686713","-73.923689","(40.686713, -73.923689)","11221","BROOKLYN ","3","41","385","3045633","3016530052","Stuyvesant Heights                                                         "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02015.pdf","B02015","livery","HANKOOK LIMO CAR SERVICE ",,"New York City","2003","No","Not Reported","Not Reported","718-888-8282",,"HANKOOKCALLTAXI@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0.19","0.1","0","0.03","11","7.4","7.3","0","0","Lincoln Town Car","Lexus ES 350","Toyota Sienna","Honda Odyssey",,"164-10 NORTHERN BOULEVARD SUITE 102 FLUSHING NY 11358","40.760239","-73.801781","(40.760239, -73.801781)","11358","QUEENS   ","7","20","1171","4534600","4053370012","Murray Hill                                                                "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02228.pdf","B02228","livery","SPECIAL RADIO DISPATCH",,"New York City","2007","No","Not Reported","Not Reported","212-666-3939",,"SPECIALFLEET16@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.08","0.05","0.23","0.1","0","0.03","27","5.2","7.3","6","0","Toyota Camry","Lincoln Town Car","Toyota Highlander","Ford Crown Victoria","Honda Accord","72 WEST  109 STREET  NEW YORK NY 10025","40.800928","-73.961258","(40.800928, -73.961258)","10025","MANHATTAN","7","7","193","1055735","1018440001","Morningside Heights                                                        "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02429.pdf","B02429","black car","SEAGULL CORPORATE TRANSPORTATION ",,"New York City","2010","No","Not Reported","Not Reported","718-703-3333",,"CALLSEAGULL@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.05","0.04","0.09","0.09","0.05","0.02","21","3.8","3.4","57","0","Toyota Camry","Toyota Sienna","Toyota Avalon",,,"2692 CONEY ISLAND AVENUE  BROOKLYN NY 11235","40.59092","-73.961","(40.59092, -73.961)","11235","BROOKLYN ","15","48","370","3195540","3072040030","Brighton Beach                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01525.pdf","B01525","livery","NORTHSIDE LUXURY ",,"New York City","1997","No","Not Reported","Not Reported","718-387-2222",,"INFO@NORTHSIDELUXURY.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.01","0.05","0.11","0.1","0.01","0.03","81","6.8","7.3","2","0","Lincoln Town Car","Toyota Sienna","Toyota Camry","Chevrolet Tahoe","Toyota Highlander","207 BEDFORD AVENUE  BROOKLYN NY 11211","40.716862","-73.95856","(40.716862, -73.95856)","11211","BROOKLYN ","1","33","553","3062202","3023360003","North Side-South Side                                                      "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01306.pdf","B01306","livery","R N D TRANSPORTATION","(MALONES CAR SERVICE)","New York City","1997","Yes","Not Reported","Not Reported","718-383-6345",,"JOHNDEE59@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.12","0.05","0.12","0.1","0","0.03","33","6.2","7.3","21","42","Lincoln Town Car","Toyota Camry","Toyota Sienna","Nissan Altima","Ford Crown Victoria","135 GREENPOINT AVENUE  BROOKLYN NY 11222","40.730181","-73.954586","(40.730181, -73.954586)","11222","BROOKLYN ","1","33","565","3064720","3025580051","Greenpoint                                                                 "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00039.pdf","B00039","luxury limo","BERMUDA LIMO SERVICE ",,"New York City","1999","No","Not Reported","Not Reported","212-647-8401",,"PETER@BERMUDALIMO.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0.04","0.06","0","0.01","28","3.7","3.8","4","0","Lincoln MKT","Lincoln Navigator","Lincoln Town Car","Ford E350","Mercedes-Benz Sprinter","656 EAST  133 STREET  BRONX NY 10454","40.802297","-73.917355","(40.802297, -73.917355)","10454","BRONX    ","1","8","19","2003586","2025460052","Mott Haven-Port Morris                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02027.pdf","B02027","luxury limo","PARIS LIMOUSINE SERVICE",,"New York City","2003","No","Not Reported","Not Reported","718-396-1100",,"ACCOUNTING@PLSNYC.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0.07","0.06","0","0.01","46","2.6","3.8","0","0","Lincoln MKT","Cadillac Escalade","Mercedes-Benz Sprinter","Chevrolet Tahoe","Cadillac XTS","37-21 VERNON BOULEVARD  LIC NY 11101","40.759847","-73.943275","(40.759847, -73.943275)","11101","QUEENS   ","1","26","39","4004354","4003580010","Queensbridge-Ravenswood-Long Island City                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02061.pdf","B02061","luxury limo","ROYAL COACHMAN ",,"New York City","2004","No","Not Reported","Not Reported","973-400-3200",,"BOBBI.DUNGAN@ROYALCOACHMAN.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0","0.06","0.07","0.01","15","1.7","3.8","0","0","Chrysler 300","Lincoln MKS","Chevrolet Suburban","Ford",,"88 FORD ROAD UNIT 26 DENVILE NJ 07834","40.910474","-74.496064","(40.910474, -74.496064)",,,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B00469.pdf","B00469","livery","LET IT RIDE","(MY WAY)","New York City","1997","No","Not Reported","Not Reported","718-745-0031",,"LIR809@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0.05","0.1","0","0.03","19","9.4","7.3","5","0","Ford Crown Victoria","Lincoln Town Car","Ford Windstar","Ford Freestar","Nissan Altima","8414   13 AVENUE  BROOKLYN NY 11228","40.615064","-74.013281","(40.615064, -74.013281)","11228","BROOKLYN ","10","43","148","3164871","3063210043","Dyker Heights                                                              "
