"permit_type","accela","facility_name","address_no","address_st","bo","zip","inspection_date","inspection_type","of_all_violations","of_phh_violations","of_critical_violations","of_general_violations","docket","lat","long","x","y","x_property_coordinate","y_property_coordinate","community_board","council_district","census_tract","bin","nta"
"Indoor","40425399","THE UNIVERSITY CLUB","1","WEST 54 STREET","MA","10019","2019-12-31T00:00:00.000","Re-Inspection","0","0","0","0",,"40.76124461","-73.97585413","990939","216622","990989","216702","5","4","104","1034800","Midtown-Midtown South"
"Indoor","40425400","NEW YORK ATHLETIC CLUB INC","180","CENTRAL PARK SOUTH","MA","10019","2019-09-25T00:00:00.000","Routine Inspection","0","0","0","0",,"40.76671822","-73.97873659","990140","218616","990067","218490","5","4","137","1023750","Midtown-Midtown South"
"Indoor","40425404","YOUNG MEN & YOUNG WOMEN HEBREW ASSOC","1395","LEXINGTON AVENUE","MA","10028","2019-01-14T00:00:00.000","Routine Inspection","1","0","1","0","00729-19S0","40.78303088","-73.95298873","997269","224562","997367","224502","8","5","15801","1048310","Upper East Side-Carnegie Hill"
"Indoor","40425404","YOUNG MEN & YOUNG WOMEN HEBREW ASSOC","1395","LEXINGTON AVENUE","MA","10028","2019-02-04T00:00:00.000","Re-Inspection","0","0","0","0",,"40.78303088","-73.95298873","997269","224562","997367","224502","8","5","15801","1048310","Upper East Side-Carnegie Hill"
"Indoor","40425404","YOUNG MEN & YOUNG WOMEN HEBREW ASSOC","1395","LEXINGTON AVENUE","MA","10028","2019-05-08T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.78303088","-73.95298873","997269","224562","997367","224502","8","5","15801","1048310","Upper East Side-Carnegie Hill"
"Indoor","40425406","JEWISH COM. HOUSE - BENSONHURST INC","7802","BAY PARKWAY","BK","11214","2019-10-30T00:00:00.000","Routine Inspection","1","0","0","1",,"40.6063618","-73.98923547","987239","160193","987100","160188","11","44","270","3162352","Bensonhurst West"
"Indoor","40425408","EAST MIDWOOD JEWISH CENTER INC","1625","OCEAN AVENUE","BK","11236","2019-06-19T00:00:00.000","Routine Inspection","1","1","0","0","11946-19S0","40.62233389","-73.9557428","996536","166015","996639","166009","14","45","760","3208316","Midwood"
"Indoor","40425408","EAST MIDWOOD JEWISH CENTER INC","1625","OCEAN AVENUE","BK","11236","2019-07-08T00:00:00.000","Re-Inspection","0","0","0","0",,"40.62233389","-73.9557428","996536","166015","996639","166009","14","45","760","3208316","Midwood"
"Indoor","40425409","Y.M.C.A. OF NEW YORK","5","WEST 63 STREET","MA","10023","2019-01-17T00:00:00.000","Routine Inspection","5","1","3","1","01021-19S0","40.77068196","-73.98046466","989661","220060","989642","220216","7","6","149","1027468","Lincoln Square"
"Indoor","40425409","Y.M.C.A. OF NEW YORK","5","WEST 63 STREET","MA","10023","2019-01-28T00:00:00.000","Re-Inspection","0","0","0","0",,"40.77068196","-73.98046466","989661","220060","989642","220216","7","6","149","1027468","Lincoln Square"
"Indoor","40425409","Y.M.C.A. OF NEW YORK","5","WEST 63 STREET","MA","10023","2019-10-02T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.77068196","-73.98046466","989661","220060","989642","220216","7","6","149","1027468","Lincoln Square"
"Indoor","40425411","RACQUET & TENNIS CLUB","370","PARK AVENUE","MA","10022","2019-05-09T00:00:00.000","Routine Inspection","0","0","0","0",,"40.75879835","-73.97281208","991782","215731","991670","215765","5","4","102","1035713","Midtown-Midtown South"
"Indoor","40425415","VARIETY BOYS & GIRLS CLUB OF QUEENS INC","21-12","30 ROAD","QU","11102","2019-12-06T00:00:00.000","Routine Inspection","1","0","0","1",,"40.76894848","-73.92826879","1004119","219436","1004132","219284","1","22","79","4006319","Old Astoria"
"Indoor","40425416","HILLCREST JEWISH CENTER INC","183-02","UNION TURNPIKE","QU","11366","2019-02-05T00:00:00.000","Routine Inspection","2","0","0","2",,"40.72777458","-73.78549888","1043702","204500","1043874","204463","8","24","1277","4155927","Jamaica Estates-Holliswood"
"Indoor","40425419","CONGREGATION BETH ELOHIM","274","GARFIELD PLACE","BK","11215","2019-10-30T00:00:00.000","Routine Inspection","1","0","1","0","20932-19S0","40.67089745","-73.97415662","991419","183706","991306","183685","6","39","165","3025118","Park Slope-Gowanus"
"Indoor","40425420","THE RIVER CLUB OF NEW YORK INC","447","EAST 52 STREET","MA","10022","2019-04-04T00:00:00.000","Routine Inspection","6","1","3","2","06632-19S0","40.75468158","-73.96418362","994173","214232","994470","214214","6","4","8603","1040155","Turtle Bay-East Midtown"
"Indoor","40425430","YMCA OF GREATER NEW YORK","238-10","HILLSIDE AVENUE","QU","11426","2019-09-20T00:00:00.000","Routine Inspection","3","1","0","2","18339-19S0","40.73337236","-73.72667654","1059999","206585","1059747","206225",,,,,
"Indoor","40425430","YMCA OF GREATER NEW YORK","238-10","HILLSIDE AVENUE","QU","11426","2019-10-11T00:00:00.000","Re-Inspection","1","0","0","1",,"40.73337236","-73.72667654","1059999","206585","1059747","206225",,,,,
"Indoor","40425434","N.Y. INSTITUTE FOR SPECIAL ED","999","PELHAM PARKWAY NORTH","BX","10469","2019-01-29T00:00:00.000","Routine Inspection","1","0","0","1",,"40.85805053","-73.85930894","1023168","251922","1023139","252203","11","13","324","2050178","Bronxdale"
"Indoor","40425435","ISRAEL CENTER OF CONSERVATIVE JUDAISM INC","167-11","73 AVENUE","QU","11366","2019-05-21T00:00:00.000","Routine Inspection","1","0","0","1",,"40.72815008","-73.80199704","1039129","204626","1039150","204829","8","24","1241","4150368","Pomonok-Flushing Heights-Hillcrest"
"Indoor","40425437","HARMONIE CLUB OF THE CITY OF N.Y","4","EAST 60 STREET","MA","10022","2019-03-28T00:00:00.000","Routine Inspection","1","0","0","1",,"40.76471314","-73.97215986","991962","217886","992000","217778","8","4","11401","1040764","Upper East Side-Carnegie Hill"
"Indoor","40425439","MASARYK TOWERS INC","69","COLUMBIA STREET","MA","10002","2019-01-22T00:00:00.000","Routine Inspection","1","1","0","0","01217-19S0","40.71734568","-73.98010157","989766","200628","989560","200822","3","2","2201","1082667","Lower East Side"
"Indoor","40425439","MASARYK TOWERS INC","69","COLUMBIA STREET","MA","10002","2019-06-27T00:00:00.000","Re-Inspection","0","0","0","0",,"40.71734568","-73.98010157","989766","200628","989560","200822","3","2","2201","1082667","Lower East Side"
"Indoor","40425440","DORADO HOUSE FLUSHING INC","140-55","34 AVENUE","QU","11354","2019-12-12T00:00:00.000","Routine Inspection","2","0","1","1","23651-19S0","40.7665321","-73.82695452","1032184","218595","1032619","218828","7","20","1161","4112574","Flushing"
"Indoor","40425450","THE BOYS CLUB OF N. Y. INC","321","EAST 111 STREET","MA","10029","2019-05-30T00:00:00.000","Routine Inspection","1","0","0","1",,"40.79345173","-73.93923221","1001076","228361","1001233","228360","11","8","180","1052876","East Harlem North"
"Indoor","40425457","SKYLINE MOTOR INN","725","10 AVENUE","MA","10019","2019-11-13T00:00:00.000","Routine Inspection","3","1","1","1","21825-19S0","40.7642716","-73.9920942","986440","217724","986313","217835","4","3","129","1083799","Clinton"
"Indoor","40425457","SKYLINE MOTOR INN","725","10 AVENUE","MA","10019","2019-11-26T00:00:00.000","Re-Inspection","2","1","0","1","21825-19S1","40.7642716","-73.9920942","986440","217724","986313","217835","4","3","129","1083799","Clinton"
"Indoor","40425457","SKYLINE MOTOR INN","725","10 AVENUE","MA","10019","2019-12-11T00:00:00.000","Re-Inspection","0","0","0","0",,"40.7642716","-73.9920942","986440","217724","986313","217835","4","3","129","1083799","Clinton"
"Indoor","40425459","VILLAGE EAST TOWERS INC.","411","EAST 10 STREET","MA","10009","2019-09-05T00:00:00.000","Routine Inspection","4","2","1","1","17184-19S0","40.72562055","-73.97690975","990650","203643","990771","203810","3","2","28","1078024","Lower East Side"
"Indoor","40425459","VILLAGE EAST TOWERS INC.","411","EAST 10 STREET","MA","10009","2019-09-18T00:00:00.000","Re-Inspection","1","1","0","0","17184-19S1","40.72562055","-73.97690975","990650","203643","990771","203810","3","2","28","1078024","Lower East Side"
"Indoor","40425459","VILLAGE EAST TOWERS INC.","411","EAST 10 STREET","MA","10009","2019-10-01T00:00:00.000","Re-Inspection","0","0","0","0",,"40.72562055","-73.97690975","990650","203643","990771","203810","3","2","28","1078024","Lower East Side"
"Indoor","40425461","ST. FRANCIS COLLEGE","180","REMSEN STREET","BK","11201","2019-06-28T00:00:00.000","Routine Inspection","6","1","2","3","12710-19S0","40.69326997","-73.99158698","986583","191856","986469","191815","2","33","9","3335934","Brooklyn Heights-Cobble Hill"
"Indoor","40425461","ST. FRANCIS COLLEGE","180","REMSEN STREET","BK","11201","2019-07-11T00:00:00.000","Re-Inspection","2","0","1","1","12710-19S1","40.69326997","-73.99158698","986583","191856","986469","191815","2","33","9","3335934","Brooklyn Heights-Cobble Hill"
"Indoor","40425465","COLUMBIA GRAMMAR & PREP SCHOOL","5","WEST 93 STREET","MA","10025","2019-10-21T00:00:00.000","Routine Inspection","0","0","0","0",,"40.78994967","-73.9665914","993501","227081","993449","227193","7","6","177","1031644","Upper West Side"
"Indoor","40425467","NEW YORK HEALTH CLUB INC","1433","YORK AVENUE","MA","10021","2019-10-16T00:00:00.000","Routine Inspection","3","0","1","2","19913-19S0","40.76953168","-73.9517997","997601","219644","997540","219707","8","5","132","1045958","Lenox Hill-Roosevelt Island"
"Indoor","40425467","NEW YORK HEALTH CLUB INC","1433","YORK AVENUE","MA","10021","2019-10-30T00:00:00.000","Re-Inspection","0","0","0","0",,"40.76953168","-73.9517997","997601","219644","997540","219707","8","5","132","1045958","Lenox Hill-Roosevelt Island"
"Indoor","40425468","YALE CLUB OF NEW YORK CITY","50","VANDERBILT AVENUE","MA","10017","2019-12-05T00:00:00.000","Routine Inspection","3","0","1","2","23142-19S0","40.75397402","-73.97725361","990552","213973","990477","213980","5","4","94","1035374","Midtown-Midtown South"
"Indoor","40425468","YALE CLUB OF NEW YORK CITY","50","VANDERBILT AVENUE","MA","10017","2019-12-16T00:00:00.000","Re-Inspection","0","0","0","0",,"40.75397402","-73.97725361","990552","213973","990477","213980","5","4","94","1035374","Midtown-Midtown South"
"Indoor","40425470","BRONX HOUSE INC","990","PELHAM PARKWAY SOUTH","BX","10461","2019-05-16T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.85679746","-73.86035272","1022880","251465","1022903","251375","11","13","248","2088568","Pelham Parkway"
"Indoor","40425470","BRONX HOUSE INC","990","PELHAM PARKWAY SOUTH","BX","10461","2019-12-02T00:00:00.000","Routine Inspection","3","0","1","2","22871-19S0","40.85679746","-73.86035272","1022880","251465","1022903","251375","11","13","248","2088568","Pelham Parkway"
"Indoor","40425471","TRINITY EPISCOPAL SCHOOLS CORP","101","WEST 91 STREET","MA","10024","2019-05-16T00:00:00.000","Routine Inspection","0","0","0","0",,"40.7897173","-73.96994645","992572","226996","992549","227151","7","6","177","1032499","Upper West Side"
"Indoor","40425475","NEW YORK HEALTH CLUB INC","24","EAST 13 STREET","MA","10003","2019-10-29T00:00:00.000","Routine Inspection","3","1","0","2","20867-19S0","40.73484782","-73.99305392","986175","207004","986176","206923","2","2","61","1009382","West Village"
"Indoor","40425475","NEW YORK HEALTH CLUB INC","24","EAST 13 STREET","MA","10003","2019-11-13T00:00:00.000","Re-Inspection","0","0","0","0",,"40.73484782","-73.99305392","986175","207004","986176","206923","2","2","61","1009382","West Village"
"Indoor","40425481","COLUMBIA UNIV. IN THE CITY OF NEW YORK (URIS)","3030","BROADWAY","MA","10027","2019-03-25T00:00:00.000","Routine Inspection","0","0","0","0",,"40.81022088","-73.96177662","994831","234467","994901","233897","9","7","203","1084472","Morningside Heights"
"Indoor","40425493","HOTEL DES ARTISTES INC","1","WEST 67 STREET","MA","10023","2019-12-30T00:00:00.000","Routine Inspection","0","0","0","0",,"40.77321231","-73.97870202","990149","220982","990107","221089","7","6","153","1028242","Lincoln Square"
"Indoor","40425495","KIPS BAY BOYS CLUB INC","1930","RANDALL AVENUE","BX","10473","2019-12-02T00:00:00.000","Routine Inspection","3","0","1","2","22896-19S0","40.81783412","-73.8567027","1023913","237271","1024022","236926","9","18","16","2090508","Soundview-Castle Hill-Clason Point-Harding Park"
"Indoor","40425496","TOWERS COUNTRY CLUB INC","272-86","GRAND CENTRAL PARKWAY","QU","11005","2019-06-18T00:00:00.000","Routine Inspection","2","1","0","1","11843-19S0","40.75925224","-73.71293972","1063775","216026","1063425","215121","13","23","155101","4456886","Glen Oaks-Floral Park-New Hyde Park"
"Indoor","40425496","TOWERS COUNTRY CLUB INC","272-86","GRAND CENTRAL PARKWAY","QU","11005","2019-07-03T00:00:00.000","Re-Inspection","1","0","1","0","11843-19S1","40.75925224","-73.71293972","1063775","216026","1063425","215121","13","23","155101","4456886","Glen Oaks-Floral Park-New Hyde Park"
"Indoor","40425497","FORDHAM UNIVIVERSITY / LOMBARDI POOL","441","EAST FORDHAM ROAD","BX","10458","2019-04-18T00:00:00.000","Routine Inspection","1","0","0","1",,"40.86080098","-73.88967815","1014766","252912","1015968","253211","6","15","397","2102025","Belmont"
"Indoor","40425502","UNITED CEREBRAL PALSEY OF NEW YORK","175","LAWRENCE AVENUE","BK","11230","2019-11-01T00:00:00.000","Routine Inspection","1","0","0","1",,"40.63079327","-73.97331116","991658","169095","991486","169073","14","44","480","3328479","Flatbush"
"Indoor","40425512","LENOX HILL NEIGHBORHOOD ASSN.","331","EAST 70 STREET","MA","10021","2019-05-14T00:00:00.000","Routine Inspection","0","0","0","0",,"40.76691835","-73.95794959","995898","218691","995950","218748","8","5","126","1044838","Lenox Hill-Roosevelt Island"
"Indoor","40425514","KINGS BAY Y.M.-Y.W.H.A.","3495","NOSTRAND AVENUE","BK","11229","2019-05-22T00:00:00.000","Routine Inspection","1","0","0","1",,"40.59881021","-73.94157062","1000476","157447","1000560","157500","15","46","570","3200300","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"Indoor","40425525","NEW YORK HEALTH CLUB INC","132","EAST 45 STREET","MA","10017","2019-03-26T00:00:00.000","Routine Inspection","1","0","0","1",,"40.75320212","-73.9742906","991373","213692","991366","213608","6","4","92","1036182","Turtle Bay-East Midtown"
"Indoor","40425531","THE POOL CLUB INC","265","EAST 66 STREET","MA","10021","2019-01-14T00:00:00.000","Routine Inspection","0","0","0","0",,"40.76505589","-73.96147413","994922","218012","994937","218207","8","4","118","1043873","Lenox Hill-Roosevelt Island"
"Indoor","40425534","CLARIDGE HOUSE LLC","201","EAST 87 STREET","MA","10128","2019-10-30T00:00:00.000","Routine Inspection","1","0","0","1",,"40.77935572","-73.95315021","997225","223223","997311","223315","8","5","14602","1048809","Yorkville"
"Indoor","40425538","EAST HARLEM ARTS & EDUCATION LOCAL DEVELOPMENT","1","EAST 104 STREET","MA","10029","2019-03-07T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.79288131","-73.95182607","997589","228151","997715","228228","11","8","168","1051499","East Harlem South"
"Indoor","40425538","EAST HARLEM ARTS & EDUCATION LOCAL DEVELOPMENT","1","EAST 104 STREET","MA","10029","2019-10-07T00:00:00.000","Routine Inspection","0","0","0","0",,"40.79288131","-73.95182607","997589","228151","997715","228228","11","8","168","1051499","East Harlem South"
"Indoor","40425541","GRACIE MEWS POOL AND HEALTH CLUB INC","401","EAST 80 STREET","MA","10021","2019-10-15T00:00:00.000","Routine Inspection","0","0","0","0",,"40.77299021","-73.9521149","997513","220904","997645","220980","8","5","136","1050360","Yorkville"
"Indoor","40425542","340 EAST 93RD STREET CORP. PLYMOUTH TOWERS CLUB","340","EAST 93 STREET","MA","10128","2019-04-04T00:00:00.000","Routine Inspection","1","0","0","1",,"40.78149376","-73.94659132","999041","224003","999010","223887","8","5","154","1078668","Yorkville"
"Indoor","40425542","340 EAST 93RD STREET CORP. PLYMOUTH TOWERS CLUB","340","EAST 93 STREET","MA","10128","2019-08-26T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.78149376","-73.94659132","999041","224003","999010","223887","8","5","154","1078668","Yorkville"
"Indoor","40425544","CONCORDE HEALTH CLUB CORP","220","EAST 65 STREET","MA","10021","2019-09-10T00:00:00.000","Routine Inspection","1","1","0","0","17385-19S0","40.76502078","-73.96319251","994446","217999","994594","217785","8","4","118","1043869","Lenox Hill-Roosevelt Island"
"Indoor","40425544","CONCORDE HEALTH CLUB CORP","220","EAST 65 STREET","MA","10021","2019-09-24T00:00:00.000","Re-Inspection","0","0","0","0",,"40.76502078","-73.96319251","994446","217999","994594","217785","8","4","118","1043869","Lenox Hill-Roosevelt Island"
"Indoor","40425552","NEW YORK HEALTH & RACQUET CLUB","110","WEST 56 STREET","MA","10019","2019-01-22T00:00:00.000","Routine Inspection","2","1","0","1","01225-19S0","40.76387731","-73.97826821","990270","217581","990186","217542","5","4","137","1023398","Midtown-Midtown South"
"Indoor","40425552","NEW YORK HEALTH & RACQUET CLUB","110","WEST 56 STREET","MA","10019","2019-02-05T00:00:00.000","Re-Inspection","2","1","1","0","01225-19S1","40.76387731","-73.97826821","990270","217581","990186","217542","5","4","137","1023398","Midtown-Midtown South"
"Indoor","40425552","NEW YORK HEALTH & RACQUET CLUB","110","WEST 56 STREET","MA","10019","2019-02-19T00:00:00.000","Re-Inspection","0","0","0","0",,"40.76387731","-73.97826821","990270","217581","990186","217542","5","4","137","1023398","Midtown-Midtown South"
"Indoor","40425555","333 EAST 66TH STREET CORPORATION","333","EAST 66 STREET","MA","10021","2019-06-04T00:00:00.000","Routine Inspection","2","0","0","2",,"40.76461082","-73.960247","995262","217850","995521","217793","8","5","118","1044740","Lenox Hill-Roosevelt Island"
"Indoor","40425557","ST. GEORGE HEALTH & RACQUETBALL ASSOC","43","CLARK STREET","BK","11201","2019-06-24T00:00:00.000","Routine Inspection","3","2","1","0","12311-19S0","40.69780999","-73.99430198","985830","193510","985827","193545","2","33","501","3001725","Brooklyn Heights-Cobble Hill"
"Indoor","40425557","ST. GEORGE HEALTH & RACQUETBALL ASSOC","43","CLARK STREET","BK","11201","2019-07-08T00:00:00.000","Re-Inspection","1","0","0","1",,"40.69780999","-73.99430198","985830","193510","985827","193545","2","33","501","3001725","Brooklyn Heights-Cobble Hill"
"Indoor","40425563","CENTRAL QUEENS Y.M.-Y.W.H.A","67-09","108 STREET","QU","11375","2019-10-24T00:00:00.000","Routine Inspection","2","0","2","0","20600-19S0","40.72869434","-73.84741324","1026541","204799","1026633","204803","6","29","741","4051865","Forest Hills"
"Indoor","40425573","THE BAMFORD CLUB INC","333","EAST 56 STREET","MA","10022","2019-03-19T00:00:00.000","Routine Inspection","1","0","0","1",,"40.75825822","-73.96487834","993980","215535","994178","215527","6","5","108","1039984","Turtle Bay-East Midtown"
"Indoor","40425575","CONNAUGHT TOWER CORPORATION","300","EAST 54 STREET","MA","10022","2019-10-04T00:00:00.000","Routine Inspection","0","0","0","0",,"40.7572184","-73.9663516","993572","215156","993559","215057","6","4","98","1039846","Turtle Bay-East Midtown"
"Indoor","40425579","THE COLUMBIA-STEELE STYLE","275","WEST 96 STREET","MA","10024","2019-03-27T00:00:00.000","Routine Inspection","1","0","0","1",,"40.79500985","-73.97262388","991830","228924","991986","229002","7","6","183","1056068","Upper West Side"
"Indoor","40425580","BAYVIEW LEISURE ASSOC.","1","BAY CLUB DRIVE","QU","11360","2019-01-10T00:00:00.000","Routine Inspection","1","0","0","1",,"40.77900473","-73.78208352","1044602","223167","1044889","222948","7","19","99704","4610630","Ft. Totten-Bay Terrace-Clearview"
"Indoor","40425582","MURRAY HILL MEWS OWNERS CORP","160","EAST 38 STREET","MA","10016","2019-03-26T00:00:00.000","Routine Inspection","2","0","2","0","05704-19S0","40.74841303","-73.97672137","990700","211947","990660","211828","6","4","80","1019099","Murray Hill-Kips Bay"
"Indoor","40425589","SHOREFRONT YM-YWHA / BRIGHTON BEACH","3300","CONEY ISLAND AVENUE","BK","11235","2019-12-13T00:00:00.000","Routine Inspection","2","1","1","0","23678-19S0","40.57559978","-73.9594636","995511","148988","995348","148960","13","48","36002","3326880","Brighton Beach"
"Indoor","40425601","SEPHARDIC COMM. YOUTH CENTER INC","1901","OCEAN PARKWAY","BK","11223","2019-01-07T00:00:00.000","Routine Inspection","3","0","2","1","00266-19S0","40.60210292","-73.96628963","993611","158643","993839","158698","15","47","416","3190468","Homecrest"
"Indoor","40425601","SEPHARDIC COMM. YOUTH CENTER INC","1901","OCEAN PARKWAY","BK","11223","2019-01-23T00:00:00.000","Re-Inspection","0","0","0","0",,"40.60210292","-73.96628963","993611","158643","993839","158698","15","47","416","3190468","Homecrest"
"Indoor","40425604","DST. RUSSIAN TURKISH BATHS INC","268","EAST 10 STREET","MA","10009","2019-01-09T00:00:00.000","Re-Inspection","2","0","0","2",,"40.72834449","-73.98345372","988836","204635","988797","204573","3","2","34","1005904","East Village"
"Indoor","40425604","DST. RUSSIAN TURKISH BATHS INC","268","EAST 10 STREET","MA","10009","2019-12-11T00:00:00.000","Routine Inspection","3","1","2","0","23547-19S0","40.72834449","-73.98345372","988836","204635","988797","204573","3","2","34","1005904","East Village"
"Indoor","40425604","DST. RUSSIAN TURKISH BATHS INC","268","EAST 10 STREET","MA","10009","2019-12-26T00:00:00.000","Re-Inspection","0","0","0","0",,"40.72834449","-73.98345372","988836","204635","988797","204573","3","2","34","1005904","East Village"
"Indoor","40425607","RIVERDALE Y.M.-Y.W.H.A","5625","ARLINGTON AVENUE","BX","10471","2019-01-29T00:00:00.000","Routine Inspection","0","0","0","0",,"40.90500372","-73.9071319","1009921","269011","1009656","269027","8","11","323","2086312","North Riverdale-Fieldston-Riverdale"
"Indoor","40425607","RIVERDALE Y.M.-Y.W.H.A","5625","ARLINGTON AVENUE","BX","10471","2019-04-30T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.90500372","-73.9071319","1009921","269011","1009656","269027","8","11","323","2086312","North Riverdale-Fieldston-Riverdale"
"Indoor","40425607","RIVERDALE Y.M.-Y.W.H.A","5625","ARLINGTON AVENUE","BX","10471","2019-10-29T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.90500372","-73.9071319","1009921","269011","1009656","269027","8","11","323","2086312","North Riverdale-Fieldston-Riverdale"
"Indoor","40425610","WHITEHALL TENANTS CORP","3333","HENRY HUDSON PARKWAY","BX","10463","2019-06-24T00:00:00.000","Routine Inspection","1","0","0","1",,"40.88554881","-73.91374856","1008099","261921","1007881","261889","8","11","30701","2085773","North Riverdale-Fieldston-Riverdale"
"Indoor","40425611","WINSTON CHURCHILL OWNERS CORP","2500","JOHNSON AVENUE","BX","10463","2019-12-19T00:00:00.000","Routine Inspection","0","0","0","0",,"40.87715571","-73.91786016","1006965","258862","1007001","258716","8","11","29302","2083245","Spuyten Duyvil-Kingsbridge"
"Indoor","40425612","RIVERCROSS TENANTS CORP","531","MAIN STREET","MA","10044","2019-11-26T00:00:00.000","Routine Inspection","0","0","0","0",,"40.76144763","-73.95007287","998081","216699","998006","216729","8","5","23801","1087293","Lenox Hill-Roosevelt Island"
"Indoor","40425615","HAMPTON HOUSE CONDOMINIUM","404","EAST 79 STREET","MA","10021","2019-11-21T00:00:00.000","Routine Inspection","3","0","2","1","22397-19S0","40.77215862","-73.9522888","997465","220601","997397","220506","8","5","132","1072689","Lenox Hill-Roosevelt Island"
"Indoor","40425619","175-20 WEXFORD TERRACE OWNER'S INC","175-61","HILLSIDE AVENUE","QU","11432","2019-01-23T00:00:00.000","Routine Inspection","1","0","0","1",,"40.71185562","-73.78737189","1043197","198699","1043587","198937","8","24","466","4586051","Jamaica Estates-Holliswood"
"Indoor","40425627","2400 JOHNSON AVENUE OWNERS INC","2400","JOHNSON AVENUE","BX","10463","2019-01-10T00:00:00.000","Routine Inspection","1","0","0","1",,"40.87681012","-73.9182005","1006871","258736","1006739","258605","8","11","29302","2083244","Spuyten Duyvil-Kingsbridge"
"Indoor","40425630","STARLIGHT CLUB INC","235","WEST 56 STREET","MA","10019","2019-09-23T00:00:00.000","Routine Inspection","0","0","0","0",,"40.76560446","-73.98232171","989147","218210","989083","218342","5","3","137","1070014","Midtown-Midtown South"
"Indoor","40425631","NEW YORK HEALTH & RACQUET CLUB","39","WHITEHALL STREET","MA","10038","2019-01-30T00:00:00.000","Routine Inspection","1","1","0","0","01808-19S0","40.70302995","-74.01296942","980654","195412","980734","195375","1","1","9","1087700","Battery Park City-Lower Manhattan"
"Indoor","40425631","NEW YORK HEALTH & RACQUET CLUB","39","WHITEHALL STREET","MA","10038","2019-02-11T00:00:00.000","Re-Inspection","0","0","0","0",,"40.70302995","-74.01296942","980654","195412","980734","195375","1","1","9","1087700","Battery Park City-Lower Manhattan"
"Indoor","40425641","MANHATTAN PLACE CONDOMINIUM","630","1 AVENUE","MA","10016","2019-03-21T00:00:00.000","Routine Inspection","1","0","0","1",,"40.74514858","-73.97250009","991870","210758","992054","210758","6","4","8601","1022060","Turtle Bay-East Midtown"
