"district","dbn","school_name","address","phone","g_t_grades","accessibility","citywide_g_t","x_coordinate","y_coordinate","postcode","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"04","04M012","Tag Young Scholars","240 East 109th Street","212-860-6003","K-5","Partially Accessible","Y","1000231","228032","10029","MANHATTAN","40.79307","-73.942303","111","8","170","1052433","1016560100","East Harlem South"
"04","04M102","P.S. 102 Jacques Cartier","315 East 113rd Street","212-860-5834","K-5","Not Accessible",,"1001301","228923","10029","MANHATTAN","40.794869","-73.938711","111","8","180","1081366","1016840101","East Harlem North"
"05","05M129","P.S. 129 John H. Finley","425 West 130th Street","212-690-5932","K-5","Not Accessible",,"997531","236176","10027","MANHATTAN","40.814637","-73.951912","109","9","21703","1059407","1019570010","Manhattanville"
"06","06M153","P.S. 153 Adam Clayton Powell","1750 Amsterdam Avenue","212-927-8611","K-5","Partially Accessible",,"998752","240403","10031","MANHATTAN","40.826295","-73.946845","109","7","233","1081834","1020780019","Hamilton Heights"
"08","08X072","P.S. 072 Dr. William Dorney","2951 Dewey Avenue","718-822-5311","K-3","Fully Accessible",,"1034574","239257","10465","BRONX","40.822604","-73.818247","210","13","158","2077162","2054400001","Schuylerville-Throgs Neck-Edgewater Park"
"09","09X199","P.S. 199X - The Shakespeare School","1449 Shakespeare Avenue","718-681-7172","K-4","Not Accessible",,"1006156","246580","10452","BRONX","40.842943","-73.920563","204","16","21302","2088263","2028730027","Highbridge"
"10","10X007","Milton Fein School","3201 Kingsbridge Avenue","718-796-8695","K-5","Not Accessible",,"1010327","260469","10463","BRONX","40.881066","-73.905366","208","11","287","2083564","2057560195","Spuyten Duyvil-Kingsbridge"
"10","10X024","P.S. 024 Spuyten Duyvil","660 West 236th Street","718-796-8845","K-5","Not Accessible",,"1007721","262419","10463","BRONX","40.887111","-73.913697","208","11","309","2085869","2059170140","North Riverdale-Fieldston-Riverdale"
"11","11X121","P.S. 121 Throop","2750 Throop Avenue","718-654-2055","K-5","Not Accessible",,"1025597","254993","10469","BRONX","40.86608","-73.850982","211","13","348","2054253","2045260001","Allerton-Pelham Gardens"
"11","11X153","P.S. 153 Helen Keller","650 Baychester Avenue","718-904-5550","K-5","Partially Accessible",,"1030803","257757","10475","BRONX","40.872614","-73.833698","210","12","46201","2097470","2051410150","Co-op City"
"13","13K056","P.S. 056 Lewis H. Latimer","170 Gates Avenue","718-857-3149","K-5","Partially Accessible",,"995195","188583","11238","BROOKLYN","40.68505","-73.960659","302","35","231","3056874","3019830010","Clinton Hill"
"13","13K282","P.S. 282 Park Slope","180 6th Avenue","718-622-1626","K-5","Not Accessible",,"990357","185799","11217","BROOKLYN","40.67634","-73.977367","306","39","131","3019597","3009500024","Park Slope-Gowanus"
"14","14K132","P.S. 132 The Conselyea School","320 Manhattan Avenue","718-599-7301","K-5","Fully Accessible",,"999313","199692","11211","BROOKLYN","40.71466","-73.946108","301","34","497","3068728","3027590001","East Williamsburg"
"15","15K032","P.S. 032 Samuel Mills Sprole","317 Hoyt Street","718-222-6400","K-5","Partially Accessible",,"986707","187077","11231","BROOKLYN","40.680445","-73.991949","306","39","75","3000000","3004370001","Carroll Gardens-Columbia Street-Red Hook"
"15","15K038","P.S. 038 The Pacific","450 Pacific Street","718-330-9305","K-5","Not Accessible",,"989013","188821","11217","BROOKLYN","40.685264","-73.982639","302","33","39","3001183","3001910001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"15","15K230","P.S. 230 Doris L. Cohen","1 Albemarle Road","718-437-6135","K-5","Partially Accessible",,"989657","174490","11218","BROOKLYN","40.645017","-73.980761","312","39","498","3124109","3053230032","Kensington-Ocean Parkway"
"17","17K316","P.S. 316 Elijah Stroud","750 Classon Avenue","718-638-4043","K-5","Not Accessible",,"994952","185085","11238","BROOKLYN","40.674406","-73.960254","308","35","215","3029246","3011670018","Prospect Heights"
"18","18K115","P.S. 115 Daniel Mucatel School","1500 East 92nd Street","718-241-1000","K-5","Partially Accessible",,"1012589","170590","11236","BROOKLYN","40.635015","-73.897262","318","46","1008","3232559","3082560001","Canarsie"
"19","19K149","P.S. 149 Danny Kaye","700 Sutter Avenue","718-688-7620","K-5","Not Accessible",,"1013999","183161","11207","BROOKLYN","40.669719","-73.892822","305","42","1158","3084348","3037740016","East New York (Pennsylvania Ave)"
"20","20K102","P.S. 102 The Bayview","211 72nd Street","718-748-7404","K-5","Not Accessible",,"976268","170377","11209","BROOKLYN","40.63402","-74.029036","310","43","68","3146491","3058900001","Bay Ridge"
"20","20K104","P.S./I.S. 104 The Fort Hamilton School","9115 5th Avenue","718-836-4630","K-5","Not Accessible",,"976340","164460","11209","BROOKLYN","40.618415","-74.028842","310","43","160","3154775","3060880001","Bay Ridge"
"20","20K164","P.S. 164 Caesar Rodney","4211 14th Avenue","718-854-4100","K-5","Not Accessible",,"988208","171390","11219","BROOKLYN","40.637486","-73.985955","312","44","232","3135976","3056000001","Borough Park"
"20","20K200","P.S. 200 Benson School","1940 Benson Avenue","718-236-5466","K-5","Not Accessible",,"983718","158896","11214","BROOKLYN","40.603188","-74.001408","311","43","282","3167818","3064070008","Bath Beach"
"20","20K204","P.S. 204 Vince Lombardi","8101 15th Avenue","718-236-2906","3-5","Partially Accessible",,"982546","162804","11228","BROOKLYN","40.614159","-74.006638","311","43","184","3163702","3062940001","Bensonhurst West"
"20","20K205","P.S. 205 Clarion","6701 20th Avenue","718-236-2380","K-5","Fully Accessible",,"987917","163242","11204","BROOKLYN","40.61527","-73.987149","311","47","256","3134749","3055710001","Bensonhurst West"
"20","20K229","P.S. 229 Dyker","1400 Benson Avenue","718-236-5447","K-5","Fully Accessible",,"980478","161637","11228","BROOKLYN","40.610963","-74.013376","311","43","170","3167212","3063910024","Bath Beach"
"20","20K686","Brooklyn School of Inquiry","50 Avenue P","718-621-5730","K-5","Fully Accessible","Y","987949","160421","11204","BROOKLYN","40.60731","-73.986595","311","44","428","3396829","3066180001","Bensonhurst East"
"21","21K095","P.S. 095 The Gravesend","345 Van Sicklen Street","718-449-5050","K-5","Not Accessible",,"991286","156415","11223","BROOKLYN","40.595698","-73.97518","315","47","398","3192661","3071230066","Gravesend"
"21","21K099","P.S. 099 Isaac Asimov","1120 East 10th Street","718-338-9201","K-5","Not Accessible",,"993680","165698","11230","BROOKLYN","40.621565","-73.965595","312","44","454","3171478","3065350011","Ocean Parkway South"
"21","21K215","P.S. 215 Morris H. Weiss","415 Avenue S","718-339-2464","K-5","Partially Accessible",,"992533","158866","11223","BROOKLYN","40.602084","-73.970013","315","47","41401","3178584","3066810169","Homecrest"
"22","22K052","P.S. 052 Sheepshead Bay","2675 East 29th Street","718-648-0882","K-5","Not Accessible",,"1000877","153642","11235","BROOKLYN","40.58792","-73.940532","315","48","600","3205435","3074740001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"22","22K193","P.S. 193 Gil Hodges","2515 Avenue L","718-338-9011","K-5","Not Accessible",,"998041","165921","11210","BROOKLYN","40.621507","-73.950473","314","45","754","3208461","3076250001","Midwood"
"22","22K195","P.S. 195 Manhattan Beach","131 Irwin Street","718-648-9102","K-5","Partially Accessible",,"999945","150650","11235","BROOKLYN","40.579451","-73.943819","315","48","620","3246519","3087520035","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"22","22K197","P.S. 197 - The Kings Highway Academy","1599 East 22nd Street","718-377-7890","K-5","Not Accessible",,"997744","162372","11210","BROOKLYN","40.612623","-73.951906","314","48","546","3182169","3067690018","Midwood"
"22","22K236","P.S. 236 Mill Basin","6302 Avenue U","718-444-6969","K-5","Not Accessible",,"1008680","163530","11234","BROOKLYN","40.615998","-73.912989","318","46","698","3326821","3084640001","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"24","24Q016","P.S. Q016 The Nancy DeBenedittis School","41-15 104th Street","718-505-0140","3-4","Fully Accessible",,"1022889","212187","11368","QUEENS","40.748987","-73.86123","404","21","403","4048820","4019850001","North Corona"
"24","24Q119","P.S./I.S. 119 The Glendale","74-01 78th Avenue","718-326-8261","K-5","Fully Accessible",,"1018887","196220","11385","QUEENS","40.704406","-73.875183","405","30","63301","4092660","4038120020","Glendale"
"24","24Q153","P.S. 153 Maspeth Elem","60-02 60 Lane","718-821-7850","K-5","Fully Accessible",,"1010734","200257","11378","QUEENS","40.716609","-73.903669","405","30","599","4060987","4027320018","Maspeth"
"24","24Q229","P.S. 229 Emanuel Kaplan","67-25 51st Road","718-446-2120","K-5","Partially Accessible",,"1012765","206958","11377","QUEENS","40.734294","-73.897557","405","30","513","4440274","4024230001","Maspeth"
"24","24Q290","A.C.E. Academy for Scholars at the Geraldine Ferraro Campus","55-20 Metropolitan Avenue","718-571-6900","K-5","Fully Accessible",,"1009694","198950","11385","QUEENS","40.713022","-73.908306","405","30","595","4080234","4033650027","Ridgewood"
"25","25Q021","P.S. 021 Edward Hart","147-36 26th Avenue","718-445-8833","K-5","Partially Accessible",,"1034498","221367","11354","QUEENS","40.774512","-73.819284","407","19","1047","4108665","4048030001","Murray Hill"
"25","25Q032","P.S. 032 State Street","171-11 35th Avenue","718-463-3747","K-5","Not Accessible",,"1041224","218221","11358","QUEENS","40.764763","-73.794683","407","19","1141","4118954","4052560001","Murray Hill"
"25","25Q079","P.S. 079 Francis Lewis","147-27 15 Drive","718-746-0396","K-5","Partially Accessible",,"1034833","225764","11357","QUEENS","40.785909","-73.818058","407","19","1039","4105232","4046470001","Whitestone"
"25","25Q165","P.S. 165 Edith K. Bergtraum","70-35 150th Street","718-263-4004","K-5","Not Accessible",,"1034979","205196","11367","QUEENS","40.729741","-73.818446","408","24","77906","4144881","4066970012","Kew Gardens Hills"
"25","25Q209","P.S. 209 Clearview Gardens","16-10 Utopia Parkway","718-352-3939","K-5","Not Accessible",,"1040787","224894","11357","QUEENS","40.783608","-73.794654","407","19","1017","4128717","4057340001","Ft. Totten-Bay Terrace-Clearview"
"26","26Q115","The James J. Ambrose School","80-51 261st Street","718-831-4010","K-5","Partially Accessible",,"1064773","210543","11004","QUEENS","40.744099","-73.709845","413","23","157902","4178127","4087170001","Glen Oaks-Floral Park-New Hyde Park"
"26","26Q133","P.S. 133 Queens","248-05 86th Avenue","718-831-4016","K-5","Not Accessible",,"1062455","206257","11426","QUEENS","40.731729","-73.717859","413","23","157101","4175739","4086160001","Bellerose"
"26","26Q188","P.S. 188 Kingsbury","218-12 Hartland Avenue","929-600-5683","K-5","Partially Accessible",,"1052428","207540","11364","QUEENS","40.736177","-73.753159","411","23","129104","4164350","4077740165","Oakland Gardens"
"26","26Q203","P.S. 203 Oakland Gardens","53-11 Springfield Boulevard","718-423-8652","K-5","Not Accessible",,"1050793","213927","11364","QUEENS","40.754201","-73.760636","411","23","138501","4161005","4074820317","Oakland Gardens"
"27","27Q108","P.S. 108 Captain Vincent G. Fowler","108-10 109th Avenue","718-558-2700","K-5","Partially Accessible",,"1031118","186730","11420","QUEENS","40.679584","-73.831547","410","28","96","4247572","4114750011","South Ozone Park"
"28","28Q121","P.S. 121 Queens","126-10 109th Avenue","718-558-1560","K-5","Not Accessible",,"1035468","188379","11420","QUEENS","40.68405","-73.815834","410","28","170","4249769","4116070001","South Ozone Park"
"28","28Q144","P.S. 144 Col Jeromus Remsen","93-02 69th Avenue","718-268-2775","K-5","Fully Accessible",,"1025168","199765","11375","QUEENS","40.714978","-73.853372","406","29","729","4076870","4032120001","Forest Hills"
"28","28Q174","P.S. 174 William Sidney Mount","65-10 Dieterle Crescent","718-897-7006","K-5","Not Accessible",,"1022652","201835","11374","QUEENS","40.720924","-73.86135","406","29","69702","4073904","4031340024","Rego Park"
"28","28Q220","P.S. 220 Edward Mandel","62-10 108th Street","718-592-3030","K-5","Not Accessible",,"1025093","207570","11375","QUEENS","40.736524","-73.851455","406","29","745","4051290","4021430001","Forest Hills"
"29","29Q176","P.S. 176 Cambria Heights","120-45 235th Street","718-525-4057","K-5","Not Accessible",,"1059347","188952","11411","QUEENS","40.685492","-73.729982","413","27","614","4276382","4128200001","Cambria Heights"
"30","30Q085","P.S. 085 Judge Charles Vallone","23-70 31st Street","718-278-3630","K-5","Not Accessible",,"1007782","220959","11105","QUEENS","40.772863","-73.914708","401","22","115","4017485","4008420031","Steinway"
"30","30Q122","P.S. 122 Mamie Fay","21-21 Ditmars Boulevard","718-721-6410","K-5","Not Accessible",,"1007573","223648","11105","QUEENS","40.780347","-73.916655","401","22","103","4019633","4008800001","Steinway"
"30","30Q150","P.S. 150 Queens","40-01 43rd Avenue","718-784-2252","K-5","Partially Accessible",,"1005482","211033","11104","QUEENS","40.745537","-73.923776","402","26","18101","4002387","4001850001","Hunters Point-Sunnyside-West Maspeth"
"30","30Q166","P.S. 166 Henry Gradstein","33-09 35th Avenue","718-786-6703","K-5","Partially Accessible",,"1004682","215262","11106","QUEENS","40.757309","-73.926733","401","26","57","4008220","4006100001","Astoria"
"30","30Q300","The 30th Avenue School","28-37 29th Street","718-726-0501","K-5","Not Accessible","Y","1005705","219102","11102","QUEENS","40.768985","-73.922428","401","22","71","4007663","4005940001","Old Astoria"
"31","31R003","P.S. 003 The Margaret Gioiosa School","80 South Goff Avenue","718-984-1021","K-5","Partially Accessible",,"925350","129094","10309","STATEN IS","40.520699","-74.211264","503","51","198","5083311","5067960044","Annadale-Huguenot-Prince's Bay-Eltingville"
"31","31R008","P.S. 8 Shirlee Solomon","112 Lindenwood Road","718-356-2800","K-5","Not Accessible",,"941948","138807","10308","STATEN IS","40.547692","-74.151755","503","51","15601","5066295","5052210001","Great Kills"
"31","31R042","P.S. 042 Eltingville","380 Genesee Avenue","718-984-3800","K-5","Partially Accessible",,"937275","140508","10312","STATEN IS","40.552523","-74.169464","503","51","17012","5074394","5056050001","Annadale-Huguenot-Prince's Bay-Eltingville"
"31","31R045","P.S. 045 John Tyler","58 Lawrence Avenue","718-442-6123","K-3","Partially Accessible",,"954400","168245","10310","STATEN IS","40.628558","-74.107148","501","49","121","5007417","5002760007","New Brighton-Silver Lake"
"31","31R050","P.S. 050 Frank Hankinson","200 Adelaide Avenue","718-987-0396","K-5","Not Accessible",,"949703","143672","10306","STATEN IS","40.561691","-74.124622","503","50","13204","5063495","5047160060","Oakwood-Oakwood Beach"
"31","31R053","The Barbara Esselborn School","330 Durant Avenue","718-987-8020","K-5","Not Accessible",,"946278","140388","10308","STATEN IS","40.55258","-74.13706","503","51","13203","5065016","5051060001","Great Kills"
"32","32K376","P.S. 376","194 Harman Street","718-573-0781","K-5","Fully Accessible",,"1006381","193605","11237","BROOKLYN","40.698021","-73.920711","304","37","431","3075072","3032870001","Bushwick North"
