Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
Bekema Consultancy;2;;;;;;;2
Berengroep B.V.;1;;;;;;;1
Berenschot Groep B.V.;;2;6;;6;1;;7
Beroepsvereniging Kinder- en Jongerenwerkers;2;;;;;;;2
BeterDichtbij B.V.;2;;;;;;;2
BiblioMedia B.V.;1;;;;;;;1
Bijl PR B.V.;2;;;;;;;2
Binnenlands Bestuur B.V.;1;;;;;;;1
Binnenmars Advies en Bemiddeling;2;;;;;;;2
BKB B.V.;2;;;;;;;2
BKV Artsen Intermediair B.V.;2;;;;;;;2
Blackbird Consultancy;;;;;;7;;7
Blauw Research B.V.;4;;;2;;;;4
BMC Advies B.V.;;2;;;;;;2
BMZM;2;;;;;;;2
Boer & Croon Corporate Finance B.V.;;;1;;;;;1
BPSW;2;;;;;;;2
Brancheorganisaties Zorg;;;3;;;;;3
Braxwell.com B.V.;1;;;;;;;1
Breuer Institute B.V.;3;;;;;;;3
Brightness Solutions B.V.;;;1;;;;;1
Brunel Nederland B.V.;3;;;;;;;3
Bureau Bartels B.V.;3;;;;;;;3
Bureau Beke;4;;;;;;;4
Bureau Bruinsma;3;;;;;;;3
Bureau Documentatie Bouwwezen B.V.;1;;;;;;;1
Bureau Mozaiek;2;;;;;;;2
Bureau Obelon;;;2;;;;;2
Bureau Queste;2;;;;;;;2
BureauTaal B.V.;1;;;;;;;1
Buro Opaal;1;;;;;;;1
Buro van Beem;;;2;;;;;2
BuroEvent;;;;;;1;;1
BUZO B.V.;;;2;;;;;2
Byron Street Advisory B.V.;2;;;;;;;2
BySpeech;1;;;;;;;1
Capgemini Nederland B.V.;;;3;;;;;3
Cardan Technobility B.V.;1;;;;;;;1
Carla Veenman Marketing Advies;2;;;;;;;2
Caroline Mobach Advies & Partners B.V.;3;;;;;;;3
CasaGrande B.V.;;;;;;1;;1
cathyvanbeek consultancy & coaching;;;4;;;;;4
CAZUL - Management Consulting;;;1;;;;;1
Cebeon Centr. Beleidsadviserend Onderz. B.V.;3;;;;;;;3
Centrum voor Publieke Innovatie CPI B.V.;3;;;;;;;3
CGI Nederland B.V.;1;;4;;;;;4
CIIO B.V.;;;2;;;;;2
Cimsolutions;4;;;;;2;;4
Clarine Corstens;2;;;;;;;2
CleverFranke B.V.;5;;;;;;;5
CMCM;2;;;;;;;2
CMS Derks Star Busmann - Amsterdam;4;;;;;;;4
Coform B.V.;1;;;;;;;1
Colourful People B.V.;1;;;;;;;1
Comesta;1;;;;;;;1
Common Eye B.V.;3;;;;;;;3
Communicatie Cockpit B.V.;2;;;;;;;2
COMPAREX Nederland B.V.;4;;1;;;;;4
ConnectTools B.V.;1;;;;;;;1
Coolblue B.V.;1;;;;;;;1
Coöperatie Toegang Tilburg U.A.;3;;;;;;;3
Count Concepts;2;;;;;;;2
CQT Zorg & Gezondheid B.V.;;;1;;;;;1
Cream Consult, Creativiteit & Innovatie;2;;;;;;;2
Cruyff Foundation;2;;;;;;;2
Cure4 B.V.;2;;;;;;;2
D&B;4;;;;;;;4
DAAT B.V.;;;2;;;;;2
Dafallah-van der Weele;2;;;;;;;2
DAMN, HONEY;1;;;;;;;1
Daniëls Praktijk B.V.;2;;;;;;;2
Datapool Services B.V.;4;;;;;;;4
De Argumentenfabriek Groep B.V.;2;;;;;;;2
De Beleidsonderzoekers;;;2;;;;;2
De Booij Party en Congresarchitekten;1;;;;;;;1
De Issuemakers B.V.;3;;;;;;;3
De Regelaar;2;;;;;;;2
De Rotterdam B.V.;2;;;;;;;2
De Textexpert;2;;;;;;;2
Dedicon B.V.;1;;;;;;;1
Delft Congress Support B.V.;;;;;;1;;1
Delight Eventdesign B.V.;1;;;;;;;1
Deloitte Accountancy & Advies B.V.;;;1;;;;;1
Deloitte Accountants B.V.;;;;;;;2;2
Deloitte Consulting B.V.;5;;;;;;;5
Deloitte Financial Advisory B.V.;4;;;;;;;4
Deloitte Risk Advisory B.V.;;;;;;5;;5
Delta-N B.V.;2;;;;;;;2
Den Besten Content;1;;;;;;;1
Di-AcetylM B.V.;;;7;;;;;7
Digital Natives;;;;;1;;;1
Disworks;3;;;;;;;3
Divosa, Land. veren. leid.gev. gemeent. dnst.;2;;;;;;;2
DMM Consultancy;2;;;;;;;2
DPI Animation House B.V.;2;;;;;;;2
Dr. Hilda Verwey-Jonker Instituut;4;;;;;;;4
DSP-Groep B.V.;;;6;;;;;6
Dutch Research Institute for Transitions B.V.;2;;;;;;;2
E & G Advocaten B.V.;1;;;;;;;1
Echo Trainingen;2;;;;;;;2
ECORYS Nederland B.V.;3;;2;;;;;4
eenstemgeven.nl;1;;;;;;;1
Effectory Holding B.V.;;;2;;;;;2
EHdK B.V.;2;;;;;;;2
Eiffel B.V.;;;2;;5;;;5
Elise Doll;1;;;;;;;1
Embrace SBS B.V.;1;;;;;;;1
En...Actie!;1;;;;;;;1
Enneüs;2;;1;;;;;2
Entopic B.V.;4;;;;;;;4
Epona Software Productions B.V.;1;;;;;;;1
Equalis Strategy & Modeling B.V.;;;5;;;;;5
ER;1;;;;;;;1
Ernst & Young Accountants LLP;6;;;;;;;6
Escrow Alliance B.V.;;;1;;;;;1
Euroforum;1;;;;;;;1
Event@Home Box;2;;;;;;;2
every media;;;;;;2;;2
everywhereIM;;;1;;;;;1
Evolve B.V.;2;;;;;;;2
Expertisecentrum Leefstijlinterventies B.V.;;;2;;;;;2
Extralexa;2;;;;;;;2
Fabrique [merken, design & interactie];2;;;;;;;2
Face Two B.V.;3;;2;;;;;3
Farminform B. V.;;;2;;;;;2
FCB Dienstverlenen in Arbeidsmarktvraagstukk.;1;;;;;;;1
Ferro Explore B.V.;2;;;;;;;2
Fier;2;;;;;;;2
Fiom;3;;;;;;;3
Firm Ground;2;;;;;;;2
Fit Center Nieuw Vennep;1;;;;;;;1
Flim Projectmanagement B.V.;1;;;;;;;1
Flinke Jongen Entertainment;1;;;;;;;1
FLOOW2 World's Reset Button B.V.;;;2;;;;;2
FMMU B.V.;4;;1;;;;;4
FourD;1;;;;;;;1
Fred Landwaart B.V.;2;;;;;;;2
Freihov B.V.;3;;;;;;;3
Frings Advies;2;;;;;;;2
Frisse Blikken ondernemen met talent B.V.;2;;;;;;;2
Future Communication Consultants B.V.;3;;;;;;;3
Gartner Nederland B.V.;;;;;;4;;4
GEESINKI onderzoek & advies;;;1;;;;;1
Gemnet B.V.;2;;;;;;;2
Georgette Bouman 2Unravel;1;;;;;;;1
Gerechtsdeurwaarderskantoor R.A.M. Vismans BV;2;;;;;;;2
Gezond Verstand ZZ;;;4;;;;;4
GGN Utrecht;1;;;;;;;1
GMI Groep B.V.;5;;;;;;;5
GoDataDriven B.V.;1;;;;;;;1
Gooiland B.V.;2;;;;;;;2
Greenberry B.V.;2;;;;;;;2
Grgld;1;;;;;;;1
Groepspraktijk Huisartsen Schaijk;;;1;;;;;1
Groepspraktijk Lievekamp;;;1;;;;;1
GroupMapping B.V.;2;;;;;;;2
Grow a Pair B.V.;;;;;;3;;3
Gupta Strategists B.V.;5;;;;;;;5
GW Cross Media B.V.;1;;;;;;;1
GX Network;1;;;;;;;1
Gynaecologen Tjongerschans;2;;;;;;;2
Hameeda Lakho Training Coaching en Advies;1;;;;;;;1
Hans Hoepel Advies en Management;1;;;;;;;1
Hans Tak;1;;;;;;;1
Haute Equipe Partners in Public B.V.;2;;;;;;;2
Healthcare Nomads;2;;;;;;;2
Helden Magazine B.V.;2;;;;;;;2
Hendrikx ITC B.V.;1;;;;;;;1
Het Muntgebouw-Utrecht B.V.;2;;;;;;;2
Het Nederlandse Rode Kruis afd. Schagen;1;;;;;;;1
Hevo B.V.;3;;;;;;;3
Hoeksma, Homans & Menting Organisat.adv. B.V.;;;4;;;;;4
Hollandse Hoogte B.V.;2;;;;;;;2
HollandSpoor B.V.;2;;;;;;;2
Hooftman Consultancy;2;;;;;;;2
Hooghiemstra & Partners B.V.;;;5;;;;;5
Hooghiemstra Onderzoek en Advies;1;;2;;;;;2
Hopps;;;1;;;;;1
Houben Souren Verhuur B.V.;1;;;;;;;1
House of Lords B.V.;2;;;;;;;2
Hugo van der Steenhoven;2;;;;;;;2
Huis van Verbeelding B.V.;1;;;;;;;1
Huis voor Beweging;;;2;;;;;2
Huisartsen Maatschap West;;;1;;;;;1
Huisartsenpraktijk De Vlieter;;;1;;;;;1
Huisartsenpraktijk Gest en van der Linden;;;1;;;;;1
Huisartsenpraktijk Heusden;;;1;;;;;1
Huisartsenpraktijk J. Roffelsen B.V.;;;1;;;;;1
Huisartsenpraktijk J. van Valkenburg;;;1;;;;;1
Huisartsenpraktijk Jorna;;;1;;;;;1
Huisartsenpraktijk Schopman & Nijkamp;;;1;;;;;1
Huisartsenpraktijk Schouten;;;1;;;;;1
Huisartsenpraktijk 't Heelhuis;;;1;;;;;1
Huisartsenpraktijk van Steen-Marcus;;;1;;;;;1
Humanitas;4;;;;;;;4
HUMINT Solutions Netherlands;4;;;;;;;4
HVR PA/PR;2;;3;;;;;3
I & O Research B.V.;4;;;;;;;4
iCON Healthcare B.V.;2;;;;;;;2
Ideeaanzee B.V.;3;;;;;;;3
Ieder-In;3;;;;;;;3
IG & H Consulting & Interim;2;;2;;;;;3
igorvanlaere-social medical care consultancy;2;;;;;;;2
Ilionx;1;;;;;;;1
IMTA;2;;;;;;;2
in60seconds B.V.;2;;;;;2;;2
Inconnect B.V.;1;;;;;;;1
Inconnect Faculty B.V.;1;;;;;;;1
Inforium B.V.;2;;;;;;;2
ING Bank;1;;;;;;;1
Inkesta B.V.;;;;;;1;;1
Inside Polarisation;1;;;;;;;1
InsideStory;;;;;;1;;1
Insight Management Services B.V.;1;;;;;;;1
Instituut voor Publieke Waarden B.V.;7;;;;;;;7
Integis B.V.;;;2;;;;;2
Intermetzo Eefde;1;;;;;;;1
International Health Terminology Standards Development Organisation;5;;;;;;;5
Internedservices;;;;;;5;;5
Inter-Wire Communications;3;;;;;;;3
IT's Privacy;2;;;;;;;2
Jacot Audiovisueel Rental B.V.;2;;;;;;;2
Jantje Beton;2;;;;;;;2
jb Lorenz Ontwerpen B.V.;2;;;;;;;2
JD social enterprise B.V.;2;;;;;;;2
Jeugdfocus;1;;;;;;;1
Jeugdhulp: advies en ontwikkeling;2;;;;;;;2
Jinc;1;;;;;;;1
JINC Den Haag;2;;;;;;;2
Joomag Inc.;1;;;;;;;1
Joost Hoebink;1;;;;;;;1
Jorgen van de Burgt;;;1;;;;;1
Justus Bruns B.V.;1;;;;;;;1
KansPlus;2;;1;;;;;2
Kantar Netherlands B.V.;4;;4;;;;;4
KBO-PCOB;1;;2;;;;;2
KDB expl.;1;;;;;;;1
Kees Kaptein Teksten;1;;;;;;;1
Kennisbureau ter Meulen;2;;;;;;;2
Kern Konsult B.V.;2;;;;;;;2
Kessels & Smit, the Learning Company B.V.;1;;;;;;;1
Keurmerkinstituut B.V.;2;;;;;;;2
Kevin van den Berg Producties;1;;;;;;;1
Key Conference Support;1;;;;;;;1
Kleur op de wangen;1;;;;;;;1
KNMG;;;2;;;;;2
KNMP Holding B.V.;;;2;;;;;2
Kodo;1;;;;;;;1
Koepel Adviesraden Sociaal Domein;2;;;;;;;2
Koninklijke Burgers' Zoo;2;;;;;;;2
Koninklijke Joh. Enschedé B.V.;4;;;;;;;4
Koninklijke van der Most B.V.;1;;;;;;;1
Kooijman & Zwartelé;2;;;;;;;2
KPMG Accountants N.V.;2;;;;;;;2
KPMG Advisory N.V.;;;7;;;3;;7
KPMG Audit;3;;;;;;;3
KPN B.V.;2;;;;;6;;6
KPN Consulting B.V.;;;;;;1;;1
Kracht van Beleving;2;;;;;;;2
krijn van beek;1;;;;;;;1
Kwink Groep B.V.;4;;;;;;;4
Land. Ver. BOinK, bel.ver. v. ouders in de ko;3;;;;;;;3
Landelijke Vereniging voor Traumacentra;8;;;;;;;8
LBVD Consultancy B.V.;;;;;;1;;1
Leaseplan Nederland N.V.;1;;;;;;;1
Ledger Leopard B.V.;1;;1;;;;;1
Leon van der Himst;1;;;;;;;1
LinK - Public Affairs;2;;;;;;;2
Link 2 Learn;2;;;;;;;2
LINKIT B.V.;5;;4;;;;;5
Lisanne de Ridder Tolk Gebarentaal;1;;;;;;;1
Livewords;1;;;;;;;1
LocalFocus B.V.;1;;;;;;;1
Longartsenmaatschap de Mijnstreek;;;1;;;;;1
Loyals B.V.;6;;;;;;;6
Luckt B.V.;2;;;;;;;2
Lydia Rink Projecten;1;;;;;;;1
M & I /Partners B.V.;3;;;;;;;3
Maatschap voor Communicatie;2;;;;;;;2
Made by René;1;;;;;;;1
MAEXchange B.V.;2;;;;;;;2
MantelzorgNL;1;;;;;;;1
Marc Kolle;1;;;;;;;1
Marcel Uljee Teksten;1;;;;;;;1
Mare Holland B.V.;3;;;;;;;3
Marian Schouten;1;;;;;;;1
Mariska Lamiaud;1;;;;;;;1
Marketresponse Nederland B.V.;3;;;;;;;3
Marleen van Amersfoort;3;;;;;;;3
Martijn Goedegebuure;1;;;;;;;1
Mavention B.V.;;;;;;1;;1
Mediahaver;1;;;;;;;1
Mediavrouw;1;;;;;;;1
MediQuest B.V.;;;1;;;;;1
Medisch Centrum Dammerich;;;1;;;;;1
medxpert;1;;;;;;;1
Meines Holla & Partners B.V.;2;;;;;;;2
Meis Techniek;2;;;;;;;2
MetaStory Instituut;1;;;;;;;1
Mijke Sluis Project- en Interim Management;2;;;;;;;2
MIND Landelijk Platform Psychische Gezondheid;1;;;;;;;1
Miranda Wesselink;3;;;;;;;3
Mobilys B.V.;;;1;;;;;1
Moesson Tjalie Robinson;1;;;;;;;1
Monika Scholten Zorgmanagement;2;;;;;;;2
Morgens B.V.;1;;;;;;;1
Motiv IT Masters B.V.;2;;;;;;;2
Motivaction International B.V.;2;;2;;;;;3
Mr. P.G. de Vries Beheer;2;;;;;;;2
Mts. Medische Microbiologie en Immunologie;1;;;;;;;1
MVMZ (Maatschap voor Medezeggenschap);;;;;2;;;2
MWM2 B.V.;;;1;;;;;1
Nadine van der Sluis Adviseert B.V.;2;;;;;;;2
Nat Ver De Zonnebloem;5;;;;;;;5
National Health Insurance Fund;;;1;;;;;1
Nationale Beeldbank B.V.;1;;;;;;;1
Nationale Jeugdraad (NJR);1;;;;;;;1
Navita Cultuurhistorisch onderzoek;;;1;;;;;1
Ned. Federatie van Univers. Medische Centra;5;;;;;;;5
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;4;;5;;;;;6
Ned. Rode Kruis Afd. Zwolle;1;;;;;;;1
Nederl. Ver. van Toez.houd. in Zorginstell.;;;2;;;;;2
Nederlands Huisartsen Genootschap;;;2;;;;;2
Nederlandsch Octrooibureau;1;;;;;;;1
Nederlandse Diabetes Federatie;2;;;;;;;2
Nederlandse School voor Openbaar Bestuur B.V.;;;5;;;;;5
Nederlandse Vereniging voor Inkoopmanagement;4;;;;;;;4
NedFac B.V. (NCOI / PRAEHEP en Computrain en BNO);;;;;;;;
Nestas Communicatie B.V.;2;;;;;;;2
Netrex Internet Solutions;3;;;;;;;3
NetSolid B.V.;;;1;;;;;1
Netwerk van Organisaties van Oudere Migranten;;;2;;;;;2
NFU';3;;;;;;;3
NINETYSEVEN AGENCY;1;;;;;;;1
NIP;1;;;;;;;1
NIVEL;4;;2;;;;;4
Noblesse Oblige B.V.;2;;;;;;;2
Noise B.V.;6;;;;;;;6
Northwave BV;;;2;;;;;2
Notuleerservice Nederland B.V.;1;;;;;;;1
Novasports;2;;;;;;;2
Novicare B.V.;;;2;;;;;2
NPO;4;;;;;;;4
NSCR;2;;;;;;;2
Nuffic;;;;;;1;;1
NVLF;;;2;;;;;2
NVO, Ned. Ver. Van Pedagog. en Onderwijskund.;2;;;;;;;2
NVZ Vereniging van Ziekenhuizen;7;;;;;;;7
NVZD- vereniging van bestuurders in de zorg;;;3;;;;;3
Nysingh Advocaten-Notarissen N.V.;;;2;;;;;2
Oasis Data & Document Management Netherlands;;;2;;;;;2
OBI4wan B.V.;2;;;;;;;2
Objectief B.V.;5;;;;;;;5
Oliver;2;;;;;;;2
Omnimark B.V.;1;;;;;;;1
OnlyHuman Groep B.V.;5;;;;;;;5
Ontwerpwerk B.V.;2;;;;;;;2
Open Now B.V.;7;;;;;;;7
Openbare Bibliotheek Wassenaar;1;;;;;;;1
Optelec Nederland B.V.;1;;;;;;;1
Optical Solutions;1;;;;;;;1
Optima Forma B.V.;2;;;;;;;2
Ordina Beheer & Outsourcing;;;;;;2;;2
Ordina Consulting B.V.;;;;;;6;;6
Ordina Nederland B.V.;;;;;;3;;3
Ordina Technologie & Competenties B.V.;;;1;;;1;;1
Otten+;;;1;;;;;1
P. Peters Bloemenhal B.V.;1;;;;;;;1
Paardekooper Organisatieadvies;2;;;;;;;2
Panteia B.V.;5;;3;;;;;5
Parker Advocaten B.V.;1;;;;;;;1
Pathos Studios;2;;;;;;;2
PatiÃ«ntenfederatie Nederland;;;2;;;;;2
Paul Strengers;1;;;;;;;1
PBLQ B.V.;4;;2;;;;;4
Pels Rijcken & Droogleever Fortuijn N.V.;;;;;1;;;1
Performis B.V.;;;;;;1;;1
Perspect B.V.;1;;;;;;;1
Perswoordvoerder B.V.;1;;;;;;;1
PGGM Pensioenbeheer B.V.;1;;;;;;;1
Phil Nijhuis Fotografie;1;;;;;;;1
Piasau;2;;;;;;;2
Picoo B.V.;2;;;;;;;2
Pino Evenementen & Congressen B.V.;1;;;;;;;1
Plancare B.V.;2;;;;;;;2
Pluut & Partners B.V.;2;;;;;;;2
PostNL Data Solutions B.V.;1;;;;;;;1
Pricewaterh.Coopers Pens., Act.&Insur.Serv.BV;4;;;;;;;4
Pricewaterhousecoopers Advisory N.V.;2;;1;;;;;2
Prismant B.V.;;;2;;;;;2
Pro Parents B.V.;2;;;;;;;2
Proof Adviseurs B.V.;2;;;;;;;2
Protestantse Kerk in Nederland;4;;;;;;;4
Protinus IT B.V.;4;;;;;;;4
Psychiatriepraktijk van Nijen;;;1;;;;;1
Publicis;2;;;;;;;2
PuntPoef;1;;;;;;;1
Qarin B.V.;2;;;;;;;2
Q-Consult Personeelsvereniging;1;;;;;;;1
Questus B.V.;;;;;;2;;2
Quint Wellington Redwood Nederland B.V.;;;4;;;;;4
Quintensis B.V.;;;;;;2;;2
Quirien;2;;;;;;;2
QuoVadis Trustlink B.V.;;;;;;1;;1
Rachel Corner;2;;;;;;;2
ReadSpeaker B.V.;;;;;;1;;1
RebelGroup Executives B.V.;4;;3;;;;;5
Reclamestudio Guthschmidt B.V.;1;;;;;;;1
Regioplan Beleidsonderzoek B.V.;4;;2;;;;;5
Remlicht;1;;;;;;;1
Renske Maes;1;;;;;;;1
Rigo Research en Advies B.V.;2;;;;;;;2
Roorda;;;;;;2;;2
Roorda Reclamebureau B.V.;8;;;;;;;8
Ruigrok NetPanel;2;;2;;;2;;2
Sanne Terlouw creatieve en zakelijke teksten;1;;;;;;;1
Sardes B.V.;2;;;;;;;2
Schuttelaar & Partners, Maatsch. Comm. B.V.;3;;;;;;;3
Scientia;2;;;;;;;2
Scooperz;4;;;;;;;4
SeederDeBoer;;3;;;;;;3
Semmelwise & Company B.V.;2;;;;;;;2
Significant Public B.V.;7;;5;;;;;7
Significant Synergy B.V.;5;;;;;;;5
Simone van Trier Presentaties;1;;;;;;;1
Sint Antonius Ziekenhuis Locatie Nieuwegein;;;2;;;;;2
Sinzer B.V.;2;;;;;;;2
Sioo;1;;;;;;;1
Sioo B.V.;2;;;;;;;2
Sira Consulting B.V.;2;;2;;;;;3
SiRM Healthcare B.V.;;;5;;;;;5
Siza;3;;;;;;;3
Slaper-Cortenbach, biomedical consultancy;;;1;;;;;1
Slofstra Communicatie;2;;;;;;;2
Smile Licht en Geluid Utrecht B.V.;2;;;;;;;2
Sociaal-Economisch OndeRzoek Rotterdam B.V.;2;;;;;;;2
Social Brothers B.V.;1;;;;;;;1
Social Care Network B.V.;2;;;;;;;2
Sociale Academie Utrecht;2;;;;;;;2
Sociale Impact;;;2;;;;;2
Solvinity;;;6;;;;;6
Sophie Hospers coaching en advies;2;;;;;;;2
Soundfocus B.V.;1;;;;;;;1
Spanjersberg Organisatie Advies;2;;;;;;;2
Sportbedrijf Arnhem B.V.;2;;;;;;;2
SportsGen;2;;;;;;;2
Spotler Nederland B.V.;1;;;;;;;1
Sprengers Advocaten;;;;;1;;;1
Springer Media B.V.;2;;;;;;;2
St Beheer Derdengelden Eldermans & Geerts;;;;;1;;;1
St PVP vertrouwenspersonen geestelijke gez;;;1;;;;;1
St. Blijf Groep;2;;;;;;;2
St. Het Ned. Kanker Inst.-AvLeeuwenhoek Zknhs;3;;;;;;;3
St. Horizon Jeugdzorg en Speciaal Onderwijs;5;;;;;;;5
St. Nationaal Comite 4 en 5 Mei;;;1;;;;;1
St. Schouwburg De Kring;1;;;;;;;1
St. Stadsschouwburg en Philharmonie Haarlem;2;;;;;;;2
St.Patientenzorg Nederlands Kanker Instituut;;;4;;;;;4
STAMET PROJECTS;2;;;;;;;2
Starsound Productions Exploitatie B.V.;2;;;;;;;2
Stefan van Wieringen Theaterwerk;1;;;;;;;1
Stekelenburg Adviesbureau Wonen, Welzijn/Zorg;4;;;;;;;4
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;1;;;;;;;1
Stg. Dr. Hilda Verwey-Jonker, I.v.O. van M.V.;5;;;;;;;5
Stg. Instituut voor Verantw. Medicijngebruik;2;;5;;;;;5
Stg. LSR, Landel. steunpunt (mede)zeggenschap;2;;;;;;;2
Stg. Med.-Ethische Toetsing Onderz. PatiÃƒÂ«nte;;;2;;;;;2
Stg. Ned. Inst. v. Onderz. van de Gezondh.zrg;4;;2;;;;;5
Stg. Pharos Expert.centrum Gezondheidsversch.;4;;;;;;;4
Stg. SVH (Stg. vakbekwaamheid Horeca) 2.0;;;6;;;;;6
Stg.TRIP Transf.-/transpl.react. in patiÃ«nten;;;4;;;;;4
Stibbe N.V.;1;;;;;;;1
Sticht. Beoordel. Ethiek Biomedisch Onderzoek;;;2;;;;;2
Stichting Aafje Thuiszorg Huizen Zorghotels;5;;;;;;;5
Stichting Academie voor Zelfstandigheid;5;;;;;;;5
Stichting Accessibility;2;;1;;;1;;2
Stichting Actief Burgerschap;;;2;;;;;2
Stichting Alliantie Voeding Gelderse vallei;4;;;;;;;4
Stichting Alzheimer Nederland;1;;;;;;;1
Stichting Beautiful Distress;1;;;;;;;1
Stichting Betrouwbare Bron;2;;;;;;;2
Stichting bewaring archieven CASA;2;;;;;;;2
Stichting Bordercross Foundation;2;;;;;;;2
Stichting Bureau Raedelijn;3;;;;;;;3
Stichting Careyn;6;;;;;;;6
Stichting Carnegie Heldenfonds;2;;;;;;;2
Stichting Civil Care;2;;;;;;;2
Stichting ContourdeTwern;2;;;;;;;2
Stichting Cordaan;4;;;;;;;4
Stichting CROW;2;;2;;;;;2
Stichting CuraMare;4;;;;;;;4
Stichting Danspaleis;1;;;;;;;1
Stichting De Kleine Consultant Leiden;;;1;;;;;1
Stichting De Meenthe;1;;;;;;;1
Stichting de Tijdmachine;1;;;;;;;1
Stichting de Zorgambassade;1;;;;;;;1
Stichting Dementie Netwerk Nederland;;;2;;;;;2
Stichting Derdengeldrekening TTP;;;2;;;;;2
Stichting Dutch Design Foundation;2;;;;;;;2
Stichting Dutch Hospital Data;;;3;;;;;3
Stichting Ecsplore;1;;;;;;;1
Stichting Educatie Zorg & Welzijn;2;;;;;;;2
Stichting een van de jongens;2;;;;;;;2
Stichting Eten+Welzijn;1;;2;;;;;2
Stichting Farmaceutische Kengetallen;;;6;;;;;6
Stichting het Kandidatennetwerk;2;;;;;;;2
STICHTING HL7 NEDERLAND;1;;;;;;;1
Stichting Hogeschool Leiden;2;;;;;;;2
Stichting Hogeschool van Arnhem en Nijmegen;2;;2;;;;;2
Stichting Humanitas;;;2;;;;;2
Stichting IJsselheem Holding;5;;;;;;;5
Stichting IKBENWIJ;2;;;;;;;2
Stichting Inclusie Nederland;;;2;;;;;2
Stichting Inclusionlab;;;1;;;;;1
Stichting Informatie Voorziening Zorg;2;;;;;;;2
Stichting Innovatie Jeugdzorg;2;;;;;;;2
Stichting Inschrijving Op Naam;2;;;;;;;2
Stichting Interkerkelijk Diaconaal Overleg;2;;;;;;;2
Stichting JadeMO;;;1;;;;;1
Stichting JMZ Pro;2;;;;;;;2
Stichting Join us;3;;;;;;;3
Stichting Joods Historisch Museum;;;1;;;;;1
Stichting Kadera aanpak huiselijk geweld;;;2;;;;;2
Stichting Kenniscentrum Europa Decentraal;2;;;;;;;2
Stichting Kijksluiter;;;5;;;;;5
Stichting Koraal, Bestuurscentrum;4;;;;;;;4
Stichting Kwadrantgroep;5;;;;;;;5
Stichting Lareb;;;2;;;2;;3
Stichting Leer Zelf Online;3;;;;;;;3
