;Gemeente:;;;;Dordrecht
7;ChristenUnie;8;Vreugdenhil, H.J. (Hermen) (m);;8
7;ChristenUnie;9;Drost, N. (Nico) (m);;1
7;ChristenUnie;10;Gooijer-Medema, J.K. (Joâlle) (v);;38
7;ChristenUnie;11;Huisman, G.W. (Gerben) (m);;1
7;ChristenUnie;12;Rots, D.G. (Gerdien) (v);;4
7;ChristenUnie;13;Tijhof, B.D. (Bert) (m);;2
7;ChristenUnie;14;Grinwis, P.A. (Pieter) (m);;0
7;ChristenUnie;15;Vlieg-Kempe, H.A. (Harmke) (v);;2
7;ChristenUnie;16;Meijer, L.E. (Leon) (m);;2
7;ChristenUnie;17;Janssen, J. (Jannes) (m);;0
7;ChristenUnie;18;Heuvelink, M.E.C. (Marijke) (v);;5
7;ChristenUnie;19;van 't Foort, S. (Sander) (m);;1
7;ChristenUnie;20;Treurniet-Klapwijk, W.A. (Willemien) (v);;7
7;ChristenUnie;21;Mostert, I.G. (Gerard) (m);;0
7;ChristenUnie;22;Kennedy-Doornbos, S.J. (Simone) (v);;3
7;ChristenUnie;23;Ebid, E.K. (Esam) (m);;5
7;ChristenUnie;24;Hofstra, H.J. (Harold) (m);;0
7;ChristenUnie;25;Kumar, A.D.J.M. (Anil) (m);;1
7;ChristenUnie;26;Weigand-Timmer, H.A.C. (Jet) (v);;1
7;ChristenUnie;27;Visser, B. (Ben) (m);;4
7;ChristenUnie;28;Kaper-Hartenberg, E.T. (Esther) (v);;9
7;ChristenUnie;29;Krins, J.T. (Theo) (m);;1
7;ChristenUnie;30;Schuring, H. (Heimen) (m);;0
7;ChristenUnie;31;van Tatenhove-Meesen, J.A. (Ankie) (v);;1
7;ChristenUnie;32;Joosten-Leijendekker, J.M.J. (Janny) (v);;1
7;ChristenUnie;33;Zuidervaart, L.M. (Loes) (v);;1
7;ChristenUnie;34;Jaspers Faijer, B. (Bart) (m);;2
7;ChristenUnie;35;Jongman-Mollema, I.M. (Inge) (v);;1
7;ChristenUnie;36;de Haan, J.T. (Jesse) (m);;0
7;ChristenUnie;37;Baars, H.C. (Dico) (m);;5
7;ChristenUnie;38;Visser, F.C. (Frank) (m);;2
7;ChristenUnie;39;Klein, A.C. (Annacarina) (v);;0
7;ChristenUnie;40;Seyed Mehdi, F. (Farshid) (m);;0
7;ChristenUnie;41;Kooij-Bas, A.E. (Els) (v);;0
7;ChristenUnie;42;van Kranenburg, C.J. (Kees) (m);;1
7;ChristenUnie;43;van den Berg, G. (Gert) (m);;2
7;ChristenUnie;44;Balootje, I.S. (Ixora) (v);;8
7;ChristenUnie;45;van Zaalen, F.P. (Frans) (m);;2
7;ChristenUnie;46;Haga, A. (Anja) (v);;3
7;ChristenUnie;47;van der Spoel, P.L.R. (Ron) (m);;0
7;ChristenUnie;48;Stoorvogel, H. (Henk) (m);;10
7;ChristenUnie;49;van der Veer, A. (Arie) (m);;0
7;ChristenUnie;50;Bottenbley, O.E. (Orlando) (m);;20
;;TOTAAL 7 ChristenUnie;;;3237
8;GROENLINKS;;;;
8;GROENLINKS;1;Klaver, J.F. (Jesse) (m);;4813
8;GROENLINKS;2;Buitenweg, K.M. (Kathalijne) (v);;612
8;GROENLINKS;3;van der Lee, T.M.T. (Tom) (m);;13
8;GROENLINKS;4;Voortman, L.G.J. (Linda) (v);;120
8;GROENLINKS;5;Grashoff, H.J. (Rik) (m);;16
8;GROENLINKS;6;van Tongeren, L. (Liesbeth) (v);;142
8;GROENLINKS;7;de Jonge van Ellemeet, C.E. (Corinne) (v);;29
8;GROENLINKS;8;ôzdil, Z. (Zihni) (m);;49
8;GROENLINKS;9;Snels, B.A.W. (Bart) (m);;2
8;GROENLINKS;10;van Ojik, A. (Bram) (m);;30
8;GROENLINKS;11;Krîger, S.C. (Suzanne) (v);;34
8;GROENLINKS;12;ôzÅtok, N. (Nevin) (v);;42
8;GROENLINKS;13;Smeulders, P.H.M. (Paul) (m);;3
8;GROENLINKS;14;Westerveld, E.M. (Lisa) (v);;62
8;GROENLINKS;15;Bromet, L. (Laura) (v);;44
8;GROENLINKS;16;Renkema, W.J.T. (Wim-Jan) (m);;4
8;GROENLINKS;17;van Essen, H.P. (Huib) (m);;4
8;GROENLINKS;18;van den Berge, C.N. (Niels) (m);;2
8;GROENLINKS;19;Diks, L.I. (Isabelle) (v);;116
8;GROENLINKS;20;van den Nieuwenhuijzen-Wittens, T.J.H. (Tom) (m);;10
8;GROENLINKS;21;Mahtab, I.A.F. (Ilias) (m);;7
8;GROENLINKS;22;Bouwkamp, C.C. (Cathelijne) (v);;21
8;GROENLINKS;23;van den Bosch, D. (Dirk) (m);;0
8;GROENLINKS;24;van der Steenhoven, M.V. (Maya) (v);;22
8;GROENLINKS;25;Bonte, A. (Arno) (m);;15
8;GROENLINKS;26;van der Kleij, A.M. (Marion) (v);;7
8;GROENLINKS;27;Kuipers, J.N. (Hans) (m);;1
8;GROENLINKS;28;Arnoldussen, J. (Jonne) (m);;0
8;GROENLINKS;29;Duursma, J. (Janet) (v);;4
8;GROENLINKS;30;ônder, A. (Arma?an) (v);;34
8;GROENLINKS;31;Vintges, V.A.M. (Volkert) (m);;1
8;GROENLINKS;32;Bashara, S.R. (Samir) (m);;4
8;GROENLINKS;33;Bellemakers, H.A. (Huub) (m);;3
8;GROENLINKS;34;Smelik, C.W. (Cora) (v);;3
8;GROENLINKS;35;Schers, S.R.M. (Sophie) (v);;25
8;GROENLINKS;36;Klijmij-van der Laan, M. (Michel) (m);;1
8;GROENLINKS;37;Piers, R.P.A. (Rocco) (m);;0
8;GROENLINKS;38;Vermast, P.L.A. (Paul) (m);;0
8;GROENLINKS;39;Snaas, M. (Marjoleine) (v);;2
8;GROENLINKS;40;van Oort, K.J.H.A. (Kevin) (m);;0
8;GROENLINKS;41;Hirsch, D.H. (Daniâlle) (v);;1
8;GROENLINKS;42;van Grootheest, G.J. (Gerdo) (m);;0
8;GROENLINKS;43;van Hooijdonk, L.H.L. (Lot) (v);;1
8;GROENLINKS;44;Kapteijns, F.H.A. (Frans) (m);;0
8;GROENLINKS;45;Scholten, H.T.M. (Lenie) (v);;1
8;GROENLINKS;46;Muambi, A.O. (Alphonse) (m);;15
8;GROENLINKS;47;Homan-Brinkman, N. (Nienke) (v);;6
8;GROENLINKS;48;El Fassed, A. (Arjan) (m);;5
8;GROENLINKS;49;RÅter, J.S. (Bas) (m);;1
8;GROENLINKS;50;van Gent, W. (Ineke) (v);;15
;;TOTAAL 8 GROENLINKS;;;6342
9;Staatkundig Gereformeerde Partij (SGP);;;;
9;Staatkundig Gereformeerde Partij (SGP);1;van der Staaij, C.G. (Kees) (m);;1937
9;Staatkundig Gereformeerde Partij (SGP);2;Dijkgraaf, E. (Elbert) (m);;68
9;Staatkundig Gereformeerde Partij (SGP);3;Bisschop, R. (Roelof) (m);;10
9;Staatkundig Gereformeerde Partij (SGP);4;Ruissen, H.J.A. (Bert-Jan) (m);;1
9;Staatkundig Gereformeerde Partij (SGP);5;Stoffer, C. (Chris) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);6;Schipaanboord, G.P. (Geert) (m);;4
9;Staatkundig Gereformeerde Partij (SGP);7;Kloosterman, J. (Jan) (m);;4
9;Staatkundig Gereformeerde Partij (SGP);8;Tanis, J.P. (Hans) (m);;5
9;Staatkundig Gereformeerde Partij (SGP);9;Veldman, J.D. (Joost) (m);;58
9;Staatkundig Gereformeerde Partij (SGP);10;Nieuwenhuis, E.J. (Evert Jan) (m);;2
9;Staatkundig Gereformeerde Partij (SGP);11;Weggeman, A. (Arnold) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);12;Hoek, P.W.J. (Peter) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);13;de Knegt, L. (Leendert) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);14;Flach, A.J. (AndrÇ) (m);;2
9;Staatkundig Gereformeerde Partij (SGP);15;van Wikselaar, W. (Wim) (m);;4
9;Staatkundig Gereformeerde Partij (SGP);16;van Leeuwen, G.R. (Gert) (m);;1
9;Staatkundig Gereformeerde Partij (SGP);17;Bosma, E.G. (Ewart) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);18;Kok, W.H. (Wim) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);19;Bakker, T. (Tom) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);20;Boonzaaijer, G. (Gerrit) (m);;3
9;Staatkundig Gereformeerde Partij (SGP);21;Simonse, J.N. (Sjaak) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);22;van Duijn, W.J. (Wim) (m);;1
9;Staatkundig Gereformeerde Partij (SGP);23;van Westreenen, S. (Steven) (m);;1
9;Staatkundig Gereformeerde Partij (SGP);24;van 't Land, J.A. (Hans) (m);;3
9;Staatkundig Gereformeerde Partij (SGP);25;Noordergraaf, P.T. (Peter) (m);;1
9;Staatkundig Gereformeerde Partij (SGP);26;Benschop, J.W. (Jan Willem) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);27;Dorst, A.I.G. (Ad) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);28;van den Berg, W. (Wouter) (m);;11
9;Staatkundig Gereformeerde Partij (SGP);29;de Vries, W. (Wim) (m);;0
9;Staatkundig Gereformeerde Partij (SGP);30;Brouwer, M. (Mark) (m);;5
;;TOTAAL 9 Staatkundig Gereformeerde Partij (SGP);;;2121
10;Partij voor de Dieren;;;;
10;Partij voor de Dieren;1;Thieme, M.L. (Marianne) (v);;2208
10;Partij voor de Dieren;2;Ouwehand, E. (Esther) (v);;158
10;Partij voor de Dieren;3;van Raan, L. (Lammert) (m);;14
10;Partij voor de Dieren;4;Wassenberg, F.P. (Frank) (m);;3
10;Partij voor de Dieren;5;Arissen, F.M. (Femke Merel) (v);;53
10;Partij voor de Dieren;6;van Esch, E.M. (Eva) (v);;36
10;Partij voor de Dieren;7;Teunissen, C. (Christine) (v);;36
10;Partij voor de Dieren;8;van Leeuwen, M. (Floriske) (v);;22
10;Partij voor de Dieren;9;Koffeman, N.K. (Niko) (m);;1
10;Partij voor de Dieren;10;Engelen, E.R. (Ewald) (m);;27
10;Partij voor de Dieren;11;van Lammeren, J.F.W. (Johnas) (m);;1
10;Partij voor de Dieren;12;Akerboom, E.S. (Eva) (v);;18
10;Partij voor de Dieren;13;van Liere, A.E. (Bram) (m);;0
10;Partij voor de Dieren;14;van Voorthuizen, G.S.L. (Stephanie) (v);;8
10;Partij voor de Dieren;15;van der Wel, M.C. (Marco) (m);;1
10;Partij voor de Dieren;16;van der Veer, L.R. (Luuk) (m);;0
10;Partij voor de Dieren;17;van Viegen, A.H.K. (Carla) (v);;7
10;Partij voor de Dieren;18;Keller, H.J. (Hiltje) (v);;2
10;Partij voor de Dieren;19;van Doorn, M.E.C. (Michelle) (v);;3
10;Partij voor de Dieren;20;Plusquin, P.S.M.L. (Pascale) (v);;2
10;Partij voor de Dieren;21;van der Velden, R.T.J. (Ruud) (m);;19
10;Partij voor de Dieren;22;Smit, I.R. (Ilse) (v);;2
10;Partij voor de Dieren;23;Vestering, L. (Leonie) (v);;1
10;Partij voor de Dieren;24;Travaille, A. (Anjo) (m);;1
10;Partij voor de Dieren;25;de Wrede, K. (Kirsten) (v);;2
10;Partij voor de Dieren;26;van der Zanden, C.J.M. (Rinie) (v);;2
10;Partij voor de Dieren;27;Janssens, T.A.O. (Trees) (v);;1
10;Partij voor de Dieren;28;Kosti?, I. (Ines) (v);;6
10;Partij voor de Dieren;29;Hazekamp, A.A.H. (Anja) (v);;5
10;Partij voor de Dieren;30;Berendse, F. (Frank) (m);;0
10;Partij voor de Dieren;31;Biesheuvel, J.M.A. (Maarten) (m);;2
10;Partij voor de Dieren;32;Cruiming, J.P. (Jan-Peter) (m);;0
10;Partij voor de Dieren;33;Dumon Tak, M.A. (Bibi) (v);;2
10;Partij voor de Dieren;34;Engelsman, V.L. (Volkert) (m);;0
10;Partij voor de Dieren;35;de Haas, J.L. (Johan) (m);;2
10;Partij voor de Dieren;36;van der Heijden, A.F.T. (Adri) (m);;2
10;Partij voor de Dieren;37;Herstel, M. (Malou) (v);;2
10;Partij voor de Dieren;38;van der Steen, M.F. (Mensje) (v);;1
10;Partij voor de Dieren;39;Meijer, E.R. (Eva) (v);;2
10;Partij voor de Dieren;40;Mutsaers, C.J.M. (Charlotte) (v);;4
10;Partij voor de Dieren;41;Nicolaã, P. (Peter) (m);;0
10;Partij voor de Dieren;42;Postma, A. (Annemarie) (v);;3
10;Partij voor de Dieren;43;Rot, J. (Jan) (m);;7
10;Partij voor de Dieren;44;Rotenstreich, M.M. (Mirjam) (v);;1
10;Partij voor de Dieren;45;de Schepper, T. (Teske) (v);;3
10;Partij voor de Dieren;46;Schrijver, J.W. (Annemiek) (v);;0
10;Partij voor de Dieren;47;Siebelink, J.G. (Jan) (m);;0
10;Partij voor de Dieren;48;van Veen, B. (Babette) (v);;7
10;Partij voor de Dieren;49;Verbaan, G.C. (Georgina) (v);;23
10;Partij voor de Dieren;50;Woesthoff, M.F.F. (Dinand) (m);;15
;;TOTAAL 10 Partij voor de Dieren;;;2715
11;50PLUS;;;;
11;50PLUS;1;Krol, H.C.M. (Henk) (m);;1576
11;50PLUS;2;Sazias, L. (LÇonie) (v);;431
11;50PLUS;3;van Rooijen, M.J. (Martin) (m);;71
11;50PLUS;4;van Brenk, C.M. (Corrie) (v);;36
11;50PLUS;5;van Otterloo, G.J.P. (Gerrit Jan) (m);;6
11;50PLUS;6;Geleijnse, S. (Simon) (m);;14
11;50PLUS;7;Bode, E.M. (Emile) (m);;11
11;50PLUS;8;Schrover, W.A.A. (Wilma) (v);;15
11;50PLUS;9;Koopman, M. (Maurice) (m);;3
11;50PLUS;10;de Brouwer, R.B.P. (Rob) (m);;4
11;50PLUS;11;Wiersma, T. (Theun) (m);;5
11;50PLUS;12;Bergen, P.H. (Presley) (m);;1
11;50PLUS;13;van Veeren, P. (Petra) (v);;6
11;50PLUS;14;Willemse, W. (Willem) (m);;1
11;50PLUS;15;Fonhof, G.J. (Jan) (m);;1
11;50PLUS;16;Kroonstuiver, N.L.D. (Natascha) (v);;0
11;50PLUS;17;Verboom, H.J. (Henk Jan) (m);;1
11;50PLUS;18;van de Griendt, M.W.E. (Monique) (v);;3
11;50PLUS;19;van Overveld, W.A.A.M. (Wim) (m);;1
11;50PLUS;20;Hamersma, K. (Klaas) (m);;1
11;50PLUS;21;Siepel, H. (Harry) (m);;0
11;50PLUS;22;Kerkhof, F. (Fred) (m);;4
11;50PLUS;23;Hern†ndez Mart°nez, A. (Adriana) (v);;3
11;50PLUS;24;Jansen, W. (Wout) (m);;0
11;50PLUS;25;Heere, T.J.M. (Theo) (m);;1
11;50PLUS;26;Haasnoot, J.H. (Jaap) (m);;0
11;50PLUS;27;van Orsouw, J.H.T. (Joop) (m);;1
11;50PLUS;28;Molenaar, R. (Rosa) (v);;2
11;50PLUS;29;Haije, A.F. (Arno) (m);;0
11;50PLUS;30;Spooren, A.J.M. (Chris) (m);;0
11;50PLUS;31;de Meij, O.A.C. (Olga) (v);;1
11;50PLUS;32;van Wanrooij, A.C.P. (AndrÇ) (m);;1
11;50PLUS;33;Brouwers, J.F.X.M. (Jan Frans) (m);;0
11;50PLUS;34;van Hulst, J.A.M. (Jolanda) (v);;2
11;50PLUS;35;Gralike, R.B.M. (Rhianna) (v);;0
11;50PLUS;36;Bergwerf, F. (Frans) (m);;0
11;50PLUS;37;van der Schaaf, A. (Andreas) (m);;0
11;50PLUS;38;Hilte, M.S. (Marianne) (v);;0
11;50PLUS;39;de Vries, D.P. (Dick) (m);;0
11;50PLUS;40;Gertsen, J.W.M. (Hans) (m);;0
11;50PLUS;41;Meijer, H. (Hein) (m);;1
11;50PLUS;42;van Zanten, D. (Dick) (m);;6
11;50PLUS;43;ten Cate, H.J. (Hylke) (m);;1
11;50PLUS;44;Rose, F.J. (Frans) (m);;2
11;50PLUS;45;Lamberts, H. (Harry) (m);;0
11;50PLUS;46;de Vries, A.E. (Auke) (m);;0
11;50PLUS;47;van de Wal, H.J.C.M. (Henry) (m);;0
11;50PLUS;48;Hoek, W.M.M. (Mieke) (v);;1
11;50PLUS;49;Struijlaard, J.W.A. (John) (m);;8
;;TOTAAL 11 50PLUS;;;2221
12;OndernemersPartij;;;;
12;OndernemersPartij;1;Brinkman, H. (Hero) (m);;48
12;OndernemersPartij;2;Gaasbeek, M. (Martine) (v);;7
12;OndernemersPartij;3;de Vries, J.L.G. (Jos) (m);;0
12;OndernemersPartij;4;Kicken, J.M.H. (Patrick) (m);;2
12;OndernemersPartij;5;van den Berg, J.O. (Jos) (m);;0
12;OndernemersPartij;6;de Koning, M. (Mariâtta) (v);;3
12;OndernemersPartij;7;Theocharis, S. (Stavros) (m);;0
12;OndernemersPartij;8;Andriol, S.J.R. (Sophie) (v);;0
12;OndernemersPartij;9;Bol, R.G. (RenÇ) (m);;1
12;OndernemersPartij;10;Reitsma, H.H. (Harry) (m);;0
12;OndernemersPartij;11;Wood, D.R. (Denis) (m);;2
;;TOTAAL 12 OndernemersPartij;;;63
13;VNL (VoorNederland);;;;
13;VNL (VoorNederland);1;Roos, J.H. (Jan) (m);;209
13;VNL (VoorNederland);2;van Klaveren, J.J. (Joram) (m);;14
13;VNL (VoorNederland);3;Bontes, L. (Louis) (m);;8
13;VNL (VoorNederland);4;Hoogwerf, T.C. (Tanya) (v);;32
13;VNL (VoorNederland);5;Sassen, J.H.N.A. (Alexander) (m);;0
13;VNL (VoorNederland);6;Versteeg, M.A.J. (Michel) (m);;1
13;VNL (VoorNederland);7;de Laat, J.M. (Jan) (m);;0
13;VNL (VoorNederland);8;van der Meer, S. (Symen) (m);;1
13;VNL (VoorNederland);9;Vermaas, P.C. (Peter) (m);;0
13;VNL (VoorNederland);10;Himpers, J. (Jeffrey) (m);;1
13;VNL (VoorNederland);11;van Gemert, R.J.H. (RenÇ) (m);;0
13;VNL (VoorNederland);12;Oosterhagen, H.J. (Johan) (m);;0
13;VNL (VoorNederland);13;Molema, J.F.H. (Johan) (m);;0
13;VNL (VoorNederland);14;de Gast, A.L.M. (Arjan) (m);;1
13;VNL (VoorNederland);15;Chandarsing, A.S. (Sachin) (m);;0
13;VNL (VoorNederland);16;van Tiggelen, R. (Ronald) (m);;0
13;VNL (VoorNederland);17;de Veth, C.G. (Chris) (m);;0
13;VNL (VoorNederland);18;Stassen, L.J.A.J. (Laurence) (v);;4
;;TOTAAL 13 VNL (VoorNederland);;;271
14;DENK;;;;
14;DENK;1;Kuzu, T. (Tunahan) (m);;2516
14;DENK;2;Azarkan, F. (Farid) (m);;386
14;DENK;3;ôztÅrk, S. (Selcuk) (m);;118
14;DENK;4;Albitrouw, G. (Gladys) (v);;8
14;DENK;5;van Baarle, S.R.T. (Stephan) (m);;3
14;DENK;6;Charlot, M.J.H. (Magdalena) (v);;3
14;DENK;7;Taimounti, M. (Mourad) (m);;24
14;DENK;8;Kiliá, A. (Ay?egÅl) (v);;16
14;DENK;9;Koolbergen, M.M. (Marisa) (v);;1
14;DENK;10;Tsouli, A. (Ali) (m);;3
14;DENK;11;van Splunter, M. (Marit) (v);;3
14;DENK;12;Uysal, ?. (?erif) (m);;15
14;DENK;13;Karaman, R. (Rabia) (v);;5
14;DENK;14;Raja, T.M. (Talhat) (m);;5
14;DENK;15;Kayi?, Y. (Yunus) (m);;5
14;DENK;16;Rana, M.Z.T. (Zaheer) (m);;2
14;DENK;17;Demirel, N. (Nevzat) (m);;2
14;DENK;18;Ince, K. (Keziban) (v);;8
;;TOTAAL 14 DENK;;;3123
15;NIEUWE WEGEN;;;;
15;NIEUWE WEGEN;1;Oosenbrug, A. (Alfred) (m);;42
15;NIEUWE WEGEN;2;Monasch, J.S. (Jacques) (m);;30
15;NIEUWE WEGEN;3;Beemsterboer, R.J.C. (Ramona) (v);;9
15;NIEUWE WEGEN;4;Ekiz, I. (Iprahim) (m);;0
15;NIEUWE WEGEN;5;Spitsbaard, A.W. (Ton) (m);;0
15;NIEUWE WEGEN;6;Vianen-van der Geest, G.C.J. (Wendy) (v);;6
15;NIEUWE WEGEN;7;van Leeuwen, C.H. (Kees) (m);;0
15;NIEUWE WEGEN;8;van Duijvenvoorde, A. (Arjan) (m);;0
15;NIEUWE WEGEN;9;Jochems, I.C.A.M. (Inge) (v);;2
15;NIEUWE WEGEN;10;Dijkstra, S.J. (Sietze Jan) (m);;0
15;NIEUWE WEGEN;11;Durgaram, R.M.H. (Romeo) (m);;1
15;NIEUWE WEGEN;12;de Vries, Y. (Yvonne) (v);;0
15;NIEUWE WEGEN;13;Verstappen, J.H.M. (Jaco) (m);;1
15;NIEUWE WEGEN;14;van Scheyen, I.S.L. (Bo) (v);;1
15;NIEUWE WEGEN;15;de Jong, B.D. (David) (m);;0
15;NIEUWE WEGEN;16;van Leeuwen, G.L.F. (George) (m);;0
15;NIEUWE WEGEN;17;Pijpker, J. (Jeanet) (v);;0
15;NIEUWE WEGEN;18;van Eldik, D.A. (Erik) (m);;0
15;NIEUWE WEGEN;19;Willemstein, J.S.A. (Hanneke) (v);;0
15;NIEUWE WEGEN;20;Komdeur, E. (Eddie) (m);;0
15;NIEUWE WEGEN;21;van Dijken, R.G. (Roelof) (m);;0
15;NIEUWE WEGEN;22;Heyser, R. (Roelof) (m);;0
15;NIEUWE WEGEN;23;van Gessel, R. (Ruud) (m);;0
15;NIEUWE WEGEN;24;Haak, M.H.D. (Marco) (m);;0
15;NIEUWE WEGEN;25;Thiemann, J.H. (John) (m);;0
15;NIEUWE WEGEN;26;Visscher, K.J.J. (Jorik) (m);;0
15;NIEUWE WEGEN;27;Hurtado-Panek, J. (Jana) (v);;0
15;NIEUWE WEGEN;28;van der Maas, W.L. (Wim) (m);;3
15;NIEUWE WEGEN;29;de Boer, S. (Simone) (v);;0
15;NIEUWE WEGEN;30;Buchel, L.G.H. (Leo) (m);;2
;;TOTAAL 15 NIEUWE WEGEN;;;97
16;Forum voor Democratie;;;;
16;Forum voor Democratie;1;Baudet, T.H.P. (Thierry) (m);;804
16;Forum voor Democratie;2;Hiddema, T.U. (Theo) (m);;250
16;Forum voor Democratie;3;Teunissen, S.M. (Susan) (v);;72
16;Forum voor Democratie;4;Otten, H. (Henk) (m);;2
16;Forum voor Democratie;5;Frentrop, P.M.L. (Paul) (m);;2
16;Forum voor Democratie;6;Rooken, R.J. (Rob) (m);;0
16;Forum voor Democratie;7;Stolze-van Rijn, S.E. (Susan) (v);;16
16;Forum voor Democratie;8;Reedijk, G.P. (Gert) (m);;2
16;Forum voor Democratie;9;Ramautarsing, Y.J.S. (Yernaz) (m);;5
16;Forum voor Democratie;10;Brouwer, Z.M.A. (Zlata) (v);;3
16;Forum voor Democratie;11;de Vries, J.W.E. (Jeroen) (m);;0
16;Forum voor Democratie;12;Legger, A.L. (Arthur) (m);;0
16;Forum voor Democratie;13;DieudonnÇ, C.A. (Carola) (v);;3
16;Forum voor Democratie;14;van Assen, G.J.E. (Godert) (m);;0
16;Forum voor Democratie;15;Jeelof, G.W.D. (Geert) (m);;2
16;Forum voor Democratie;16;Boltjes, L. (Luke) (m);;3
16;Forum voor Democratie;17;Berkhout, F.J. (Freek Jan) (m);;0
16;Forum voor Democratie;18;Boon, S.O. (Sander) (m);;0
16;Forum voor Democratie;19;de Kok, A. (Arjan) (m);;1
16;Forum voor Democratie;20;de Groot, A.R. (Astrid) (v);;2
16;Forum voor Democratie;21;Berkhout, H.A. (Hugo) (m);;0
16;Forum voor Democratie;22;Mooijekind, R.A. (Roel) (m);;1
16;Forum voor Democratie;23;Eldering, C.H. (Kees) (m);;0
16;Forum voor Democratie;24;Verbrugh, D.J. (Erik) (m);;0
16;Forum voor Democratie;25;Koning, S.R. (Saskia) (v);;0
16;Forum voor Democratie;26;Kerklingh, H.K. (Hemmie) (m);;0
16;Forum voor Democratie;27;Velzing, H. (Hendrikus) (m);;0
16;Forum voor Democratie;28;van Wely, L.F.A.M. (Loek) (m);;2
16;Forum voor Democratie;29;Ankersmit, F.R. (Frank) (m);;0
16;Forum voor Democratie;30;Cliteur, P.B. (Paul) (m);;2
;;TOTAAL 16 Forum voor Democratie;;;1172
17;De Burger Beweging;;;;
17;De Burger Beweging;1;Vlems, A.M. (Ad) (m);;5
17;De Burger Beweging;2;de Louw, A.J.H. (Albert) (m);;4
17;De Burger Beweging;3;Rozendaal, H.A. (AndrÇ) (m);;2
17;De Burger Beweging;4;van der Linde, R.A. (Anita) (v);;2
17;De Burger Beweging;5;Siegers, A.K. (Anke) (v);;0
17;De Burger Beweging;6;Mul, A.M. (Annette) (v);;1
17;De Burger Beweging;7;Migchels, A.R.P. (Anthony) (m);;0
17;De Burger Beweging;8;Titarsole, A.J. (Augusto) (m);;1
17;De Burger Beweging;9;Dubling, D. (Dirk) (m);;0
17;De Burger Beweging;10;Ackerman, D.M. (Elovena) (v);;2
17;De Burger Beweging;11;Holthuis, H. (Erik) (m);;0
17;De Burger Beweging;12;Bos, S. (Frieda) (v);;1
17;De Burger Beweging;13;Vousten, G.J.H. (Geert) (m);;0
17;De Burger Beweging;14;Vogelaar, G.D.M. (Gio) (m);;1
17;De Burger Beweging;15;Bijl, J.H. (Hanneke) (v);;0
17;De Burger Beweging;16;van Steenbergen, J.T. (Hans) (m);;1
17;De Burger Beweging;17;Schînbeck, H.A. (Hugo) (m);;1
17;De Burger Beweging;18;Hondema, A.R. (Indi) (v);;1
17;De Burger Beweging;19;Venema, J. (Janita) (v);;0
17;De Burger Beweging;20;Ghuijs, J.A.A.M. (Jeroen) (m);;2
17;De Burger Beweging;21;Kirpensteijn, J.J. (Jolanda) (v);;0
17;De Burger Beweging;22;Wilshaus, J. (Jolanda) (v);;0
17;De Burger Beweging;23;Jansen, C.P.M. (Karina) (v);;0
17;De Burger Beweging;24;Haccou, H.K. (Kitty) (v);;0
17;De Burger Beweging;25;van der Vlist, L. (Leo) (m);;0
17;De Burger Beweging;26;Hupe, L.B. (Lex) (m);;0
17;De Burger Beweging;27;Bervoets, L.F. (Louis) (m);;0
17;De Burger Beweging;28;Janssen, M. (Marco) (m);;0
17;De Burger Beweging;29;Cornielje, M.J.M. (Marielle) (v);;0
17;De Burger Beweging;30;Lamers, M.R. (Marnix) (m);;0
17;De Burger Beweging;31;Hanff, M.J. (Marijke) (v);;0
17;De Burger Beweging;32;van der Burgt, N.J. (Nina) (v);;0
17;De Burger Beweging;33;van Vliet, P.J.W.G. (Peter) (m);;0
17;De Burger Beweging;34;van de Graaf, M.J. (Purusha) (v);;0
17;De Burger Beweging;35;Visser, O.J. (Rene) (m);;0
17;De Burger Beweging;36;Graafsma, R.A.J. (RenÇ) (m);;0
17;De Burger Beweging;37;Geelen, R.W. (Robbert) (m);;0
17;De Burger Beweging;38;Swami-Persaud, R.H. (Robert) (m);;1
17;De Burger Beweging;39;Tourgaidis, W. (Roula) (v);;0
17;De Burger Beweging;40;Zoethout, S. (Sjoerd) (m);;1
17;De Burger Beweging;41;Bruining, W.E. (Wernard) (m);;0
17;De Burger Beweging;42;Massop, W.G.M. (Wim) (m);;0
;;TOTAAL 17 De Burger Beweging;;;26
18;Vrijzinnige Partij;;;;
18;Vrijzinnige Partij;1;Klein, N.P.M. (Norbert) (m);;11
18;Vrijzinnige Partij;2;Loomans, M.L.P. (Marie-Louise) (v);;2
18;Vrijzinnige Partij;3;Wienbelt, M.C. (Maarten) (m);;0
18;Vrijzinnige Partij;4;Westenberg, A.A. (Artemis) (v);;1
18;Vrijzinnige Partij;5;Haddering, H. (Harry) (m);;1
18;Vrijzinnige Partij;6;Smit, W.F. (Wouter) (m);;0
18;Vrijzinnige Partij;7;Lammers, R. (Ruud) (m);;2
