"Gemeente","Jaar","Periode","Beleidsprogramma","Organisatie","Subsidie beschikt","Bekostigd uit rijksinkomsten","Wettelijke taak","Globaal overzicht gesubsidieerde activiteiten"
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Argos ErOpUit","18.203,00","nee","nee","Het organiseren en aanbieden van uitjes voor ouderen (boodschappen, cultuur & recreatie) in het kader van de bestrijding van sociaal isolement en eenzaamheid, bevordering van de participatie en zelfredzaamheid en ondersteuning van mantelzorg."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","St. Aandachtscentrum Vlaardingen","21.046,00","Ja, helft uit decentralisatieuitkering maatschappelijke opvang.","ja, voor wat betreft het postadres voor adreslozen","Openstelling aanloophuis 'De Groene Luiken', fungeren als postadres voor adreslozen, evt. doorverwijzen van mensen naar dienst- en/of hulpverleners. "
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Vele Vlaardingers Een Huis / meldpunt discriminatie","25.000,00","ja","ja","Meldpunt discriminatie: bieden van hulp aan melders, voorlichting geven aan scholen en instellingen, bekend maken van het meldpunt, vergroten van de kennis."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Minters","27.843,00","nee","nee","Scholiing en voorlichting aan professionals op het gebied van preventie en bestrijden armoede. "
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","GGZ Delfland - collectieve preventie + preventie huiselijk geweld","30.466,00","nee","nee","Trainingen, workshops en deskundigheidsbevordering depressiepreventie voor doelgroepen jeugd en ouderen. Voorkomen en beperken psychische gevolgen voor slachtoffers huiselijk geweld."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Onder Een Dak","30.938,00","Ja, centrummiddelen vrouwenopvang en huiselijk geweld.","ja","Instandhouding van ﾂﾂn regionele opvangplek (voor twee personen) daderopvang van huiselijk geweld in het kader  van de regionale aanpak van huiselijk geweld."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Wijzer - Ericaschool","34.326,00","nee","nee","Het aanleren van vaardigheden in een vertrouwelijke omgeving aan volwassenen met een verstandelijke beperking, waardoor zij beter kunnen meedoen in de samenleving."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","De Oproepcentrale ","57.469,00","nee","ja","Mantelzorgondersteuning en ondersteuning van kwetsbare mensen thuis dmv inzet van vrijwilligers bij de mensen thuis."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Pameijer / Mozaﾋk","57.942,00","nee","ja","Het bieden van nazorg aan ex-gedetineerden in opdracht van de gemeentelijke coﾔrdinator nazorg ex-gedetineerden."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","UN1EK Opvang en opvoeding (Kindplaatsen)","63.100,00","nee","nee","Het bieden van kinderopvang tbv  een thuiswonend kind als onderdeel van een adequaat hulpverleningstraject op advies van het CJG. In totaal maximaal 11052 uur kinderopvang en het CJG geeft vorm aan het hulpverleningstraject."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Careyn Maatschappelijke Dienstverlening","76.163,00","nee","nee","Praktische thuisbegeleiding in de wijkteams."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Timon","87.700,00","ja","ja","Jeugd- en Gezinsondersteuning (1 fte) vanuit de ambulante Jeugdhulpverlening."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Minters Mantelzorg","199.343,00","nee","ja","Structurele subsidie (? 110.000,-) voor basisinzet Expertise centrum Minters Mantelzorg en incidentele subsidie (? 89.343,-) voor inzet op waardering en verbreding ondersteuning aan Mantelzorgers."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Pameijer GZ","208.761,00","ja","ja","Inloop voor GGZ."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","COOP VlaardingenWerkt","211.424,00","nee","nee","Gemeentebreed participatiekansen bieden naar vermogen en diensten ontwikkelen die een bijdrage leveren aan WMO-voorzieningen. Daarbij in de Westwijk een bijdrage leveren aan de leefbaarheid van de wijk."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Trivium Lindenhof","289.410,00","ja","ja","Jeugd- en Gezinsondersteuning (3,3 fte) vanuit de ambulante Jeugdhulpverlening."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","VluchtenlingenWerk Maasdelta","304.781,00","ja, voor de maatschappleijke begeleiding.","ja, de maatschappelijke begeleiding, wettelijke taak voor alle asielgerechtigden.","Maatschappelijke begeleiding vergunninghouders, informatiepunt vluchtelingen, begeleiden nareizigers en Taalcentrumactiviteiten."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Antes - Bouman GGZ","323.902,00","ja, geheel uit decentralisatieuitkering maatschappelijke opvang","ja","Uitvoeren van preventieactiviteiten in het kader van Oggz- en verslavingsbeleid, kortdurende en langdurende outreachende zorg."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Minters - Steunpunt Huiselijk Geweld","501.870,00","Ja, deels uit centrummiddelen vrouwenopvang","ja","Inzet fte's t.b.v. Veilig Thuis."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Seniorenwelzijn MVS","512.386,00","nee","nee","Organiseren en uitvoeren van activiteiten in het kader van het lokaal ouderenbeleid, zoals ouderenadviseur, vervoer, voorlichting, ontmoetingscentra."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Flexus Jeugdplein","643.657,00","ja","ja","Jeugd- en gezinsondersteuning, Jeugd- en Gezinsondersteuning (4,4 fte) vanuit de ambulante Jeugdhulpverlening."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Onder Een Dak","934.411,10","ja, decentralisatieuitkering Maatschappelijke Opvang","ja ","Het faciliteren van 30 plaatsen nachtopvang met begeleiding in De Elementen in Vlaardingen aan dak- en thuislozen uit Maassluis, Vlaardingen en Schiedam."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Elckerlyc","1.225.052,00","ja, decentralisatie uitkering Maatschappelijke opvang en Centrummiddelen Vrouwenopvang en huiselijk geweld","Ja, Crisisopvang en vrouwenopvang","Opvang en begeleiding bieden in de voorzieningen vrouwenopvang, crisisopvang en begeleidwonen."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Minters ","1.331.426,00","nee","nee","Outreachende hulpverlening, Bureau Sociaal Raadslieden, Ontruimingspreventie, Opbouwwerk, Jongerenwerk en Bouwspeelplaats."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Stichting Minters","1.991.482,00","ja","ja","Aansturing, coﾔrdinatie en doorontwikkeling 4 sociale wijkteam in Vlaardingen."
"Vlaardingen",2016,"Q2","Programma Sociaal Domein","Centrum Voor Jeugd en Gezin Rijnmond","2.051.018,00","nee","ja","Jeugdgezondheidszorg wettelijke taken en maatwerk. Opvoed- en opgroeiondersteuning."
"Vlaardingen",2016,"Q2","Programma Sport en Recreatie","Vlaardingse Reddingsbrigade","14.500,00","nee","nee","Het organiseren en uitvoeren van trainingen en wedstrijden reddend zwemmen."
"Vlaardingen",2016,"Q2","Programma Sport en Recreatie","Stichting UN1EK (i.s.m. Biblitheek Vlaardingen)","60.179,35","ja, rijksinkomsten regeling combinatiefunctio-narissen.","nee","Inzet van 0,89 fte combinatiefunctionaris. Samen tussen IKC Prins Willem Alexander en Stadsbibliotheek Vlaardingen."
"Vlaardingen",2016,"Q2","Programma Sport en Recreatie","Zwemvereniging Vlaardingen - Schiedam ZVVS","73.730,00","nee","nee","Organiseren van sport/zwemmen en waterpolo activiteiten."
"Vlaardingen",2016,"Q2","Programma Sport en Recreatie","Stichting Vlaardingen in Beweging","170.000,00","Ja, deels","nee","Het organiseren en uitvoeren van activiteiten op gebied van sport en bewegen. "
"Vlaardingen",2016,"Q2","Programma Sport en Recreatie","Beheer en Exploitatie Sport Accommodatie Holy","222.567,00","nee","nee","Beheer en exploitatie en beschikbaarstelling sportaccommodatie ten behoeve van de lessen lichamelijke opvoeding en sport."
"Vlaardingen",2016,"Q2","Programma Sport en Recreatie","Stichting Vlaardingen in Beweging","237.861,00","Ja, deels","nee","Coﾔrdinatie Stichting Vlaardingen in Beweging, project Jongeren op Gezond Gewicht, Schoolsportprogramma, ViB mobiel, acitivteiten jongeren,  ouderen en gehandicapten."
"Vlaardingen",2016,"Q2","Programma Sport en Recreatie","Zwem- en Recreatiebad De Kulk","404.000,00","nee","nee","Exploitatie zwembad."
"Vlaardingen",2016,"Q2","Programma Groen en Milieu","Stichting Platform ander Vlaardingen","5.000,00","nee","nee","Het (mede) organiseren van activiteiten op het gebied van duurzaamheid, te weten Fairtrade / Maatschappelijk Verantwoord Ondernemen. "
"Vlaardingen",2016,"Q2","Programma Wonen","Stichting tot Exploitatie van de Grote Kerk te Vlaardingen","20.000,00","nee","nee","Bijdrage in de exploitatie van de Grote Kerk in Vlaardingen en het uitvoeren van activiteiten in de Grote Kerk ten behoeve van de instandhouding van het kerkgebouw."
