FID,district,complexnaam,objectnaam,objectomschrijving,complexcode,objectcode,object,bouwjaar,monument,foto,kleur,pdf,rce_link,x,y,gdb_geomattr_data,shape
rws_monumenten_beschermd.11,WNZ District Zuid,Haringvlietsluizen,Haringvlietsluizen 11,Spuisluis tussen Noordzee - Haringvliet (opening 11),37C-350,37C-350-11,Spui/uitwateringssluis,1962,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7759.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haringvlietsluizen 11.pdf,https://cultureelerfgoed.nl/monumenten/532246,62717,427890,,POINT (62717 427890)
rws_monumenten_beschermd.12,WNZ District Zuid,Haringvlietsluizen,Haringvlietsluizen 12,Spuisluis tussen Noordzee - Haringvliet (opening 12),37C-350,37C-350-12,Spui/uitwateringssluis,1962,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7759.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haringvlietsluizen 12.pdf,https://cultureelerfgoed.nl/monumenten/532246,62676,427843,,POINT (62676 427843)
rws_monumenten_beschermd.13,WNZ District Zuid,Haringvlietsluizen,Haringvlietsluizen 13,Spuisluis tussen Noordzee - Haringvliet (opening 13),37C-350,37C-350-13,Spui/uitwateringssluis,1962,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7759.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haringvlietsluizen 13.pdf,https://cultureelerfgoed.nl/monumenten/532246,62636,427797,,POINT (62636 427797)
rws_monumenten_beschermd.14,WNZ District Zuid,Haringvlietsluizen,Haringvlietsluizen 14,Spuisluis tussen Noordzee - Haringvliet (opening 14),37C-350,37C-350-14,Spui/uitwateringssluis,1962,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7759.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haringvlietsluizen 14.pdf,https://cultureelerfgoed.nl/monumenten/532246,62595,427749,,POINT (62595 427749)
rws_monumenten_beschermd.15,WNZ District Zuid,Haringvlietsluizen,Haringvlietsluizen 15,Spuisluis tussen Noordzee - Haringvliet (opening 15),37C-350,37C-350-15,Spui/uitwateringssluis,1962,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7759.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haringvlietsluizen 15.pdf,https://cultureelerfgoed.nl/monumenten/532246,62554,427703,,POINT (62554 427703)
rws_monumenten_beschermd.16,WNZ District Zuid,Haringvlietsluizen,Haringvlietsluizen 16,Spuisluis tussen Noordzee - Haringvliet (opening 16),37C-350,37C-350-16,Spui/uitwateringssluis,1962,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7723.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haringvlietsluizen 16.pdf,https://cultureelerfgoed.nl/monumenten/532246,62512,427657,,POINT (62512 427657)
rws_monumenten_beschermd.17,WNZ District Zuid,Haringvlietsluizen,Haringvlietsluizen 17,Spuisluis tussen Noordzee - Haringvliet (opening 17: zuid),37C-350,37C-350-17,Spui/uitwateringssluis,1962,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7759.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haringvlietsluizen 17.pdf,https://cultureelerfgoed.nl/monumenten/532246,62473,427609,,POINT (62473 427609)
rws_monumenten_beschermd.18,WNZ District Zuid,Haringvlietsluizen,Haringvlietspuisluizenbrug,Brug over de Haringvlietspuisluizen,37C-350,37C-350-18,Brug Vast,1962,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7723.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haringvlietspuisluizenbrug.pdf,https://cultureelerfgoed.nl/monumenten/532246,62832,427998,,POINT (62832 427998)
rws_monumenten_beschermd.19,ON District Zuid,Sluis en stuw Hagestein,Stuw Hagestein,Stuw in de Lek,38F-001,38F-001-01,Stuw,1959,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSC02492.JPG,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Hagestein Stuw.pdf,https://cultureelerfgoed.nl/monumenten/532243,137583,444774,,POINT (137583 444774)
rws_monumenten_beschermd.20,ON District Zuid,Sluis en stuw Hagestein,Sluis Hagestein,Sluis in de Lek,38F-001,38F-001-02,Schutsluis,1959,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSC02614.JPG,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Hagestein Stuw.pdf,https://cultureelerfgoed.nl/monumenten/532243,137631,444946,,POINT (137631 444946)
rws_monumenten_beschermd.21,WNZ District Zuid,Ottersluis,Ottersluis,Sluis tussen het Wantij/Kikvorschkil en de Nieuwe Merwede,44B-003,44B-003-01,Schutsluis,1863,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/P1020662.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Ottersluis Brug.pdf,,111903,422858,,POINT (111903 422858)
rws_monumenten_beschermd.22,WNZ District Zuid,Ottersluis,Otterbrug,Brug over de Ottersluis (Nieuwe Merwedezijde),44B-003,44B-003-02,Brug Beweegbaar,1863,,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/P1020662.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Ottersluis.pdf,,111911,422842,,POINT (111911 422842)
rws_monumenten_beschermd.23,RWS Corporate Dienst,Den Helder,Lange Jaap,,Geen complexcode,Geen objectcode,Vuurtoren,1877,Rijksmonument (nummer(s): 335626),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lange Jaap Den Helder 1.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lange Jaap Den Helder.pdf,https://cultureelerfgoed.nl/monumenten/335626,110591.9804,552255.3379,,POINT (110591.98039999977 552255.3379000016)
rws_monumenten_beschermd.24,RWS Corporate Dienst,Egmond,J.C.J. van Speijk,,Geen complexcode,Geen objectcode,Vuurtoren,1833,Rijksmonument (nummer(s): 14590),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSC00672.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Egmond.pdf,https://cultureelerfgoed.nl/monumenten/14590,103152.6179,514882.1512,,POINT (103152.61789999902 514882.1512000002)
rws_monumenten_beschermd.25,RWS Corporate Dienst,Haamstede,Westenschouwen,,Geen complexcode,Geen objectcode,Vuurtoren,1837,Rijksmonument (nummer(s): 38794),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_1133Haamstede.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Haamstede.pdf,https://cultureelerfgoed.nl/monumenten/38794,37804.3576,414703.312,,POINT (37804.357599999756 414703.311999999)
rws_monumenten_beschermd.26,RWS Corporate Dienst,IJmuiden,Vuurtoren IJmuiden Hoog,,Geen complexcode,Geen objectcode,Vuurtoren,1878,Rijksmonument (nummer(s): 37121),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSC00683.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IJmuiden Hoog.pdf,https://cultureelerfgoed.nl/monumenten/37121,100329.434,497308.788,,POINT (100329.43400000036 497308.7879999988)
rws_monumenten_beschermd.27,RWS Corporate Dienst,IJmuiden,Vuurtoren IJmuiden Laag,,Geen complexcode,Geen objectcode,Vuurtoren,1878,Rijksmonument (nummer(s): 37122),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSC00674.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IJmuiden Laag.pdf,https://cultureelerfgoed.nl/monumenten/37122,99766.5975,497426.3487,,POINT (99766.59750000015 497426.34870000184)
rws_monumenten_beschermd.28,RWS Corporate Dienst,Noordwijk,Vuurtoren,,Geen complexcode,Geen objectcode,Vuurtoren,1921,Rijksmonument (nummer(s): 30734),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_1236Noordwijk.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Noordwijk.pdf,https://cultureelerfgoed.nl/monumenten/30734,89906.3599,473833.6923,,POINT (89906.35990000144 473833.6922999993)
rws_monumenten_beschermd.29,RWS Corporate Dienst,Ouddorp,Westhoofd,,Geen complexcode,Geen objectcode,Vuurtoren,1947,Rijksmonument (nummer(s): 530826),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_1103Ouddorp.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Westhoofd Ouddorp.pdf,https://cultureelerfgoed.nl/monumenten/530826,49975.2996,426052.7139,,POINT (49975.299600001425 426052.71389999986)
rws_monumenten_beschermd.30,RWS Corporate Dienst,Scheveningen,Vuurtoren,,Geen complexcode,Geen objectcode,Vuurtoren,1875,Rijksmonument (nummer(s): 18111),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_1539.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Vuurtoren Scheveningen.pdf,https://cultureelerfgoed.nl/monumenten/18111,78343.2693,457908.3746,,POINT (78343.26929999888 457908.3746000007)
rws_monumenten_beschermd.31,RWS Corporate Dienst,Schiermonnikoog,Vuurtoren Schiermonnikoog,,Geen complexcode,Geen objectcode,Vuurtoren,1853,Rijksmonument (nummer(s): 33328),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSC00475.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Vuurtoren Schiermonnikoog.pdf,https://cultureelerfgoed.nl/monumenten/33328,205403.0794,611446.9267,,POINT (205403.07939999923 611446.9266999997)
rws_monumenten_beschermd.32,RWS Corporate Dienst,Terschelling,Brandaris,,Geen complexcode,Geen objectcode,Vuurtoren,1593,Rijksmonument (nummer(s): 35032),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Brandaris1.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Brandaris.pdf,https://cultureelerfgoed.nl/monumenten/35032,143481.3287,597104.0883,,POINT (143481.32869999856 597104.0883000009)
rws_monumenten_beschermd.33,RWS Corporate Dienst,Texel,Eierland,,Geen complexcode,Geen objectcode,Vuurtoren,1863,Rijksmonument (nummer(s): 35278),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/0407.JPG,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Eierland.pdf,https://cultureelerfgoed.nl/monumenten/35278,119440.1943,577400.4641,,POINT (119440.19429999962 577400.4640999995)
rws_monumenten_beschermd.34,RWS Corporate Dienst,Vlieland,Vuurduin,,Geen complexcode,Geen objectcode,Vuurtoren,1909,Rijksmonument (nummer(s): 37578),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Vlieland1.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Vuurduin Vlieland.pdf,https://cultureelerfgoed.nl/monumenten/37578,133062.4015,589973.0438,,POINT (133062.40150000155 589973.0438000001)
rws_monumenten_beschermd.35,RWS Corporate Dienst,Westkapelle,Noorderhoofd (laag),,Geen complexcode,Geen objectcode,Vuurtoren,1875,Rijksmonument (nummer(s): 38853),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSCN2608.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Noorderhoofd.pdf,https://cultureelerfgoed.nl/monumenten/38853,19674.6118,396425.7408,,POINT (19674.61180000007 396425.7408000007)
rws_monumenten_beschermd.36,RWS Corporate Dienst,Westkapelle,Vuurtoren (hoog),,Geen complexcode,Geen objectcode,Vuurtoren,1818,Rijksmonument (nummer(s): 38855),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSCF0012.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Westkapelle Hoog.pdf,https://cultureelerfgoed.nl/monumenten/38855,20397.7373,395170.9561,,POINT (20397.737300001085 395170.9560999982)
rws_monumenten_beschermd.37,WNN District Noord,Velserverkeerstunnel,Noordelijke ventilatieschacht velsertunnel,,25A 004,25A-004-01,Tunnel,1957,Rijksmonument (nummer(s): 530904),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/P1040689.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Velsertunnel Noord.pdf,https://cultureelerfgoed.nl/monumenten/530904,105139.1077,497725.0543,,POINT (105139.10770000145 497725.054299999)
rws_monumenten_beschermd.38,WNN District Noord,Velserverkeerstunnel,Zuidelijke ventilatieschacht velsertunnel,,25A 004,25A-004-01,Tunnel,1957,Rijksmonument (nummer(s): 530904),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/P1040688.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Velsertunnel Zuid.pdf,https://cultureelerfgoed.nl/monumenten/530904,105223.2869,497312.4872,,POINT (105223.28689999878 497312.4871999994)
rws_monumenten_beschermd.39,ON District Zuid,Waalbrug Nijmegen,Waalbrug Nijmegen,,40C 102,40C-102-01,Brug Vast,1933,Rijksmonument (nummer(s): 523067),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Waalbrug.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Waalbrug.pdf,https://cultureelerfgoed.nl/monumenten/523067,188346.9865,429325.2427,,POINT (188346.98649999872 429325.24269999936)
rws_monumenten_beschermd.40,RWS Corporate Dienst,De Ven,Vuurtoren,,Geen complexcode,Geen objectcode,Vuurtoren,1700,Rijksmonument (nummer(s): 15066),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/De Ven 005.JPG,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Vuurtoren De Ven.pdf,https://cultureelerfgoed.nl/monumenten/15066,147908.6794,528299.6136,,POINT (147908.67940000072 528299.6136000007)
rws_monumenten_beschermd.41,MN District Noord,Lorentzsluizen,Kleine Sluis tussen voorhaven en binnenhaven,,10B 001,10B-001-06,Schutsluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4842.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen Kleine Sluis.pdf,https://cultureelerfgoed.nl/monumenten/516527,151653.12,564743.4693,,POINT (151653.12000000104 564743.4693000019)
rws_monumenten_beschermd.42,MN District Noord,Lorentzsluizen,Grote Sluis tussen voorhaven en binnenhaven,,10B 001,10B-001-05,Schutsluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4854.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen Grote Sluis.pdf,https://cultureelerfgoed.nl/monumenten/516527,151628.6328,564711.8815,,POINT (151628.63280000165 564711.8814999983)
rws_monumenten_beschermd.43,MN District Noord,Lorentzsluizen,Lorentzsluizen oost 1,,10B 001,10B-001-25,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.JPG,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen oost 1.pdf,https://cultureelerfgoed.nl/monumenten/516527,151206.1169,565173.9142,,POINT (151206.11690000072 565173.9142000005)
rws_monumenten_beschermd.44,MN District Noord,Lorentzsluizen,Lorentzsluizen oost 2,,10B 001,10B-001-26,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen oost 2.pdf,https://cultureelerfgoed.nl/monumenten/516527,151206.1169,565173.9142,,POINT (151206.11690000072 565173.9142000005)
rws_monumenten_beschermd.45,MN District Noord,Lorentzsluizen,Lorentzsluizen oost 3,,10B 001,10B-001-27,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen oost 3.pdf,https://cultureelerfgoed.nl/monumenten/516527,151206.1169,565173.9142,,POINT (151206.11690000072 565173.9142000005)
rws_monumenten_beschermd.46,MN District Noord,Lorentzsluizen,Lorentzsluizen oost 4,,10B 001,10B-001-28,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen oost 4.pdf,https://cultureelerfgoed.nl/monumenten/516527,151206.1169,565173.9142,,POINT (151206.11690000072 565173.9142000005)
rws_monumenten_beschermd.47,MN District Noord,Lorentzsluizen,Lorentzsluizen oost 5,,10B 001,10B-001-29,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen oost 5.pdf,https://cultureelerfgoed.nl/monumenten/516527,151206.1169,565173.9142,,POINT (151206.11690000072 565173.9142000005)
rws_monumenten_beschermd.48,MN District Noord,Lorentzsluizen,Lorentzsluizen west 1,,10B 001,10B-001-20,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.JPG,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen west 1.pdf,https://cultureelerfgoed.nl/monumenten/516527,151031.8244,565129.5402,,POINT (151031.82440000027 565129.5401999988)
