"SORT","Begrotingsprogramma","THEMA","Variabele","Label","Labelkort","Definitie","Bron","Peildatum","Verschijningsfrequentie","Rekeneenheid","Symbool","GROEP","format","Berekende variabelen","Thema Kerncijfertabel","Tussenkopje_kerncijfertabel","Kleurenpalet","LegendaCode","SD minimum Bevtotaal","SD minimum WvoorrBAG","Topic area","Label_1","Definition","Reference date","Frequency"
"130","Bevolking","Bevolking","BEVMAN_P","Geslacht: % mannen","Mannen (%)","Aandeel mannen in de bevolking op 1 januari van het peiljaar.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population","Gender: % male","Male population percentage on January 1st of the base year.","1 January ","once a year"
"140","Bevolking","Bevolking","BEVVROUW_P","Geslacht: % vrouwen","Vrouwen (%)","Aandeel vrouwen in de bevolking op 1 januari van het peiljaar.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population","Gender: % female","Female population percentage on January 1st of the base year.","1 January ","once a year"
"150","Bevolking","Bevolking","BEVDICHT","Bevolkingsdichtheid","Bevolkingsdichtheid","Aantal bewoners per vierkante kilometer land. De peildatum van het aantal bewoners is 1 januari van het peiljaar, de peildatum van de oppervlakte is 1 januari van het peiljaar -1.","Basisinformatie / O&S","1 januari","1 keer per jaar","2","/km2","","F8.","1","","","3","2","","","Population","Population density ","Number of residents per square kilometre of land.","1 January ","once a year"
"160","Bevolking","Bevolking","BEVBRIEF","Briefadreshoudenden","Briefadreshoudenden","Personen die op 1 januari zijn opgenomen in het bevolkingsregister van de gemeente Amsterdam, maar niet woonachtig zijn op het adres waar zij staan ingeschreven.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","","","9","3","","","Population","Address for correspondence only","Number of people registered in Amsterdam not living at their registered address
The address is for correspondence only. ","1 January ","once a year"
"170","Bevolking","Bevolking","BEVINST","Bewoners van instituten","Bewoners instituten","Aantal niet-zelfstandig wonende Amsterdammers.
Het gaat om personen in instellingen zoals verpleeg-, verzorgings- en kindertehuizen, gezinsvervangende tehuizen, revalidatiecentra, asielcentra en penitentiaire inrichtingen, die daar in principe voor langere tijd (zullen) verblijven. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","","","9","3","","","Population","Inhabitants sheltered accommodation","Number of people not living independently, but in sheltered accommodation.","1 January ","once a year"
"180","Bevolking","Bevolking","BEVINST_P","Bewoners instituten (%)","Bewoners instituten (%)","Aandeel niet-zelfstandig wonende Amsterdammers.
Het gaat om personen in instellingen zoals verpleeg-, verzorgings- en kindertehuizen, gezinsvervangende tehuizen, revalidatiecentra, asielcentra en penitentiaire inrichtingen, die daar in principe voor langere tijd (zullen) verblijven. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population","Inhabitants sheltered accommodation (%)","Percentage of the population not living independently, but in sheltered accommodation","1 January ","once a year"
"190","Bevolking","Bevolking","BEVINST65PLUS","Bewoners van instituten 65+","Bewoners instituten 65+","Aantal niet-zelfstandig wonende Amsterdammers van 65 jaar of ouder.
Het gaat om personen in instellingen zoals verpleeg-, verzorgings- en kindertehuizen, gezinsvervangende tehuizen, revalidatiecentra, asielcentra en penitentiaire inrichtingen, die daar in principe voor langere tijd (zullen) verblijven. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","","","9","3","","","Population","Inhabitants sheltered accommodation","Number of people not living independently, but in sheltered accommodation.","1 January ","once a year"
"200","Bevolking","Bevolking","BEVINST65PLUS_P","Bewoners instituten 65+ (%)","Bewoners instituten 65+ (%)","Aandeel op de totale bevolking van niet-zelfstandig wonende Amsterdammers van 65 jaar of ouder.
Het gaat om personen in instellingen zoals verpleeg-, verzorgings- en kindertehuizen, gezinsvervangende tehuizen, revalidatiecentra, asielcentra en penitentiaire inrichtingen, die daar in principe voor langere tijd (zullen) verblijven. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population","Inhabitants sheltered accommodation (%)","Percentage of the population not living independently, but in sheltered accommodation","1 January ","once a year"
"210","Bevolking","Bevolking","BEVPOTBBV15_64","Potentiële beroepsbevolking 15-64","Pot. beroepsbevolking 15-64","De potentiele beroepsbevolking is het deel van de bevolking dat gelet op zijn leeftijd in aanmerking komt voor deelname aan het arbeidsproces, oftewel personen in de leeftijd 15 t/m 64 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam.

Vanwege het opschuiven van de AOW-leeftijd worden vanaf 2018 ook 65-jarigen gerekend tot de potentiele bereoepsbevolking.  ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","","","9","3","","","Population","Potential labour force 15-64 years ","The potential labour force: Number of people aged 15 to 64.","1 January ","once a year"
"220","Bevolking","Bevolking","BEVPOTBBV15_65","Potentiële beroepsbevolking 15-65","Pot. beroepsbevolking 15-65","De potentiele beroepsbevolking is het deel van de bevolking dat gelet op zijn leeftijd in aanmerking komt voor deelname aan het arbeidsproces, oftewel personen in de leeftijd 15 t/m 65 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam.

Vanwege het opschuiven van de AOW-leeftijd worden vanaf 2018 ook 65-jarigen gerekend tot de potentiele bereoepsbevolking.  ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","","","9","3","","","Population","Potential labour force 15-65 years ","The potential labour force: Number of people aged 15 to 65.","1 January ","once a year"
"230","Bevolking","Bevolking","BEVPOTBBV15_74","Potentiële beroepsbevolking 15-74","Pot. beroepsbevolking 15-74","De potentiele beroepsbevolking is het deel van de bevolking dat gelet op zijn leeftijd in aanmerking komt voor deelname aan het arbeidsproces, oftewel personen in de leeftijd 15 t/m 74 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","","","9","3","","","Population","Potential labour force 15-74 years ","The potential labour force: Number of people aged 15 to 74.","1 January ","once a year"
"240","Bevolking","Bevolking","BEVPOTBBV15_74_P","Potentiële beroepsbevolking 15-74 (%)","Pot. beroepsbevolking 15-74 (%)","Het aandeel van de bevolking met een leeftijd van 15 tot en met 74 jaar.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population","Potential labour force 15-74 years  (%) ","Percentage of the population aged 15 to 74 .","1 January ","once a year"
"250","Bevolking","Bevolking","BEVPOTBBV18_74","Potentiële beroepsbevolking 18-74","Pot. beroepsbevolking 18-74","Aantal bewoners met een leeftijd van 18 tot en met 74 jaar.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","","","9","3","","","Population","Potential labour force 18-74 years ","Population aged 18 to 74 .","1 January ","once a year"
"260","Bevolking","Bevolking","BEVSUR","Migratieachtergrond: Surinaams","Surinaams","Het aantal Amsterdammers met geboorteland Suriname of van wie een van de ouders is geboren in Suriname. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","migratieachtergrond","F8.","","","","9","3","","","Population","Migration background: Surinamese","Number of people registered in Amsterdam  born in Surinam or with at least one parent born in Surinam

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.","1 January ","once a year"
"270","Bevolking","Bevolking","BEVANTIL","Migratieachtergrond: Antilliaans","Antilliaans","Het aantal Amsterdammers met geboorte in de (voormalige) Nederlandse Antillen of van wie een van de ouders is geboren in de (voormalige) Nederlandse Antillen. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. De (voormalige) Nederlandse Antillen is een samentelling van de eilanden die tot het grondgebied van de Nederlandse Antillen van vóór 10 oktober 2010 behoorden. Het gaat om de eilanden Aruba, Bonaire, Curaçao, Saba, Sint-Eustatius, Sint-Maarten. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","migratieachtergrond","F8.","","","","9","3","","","Population","Migration background: Dutch Antillean","Number of people registered in Amsterdam born in the (former*) Dutch Antilles or with at least one parent born in the (former*) Dutch Antilles

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.

*Aruba, Bonaire, Curacao, Saba, Saint-Eustatius, Saint-Maarten","1 January ","once a year"
"280","Bevolking","Bevolking","BEVTURK","Migratieachtergrond: Turks","Turks","Het aantal Amsterdammers met geboorteland Turkije of van wie een van de ouders is geboren in Turkije. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","migratieachtergrond","F8.","","","","9","3","","","Population","Migration background: Turkish","Number of people registered in Amsterdam  born in Turkey or with at least one parent born in Turkey.

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.","1 January ","once a year"
"290","Bevolking","Bevolking","BEVMAROK","Migratieachtergrond: Marokkaans","Marokkaans","Het aantal Amsterdammers met geboorteland Marokko of van wie een van de ouders is geboren in Marokko. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","migratieachtergrond","F8.","","","","9","3","","","Population","Migration background: Moroccon","Number of people registered in Amsterdam  born in  Morocco or with at least one parent born in Morocco.

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.","1 January ","once a year"
"300","Bevolking","Bevolking","BEVOVNW","Migratieachtergrond: Overig niet-westers","Overig niet-westers","Het aantal Amsterdammers met geboorte in een overig niet-westers land of van wie een van de ouders is geboren in een overig niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Overige niet-westerse landen zijn landen in de werelddelen Afrika, Latijns-Amerika en Azië exclusief Indonesië, Japan, Suriname, de (voormalige) Nederlandse Antillen, Turkije en Marokko. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","migratieachtergrond","F8.","","","","9","3","","","Population","Migration background: other non-western","Number of people registered in Amsterdam born in Africa, Latin-America or Asia, or with at least one parent born in Africa, Latin-America and Asia (Indonesia, Japan, Surinam, the (former*) Dutch Antilles, Turkey or Morocco excluded).

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.

*Aruba, Bonaire, Curacao, Saba, Saint-Eustatius, Saint-Maarten","1 January ","once a year"
"310","Bevolking","Bevolking","BEVWEST","Migratieachtergrond: Westers","Westers","Het aantal Amsterdammers met geboorte in een westers land of van wie een van de ouders is geboren in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","migratieachtergrond","F8.","","","","9","3","","","Population","Migration background: western","Number of people registered in Amsterdam  born in Europe, North-America , Oceania, Indonesia or Japan,  or with at least one parent born in Europe, North-America , Oceania, Indonesia or Japan (Turkey and the Netherlands excluded).

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.
","1 January ","once a year"
"320","Bevolking","Bevolking","BEVAUTOCH","Migratieachtergrond: Geen","Geen","Het aantal Amsterdammers van wie de beide ouders in Nederland zijn geboren, ongeacht het land waar men zelf is geboren.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","migratieachtergrond","F8.","","","","9","3","","","Population","Migration background: none","Number of people registered in Amsterdam born in the Netherlands with both parents also born in the Netherlands","1 January ","once a year"
"330","Bevolking","Bevolking","BEVSUR_P","Migratieachtergrond: % Surinaams","Surinaams (%)","Het aandeel Amsterdammers met geboorteland Suriname of van wie een van de ouders is geboren in Suriname. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","migratieachtergrond%","F5.1","1","","","3","2","","","Population","Migration background: % Surinamese","Percentage of  the population born in Surinam or with at least one parent born in Surinam.

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.","1 January ","once a year"
"340","Bevolking","Bevolking","BEVANTIL_P","Migratieachtergrond: % Antilliaans","Antilliaans (%)","Het aandeel Amsterdammers met geboorteland de (voormalige) Nederlandse Antillen of van wie een van de ouders is geboren in de (voormalige) Nederlandse Antillen. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","migratieachtergrond%","F5.1","1","","","3","2","","","Population","Migration background: % Dutch Antillean","Percentage of the population born in the (former*) Dutch Antilles or with at least one parent born in the (former*) Dutch Antilles. 

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.

*Aruba, Bonaire, Curacao, Saba, Saint-Eustatius, Saint-Maarten

","1 January ","once a year"
"350","Bevolking","Bevolking","BEVTURK_P","Migratieachtergrond: % Turks","Turks (%)","Het aandeel Amsterdammers met geboorteland Turkije of van wie een van de ouders is geboren in Turkije. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","migratieachtergrond%","F5.1","1","","","3","2","","","Population","Migration background: % Turkish","Percentage of  the population born in Turkey or with at least one parent born in Turkey.

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.","1 January ","once a year"
"360","Bevolking","Bevolking","BEVMAROK_P","Migratieachtergrond: % Marokkaans","Marokkaans (%)","Het aandeel Amsterdammers met geboorteland Marokko of van wie een van de ouders is geboren in Marokko. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","migratieachtergrond%","F5.1","1","","","3","2","","","Population","Migration background: % Moroccon","Percentage of  the population born in Morocco or with at least one parent born in Morocco.

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.","1 January ","once a year"
"370","Bevolking","Bevolking","BEVOVNW_P","Migratieachtergrond: % overig niet-westers","Overig niet-westers (%)","Het aandeel Amsterdammers met geboorte in een overig niet-westers land of van wie een van de ouders is geboren in een overig niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Overig niet-westerse landen zijn landen in de werelddelen Afrika, Latijns-Amerika en Azië, exclusief Indonesië, Japan, Suriname, de (voormalige) Nederlandse Antillen, Turkije en Marokko. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","migratieachtergrond%","F5.1","1","","","3","2","","","Population","Migration background: % other non-western","Percentage of the population born in Africa, Latin-America or Asia, or with at least one parent born in Africa, Latin-America and Asia (Indonesia, Japan, Surinam, the (former* ) Dutch Antilles, Turkey or Morocco excluded)

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.

*Aruba, Bonaire, Curacao, Saba, Saint-Eustatius, Saint-Maarten","1 January ","once a year"
"380","Bevolking","Bevolking","BEVWEST_P","Migratieachtergrond: % Westers","Westers (%)","Het aandeel Amsterdammers met geboorte in een westers land of van wie een van de ouders is geboren in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Nederland en Turkije), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","migratie3%","F5.1","1","","","3","2","","","Population","Migration background: % western","Percentage of the population born in Europe, North-America , Oceania, Indonesia or Japan,  or with at least one parent born in Europe, North-America , Oceania, Indonesia or Japan (Turkey and the Netherlands excluded).

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.
","1 January ","once a year"
"390","Bevolking","Bevolking","BEVAUTOCH_P","Migratieachtergrond: % geen","Geen (%)","Het aandeel Amsterdammers van wie de beide ouders in Nederland zijn geboren, ongeacht het land waar men zelf is geboren.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","migratie3%","F5.1","1","Bevolking","Personen","3","2","","","Population","Migration background: %  Dutch","Percentage of the population born in the Netherlands with both parents also born in the Netherlands.","1 January ","once a year"
"400","Bevolking","Bevolking","BEVNW","Migratieachtergrond: niet-westers","Niet-westers","Het aantal Amsterdammers met geboorte in een niet-westers land of van wie een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","Bevolking","Personen","9","3","","","Population","Migration background: non-western","Number of people registered in Amsterdam born in Morocco, Turkey, Surinam, the (former*) Dutch Antilles or other African, Latin-American, and Asian countries, or with at least one parent born in Morocco, Turkey, Surinam, the (former*) Dutch Antilles or other African, Latin-American, and Asian countries (Indonesia and Japan excluded).

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.
","1 January ","once a year"
"410","Bevolking","Bevolking","BEVNW_P","Migratieachtergrond: % niet-westers","Niet-westers (%)","Het aandeel Amsterdammers met geboorte in een niet-westers land of van wie een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","migratie3%","F5.1","1","Bevolking","Personen","3","2","","","Population","Migration background: % non-western","Percentage of the population born in Morocco, Turkey, Surinam, the (former*) Dutch Antilles or other African, Latin-American, and Asian countries, or with at least one parent born in Morocco, Turkey, Surinam, the (former*) Dutch Antilles or other African, Latin-American, and Asian countries (Indonesia and Japan excluded).

The mother's country of birth determines the migration background, unless the mother was born in the Netherlands. In that case the father's country of birth determines the migration background.
","1 January ","once a year"
"420","Bevolking","Bevolking","BEVEGNW","Eerste generatie niet-westers","1e Generatie niet-westers","Het aantal Amsterdammers met een niet-westerse migratieachtergrond dat niet in Nederland is geboren.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","Eerste generatie","F8.","","","","9","3","","","Population","First generation non-western","Number of people registered in Amsterdam born in a non-western country.","1 January ","once a year"
"430","Bevolking","Bevolking","BEVEGWEST","Eerste generatie westers","1e Generatie westers","Het aantal Amsterdammers met een westerse migratieachtergrond dat niet in Nederland is geboren.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","Eerste generatie","F8.","","","","9","3","","","Population","First generation western","Number op people registered in Amsterdam who are not born in the Netherlands but in another western country.","1 January ","once a year"
"440","Bevolking","Bevolking","BEVNSTEDELING","Nieuwe stedelingen","Nieuwe stedelingen","Nieuwe stedelingen zijn personen met een Nederlandse of westerse migratieachtergrond (exclusief Oost-Europa)  in de leeftijd van 18 tot en met 54 jaar, die na hun 18e levensjaar geregistreerd zijn in de gemeente Amsterdam.  

","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","","","9","3","","","Population","New urbanites","Number of people classified as 'new urbanites': people with a Dutch or western migration background  (Eastern Europe excluded), aged 18 to 54, who  moved to Amsterdam aged 18 and over.","1 January ","once a year"
"450","Bevolking","Bevolking","BEVNSTEDELING_P","Nieuwe stedelingen (%)","Nieuwe stedelingen (%)","Aandeel in de bevolking van personen met een Nederlandse of westerse migratieachtergrond (exclusief Oost-Europa) , in de leeftijd 18 tot en met 54 jaar, die na hun 18e levensjaar geregistreerd zijn in de gemeente Amsterdam.  ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population","New urbanites (%)","Percentage of the population classified as 'new urbanites': people with a Dutch or western migration background  (Eastern Europe excluded), aged 18 to 54, who  moved to Amsterdam aged 18 and over.","1 January ","once a year"
"460","Bevolking","Bevolking","BEVOPLLAAG_P","Opleiding PO, VMBO (%)","PO, VMBO (%)","Aandeel 15 tot en met 74-jarigen dat het onderwijs heeft afgesloten zonder diploma of een VMBO-diploma.

Tot en met 2013 zijn de cijfers op wijkniveau gebaseerd op de gebiedsindeling van 2010. Vanaf 2014 sluiten de cijfers voor wijken aan op de gebiedsindeling van 1-1-2015.

In 2015 is er een trendbreuk door aanpassingen in de berekeningswijze van het CBS. Cijfers op wijkniveau of kleiner zijn ongewogen. ","CBS / bewerking O&S","30 september","1 keer per jaar","1","%","opleidingsniveau%","F8.","","","","3","2","","","Population","Education low (%)","Percentage of the population aged 15  to 74 with a low level of education
(maximum level: preparatory vocational education (VMBO)).  
","30 September ","once a year"
