Rijlabels;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
Avantgarde Media B.V.;;;;;;;1;1
Aveant B.V.;;;;;;;1;1
AVT Benelux;;;;;1;;;1
Axiell ALM Netherlands B.V.;;;;1;;;;1
B. Mohamad;;;;;;;1;1
B.M.F. Gerts, huisartsenpraktijk;;;;;;;1;1
B.V. Bouwbedrijf J. A. Van Niftrik;1;;;;;;;1
Backshop B.V.;;1;;;;;;1
Bakker Professional B.V.;1;;;;;;;1
Balkanwide Assistance Dir. Petra Gajic;;;;;;;1;1
Barbara Broekman;1;;;;;;;1
Barbara Wauben;;;;;;;1;1
Bavo Europoort B.V.;;;;;;;1;1
Bax-shop.nl B.V.;1;;;;;;;1
bbaz R.A. Jokhoe;;;;;;;1;1
BBK/Door Vriendschap Sterker B.V.;;;;;1;;;1
BCC elektro speciaalzaken;1;;;;;;;1
Beerens Metaalwerken;1;;;;;;;1
Belcentrale.nl;;;;;;;1;1
Belstore.Com B.V.;;;;;1;1;;1
BenF Media;;;;;;;1;1
Beren Groep B.V.;;;;;1;;;1
Bevege;;;;;;;1;1
B-Fysic de Bolzen B.V.;;;;;;;1;1
Bharos & Mahabier huisartsen;;;;;;;1;1
Bio-Rad Laboratories Inc.;;;;1;;;;1
BIT B.V.;;;;;;;1;1
Bizway B.V.;;;;1;;;1;1
Blixembosch Revalidatiecentrum;;;;;;;1;1
Bloemenhuis De Narcis;;;;;;1;;1
BLUEPalm B.V.;;;;;;;1;1
Boddeus, Cornelissen en Van Stekele;;;;;;;1;1
Boerderij Prins;1;;;;;;;1
bol.com B.V.;1;1;;;1;;;1
Bond Solon;;;;;1;;;1
Boom uitgevers Den Haag;;;;;;;1;1
Bossers & Cnossen B.V.;;;1;;;;;1
Bouman GGZ;;;;;;;1;1
Bouwbedrijf Barten B.V.;1;;;;;;;1
Bouwmeester Van Leeuwen B.V.;;;;;;;1;1
BpN Groep B.V.;1;;;;;;;1
Breijer Contractonderhoud B.V.;1;;;;;;;1
Brijder Verslavingszorg B.V.;;;;;;;1;1
Brite Telecom B.V.;;;;;;;1;1
Brugmans Beheer B.V.;;;;;;;1;1
Budget Phone Company B.V.;;;;;;;1;1
Bumax B.V.;1;;;;;;;1
Bumicom Telecommunicatie B.V.;1;;;;;;;1
Bureau MaRe;;;;;;;1;1
bureau MindsWare;;;;1;;;;1
Bureau voor Interculturele Evaluatie B.V.;;;;;1;;1;1
Buro Magis;;;;;;;1;1
BuzzMaster B.V.;;;;;;;1;1
C. Rietsema, Huisarts en acupuncturist;;;;;;;1;1
C. Rijsdijk;1;;;;;;;1
C.J.F. Kemperman;;;;;;;1;1
Caiway;;;;;;1;1;1
Calluna Tuindesign;1;;;;;;;1
Cambridge Medical;;;;;;;1;1
Cambrium IT Services B.V.;;;;;;;1;1
Cardio Waterland;;;;;;;1;1
CareSharing B.V.;;;;1;;;;1
Carl Zeiss B.V.;1;;;;;;;1
Carthago ICT;;;;1;;;;1
Case Telecom B.V.;;;;;;;1;1
Cathreine B.V.;;;;;;;1;1
CBizz B.V.;;;;;;1;1;1
Cell Signaling Technology Europe B.V.;;;;1;;;;1
CEM Productions Unlimited;;;;;;;1;1
CensCenter B.V.;;;;;;1;;1
Central Point Holding B.V.;;1;;;;;;1
Centrale Rino B.V.;;;;;;;1;1
Centrum '45;;;;;;;1;1
CenturyLink Communications NL B.V.;;;1;;;;;1
Change Worx;;;;;;;1;1
Charta Beheer B.V.;;;;;;;1;1
Chubb Fire & Security Amsterdam;1;;;;;;;1
CJ2 Development B.V.;;;;;;1;;1
Claranet Benelux B.V.;;;;;;;1;1
CloudVPS;;;;;;1;1;1
Co & Co Solutions B.V.;;;1;;;;1;1
Co÷peratie Medisch Centrum Eudokia U.A.;;;;;;;1;1
Co÷peratie Medisch Specialisten Gelre U.A.;;;;;;;1;1
Co÷peratie Medisch Specialistisch Bedrijf Streekziekenhuis Koningin Beatrix U.A.;;;;;;;1;1
Co÷peratie Oogheelkunde Bravis U.A.;;;;;;;1;1
CoÃƒÂ¶p. Med. Special. Bedrijf Midden-Brabant U;;;;;;;1;1
CoÃƒÂ¶per. medisch specialisten MSB Drachten UA;;;;;;;1;1
CoÃƒÂ¶perat. Huisartsenpraktijk De Lantaarn UA;;;;;;;1;1
CoÃƒÂ¶peratie specialisten Jonkerbosch UA;;;;;;;1;1
Cognitech Systems GmbH;;;;1;;;;1
Cognitech, Inc;;;;1;;;;1
Colombo B.V.;;;;;;;1;1
Com-Connect B.V.;1;;;1;;;;1
Communicatie Techniek Jaspers;;;;;;1;;1
Communications Security Net B.V.;;;;;;;1;1
Companies House;;;;;;1;;1
Computel Stand-By B.V.;;;;;;;1;1
Connecting, Constructie- en Technische Handelsonderneming B.V.;1;;;;;;;1
Conrad Electronic Benelux B.V.;1;1;1;;1;;;1
Contimeta B.V.;1;;;;;;;1
Coolblue B.V.;1;1;;;1;;;1
Coolwave Communications B.V.;;;;;;;1;1
Coöp. Medisch Specialist. Bedr. Franciscus UA;;;;;;;1;1
Coöperat. Medisch Specialist. Bedr. Matrix UA;;;;;;;1;1
Coöperatie Medici Oogzorg Rotterdam UA;;;;;;;1;1
Coöperatie Medisch Specialisten IJmond UA;;;;;;;1;1
Coöperatief Medisch Specialisten Rijnstate UA;;;;;;;1;1
Coöperatief MSB Meander Medisch Centrum UA;;;;;;;1;1
Cornelissen Aannemingsbedrijf B.V.;1;;;;;;;1
Creaim B.V.;;;;1;1;1;;1
Creapolis Media;;;;1;;;;1
Crescent Security Services, Inc.;;;;;;;1;1
CSU B.V.;;;;;;1;;1
Cyprien Ntirenganya;;;;;;;1;1
D. van Wijngaarden;;;;;;;1;1
D.A. Jumpertz;;;1;;;;;1
D.M. de Bruyn Beleidsadvies;;;;;;;1;1
Dagvoorzitter.nl;;;;;;;1;1
Dassen Bouw B.V.;1;;;;;;;1
Data Management Professionals B.V.;;;;;;;1;1
DataExpert B.V.;;1;;1;;;;1
DATARECUPERATIE bvba;;1;;;;;;1
DataWeb B.V.;;;;;;;1;1
Daxisweb B.V.;;;;;;;1;1
De Booij Party- en Congresarchitekten;;;;;;;1;1
De Bossche Specialisten Coöperatie UA;;;;;;;1;1
De Federatie B.V.;;;;;;;1;1
De Groot B.V.;1;;;;;;;1
De Heeg Internet Solutions B.V.;;;;;;1;;1
De Hoogstraat Revalidatie;;;;;;;1;1
De Horst;;;;;;;1;1
De Klantcontact Monitor B.V.;;;;1;;1;1;1
De La Rubia Interieurbouw & Timmerwerk;1;;;;;;;1
De Natris Consult;;;;;;;1;1
De Rijk Magazijninrichting B.V.;1;;;;;;;1
De Veranderzaak;;;;;;;1;1
De Vos & Partners Advocaten N.V.;;;;;;;1;1
De Wit Communicatie Techniek;1;;;;;;;1
De Witte Schuur;1;;;;;;;1
Dean Connect B.V.;;;;;;;1;1
Decos Software Engineering B.V.;;;;;;1;1;1
deLex B.V.;;;1;;;;;1
Dell Int. Holdings XII CoÃ¶peratief UA;1;1;;;;;;1
DELTA Comfort B.V.;;;;;;1;;1
DELTA Energie B.V.;;;;;;1;;1
Demca;1;;;;;;;1
Dental Union B.V.;;;;;;;1;1
Dentalair Products Nederland B.V.;1;;;;;;;1
Dialoc ID Products B.V.;1;;;;;;;1
Diamond Telecom Products B.V.;;;;;;1;;1
Digital Playground;;;;;;;1;1
Digital Revolution B.V.;;;1;;;;;1
Dimencegroep;;;;;;;1;1
DLT Media B.V.;1;;;;;;;1
DMARC Analyzer B.V.;;;;1;;;;1
Doclogic B.V.;;;;1;;;;1
DocWolves B.V.;;;;;;;1;1
Dokkumer Vlaggen Centrale B.V.;;;;;;;1;1
Doktershuis Oude Noorden;;;;;;;1;1
Doorkijk;;;;;;;1;1
Dr. G. Collee;;;;;;;1;1
Dr.D.J. Vinkers, Psychiater;;;;;;;1;1
Driessen B.V.;;;;;;;1;1
Drillster B.V.;;;;1;;;;1
Drosten Medical Consult;;;;;;;1;1
Drs. R. Lunde;;;;;;;1;1
Drs. T.A. Wouters, Psychiater;;;;;1;;;1
DSD Automatisering B.V.;;;;;;;1;1
DTG B.V.;;;;;;1;;1
Duodecima;;;;;;;1;1
Dyna-Tech;;1;;;1;;;1
Easy Office Online B.V.;;;;;;;1;1
Easyhosting B.V.;;;;;1;;;1
Eerstelijnspsychologenpraktijk A.G. Verkade;;;;;;;1;1
eFormity;1;;;;;;;1
Eijsink Afrekensystemen;1;1;;;;;;1
Eilie Telecom B.V.;;;;;;;1;1
Elke Geurts;;;;;;;1;1
Emango Internet Services B.V.;;;;;;;1;1
Emtek Ergonomics B.V.;1;;;;;;;1
EnablE-U B.V.;;;;1;;;;1
ENGIE Serv. Zuid vestiging Maastricht-Airport;1;;;;;1;;1
Enof creatieve communicatie B.V.;;;;1;;;;1
E-Quest Automatisering B.V.;;;;;;;1;1
Equipment Services B.V.;;1;;;;;;1
Equium Holding B.V.;;;;1;;1;;1
Ergatis B.V.;;;;;;1;;1
Ergo2Work B.V.;;1;;;;;;1
Ergozit;1;;;;;;;1
Europresto B.V.;;;1;;;;;1
Eurotempest B.V.;;1;;;;;;1
Exact Netherlands B.V.;;;;;1;;;1
ExamVision Nederland;1;;;;;;;1
Exception B.V.;;;;;;1;;1
Exclaimer Europe B.V.;;;1;;;;;1
F & J Beumer B.V.;1;;;;;;;1
F.H.A. Zoethout;;;;;;;1;1
Facilion B.V.;;;;;1;;;1
Faillissementsfraude.nl B.V.;;;;;;;1;1
Falck AVD;;;;1;;;;1
Fanplay;;;1;;;;;1
Feltor Lighting;1;;;;;;;1
Fepatex Nederland B.V.;1;;;;;;;1
FiberXS Holding B.V.;;;;;;;1;1
Fier;;;;;;;1;1
Fietje Schelling;;;;;;;1;1
First Element B.V.;;;;1;;;;1
Fisher Emergo B.V.;1;;;;;;;1
Flamingo Television Bonaire B.V.;;;;;;1;;1
Flash Rental Services B.V.;;1;1;;2;;;1
Flevohuis;;;;;;;1;1
Flexchair B.V.;1;;;;;;;1
FlexKnowledge B.V.;;;;;;;1;1
Flexpool Publieksector.nl;;;1;;;;;1
FM Projekten B.V.;1;;;;;;;1
FMMU B.V.;;;;;;;1;1
Forensic Navigation Ltd;;;;1;;;;1
Fortes Solutions B.V.;;;;1;;;1;1
Frama Nederland;;1;;;;;;1
Freddy Dezeure BVBA;;;;;;;1;1
Freelance praktijk A.C.M. Akkermans;;;;;;;1;1
FREETEL.NL;;;;;;;1;1
Frephitophe;;;;;;;1;1
Fysio Westerpark;;;;;;;1;1
Fysiotherapie Cranial;;;;;;;1;1
Fysiotherapie De Oppers;;;;;;;1;1
Fysiotherapie Marco Polo;;;;;;;1;1
Fysiotherapie van Iersel en Schreurs;;;;;;;1;1
G. Kerster;;;;;;;1;1
GÃ‰ANT Vereniging;;;;;1;;;1
Gaffar;;;;;;;1;1
Galaxy Business Networks;;;;;;;1;1
GamblingCompliance LTD;;;;;;;1;1
Gannexion B.V.;;;;;1;1;;1
Gebr. van der Donk B.V.;;;;;;1;;1
Gebruder Weiss AG;1;;;;;;;1
Geefirm B.V.;;;;;;;1;1
Gehlen Zonwering B.V.;1;;;;;;;1
Generation F B.V.;;;;;;;1;1
Geometius B.V.;;;1;;;;;1
Geostick Self-Adhesive Labels;;;;;;;1;1
Gezondheidscentrum Camminghaburen;;;;;;;1;1
Gezondheidscentrum De Spil;;;;;;;1;1
Gezondheidscentrum Dokter aan de Lek;;;;;;;1;1
Gezondheidscentrum Lange Hille;;;;;;;1;1
Gezondheidscentrum Leidschenveen;;;;;;;1;1
Gezondheidscentrum Venserpolder;;;;;;;1;1
GGZ inGeest Overschiestraat;;;;;;;1;1
GGzE;;;;;;;1;1
GGZ-Reflection Haaglanden B.V.;;;;;;;1;1
Gjaltema Verhuur B.V.;1;;;;;;;1
GJW Waarneming;;;;;;;1;1
Global-e ICT solutions B.V.;;;;;;;1;1
Globe Telecom;;;;;;;1;1
GnTel B.V.;;;;;;;1;1
Gosler huisarts waarnemingen;;;;;;;1;1
Go-Trex B.V.;;;;;;;1;1
Gouweloos Elektrotechniek B.V.;1;;;;1;;;1
Grenkefinance N.V.;;1;;;;;;1
Grip Multimedia B.V.;;;;1;;;;1
GripNet B.V.;;;;1;;;;1
Groene Hart Ziekenhuis;;;;;;;1;1
Groenendijk Bedrijfskleding B.V.;;1;;;;;;1
Groepspraktijk De Bres;;;;;;;1;1
GroupSupport.com B.V.;;;;;;;1;1
GSM Goodies B.V.;;;;;;1;;1
GSM Reparatie Centrum - Utrecht;;1;1;;;1;;1
GSM-Centrum;;;;;;1;;1
Guapamano Ltd.;;;;;;;1;1
GW Cross Media B.V.;;;;;1;;;1
H. Mulder (2);;;;;;;1;1
H. Schippers It;;;1;1;;;;1
H.A.M. van Haasteren;;;;;;;1;1
H.a.praktijk A'dam Noord/Waterlandplein B.V.;;;;;;;1;1
H.J. de Jong;;;;;;;1;1
H.R. Versteegh, huisarts;;;;;;;1;1
H.T.J. Boerboom;;;;;;;1;1
H.W.A.J. Garretsen;;;;;;;1;1
Hacousto Security Systems;;1;;;;;;1
Hakvoort Professional Zuid B.V.;1;;;;;;;1
Hanzepraktijk;;;;;;;1;1
HAP Snobl;;;;;;;1;1
HAP Vos & van Aalen;;;;;;;1;1
Hbsoftware B.V.;;;;1;;;;1
HeldenVan.nu;;;;;;1;;1
Hertzinger Satelliet Ontvangst B.V.;;1;;;;1;;1
Hestec;;;;;;;1;1
Het Coachhuis B.V.;1;;;;;;;1
Het Huisartsenteam Noviciaatlaan;;;;;;;1;1
Het Lampenpaleis Oosterhout B.V.;;1;;;;;;1
Het LangeLand Ziekenhuis;;;;;;;1;1
Hettich Benelux B.V.;1;;;;;;;1
Heuvelman Sound & Vision B.V.;1;;;;;;;1
Hilf Telecom B.V.;;;;;;;1;1
HMC Gezondheidscentrum Bronovo;;;;;;;1;1
Hola Networks Ltd.;;;;;1;;;1
Holland Nautic Benelux B.V.;1;;;;;;;1
honestly;;;;;;;1;1
Horus Huisartsenzorg;;;;;;;1;1
Hostnet B.V.;;;1;;;;;1
HowAboutYou B.V.;;;1;1;;;;1
HP Van Balen B.V.;;;;;;;1;1
Huidstichting Chanfleury van IJsselstein;;;;;;;1;1
Huisarts B.J. Molleman;;;;;;;1;1
Huisarts- en apotheek praktijk P. Tichelaar;;;;;;;1;1
Huisarts Wichers;;;;;;;1;1
Huisartsen Beijum;;;;;;;1;1
Huisartsen Carnisselande-Nguyen;;;;;;;1;1
Huisartsen Centrum Dokkum;;;;;;;1;1
Huisartsen Centrumwaard B.V.;;;;;;;1;1
Huisartsen Ganzenhoef;;;;;;;1;1
Huisartsen Medisch Centrum Overhees;;;;;;;1;1
Huisartsen Meuwissen/van Ballegooijen;;;;;;;1;1
Huisartsen Oog in Al;;;;;;;1;1
Huisartsen OUDE TURFMARKT;;;;;;;1;1
Huisartsen Praktijk Popescu;;;;;;;1;1
Huisartsen Rustenburg;;;;;;;1;1
Huisartsen Schiedam Noord;;;;;;;1;1
Huisartsen van de Nije Veste;;;;;;;1;1
Huisartsen Zorggroep Babylon B.V.;;;;;;;1;1
Huisartsengroepspraktijk De Laar;;;;;;;1;1
Huisartsengroepspraktijk Lombok;;;;;;;1;1
Huisartsenmaatschap Blanker & Thiele & Brand;;;;;;;1;1
Huisartsenmaatschap G. Reitz & R. Heg;;;;;;;1;1
Huisartsenmaatschap J. Spies & M. ten Napel;;;;;;;1;1
huisartsenmaatschap Rijnbeek en van den Broek;;;;;;;1;1
Huisartsenmaatschap Terwinselen;;;;;;;1;1
Huisartsenmaatschap van Oosterom & Brooijmans;;;;;;;1;1
Huisartsenprakt. van Buuren, Hiddink&Verburg;;;;;;;1;1
Huisartsenpraktijk A.C.J. Matthee;;;;;;;1;1
Huisartsenpraktijk A.P.A. Pril-Hes;;;;;;;1;1
Huisartsenpraktijk Asklepios;;;;;;;1;1
Huisartsenpraktijk Baars;;;;;;;1;1
Huisartsenpraktijk Baarsma;;;;;;;1;1
Huisartsenpraktijk Beemdhof;;;;;;;1;1
Huisartsenpraktijk Binnenstad;;;;;;;1;1
Huisartsenpraktijk Bos;;;;;;;1;1
Huisartsenpraktijk Bredero;;;;;;;1;1
Huisartsenpraktijk Brouwer & Truin;;;;;;;1;1
Huisartsenpraktijk Buitenweide;;;;;;;1;1
Huisartsenpraktijk C. de Bruijne;;;;;;;1;1
Huisartsenpraktijk Catharijnesingel;;;;;;;1;1
Huisartsenpraktijk Centrum Schiedam;;;;;;;1;1
Huisartsenpraktijk Craneveld van Limpt/Verheijen;;;;;;;1;1
Huisartsenpraktijk Dapperbuurt;;;;;;;1;1
Huisartsenpraktijk de Folgeren;;;;;;;1;1
Huisartsenpraktijk de Gors;;;;;;;1;1
Huisartsenpraktijk de Grebbe;;;;;;;1;1
Huisartsenpraktijk De Hoed;;;;;;;1;1
Huisartsenpraktijk de Kroon;;;;;;;1;1
Huisartsenpraktijk de Lange en Minken;;;;;;;1;1
Huisartsenpraktijk de Linde;;;;;;;1;1
Huisartsenpraktijk De Neckar;;;;;;;1;1
Huisartsenpraktijk De Oude Kapelanie;;;;;;;1;1
Huisartsenpraktijk De Vecht;;;;;;;1;1
Huisartsenpraktijk de Vleugelnoot;;;;;;;1;1
Huisartsenpraktijk de Watertoren;;;;;;;1;1
Huisartsenpraktijk De Weerark;;;;;;;1;1
Huisartsenpraktijk Dingemans;;;;;;;1;1
Huisartsenpraktijk Dr. Esskili;;;;;;;1;1
Huisartsenpraktijk Drs. F. Ogbuli;;;;;;;1;1
Huisartsenpraktijk F.A. Ali B.V.;;;;;;;1;1
Huisartsenpraktijk Fan Marren;;;;;;;1;1
Huisartsenpraktijk Gennep;;;;;;;1;1
Huisartsenpraktijk Gezondheidscentrum Oosterwolde, huisarts van der Wal;;;;;;;1;1
Huisartsenpraktijk H. Slager B.V.;;;;;;;1;1
Huisartsenpraktijk Hardersbos;;;;;;;1;1
Huisartsenpraktijk Heikens;;;;;;;1;1
Huisartsenpraktijk Helmond Centrum;;;;;;;1;1
Huisartsenpraktijk Houtweg;;;;;;;1;1
Huisartsenpraktijk J.H.A. Bleiker;;;;;;;1;1
Huisartsenpraktijk J.H.M. Boer;;;;;;;1;1
Huisartsenpraktijk Kadoelerbreek;;;;;;;1;1
Huisartsenpraktijk Kersten;;;;;;;1;1
Huisartsenpraktijk Konijnendijk en Stokkers;;;;;;;1;1
Huisartsenpraktijk Koningslaan B.V.;;;;;;;1;1
Huisartsenpraktijk Lantinga & Honderd;;;;;;;1;1
Huisartsenpraktijk Lindeman-Rechters;;;;;;;1;1
Huisartsenpraktijk M. Sonmez;;;;;;;1;1
Huisartsenpraktijk Mahabir B.V.;;;;;;;1;1
Huisartsenpraktijk Marsdijk Sikkens;;;;;;;1;1
Huisartsenpraktijk Meerkerk;;;;;;;1;1
Huisartsenpraktijk Meulesteen B.V.;;;;;;;1;1
Huisartsenpraktijk Michaël;;;;;;;1;1
Huisartsenpraktijk P. de Boer B.V.;;;;;;;1;1
Huisartsenpraktijk Peelo;;;;;;;1;1
Huisartsenpraktijk Pelser;;;;;;;1;1
Huisartsenpraktijk Postjesweg;;;;;;;1;1
Huisartsenpraktijk R. Runhert en W. Busser;;;;;;;1;1
Huisartsenpraktijk R. Suliman;;;;;;;1;1
Huisartsenpraktijk R.R. Blees;;;;;;;1;1
Huisartsenpraktijk Rasenberg;;;;;;;1;1
Huisartsenpraktijk Sagenhoek;;;;;;;1;1
Huisartsenpraktijk Slinkman;;;;;;;1;1
Huisartsenpraktijk Tas;;;;;;;1;1
Huisartsenpraktijk Te Slaa;;;;;;;1;1
Huisartsenpraktijk Tolhek;;;;;;;1;1
Huisartsenpraktijk Traverse;;;;;;;1;1
Huisartsenpraktijk Tychon;;;;;;;1;1
Huisartsenpraktijk van Berckel Smit;;;;;;;1;1
Huisartsenpraktijk van Breemen en Lokate;;;;;;;1;1
Huisartsenpraktijk van der Vlist en de Wilde;;;;;;;1;1
Huisartsenpraktijk Van Gelderen;;;;;;;1;1
Huisartsenpraktijk Verdilaan B.V.;;;;;;;1;1
Huisartsenpraktijk Vernhout;;;;;;;1;1
Huisartsenpraktijk Wantveld;;;;;;;1;1
Huisartsenpraktijk Wijlre;;;;;;;1;1
Huisartsenpraktijk Yilmaz & Milli;;;;;;;1;1
Huisartsenpraktijk Zwaansvliet;;;;;;;1;1
Huisartsenpraktijk Zweeloo;;;;;;;1;1
Huisartsenpraktijk Zwerver;;;;;;;1;1
Huisartspraktijk A.E. Meijer;;;;;;;1;1
Huisartspraktijk Bakker;;;;;;;1;1
Huisartspraktijk Drabbe;;;;;;;1;1
Huisartspraktijk Goslinga;;;;;;;1;1
Huisartspraktijk Hentzen;;;;;;;1;1
Huisartspraktijk M. Lachman;;;;;;;1;1
Huisartspraktijk M.A. van Bodegom;;;;;;;1;1
Huisartspraktijk Mees;;;;;;;1;1
Huisartspraktijk Mozaiek;;;;;;;1;1
Huisartspraktijk R.C. Jansen;;;;;;;1;1
Huisartspraktijk Ramnath Kanhai;;;;;;;1;1
Huisartspraktijk S. Tedjoe;;;;;;;1;1
Huisartspraktijk S.J. Edema;;;;;;;1;1
Huisartspraktijk Verkruisen;;;;;;;1;1
Huisartspraktijk Vrenken;;;;;;;1;1
Huisartspraktijk Warya;;;;;;;1;1
Huitema Marketing Services;;;;;;;1;1
Hygiene Consult Nederland;;;;;;;1;1
I&K;;;1;;;;;1
i4IP;;;;;;;1;1
IBC Amstelland;;;;;;;1;1
IBM Nederland B.V.;;;;1;;;;1
iCOLOGiQ;;;;1;;;;1
ICT Concept B.V.;;;;;;;1;1
iCumulus;;;;;1;;;1
IEPT;;;1;;;;;1
IJsselfoort B.V.;1;;;;;;;1
Ilse Bruinsel Huisarts;;;;;;;1;1
Ilumy B.V.;;;1;;;;;1
ILUMY Prototyping B.V.;;;1;;;;;1
Image Repair;;;;1;;;;1
Impres B.V.;;;1;;;;;1
Incentive Promotions B.V.;;;1;;;;;1
Incentro Nederland B.V.;;;;;1;;;1
Inconnect B.V.;;;;;;;1;1
Indo Teak;1;;;;;;;1
Inez de Brauw;1;;;;;;;1
Infopact Netwerkdiensten B.V.;;;;;;;1;1
Informaxion B.V.;;;;;;;1;1
Infotheek ICT Services B.V.;;1;;;;;;1
Ingenieursbureau B-Ware B.V.;;;;;1;;;1
Inner-Piece;;;;;;1;;1
Innobike B.V.;1;;;;;;;1
Innovative Cable Management bvba;;;;;1;;;1
Innovative Design Delft (I.D.D.);;;;1;;;;1
Inperon B.V.;;;;;;;1;1
Inprove IT B.V.;;;;;1;;1;1
Inscope B.V.;1;;;;;;;1
InsightsWorld B.V.;;;;1;;;;1
Instant Magazine B.V.;;;1;;;;;1
Instruct B.V.;;;;1;;;;1
Interactive Affairs B.V.;;;;1;;;;1
Intercity Zakelijk;;;;;;;1;1
Interieur 88 B.V.;1;;;;;;;1
Intermax outsourcing;;;;;;;1;1
Internedservices;;;1;1;;;;1
Internet Unie Services B.V.;;;;;;;1;1
Interstroom Informatietechnologie B.V.;;;;;;;1;1
InTouch N.V.;;;;;;;1;1
IP Visie;;;;;;;1;1
i-psy Haaglanden B.V.;;;;;;;1;1
i-psy Midden & Noord Nederland B.V.;;;;;;;1;1
i-psy Noord-Holland B.V.;;;;;;;1;1
IQIP B.V.;;;;;;1;;1
Isabel Henriques;;;;;;;1;1
Isala la gourmande B.V.;;;;;;;1;1
ITR Uden B.V.;1;;;;;;;1
IT-Recycling;;;;;1;;;1
J. Bravo Mougan;;;;;;;1;1
J. Kats, Huisarts;;;;;;;1;1
J. van Rossum;;;;;;;1;1
J. Vooijs;;;;;;;1;1
J.L. Runhaar B.V.;;;;;;;1;1
J.P.A.C. Rozestraten B.V.;;;;;;;1;1
J.T. van Arnhem;;;1;;;;;1
Jacobs & Jacobs B.V.;1;;;;;;;1
Jagersma Naaimachines;1;;;;;;;1
Janine van Oene;1;;;;;;;1
Jarids;;;;;;1;;1
Jo Bos & Co;;;;;;;1;1
Johnson Controls Systems & Service B.V.;1;;;;;;;1
Joky;1;;;;;;;1
JOUWÃ‚Â® bureau B.V.;;;;1;1;1;;1
Jumbo Supermarkten B.V.;;;;;;;1;1
Jurisquare NV;;;1;;;;;1
K. Kisman;;;;;;;1;1
K.D. Dekker;;;;;;;1;1
Kabel Noord B.V.;;;;;;;1;1
Kabeltex B.V.;;;;;;;1;1
Kamera Express;;;1;;;;;1
Kantoor in Beweging B.V.;1;;;;;;;1
