FID,omschr,aant_msk,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
mengstroken_wegvak.19,Uitrijstrook,1 -> 1,H,600199975,2020-02-01T00:00:00,160,292,060019997520200201,KLK0006570465,R,I,3,,"LINESTRING (142912.4459999986 485056.53449999914, 142925.95380000025 485057.75510000065, 142960.7463000007 485058.62689999864, 142990.78570000082 485061.6308999993, 143020.18140000105 485070.2135999985, 143039.92119999975 485082.0709999986)"
mengstroken_wegvak.20,Uitrijstrook,1 -> 1,H,600199975,2020-02-01T00:00:00,37,160,060019997520200201,KLK0006570464,R,I,2,,"LINESTRING (142790.7820999995 485039.72410000116, 142826.4343000017 485047.32939999923, 142860.26029999927 485052.23640000075, 142898.33929999918 485055.5073999986, 142905.17119999975 485055.8772, 142912.4459999986 485056.53449999914)"
mengstroken_wegvak.21,Uitrijstrook,1 -> 1,H,600200514,2019-09-01T00:00:00,185,283,060020051420190901,KLK0006321241,L,I,2,,"LINESTRING (144554.62700000033 485065.06159999967, 144542.17130000144 485069.21350000054, 144485.81489999965 485090.3801999986, 144462.08179999888 485097.4866999984)"
mengstroken_wegvak.22,Uitrijstrook,1 -> 2,H,600260611,2020-04-01T00:00:00,0,81,060026061120200401,KLK0008200902,R,I,2,,"LINESTRING (189631.99670000002 327003.3555999994, 189646.90239999816 326995.9710999988, 189663.3123999983 326990.3643999994, 189709.4882999994 326981.4739000015)"
mengstroken_wegvak.23,Uitrijstrook,2 -> 2,H,600260611,2020-04-01T00:00:00,81,137,060026061120200401,KLK0006849002,R,I,3,,"LINESTRING (189709.4882999994 326981.4739000015, 189732.91789999977 326976.96290000156, 189764.50710000098 326970.94590000063)"
mengstroken_wegvak.24,Uitrijstrook,2 -> 2,H,600215783,2020-04-01T00:00:00,346,402,060021578320200401,KLK0008200937,L,I,3,,"LINESTRING (190017.51159999892 326838.1226999983, 190014.67500000075 326842.78770000115, 189997.34849999845 326871.8071999997, 189986.80029999837 326884.43730000034)"
mengstroken_wegvak.25,Uitrijstrook,2 -> 1,H,600215783,2020-04-01T00:00:00,300,346,060021578320200401,KLK0006849040,L,I,3,,"LINESTRING (190040.19460000098 326798.18620000035, 190036.09039999917 326807.5672999993, 190017.51159999892 326838.1226999983)"
mengstroken_wegvak.26,Uitrijstrook,1 -> 1,T,600401908,2020-08-01T00:00:00,0,12,060040190820200801,KLK0008093298,R,I,1,,"LINESTRING (191026.7659999989 434875.0709999986, 191039.15139999986 434875.4816999994)"
mengstroken_wegvak.27,Uitrijstrook,1 -> 1,H,600404664,2020-08-01T00:00:00,153,263,060040466420200801,KLK0009965861,R,I,4,,"LINESTRING (232845.25090000033 443489.2410000004, 232848.933699999 443492.4807000011, 232863.55579999834 443505.44110000134, 232927.74859999865 443562.001699999)"
mengstroken_wegvak.28,Uitrijstrook,1 -> 1,T,600404664,2020-08-01T00:00:00,150,263,060040466420200801,KLK0009965862,R,I,1,,"LINESTRING (232842.99830000103 443487.2595999986, 232848.933699999 443492.4807000011, 232863.55579999834 443505.44110000134, 232927.74859999865 443562.001699999)"
mengstroken_wegvak.29,Splitsing,2 -> 2,H,600124624,2020-08-01T00:00:00,376,474,060012462420200801,KLK0007226220,R,I,3,,"LINESTRING (125010.16470000148 479333.5808000006, 125006.63569999859 479331.8729000017, 124981.24269999936 479317.5817000009, 124967.65819999948 479309.0753000006, 124945.18100000173 479296.2729999982, 124924.35300000012 479286.3979999982)"
mengstroken_wegvak.30,Uitrijstrook,1 -> 1,T,92226014,2020-09-01T00:00:00,0,1,009222601420200901,KLK0008819443,M,I,1,,"LINESTRING (46308.237700000405 413353.5843999982, 46308.61450000107 413354.5106999986)"
mengstroken_wegvak.31,Uitrijstrook,1 -> 1,H,92226014,2020-09-01T00:00:00,0,1,009222601420200901,KLK0008819442,M,I,3,,"LINESTRING (46308.237700000405 413353.5843999982, 46308.61450000107 413354.5106999986)"
mengstroken_wegvak.32,Uitrijstrook,1 -> 1,T,600279901,2020-07-01T00:00:00,0,10,060027990120200701,KLK0008253532,R,I,1,,"LINESTRING (46301.09099999815 368210.3850999996, 46311.05469999835 368211.23600000143)"
mengstroken_wegvak.33,Uitrijstrook,1 -> 1,H,600199643,2020-08-01T00:00:00,348,532,060019964320200801,KLK0006321336,R,I,3,,"LINESTRING (147984.63340000063 486735.6429999992, 148021.56590000167 486793.5430999994, 148042.73259999976 486830.58480000123, 148079.3509999998 486892.81500000134)"
mengstroken_wegvak.34,Uitrijstrook,1 -> 1,H,169315148,2020-06-01T00:00:00,0,19,016931514820200601,KLK0007412157,L,I,3,,"LINESTRING (84510.81199999899 457945.19299999997, 84524.95899999887 457958.59800000116)"
mengstroken_wegvak.35,Invoegstrook,1 -> 1,H,476560006,2020-06-01T00:00:00,0,261,047656000620200601,KLK0005800700,R,I,3,,"LINESTRING (238367.49300000072 580282.4899999984, 238485 580198, 238528 580174, 238587.192400001 580142.5540000014)"
mengstroken_wegvak.36,Splitsing,3 -> 3,H,600283896,2020-06-01T00:00:00,0,178,060028389620200601,KLK0008077337,R,I,3,,"LINESTRING (128389.46909999847 481144.15630000085, 128360.55370000005 481118.5482000001, 128326.5791000016 481089.6581000015, 128261.57569999993 481037.17859999835, 128252.42379999906 481030.23800000176)"
mengstroken_wegvak.37,Weefstrook,1 -> 1,H,600283903,2020-06-01T00:00:00,0,745,060028390320200601,KLK0007225427,R,I,3,,"LINESTRING (125268.72049999982 479342.2685999982, 125249.76889999956 479331.86089999974, 125179.87579999864 479293.5956999995, 125110.53849999979 479256.1094999984, 125037.33619999886 479216.77800000086, 124963.19860000163 479175.9048999995, 124921.20580000058 479152.87319999933, 124900.86050000042 479141.8165999986, 124886.03510000184 479133.816300001, 124852.2349999994 479115.7335000001, 124833.8748999983 479106.2217999995, 124809.52299999818 479094.7292000018, 124792.17350000143 479087.7864000015, 124776.94249999896 479082.68090000004, 124758.65459999815 479077.72520000115, 124743.44550000131 479074.53119999915, 124727.17859999835 479072.0238999985, 124703.33549999818 479069.9919000007, 124679.40619999915 479069.883200001, 124658.79549999908 479071.33740000054, 124639.2126000002 479074.0656000003, 124625.6416000016 479076.753800001, 124613.26190000027 479079.7694000006, 124591.4085999988 479086.5023000017)"
mengstroken_wegvak.38,Uitrijstrook,1 -> 1,H,600283934,2020-06-01T00:00:00,111,171,060028393420200601,KLK0007226106,R,I,4,,"LINESTRING (128157.56379999965 480972.5991999991, 128152.81019999832 480969.6228, 128127.41010000184 480954.1446999982, 128106.29630000144 480942.2384000011)"
mengstroken_wegvak.39,Splitsing,1 -> 1,T,600283957,2020-06-01T00:00:00,32,198,060028395720200601,KLK0007226107,R,I,1,,"LINESTRING (128078.59290000051 480926.2221999988, 128061.66279999912 480916.4343999997, 128021.76350000128 480892.3044000007, 127972.76260000095 480863.6235000007, 127934.77650000155 480842.4578999989)"
mengstroken_wegvak.40,Uitrijstrook,1 -> 1,H,600283957,2020-06-01T00:00:00,0,198,060028395720200601,KLK0007226106,R,I,4,,"LINESTRING (128106.29630000144 480942.2384000011, 128061.66279999912 480916.4343999997, 128021.76350000128 480892.3044000007, 127972.76260000095 480863.6235000007, 127934.77650000155 480842.4578999989)"
mengstroken_wegvak.41,Uitrijstrook,1 -> 1,T,146225017,2020-06-01T00:00:00,4,9,014622501720200601,KLK0009847051,M,I,2,,"LINESTRING (73083.5502000004 412857.26900000125, 73082.99769999832 412862.5571999997)"
mengstroken_wegvak.42,Uitrijstrook,1 -> 1,H,600415722,2020-10-01T00:00:00,0,3,060041572220201001,KLK0008483323,L,I,4,,"LINESTRING (87877.42300000042 461506.30370000005, 87879.81300000101 461508.1169999987)"
mengstroken_wegvak.43,Uitrijstrook,1 -> 1,T,600415722,2020-10-01T00:00:00,0,3,060041572220201001,KLK0008483322,L,I,1,,"LINESTRING (87877.42300000042 461506.30370000005, 87879.81300000101 461508.1169999987)"
mengstroken_wegvak.44,Uitrijstrook,1 -> 1,H,600258779,2020-10-01T00:00:00,0,23,060025877920201001,KLK0008112008,L,I,3,,"LINESTRING (140846.83779999986 456243.8114, 140823.5876000002 456244.2802999988)"
mengstroken_wegvak.45,Uitrijstrook,1 -> 1,H,600200294,2020-10-01T00:00:00,158,303,060020029420201001,KLK0007271456,L,I,2,,"LINESTRING (145972.43329999968 485339.45870000124, 145974.84600000083 485341.84600000083, 145999.41000000015 485354.9699999988, 146037.63599999994 485370.94900000095, 146088.563000001 485392.32400000095, 146105 485397)"
mengstroken_wegvak.46,Uitrijstrook,1 -> 1,T,600122551,2020-11-01T00:00:00,3,14,060012255120201101,KLK0008825359,R,I,1,,"LINESTRING (118104.7536999993 488696.7347000018, 118102.01799999923 488701.69299999997, 118099.6975999996 488706.4305999987)"
mengstroken_wegvak.47,Uitrijstrook,1 -> 1,T,506339033,2020-05-01T00:00:00,3,23,050633903320200501,KLK0009966377,M,I,4,,"LINESTRING (253104.78779999912 469568.22410000116, 253096.61300000176 469565.69999999925, 253085.37900000066 469569.6009999998)"
mengstroken_wegvak.48,Splitsing,1 -> 1,H,506339033,2020-05-01T00:00:00,3,23,050633903320200501,KLK0008094648,M,I,1,,"LINESTRING (253104.78779999912 469568.22410000116, 253096.61300000176 469565.69999999925, 253085.37900000066 469569.6009999998)"
mengstroken_wegvak.49,Uitrijstrook,1 -> 1,T,600093546,2021-01-01T00:00:00,2,18,060009354620210101,KLK0008821242,M,I,3,,"LINESTRING (47234.393599998206 368481.90579999983, 47229.482000000775 368497.34099999815)"
mengstroken_wegvak.50,Uitrijstrook,1 -> 1,T,211258022,2021-01-01T00:00:00,9,16,021125802220210101,KLK0008826171,M,I,3,,"LINESTRING (105948.67889999971 429305.9096999988, 105955 429308)"
mengstroken_wegvak.51,Uitrijstrook,2 -> 2,H,600429734,2021-01-01T00:00:00,0,11,060042973420210101,KLK0008079936,L,I,3,,"LINESTRING (120306.39959999919 478817.3942000009, 120317.20100000128 478814.65199999884)"
mengstroken_wegvak.52,Invoegstrook,1 -> 1,H,600434054,2021-02-01T00:00:00,0,132,060043405420210201,KLK0007551231,R,I,2,,"LINESTRING (126591.89809999987 480135.2934000008, 126591.61050000042 480134.8696999997, 126591.3200000003 480134.4481000006, 126591.02659999952 480134.0284000002, 126590.7303000018 480133.61089999974, 126590.43100000173 480133.1953999996, 126590.128800001 480132.7820000015, 126589.8236999996 480132.3707999997, 126589.51579999924 480131.96169999987, 126589.20499999821 480131.55469999835, 126588.89139999822 480131.1499999985, 126588.57490000129 480130.7474000007, 126588.25569999963 480130.3471000008, 126587.93360000104 480129.94900000095, 126587.60880000144 480129.55319999903, 126587.28119999915 480129.1596999988, 126586.95080000162 480128.76850000024, 126586.61769999936 480128.37959999964, 126586.28189999983 480127.9930000007, 126585.94339999929 480127.60880000144, 126585.60229999945 480127.2270000018, 126585.25840000063 480126.84760000184, 126584.91189999878 480126.4706000015, 126584.56280000135 480126.09600000083, 126584.21110000089 480125.7239000015, 126583.85680000111 480125.3542000018, 126583.49980000034 480124.9871000014, 126583.14039999992 480124.6224000007, 126582.78350000083 480124.2762000002, 126582.42399999872 480123.93279999867, 126582.06179999933 480123.59219999984, 126581.69689999893 480123.25450000167, 126581.32939999923 480122.91959999874, 126580.95930000022 480122.5876000002, 126580.58659999818 480122.2584999986, 126580.21139999852 480121.9323000014, 126579.83359999955 480121.60909999907, 126579.45329999924 480121.28880000114, 126579.07050000131 480120.9715999998, 126578.68519999832 480120.65729999915, 126578.2974999994 480120.34600000083, 126577.90740000084 480120.0377999991, 126577.51480000094 480119.73270000145, 126577.11989999935 480119.4305999987, 126576.72269999981 480119.13159999996, 126576.32310000062 480118.83579999954, 126575.92119999975 480118.5430999994, 126575.51700000092 480118.25349999964, 126575.11059999838 480117.96709999815, 126574.70190000162 480117.68389999866, 126574.2910999991 480117.4039000012, 126573.87810000032 480117.1270999983, 126573.46290000156 480116.85350000113, 126573.04560000077 480116.5832999982, 126572.62620000169 480116.3161999993, 126572.20470000058 480116.05249999836, 126571.78119999915 480115.7921000011, 126571.35559999943 480115.53500000015, 126570.92810000107 480115.28119999915, 126570.49850000069 480115.03079999983, 126570.06709999964 480114.7837000005, 126569.63369999826 480114.5401000008, 126569.19839999825 480114.2998000011, 126568.7613000013 480114.0628999993, 126568.32229999825 480113.8295000009, 126567.88149999827 480113.5995000005, 126567.43890000135 480113.3729999997, 126566.99460000172 480113.14990000054, 126566.54850000143 480112.93030000106, 126566.10069999844 480112.7142000012, 126508.06210000068 480079.3156999983, 126481.54940000176 480064.5841999985)"
mengstroken_wegvak.53,Uitrijstrook,1 -> 1,H,600284142,2021-02-01T00:00:00,190,297,060028414220210201,KLK0007551214,R,I,2,,"LINESTRING (126778.29190000147 480228.250500001, 126756.28290000185 480216.1341000013, 126684.55829999968 480176.4849999994)"
mengstroken_wegvak.54,Uitrijstrook,2 -> 2,T,506339042,2021-04-01T00:00:00,12,18,050633904220210401,KLK0010041536,M,I,4,,"LINESTRING (253240.55710000172 469869.2336000018, 253234.5159999989 469871.6229999997)"
mengstroken_wegvak.55,Uitrijstrook,1 -> 1,H,600174069,2021-05-01T00:00:00,0,68,060017406920210501,KLK0007722923,L,I,4,,"LINESTRING (103861.96499999985 420683.3220000006, 103930.27739999816 420683.80260000005)"
mengstroken_wegvak.56,Uitrijstrook,1 -> 1,H,600443592,2021-04-01T00:00:00,34,225,060044359220210401,KLK0007655340,R,I,2,,"LINESTRING (104104.99590000138 421200.2362000011, 104104.01689999923 421195.2045999989, 104098.87759999931 421168.4486999996, 104094.378800001 421145.0273000002, 104091.78029999882 421131.4990000017, 104085.74680000171 421099.6143000014, 104079.91770000011 421068.6576000005, 104075.53940000013 421045.4059999995, 104069.40399999917 421012.82279999927)"
mengstroken_wegvak.57,Weefstrook,1.6 -> 1,H,474563014,2021-04-01T00:00:00,10,504,047456301420210401,KLK0009972906,R,I,3,,"LINESTRING (237234.1259999983 581893.5971000008, 237200.6640000008 581962.5289999992, 237142.563000001 582081.8539999984, 237073.84200000018 582237.6229999997, 237032.03500000015 582343.5909999982)"
mengstroken_wegvak.58,Weefstrook,2 -> 1.6,H,474563014,2021-04-01T00:00:00,0,10,047456301420210401,KLK0009972905,R,I,3,,"LINESTRING (237238.49300000072 581884.6009999998, 237234.1259999983 581893.5971000008)"
mengstroken_wegvak.59,Weefstrook,1 -> 1,H,600145505,2021-04-01T00:00:00,0,199,060014550520210401,KLK0006019600,L,I,3,,"LINESTRING (194740.17300000042 320752.93200000003, 194553.41200000048 320684.4609999992)"
mengstroken_wegvak.60,Invoegstrook,1 -> 1,H,600448997,2021-05-01T00:00:00,0,114,060044899720210501,KLK0007729126,L,I,2,,"LINESTRING (126657.9087000005 480106.254900001, 126677.31199999899 480120.05779999867, 126727.47709999979 480147.1512000002, 126756.43629999831 480163.3341999985)"
mengstroken_wegvak.61,Uitrijstrook,1 -> 1,H,600443611,2021-04-01T00:00:00,62,213,060044361120210401,KLK0008695543,R,I,3,,"LINESTRING (104012.77580000088 420856.2162999995, 103997.43510000035 420844.03869999945, 103980.4488000013 420835.7835999988, 103948.38120000064 420827.36989999935, 103905.35990000144 420819.43239999935, 103870.14079999924 420815.0108000003)"
mengstroken_wegvak.62,Uitrijstrook,1 -> 1,H,600443611,2021-04-01T00:00:00,34,62,060044361120210401,KLK0007655377,R,I,2,,"LINESTRING (104029.08080000058 420878.7049999982, 104025.32220000029 420871.39660000056, 104015.40029999986 420858.2996999994, 104012.77580000088 420856.2162999995)"
mengstroken_wegvak.63,Splitsing,1 -> 1,H,248357008,2021-04-01T00:00:00,424,551,024835700820210401,KLK0007492627,R,I,3,,"LINESTRING (124496.1165000014 478613.6827000007, 124502.40239999816 478605.43239999935, 124515.36699999869 478586.3823999986, 124525.42119999975 478568.9197999984, 124537.08879999816 478547.42880000174, 124560.80000000075 478504.2529999986)"
mengstroken_wegvak.64,Uitrijstrook,1 -> 1,H,168316069,2014-11-01T00:00:00,0,64,016831606920141101,KLK0008477012,L,I,3,,"LINESTRING (84122.72300000116 458383.9050000012, 84077.89200000092 458429.34600000083)"
mengstroken_wegvak.65,Uitrijstrook,1 -> 1,H,128217019,2014-11-01T00:00:00,0,2,012821701920141101,KLK0009846936,R,I,2,,"LINESTRING (64338.11400000006 408653.2109999992, 64339.783300001174 408652.1094999984)"
mengstroken_wegvak.66,Uitrijstrook,1 -> 1,H,174308067,2014-11-01T00:00:00,0,21,017430806720141101,KLK0005324921,L,I,4,,"LINESTRING (87139.7490000017 454235.32400000095, 87125.77899999917 454251.0033)"
mengstroken_wegvak.67,Uitrijstrook,1 -> 1,H,262498017,2014-11-01T00:00:00,0,9,026249801720141101,KLK0008825308,R,I,2,,"LINESTRING (131220.49399999902 549189.1539999992, 131229.2884999998 549187.241799999)"
mengstroken_wegvak.68,Uitrijstrook,1 -> 1,H,135261023,2014-11-01T00:00:00,0,31,013526102320141101,KLK0009789752,L,I,2,,"LINESTRING (67653.13500000164 430587.84600000083, 67656.57499999925 430577.79199999943, 67663.71799999848 430571.8379999995, 67674.30200000107 430569.98600000143)"
mengstroken_wegvak.69,Uitrijstrook,1 -> 1,T,413155007,2014-11-01T00:00:00,0,29,041315500720141101,KLK0008314395,R,I,1,,"LINESTRING (206510.1000000015 377508.6799999997, 206523.5399999991 377524.09699999914, 206525.42799999937 377532.42599999905)"
mengstroken_wegvak.70,Uitrijstrook,1 -> 1,H,135261022,2014-11-01T00:00:00,0,2,013526102220141101,KLK0009789752,L,I,2,,"LINESTRING (67674.30200000107 430569.98600000143, 67676.15709999949 430570.73330000043)"
mengstroken_wegvak.71,Uitrijstrook,1 -> 1,H,232377048,2014-11-01T00:00:00,0,12,023237704820141101,KLK0008825447,L,I,5,,"LINESTRING (116289.22700000182 488652.28500000015, 116301.22659999877 488652.3876999989)"
mengstroken_wegvak.72,Uitrijstrook,2 -> 2,T,232377048,2014-11-01T00:00:00,0,12,023237704820141101,KLK0008825445,L,I,1,,"LINESTRING (116289.22700000182 488652.28500000015, 116301.22659999877 488652.3876999989)"
mengstroken_wegvak.73,Uitrijstrook,1 -> 1,H,205260027,2014-11-01T00:00:00,0,16,020526002720141101,KLK0008096765,L,I,2,,"LINESTRING (102848 430245, 102853 430260)"
mengstroken_wegvak.74,Invoegstrook,1 -> 1,H,128217020,2014-11-01T00:00:00,8,97,012821702020141101,KLK0009846937,R,I,2,,"LINESTRING (64378.398299999535 408664.6469999999, 64427.34800000116 408683.8530000001, 64460.14939999953 408699.67350000143)"
mengstroken_wegvak.75,Uitrijstrook,1 -> 1,H,248358030,2017-09-01T00:00:00,76,98,024835803020170901,KLK0007221532,R,I,3,,"LINESTRING (124099.78720000014 479404.9349000007, 124106.67700000107 479392.59099999815, 124110.23299999908 479385.95600000024)"
mengstroken_wegvak.76,Uitrijstrook,2 -> 2,H,198266023,2016-04-01T00:00:00,0,21,019826602320160401,KLK0008124436,L,I,4,,"LINESTRING (99482 433343, 99488 433363)"
mengstroken_wegvak.77,Splitsing,2 -> 2,T,198266023,2016-04-01T00:00:00,0,21,019826602320160401,KLK0008124433,L,I,1,,"LINESTRING (99482 433343, 99488 433363)"
mengstroken_wegvak.78,Uitrijstrook,1 -> 1,H,208246062,2016-04-01T00:00:00,15,86,020824606220160401,KLK0008695462,R,I,3,,"LINESTRING (104328.87449999899 423457.71730000153, 104388.69000000134 423496.68200000003)"
mengstroken_wegvak.79,Uitrijstrook,1 -> 1,T,214459027,2016-12-01T00:00:00,0,22,021445902720161201,KLK0008079121,L,I,1,,"LINESTRING (107356.01099999994 529897.0650000013, 107353.94900000095 529890.318, 107353.94900000095 529878.699000001, 107353.94900000095 529875.3731000014)"
mengstroken_wegvak.80,Uitrijstrook,1 -> 1,T,293354085,2017-04-01T00:00:00,0,19,029335408520170401,KLK0008194999,L,I,1,,"LINESTRING (146765 477052, 146773 477069)"
mengstroken_wegvak.81,Uitrijstrook,1 -> 1,T,176323056,2018-04-01T00:00:00,0,38,017632305620180401,KLK0008814422,L,I,1,,"LINESTRING (88381.1559999995 461893.52800000086, 88386 461897, 88412.90199999884 461915.07499999925)"
mengstroken_wegvak.82,Uitrijstrook,1 -> 1,T,412150074,2018-12-01T00:00:00,0,25,041215007420181201,KLK0008146214,L,I,1,,"LINESTRING (206294.78299999982 375156.0150000006, 206270.74799999967 375164.2259999998)"
mengstroken_wegvak.83,Uitrijstrook,1 -> 1,H,92136006,2018-05-01T00:00:00,0,8,009213600620180501,KLK0008141161,M,I,3,,"LINESTRING (46319 368227, 46319.53220000118 368219.0177000016)"
mengstroken_wegvak.84,Invoegstrook,1 -> 1,H,418399011,2018-06-01T00:00:00,0,116,041839901120180601,KLK0008825856,R,I,3,,"LINESTRING (209035.86400000006 499592.7430000007, 209135.2899999991 499533.84899999946)"
mengstroken_wegvak.85,Uitrijstrook,1 -> 1,T,420396006,2018-06-01T00:00:00,0,12,042039600620180601,KLK0008150667,M,I,1,,"LINESTRING (210279.08700000122 498179.16600000113, 210286.30490000173 498169.5795000009)"
mengstroken_wegvak.86,Uitrijstrook,1 -> 1,H,418399008,2018-10-01T00:00:00,0,107,041839900820181001,KLK0008783352,L,I,3,,"LINESTRING (209158.96299999952 499532.1889999993, 209151.7190000005 499536.51199999824, 209067.0240000002 499586.55799999833)"
mengstroken_wegvak.87,Uitrijstrook,1 -> 1,H,283368017,2018-09-01T00:00:00,311,461,028336801720180901,KLK0008192984,R,I,3,,"LINESTRING (141945.24859999865 484484.91099999845, 141957.55999999866 484485.7899999991, 141975.08700000122 484489.98999999836, 141996.26700000092 484499.30099999905, 142034.79199999943 484520.6640000008, 142064.2049999982 484537.8990000002, 142079.63199999928 484547.313000001)"
mengstroken_wegvak.88,Uitrijstrook,1 -> 1,H,283368017,2018-09-01T00:00:00,277,311,028336801720180901,KLK0005705675,R,I,2,,"LINESTRING (141911.53759999946 484487.96709999815, 141914.92700000107 484487.16000000015, 141928.89400000125 484484.8779999986, 141942.22300000116 484484.6950000003, 141945.24859999865 484484.91099999845)"
mengstroken_wegvak.89,Uitrijstrook,1 -> 1,H,600137263,2019-02-01T00:00:00,0,23,060013726320190201,KLK0010236539,R,I,2,,"LINESTRING (163483 416366, 163460 416366)"
mengstroken_wegvak.90,Uitrijstrook,1 -> 1,H,600121015,2019-02-01T00:00:00,0,1,060012101520190201,KLK0008078786,L,I,5,,"LINESTRING (110224 517200, 110223.51440000162 517199.12579999864)"
mengstroken_wegvak.91,Uitrijstrook,2 -> 2,T,600121015,2019-02-01T00:00:00,0,1,060012101520190201,KLK0008078785,L,I,1,,"LINESTRING (110224 517200, 110223.51440000162 517199.12579999864)"
