Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Anker & Kompas;;;;;;1;;;1
anoniem 100;;;;;;;;1;1
anoniem 104;;;;;;;;1;1
anoniem 105;;;;1;;;;;1
anoniem 107;;;;;;1;;;1
anoniem 111;;;;;;;;1;1
anoniem 113;;;;;;;;1;1
anoniem 118;;;;;;;;1;1
anoniem 12;;;;;;;;1;1
anoniem 121;;;;;;1;;;1
anoniem 122;;;;;;2;;;2
anoniem 125;1;;;;;;;;1
anoniem 127;;;;;;;;1;1
anoniem 13;;;;;;;;1;1
anoniem 130;;;;;;;;1;1
anoniem 132;;;;;;1;;;1
anoniem 133;;;;;;1;;;1
anoniem 139;;;;;;1;;;1
anoniem 141;;;;;;2;;;2
anoniem 142;;;;;;1;;;1
anoniem 143;;;;;1;1;;;1
anoniem 149;;;;;;1;;;1
anoniem 15;;;;;;1;;;1
anoniem 153;;;;;2;;;;2
anoniem 155;;;;;;;;1;1
anoniem 159;;;;2;;;;;2
anoniem 164;1;;;;;;;;1
anoniem 17;;;;;;;;1;1
anoniem 170;1;;;;;;;;1
anoniem 203;;;;;;1;;;1
anoniem 230;1;;;;;;;;1
anoniem 24;;;;;1;;;;1
anoniem 25;1;;;;;;;;1
anoniem 252;;;;;;;;1;1
anoniem 257;;;;;;;;1;1
anoniem 26;;;;;;;;1;1
anoniem 260;;;;;;1;;;1
anoniem 279;;;;;;1;;;1
anoniem 288;;;;;;1;;;1
anoniem 294;1;;;;;;;;1
anoniem 3;;;;1;;;;;1
anoniem 327;;;;;;;;1;1
anoniem 331;;;;;;1;;;1
anoniem 334;1;;;;;;;;1
anoniem 339;;;;;;1;;;1
anoniem 34;;;;1;;;;;1
anoniem 35;;;;;;;;1;1
anoniem 363;;;;;;1;;2;2
anoniem 371;;;;1;;1;;;1
anoniem 379;;;;1;;;;;1
anoniem 381;1;;;1;;;;;1
anoniem 39;;;;1;;;;;1
anoniem 397;;;;;1;;;;1
anoniem 40;;;;;;1;;2;2
anoniem 408;;;;1;;;;;1
anoniem 41;;;;;;1;;;1
anoniem 42;;;;1;;;;;1
anoniem 49;;;;;;;;1;1
anoniem 53;;;;;;;;1;1
anoniem 58;;;;1;;;;1;1
anoniem 6;;;;;;;;1;1
anoniem 60;;;;;;;;1;1
anoniem 62;;;;;;;;1;1
anoniem 63;;;;;;;;1;1
anoniem 65;;;;;;;;1;1
anoniem 66;;;;1;;;;;1
anoniem 70;;;;;;;;1;1
anoniem 79;;;;1;;;;;1
anoniem 80;2;;;;;;;;2
anoniem 81;;;;;;;;1;1
anoniem 88;;;;;;1;;;1
anoniem 89;;;;;;;;2;2
anoniem 90;;;;;;;;1;1
anoniem 95;;;;;;;;1;1
Anouk Philips Gelukkig Hoogsensitief!;;;;;1;;;;1
AOG Contractonderwijs B.V.;;;;;;2;;;2
APCOA Parking Nederland B.V.;;;;;;;;1;1
Apple Retail Netherlands B.V.;1;;;;;;;;1
APPM Management Consultants B.V.;;;;;;2;;;2
Aquagis B.V.;;;;;;2;;;2
ARA DOLMETSCHERDIENST GMBH;;;;;;;;1;1
Arab. Translation Service;1;;;;;;;;1
Arbo Unie;;;;;1;1;;;1
Arbo Unie B.V.;1;;;;1;1;;;2
ARCADIS Nederland;;;;;2;;;1;2
Ardis Opleidingen B.V.;;;;;;3;;;3
Ardis Organisatieontwikkeling B.V.;1;;;;;1;;;2
Argentijns Restaurant San Telmo B.V.;;;;1;;;;;1
Argos Coaching;;;;;1;1;;;2
Arma Verhuur Horeca B.V.;;;;1;;;;;1
Art 4 You Decorations;;;;1;;;;;1
ASSOCIATION INTERNATIONALE DE POLIT;;;;;;1;;;1
At Computing B.V.;;;;;;2;;;2
At Osborne B.V.;;;;;;2;;;2
Atelier de Beleving;;;;1;;;;;1
Athlon Car Lease Nederland B.V.;;;;1;;;;1;1
Athlon Car Lease Rental Services B.V.;;;;;;;;1;1
August;;;;1;;;;;1
Aula Hospitality Ltd;;;;1;;;;;1
AUSTRIATECH GMBH;;;;;;1;;;1
Automotive Publishing B.V.;;;;;;2;;;2
Autostalling de Bazuin;;;;;;;;1;1
Avans Hogeschool MB B.V.;;;;;;1;;;1
AVIATION QUALITY SERVICES;;;;;;1;;;1
Aviodrome Exploitatie B.V.;;;;1;;;;;1
AWVN (Algemene Werkg.ver. Nederland);;;;;;1;;;1
AZ Barbecue & Gourmet Partyservice B.V.;;;;1;;;;;1
B.V. Het Refter;;;;1;;;;;1
B.V. Rederij G. Doeksen en Zonen;;;;;;;;1;1
B.V. Topselect;;;;;1;1;;;1
BaanBaan B.V.;;;;;3;;;;3
Babel B.V.;;;;;;1;;;1
Bacco Perbacco;;;;1;;;;;1
Baek Food & Drinks;;;;1;;;;;1
BAINES SIMMONS LIMITED;;;;;;2;;;2
Baker Tilly Berk Breda;1;;;;;;;;1
Bakkerij Andringa;;;;1;;1;;;1
Bakkerij Bornhijm B.V.;1;;;;;;;;1
Bakkerij C.J. van Kempen;1;;;;;;;;1
Bakkerij Dieteren B.V.;;;;;;1;;;1
Bakkerij Paul Schalke B.V.;;;;1;;;;;1
Bakx & Meijer B.V.;1;;;;;;;;1
Balance is Beautiful!;;;;;1;;;;1
Balans & Impuls B.V.;;;;;1;2;;;2
Ballon Express 2.0 B.V.;;;;1;;;;;1
Bally's Bowling;1;;;;;;;;1
BAM Infra Regionaal Den Haag;;;;1;;;;;1
Banketbakkerij Boheemen;;;;1;;;;;1
Banketbakkerij Maison Kelder B.V.;;;;1;;;;;1
Banketbakkerij Plasman;;;;1;;;;;1
Banketbakkerij Theo Blom V.O.F.;;;;1;;;;;1
Banketbakkerij, Chocolaterie Van Ingen;;;;1;;;;;1
Banketchocolaterie Hendricksen.;;;;1;;;;;1
Bar Restaurant Pavlov B.V.;;;;2;;;;;2
Barrevoets;;;;1;;;;;1
Basaal 2.0;;;;1;;;;;1
Bax-shop.nl B.V.;1;;;;;;;;1
Be7;1;;;;;1;;;1
Bea Hogervorst;;;;1;;;;;1
Beachclub Copacabana B.V.;;;;1;;;;;1
Beachzone events;;;;1;;;;;1
Becis B.V.;;;;;2;;;;2
Beleef Concepts v.o.f.;1;;;;;;;;1
Belgisch Biercafé Olivier B.V.;;;;1;;;;;1
Berenschot B.V.;;;;;1;2;;;2
Berghauser Pont Academy B.V.;;;;;;1;;;1
BERLITZ INT;;;;;;1;;;1
Beroepsvereniging Vide;;;;;;1;;;1
Besseling Travel B.V.;;;;1;;;;;1
Bestuursacademie Nederland Opleidingen B.V.;;;;;;1;;;1
Beter in je baan;;;;;;1;;;1
'Betonvereniging';;;;;1;1;;;1
Bezemer & Schubad B.V.;;;;;;1;;;1
Bij Albrecht;;;;1;;;;;1
Bij Robbert;;;;1;;;;;1
Bij Teus;;;;1;;;;;1
BijzonderStrafrecht B.V.;;;;;;1;;;1
Bink Rooftop;;;;1;;;;;1
Binkies Food & Drinks B.V.;;;;1;;;;;1
Biologische Slagerij Gerrit Takke;1;;;;;;;;1
Bis 26 B.V.;;;;1;;;;;1
Bisnez Management B.V.;;;;;;1;;;1
Bison Bowling;;;;1;;;;;1
Bistro de Stadshoeve;;;;1;;;;;1
Bistro Mer B.V.;1;;;;;;;;1
Bistrobar Indonesia;;;;1;;;;;1
Bizon Events B.V.;;;;1;;;;1;1
Blaas & Strang Beheer B.V.;;;;1;;;;;1
Blankestijn & Partners B.V.;;;;;;1;;;1
Blij! Coaching;;;;;1;1;;;1
BLOEM;;;;1;;;;;1
Bloemenboutique Fonville;1;;;1;;1;;;1
Bloemenhuis D.P. van Wageningen;1;;;1;;;;;1
Bloemenhuis De Narcis;;;;1;;;;;1
Bloemenhuis 'Magnolia';;;;1;;;;;1
Blond lunch & diner;;;;1;;;;;1
BLOSSOM bloemisterij;;;;1;;;;;1
BlueCity010 B.V.;;;;1;;;;;1
Bluevents B.V.;;;;1;;;;;1
BMC Advies B.V.;;;;;;;;2;2
Bodega De Posthoorn;;;;1;;;;;1
Bokstijn Feestartikelen;1;;;;;;;;1
bol.com B.V.;1;;;1;;1;;1;1
Bonn Marriott World Conference Hote;;;;1;;;;;1
Bont Consult;2;;;;;;;;2
Bonte Koe Verhuur;1;;;;;;;;1
Boogh Arbeidsre-integratie;1;;;;1;2;;;2
Boot & Stuurliedencoöp. 'De Koperen Ploeg' WA;;;;1;;;;1;1
Bordbusters B.V.;;;1;;;;;;1
Boterwaag Den Haag B.V.;;;;1;;;;;1
Brace Automotive B.V.;;;;;;1;;;1
Bram Martens Improvisatie;1;;;;;;;;1
Brasserie Buitenhof;;;;1;;;;;1
Brasserie Le Nord;;;;1;;;;;1
Brasserie Sequenza;1;;;1;;;;;1
Brasserie Soho B.V.;;;;1;;;;;1
BRASSERIE VINK;1;;;1;;;;;1
BRB Sound;1;;;;;;;;1
Bright Events;;;;;;2;;;2
Brisk-Consultancy;;;;;1;;;;1
Brood- en banketbakkerij J.W. Blom B.V.;1;;;;;;;;1
Brood- en Banketbakkerij Sterk B.V.;;;;1;;;;;1
BROUT B.V.;1;;;;;2;;;2
Brouwer Tours;;;;;;;;1;1
Buena Vista Beach Club B.V.;;;;2;;;;;2
Bureau Beysterveld;;;;;;1;;;1
Bureau Consense;;;;;;1;;;1
Bureau Edixhoven Training & Advies;;;;1;;;;;1
Bureau Integriteit B.V.;;;;;;2;;;2
Bureau Wijkwiskunde;;;;1;;;;;1
Bureau Zuidema B.V.;;;;;1;3;;1;3
Bureautaal B.V.;;;;;;1;;;1
BurgGolf Zoetermeer B.V.;;;;1;;;;;1
Burghoorn Trainingen;;;;;;2;;;2
Burosa;;;;1;;;;;1
Burrata Turfmarkt B.V.;;;;1;;;;;1
Businesswise Inspiring People B.V.;2;;;;;;;;2
BVBA De Seefhoek;;;;1;;;;;1
BVR Advis. Sted. Ontw. en Management B.V.;;;;;;;;1;1
C2Results B.V.;;;;;;2;;;2
Cadeau Concepten B.V.;1;;;1;;;;;1
Cadeaubonnen.nl B.V.;1;;;1;;;;;1
CAE Center Amsterdam B.V.;;;;;;2;;;2
CAE Training & Services Brussels N.;;;;;;1;;;1
Café 2005;;;;1;;;;;1
Café Hanneke;;;;1;;;;;1
Café Het Witte Huis;;;;1;;;;;1
Café Le Penseur;;;;1;;;;;1
Café Restaurant Luchthaven Lelystad;;;;1;;1;;;1
Café Restaurant Rootz B.V.;;;;1;;;;;1
Café Suhumi;;;;1;;;;;1
Café 't Zielhoes;;;;1;;;;;1
Café-Restaurant De Plantage B.V.;;;;1;;;;;1
Café-Restaurant Riva B.V.;;;;1;;;;;1
Café-Restaurantbedrijf De Kikker;;;;1;;;;;1
Cafe Blossom;;;;1;;;;;1
Cafe/Restaurant De Eeuwige Jachtvelden;;;;1;;;;;1
CameraNU.nl;;;1;;1;;;;1
CAOP;;;;1;1;2;;;2
Capgemini Educational Services B.V.;;;;;;1;;;1
Capgemini Nederland B.V.;1;;;;;1;;;1
Capriole Coffee Café B.V.;;;;1;;;;;1
Carlton Beach Club;;;;1;;;1;;1
Caroni;;;;1;;;;;1
Catering Broodje Gesmeerd;;;;1;;;;;1
Catering De Steiger V.O.F.;;;;1;;;;;1
CCO-Projects & Training B.V.;;;;;;1;;;1
CE Delft;1;;;;;;;;1
Centraal Boekhuis B.V.;1;;;;;;;;1
CENTRE D'ETUDE SUR L' EVALUATION DE;;;;;;1;;;1
Centrum Quadraat;1;;;;;;;;1
China Fantasy;;;;1;;;;;1
Chinees Restaurant Azi?�;;;;1;;;;;1
Chocolatier Jelle Voorzee;;;;1;;;;;1
Ciao! Ciao! B.V.;;;;1;;;;;1
CIC NL Operations B.V.;;;;;;1;;;1
Cicerones;;;;1;;;;;1
Cigahotels Espa�a SL;;;;;;;;1;1
Cindrillon;;;;1;;;;;1
Citylife B.V.;;;;1;;;;;1
Citylife Hotel Management (Auckland;;;;;;;;1;1
CLS Computertrainingen;;;;;;1;;;1
CN Trading;;;;;;1;;;1
CNV Jongeren;;;;;;1;;;1
Coöperatie Academic Transfer UA;;;;;1;;;;1
Coöperatie ACS partners UA;;;;;;1;;;1
Coöperatie Barbaar UA;1;;;;;;;;1
Coöperatie 'Neptunus' UA;;;;;;;;1;1
Coöperatieve Ver. van Vletterl.-Werkzaamh. WA;;;;;;;;1;1
Coachcenter B.V.;;;;;;1;;;1
Cobbler Coaching & Training;;;;;1;;;;1
COCD VZW;;;;;;1;;;1
CoCo The Cocktail Company;;;;1;;;;;1
Collective Talent Company;;;;;;1;;;1
Columba Communications;1;;;;;1;;;1
Compacon West Nederland B.V.;1;;;2;;;;1;2
COMPAREX Nederland B.V.;;;;;;;1;;1
Compass Group Nederland B.V.;1;;;;;;;;1
Complions-GRC B.V.;;;;;;1;;;1
Compu'Train;;;;;;1;;;1
Computrain Opleidingen;;;;;;1;;;1
Conference Management;;;;;;;;1;1
Congress by design;;;;2;;;;;2
Connect Management Consulting;;;;;;2;;;2
Connected Information Systems B.V.;1;;;;;1;;;1
Connexxion Taxi Services B.V.;;;;;;;;1;1
Connexxion Tours B.V.;1;;;;;;;;1
Coolblue B.V.;1;;;;;1;;;1
Coosto B.V.;;;;;;1;;;1
Corinor Organisatieontwikkeling B.V.;;;;;;1;;1;1
Cortenaer B.V.;;;;1;;;;;1
Coumans HR Consult;;;;;2;;;;2
Courius B.V.;;;;;1;;;;1
Cousine Catering;;;;1;;;;;1
Crazy Pianos B.V.;;;;1;;;;;1
CreAim Reconi;;;;;;1;;;1
Cross Resolution;;;;1;;;;;1
CSR Centrum B.V.;;;;;1;;;;1
Culpepper B.V.;;;;1;;;;;1
D. van Stolk Training Coaching & Advies;;;;;;1;;;1
Dagelijks Lekker B.V.;;;;1;;;;;1
Dance Holland;;;;1;;;;;1
DANISH MARITIME AUTHORITY;;;;;;1;;;1
DANISH METEOROLOGICAL INSTITUTE;;;;;;;;1;1
Dare & Care;1;;;;2;1;;;2
DarkPark Delft;1;;;;;;;;1
DataExpert B.V.;;;;;;1;;;1
Davilex Software B.V.;;;;;;;1;;1
Dazhong B.V.;;;;1;;;;;1
Dbf Communicatie B.V.;;;;;1;;;;1
De Academy B.V.;;;;;;1;;;1
De Baak Administratie;;;;;;3;;1;3
De Baak B.V.;1;;;;;2;;1;2
De Baak Noordwijk B.V.;;;;;;;;1;1
De Ballentent;;;;1;;;;;1
De Bazar B.V.;;;;1;;;;;1
De Bierelier B.V.;;;;1;;;;;1
De Bierkelder Utrecht;;;;1;;;;;1
De Blauwe Maan;;;;;;1;;;1
De Blomster;1;;;1;;;;;1
De Bonte Koe B.V.;;;;1;;;;;1
De Branding Utrecht B.V.;1;;;1;1;;;;1
De Brouwschuur B.V.;;;;1;;;;;1
De Colonie Houten B.V.;1;;;;;;;;1
De Colonie 's-Graveland B.V.;;;;1;;;;;1
De Efteling B.V.;;;;2;;;;;2
De Fanfare;;;;1;;;;;1
De Federatie B.V.;;;;;;2;;;2
De Fruitvis;;;;1;;;;;1
De Gist B.V.;;;;1;;;;;1
De Griffel V.O.F.;1;;;;;;;;1
De Haan Communicatie Groep B.V.;2;;;;;;;;2
De Heeren van Driebergen B.V.;;;;1;;;;;1
De Heische Hoeve B.V.;1;;;;;;;;1
De Horeca Academie Zakelijk B.V.;1;;;;;;;;1
De Inpakservice;;;;;;1;;;1
De Jong Psycholoog voor Arbeid en Vitaliteit;;;;;1;1;;;1
De keuken van Thijs;;;;1;;;;;1
De Kookfabriek Rotterdam B.V.;;;;1;;;;;1
De Korte Weg B.V.;;;;1;;;;;1
De Kurenpolder B.V.;1;;;;;;;;1
De Loopbaanpraktijk;;;;;1;;;;1
De Nachtegaal Lisse B.V.;;;;1;;;;;1
De Nonnen in Vught;;;;;;2;;1;2
De Nonnerie B.V.;;;;1;;;;;1
De Oude Bibliotheek B.V.;;;;;;2;;;2
De PreventieCoach;;;;;;1;;;1
De Rotterdam B.V.;;;;1;;1;;;1
De Ruiter Advies;;;;;;1;;;1
De Ruyter Training & Consultancy B.V.;;;;;;1;;;1
De Schenker B.V.;;;;1;;;;;1
De Sleutel Culinair B.V.;;;;1;;;;;1
De Snoepwinkel V.O.F.;;;;1;;;;;1
De Stijlacademie voor kleur & kleding;;;;;;1;;;1
De Toezichtsfluisteraar;;;;1;;;;;1
De Tombe Consultancy B.V.;;;;;1;1;;;1
De Utrechtse Haven B.V.;;;;1;;;;;1
De Veldkeuken Amelisweerd B.V.;;;;;;1;;;1
De Versnelling B.V.;;;;;;;;1;1
De Winkel van Sinkel B.V.;1;;;1;;;;;1
De Witte Zwaan B.V.;;;;1;;;;;1
De Zeeuw Facilitator Productions;;;;;;1;;;1
Debat.NL B.V.;;;;;1;;;;1
Debatrix;;;;;;1;;;1
DegansenVanGeel.nl;;;;;;1;;;1
Dekxels B.V.;;;;1;;;;;1
deLex Media en Management B.V.;;;;;;1;;;1
Delft Congress Support B.V.;;;;;;1;;;1
DelftByCycle;;;;1;;;;;1
DeLiterSlijter.nl;;;;1;;;;;1
Deloitte Accountants;1;;;;;;;;1
Deltap Coaching;;;;;;1;;;1
Den Hartog & Van Heijst;;;;;3;;;;3
Denkproducties V.O.F.;;;;;;1;;;1
Department of Transport, Tourism an;;;;;;;;1;1
Derde Zaak B.V.;;;;1;;;;;1
DeSeizoenen B.V.;;;;;;1;;;1
DEUTSCHER WETTERDIENST;;;;;;;;1;1
Development Works;;;;;1;1;;;1
DFG;;;;;;1;;;1
DGRM;;;;;;2;;;2
Dialogue;;;;;;1;;;1
DiaVentie Management Consulting;;;;;;1;;;1
Diemen & Van Gestel Select B.V.;;;;;;1;;;1
DIMDI;;;;;;;;1;1
Diner Thuis;1;;;1;;;;;1
Dinerspel.nl;1;;;1;;;;;1
DIOR Opleidingen;;;;;;1;;;1
DJ Robér;;;;1;;;;;1
Dodo Essentiecoach;;;;;;1;;;1
Domino's Pizza Voorburg;1;;;;;;;;1
Dorpsbistro Naast De Buren;1;;;;;;;;1
Driessen Restaurants B.V.;;;;1;;;;;1
Drijvend Paviljoen;2;;;;;;;;2
Drone Flight Academy B.V.;;;;;;2;;;2
DUBONIA;;;;;;1;;;1
Dudok aan de Maas B.V.;;;;1;;;;;1
Dudok Arnhem B.V.;;;;1;;;;;1
Dudok Den Haag B.V.;1;;;;;;;;1
Dudok Rijnstraat B.V.;;;;1;;;;;1
Dukino Skate School;1;;;;;;;;1
Dulang Indonesische Lekkernijen;;;;1;;;;;1
Dununba Percussie Workshops;;;;1;;;;;1
Dutch Aviation Group (DAG);1;;;;;1;;;1
Dutch DJ Entertainment;;;;1;;;;;1
Dutch Icon;1;;;;;;;;1
Dutch Pinball Museum;;;;1;;;;;1
DynaVision B.V.;1;;;;1;1;;;1
E.M. Toonen Holding B.V.;;;;;;;;1;1
Ebbinge & Company International Holding B.V.;;;;;;1;;;1
e-bouwmanagement;1;;;1;;;;;1
ECMWF;;;;;;1;;;1
Ecovia;;;;;;1;;;1
Education Abroad;;;;;;1;;;1
Eduvision B.V.;;;;;;2;;;2
Edwin de Vos Playful Organisatieadvies;;;;;;1;;;1
Edwin Smulders Catering;;;;1;;;;;1
Eet- en Bierencafé De Beiaard;;;;1;;;;;1
Eetcaf?? Vidocq B.V.;;;;1;;;;;1
Eetcafé Movies;;;;1;;;;;1
Eetcafe De Fabriek;;;;;;1;;;1
Eetcafe de Stadstuin;;;;1;;;;;1
Eetcafe Joos;1;;;1;;;;;1
Eetze Yin B.V.;;;;1;;;;;1
Effectyf B.V.;;;;;1;1;;;1
El Primo B.V.;;;;1;;;;;1
Elba Media B.V.;;;;;;1;;;1
elke dag ...lekker;;;;1;;;;;1
Elroycom;1;;;;;;;;1
Elycio B.V.;;;;;;1;;;1
Elycio Talen B.V.;;;;;;2;;1;2
EMC Advies B.V.;;;;;;5;;;5
Empower 2 Improve B.V.;2;;;;;3;;;4
eNautica Marine Service;;;;;;1;;;1
English Upside Down;;;;;;1;;;1
Epiphany Mindfulness;;;;;;1;;;1
Epona Software Productions B.V.;;;;;1;;;;1
ER-coaching;;;;;;1;;;1
Ergatis B.V.;1;;;;;1;;;1
Ernst Sillem Hoeve B.V.;;;;;;;;1;1
ESB B.V.;1;;;;;;;;1
Escape Room Scheveningen;1;;;;;;;;1
Escaping NL B.V.;;;;1;;;;;1
ESSL;;;;;;1;;;1
ESSL - European Severe Storms Labor;;;;;;1;;;1
Esther van der Valk Consult;;;;;1;;;;1
ETA SRL;;;;;;1;;;1
Eten bij Werelds;;;;1;;;;;1
ETH Z�RICH;;;;;;1;;;1
Eur. Assoc. for the St. of Science and Techn.;;;;;;1;;;1
Eurocontrol B.V.;;;;;;1;;;1
Euroforum;;;;;;1;;;1
Euromast Horeca B.V.;;;;1;;;;;1
European Bank for Reconstruction an;;;;1;;;;;1
European Fund Management Consulting;;;;;;1;;;1
evenementen organisatie de waterkoets;1;;;;;;;;1
Evera en Ondernemershuis Groningen;1;;;;;;;;1
EVO Fenedex;1;;;;;1;;;1
eVRest B.V.;;;;1;;;;;1
Exellior B.V.;;;;;;1;;;1
Expertise en Kwaliteitsadvies Nederland B.V.;;;;1;;;;;1
EXPERTYZ;;;;;1;1;;;1
Explainit Company;;;;;;1;;;1
Exploit. Maatsch. De Nwe Poort Rotterdam B.V.;;;;1;;;;;1
Exploitatiemaatschappij City Hotel Gouda B.V.;;;;1;;;;;1
Exploitatiemaatschappij City Hotel Woerden;;;;1;;;;;1
Exploitatiemaatschappij De Uitkijk B.V.;;;;1;;;;;1
EYE - Bar Restaurant B.V.;;;;1;;;;;1
F5 Networking;;;;;;1;;;1
Fa. Pennings en Zn.;;;;;;;;1;1
Facilicom Facility Solutions B.V.;1;;;;;;;;1
FEINGER�TEBAU K. FISCHER GMBH;;;;1;;;;;1
Feithhuis Exploitatie B.V.;;;;1;;;;;1
Ferry-G Music;;;;1;;;;;1
Fico Urban Italian;;;;1;;;;;1
Fietstochten Utrecht;1;;;;;;;;1
Fietsverhuur De Markt;;;;1;;;;;1
Figi;;;;1;;;;;1
Fire and Medical Training Centre B.V.;;;;;;1;;;1
Firma Hof der Muzen;;;;2;;;;;2
First Page B.V.;1;;;;;;;;1
Fletcher Hotel-Restaurant Heiloo;1;;;;;;;;1
Flore V.O.F.;;;;1;;;;;1
Food Lovers Im/Export;;;;1;;;;;1
Foodlog Media B.V.;;;;;;1;;;1
Foodzie;;;;1;;;;;1
For Conference B.V.;;;;;;1;;;1
Fotografie : Paul Voorham;1;;;;;;;;1
Fox-IT;;;;;;2;;;2
Frankwatching B.V.;1;;;;;1;;;1
Freek Peters, organisatie & management B.V.;;;;;;1;;;1
Fresh Eyes;;;;;;1;;;1
Frisse Blikken ondernemen met talent B.V.;;;;;;3;;;3
Fruitful Office Benelux;;;;1;;;;;1
Fun Thrills;;;;1;;;;;1
Fundaci� Universit�ria Balmes;;;;;;;;1;1
G&K Psychiatrische Expertise;;;;;;1;;;1
G. Van De Pol & Zn. B.V.;;;;;;1;;;1
G.W.Th.M. Vreman B.V.;;;;;;1;;;1
GAAF - positieve energie;;;;;1;;;;1
Gajes in de Bajes;1;;;;;;;;1
Gall & Gall B.V.;;;;1;;;;;1
Gans Coaching;;;;;1;1;;;1
Ganzenmarkt 24-26 Horeca Exploitatie;;;;1;;;;;1
Gasterij het oude Posthuijs;1;;;;;;;;1
Gastheeren Bedrijfscatering;;;;1;;;;;1
Gastronomia Lusso;;;;1;;;;;1
Gebr. Barendsen B.V.;;;;2;;;;;2
gefeliciTAART B.V.;;;;1;;;;;1
Gelukmanagement Beheer B.V.;;;;;1;;;;1
Geo-Informatie Nederland;;;;;;1;;;1
Geovusie;;;;;;1;;;1
Get out of here B.V.;;;;1;;;;;1
Gewoon aan de slag;;;;;;1;;;1
Gezond in Bedrijf;;;;;;1;;;1
Giesen Spatial;;;;;;;;1;1
Giftcards B.V.;;;;;;1;;;1
GILDE STADSWANDELING ST;;;;1;;;;;1
Gis�le Gauthier Traiteur;;;;1;;;;;1
GITP Training & Opleiding B.V.;;;;;;2;;;2
GJM Communicatie B.V.;;;;;;1;;;1
Global Knowledge Network Netherlands B.V.;;;;;;1;;;1
Goevaers Consultancy B.V.;;;;;;1;;;1
GoodHabitz B.V.;;;;;;2;;;2
GORTcoaching B.V.;;;;;;1;;;1
Governance & Integrity Nederland B.V.;;;;;;1;;;1
GrachtenAtelier;;;;1;;;;;1
Grafisch Centrum Salland;;;;1;;;;;1
Gran Mercado B.V.;1;;;1;;;;;1
grand café Lebowski;1;;;1;;;;;1
Grandcafe Haagsche Bluf;;;;1;;;;;1
Grand-diner-café 't Boterhuis B.V.;;;;1;;;;;1
Granny's Corner;1;;;2;;1;;;2
Graphic Hunters;;;;;;1;;;1
Green Turf B.V.;;;;1;;;;;1
Greengiving B.V.;;;;1;;;;;1
Greetz B.V.;;;;1;;;;;1
