Leverancier;9530 - DEF specifiek;Eindtotaal
Anoniem_DEF_294;1;1
Anoniem_DEF_306;1;1
Anoniem_DEF_32;2;2
Anoniem_DEF_324;2;2
Anoniem_DEF_329;1;1
Anoniem_DEF_334;1;1
Anoniem_DEF_357;1;1
Anoniem_DEF_37;5;5
Anoniem_DEF_370;2;2
Anoniem_DEF_372;1;1
Anoniem_DEF_384;1;1
Anoniem_DEF_385;1;1
Anoniem_DEF_389;2;2
Anoniem_DEF_396;3;3
Anoniem_DEF_402;4;4
Anoniem_DEF_403;1;1
Anoniem_DEF_414;1;1
Anoniem_DEF_418;1;1
Anoniem_DEF_427;1;1
Anoniem_DEF_428;1;1
Anoniem_DEF_429;1;1
Anoniem_DEF_436;1;1
Anoniem_DEF_443;1;1
Anoniem_DEF_448;2;2
Anoniem_DEF_449;1;1
Anoniem_DEF_454;3;3
Anoniem_DEF_456;1;1
Anoniem_DEF_459;1;1
Anoniem_DEF_460;4;4
Anoniem_DEF_461;3;3
Anoniem_DEF_462;1;1
Anoniem_DEF_466;1;1
Anoniem_DEF_469;1;1
Anoniem_DEF_475;2;2
Anoniem_DEF_485;1;1
Anoniem_DEF_487;1;1
Anoniem_DEF_492;1;1
Anoniem_DEF_497;1;1
Anoniem_DEF_502;1;1
Anoniem_DEF_503;6;6
Anoniem_DEF_511;4;4
Anoniem_DEF_512;3;3
Anoniem_DEF_517;7;7
Anoniem_DEF_526;1;1
Anoniem_DEF_527;1;1
Anoniem_DEF_529;2;2
Anoniem_DEF_537;1;1
Anoniem_DEF_538;1;1
Anoniem_DEF_544;1;1
Anoniem_DEF_545;2;2
Anoniem_DEF_546;1;1
Anoniem_DEF_549;1;1
Anoniem_DEF_551;2;2
Anoniem_DEF_556;1;1
Anoniem_DEF_559;1;1
Anoniem_DEF_562;1;1
Anoniem_DEF_564;1;1
Anoniem_DEF_567;1;1
Anoniem_DEF_569;1;1
Anoniem_DEF_574;1;1
Anoniem_DEF_575;4;4
Anoniem_DEF_576;1;1
Anoniem_DEF_580;1;1
Anoniem_DEF_581;1;1
Anoniem_DEF_586;1;1
Anoniem_DEF_594;1;1
Anoniem_DEF_597;2;2
Anoniem_DEF_601;1;1
Anoniem_DEF_604;1;1
Anoniem_DEF_606;1;1
Anoniem_DEF_608;1;1
Anoniem_DEF_610;1;1
Anoniem_DEF_611;1;1
Anoniem_DEF_612;1;1
Anoniem_DEF_615;3;3
Anoniem_DEF_620;4;4
Anoniem_DEF_622;1;1
Anoniem_DEF_624;1;1
Anoniem_DEF_63;1;1
Anoniem_DEF_65;1;1
Anoniem_DEF_658;1;1
Anoniem_DEF_663;1;1
Anoniem_DEF_675;2;2
Anoniem_DEF_687;1;1
Anoniem_DEF_698;1;1
Anoniem_DEF_703;1;1
Anoniem_DEF_714;1;1
Anoniem_DEF_716;1;1
Anoniem_DEF_726;2;2
Anoniem_DEF_738;1;1
Anoniem_DEF_739;1;1
Anoniem_DEF_742;1;1
Anoniem_DEF_776;1;1
Anoniem_DEF_780;1;1
Anoniem_DEF_785;2;2
Anoniem_DEF_789;1;1
Anoniem_DEF_801;1;1
Anoniem_DEF_805;1;1
Anoniem_DEF_810;1;1
Anoniem_DEF_824;1;1
Anoniem_DEF_828;1;1
Anoniem_DEF_831;1;1
Anoniem_DEF_834;1;1
Anoniem_DEF_838;1;1
Anoniem_DEF_845;4;4
Anoniem_DEF_85;2;2
Anoniem_DEF_879;1;1
Anoniem_DEF_894;1;1
Anoniem_DEF_910;1;1
Anoniem_DEF_918;1;1
Anoniem_DEF_92;4;4
Anoniem_DEF_942;1;1
Anoniem_DEF_948;1;1
Anoniem_DEF_949;5;5
Anoniem_DEF_957;2;2
Anoniem_DEF_978;1;1
Anoniem_DEF_980;1;1
ANSUL Solutions B.V.;1;1
Anthos Labtec B.V.;1;1
Antonides;1;1
Aon Risk Solutions;1;1
Apotheekhoudende Huisartsenpraktijk Koudum;1;1
APS Squadron Patches B.V.;1;1
Argus Etiketten B.V.;1;1
Arion;1;1
Arion Slide Solutions B.V.;1;1
Arjo Nederland B.V.;1;1
Arseus Dental Nederland;1;1
Arsis Medical B.V.;1;1
Arthrex Nederland B.V.;3;3
Artihove Regina B.V.;1;1
Artisan;2;2
Ask Roger!;1;1
Aspenal B.V.;1;1
ATIS;1;1
Audion Elektro B.V.;1;1
Audmet B.V.;1;1
Aurobindo Pharma B.V.;2;2
Aurora Borealis Control B.V.;2;2
Auto Rega B.V.;1;1
Autobedrijf Hooymans B.V.;1;1
Autocentrum Castricum B.V.;3;3
Autoplex Zevenaar B.V.;2;2
Aveant B.V.;1;1
Aviation War Books;1;1
Aviocom B.V.;2;2
Axflow B.V.;1;1
B.V. Adviesbur. Mach. en Werktuigen 'A.M.W.';1;1
B.V. Aluglas Verenigde Bedrijven;1;1
B.V. Hillegomsche Houthandel;1;1
B.V. MSB-A Plus;1;1
B.V. Mytri;1;1
B.V. Twentsche Kabelfabriek;1;1
B+B Vakmedianet B.V.;1;1
Baars & Bloemhoff;1;1
BAASIMMEDIA;1;1
Bakker Bedrijfswagens Amersfoort;2;2
Basko Healthcare;1;1
Bauerfeind Benelux B.V.;3;3
BBO-ergo B.V.;2;2
BE Kerkhof;1;1
Bechtle direct B.V.;2;2
Becton Dickinson;2;2
Bee-Line B.V.;1;1
BeeTronics B.V.;1;1
Beginnen met Overwinnen;1;1
BekkerLaGram Waalwijk B.V.;2;2
Belimed B.V.;2;2
BENETEC Medical Systems;1;1
BijzOndergoed;1;1
Biomet 3i Netherlands B.V.;1;1
Bio-Rad Laboratories B.V.;1;1
Biotrack B.V.;5;5
BirdView Expertises B.V.;1;1
BKV Groep B.V.;1;1
Blanks & Centralfab;1;1
BMC Advies B.V.;5;5
Boekbinderij Mulder;1;1
Boekhandel Kettenis;1;1
Bogaard Tegels en Sanitair B.V.;1;1
Bogra Uitvaartkisten B.V.;1;1
Boom B.V.;2;2
Boom uitgevers Amsterdam B.V.;2;2
Bovomed;1;1
BP Europa SE - BP Nederland;1;1
Brands Structural Products B.V.;1;1
Brandsma B.V.;2;2
Breeland B.V.;1;1
Brezan Automaterialen Goes;1;1
Brocacef B.V.;7;7
Brocacef Healthcare Services B.V.;2;2
Broshuis B.V.;1;1
Brouwer Projectstoffering B.V.;1;1
Brunschwig Chemie B.V.;1;1
Brush HMA;1;1
Buckaroo B.V.;1;1
Burg Service B.V.;1;1
Bus' Handelmaatschappij B.V.;1;1
Buveco Gasdetection B.V.;1;1
Byourbrand;2;2
C.V. Marsdiep Dreijer;1;1
Caparis Foodpack;1;1
Caparis N.V.;1;1
Car Cool Center;1;1
Cardinal Health Netherlands 502 B.V.;1;1
Cardio Solutions B.V.;1;1
CareFirst B.V.;1;1
CareFusion Netherlands 238 B.V.;2;2
CarePack Holland B.V.;2;2
Carl Zeiss B.V.;2;2
Carrosserie Akkermans B.V.;1;1
CARU Containers B.V.;1;1
Ceban B.V.;1;1
Cekumed B.V.;1;1
Celgene B.V.;2;2
Cemex Trescon B.V.;1;1
Central Point Nederland B.V.;1;1
Chess-Steps;1;1
Chikara Nederland B.V.;1;1
CHS Special Products B.V.;2;2
Cinnova B.V.;1;1
Cirkel Cleaning B.V.;1;1
Climalife Dehon;1;1
Clindia Benelux B.V.;3;3
C-Mark B.V.;1;1
Codan B.V.;2;2
Coloplast B.V.;1;1
Columbus Medical B.V.;1;1
Combigas B.V.;1;1
Combiglas Glashandel en Zetbedrijf;1;1
Complete Store Van Dijk B.V.;2;2
Compositespoint B.V.;1;1
Compressor Service Techniek B.V.;1;1
Computersystemen 2000;1;1
Conducto B.V.;2;2
Confectiefabriek 'De Berkel' B.V.;1;1
Conrad Electronic Benelux B.V.;1;1
Consolit B.V.;1;1
Convet B.V.;1;1
Cook Nederland B.V.;1;1
Coolblue B.V.;1;1
Coolmark B.V.;1;1
Coöp. Med. Special. Bedrijf Midden-Brabant UA;1;1
Coöperatie Medisch Specialisten Gelre U.A.;1;1
Coöperatief MSB Alrijne UA;4;4
Copijn Realisatie B.V.;1;1
Copoint Electronics B.V.;1;1
Corlido Project Supply B.V.;1;1
Corpuls Benelux;3;3
Corpus Plus B.V.;1;1
Correctbook Europe B.V.;1;1
COSMED Benelux B.V.;2;2
Da Vinci Kliniek;1;1
Dag en Nacht Media B.V.;2;2
Damme Kunststoffen B.V.;1;1
Datec;1;1
Daxtrio B.V.;1;1
D-Care;1;1
De Borduurshop B.V.;1;1
De Burgh Eindhoven B.V.;4;4
De Firma Frank;1;1
De Heffer;1;1
De Kwast B.V.;1;1
De Looper NDO B.V.;1;1
De Maat en Willemen 4Dental;2;2
De Ploeg Techniek B.V.;1;1
De Ridder B.V.;1;1
De Sikkens Grossier Alkmaar;1;1
De Sleutelspecialist Van den Acker;1;1
De Vries Projekt Design B.V.;1;1
De Wolf Maritime Safety;1;1
Delhor Holding B.V.;1;1
DELTA Comfort B.V.;1;1
Delta International Promotioneel B.V.;1;1
Delta International Uniformuitrustingen B.V.;1;1
Dencor Medical;1;1
Denios B.V.;3;3
dental bauer Nederland B.V.;1;1
Dental International B.V.;1;1
Dental Union B.V.;2;2
Dentalair Consumables B.V.;7;7
Dentalair Group B.V.;4;4
Dentalair Products Nederland B.V.;4;4
Dent-Med Materials B.V.;1;1
Dentsply Sirona Benelux B.V.;1;1
Dermatologie St. Antonius Ziekenhuis;1;1
deurmataanhuis.nl;1;1
Deventit B.V.;1;1
DGM Netherlands B.V.;1;1
Digimaxx.nl B.V.;1;1
Digital Revolution B.V.;1;1
Dijssel B.V.;3;3
Dikkerboom Betonboringen B.V.;1;1
Dispo Medical B.V.;1;1
Disporta Eerstelijn B.V.;1;1
DLS-Drive Line Systems B.V.;1;1
DMS Diesel Motoren Service;1;1
DMS Sound;1;1
DNV GL Business Assurance;1;1
Doornse Apotheek B.V.;1;1
Doove Care Groep B.V.;1;1
Dopper;1;1
Dörr Kampen B.V.;2;2
Dr. Fisher Farma B.V.;1;1
Dr. Weigert Nederland;1;1
DRAGT;1;1
DRV Special Products;1;1
DTG B.V.;1;1
Duchefa Farma B.V.;2;2
Duijvelaar Pompen;1;1
Duikcentrum Amersfoort;1;1
Dumco B.V.;1;1
Durven Doen training en advies;1;1
Dutch Boxx Golfkarton B.V.;1;1
DWC B.V.;1;1
DXC Technology;1;1
Dynastart Hydraulics B.V.;1;1
E. Cure;1;1
E.Novation B.V.;1;1
E.T. Euro Trade Nederland B.V.;1;1
EB Commerce B.V.;1;1
Ecolab B.V.;1;1
Ecolectro;1;1
Edin B.V.;1;1
Eijkelkamp Soil & Water B.V.;1;1
Electro-Cap Center B.V.;1;1
Elfa Elementenfabriek B.V.;2;2
Elis Nederland B.V.;1;1
Em Kantoorsystemen B.V.;1;1
Emcend B.V.;1;1
Emdamed B.V.;1;1
Emdaplast B.V.;1;1
E-Medical;1;1
Emergomed;2;2
Emid;1;1
emkei95;1;1
Endomed B.V.;1;1
Endoss B.V.;1;1
EnerSys B.V.;1;1
Engels;2;2
Enklaar Editing;1;1
Enraf-Nonius B.V.;3;3
EPG Hydraulistics;1;1
ERBE Nederland B.V.;1;1
Eriks B.V.;1;1
Essentra Components B.V.;1;1
Essilor Nederland B.V.;4;4
Essity Netherlands B.V.;1;1
Eurocept B.V.;1;1
Eurocept Zorglogistiek;1;1
Euroforum;1;1
Euro-Index B.V.;1;1
Euro-Lacke B.V.;1;1
Eurosteriel Medical B.V.;1;1
Evry B.V.;1;1
ExamVision Nederland;1;1
Excent Tandtechniek Amsterdam B.V.;1;1
Excent Tandtechniek Bergen op Zoom B.V.;1;1
Exide Technologies B.V.;1;1
EXO-L B.V.;1;1
eXperIT;1;1
Expo Display Service;1;1
E-Zorg;1;1
Fabory Nederland;1;1
FacilityLinQ B.V.;1;1
Faes Cases B.V.;1;1
Fagron Nederland B.V.;2;2
Famos B.V.;1;1
Farnell (Netherlands) B.V.;1;1
Fast Feet t.h.o.d.n. Runnersworld Hoorn;2;2
FAULHABER BENELUX B.V.;1;1
Feeture Insoles B.V.;3;3
Felix Trading B.V.;2;2
FenS B.V.;1;1
Fietsen op Maat;1;1
Film Atelier Den Haag;2;2
FinCo Supply & Trading B.V.;2;2
Firma Gebroeders Mendel;1;1
Fisher Emergo B.V.;1;1
Fitland Heerenveen B.V.;1;1
Flexicare B.V.;1;1
Fluke Nederland B.V.;1;1
Fly in the Soup Film;1;1
FMH Medical;1;1
Foka Glaskunst/Foka Design;1;1
Footcare Benelux;4;4
Foto Van Kesteren;1;1
FRAMO C.V.;1;1
Fresenius Kabi Nederland B.V.;2;2
Frisson;1;1
FUJIFILM France;2;2
Fysioservice;1;1
FysioSupplies B.V.;1;1
FysioTape Opleidingen B.V.;1;1
Fysiotherapie De Dommel;1;1
G.M. Engineering and Projects B.V.;1;1
G.M. Medical Bracing B.V.;1;1
G3-Medical B.V.;3;3
Garagebedrijf Kiefte B.V.;1;1
GD Medical Pharma B.V.;2;2
GE Healthcare B.V.;3;3
Geef een Boompje.nl;1;1
Gemco Mobile Services B.V.;1;1
Genimedical B.V.;1;1
Geostick Nederlandse Etikettenindustrie B.V.;1;1
Getinge Netherlands B.V.;2;2
Gijtenbeek Utrecht B.V.;1;1
Gilson International B.V.;1;1
GlaxoSmithKline B.V.;1;1
GLS Netherlands;1;1
Goebertus Trading B.V.;2;2
Goedegebuure Tandtechniek;1;1
Goedhart Consultancy B.V.;5;5
Gomes Noord-Holland B.V.;2;2
Gordian Logistic Experts B.V.;2;2
Grafimedics B.V.;1;1
Greiner Bio-One B.V.;1;1
Gröninger Cleaning Systems B.V.;1;1
Groveko;1;1
Gullimex B.V.;3;3
H&K Services B.V.;1;1
Haagse Transvaal en Sport Apotheek;1;1
Haagse Transvaal en Sport Apotheek B.V.;1;1
Haar Nederland C.V.;1;1
Habia Cable B.V.;1;1
HACH;1;1
Haemonetics B.V.;3;3
Hako B.V.;1;1
Hamilton Medical Nederland B.V.;3;3
Hankamp Rehab B.V.;1;1
Hanna Instruments;1;1
Hantex;1;1
Harting-Bank B.V.;3;3
Hateha B.V.;1;1
Health & Sports;1;1
Health2Work B.V.;1;1
Heidenhain Nederland B.V.;1;1
Hemimex B.V.;1;1
Hempel (The Netherlands);1;1
Henkel Nederland B.V.;1;1
Herzog Medical B.V.;2;2
Het Huisartsenteam Midzomerplein;1;1
Het NIC B.V.;6;6
Het Scheepvaartmuseum Enterprise B.V.;1;1
Hettich Benelux B.V.;1;1
Hettinga Sneek B.V.;1;1
Hiab Benelux B.V.;1;1
HILL-ROM B.V.;1;1
Hilti Nederland B.V.;1;1
Hobrand B.V.;1;1
Hoegen Fietsverhuur;1;1
Hogrefe Uitgevers B.V.;1;1
Holland Casino;1;1
Holland Inbouw;1;1
Holland Mineraal B.V.;1;1
Holland Optical Company B.V.;1;1
Holland Optical Instruments B.V.;1;1
Holland Technical;1;1
Hollandlamp;1;1
Holtrop & Jansma B.V.;1;1
Hostnet B.V.;1;1
Houttuin B.V.;1;1
Huisartsen Maatschap Blekkerhoek;1;1
Huisartsen Soesterkwartier;1;1
Huisartsenmaatschap Duiven;1;1
Huisartsenpraktijk Campanula;1;1
Huisartsenpraktijk De Trommel;1;1
Huisartsenpraktijk Het Middenschip;1;1
Huisartsenpraktijk Loopuytpark;1;1
Huisartsenpraktijk Maarn-Maarsbergen;1;1
Huisartsenpraktijk Tanthof;1;1
Huisartsenpraktijk Westerbork;1;1
Huisartsenpraktijk Westpoort;1;1
Huisman Gassen en Lastechniek B.V.;1;1
Humeca B.V.;1;1
Hydrauliekservice Utrecht B.V.;1;1
I.C.S. (Industrial Cryogenic Services) B.V.;1;1
Iconoco;1;1
Ideaal Medical Services B.V.;1;1
IDEXX Europe B.V.;1;1
IHSM B.V.;2;2
Imhotep Medical Products B.V.;1;1
iMove Medical B.V.;2;2
Improving Business;2;2
Impulsus, Support & Facilities B.V.;1;1
Indigo Midden-Nederland B.V.;1;1
Ing.bur. en Techn. Hand.ondernem. Autron B.V.;2;2
Innoventa B.V.;6;6
Inpulsa;1;1
Instituut voor Veiligheid en Milieu B.V.;3;3
Integra NeuroSciences Holdings B.V.;1;1
Interkontakt B.V.;1;1
International Paint (Nederland) B.V.;1;1
Intersafe Netherlands B.V.;2;2
Interster;2;2
Intersurgical Benelux B.V.;1;1
Inzicht;1;1
IPO Medical B.V.;2;2
Isconnected B.V.;1;1
IT4Success B.V.;1;1
ITS Hendrion B.V.;2;2
itsme B.V.;2;2
IVECO Schouten B.V.;2;2
Jaar en Dag Media;1;1
Jalema B.V.;1;1
James Walker Benelux B.V.;1;1
Janssen-Cilag B.V.;2;2
JB Bedrijfskleding;1;1
JCB;2;2
Joerns Healthcare B.V.;1;1
Johnson & Johnson Medical B.V.;3;3
JS Laadtechniek B.V.;2;2
Jungheinrich Nederland B.V.;2;2
K2-Publisher B.V.;1;1
Karmac Informatie & Innovatie B.V.;3;3
Kartoffel B.V.;1;1
Katex Projekt Service B.V.;1;1
Kavo Nederland B.V.;5;5
Kelvion Machine Cooling B.V.;1;1
Kemet Europe B.V.;1;1
Keysight Technologies Netherlands B.V.;1;1
Kippers Rijssen B.V.;1;1
Kiwa Nederland B.V.;2;2
Klep Historisch Onderzoek;1;1
Klinkers Research & Redactie;2;2
Knijf Resource Management (KRM) B.V.;1;1
KNMP Holding B.V.;1;1
Koffer- en Lederwarenfabriek Lejan B.V.;2;2
Koks After Sales B.V.;2;2
Koninklijke van Gorcum B.V.;1;1
Koop Communicatie;1;1
Kraakman Perfors B.V.;1;1
Kralen en Kettingen Van Daalen;1;1
Krijnen Medical Innovations B.V.;1;1
Kroon-Oil B.V.;1;1
Kroymans Jaguar Land Rover B.V.;3;3
KS Medical Group;1;1
Kwint B.V.;1;1
Laboral Diagnostics;1;1
Laboral Diagnostics B.V.;1;1
Laerdal Benelux B.V.;2;2
Lagaay International B.V.;2;2
Lakfabriek Korthals;1;1
Lameris Ootech B.V.;1;1
Lasaulec B.V.;1;1
Lasaulec Holding B.V.;2;2
Laservision Instruments B.V.;1;1
Lauwerspsychotherapie;1;1
Leander Healthcare B.V.;1;1
Leitz Service B.V.;1;1
Lekkerkerker;1;1
Letterkunst Utrecht B.V.;1;1
Liber Medical B.V.;1;1
Licensewise ICT;1;1
LifeTec Group B.V.;1;1
Linde Gas Cryoservices B.V.;1;1
Linde Homecare Benelux B.V.;2;2
Lloyd's Register Nederland B.V.;1;1
Logimedical B.V.;2;2
Logopedie Blaricum GZC Bijvanck;1;1
Lohmann & Rauscher B.V.;1;1
Lomed Nederland B.V.;1;1
Loromeij Goor B.V.;1;1
Loth/Fabenim B.V.;2;2
LOTS Imaging B.V.;2;2
Louwman Amsterdam West;1;1
Louwman MB Breda BW;1;1
Löwenstein Medical Netherlands B.V.;1;1
Lowland Aerospace B.V.;1;1
LTC-Leiden B.V.;1;1
M.V.V. Trading;1;1
MA Medical B.V.;1;1
Maatschap Anesthesiologie Leeuwarden;1;1
Maatschap Groepspraktijk Bachlaan;1;1
Maatschap Huisartsenpraktijk De Wieke;1;1
Maatschap Huisartsenpraktijk Vliethof;1;1
maatschap MSB Gooi en Eemland;1;1
Maatschap MSB Gouda;1;1
Mabo-Lifting Nederland B.V.;1;1
Mach Nederland B.V.;2;2
Maco Pharma Nederland;1;1
Mad Multimedia;1;1
Mag. 45 B.V.;1;1
Makerpoint B.V.;1;1
Mandje Mokum;1;1
Manutan B.V.;2;2
Maritime Traffic Services Rotterdam B.V.;1;1
Marned B.V.;1;1
Masimo International SARL (filiaal Nederland);1;1
Matanzas B.V.;1;1
MATTECH;1;1
Matterhorn B.V.;1;1
Max ICT B.V.;1;1
MB Business Promotion B.V.;1;1
Medcat;1;1
Medeco B.V.;1;1
Medela Benelux B.V.;2;2
medi Nederland B.V.;1;1
Medical Measurement Systems B.V.;1;1
Medical Workshop B.V.;1;1
Medicare Uitgeest B.V.;1;1
Medico-Care B.V.;1;1
Medidis B.V.;3;3
Medimpex Systems B.V.;1;1
Mediost B.V.;3;3
Medipharchem Nederland B.V.;2;2
Mediplast Benelux B.V.;1;1
Mediq Medeco;1;1
Medisch Specialisten Noord West;1;1
Medisch Specialistisch Bedrijf MCH-Bronovo;4;4
Medische Installatietechn. W.F. Mallie B.V.;1;1
MediTop Medical Products B.V.;1;1
Medline International Netherlands B.V.;2;2
Medtronic Trading NL B.V.;1;1
Medz Europe B.V.;1;1
Meekers Medical B.V.;1;1
Mercedes-Benz Alphen a/d Rijn;2;2
Mercedes-Benz Dealer Bedrijven B.V.;7;7
Merck Sharp & Dohme B.V.;3;3
MeTeS B.V.;1;1
Mettler-Toledo B.V.;1;1
MF Services B.V.;2;2
Miele Nederland B.V.;2;2
Milispec International B.V.;1;1
Millipore;1;1
Minddistrict B.V.;2;2
Minigrip;1;1
Mirion Technologies (Dosimetry Services) B.V.;1;1
MML-Medical B.V.;1;1
Mölnlycke Health Care;2;2
Monitored Rehab Systems B.V.;1;1
Motek Medical B.V.;4;4
Motrac Intern Transport B.V.;2;2
Mouser Electronics Netherlands B.V.;1;1
MSA Nederland B.V.;1;1
MSCK;1;1
MTC Momentum Training & Coaching;2;2
Multigift Relatiegeschenken B.V.;1;1
Multitools;1;1
Muziekcentrum van Gorp;1;1
MyProfs B.V.;3;3
N.W. Hesselmans en Zonen B.V.;1;1
Nalco Netherlands B.V.;1;1
Nationale-Nederlanden Nederland B.V.;1;1
NC Medical;1;1
NEDAERO Services B.V.;1;1
Nederland Sales & Service B.V.;1;1
Netlink B.V.;1;1
Next Talent;1;1
NIC Best Deal B.V.;1;1
Nilfisk B.V.;1;1
Noorloos Specialist Equipment B.V.;1;1
Norway Coatings B.V.;1;1
Novartis;2;2
Novuqare Hospital Equipment B.V.;1;1
Novymed International B.V.;1;1
NSD International NL B.V.;1;1
ODS B.V.;1;1
Office Depot International;1;1
Office Team Hoekschewaard;1;1
Oldelft Benelux B.V.;3;3
Olympia Nederland B.V.;2;2
Omicron Defence Supplies B.V.;1;1
Omnitek B.V.;1;1
Online Boekhandels B.V.;1;1
ONS Fiber Parts & Tools B.V.;2;2
Oostveen Klusmarkt B.V.;1;1
Oostwoud International;2;2
Opitec Nederland B.V.;1;1
Optronica Service B.V.;1;1
Orapi Applied Nederland B.V.;1;1
Orphi Farma B.V.;1;1
Orthin B.V.;1;1
Ortho Europe B.V.;3;3
Ortholab Handel B.V.;1;1
Orthopartners B.V.;2;2
Orthoshapes B.V.;1;1
Össur Europe B.V.;3;3
OTN Implants B.V.;2;2
Otto Bock Benelux B.V.;5;5
Oudshoorn Chirurgische Techniek B.V.;1;1
OXILION;1;1
Palfinger Ned Deck;1;1
Papicolor International B.V.;1;1
Parker Hannifin B.V.;1;1
PcP Nederland;1;1
Pearson Benelux B.V.;1;1
PelviTec B.V.;1;1
Pen Tests Publisher B.V.;1;1
Pennenland.nl;1;1
Pentax Nederland B.V.;1;1
Perdaen Hoofdbeschermers;1;1
Performis B.V.;1;1
Perseus Advies en Projecten;1;1
Perspect Benelux B.V.;1;1
Peter Print B.V.;1;1
Pfeiffer Vacuum Benelux B.V.;1;1
Pharma Assist B.V.;3;3
Philips Medical Systems Nederland B.V.;1;1
Philips Nederland B.V.;4;4
Pi Medical Diagnostic Equipment;1;1
Picturae ICT B.V.;1;1
PINE ICT B.V.;1;1
Plastimed Benelux B.V.;1;1
PMA Psychotherapie;1;1
Poel Bosbouwartikelen B.V.;1;1
Polson Technische Rubbertoepassingen B.V.;1;1
Poly Temp Scientific;1;1
Poly-Service B.V.;1;1
Prakt. psychotherapie Mauritsstraat;1;1
Prelum Uitgevers B.V.;1;1
Premed Health Care (PHC) B.V.;1;1
Primaned B.V.;2;2
ProCare B.V.;3;3
Profile Tyrecenter Truck Europe N.V.;1;1
Proflebo B.V.;1;1
Promofit;1;1
Pro-Motion Distribution B.V.;2;2
Pro-Motion Medical B.V.;2;2
Protempo B.V.;1;1
Proverus Holding B.V.;1;1
PT-Medical B.V.;3;3
QRS Healthcare;3;3
QUOPT IT Services B.V.;1;1
Radiometer Benelux B.V.;3;3
Rafys B.V.;1;1
Rajapack Benelux;1;1
Re5al B.V.;1;1
Rescope B.V.;2;2
Rescue 3000 B.V.;2;2
Reuser Scharen B.V.;2;2
RIESH;1;1
Ritec Benelux;1;1
Roche Diagnostics Nederland B.V.;3;3
Rockmed B.V.;1;1
ROGAM Bedrijfswagens B.V.;1;1
ROHDE & GRAHL B.V.;1;1
Romex B.V.;1;1
Roodhart Marine & Offshore Services B.V.;1;1
Roxtec B.V.;1;1
RPS advies- en ingenieursbureau B.V.;1;1
RPS Analyse B.V.;1;1
Rüttchen Automotive, vest. bedr.auto's Breda;1;1
S&C Distributie B.V.;1;1
S.B.I. Zonheuvel B.V.;1;1
SAB1950 B.V.;1;1
Saltro Diagnostic and Medical Services B.V.;1;1
Sarstedt B.V.;1;1
SBMC Houten;1;1
Scan Modul B.V.;1;1
Schiefer Signaal & Speciaallampen B.V.;1;1
Schilderijen Restauratie Atelier Arnouts;1;1
Schilt Luchttechniek B.V.;1;1
Schins Leder B.V.;1;1
Schoppenfabriek Streuding V.O.F.;1;1
Schouten Tiel B.V.;1;1
Science Plus Group;1;1
SE Factory B.V.;1;1
Sealed Air B.V.;2;2
seca GmbH & Co. KG;1;1
Secma B.V.;1;1
Sedana Medical Netherlands B.V.;1;1
Selecta Netherlands B.V.;1;1
Selling en Logistic Services B.V.;1;1
