Leverancier;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
Akoestiek Comfort B.V.;;;;;;;;1;1
Akropolis;;;;;;;;1;1
Al Zahirah Tourism Investments FZ LLC;;;;;;;;2;2
Albeka B.V.;;1;;;;;;;1
Alberts Veenhuis & Pul psychologenpraktijk;;;;;;;;1;1
Albyco Nederland B.V.;;1;1;;;;;;1
All Mailing Solutions B.V.;;;1;;;;;;1
Allekabels B.V.;;;1;;;1;1;;1
Alles in Telecom;;;;;;;;1;1
Amplooi;;;1;;;;;1;1
Andersson Elffers Felix;;;;;;;;5;5
Andrevo Naaimachines B.V.;;2;;;;;;;2
Ankersmid Process B.V.;;2;;;;;;;2
Annelies Straub Konsult;;;;;;;;1;1
Anoigo Services Limited;;;;2;2;;;;2
Anoniem_J & V_10080;;;;;;;1;;1
Anoniem_J & V_10166;;;;;;;1;;1
Anoniem_J & V_1032;;;;;;;;1;1
Anoniem_J & V_10363;;;;;;;1;;1
Anoniem_J & V_10372;;1;;;;;;;1
Anoniem_J & V_10415;;;;;;;1;;1
Anoniem_J & V_10432;;;1;;;;;;1
Anoniem_J & V_10462;;;;;;;1;;1
Anoniem_J & V_105;;;1;;;;;;1
Anoniem_J & V_10562;;;;;;;1;;1
Anoniem_J & V_10563;;;;;;;1;;1
Anoniem_J & V_10672;;;;;;;1;;1
Anoniem_J & V_10700;;;;;;;;1;1
Anoniem_J & V_10735;;;;;;;;1;1
Anoniem_J & V_10854;;;;;;;1;;1
Anoniem_J & V_10878;;1;;;;;;;1
Anoniem_J & V_11022;;;;;;;1;;1
Anoniem_J & V_11039;;;;;;;1;;1
Anoniem_J & V_11060;;;1;;;;;;1
Anoniem_J & V_11092;;1;;;;;;;1
Anoniem_J & V_11123;;;;;;;1;;1
Anoniem_J & V_11127;;;;;1;;;;1
Anoniem_J & V_11134;;;;;;;1;;1
Anoniem_J & V_11190;;;1;;;;;;1
Anoniem_J & V_11218;;;;;1;;;;1
Anoniem_J & V_11278;;;;;;;1;;1
Anoniem_J & V_11300;;;;;;;1;;1
Anoniem_J & V_11301;;1;;;;;;;1
Anoniem_J & V_11324;;;;;;;;2;2
Anoniem_J & V_11349;;;;;;;;1;1
Anoniem_J & V_11351;;;;;;;1;;1
Anoniem_J & V_11360;;;;;;;1;;1
Anoniem_J & V_11381;;;1;;;;;;1
Anoniem_J & V_11395;;;1;;;;;;1
Anoniem_J & V_11441;;;;;1;;;;1
Anoniem_J & V_11474;;;;;;;;1;1
Anoniem_J & V_11547;;;;;;;1;;1
Anoniem_J & V_11610;;;;1;;;;;1
Anoniem_J & V_1169;;;;;1;;;;1
Anoniem_J & V_11746;;;;;;;1;;1
Anoniem_J & V_11798;;;;;;;1;;1
Anoniem_J & V_11869;;1;;;;;;;1
Anoniem_J & V_11881;;;1;;;;;;1
Anoniem_J & V_12001;;;;;;;;1;1
Anoniem_J & V_12025;;;;;;;;1;1
Anoniem_J & V_12066;;;;;;;;1;1
Anoniem_J & V_12177;;;;;;1;;;1
Anoniem_J & V_1221;;;;;;;1;;1
Anoniem_J & V_12287;;;;1;1;;;;1
Anoniem_J & V_12290;;;;;;;1;;1
Anoniem_J & V_12347;;;;;;;1;;1
Anoniem_J & V_12372;;;1;;;;;;1
Anoniem_J & V_12400;;;;;;;1;;1
Anoniem_J & V_12401;;;;;;;1;;1
Anoniem_J & V_12440;;1;;;;;;;1
Anoniem_J & V_12444;;;;;;;1;;1
Anoniem_J & V_12450;;;;;;;1;;1
Anoniem_J & V_12467;;1;;1;;;;;1
Anoniem_J & V_12485;;;;;;1;;;1
Anoniem_J & V_1250;;;;;;;1;;1
Anoniem_J & V_1262;;;;;;;1;;1
Anoniem_J & V_12673;;;;;;;;1;1
Anoniem_J & V_12699;;;;;;;1;;1
Anoniem_J & V_12712;;;;;;;1;;1
Anoniem_J & V_12730;;;;;;;1;;1
Anoniem_J & V_12806;;;;1;;;1;;1
Anoniem_J & V_12817;;;;;;;1;;1
Anoniem_J & V_13005;;;;;;;1;;1
Anoniem_J & V_13035;;;;;;;1;;1
Anoniem_J & V_13060;;;;;;;1;;1
Anoniem_J & V_13071;;;;;1;;;;1
Anoniem_J & V_1314;;;;1;;;;;1
Anoniem_J & V_13145;;;;;;;1;;1
Anoniem_J & V_13147;;;;;;;1;;1
Anoniem_J & V_13250;;;1;;;;;;1
Anoniem_J & V_13270;;;;;;;1;;1
Anoniem_J & V_1334;;;1;;;;;;1
Anoniem_J & V_13395;;;;;1;;;;1
Anoniem_J & V_13432;;;;;1;;;;1
Anoniem_J & V_13449;;;;;;;;1;1
Anoniem_J & V_1367;;;;;;1;;;1
Anoniem_J & V_1370;;;;;;;;1;1
Anoniem_J & V_1438;;;;;;;1;;1
Anoniem_J & V_1456;;;;;1;;;;1
Anoniem_J & V_1462;;;;;;;1;;1
Anoniem_J & V_1509;;;;;1;;;;1
Anoniem_J & V_1521;;;;;;;;2;2
Anoniem_J & V_1567;;;1;;;;;;1
Anoniem_J & V_1636;;;;;;;1;;1
Anoniem_J & V_1642;;;;;;;;1;1
Anoniem_J & V_1708;;;;;;;;1;1
Anoniem_J & V_1821;;;;;;;1;;1
Anoniem_J & V_1847;;;;;;;1;;1
Anoniem_J & V_1890;;;;;;;1;;1
Anoniem_J & V_1932;;;;;;;1;;1
Anoniem_J & V_1936;;;;;;;1;;1
Anoniem_J & V_1948;;;;;;;1;;1
Anoniem_J & V_1998;;;;;;;1;;1
Anoniem_J & V_2022;;;;;;;1;;1
Anoniem_J & V_2058;;;;;1;;1;;1
Anoniem_J & V_2060;;;;;;;1;;1
Anoniem_J & V_2098;;;;;;;1;;1
Anoniem_J & V_2123;;;;;;;1;;1
Anoniem_J & V_2133;;;;;;;1;;1
Anoniem_J & V_2148;;;;;;;1;;1
Anoniem_J & V_215;;;;;;;;1;1
Anoniem_J & V_2157;;;;;;;;1;1
Anoniem_J & V_2259;;;;;;;1;;1
Anoniem_J & V_2283;;;;;;;1;;1
Anoniem_J & V_2315;;;;;;;1;;1
Anoniem_J & V_243;;;;;;;1;;1
Anoniem_J & V_2493;;;;;;;1;;1
Anoniem_J & V_2561;;;;;;;1;;1
Anoniem_J & V_2617;;;1;;;;;;1
Anoniem_J & V_2776;;;;;;;;1;1
Anoniem_J & V_2869;;;;;;;1;;1
Anoniem_J & V_2900;;;;;;1;;;1
Anoniem_J & V_2932;;1;;;;;;;1
Anoniem_J & V_2983;;1;;1;;;;;1
Anoniem_J & V_2989;;;;;;;1;;1
Anoniem_J & V_3022;;;;1;;;1;;1
Anoniem_J & V_3044;;;;;;;1;;1
Anoniem_J & V_3095;;;;;;;1;;1
Anoniem_J & V_3097;;;;;;;1;;1
Anoniem_J & V_3186;;;;;;;1;;1
Anoniem_J & V_3189;;;;;;;1;;1
Anoniem_J & V_3318;;;;;;;1;;1
Anoniem_J & V_3333;;;;;;;1;;1
Anoniem_J & V_3465;;;1;;;;;;1
Anoniem_J & V_362;;;;;1;;;;1
Anoniem_J & V_370;;;;;;;1;;1
Anoniem_J & V_3716;;;;;;;1;;1
Anoniem_J & V_3775;;;;;1;;;;1
Anoniem_J & V_380;;;1;;;;1;;1
Anoniem_J & V_386;;;;;;;1;;1
Anoniem_J & V_3963;;;;;;;;1;1
Anoniem_J & V_4;;;1;;;;;;1
Anoniem_J & V_4137;;;;;;;1;;1
Anoniem_J & V_4181;;;;;;;1;;1
Anoniem_J & V_4225;;;1;;;;;;1
Anoniem_J & V_4240;;;;;;;1;;1
Anoniem_J & V_427;;;;;;;1;;1
Anoniem_J & V_4278;;;;;;;1;;1
Anoniem_J & V_4377;;;;;;;1;;1
Anoniem_J & V_4404;;;;1;;;;;1
Anoniem_J & V_4459;;;;;;;1;;1
Anoniem_J & V_4519;;;;;;;1;;1
Anoniem_J & V_4577;;;;;;;1;;1
Anoniem_J & V_467;;1;;;;;;;1
Anoniem_J & V_4698;;;;;;1;1;;1
Anoniem_J & V_4701;;;;;;;1;;1
Anoniem_J & V_4713;;;;;;;;1;1
Anoniem_J & V_4717;;;;;1;;;;1
Anoniem_J & V_4803;;;1;;;;;;1
Anoniem_J & V_4811;;;;;;;1;;1
Anoniem_J & V_4862;;1;;;;;1;;1
Anoniem_J & V_4960;;;1;;;;;;1
Anoniem_J & V_4992;;;;;;;1;;1
Anoniem_J & V_5006;;;;;;;1;;1
Anoniem_J & V_5072;;;;;;;1;;1
Anoniem_J & V_5076;;1;;;;;;;1
Anoniem_J & V_5305;;2;;;;;;;2
Anoniem_J & V_5346;;;1;;;;;;1
Anoniem_J & V_5347;;;;;;;1;;1
Anoniem_J & V_5383;;1;;1;;;;;1
Anoniem_J & V_539;;;;;;;1;;1
Anoniem_J & V_540;;;;1;;;;;1
Anoniem_J & V_5514;;;;;1;;;;1
Anoniem_J & V_5555;;;;;;;1;;1
Anoniem_J & V_5645;;1;;;;;1;;1
Anoniem_J & V_5646;;;;;;;;2;2
Anoniem_J & V_5652;;;;;;;1;;1
Anoniem_J & V_5672;;;;;;;1;;1
Anoniem_J & V_586;;;;;;;;1;1
Anoniem_J & V_5893;;;;;;;1;;1
Anoniem_J & V_5898;;;1;;;;;;1
Anoniem_J & V_5920;;;;;;;1;;1
Anoniem_J & V_5938;;;;;;;1;;1
Anoniem_J & V_6053;;;;;1;;;;1
Anoniem_J & V_6059;;;;;;;;1;1
Anoniem_J & V_627;;;;;;;1;;1
Anoniem_J & V_6273;;;;;;;1;;1
Anoniem_J & V_6341;;;1;;;;;;1
Anoniem_J & V_636;;;;;;;1;;1
Anoniem_J & V_6389;;;;;;;1;;1
Anoniem_J & V_648;;;;;;;1;;1
Anoniem_J & V_6497;;;;;;;1;;1
Anoniem_J & V_6536;;;;;;;;;
Anoniem_J & V_6549;;;;;;;1;;1
Anoniem_J & V_6618;;;1;;;;;;1
Anoniem_J & V_666;;;;;;1;;;1
Anoniem_J & V_6681;;;1;;;;;;1
Anoniem_J & V_6686;;;;;1;;;;1
Anoniem_J & V_6724;;;1;;;;;;1
Anoniem_J & V_673;;;1;;;;;;1
Anoniem_J & V_6814;;1;;;;;;;1
Anoniem_J & V_6836;;;;;;;1;;1
Anoniem_J & V_6858;;;;;;;1;;1
Anoniem_J & V_6881;;;;;;;1;;1
Anoniem_J & V_6938;;;;;;1;;;1
Anoniem_J & V_698;;;;;1;;;;1
Anoniem_J & V_7094;;;;;1;;;;1
Anoniem_J & V_7102;;;;;;;1;;1
Anoniem_J & V_7104;;;1;;;;;;1
Anoniem_J & V_7110;;;;;;;;1;1
Anoniem_J & V_7125;;;;;;;1;;1
Anoniem_J & V_7195;;;;;;;1;;1
Anoniem_J & V_7215;;;;;;;1;;1
Anoniem_J & V_7235;;;;;;;1;;1
Anoniem_J & V_7291;;;;;;;1;;1
Anoniem_J & V_7329;;;;;;;;2;2
Anoniem_J & V_7338;;;1;;;;;;1
Anoniem_J & V_7374;;;;;;;1;;1
Anoniem_J & V_7424;;;;;;;1;;1
Anoniem_J & V_7435;;;;;;;1;;1
Anoniem_J & V_7470;;;;;;;1;;1
Anoniem_J & V_751;;;;;;;1;;1
Anoniem_J & V_7634;;;;;;;;1;1
Anoniem_J & V_7689;;;;;;;;2;2
Anoniem_J & V_7743;;;;;;;1;;1
Anoniem_J & V_7789;;;;;;;1;;1
Anoniem_J & V_780;;;;1;;;;;1
Anoniem_J & V_7811;;;;;;;1;;1
Anoniem_J & V_7891;;1;;;;;;;1
Anoniem_J & V_7942;;;;;1;;;;1
Anoniem_J & V_795;;;;;;;1;;1
Anoniem_J & V_8;;1;;;;;1;;1
Anoniem_J & V_8031;;;;;;;1;;1
Anoniem_J & V_8064;;;;;;;1;;1
Anoniem_J & V_8089;;;;;;;1;;1
Anoniem_J & V_809;;;1;;;;;;1
Anoniem_J & V_8162;;;;;;;1;;1
Anoniem_J & V_8184;;;1;;;;;;1
Anoniem_J & V_8206;;;;;1;;;;1
Anoniem_J & V_8214;;;;;;;1;;1
Anoniem_J & V_8399;;;1;;1;;;;1
Anoniem_J & V_8423;;;;;;;1;;1
Anoniem_J & V_846;;;;1;;;;;1
Anoniem_J & V_8471;;;;;;;1;;1
Anoniem_J & V_8527;;;;;;;1;;1
Anoniem_J & V_8643;;;;;;;;2;2
Anoniem_J & V_867;;1;;;;;;;1
Anoniem_J & V_8686;;;;1;;;;;1
Anoniem_J & V_8704;;;;;;;;1;1
Anoniem_J & V_8750;;;1;;;;;;1
Anoniem_J & V_8752;;;1;;;;;;1
Anoniem_J & V_8771;;;;;;;1;;1
Anoniem_J & V_8846;;;;;;;1;;1
Anoniem_J & V_8848;;;;;;;1;;1
Anoniem_J & V_8887;;1;;;;;;;1
Anoniem_J & V_8894;;1;;;;;;;1
Anoniem_J & V_8949;;;;;;;1;;1
Anoniem_J & V_8982;;;;;;;1;;1
Anoniem_J & V_901;;;;;;;1;;1
Anoniem_J & V_9064;;;;;;;;2;2
Anoniem_J & V_9087;;;;;;;1;;1
Anoniem_J & V_9127;;;;;;;1;;1
Anoniem_J & V_9155;;;1;;;;;;1
Anoniem_J & V_9244;;;;;;;1;;1
Anoniem_J & V_9249;;;;;;1;;;1
Anoniem_J & V_9313;;;;;;;;1;1
Anoniem_J & V_9471;;;;;;;1;;1
Anoniem_J & V_956;;;;;;;1;;1
Aon Global Risk Consulting B.V.;;;;;;;;4;4
Appical B.V.;;;;1;;;;;1
Applied Biosystems;;2;;;;;;;2
ARCADIS Nederland B.V.;;;;;;;;2;2
Architektenburo en Bouwburo Coors B.V.;;4;;;;;;;4
ARComm. Beheer B.V.;;;;;;;;2;2
Arcus IT Managed Services B.V.;;;;;;;;1;1
Ardis Organisatieontwikkeling B.V.;;;;;;;;1;1
Argeweb;;;;;1;;1;;1
Arob Antennebouw B.V.;;1;;;;;;;1
ARP Nederland B.V.;;1;1;;;1;1;;2
ARQ IVP B.V.;;;;;;;;;
ArtiMedès B.V.;;1;;;;;;;1
ASB Security B.V.;;;;1;;;2;;2
Ask Atticus B.V.;;;;;;1;;;1
Asolutions B.V.;;;;;1;;;;1
Aspider Communications Nederland B.V.;;;;;;;;1;1
ASpider Solutions Nederland B.V.;;;;;;;;1;1
Atos Nederland B.V.;;2;;;4;;;9;9
Attenti Electronic Monitoring;;7;;;1;7;4;;7
Auto Muntstad B.V.;;2;;;;;;;2
Autobedrijf van den Udenhout B.V.;;2;;;;;;;2
Autobedrijven Van Riel B.V.;;2;;;;;;;2
Automatic Signal Rijsenhout B.V.;;1;;;1;;;;1
Automotive Publishing B.V.;;;;;;;;1;1
Autotelex B.V.;;;;;2;;1;;2
Avas-Systemen V.O.F.;;;;;1;;;;1
AvePoint Benelux;;;;;;;;2;2
AVEQ Creatieve Producties B.V.;;;;;;;;2;2
Avex B.V.;;7;6;;2;2;2;;7
AWAREWAYS;;;;;;;;2;2
Axiell ALM Netherlands B.V.;;;;;1;;;;1
AXS Guard;;;;;2;;;;2
B a Brand - werving en communicatie;;;;;;;;1;1
B.V. Algemeen Nederlands Persbureau ANP;;;;2;;;4;;4
B.V. MSB-A Plus;;;;;;;;1;1
B.W. Joenje;;;;;;;;1;1
Baker Tilly Berk Eindhoven;;;;;3;;;;3
BAM Bouw en Techniek regio Zuidwest;;2;;;;;;;2
Bavak Beveiligingsgroep B.V.;;1;;;;;;;1
Bavo Europoort B.V.;;;;;;;;1;1
BBA Binnenmilieu B.V.;;;;;;;;1;1
BCC elektro speciaalzaken;;;;;;;1;;1
BD Containers B.V.;;1;;;;;;;1
Beans & Branded;;1;;;;;;;1
Beck-online DIE DATENBANK;;;;2;;;;;2
Bee-Line B.V.;;;;;;1;;;1
Behr Groep Nederland B.V.;;;;;;;;3;3
Belcentrale.nl;;;;;;;;1;1
Belstore.com B.V.;;2;;;;;;;2
BenF Media;;;;;;;;1;1
Berengroep B.V.;;;;;;;;2;2
Berenschot B.V.;;;;;;;;5;5
Berenschot Groep B.V.;;;;;;;;4;4
Berko Noord B.V.;;1;;;;;;;1
Berko Wijchen B.V.;;;;;;;;;
Bernhoven B.V.;;;;;;;;1;1
Best Practical Solutions, LLC;;;;;1;;;;1
Between Staffing Nederland B.V.;;;;;2;;;5;5
Beweging 3.0;;;;;;;;1;1
Bio-Rad Laboratories Inc.;;;;;1;;;;1
BIS Econocom;;;1;;;;;;1
BIT B.V.;;;;;;;;1;1
Bitmap' Software;;;;;;;;;
Bizway B.V.;;;;;2;;;;2
BKB;;;;;;;;3;3
Blauw Research B.V.;;;;;;;;;
BLUEPalm B.V.;;;;;;;;1;1
BMA Ergonomics B.V.;;;;;;;;;
BMC Advies B.V.;;;;;;;;3;3
BMD Advies Centraal Nederland B.V.;;;;;;;;2;2
Bochane Auto I B.V.;;3;;;;;;;3
Boek 9 B.V.;;;;1;;;;;1
Boerhof Projectinrichters;;3;;;;;;;3
bol.com B.V.;1;;1;;;1;;;1
Boom uitgevers Den Haag;;;;;;;;1;1
Boris van der Heijden Advies;;;;;;;;1;1
Bossers & Cnossen B.V.;;;;1;;;;;1
Bouw- en Aannemingsbedrijf L. Dijkxhoorn B.V.;;1;;;;;;;1
Bouwbedrijf De Zwart B.V.;;2;;;;;;;2
Bouwservice Fons van der Heijden B.V.;;2;;;;;;;2
Boven-Ij Ziekenhuis Maatschap Internisten;;;;;;;;1;1
BPI instruments bvba;;2;;;;;;;2
BPI Services B.V.;;;1;;1;;;2;2
Brain of buildings B.V.;;;;;;;;3;3
Brand Interieurs & Control Rooms B.V.;;2;;;;;;;2
Brandchart;;;;;;;;2;2
Branding Office Furniture B.V.;;1;;;;;;;1
Brecon Cleanroom Applicatie B.V.;;2;;;;;;;2
Brite Telecom B.V.;;;;;;;;1;1
British Broadcasting Corporation;;;;;;;2;;2
Broekhuis Alkmaar B.V.;;2;;;;;;;2
Broekhuizen Communicatie;;;;;;2;;1;2
Bruinsma Advocaten;;;;;;;;1;1
BT NEDERLAND N.V.;;;;;;;;1;1
Buddi Limited;;;;;5;7;;;7
Budget Mobiel B.V.;;;;;;;;1;1
Budget Phone Company B.V.;;;;;;;;1;1
Bumicom Telecommunicatie B.V.;;;1;;;;;;1
Bureau Beerens;;;;;1;;;;1
Bureau Beke;;;;;;;;2;2
Bureau Corsel;;;;;;;;1;1
bureau MindsWare;;;;;1;;;;1
Bureau voor Interculturele Evaluatie B.V.;;;;;;1;;1;1
Buro Magis;;;;;;;;1;1
Business Art Service B.V.;;2;;;;;;;2
BusinessHosting.nl;;;;;;;;1;1
Buyitdirect.com B.V.;;7;6;2;2;5;7;;7
BZZ Bezorging Zonder Zorgen;;;;;;;1;;1
C. Mulckhuyse Bouw- en Aannemingsbedrijf B.V.;;;;1;;;;;1
C. Rietsema, Huisarts en acupuncturist;;;;;;;;1;1
C.P.E. Production Oy;;4;;;;;;;4
Cadre Research Labs, LLC;;;;;1;;;;1
Caiway;;;;;;;1;;1
Calertho Bouwkunde B.V.;;1;;;;;;;1
Cambrium IT Services B.V.;;;;;;;;1;1
CameraNU.nl;;;;;;1;;;1
Cannock Outsourcing B.V.;;;;;2;;;;2
CAOP;;;;;;;;6;6
Capgemini Nederland B.V.;;3;;1;3;;;7;7
Captain Mac;;;;;;;1;;1
Cardan Staffing B.V.;;;;;;1;;;1
CareSecure B.V.;;;;;;;;1;1
Carl Zeiss B.V.;;2;1;;;;;;2
Carrier2;;;;;;;;1;1
Carrosserie Akkermans B.V.;;;;;;;;;
Case Telecom B.V.;;;;;;;;1;1
CBizz B.V.;;;;;;;;1;1
CCV Group B.V.;;;1;1;;;1;1;2
CDDN QualiData B.V.;;;;;;;;2;2
Cendris Customer Contact B.V.;;;;;;;;8;8
Centralpoint Amstelveen B.V.;;;1;;;;1;;1
Centralpoint Nijmegen B.V.;;9;7;6;7;5;7;;10
Centre IT B.V.;;;;;;;1;;1
Centric Netherlands B.V.;;;4;;;1;1;6;6
Centrum de Pijler;;;1;;;;;;1
CenturyLink Communications NL B.V.;;;;1;;;;;1
CGI Nederland B.V.;;;;;;;;3;3
Chemical Abstracts Service;;;;;1;;;;1
Chubb Fire & Security Amsterdam;;1;;;;;;;1
CIIO B.V.;;;;;;;;2;2
Circular IQ B.V.;;;;;1;;;;1
Ciwit B.V.;;;;;2;;;;2
CLB Integrated Solutions B.V.;;;;;1;;;;1
Clevr B.V.;;3;;;3;1;;;4
ClicData SAS;;;;1;;;;;1
Cloud Telecom B.V.;;;;;;;;1;1
CloudVPS;;;;;;;1;1;1
CM.com International B.V.;;;;1;;;1;;1
CM.COM Netherlands B.V.;;;;4;2;3;4;1;5
Cne Computer Network Engineering B.V.;;;;;;;;1;1
CO3;;;;;1;;;;1
COBBS Industries B.V.;;3;;;;;;;3
Colt Technology Services B.V.;;;;;;;;1;1
Common Eye B.V.;;;;;;;;2;2
Communicatie Cockpit B.V.;;;;1;;;;;1
Communicatie Techniek Jaspers;;;;1;;;;;1
Communications Security Net B.V.;;;;;;;;1;1
Companies House;;;;;;;1;;1
COMPAREX Nederland B.V.;;6;6;7;9;6;1;5;10
Compose B.V.;;1;;;;;;;1
Compumatica Secure Networks B.V.;;;1;;;;;;1
Computacenter;;7;7;4;7;1;1;;8
Computel Stand-By B.V.;;;;;;;;1;1
Computest Services B.V.;;;;;;;;1;1
Conclusies van Waarde B.V.;;;;;;;;1;1
Conclusion B.V.;;;;;;;;3;3
Conecto Networks B.V.;;;1;;;;;;1
ConflictSolutions;;;;;;;;1;1
Connected Information Systems B.V.;;;;;2;1;;;2
Conrad Electronic Benelux B.V.;;;1;;;1;1;;1
Considerati B.V.;;;;;;;;2;2
Content Strategy B.V.;;;;;;;;5;5
ContentKalender B.V.;;;;;;1;;;1
Contenture;;;;;1;;;;1
Contimeta B.V.;;1;;;;;;;1
Control Risks Benelux B.V.;;;;2;;;;;2
Coolblue B.V.;;1;1;;;;1;;1
Coöper. medisch specialisten MSB Drachten UA;;;;;;;;1;1
Coöperatie Centrum Hap 'In de Leonardus' UA;;;;;;;;1;1
Coöperatie Medici Oogzorg Rotterdam U.A.;;;;;;;;1;1
Coöperatie Parkmanagement De Volger u.a.;;;;;;;;1;1
Coöperatie specialisten Jonkerbosch UA;;;;;;;;1;1
Coosto Holding B.V.;;;;1;2;1;1;;2
Corel UK Limited;;;;;;;1;;1
Cornelissen Service en Onderhoud B.V.;;1;;;;;;;1
Cortex B.V.;;;;;;;;1;1
Corvers Procurement Services B.V.;;;;;;;;2;2
Cotica HRM advies;;;;;;;;2;2
CQT Zorg & Gezondheid B.V.;;;;;;;;2;2
C-quential B.V.;;;;2;;;;;2
CRAYON B.V.;;2;;4;8;;;;8
Creditsafe Nederland B.V.;;;;;;;;1;1
Crisicom B.V.;;;;;;;;1;1
Croonwolter&dros B.V.;;;;;;;1;;1
CrowdStrike Inc.;;;;;;;;5;5
Crowdtech B.V.;;;;;2;;;;2
CSL Benelux B.V.;;;;;;;1;;1
CTM Solution B.V.;;;;;1;;;;1
CUE-Support B.V.;;;;;;1;;;1
Customer Revolution B.V.;;;;;;;;2;2
Cybery B.V.;;;;;;;;3;3
Cycling Dutchmen;;;;;;;;3;3
D & A Medical Group B.V.;;;;;;;;4;4
D. Reis huisarts;;;;;;;;1;1
Dael Security B.V.;;4;;;;;;;4
Dael Telecom B.V.;;2;;;;;2;;3
Danja Von Salisch Organisatieadvies;;;;;;;;3;3
Dassault Systèmes B.V.;;;;;5;;;;5
DATA-collectief Groep B.V.;;;;;;2;;;2
Dataplace Nedzone B.V.;;;;;;;;1;1
DATARECUPERATIE bvba;;;1;;;;;;1
DataWeb B.V.;;;;;;;;1;1
Datema Electronics;;;1;;;;;;1
Daxisweb B.V.;;;;;;;;1;1
DDAI;;;;;;;;1;1
DE AANBOUW GIGANT;;2;;;;;;;2
De Argumentenfabriek B.V.;;;;;;;;2;2
De Beurs ICT;;;;1;;;;1;1
De Beveiligingswinkel;;;;;;;1;;1
De Bossche Specialisten Coöperatie UA;;;;;;;;1;1
De Drecht, huisartsen;;;;;;;;1;1
De Eeuwsels Huisartsen;;;;;;;;1;1
De Galan Groep B.V.;;;;;;;;3;3
De Groot Houtbewerkingsmachines B.V.;;2;;;;;;;2
De Horeca Academie Zakelijk B.V.;;;;;;;;1;1
De Krachtcentrale;;;;;;1;;;1
de Mediaman;;;;;;;;1;1
De Presentatie Groep B.V.;;;;;;;;2;2
De Raat Security Products B.V.;;;;;;;;1;1
De Ridder B.V.;;;1;;;;;;1
De Rijk Magazijninrichting B.V.;;2;;;;;;;2
De Smient;;;;;;;;1;1
De Staffing Groep Nederland B.V.;;;;;;;;3;3
De Vries Projekt Design B.V.;;1;;;;;;;1
De Wilt-Cyrox Groep B.V.;;;1;;;;;;1
Dean One B.V.;;;;;;;;1;1
Dechesne & Boertje Business Events B.V.;;;;;;;;3;3
Decos Software Engineering B.V.;;;;1;1;;;;1
Defacto Software B.V.;;;;;2;;;;2
DeKinderkliniek Almere B.V.;;;;;;;;1;1
deLex B.V.;;;;1;;;;;1
deLex Media en Management B.V.;;;;1;;;;;1
Dell B.V.;;5;;;;;;;5
Dell Benelux Call Centre;;2;3;;1;;1;;4
Deloitte Consulting B.V.;;;;;;;;4;4
Deloitte Group Support Center B.V.;;;;;;;;6;6
DELTA Fiber Nederland B.V.;;;;2;;;2;;3
Demca;;1;;;;;;;1
