FID,filename,folder,urlbig,rdx,rdy,se_anno_cad_data,gdb_geomattr_data,shape
actuele_zn_helicopterfotos.11,2011-10-03-0692.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0692.jpg,143807.8,411284.593,,,POINT (143807.80000000075 411284.5929999985)
actuele_zn_helicopterfotos.12,2011-10-03-0693.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0693.jpg,143728.256,411274.148,,,POINT (143728.25600000098 411274.1479999982)
actuele_zn_helicopterfotos.13,2011-10-03-0694.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0694.jpg,143708.537,411272.505,,,POINT (143708.53700000048 411272.50499999896)
actuele_zn_helicopterfotos.14,2011-10-03-0695.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0695.jpg,143570.227,411268.145,,,POINT (143570.22700000182 411268.14499999955)
actuele_zn_helicopterfotos.15,2011-10-03-0696.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0696.jpg,143549.693,411267.766,,,POINT (143549.69299999997 411267.7659999989)
actuele_zn_helicopterfotos.16,2011-10-03-0697.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0697.jpg,143528.719,411266.961,,,POINT (143528.7190000005 411266.9609999992)
actuele_zn_helicopterfotos.17,2011-10-03-0698.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0698.jpg,143463.907,411264.143,,,POINT (143463.90700000152 411264.1429999992)
actuele_zn_helicopterfotos.18,2011-10-03-0699.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0699.jpg,143373.86,411261.811,,,POINT (143373.8599999994 411261.8110000007)
actuele_zn_helicopterfotos.19,2011-10-03-0700.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0700.jpg,143250.617,411269.736,,,POINT (143250.6169999987 411269.73600000143)
actuele_zn_helicopterfotos.20,2011-10-03-0701.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0701.jpg,143119.726,411293.813,,,POINT (143119.7259999998 411293.813000001)
actuele_zn_helicopterfotos.21,2011-10-03-0702.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0702.jpg,143065.317,411304.548,,,POINT (143065.31700000167 411304.5480000004)
actuele_zn_helicopterfotos.22,2011-10-03-0816.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0816.jpg,167551.466,380069.803,,,POINT (167551.46599999815 380069.8029999994)
actuele_zn_helicopterfotos.23,2011-10-03-0817.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0817.jpg,167712.141,380034.143,,,POINT (167712.1409999989 380034.1429999992)
actuele_zn_helicopterfotos.24,2011-10-03-0818.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0818.jpg,167749.299,380021.499,,,POINT (167749.29899999872 380021.4990000017)
actuele_zn_helicopterfotos.25,2011-10-03-0819.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0819.jpg,167748.252,379806.352,,,POINT (167748.25200000033 379806.3520000018)
actuele_zn_helicopterfotos.26,2011-10-03-0820.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0820.jpg,167728.441,379809.269,,,POINT (167728.44099999964 379809.26900000125)
actuele_zn_helicopterfotos.27,2011-10-03-0821.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0821.jpg,167670.289,379819.301,,,POINT (167670.2890000008 379819.30099999905)
actuele_zn_helicopterfotos.28,2011-10-03-0822.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0822.jpg,167651.441,379821.386,,,POINT (167651.44099999964 379821.38599999994)
actuele_zn_helicopterfotos.29,2011-10-03-0823.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0823.jpg,167633.095,379822.62,,,POINT (167633.0949999988 379822.62000000104)
actuele_zn_helicopterfotos.30,2011-10-03-0824.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0824.jpg,167633.095,379822.62,,,POINT (167633.0949999988 379822.62000000104)
actuele_zn_helicopterfotos.31,2011-10-03-0825.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0825.jpg,167615.148,379821.722,,,POINT (167615.14799999818 379821.72199999914)
actuele_zn_helicopterfotos.32,2011-10-03-0826.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0826.jpg,167580.164,379817.389,,,POINT (167580.1640000008 379817.38899999857)
actuele_zn_helicopterfotos.33,2011-10-03-0827.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0827.jpg,167563.384,379813.528,,,POINT (167563.3839999996 379813.52800000086)
actuele_zn_helicopterfotos.34,2011-10-03-0828.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0828.jpg,167547.242,379809.243,,,POINT (167547.2419999987 379809.2430000007)
actuele_zn_helicopterfotos.35,2011-10-03-0829.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0829.jpg,167531.356,379804.957,,,POINT (167531.35599999875 379804.95699999854)
actuele_zn_helicopterfotos.36,2011-10-03-0830.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0830.jpg,167468.895,379789.952,,,POINT (167468.89499999955 379789.9519999996)
actuele_zn_helicopterfotos.37,2011-10-03-0831.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0831.jpg,167453.549,379787.374,,,POINT (167453.54899999872 379787.3740000017)
actuele_zn_helicopterfotos.38,2011-10-03-0832.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0832.jpg,167438.586,379784.779,,,POINT (167438.5859999992 379784.77899999917)
actuele_zn_helicopterfotos.39,2011-10-03-0833.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0833.jpg,167438.586,379784.779,,,POINT (167438.5859999992 379784.77899999917)
actuele_zn_helicopterfotos.40,2011-10-03-0834.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0834.jpg,167424.332,379781.351,,,POINT (167424.33199999854 379781.3509999998)
actuele_zn_helicopterfotos.41,2011-10-03-0835.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0835.jpg,167385.454,379766.831,,,POINT (167385.4539999999 379766.83100000024)
actuele_zn_helicopterfotos.42,2011-10-03-0836.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0836.jpg,167373.365,379760.016,,,POINT (167373.36499999836 379760.0159999989)
actuele_zn_helicopterfotos.43,2011-10-03-0837.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0837.jpg,167349.087,379744.679,,,POINT (167349.08700000122 379744.6790000014)
actuele_zn_helicopterfotos.44,2011-10-03-0838.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0838.jpg,167336.33,379736.157,,,POINT (167336.3299999982 379736.1570000015)
actuele_zn_helicopterfotos.45,2011-10-03-0839.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0839.jpg,167296.046,379713.142,,,POINT (167296.0460000001 379713.1420000009)
actuele_zn_helicopterfotos.46,2011-10-03-0840.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0840.jpg,167282.891,379705.898,,,POINT (167282.8909999989 379705.8979999982)
actuele_zn_helicopterfotos.47,2011-10-03-0841.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0841.jpg,167282.891,379705.898,,,POINT (167282.8909999989 379705.8979999982)
actuele_zn_helicopterfotos.48,2011-10-03-0842.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0842.jpg,167270.143,379698.229,,,POINT (167270.14299999923 379698.2289999984)
actuele_zn_helicopterfotos.49,2011-10-03-0843.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_geldrop/2011-10/2011-10-03-0843.jpg,167232.777,379676.501,,,POINT (167232.77699999884 379676.5009999983)
actuele_zn_helicopterfotos.50,2011-10-03-0776.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0776.jpg,146626.354,373452.659,,,POINT (146626.35399999842 373452.65900000185)
actuele_zn_helicopterfotos.51,2011-10-03-0777.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0777.jpg,146641.76,373487.415,,,POINT (146641.76000000164 373487.4149999991)
actuele_zn_helicopterfotos.52,2011-10-03-0778.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0778.jpg,146665.631,373559.109,,,POINT (146665.63100000098 373559.1090000011)
actuele_zn_helicopterfotos.53,2011-10-03-0779.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0779.jpg,146674.456,373595.582,,,POINT (146674.45600000024 373595.58199999854)
actuele_zn_helicopterfotos.54,2011-10-03-0780.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0780.jpg,146681.423,373632.058,,,POINT (146681.42300000042 373632.05799999833)
actuele_zn_helicopterfotos.55,2011-10-03-0781.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0781.jpg,146686.673,373668.556,,,POINT (146686.67300000042 373668.5560000017)
actuele_zn_helicopterfotos.56,2011-10-03-0782.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0782.jpg,146695.396,373848.885,,,POINT (146695.39600000158 373848.88500000164)
actuele_zn_helicopterfotos.57,2011-10-03-0783.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0783.jpg,146695.224,373920.599,,,POINT (146695.22399999946 373920.59899999946)
actuele_zn_helicopterfotos.58,2011-10-03-0784.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0784.jpg,147209.671,374108.636,,,POINT (147209.6710000001 374108.63599999994)
actuele_zn_helicopterfotos.59,2011-10-03-0785.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0785.jpg,147228.691,374082.279,,,POINT (147228.69099999964 374082.27899999917)
actuele_zn_helicopterfotos.60,2011-10-03-0786.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0786.jpg,147248.781,374056.366,,,POINT (147248.7809999995 374056.3660000004)
actuele_zn_helicopterfotos.101,2011-10-03-0680.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a59_vlijmen/2011-10/2011-10-03-0680.jpg,144098.174,411478.297,,,POINT (144098.17399999872 411478.2969999984)
actuele_zn_helicopterfotos.61,2011-10-03-0787.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/a67_aansluiting_hapert-kbp/2011-10/2011-10-03-0787.jpg,147382.816,373944.141,,,POINT (147382.81599999964 373944.1409999989)
