CODE_DEN_HAAG;HELLINGSHOEK;TYPE_OEVER_CODE;TYPE_OEVER_OMSC;VEGETATIE_NAT_CODE;VEGETATIE_NAT_OMSC;VEGETATIE_DROOG_CODE;VEGETATIE_DROOG_OMSC;KWALITEIT_OEVER_CODE;KWALITEIT_OEVER_OMSC;BEREIKBAARHEID_OEVER_CODE;BEREIKBAARHEID_OEVER_OMSC;GRONDSOORT_GEMIDDELDE_BOO_CODE;GRONDSOORT_GEMIDDELDE_BOO_OMSC;SGH;SEHS;OPMERKINGEN;SCHADEBEELD1_CODE;SCHADEBEELD1_OMSC;SCHADEBEELD2_CODE;SCHADEBEELD2_OMSC;ID;GUID;COUNTER
56043_b_03;1:4;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190737;{C9FA0856-95B7-4A15-84DE-7C3635794F46};234
56026_a_03;1:5;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;RIET_GRAS;Rietdominantie/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190738;{9DFBAEED-7A7F-4C98-B972-573F42D0857B};235
56020_b3_b2_03;1:2;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;RIET_GRAS;Rietdominantie/grasoever;SLECHT;De beplanting bestaat uit slechts enkele kruidachtige soorten, rond de 10 verschillende grassoorten per 25m2 en meer dan 90% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;GM;Groot machinaal;K;Klei;;;Geen owb;;;;;1190739;{43C05D8A-3E0D-4ABB-A6A8-3FCCCC48F21B};236
56024_a3_08;1:5;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;GRAS;Grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190740;{0F5C3F91-E189-4253-ABCB-9F4E386AEE4F};237
56049_b4_01;1:4;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190741;{E0D032E2-A332-48E8-990A-BE2C20BACB14};238
56031_a1_02;1:3;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190749;{4BD16831-A787-4DCE-8C52-F7A59A501709};259
56032_b1_b2_03;1:3;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190750;{F27BB99B-1937-4BC6-9129-5F6657673F90};260
56032_a2_02;1:4;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190751;{E3134B12-DEB2-4F40-AE9F-5D28CAA5EA81};261
56042_a_01;1:5;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;RIET_GRAS;Rietdominantie/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190752;{3011756C-9AA5-4366-B683-A3C02DC62E88};262
56044_a_05;1:4;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;RIET_GRAS;Rietdominantie/grasoever;SLECHT;De beplanting bestaat uit slechts enkele kruidachtige soorten, rond de 10 verschillende grassoorten per 25m2 en meer dan 90% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;;;;;;;;;;1190753;{0B0FE548-5FCC-4044-A218-36D9AA340497};263
56041_a_02;1:4;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;GRAS;Grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;GM;Groot machinaal;K;Klei;;;Onderwaterbeschoeiing niet aangetroffen;;;;;1190756;{216162E8-37F1-4DF3-8D76-98056E6000B6};245
56038_a_01;1:2;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;GRAS;Grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190757;{F3BEB00C-64C8-4A8D-9B70-AD50634DA251};246
56043_a_06;1:4;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190758;{2CA74824-DC05-44C1-B54C-486C6892D8BD};247
56039_a_01;1:3;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;GRAS;Grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190759;{5CEB27D2-86FC-4C43-B7EE-2140961C4881};248
56027_b_07;1:3;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190760;{F6100C86-86FF-4ED8-B0B4-072D9F54C17F};249
56000_b07_06;1:3;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;RIET_KRUID;Rietdominantie/kruidenrijke oever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;W;Vanaf het water;K;Klei;;;Geen owb;;;;;1190761;{C5F7F518-2B63-4E95-9410-A872C65C780D};250
56019_a_01;1:2;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID;Kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;Geen beschoeiing geconstateerd;;;;;1190762;{DEF128DF-E0EF-4E29-8F87-2FF64730FD77};251
56018_b_04;1:4;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID;Kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;Geen beschoeiing geconstateerd;;;;;1190763;{688CEA58-E196-4F0B-9DDE-93BD5EAD1968};252
56019_b_01;1:2;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID;Kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;Geen beschoeiing geconstateerd;;;;;1190764;{DBF679A3-6E0F-41B4-9921-D85EBAC026B5};253
56020_b3_04;1:3;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;RIET_KRUID;Rietdominantie/kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;H;Handmatig;K;Klei;;;Geen owb, Begroeid met wilgenstruiken;;;;;1190765;{D14D1E9C-1163-44F1-8619-8FDC9BD8A4AE};254
56029_a1_07;1:5;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;RIET_KRUID;Rietdominantie/kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190745;{A4B5A6C8-1448-40D8-A687-9C27328A2DE3};255
56049_b3_01;1:3;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190746;{688B4776-0337-4EE4-8A79-41A1F4064DE5};256
56042_b_02;1:5;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;RIET_GRAS;Rietdominantie/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190747;{FCD580AC-4E41-4306-B7A2-C992FB2E6EDC};257
56030_a2_03;1:3;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190748;{DC11B638-D3BD-4CAE-824B-9DDE3DD4F2A6};258
56033_b_01;1:2;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190779;{9A31633C-0CA3-418A-A3DA-445EB38763D4};276
56132_a_01;1:5;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID;Kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190780;{45C2026F-2FDD-4473-A7C1-99621CC0B2D1};277
56132_b_06;1:4;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID;Kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190781;{3C65C9F6-640E-4684-AE0C-140B14D0C623};278
56135_a_01;1:3;TRAD;Traditionele beschoeide oever;RIET;Rietdominantie;KRUID;Kruidenrijke oever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190782;{D2E2AEAC-9CA3-4D4A-96BD-5A683853905D};279
56033_a_02;1:4;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190783;{E7247C20-9BAB-4106-8F07-1649E969CD96};280
56142_a_01;1:2;TRAD;Traditionele beschoeide oever;RIET;Rietdominantie;KRUID;Kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190784;{788EFF69-7F04-42A2-8896-ECA9EBCBEBA1};281
51417_b3_02;1:3;NVO_PLASDRAS;Traditionele oever met plas-dras vooroever (riet);;;KRUID;Kruidenrijke oever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;W;Vanaf het water;K;Klei;;;;AFK;Afkalving;ZWERF;Zwerfvuil;1190785;{49355062-96ED-486E-9DFF-C057EB0A6A9A};282
56142_b_02;1:4;TRAD;Traditionele beschoeide oever;RIET;Rietdominantie;KRUID;Kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190786;{08367B0A-1FD0-4414-AED4-D3F023339816};283
56007_a_01;1:3;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190787;{E3538C6C-DCE6-4C2B-B357-91D0C3789BB1};284
56040_b_01;1:5;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;GRAS;Grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;GM;Groot machinaal;K;Klei;;;Onderwaterbeschoeiing niet aangetroffen;;;;;1190788;{0DE07F0C-CA73-44D1-A7A2-F477D4D2529D};285
56044_b_04;1:4;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;;;;;;;;;;1190754;{AF8FFA01-003A-4EEB-9992-94BF1E24F8E7};264
56041_b_01;1:5;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;GRAS;Grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;GM;Groot machinaal;K;Klei;;;Onderwaterbeschoeiing niet aangetroffen;;;;;1190755;{29C24119-3DDC-4991-86AA-BD91D17E2748};265
56021_a3_01;1:3;NVO_PLASDRAS;Traditionele oever met plas-dras vooroever (riet);RIET;Rietdominantie;RIET_KRUID;Rietdominantie/kruidenrijke oever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;GM;Groot machinaal;K;Klei;;;;VERL;Verlanding;;;1190766;{494AAFE2-A02B-4E85-B0B2-2B90DFE51716};266
56024_a2_08;1:3;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190767;{7733137D-AE8F-4157-A9F4-7CC3E386E78D};267
56024_a2_01;1:3;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190768;{9F042E1A-5775-4053-9AE8-BAA0D034BD66};268
56033_a_01;1:4;NVO_zonderOWB;Natuurvriendelijke oever zonder onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190769;{C28BCC48-7825-4F60-B81D-8C43B869BB95};269
Onbekend 1_01;1:4;NVO_PLASDRAS;Traditionele oever met plas-dras vooroever (riet);RIET;Rietdominantie;KRUID;Kruidenrijke oever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;;;K;Klei;;;Geen beschoeiing aanwezig;AFK;Afkalving;;;1190770;{D9EED9B9-3714-4D06-87B5-12BB7996A136};270
56033_b_04;1:2;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;KRUID_GRAS;Kruidenrijke oever/grasoever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;;;;;;1190771;{306B5CEB-345D-4C8A-A748-06F8A0FA1A60};271
56135_b1_02;1:3;TRAD;Traditionele beschoeide oever;RIET;Rietdominantie;KRUID;Kruidenrijke oever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;KM;Klein machinaal;K;Klei;;;Beschoeiing aan het wegvallen;;;;;1190772;{A12B9386-7291-4A54-90A7-AFDDE828928C};272
54060_a_01;1:5;NVO_OWB;Natuurvriendelijke oever met onderwaterbeschoeiing;RIET;Rietdominantie;GRAS;Grasoever;GOED;De beplanting bestaat uit veel tot zeer veel kruidachtige soorten, meer dan 30 verschillende grassoorten per 25m2 en minder dan 30% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;GM;Groot machinaal;K;Klei;;;;AFK;Afkalving;;;1190776;{B6FEC219-3BDC-456C-AC9B-35B31C9BA496};273
Onbekend_4_01;1:3;NVO_wegOWB;Natuurlijke oever met (deels) weggevallen onderwaterbeschoeiing;RIET;Rietdominantie;RIET_KRUID;Rietdominantie/kruidenrijke oever;MATIG;De beplanting bestaat uit redelijk veel kruidachtige soorten, meer dan 15 verschillende grassoorten per 25m2 en minder dan 50% is bedekt door dominante grassoorten (Engels/Italiaans raaigras).;W;Vanaf het water;K;Klei;;;Geen owb aangetroffen;AFK;Afkalving;;;1190777;{4E362190-7CEC-4E20-A924-41C93BA24668};274
