Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Acquire Publishing B.V.;;;;;;1;;;;1
ACS audiovisual solutions B.V.;2;;;;;;;;;2
Action Learning Business School Europe B.V.;;;;;;1;;;;1
ACTME B.V.;1;;;1;2;2;;;;2
Ad Em Producties B.V.;;;;;;2;;;;2
'A'dam Ports Assoc.' v/h de Amsterdamse Haven;1;;;1;;1;;;;1
Adecco Detachering B.V.;;;;;;2;;;;2
Adfo Groep B.V.;1;;;;;;;;;1
Adigo Consulting;;;;;1;;;;;1
Administratiekantoor Fine;;;;1;;;;;;1
ADO Hospitality & Events B.V.;2;;;1;;;;;;2
Adventure & Ski Events;2;;;;;;;;;2
advies Leren En Opleiden - LS Sales Training;;;;;;1;;;;1
Adviesbureau Kiene B.V.;1;;;;1;2;;;;2
Adviesbureau Kusters;;;;;;1;;;;1
Adviesgroep voor Kantoorinnovatie AVK B.V.;;;;;;2;;;;2
Adyen Client Management Foundation Stichting;;;;1;;;;;;1
AE Architecture & Ecology;;;;;;1;;;;1
Aerodynamics B.V.;1;;;;;;;;;1
Aeromedical Expert Centre B.V.;1;;;;1;;;;;1
AGB Consultancy B.V.;;;;;;2;;;;2
AIS Vliegopleidingen B.V.;;;;;;1;;;;1
Akkermans Leisure & Golf;;;;2;;;;;;2
Al Mundo;1;;;;;;;;;1
Albert Heijn B.V.;;;;1;;;;;;1
Alex Pitstra Media;1;;;;;;;;;1
Alexander Hotel B.V.;;;;;;;;;1;1
All Season Sports;2;;;;;;;;;2
Allekante B.V.;;;;1;;;;;;1
Allen Carr's Easy Way;;;;;;1;;;;1
Alles voor de lunch;1;;;;;;;;;1
Alpeko;1;;;;;;;;;1
ALTER - HAAGLANDEN sleutels - sloten;1;;;;;;;;;1
Alumnivereniging EMBA B6;1;;;;;;;;;1
AM Connects;;;;;;1;;;;1
Amadore Hotel Restaurant Arion;;;;;;;;;1;1
Amadore Hotel Restaurant Arneville;1;;;;;;;;1;1
Amaze Escape Events;;;;1;;;;;;1
Amazing Bread Company B.V.;;;;1;;;;;;1
AMC Pilots B.V.;1;;;;;;;;;1
Amersfoort Beheer B.V.;;;;;;;;;1;1
AMI Maastricht;;;;1;;1;;;;1
Amsterdams ADR Instituut B.V.;;;;;;1;;;;1
Andante Hotel B.V.;;;;;;;;;1;1
anoniem;3;;1;2;4;5;;;3;6
Ansul;;;1;;;;;;;1
Antea Nederland B.V.;;;;;;2;;;;2
Antré Evenementenorganisatie;;;;1;;;;;;1
ANWB B.V.;1;;;1;;;;;;1
ANWB-Rijopleiding;;;;;;1;;;;1
AOB Compaz B.V.;;;;;1;;;;;1
AOG Contractonderwijs B.V.;;;;;;2;;;;2
Apartt Rotterdam Horeca B.V.;;;;1;;;;;;1
APBL Consultancy;1;;;1;;;;;;1
APCOA Parking Nederland B.V.;;;;;;;;;1;1
Aperitivo B.V.;;;;1;;;;;;1
APG Service Partners B.V.;2;;;;;;;;;2
Apollo13;;;;;;1;;;;1
Apotheek Pleyler B.V.;1;;;;;;;;;1
APPLY Opleidingen en Advies B.V.;;;;;;1;;;;1
APPM Management Consultants B.V.;;;;;;2;;;;2
AquaBubble;1;;;;;;;;;1
Aquapur;;;;;;;;;1;1
Arab. Translation Service;1;;;;;;;;;1
ARAM Academy B.V.;;;;;;1;;;;1
Arbo Unie;1;;;;1;;;;;1
Arbo Unie B.V.;2;;;;1;1;;;;2
Arbode Maritiem B.V.;;;;;;1;;;;1
Arcadis Planrealisatie B.V.;2;;;;;;;;;2
Archeon Novum;1;;;;;;;;;1
Architecture & Co;;;;1;;;;;;1
Ardis Opleidingen B.V.;2;;;;1;4;;;;4
Ardis Organisatieontwikkeling B.V.;1;;;;1;2;;;;2
Argentijns Restaurant La Bamba Dos;;;;1;;;;;;1
Arjan van Dijk;;;;2;;;;;;2
Arma Verhuur Horeca B.V.;;;;1;;1;;;;1
Arno Smits Catering B.V.;;;;1;;;;;;1
Arnold Looije Consult;;;;1;;;;;;1
Arnopress;;;;1;;;;;;1
Art Centre Delft;1;;;1;;;;;;1
Artiestenverloningen B.V.;;;;1;;;;;;1
Artige B.V.;1;;;1;;;;;;1
Artihove Regina B.V.;;;;1;;;;;;1
At Computing B.V.;;;;;;2;;;;2
Atelier de Muze;;;;1;;;;;;1
ATG Audiovisueel B.V.;;;;1;;;;;;1
Athene Palace B.V.;;;;1;;;;;;1
Atlantic Hotel Exploitatie B.V.;;;;;;;;;1;1
Atlantis Arnhem B.V.;;;;1;;;;;;1
Atman Praktijk voor Rebalancing;;;;;1;;;;;1
ATS Applied Tech Systems B.V.;;;;;;1;;;;1
Augusta Vastgoed Holding B.V.;;;;1;;1;;;2;2
Authentiek leiderschap B.V.;;;;;1;1;;;;1
AutomotiveNL B.V.;;;;1;;1;;;1;1
Autorijschool Van Maaren;1;;;;;;;;;1
Avans Hogeschool B.V.;;;;;;1;;;;1
Aveq Show Theatre & Congress Facilities;1;;;;;;;;;1
Aviodrome Exploitatie B.V.;;;;;;1;;;;1
Aviste B.V.;;;;1;;1;;;;1
Avoc Talen;;;;;;1;;;;1
Ayers Rock Island B.V.;;;;1;;;;;;1
AZ Barbecue & Gourmet Partyservice B.V.;1;;;;;;;;;1
B Tax;;;;;;;;;1;1
B.L.W. Balans in Leven en Werk;;;;;1;1;;;;1
B.V. Algemene Amsterdamse Rederij Noord-Zuid;1;;;;;;;;;1
B.V. Copes SNEL;1;;;;;;;;;1
B.V. Exploitatiemaatschappij Museumstoomtram;1;;;;;;;;;1
B.V. Hotel Bel Air Den Haag;;;;;;;;;1;1
B.V. Panorama Mesdag;;;;1;;;;;;1
B.V. Perscentrum Nieuwspoort;1;;;1;;;;;1;2
B.V. Rederij G. Doeksen en Zonen;;;;;;;;;1;1
B.V. Scheepswerf Maaskant;;;;;;;;;1;1
B.V. Topselect;;;;;1;1;;;;1
B.V. Touringcarbedrijf E.D.A.D.;1;;;;;;;;;1
B+B Vakmedianet B.V.;;;;;1;1;;;;2
BaanBaan B.V.;2;;;;5;1;;;;5
Babel B.V.;;;;;;1;;;;1
Babel21;2;;;;;;;;;2
Backshop B.V.;1;;;;;;;;;1
Badge Promotions B.V.;;;;1;;;;;;1
Badhotel Rockanje aan Zee B.V.;;;;;;;;;1;1
Badhotel Vastgoed B.V.;;;;;;;;;1;1
bagsandboxes;;;;1;;;;;;1
Bak Travel;;;;;;;;;1;1
Baker Tilly Berk Breda;;;;;;2;;;;2
Bakker & Schnabel B.V.;1;;;;;1;;;1;1
Bakker Computer Opleidingen;;;;;;1;;;;1
Bakker Wim;;;;1;;1;;;;1
Bakkerij Ariese;1;;;;;;;;;1
Bakkerij Bornhijm B.V.;;;;1;;;;;;1
Bakkerij Brokking;;;;1;;;;;;1
Bakkerij Dam V.O.F.;1;;;1;;1;;;;1
Bakkerij 'Den Soeten Inval';;;;1;;;;;;1
Bakkerij Paul Schalke B.V.;;;;1;;;;;;1
Bakkerij Pots;;;;1;;;;;;1
Bakkerij Risseeuw;;;;1;;;;;;1
Bakkerij Schot B.V.;;;;1;;;;;;1
Bakkerij Schuurmans;;;;1;;;;;;1
Bakkerij 't Bakkertje;1;;;;;;;;;1
Bakkie Fietsen B.V.;1;;;;;;;;;1
Balance Your Work;1;;;;;;;;;1
Balans & Impuls B.V.;1;;;;2;2;;;;2
Balkan Grill Restaurant Alexander;1;;;;;;;;;1
Balkangrill;;;;1;;;;;;1
Ballon Express 2.0 B.V.;;;;1;;;;;;1
Bally's eten & drinken;1;;;1;;;;;;1
Banketbakkerij Boheemen;1;;;1;;;;;;1
Banketbakkerij De Kruyter;1;;;;;;;;;1
Banketbakkerij J. Boer B.V.;;;;1;;;;;;1
Banketbakkerij Jansen-de Koning;;;;1;;;;;;1
Banketbakkerij Konditorei v.d. Sterre V.O.F.;1;;;;;;;;;1
Banketbakkerij Maison Kelder B.V.;1;;;1;;;;;;1
Banketbakkerij Nijstad;;;;1;;;;;;1
Banketbakkerij Plasman;1;;;1;;;;;;1
Banketbakkerij Steentjes V.O.F.;1;;;;;;;;;1
Banketbakkerij Theo Blom V.O.F.;1;;;;;;;;;1
Banketbakkerij van Beek & Specker B.V.;1;;;;;;;;;1
Banketkoerier.nl B.V.;;;;1;;;;;;1
Bar Le Duc;;;;1;;;;;;1
Bar Lekker;;;;1;;;;;;1
Bar Restaurant Pavlov B.V.;;;;1;;;;;;1
Barbarossa Beach B.V.;;;;2;;;;;;2
Basisidee;;;;1;;;;;;1
Basso Exploitatie B.V.;1;;;;;;;;;1
Bastion Barendrecht B.V.;;;;;;;;;1;1
Bastion Haarlem B.V.;;;;;;;;;1;1
Bastion Hotel Almere B.V.;;;;;;;;;1;1
Bastion Hotel Maastricht B.V.;;;;;;;;;1;1
Bastion Hotel Terbregseplein B.V.;1;;;1;;1;;;1;1
Bastion Hotel Utrecht B.V.;;;;;;1;;;1;1
Bastion Hotelgroep B.V.;1;;;1;;;;;1;1
BAX B.V.;;;;1;;;;;;1
Bax-shop.nl B.V.;;;;;;1;;;;1
BBQ-Buffet Restaurant De Opschepper;;;;1;;;;;;1
BCN B.V.;;;;1;;;;;;1
BCT B.V.;;;;;;1;;;;1
BD4I;;;;;;1;;;;1
Be in Business B.V.;;;;;;1;;;;1
Beach House B.V.;;;;1;;;;;;1
Beachclub De Karavaan;;;;1;;;;;;1
Beachclub Take Five;;;;1;;;;;;1
Beautiful days wenskaarten;1;;;;;;;;;1
BeDi Culinair;;;;1;;;;;;1
Bedrijfscatering Jan Vendrig;1;;;1;;;;;1;1
Beheermaatschappij BAB B.V.;;;;1;;;;;1;1
Beheersmaatschappij de Leeuw-van Bekkum;;;;1;;;;;;1
Beide Dames V.O.F.;;;;1;;;;;;1
Belangenver. Bedrijfshulpverlening Nederland;1;;;;;;;;;1
Beleef Concepts v.o.f.;;;;1;;;;;;1
Belgian Beer Cafe Belvédère;;;;1;;;;;;1
Belgisch Biercafé Olivier B.V.;1;;;1;;;;;;1
Bellagio Den Bosch B.V.;;;;1;;;;;;1
Beluga B.V.;;;;1;;;;;;1
Benner Kaap Hoorn Exploitatie B.V.;;;;1;;;;;;1
Ber.ver. v. Nederl. Stedeb.kund. & Planologen;1;;;;;;;;;1
Berenschot B.V.;;;;;1;;;;;1
Berenschot Groep B.V.;;;;;1;1;;;;1
Bergboek Product B.V.;1;;;;;;;;;1
Berghauser Pont Academy B.V.;;;;;;1;;;;1
BermBeveiliging Nederland B.V.;;;;1;;1;;;;1
Beroepsvereniging Vide;;;;;;1;;;;1
Bert Hellinger Instituut Nederland;;;;;;1;;;;1
Bertils BBQ & Party Service;;;;1;;;;;;1
Besseling Travel B.V.;;;;1;;1;;;;1
Best Value Nederland;;;;;;1;;;;1
Bestax;;;;;;;;;1;1
Bestuursacademie Nederland Opleidingen B.V.;;;;;;2;;;;2
Beter Koersen B.V.;1;;;;;;;;;1
'Betonvereniging';;;;;;1;;;;1
Betuwse Stromen B.V.;;;;1;;;;;;1
Beuk Touringcars;;;;;;;;;1;1
Beware Beach;;;;;;1;;;;1
Bex*communicatie;;;;;;2;;;;2
Bezemer Kuiper & Schubad B.V.;1;;;;1;;;;;1
Bidvest Deli XL B.V.;;;;;;;;;6;6
Bierbrouwerij Emelisse B.V.;;;;1;;;;;;1
Biercafé Doerak;;;;1;;;;;;1
Bierfabriek Delft B.V.;;;;1;;;;;;1
Bij Teus;;;;1;;;;;;1
BijzonderStrafrecht B.V.;;;;;;1;;;;1
Bilderberg Chateau Holtmuhle;;;;;;;;;1;1
Bilderberg Grand Hotel Wientjes;;;;;;;;;1;1
Bilderberg Hotel 't Speulderbos;;;;;;;;;1;1
Bilderberg Hotel Wolfheze;;;;;;;;;1;1
Bilderberg Residence Groot Heideborgh;1;;;;;;;;;1
BIM Media B.V.;;;;;;1;;;;1
Binkies Food & Drinks B.V.;;;;1;;;;;;1
Binnenlands Bestuur B.V.;;;;;;1;;;;1
Bisnez Management B.V.;;;;;2;2;;;;2
Bison Bowling;;;;1;;;;;;1
Bison Haarlem B.V.;;;;1;;;;;;1
Bistro Mama's Vollen Pot;1;;;;;;;;;1
Bistro 't Kannetje B.V.;;;;1;;;;;;1
Bistro Tante Pietje;;;;1;;;;;;1
Biznez B.V.;1;;;;;;;;;1
BK Ingenieurs B.V.;;;;;;1;;;;1
Blaaauw;;;;;;1;;;;1
BLD Advies;;;;;;1;;;;1
Blikopener Trainingen;;;;;;1;;;;1
Bloembinderij De Korenschoof;1;;;;;;;;;1
Bloembinderij van der Maat;;;;1;;;;;;1
Bloemenatelier Lavandula;1;;;;;;;;;1
Bloemenboetiek Panhuis;1;;;1;;;;;;1
Bloemenboutique Fonville;1;;;1;;;;;;1
Bloemenhuis Abrahamse;;;;1;;;;;;1
Bloemenhuis D.P. van Wageningen;1;;;;;;;;;1
Bloemenhuis 'De Narcis';1;;;1;;;;;;1
Bloemenhuis 'Magnolia';;;;1;;;;;;1
Bloemenmagazijn Johan;;;;1;;;;;;1
Bloemenshop 4 Roses;1;;;;;;;;;1
Bloemsierkunst 'De Linde';;;;1;;;;;;1
Bloemsierkunst T. Haasjes B.V.;;;;1;;;;;;1
Bloesom Realisatiecoach;;;;;1;;;;;1
Blok Landbouwmechanisatie B.V.;;;1;;;;;;;1
Blokxii;1;;;;;;;;;1
BlomBerg Society B.V.;;;;1;;1;;;;1
blooming trainingsbureau B.V.;;;;;;1;;;;1
Blue Collar Hotel B.V.;;;;1;;;;;;1
Blue orchard;;;;;1;;;;;1
BME Opleidingen B.V.;;;;;;1;;;;1
BMW Den Haag B.V.;1;;;;;;;;;1
BNP PARIBAS LEASING SOLUTIONS N.V.;;;;1;;;;;;1
Bo & Ro KookInstituut B.V.;;;;1;;;;;;1
Boaty B.V.;;;;1;;;;;;1
Boddeüs Brillen & Contactlenzen;;;1;;;;;;;1
Boegschroef Exploitatie B.V.;;;;1;;;;;;1
Boek en Service;1;;;;;1;;;;1
Boeketcadeau.nl;;;;1;;;;;;1
Boekhandel De Koperen Tuin;;;;1;;;;;;1
Boekhandel Haasbeek;;;;;;1;;;;1
Boekhandel Van der Velde;1;;;;;;;;;1
Boerderij de Kat in de Wilg;;;;1;;;;;;1
Boerderij Missieklooster G.S. Migchels;;;;1;;;;;;1
Boetiekwijnen B.V.;;;;1;;;;;;1
bol.com B.V.;1;;;2;;;;;;2
Bolten Training en Advies;;;;;;1;;;;1
Bombance;;;;1;;;;;;1
Boogh Arbeidsre-integratie;1;;;;;;;;;1
Boomerang Beach;;;;1;;;;;;1
Boon V.O.F.;1;;;;;;;;;1
Boot & Stuurliedencoöp. 'De Koperen Ploeg' WA;;;;;;;;;1;1
BootjehurenZwolle;1;;;;;;;;;1
Bootservice Leeuwen;;;2;;;;;;;2
Bosch en Duin;;;;;;1;;;;1
Boshouwers Mobiliteitsadvies en Proj.manag.;;;;;;1;;;;1
Botenverhuur De Rijnstroom;1;;;;;;;;;1
Botenverhuur De Rijnstroom V.O.F.;1;;;1;;;;;;1
Boterwaag Den Haag B.V.;;;;1;;;;;;1
Bots Holding B.V.;1;;;;;;;;;1
Boulangerie Pieterson;;;;1;;;;;;1
Boutique Hotel De Eilanden;;;;;;;;;1;1
Bouwend Nederland;;;;;1;;;;;1
Bouwplaten Uitgeverij Scaldis;;;;1;;1;;;;1
Bowling Administratie;;;;1;;;;;;1
Bowling en Partycentrum Hilversum;1;;;;;;;;;1
Bowling Lelystad B.V.;1;;;;;;;;;1
Bowling Nieuwegein B.V.;;;;1;;;;;;1
Bowling Scheveningen B.V.;;;;1;;;;;;1
Bowlingcentrum Apeldoorn B.V.;;;;1;;;;;;1
Bowling-Restaurant Menken;1;;;1;;;;;;1
Braai-Tapperij 'De Mug';1;;;1;;;;;;1
Braakhuis Verhuur HGL v. Feest en Vrije Tijd;1;;;;;;;;;1
Brabants Lederwarenhuis 's-Gravenhage B.V.;1;;;1;;;;;;1
Brain Box Mediatraining B.V.;2;;;;;2;;;;3
Brainwork B.V.;;;;;;2;;;;2
Brammer Nederland B.V.;1;;;;;;;;;1
Branchever. Recycling Breken en Sorteren;;;;;;1;;;;1
Brasserie BLVD;1;;;;;;;;;1
Brasserie Buitenhof;;;;1;;;;;;1
Brasserie Crimpenerhout V.O.F.;;;;1;;;;;;1
Brasserie De Boerderij;;;;1;;;;;;1
Brasserie de Houtrib;;;;1;;;;;;1
Brasserie de Koepel;;;;1;;;;;;1
Brasserie De Monnick;;;;1;;;;;;1
Brasserie De Oude Vesting;;;;1;;;;;;1
Brasserie de Verandering;;;;1;;;;;;1
Brasserie De Vierbannen;;;;1;;;;;;1
Brasserie Domplein;;;;1;;;;;;1
Brasserie Down Town;;;;1;;;;;;1
Brasserie Eiggenwijzz;;;;1;;;;;;1
Brasserie Het Gouden Kalf;;;;1;;;;;;1
Brasserie Het Park;;;;;;1;;;;1
Brasserie Hugo's B.V.;1;;;;;;;;;1
Brasserie Jansen;1;;;;;;;;;1
Brasserie Partycentrum The Longhorn;1;;;;;;;;;1
Brasserie Soho B.V.;;;;1;;;;;;1
Brasserie Spiegelaar;;;;1;;;;;;1
Brasserie 't Raethuys;;;;1;;;;;;1
Brasserie The Family;1;;;1;;;;;;1
Brasserie Westbeer;1;;;;;;;;;1
Brasserie/Restaurant Babbilage;;;;1;;;;;;1
Brave;;;;1;;;;;;1
Breeland V.O.F.;;;;1;;;;;;1
Breetveld Organisatie Adviseurs;;;;;1;;;;;1
Brennels;;;;1;;;;;;1
Bret B.V.;;;;1;;;;;;1
Bright Alley Knowledge & Learning B.V.;;;;;;2;;;;2
Bright Events;;;;1;;;;;;1
Brinkhuis Management & Advies B.V.;;;;;;1;;;;1
BROER producties;;;;;;1;;;;1
Broers;;;;1;;;;;;1
Brood & Banketbakkerij Prins B.V.;1;;;1;;;;;;1
Brood- en Banketbakkerij J.B. van de Kop;1;;;1;;;;;;1
Brood- en Banketbakkerij P.A. Bliek;1;;;;;;;;;1
Brood- en Banketbakkerij Sterk B.V.;;;;1;;;;;;1
Brood- en Banketbakkerij v. Miltenburg;1;;;1;;;;;;1
Broodje Horeca;;;;1;;;;;;1
Broodje van Martin;;;;1;;;;;;1
Broodjes Express B.V.;1;;;;;;;;;1
Broos Water B.V.;;;;;;1;;;;1
Brouwerij de Prael;1;;;;;;;;;1
Brouwer's Tours B.V.;1;;;;;;;;1;1
Brouwershuys Moorees B.V.;;;;1;;;;;;1
Brüggemann horeca groep;;;;1;;;;;;1
Bruker Nederland B.V.;;;;;;1;;;;1
Bruna;;;;1;;;;;;1
BSA Foto;;;;;;1;;;;1
BSI Group The Netherlands B.V.;;;;;;1;;;;1
BTN B.V.;1;;1;;;;;;;1
Bubbles and Blessings B.V.;;;;1;;;;;;1
Bucky's Catering;;;;1;;;;;;1
Budget Rent a Car;;;;;;;;;1;1
Buena Vista Beach Club B.V.;;;;2;;;;;;2
Buffetrestaurant De Schaopwas;;;;1;;;;;;1
Building Business B.V.;1;;;;1;;;;;1
BuitenSporig! eten + drinken;;;;1;;;;;;1
Bureau Basta!;1;;;;;;;;;1
Bureau Bohré;;;;;;1;;;;1
Bureau Integriteit B.V.;;;;;;2;;;;2
Bureau La Poutre;;;;;1;3;;;;3
Bureau Servest;;;;;;1;;;;1
Bureau voor Beeldzaken;;;;;;1;;;;1
Bureau Zuidema B.V.;;;;;1;3;;;1;3
Burghoorn Trainingen;;;;;2;2;;;;3
Burn Out Poli;;;;;2;1;;;;2
Buro M. Meij;;;;1;;;;;;1
Buro Nienhuis;;;;;;1;;;;1
Business Reservations Centre Holland B.V.;1;;;;;;;;;1
C & F Sporting B.V.;;;;1;;;;;;1
C&S Communicatie Coaching;;;;;1;;;;;1
C.J. Hooglander t.h.o.d.n. Olala Chocola;1;;;;;;;;;1
C.V. La Galleria Plein;;;;1;;;;;;1
Cabri Grafimedia B.V.;1;;;;;;;;;1
Cadac Group MFG B.V.;;;;;;1;;;;1
Cadeau Concepten B.V.;;;;1;;;;;;1
CAE Center Amsterdam B.V.;;;;;;1;;;;1
Café 'Banka';;;;1;;;;;;1
Café Berger Beheer;;;;1;;;;;;1
Café Beurs;;;;1;;;;;;1
Cafe Blossom;;;;1;;;;;;1
Café Camping 'De Poppe';;;;1;;;;;;1
Café De Blonde Pater B.V.;;;;1;;;;;;1
Café de Ceuvel;;;;1;;;;;;1
Café De Gekroonde Suikerbiet;;;;1;;;;;;1
Café 'De Kleine Witte';;;;1;;;;;;1
Café De Landman;1;;;;;;;;;1
Café de Post;;;;1;;;;;;1
Café De Ster;;;;1;;;;;;1
Café De Tijd;1;;;;;;;;;1
Café De Twee Zwaantjes;;;;1;;;;;;1
Café 'De Waag';;;;1;;;;;;1
Café de Zwaan;;;;1;;;;;;1
Café du Midi B.V.;;;;1;;;;;;1
Café het Veulen;;;;1;;;;;;1
Café 'Het Vosken';1;;;;;;;;;1
Café Het Wapen van Poortugaal & Albrandswaard;;;;1;;;;;;1
Café Het Wapen van Voorburg;;;;1;;;;;;1
Café Hier;;;;1;;;;;;1
Café Hofsteenge;;;;1;;;;;;1
Café Local;;;;1;;;;;;1
Café Orloff Utrecht B.V.;;;;1;;;;;;1
Café Partycentrum Het Wapen van Lienden;;;;1;;;;;;1
Café Prins Hendrik;;;;1;;;;;;1
Café Restaur. en Zalencentr. Het Wap. van Ens;1;;;;;;;;;1
Café Restaurant De Rietstulp;;;;1;;;;;;1
Café Restaurant Meerzicht;;;;1;;;;;;1
Café Restaurant Merz;1;;;;;;;;;1
Café Restaurant Rootz B.V.;;;;1;;;;;;1
Café Restaurant Van Veen Witten;;;;1;;;;;;1
Café Salden;;;;1;;;;;;1
Café Spaarndam;;;;1;;;;;;1
Café 't Sjterfhoes;;;;1;;;;;;1
Café 't Slekkerhoes;;;;1;;;;;;1
Café van Miltenburg;;;;1;;;;;;1
Café Vlaanderen B.V.;;;;1;;;;;;1
Café Vlietzicht V.O.F.;1;;;;;;;;;1
Café XO Haarlem B.V.;1;;;;;;;;;1
Café Zomers & Zomers;1;;;;;;;;;1
Café Zuid;;;;1;;;;;;1
Cafe/Clubhuis Saeftinghe;;;;1;;;;;;1
Café-Bar De Pub;1;;;;;;;;;1
Café-Restaurant Amsterdam B.V.;;;;1;;;;;;1
Café-Restaurant Cornelis;;;;1;;;;;;1
Café-Restaurant de Lage Vuursche;;;;1;;;;;;1
Café-Restaurant De Ringweg;;;;;;;;;1;1
Café-Restaurant 'De Roskam';;;;1;;;;;;1
Café-Restaurant Floor B.V.;;;;1;;;;;;1
Café-Restaurant Land en Zeezicht;;;;1;;;;;;1
Café-Restaurant New York Den Haag;;;;1;;;;;;1
Café-Zalencentrum De Dijk;;;;1;;;;;;1
Café-Zalencentrum Torenzicht Lienden B.V.;;;;1;;;;;;1
CAI-Advies B.V.;;;;;;1;;;;1
CAI-Opleidingen B.V.;;;;;;1;;;;1
Camiel Mikily B.V.;;;;1;;;;;;1
Camping De Hertshoorn B.V.;;;;1;;;;;;1
Camping 'de Kiekduun';;;;1;;;;;;1
Camping en Herberg Tiengemeten;;;;1;;;;;;1
Camping en Recreatiecentrum Lauwersoog B.V.;;;;1;;;;;;1
Campingpark Zennewijnen B.V.;;;;1;;;;;;1
Campus SUI MOVEO B.V.;;;;1;;;;;;1
Cancer Health Coach;;;;;1;;;;;1
Cap de L'eau Méditeranée;;;;2;;;;;;2
Capgemini Educational Services B.V.;;;;;;1;;;;1
CAPGEMINI NEDERLAND B.V.;;;;;;1;;;;1
Care4solutions;;;;1;;;;;;1
Carlton Ambassador Hotel B.V.;;;;1;;;;;;1
Carlton Beach Club;;;;;;1;;;1;1
Caroni;1;;;1;;;;;;1
Casa Foresta;;;;1;;;;;;1
Caspar;;;;1;;;;;;1
Casper Cammeraat Fotografie;;;;;;1;;;;1
Casteleijn Brood B.V.;;;;1;;;;;;1
Castello Di Roma;;;;1;;;;;;1
Catering Culinair;;;;1;;;;;;1
Catering de Commanderie B.V.;1;;;1;;;;;;1
Catering De Dreef;1;;;;;;;;;1
Catering De Steiger V.O.F.;;;;1;1;;;;1;1
Catering De Twee Beren;;;;1;;;;;;1
Catering Houtop B.V.;1;;;;;;;;;1
Catering Oud London B.V.;;;;1;;;;;;1
Catering Utrecht B.V.;;;;1;;;;;;1
Catering Verhoef;;;;1;;;;;;1
CBW-MITEX;2;;;;;;;;;2
CBZ Verzuimbezoeken B.V.;1;;;;;;;;;1
CE Delft;1;;;;;;;;;1
Centraal Boekhuis B.V.;;;;1;;;;;;1
Central Dredging Association (Ceda);1;;;;;1;;;;1
Centre for Development Innovation;;;;;;1;;;;1
