Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Bison Bowling;;;;;;;1;;;1
Bistro De Pepermolen;;;;1;;;;;;1
Bistro De Zoete Inval V.O.F.;;;;;;;1;;;1
Bizon Events B.V.;;;;1;;;;;;1
Blij Lunch & Borrelroom;;;;;;1;;;;1
BlinkLane Consulting B.V.;;;;;;2;;;;2
BLIX Consultancy B.V.;;;;;;;;;1;1
Bloemenboetiek Abutilon;;;;1;;;;;;1
Bloemstylist Hans Zijlstra;;;;1;;;;;;1
Blomberg Instituut B.V.;;;;;;1;;;;1
BlomBerg Society B.V.;;;;;;;;;1;1
blooming trainingsbureau B.V.;1;;;;;;;;;1
blueriq;;;;;;2;;;;2
BMC Advies B.V.;;;;;1;;;;;1
BMKV Diensten B.V.;;;;;;2;;;;2
BodemenergieNL;;;;;;;;;1;1
Boekhandel Praamstra B.V.;;;;;;1;;;;1
Boekhandel Van Stockum;;;;;;1;;;;1
BoerBert V.O.F.;;;;;;;1;;;1
Boerderij Restaurant De Lickebaertshoeve;;;;1;;;;;;1
Boertien en Partners;;;;;;1;;;;1
Boertien Vergouwen Overduin B.V.;;;;;;1;;;;1
Bon Vivant B.V.;;;;;;;1;;;1
Bonekamp Consult Nederland B.V.;;;;;;1;;;;1
Bongers & Partners B.V.;;;;;;1;;;;1
Boost Events;;;;;;;1;;;1
Borrelrestaurant James;;;;1;;;;;;1
Boscafé het Maasdal;;;;1;;;;;;1
Bosman Wijnkopers;;;;1;;;1;;;1
Boterwaag Den Haag B.V.;;;;1;;;;;;1
Bouwend Nederland;;;;;;;;;1;1
Bovo-Tours B.V.;;;;;;;;;1;1
Bowling- & Partycentrum Groningen B.V.;;;;;;;1;;;1
Bowling Scheveningen B.V.;;;;;;;1;;;1
Bowling-Zalen-Restaurant Oortwijn;;;;1;;;;;;1
BPMConsult B.V.;;;;;;1;;;;1
Brain Box Mediatraining B.V.;;;;;;1;;;;1
Brainstudio;;;;;;1;;;;1
Brasserie Café-Restaurant Zuidplein;;;;;;;;;1;1
Brasserie de Koepel;;;;1;;;;;;1
Brasserie De Kroon;;;;;;;1;;;1
Brasserie de Stad;;;;1;;;;;;1
Brasserie Heerlijkheid;;;;1;;;;;;1
Brasserie 'Het Vliegerhuys';;;;;;;1;;;1
Brasserie Sequenza;;;;;;;1;;;1
Brasserie 't Kaaigat;;;;1;;;;;;1
Brasserie Vuur B.V.;;;;1;;;;;;1
Brasserie/Restaurant Babbilage;;;;;;;1;;;1
Bravo-Preventie;;;1;;;;;;;1
Break Free Fun Company;;;;1;;;1;;;1
Breda Promotions;;;;1;;;;;;1
BreedWise B.V.;;;;;;1;;;;1
Bremer-Wegh B.V.;;;;;;;1;;;1
Bridge2learn;;;;;;2;;;;2
Bright Caliber;;;;;;1;;;;1
Bright Events;;;;1;;;1;;;1
Bright Now;;;;;1;;;;;1
Bromsnor verhuur;;;;;;;1;;;1
Bronkhorstermolen;;;;1;;;;;;1
Bronx Fashion B.V.;;;;;;;;;1;1
Brood & Banketbakkerij Maxima;;;;;;;;;1;1
Brood Banket Bakkerij Haafs;;;;1;;;;;;1
Brood- en Banketbakkerij Dings V.O.F.;;;;1;;;;;;1
Broodje Bert;;;;;;;;;1;1
Broodjesexpress B.V.;;;;;;;;;1;1
Broos Water B.V.;;;;;;1;;;;1
Brothers4Events;;;;2;;;;;;2
Brunel Nederland B.V.;;;;;;;;;1;1
BSB Advies B.V.;;;;;;1;;;;1
BSI Group The Netherlands B.V.;;;;;;1;;;;1
Buckaroo B.V.;;;;;;1;;;;1
Buena Vista Beach Club;;;;1;;;;;;1
Buitensociëteit Deventer sedert 1865;;;;;;;1;;;1
Bureau Beweeglijk;;;;;;2;;;;2
Bureau Beysterveld;;;;;;3;;;;3
Bureau eMMe;;;;;;1;;;;1
Bureau NegentigTien;;;;;;1;;;;1
Bureau Schijf, Partner in Leiderschap;;;;;;2;;;;2
Bureau Spraakwater;;;;;;1;;;;1
Bureau Tromp B.V.;;;;;;2;;;;2
Bureau Zuidema B.V.;;;;;;2;;;1;2
Bureautaal B.V.;;;;;;2;;;;2
Bureauvijftig;;;;;;;;;1;1
Burghoorn Trainingen;;;;;;1;;;;1
Buro Vonkstof;;;;;;2;;;;2
Business Talen Rotterdam B.V.;;;;;;1;;;;1
Buurtvereniging Krachtighuizen e.o.;;;;;;;;;1;1
BVO Opleidingen B.V.;;;;;;1;;;;1
C. Herbert;;;;;;;1;;;1
C.D. Rippen;;;;;;1;;;;1
C.V. Het Uddelermeer;;;;;;;;;1;1
C365 B.V.;;;;;;;;;1;1
'Cacao van jou';;;;;;;1;;;1
CADdesign CAD trainingen;;;;;;1;;;;1
Café Bar Petit-Restaurant 't Far;;;;;;;;;1;1
Cafe Blossom;;;;;;;;;1;1
Café Bolhuis;;;;1;;;;;;1
Café de Ceuvel;;;;;;;;;1;1
Café 'de Oude Wacht';;;;1;;;;;;1
Café de Vergulde Vos;;;;;;;;;1;1
Café Het Wapen van Liempde;;;;1;;;;;;1
Café Restaurant Courzand;;;;;;;;;1;1
Café Restaurant Huis de Beurs;;;;1;;;;;;1
Café Restaurant Rijstal Venhof;;;;;;;1;;;1
Café Restaurant Rootz B.V.;;;;;;;1;;;1
Café Restaurant van Puffelen Café Restaurant;;;;;;;1;;1;1
Café Sprakel;;;;1;;;;;;1
cafe tappa;;;;;;;1;;;1
Cafe/Restaurant Schlemmer;;;;;;;;;1;1
Café-Restaurant De Plantage B.V.;;;;;;;;;1;1
Café-Restaurant De Prinsenkelder;;;;;;;;;1;1
Café-Restaurant Den Bremer;;;;;;1;;;1;1
Café-Restaurant 'Grenszicht';;;;1;;;;;;1
Café-Restaurant Hegeman;;;;;;1;;;;1
Café-Restaurant Riva B.V.;;;;;;;;;1;1
Café-Restaurant 't Vliegveld;;;;;;;;;1;1
CAI-Advies B.V.;;;;;;1;;;;1
Camping De Zeehoeve;;;;;;;;;1;1
Candy Shop;;;;;;;1;;;1
Caneva B.V.;;;;;;;;;1;1
CanvasCompany.nl B.V.;;;;;;;1;;;1
Capgemini Educational Services B.V.;;;;;;1;;;;1
Capgemini Nederland B.V.;;;1;;;1;;;;1
Capilla;;;;;;2;;;;2
Capo Cucina;;;;;;;1;;;1
Carlson Wagonlit Nederland B.V.;;;;;;2;2;;4;4
Carlton Ambassador Hotel B.V.;;;;;;;1;;;1
Carnegie-Stichting;;;;;;;;;1;1
Caroni;;;;1;;;;;;1
Caseware Idea B.V.;;;;;;1;;;;1
Catering Dik Trom;;;;;;;;;1;1
Catering Evenementen Venlo B.V.;;;;;;;;;1;1
Catering Oud London B.V.;;;;1;;;;;;1
Cees van Casteren;;;;;;;;;1;1
Central Veterinary Institute of Wageningen UR;;;;;;;1;;;1
Centre de Cours Alliance Française de La Haye;;;;;;1;;;;1
Centre for Generative Leadership B.V.;;;;;;;;;1;1
Centrum voor Conflicthantering B.V.;;;;;;1;;;;1
Certifield International;;;;;;2;;;;2
Cesar Moerman Communicatie;;;;;;1;;;;1
Chalet ten Bosch;;;;;;;1;;;1
Charles Le Grand B.V.;;;;1;;;;;;1
Chin.-Ind. Special. Restaurant Malakka B.V.;;;;1;;;;;;1
Chin.-Tipanyaki Special.-restaurant Hong Yun;;;;1;;;;;;1
China City Wok, Grill & Sushi;;;;;;;1;;;1
China Palace;;;;1;;;;;;1
Chinees Indisch Restaurant Walong;;;;;;;;;1;1
Chinees Restaurant 'Paradijs';;;;;;;;;1;1
Chinees Specialiteit Restaurant Chi-Ling;;;;;;;;;1;1
Chinees Wok Restaurant Royal Palace;;;;;;;1;;;1
Chinees-Surinaams Restaurant Sweetie;;;;1;;;;;;1
Chocolade en Koffie;;;;;;;1;;;1
Chocolaterie Le Cacao;;;;;;;1;;;1
Chomicha;;;;1;;;;;;1
Chorda B.V.;;;;;;1;;;;1
CIBIT Adviseurs/Opleiders;;;;;;2;;;;2
CIBT Netherlands;;;;;;;;;1;1
CIBT Visumdienst B.V.;;;;;;;;;1;1
Ciran Nederland B.V.;;;1;;;;;;;1
City Tuk;;;;;;;1;;;1
Citylife B.V.;;;;;;;2;;;2
clothing connect B.V.;;;;;;;;;2;2
CLS Computertrainingen;;;;;;1;;;;1
CM Partners B.V.;;;;;;1;;;;1
Coach 020;;;;;;1;;;;1
CoachNetwerk B.V.;;;;;;2;;;;2
Cobra Museum voor Moderne Kunst;;;;1;;;;;;1
Coelenhage B.V.;;;;1;;;;;;1
Cogen Nederland;;;;;;;;;1;1
Cohencia B.V.;;;;;;1;;;;1
Cold Tex B.V.;;;1;;;;;;;1
Collect Car B.V.;;;;;;;;;1;1
Collegamento Advies B.V.;;;;;;1;;;;1
Com-Connect B.V.;;;;;;1;;;;1
Commitments;;;;;;1;;;;1
Common Eye B.V.;;;;;;1;;;;1
Compagnon B.V.;;;;;1;;;;;1
Company 2 Wear;;;;;;;1;;;1
Compass Group Nederland B.V.;;;;1;;;2;;1;2
Compaz Bedrijfsadviesgroep;;;;;;1;;;;1
Compu Act Opleidingen B.V.;;;;;;1;;;;1
Compu'Train;;;;;;2;;;;2
Compu'Train Opleidingen B.V.;;;;;;2;;;;2
ConforTaxi;;;;;;;;;1;1
Congres4U;;;;;;1;;;;1
Congress & Meeting Services Holland B.V.;;;;;;1;;;;1
Congruent Managementsupport;;;;;;1;;;;1
Connexxion Taxi Services B.V.;;;;;;1;1;;4;4
Connexxion Tours B.V.;;;;;;;;;1;1
Conquaestor B.V.;;;;;;;;;1;1
Consonant Coaching & Training;;;;;;1;;;;1
Constitute B.V.;;;;;;1;;;;1
Conveno Beheer B.V.;;;;;;2;;;;2
Cooking & Booking;;;;1;;;;;;1
Coolinair;;;;;;1;;;;1
Coöperatie Doon UA;;;;;;1;;;;1
Coöperatie 'Neptunus' UA;;;;;;;;;1;1
Coöperatie Sorag-Akademie UA;;;;;;1;;;;1
Coöperatieve Unie Van Bosgroepen UA;;;;;;1;;;;1
Coopmans Interim- en Projectmanagement;;;;;;;;;1;1
Coosto Holding B.V.;;;;;;2;;;;2
Coppens Advies;;;;;;;;;1;1
Corinor Organisatieontwikkeling B.V.;;;;;;1;;;;1
Corpus Exploitatie B.V.;;;;;;;1;;;1
Cotica HRM advies;;;;;;1;;;;1
Crawfield Meetings & Business Events;;;;;;1;;;;1
Crisisplan B.V.;;;;;;1;;;;1
CRKL V.O.F.;;;;;;1;;;;1
CRMwereld;;;;;;1;;;;1
Crosstree;;;;;;1;;;;1
CS Opleidingen B.V.;;;;;;1;;;;1
Cuisine@yourhome;;;;;;;1;;1;1
Custodis IT Security Solutions;;;;;;1;;;;1
D.P. Hilversum B.V.;;;;;;;;;1;1
Daarnhouwer & Co. B.V.;;;;;;;;;1;1
Dacajami B.V.;;;;;;1;;;;1
Dagaz Coaching & Training;;;;;;1;;;;1
Dagelijks Lekker;;;;;;;1;;;1
Dais Design;;;;;;;1;;;1
Dammers Interaction;;;;;;;;;1;1
DARA B.V.;;;;;;;;;1;1
DataExpert B.V.;;;;;;1;;;;1
De Academy B.V.;;;;;;1;;;;1
De Admiraal;;;;;;;;;1;1
De Amsterdamsche Tram;;;;;;;;;1;1
De Baak Administratie;;;;;;4;;;1;4
De Baak B.V.;;;;;;2;;;;2
De Baak Noordwijk B.V.;;;;;;1;;;;1
De Belgische Keizer B.V.;;;;1;;;1;;;1
De Bengel Eindhoven;;;;1;;;;;;1
De Berenkuil B.V.;;;;;;;;;1;1
De Bergse Bossen;;;;;;;;;1;1
De Betere Tijden;;;;1;;;;;;1
De Bierelier B.V.;;;;1;;;1;;1;1
De Bloementuin;;;;;;;1;;;1
De Boer Milieu Opleidingen;;;;;;1;;;;1
De Boerenstee;;;;;;;;;1;1
De Bonte Hoeve;;;;1;;;;;;1
De Bonte Koe B.V.;;;;;;;1;;;1
De Bossche Kelders;;;;1;;;;;;1
De Branding Utrecht B.V.;;;;;;;1;;;1
De Breek;;;;;;;1;;;1
De Buik van Parijs;;;;;;;1;;;1
De Burgt Horeca B.V.;;;;;;;1;;;1
De Busjop B.V.;;;;1;;;;;;1
De Corridor;;;;;;;;;1;1
De Efteling B.V.;;;;;;;1;;;1
De Ferrante Secretariaten en Opleidingen B.V.;;;;;;2;;;1;2
De Flamingo;;;;;;;;;1;1
De Fleurist;;;;1;;;;;;1
De Galan Groep B.V.;;;;;;3;;;;3
De Geulhemer Meule;;;;;;;;;1;1
De Gezonde Zaak B.V.;;;1;;;;;;;1
De Goesting;;;;;;;1;;;1
De Gouden Wok Zuiderpark;;;;;;;1;;;1
De Haagsche Reclamewinkel;;;;;;;1;;;1
De Haagse Gravin;;;;;;;1;;;1
De Heeren van Coevorden B.V.;;;;;;;;;1;1
De Hip;;;;;;;1;;;1
De Hofstad Taxicentrale B.V.;;;;;;;;;1;1
De Japanse Watertuin B.V.;;;;;;;;;1;1
De keuken van Thijs;;;;1;;;;;;1
De Kleurenverdieping;;;;;1;;;;;1
De Koekjesfabriek;;;;;;;1;;;1
De Koningshof B.V.;;;;;;;;;1;1
De Kooi;;;;1;;;;;;1
De Kookfabriek Den Haag B.V.;;;;;;;1;;;1
De kookstudio van Zwolle;;;;1;;;1;;;1
De Koperen Hoogte;;;;2;;;;;;2
De Lange Muur;;;;1;;;;;;1
De Langenhof;;;;1;;;;;;1
De Merkplaats B.V.;;;;;;1;;;;1
De Meulen V.O.F.;;;;1;;;;;;1
De Mooij V.O.F. Advis. v. Mens en Organisatie;;;;;;1;;;;1
De Moor Tekst & Uitleg;;;;;;1;;;;1
De Nonnen in Vught;;;;;;2;;;;2
De Oranjekom (ORK) Bez.centrum, Waterl.duinen;;;;;;;1;;;1
De Overburen;;;;1;;;;;;1
De Peelkiosk;;;;;;1;;;;1
de Persgroep Nederland B.V.;;;;1;;;;;;1
De Poort van Kleef Utrecht B.V.;;;;1;;;1;;;1
De Pothaar;;;;1;;;;;;1
De Presentatie Groep B.V.;;;;;;1;;;;1
De Rode Vos;;;;;;;2;;;2
De Roo Taxi B.V.;;;;;;;1;;;1
De Rotterdam B.V.;;;;;;;1;;;1
De Rotterdam II C.V.;;;;;;;;;2;2
De Ruijter Strategie B.V.;;;;;;1;;;;1
De Saffraan;;;;1;;;;;;1
De Sander;;;;1;;;;;;1
De Stroper Dordt B.V.;;;;;;;1;;;1
De Tijd;;;;1;;;;;;1
De Tombe Consultancy B.V.;;;;;1;1;;;;1
De Twa Fisken;;;;;;;1;;;1
De Utrechtse Haven B.V.;;;;;;;1;;1;1
De Voort Advocaten  Mediators;;;;;;;1;;;1
De Vuurcirkel;;;;1;;;;;;1
De Welldaad;;;;;;1;;;;1
De Wijk van Morgen B.V.;;;;;;;;;1;1
De Wildenborcherhof V.O.F.;;;;1;;;;;;1
De Winkel van Sinkel B.V.;;;;1;;;;;;1
De Witterbrug B.V.;;;;;;;1;;;1
De Wolfsberg B.V.;;;;1;;;;;;1
De Zeeuwse Stromen Beheer B.V.;;;;;;;;;1;1
De Zoete Inval B.V.;;;;1;;;;;;1
Debatrix;;;;;;1;;;;1
Dechesne Personal Coaching;;;;;;1;;;;1
Dede & Söner V.O.F.;;;;1;;;;;;1
Déhora Consultancy Group B.V.;;;;;;2;;;;2
Delano;;;;1;;;1;;1;1
deLex B.V.;;;;;;1;;;;1
Delft Projectmanagement B.V.;;;;;;;;;1;1
Delhi Darbar Tandoori Restaurant;;;;1;;;;;;1
Delibert B.V.;;;;;;;;;1;1
DeliCees Restaurant en Catering;;;;;;;1;;;1
DEM Ozyildiz;;;;1;;;1;;;1
Demokwekerij B.V.;;;;;;;1;;;1
Den Draeck;;;;1;;;1;;;1
Denk Producties B.V.;;;;;;1;;;1;1
Derks Rondeel Beuningen;;;;;;1;;;1;1
Desi Club and Dining B.V.;;;;;;;1;;;1
DesignThinkers B.V.;;;;;;1;;;;1
DeTenders Rotterdam;;;;;;;1;;1;1
Detron Telecom Enterprise;;;;;;2;;;;2
DeWerking;;;;;;1;;;;1
DFG;;;;;;1;;;;1
Diederik Conrad;;;;;;1;;;;1
Diels Restobar;;;;1;;;;;;1
Diemen & Van Gestel Select B.V.;;;;;;1;;;;1
Dierenarts José van Schaik;;;;;;;;;1;1
Dierenpark 'Amersfoort' Holding B.V.;;;;;;;2;;1;2
Dierenpark Emmen;;;;;;;1;;;1
DiEx B.V.;;;;;;2;;;;2
Dijkstra Personenvervoer;;;;;;;;;3;3
Dinee Cafe De Kempen;;;;1;;;;;;1
Diner Thuis;;;;1;;;1;;;1
Dinercafé Diep;;;;1;;;;;;1
DIOR Opleidingen;;;;;;2;;;;2
Direction East;;;;;;;;;1;1
Dirksen Bedrijfsopleidingen B.V.;;;;;;1;;;;1
Dirksen Opleidingen B.V.;;;;;;1;;;;1
Disgover B.V.;;;;;;1;;;;1
D'n Hut B.V.;;;;1;;;;;;1
Doenederland.nl B.V.;;;;1;;;1;;;1
DOJA Plein B.V.;;;;;;;1;;;1
Dok 28 B.V.;;;;;;;;;1;1
Domstad Evenementen B.V.;;;;;;;1;;;1
Don Quijote Nederland B.V.;;;;;;1;;;;1
Dopersduin;;;;;;;;;1;1
Dorpshuis Rehoboth;;;;1;;;;;;1
Dos Santos Legal;;;;;;1;;;;1
DPI Animation House B.V.;;;;;;1;;;;1
Drentea Kantoormeubelen;;;1;;;;;;;1
Drs. M. Roorda Psycholoog NIP-Managem;;;;;;1;;;;1
Drs. V.d. Molen Pers. Ontw., Therapie/Coach.;;;;;;1;;;;1
Drummers Initiative Amsterdam;;;;;;;1;;;1
Du Soleil;;;;;;1;;;;1
Dudok Den Haag B.V.;;;;;;;1;;;1
Dulang Indonesische Lekkernijen;;;;1;;;;;;1
Dununba Percussie Workshops;;;;1;;;;;;1
DuretTrip Notarissen N.V.;;;;;;;1;;;1
Dutch at Home;;;;;;1;;;;1
Dutch Aviation Group (DAG);;;;;;1;;;;1
Dutch Property Company Vermeer 5 B.V.;;;;;;;;;1;1
Dutch Research Institute for Transitions B.V.;;;;;;1;;;;1
Duthler Associates;;;;;;1;;;;1
DWVS B.V.;;;;1;;;;;;1
E. van Baarle B.V.;;;;;;1;;;;1
Easy-123;;;;;;1;;;;1
Ebbinge & Company;;;;;;1;;;;1
ECHOS Home Baan Zulu;;;;;;;;;1;1
Ecologica B.V.;;;;;;;;;1;1
Economy Hotel;;;;;;;;;1;1
Ecotank B.V.;;;;;;;;;1;1
Eddongfietsen;;;;;;;1;;;1
Eduact B.V.;;;;;;1;;;;1
Eduvision B.V.;;;;;;1;;;;1
Eerste Hulp Plus;;;;;;1;;;;1
Eet- en koffiehuis de Kiosk;;;;;;;1;;;1
Eetcafé de Hoeskamer;;;;;;;1;;;1
