objectid;jaar;richting;omschrijving;url;geo_shape;geo_point_2d;periode
1708;2007;213;Ingang Vliegbasis Eindhoven (militair);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/cec4e8cb4d3ed1b45f541a5261222b7e;"{""coordinates"": [5.396694218798833, 51.45017898987066], ""type"": ""Point""}";51.45017898987066, 5.396694218798833;2007
1710;2007;37;Rotonde Meerhovendreef, Taverse (Veldhoven);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/e39258fd6037b99309c69d5bda11f6c8;"{""coordinates"": [5.402442641186964, 51.43239876956287], ""type"": ""Point""}";51.43239876956287, 5.402442641186964;2007
570;2007;135;Kalmoesplein;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/249b8472c46e397c197a4946135411ec;"{""coordinates"": [5.504394851375292, 51.41959475813599], ""type"": ""Point""}";51.41959475813599, 5.504394851375292;2007
572;2007;163;Kalmoesplein;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/ccdffafca02a50d77518abf41ae61f29;"{""coordinates"": [5.504323316674327, 51.4197296605025], ""type"": ""Point""}";51.4197296605025, 5.504323316674327;2007
585;2007;84;Nieuwe Erven, Kruidenbuurt-noord;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/005d73af2975fea5351d2bc0b0870a4d;"{""coordinates"": [5.4981281867244345, 51.42016718555977], ""type"": ""Point""}";51.42016718555977, 5.4981281867244345;2007
588;2007;56;Jaguarstraat;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/017175059db4b6d13b2e2120c7c85ed2;"{""coordinates"": [5.504898832316652, 51.419908853926415], ""type"": ""Point""}";51.419908853926415, 5.504898832316652;2007
593;2007;339;Gezondheidscentrum Stratum, Thomas à Kempislaan;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/f49abbfb81c239780a95c0db81c19dd8;"{""coordinates"": [5.500670252852276, 51.42491076333393], ""type"": ""Point""}";51.42491076333393, 5.500670252852276;2007
599;2007;74;Thomas Moredreef, Grevenschutven;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/1c26a53c7452514bf4406d72ed8ffb5f;"{""coordinates"": [5.511188971304467, 51.422724774251854], ""type"": ""Point""}";51.422724774251854, 5.511188971304467;2007
606;2007;163;DAF-terrein (oost);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/1df6faf06f90d617c7113468b19c5ce7;"{""coordinates"": [5.525731160023632, 51.4296836028303], ""type"": ""Point""}";51.4296836028303, 5.525731160023632;2007
608;2007;180;DAF-terrein, opslagplaats vrachtwagens;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/93d6a0c45808edec03e93b3c7dab9fc0;"{""coordinates"": [5.5313876435242335, 51.43137559834062], ""type"": ""Point""}";51.43137559834062, 5.5313876435242335;2007
609;2007;212;DAF-terrein, opslagplaats vrachtwagens;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/3b5fc1d14d775ee11aca6156276c8b74;"{""coordinates"": [5.531359964207595, 51.43171720273626], ""type"": ""Point""}";51.43171720273626, 5.531359964207595;2007
611;2007;280;DAF-terrein, opslagplaats vrachtwagens;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/27f75c93c9211a70c667b97666e16e3d;"{""coordinates"": [5.530327423419375, 51.43261734492964], ""type"": ""Point""}";51.43261734492964, 5.530327423419375;2007
613;2007;277;DAF-terrein-midden;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/e04f956cd5991281b2a07fd5f4b62a5a;"{""coordinates"": [5.513233290146142, 51.434120230823154], ""type"": ""Point""}";51.434120230823154, 5.513233290146142;2007
615;2007;293;Begraafplaats St. Calixtus, Jacob Jordaensweg;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/cd4489b502f05647afd011015b21623e;"{""coordinates"": [5.509559469576335, 51.43698254867232], ""type"": ""Point""}";51.43698254867232, 5.509559469576335;2007
616;2007;303;Begraafplaats St. Calixtus, Jacob Jordaensweg;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/bd6851dba10d05c88a695b6a7de52ff4;"{""coordinates"": [5.508696996928303, 51.4371452479176], ""type"": ""Point""}";51.4371452479176, 5.508696996928303;2007
627;2007;121;Riel;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/c09e2e31166db69307dcfba2edf21829;"{""coordinates"": [5.524759489536059, 51.42218818754691], ""type"": ""Point""}";51.42218818754691, 5.524759489536059;2007
630;2007;164;Riel;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/7b346a17d00b8d4e20e21b9e5b485d8d;"{""coordinates"": [5.525783732041291, 51.42332853710189], ""type"": ""Point""}";51.42332853710189, 5.525783732041291;2007
631;2007;238;DAF-terrein (midden);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/bc381d421920b89db8e942bf2bc3260b;"{""coordinates"": [5.5126382606241755, 51.4321523525351], ""type"": ""Point""}";51.4321523525351, 5.5126382606241755;2007
632;2007;293;DAF-terrein (west);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/6bb10147c4b7e7eb460561f607be59db;"{""coordinates"": [5.504707127079487, 51.434776331921135], ""type"": ""Point""}";51.434776331921135, 5.504707127079487;2007
633;2007;313;DAF-terrein (west);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/da1c95c1ba3ad7be30b86f2fd81036b0;"{""coordinates"": [5.503666205868129, 51.4326290840065], ""type"": ""Point""}";51.4326290840065, 5.503666205868129;2007
637;2007;15;DAF-terrein (west);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/36d2d7dd087f60799371902a8800eb36;"{""coordinates"": [5.503304018533543, 51.43157777007088], ""type"": ""Point""}";51.43157777007088, 5.503304018533543;2007
639;2007;37;DAF-terrein (west);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/1fe335203b5bee1b9b81383fd6286f32;"{""coordinates"": [5.503605103989256, 51.43122691085307], ""type"": ""Point""}";51.43122691085307, 5.503605103989256;2007
648;2007;321;De Burgh;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/300bb5b6fca86cc0a8accb8a50090aee;"{""coordinates"": [5.49713472374715, 51.43147589378469], ""type"": ""Point""}";51.43147589378469, 5.49713472374715;2007
649;2007;336;De Burgh;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/f9861d4c1650e719c66c30d5a4f8b741;"{""coordinates"": [5.497321359888514, 51.43134987592175], ""type"": ""Point""}";51.43134987592175, 5.497321359888514;2007
654;2007;14;De Burgh;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/95cda1ad6920fcac06c679b62f8465f4;"{""coordinates"": [5.496916514442696, 51.430433412546456], ""type"": ""Point""}";51.430433412546456, 5.496916514442696;2007
662;2007;135;De Burgh;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/76da347ee40437399a7276abcc362945;"{""coordinates"": [5.499618430826164, 51.42983758259151], ""type"": ""Point""}";51.42983758259151, 5.499618430826164;2007
663;2007;95;DAF-terrein (west);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/309d49d7112ec13225c384dd600c6994;"{""coordinates"": [5.504798219746769, 51.431063915661674], ""type"": ""Point""}";51.431063915661674, 5.504798219746769;2007
665;2007;112;DAF-terrein (west);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/1afc3d531c42c2932963acae55f858a0;"{""coordinates"": [5.505201042123391, 51.43113541758385], ""type"": ""Point""}";51.43113541758385, 5.505201042123391;2007
669;2007;298;Glorieux;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/b2dc244f71a2968c37613782baaf8496;"{""coordinates"": [5.498582119508807, 51.42943408767594], ""type"": ""Point""}";51.42943408767594, 5.498582119508807;2007
672;2007;355;Glorieux;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/a47572949d81ad9f57a11bf5f9082d40;"{""coordinates"": [5.496829415075355, 51.430091924675835], ""type"": ""Point""}";51.430091924675835, 5.496829415075355;2007
673;2007;355;Glorieux;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/5071d44ab3c50b966421037bdab0b86f;"{""coordinates"": [5.497804412892037, 51.42893146271241], ""type"": ""Point""}";51.42893146271241, 5.497804412892037;2007
675;2007;0;Kruising Piuslaan, Petrus Dondersstraat, St Bonifaciuslaan;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/4a8c216b4594619e489527c93bc81ecd;"{""coordinates"": [5.49781530297856, 51.427493263085836], ""type"": ""Point""}";51.427493263085836, 5.49781530297856;2007
677;2007;86;Glorieuxpark;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/4788b24db1f37a33654343f25389778d;"{""coordinates"": [5.498595532560967, 51.42903857280494], ""type"": ""Point""}";51.42903857280494, 5.498595532560967;2007
678;2007;100;De Burgh;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/381641f7e5d8ccbfb2fdfad9df19b369;"{""coordinates"": [5.498153101082371, 51.430405274906505], ""type"": ""Point""}";51.430405274906505, 5.498153101082371;2007
685;2007;131;Industrieterrein De Kade (middenzuid);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/eac38b5bfddb8b3ff9896a919ba82e58;"{""coordinates"": [5.503681802971246, 51.43310546828432], ""type"": ""Point""}";51.43310546828432, 5.503681802971246;2007
694;2007;290;NRE Nachtegaallaan;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/c8ef9c69b250f33c535df24698e93594;"{""coordinates"": [5.487716966858058, 51.43853152571701], ""type"": ""Point""}";51.43853152571701, 5.487716966858058;2007
695;2007;342;Industrieterrein De Kade;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/d29c75007f7ec080816057e30b6f1db3;"{""coordinates"": [5.489225854791856, 51.437972915592006], ""type"": ""Point""}";51.437972915592006, 5.489225854791856;2007
700;2007;80;NRE Nachtegaallaan;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/70dc07711dabc4a5b8118bb2ea5d034a;"{""coordinates"": [5.4871238095047765, 51.43694104091982], ""type"": ""Point""}";51.43694104091982, 5.4871238095047765;2007
703;2007;79;Woonboulevard Kanaaldijk-Noord;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/f0f66e8da247fde58d6fb22f23cefb64;"{""coordinates"": [5.493867244272968, 51.43625191966551], ""type"": ""Point""}";51.43625191966551, 5.493867244272968;2007
704;2007;107;Woonboulevard Kanaaldijk-Noord;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/c33a0f1b78f57c6aa44d550d4d741d8d;"{""coordinates"": [5.494974663506258, 51.43626887740096], ""type"": ""Point""}";51.43626887740096, 5.494974663506258;2007
705;2007;142;Ophaalbrug Tongelresestraat;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/30875ddf108a00560b7b5233de1f86f9;"{""coordinates"": [5.491336733419443, 51.43653285899897], ""type"": ""Point""}";51.43653285899897, 5.491336733419443;2007
706;2007;128;Woonboulevard Kanaaldijk-Noord;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/0b2f66903e843ee9fa49af15d947b326;"{""coordinates"": [5.495594072990264, 51.43669077021688], ""type"": ""Point""}";51.43669077021688, 5.495594072990264;2007
709;2007;217;Pluvierlaan;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/0c7f2de3b22f49f83abc5d5e1ed7b4ea;"{""coordinates"": [5.497235485867693, 51.443439723481205], ""type"": ""Point""}";51.443439723481205, 5.497235485867693;2007
710;2007;256;Plantsoen Zilvermeeuwlaan;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/2c4ddbd8299b10aec198666b3cfa4bdf;"{""coordinates"": [5.497823803841188, 51.442854902582916], ""type"": ""Point""}";51.442854902582916, 5.497823803841188;2007
715;2007;318;Woonzorgcentrum Dommelhoef;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/887cde05091dfe39450a3bf7e1c2d1df;"{""coordinates"": [5.487277192192858, 51.44130041569849], ""type"": ""Point""}";51.44130041569849, 5.487277192192858;2007
717;2007;286;Paterskerk;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/f56af1773ec5f69968da9ff16c368619;"{""coordinates"": [5.483517904314745, 51.438795746599205], ""type"": ""Point""}";51.438795746599205, 5.483517904314745;2007
718;2007;303;Paterskerk;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/b609f488af5e87f0cf30d7aabcbf6697;"{""coordinates"": [5.483014863003218, 51.43895795779086], ""type"": ""Point""}";51.43895795779086, 5.483014863003218;2007
724;2007;359;Karel Vermeerenplantsoen;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/31b13fe0a91caa97e8e421ed270b7595;"{""coordinates"": [5.480480771721712, 51.43759373744464], ""type"": ""Point""}";51.43759373744464, 5.480480771721712;2007
726;2007;32;Heuvel Galerie;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/da0faf0c0752c5d8f87a193faf82eea2;"{""coordinates"": [5.4798052585433386, 51.43781000495401], ""type"": ""Point""}";51.43781000495401, 5.4798052585433386;2007
734;2007;79;Klooster Mariënhage;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/d7c2af35cc20c6bd2a82159662574cf1;"{""coordinates"": [5.484477992190765, 51.437141032356756], ""type"": ""Point""}";51.437141032356756, 5.484477992190765;2007
736;2007;93;NRE Nachtegaallaan;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/01afb2a54145da0948c608880d0d9e6d;"{""coordinates"": [5.487483846920569, 51.43716544825115], ""type"": ""Point""}";51.43716544825115, 5.487483846920569;2007
748;2007;251;Klooster Mariënhage;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/1af5f09c7fb6c281ba33a9527c2b8e4b;"{""coordinates"": [5.485532165443171, 51.439135632463795], ""type"": ""Point""}";51.439135632463795, 5.485532165443171;2007
751;2007;286;Catharinaplein;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/09442c9ee8ad5f88ebe43039289c55fb;"{""coordinates"": [5.479733804372512, 51.438034778619624], ""type"": ""Point""}";51.438034778619624, 5.479733804372512;2007
753;2007;315;Catharinaplein;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/95fefdc1a30e430c4681fcb0883d9c2b;"{""coordinates"": [5.479862713533266, 51.437774004538305], ""type"": ""Point""}";51.437774004538305, 5.479862713533266;2007
754;2007;15;Heuvel Galerie;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/f52133bc897dd6e175eb07fe5c8f054a;"{""coordinates"": [5.478828437590064, 51.43838605304485], ""type"": ""Point""}";51.43838605304485, 5.478828437590064;2007
755;2007;5;Begijnenhof, Stratumseind;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/f5c3c0e832cd984e2622c85479a9ba7e;"{""coordinates"": [5.479717179825631, 51.43692918492558], ""type"": ""Point""}";51.43692918492558, 5.479717179825631;2007
757;2007;30;Stratumseind;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/eacfc8e3f0b5683b6734bbea2b00866e;"{""coordinates"": [5.480750802400446, 51.43602050271219], ""type"": ""Point""}";51.43602050271219, 5.480750802400446;2007
758;2007;79;Begijnenhof, Stratumseind;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/32ce7470a26b753b9f58870e679399cb;"{""coordinates"": [5.480391762161793, 51.436263484919195], ""type"": ""Point""}";51.436263484919195, 5.480391762161793;2007
759;2007;64;Dommelbrug Stratumseind;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/d50cdeaae66ad6b5299825b2384a3ed0;"{""coordinates"": [5.483035204275496, 51.43494899213912], ""type"": ""Point""}";51.43494899213912, 5.483035204275496;2007
761;2007;127;Ophaalbrug Tongelresestraat;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/f2d970a5826710fabf2ecf12361f88e6;"{""coordinates"": [5.491149362824635, 51.436353252910806], ""type"": ""Point""}";51.436353252910806, 5.491149362824635;2007
767;2007;295;Hermanus Boexstraat, Demer;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/5b96721167927da3677c449c1f38d9c3;"{""coordinates"": [5.477237514345854, 51.44117378283429], ""type"": ""Point""}";51.44117378283429, 5.477237514345854;2007
768;2007;302;Demer;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/6df13911677545684a33969a7956d77c;"{""coordinates"": [5.476215948029504, 51.440985806435876], ""type"": ""Point""}";51.440985806435876, 5.476215948029504;2007
769;2007;314;Markt;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/eb68d82ff25c19551e747c22cd93ac06;"{""coordinates"": [5.47795387808504, 51.43977099379317], ""type"": ""Point""}";51.43977099379317, 5.47795387808504;2007
776;2007;53;Markt;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/d50e89cc6c80fd0c9b71cc2f6de6ecdb;"{""coordinates"": [5.478268537142107, 51.43888985811609], ""type"": ""Point""}";51.43888985811609, 5.478268537142107;2007
778;2007;78;Catharinaplein;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/fbfbb279151def3f4fe905434619abbc;"{""coordinates"": [5.47945829051402, 51.43692040172008], ""type"": ""Point""}";51.43692040172008, 5.47945829051402;2007
780;2007;112;Heuvel Galerie, Rechtestraat;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/50154fe31819da322b2384dcb80c52cc;"{""coordinates"": [5.4802361137524045, 51.43751303516676], ""type"": ""Point""}";51.43751303516676, 5.4802361137524045;2007
781;2007;98;De Lage Landen, Vestdijk, Vesteda toren;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/a72beb823a566964d18fc280aae23b77;"{""coordinates"": [5.482895654985315, 51.43698054752657], ""type"": ""Point""}";51.43698054752657, 5.482895654985315;2007
782;2007;99;Paterskerk;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/faea0db1ab1b635830090ef9d16c4a4b;"{""coordinates"": [5.483861346457846, 51.43797749265012], ""type"": ""Point""}";51.43797749265012, 5.483861346457846;2007
785;2007;23;Stadhuis, Van Abbemuseum;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/64ef98461d05049ce86f387be8de30b3;"{""coordinates"": [5.480359235897229, 51.43442083251642], ""type"": ""Point""}";51.43442083251642, 5.480359235897229;2007
787;2007;44;Van Abbemuseum;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/92a3babb71dbce7b9d5cc21cc77428f9;"{""coordinates"": [5.481308099575053, 51.43428523914179], ""type"": ""Point""}";51.43428523914179, 5.481308099575053;2007
797;2007;193;Binnenstad;https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/4034918eb36d095f328ca5ad715514ff;"{""coordinates"": [5.486004331944821, 51.438002659847214], ""type"": ""Point""}";51.438002659847214, 5.486004331944821;2007
798;2007;174;Fellenoord (buurt);https://data.eindhoven.nl/api/v2/catalog/datasets/historische-vogelvluchtfotos/files/1084fcc41d6242c840685ee5e385def3;"{""coordinates"": [5.485254989187573, 51.44400772572941], ""type"": ""Point""}";51.44400772572941, 5.485254989187573;2007
