objectid;doel;jaarbouw;jaarsloop;complexid;functie;bron;bijzonderheden;categoriebouwcomplex;jaarbouwonzekerheid;jaarslooponzekerheid;categoriegebruik;typeactiviteit;naam;oprichter;jaarstart;jaarstartonzekerheid;jaareinde;jaareindeonzekerheid;geo_shape;geo_point_2d
605;;;;663;;Gr B 21,nr 1 blz 17, RHCE/SR;melkinrichting;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Eindhovense Stoom Melkinrichting;Winter, de S G B;1907;0;1916-01-01;0;"{""coordinates"": [5.475017537675383, 51.43858674126157], ""type"": ""Point""}";51.43858674126157, 5.475017537675383
606;;;;664;;Gr B 21, nr 1 blz18, RHCE/SR;melkinrichting;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Eindhovensche Stoommelkinrichting De Winter & Co;"broers de Winter, later ""St Joseph""";1916;0;1928-01-01;0;"{""coordinates"": [5.481840618695685, 51.44142181447499], ""type"": ""Point""}";51.44142181447499, 5.481840618695685
609;;;;667;;Gr B 21, nr 1  blz 24;melkinrichting;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Coöp Zuivelvereniging De Kempen -CAMPINA;coöpeatie;1947;0;2014-01-01;0;"{""coordinates"": [5.502117905687448, 51.43452723310722], ""type"": ""Point""}";51.43452723310722, 5.502117905687448
611;;;;669;;RHCE/SR;melkzuurfabriek;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;W van de Westelaken;;1933;0;;0;"{""coordinates"": [5.470647519529351, 51.45551561440213], ""type"": ""Point""}";51.45551561440213, 5.470647519529351
617;;;;675;;RHCE/SR;metaalwarenfabriek;AmbachtIndustrie;;;AmbachtIndustrie;Metaalnijverheid;B M van de Ven;;1916;0;;0;"{""coordinates"": [5.470761846446084, 51.45509306535369], ""type"": ""Point""}";51.45509306535369, 5.470761846446084
620;;;;678;;;metaalwarenfabriek;AmbachtIndustrie;;;AmbachtIndustrie;Metaalnijverheid;Kinderwagenwielen fabriek CAJA;Bullens, C en J;1955;0;;0;"{""coordinates"": [5.439581983451529, 51.47823010339599], ""type"": ""Point""}";51.47823010339599, 5.439581983451529
622;;;;680;;ehvinbeeld.nl 34307;molen;AmbachtIndustrie;;;AmbachtIndustrie;Maalderij;Beltmolen DE ORANJEBOOM;Gijsbers, Viktor;1885;0;1932-01-01;0;"{""coordinates"": [5.442354890167053, 51.43716698460142], ""type"": ""Point""}";51.43716698460142, 5.442354890167053
624;;;;682;;ehvinbeeld.com 1846;molen;AmbachtIndustrie;;;AmbachtIndustrie;Maalderij;stellingmolen;Grootel,van  (Gortel?);1870;0;1958-01-01;0;"{""coordinates"": [5.484801609230217, 51.4270734421797], ""type"": ""Point""}";51.4270734421797, 5.484801609230217
630;;;;688;;RHCE;molen;AmbachtIndustrie;;;AmbachtIndustrie;Maalderij;Watermolen, onderslag;Notten;1300;0;1956-01-01;0;"{""coordinates"": [5.485318764036775, 51.44924855211525], ""type"": ""Point""}";51.44924855211525, 5.485318764036775
643;;;;703;;Zoetm 100/ kadasterkaart ca 1860;parapluiefabriek;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;A H J Munninghof;Munninghof, A H J;1902;0;1902-01-01;0;"{""coordinates"": [5.475937250063115, 51.43819953081026], ""type"": ""Point""}";51.43819953081026, 5.475937250063115
645;;;;738;;Ehvinbeeld.com 31671;PTT versterkercentrale;AmbachtIndustrie;;;AmbachtIndustrie;Nutsbedrijf;Versterkercentrale PTT;overheid;;0;;0;"{""coordinates"": [5.4701239533058414, 51.444513864060305], ""type"": ""Point""}";51.444513864060305, 5.4701239533058414
647;;;;740;;Ach lieve tijd 205;reinigingsdienst;AmbachtIndustrie;;;AmbachtIndustrie;Nutsbedrijf;Gemeentereiniging;Gemeente Eindhoven;1924;0;1962-01-01;0;"{""coordinates"": [5.47775899830945, 51.43578916312558], ""type"": ""Point""}";51.43578916312558, 5.47775899830945
652;;;;746;;Site Fa Caspar de Haan;schildersbedrijf/glaszetterij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Glaasen Makerije en Verwerije Jasper de Haan;Haan, Jasper II de;1762;0;1927-01-01;0;"{""coordinates"": [5.478307752345263, 51.43692130789934], ""type"": ""Point""}";51.43692130789934, 5.478307752345263
659;;;;753;;Arts 1994, 140;schoenmakerij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Schoenmaker;?;1815;0;1832-01-01;0;"{""coordinates"": [5.478845167533648, 51.43955456738084], ""type"": ""Point""}";51.43955456738084, 5.478845167533648
666;;;;760;;RHCE/SR;slachterij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Exportslachterij L Wijnbergen (en Levano);;1898;0;1916-01-01;0;"{""coordinates"": [5.470854472927798, 51.43499433840999], ""type"": ""Point""}";51.43499433840999, 5.470854472927798
670;;;;764;;;slagerij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;ETOS Slagerij;Coöperatie;1912;0;1973-01-01;0;"{""coordinates"": [5.453478007191149, 51.4421065848091], ""type"": ""Point""}";51.4421065848091, 5.453478007191149
680;;;;774;;RHCE/SR;steenhouwerij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;L Manders;;1909;0;;0;"{""coordinates"": [5.472426263205938, 51.43726733254715], ""type"": ""Point""}";51.43726733254715, 5.472426263205938
682;;;;776;;RHCE/SR;steenhouwerij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;J P van der Mark;;1886;0;1903-01-01;0;"{""coordinates"": [5.474783417798953, 51.436501545408746], ""type"": ""Point""}";51.436501545408746, 5.474783417798953
689;;;;783;;RHCE/SR;steenhouwerij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;H Kliebisch;Kliebisch;1931;0;;0;"{""coordinates"": [5.481962933086619, 51.43798804202773], ""type"": ""Point""}";51.43798804202773, 5.481962933086619
693;;;;789;;RHCE/SR;strohulzen;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Nederlandsche Stoomstrohulzenfabr J B C Caron;Caron, J B C;1885;0;1976-01-01;0;"{""coordinates"": [5.491248024099225, 51.435472274616004], ""type"": ""Point""}";51.435472274616004, 5.491248024099225
701;;;;797;;Arts 1994, 140;timmerbedrijf;AmbachtIndustrie;;;AmbachtIndustrie;Houtindustrie;?;?;1635;0;1635-01-01;0;"{""coordinates"": [5.479664226284843, 51.43918538410266], ""type"": ""Point""}";51.43918538410266, 5.479664226284843
708;;;;806;;RHCE/SR;verffabriek;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Verf-Lak-Vernis-drukinkt en Mastiekfabriek M Herwigh;Herwigh, M;1844;0;;0;"{""coordinates"": [5.479534565953026, 51.4390776229404], ""type"": ""Point""}";51.4390776229404, 5.479534565953026
710;;;;808;;"RHCE/SR ; Eindhoven in beeld";"drogisterij en verf- en glasfabriek ; in 1820 al drogisterij";AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;NV Martin's Drogisterij, Glas en Verfhandel;;1914;20;2004-01-01;0;"{""coordinates"": [5.477839032197005, 51.43873575714605], ""type"": ""Point""}";51.43873575714605, 5.477839032197005
712;;;1907;810;Waag;Arts 1994, 133;waag;Commercie;;;Commercie;;Waaggebouw;?;1570;0;1570-01-01;0;"{""coordinates"": [5.4779531984856815, 51.439429424761364], ""type"": ""Point""}";51.439429424761364, 5.4779531984856815
715;;;;814;;Ehvinbeeld.nl 36176;wagenmakerij en rijtuigfabriek;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;H A Eliens;Eliens, H A;1930;0;1940-01-01;0;"{""coordinates"": [5.472579702798039, 51.43472342530469], ""type"": ""Point""}";51.43472342530469, 5.472579702798039
716;;;;815;;RHCE/RA, ehvinbeeld.nl 26093;wasblekerij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;E J F van Dissel;Dissel, van;1906;0;1917-01-01;0;"{""coordinates"": [5.499918862532458, 51.43503274847911], ""type"": ""Point""}";51.43503274847911, 5.499918862532458
717;;;;816;;RHCE/SR;wasblekerij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Fa van de Briel en Verster;?;1929;0;;0;"{""coordinates"": [5.526207654314112, 51.458626569398454], ""type"": ""Point""}";51.458626569398454, 5.526207654314112
721;;;;820;;Ehvinbeeld.nl 39006;wasserij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Wasch en Strijkinrichting EDELWEISS;?;1934;0;1934-01-01;0;"{""coordinates"": [5.468518025042934, 51.44737339330541], ""type"": ""Point""}";51.44737339330541, 5.468518025042934
725;;;;824;;RHCE/RA;wasserij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;A Verhagen;;1937;0;;0;"{""coordinates"": [5.485966802942195, 51.42731515401068], ""type"": ""Point""}";51.42731515401068, 5.485966802942195
727;;;;826;;Funktiekaart 1931;wasserij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Wasch en Bleekerij…..;?;1934;0;1934-01-01;0;"{""coordinates"": [5.467441158251601, 51.42398560940789], ""type"": ""Point""}";51.42398560940789, 5.467441158251601
737;;;;840;;Hüsken 186;zoutziederij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;C J Spoorenberg;Spoorenberg, C J;1884;0;1910-01-01;0;"{""coordinates"": [5.480955689795409, 51.43774616338356], ""type"": ""Point""}";51.43774616338356, 5.480955689795409
738;;;;841;;RHCE/SR;zoutziederij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;G A Moonen;;1844;0;;0;"{""coordinates"": [5.484069803968247, 51.43455263419768], ""type"": ""Point""}";51.43455263419768, 5.484069803968247
740;;;;843;;Zoetmulder 103;zoutziederij;AmbachtIndustrie;;;AmbachtIndustrie;Overige nijverheid;Th Vlijmincx- de Vocht;Vlijmincx, Th ?;1902;0;1902-01-01;0;"{""coordinates"": [5.475789379220786, 51.4435209364775], ""type"": ""Point""}";51.4435209364775, 5.475789379220786
743;;;;846;;Ehvinbeeld.com 3455;electrotechnische industrie;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;Electrotechnische en Mechanische Industrie J B C Nolte;Nolte, J B C;1938;0;1970-01-01;0;"{""coordinates"": [5.502022999097754, 51.44252724597514], ""type"": ""Point""}";51.44252724597514, 5.502022999097754
745;;;;848;;RHCE/SR;glasfabriek;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;J J Cornelissen;;1936;0;1940-01-01;30;"{""coordinates"": [5.46638999312556, 51.439635617255114], ""type"": ""Point""}";51.439635617255114, 5.46638999312556
752;Fabriek;;;856;;Hermens 2002, 14;PHILIPS electrotechn. Werkplaats;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS electrotechnische werkplaats;Philips;1940;0;;0;"{""coordinates"": [5.472372125673188, 51.43908308410644], ""type"": ""Point""}";51.43908308410644, 5.472372125673188
759;;;;864;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS papierfabriek;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS papierfabriek;Philips;1926;0;;0;"{""coordinates"": [5.458286012087481, 51.44464753955116], ""type"": ""Point""}";51.44464753955116, 5.458286012087481
760;;;;865;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS papierloods;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS papierfabriek;Philips;1927;0;;0;"{""coordinates"": [5.457610441622048, 51.44496255372259], ""type"": ""Point""}";51.44496255372259, 5.457610441622048
761;;;;866;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS schilderswerkplaats;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS schilderswerkplaats;Philips;1940;0;;0;"{""coordinates"": [5.457712673076931, 51.44596023380853], ""type"": ""Point""}";51.44596023380853, 5.457712673076931
763;;;;868;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS Apparatenfabriek I;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS Apparatenfabriek I;Philips;1923;0;;0;"{""coordinates"": [5.456101193093189, 51.445691539325075], ""type"": ""Point""}";51.445691539325075, 5.456101193093189
764;;;;869;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS filtergebouw;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS filtergebouw;Philips;1926;0;;0;"{""coordinates"": [5.4585772382904105, 51.44691250518903], ""type"": ""Point""}";51.44691250518903, 5.4585772382904105
765;;;;870;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS mechanische buizentrekkerij;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS mechanische buizentrekkerij;Philips;1927;0;;0;"{""coordinates"": [5.460246043002389, 51.44701034471517], ""type"": ""Point""}";51.44701034471517, 5.460246043002389
766;;;;871;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS Philitefabriek;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS Philitefabriek;Philips;1928;0;;0;"{""coordinates"": [5.45823443571635, 51.448476742780734], ""type"": ""Point""}";51.448476742780734, 5.45823443571635
767;;;;872;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS röntgenfabriek;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS röntgenfabriek en machinefabriek;Philips;1929;0;;0;"{""coordinates"": [5.457343564869144, 51.44914244450563], ""type"": ""Point""}";51.44914244450563, 5.457343564869144
769;;;;874;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS ketelhuis/ machinegebouw;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS ketelhuis en machinegebouw;Philips;1929;0;;0;"{""coordinates"": [5.456594489289748, 51.44846874388792], ""type"": ""Point""}";51.44846874388792, 5.456594489289748
770;;;;875;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS douaneloods;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS douaneloods;Philips;1929;0;;0;"{""coordinates"": [5.4543358403721935, 51.44837119400452], ""type"": ""Point""}";51.44837119400452, 5.4543358403721935
771;;;;876;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS metaalwarenfabriek II;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS metaalwarenfabriek II;Philips;1928;0;;0;"{""coordinates"": [5.455586678110298, 51.447912043448504], ""type"": ""Point""}";51.447912043448504, 5.455586678110298
775;;;;880;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS Apparatenfabriek II;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS Apparatenfabriek II;Philips;1929;0;;0;"{""coordinates"": [5.456908811716862, 51.44705733549461], ""type"": ""Point""}";51.44705733549461, 5.456908811716862
776;;;;881;;Hermens 2002, 14/ Onna 2002, 142/143;PHILIPS machinefabriek;Ambacht/Industrie;;;AmbachtIndustrie;Elektrotechnische industrie;PHILIPS machinefabriek;Philips;1929;0;;0;"{""coordinates"": [5.453327850594887, 51.447670655475356], ""type"": ""Point""}";51.447670655475356, 5.453327850594887
790;Kapel;1944;1960;7231;Kapel;Ehvinbeeld.com 28801;Op terrein en met resten van steenfabriek v Hapert;Religie;;0;Religie;;O L Vrouw op de puinhopen;;1944;0;1960-01-01;0;"{""coordinates"": [5.456625132631995, 51.4591562430861], ""type"": ""Point""}";51.4591562430861, 5.456625132631995
791;Kapel;1954;;7236;Kapel;"MediaFiler ; Oorschot, 773";"FILENAME:img1/MON00443.jpg ; Architect: H.W. Valk & G.H.F. Valk  ; Gemeentelijk monument";Religie;;;Religie;;O L Vrouw van Banneux;Lambertus Rovers, pastoor te Waspik;1954;0;;0;"{""coordinates"": [5.530610673259707, 51.44951571161039], ""type"": ""Point""}";51.44951571161039, 5.530610673259707
792;Kapel;1867;;7238;Kapel;Ehvinbeeld.com 25894;;Religie;;;Religie;;Heilige Sacramentskapel;Bisdom;1948;0;1970-01-01;0;"{""coordinates"": [5.478839822081615, 51.436893924221906], ""type"": ""Point""}";51.436893924221906, 5.478839822081615
794;Pastorie;;;7242;Pastorie;Kadasterkaart 1832/1860;bouw voor 1832, sloop na 1860;Religie;;;Religie;;Gereformeerde pastorie;Gereformeerde gemeente;1800;50;1860-01-01;50;"{""coordinates"": [5.479203154125329, 51.43877227044836], ""type"": ""Point""}";51.43877227044836, 5.479203154125329
795;Klooster;1425;;7244;Klooster;Melssen 1994, 105;Bouw tussen 1400 en 1425. Plek onzeker;Religie;;;Religie;;Begijnhof;;1425;0;;0;"{""coordinates"": [5.479227348710357, 51.436507105499985], ""type"": ""Point""}";51.436507105499985, 5.479227348710357
796;Pastorie;;1953;7248;Pastorie;Ehvinbeeld.com 3436;Sloop na 1953, na 1915 Clarissenklooster;Religie;;0;Religie;;Pastorie Sint Joriskerk;Bisdom;;0;1915-01-01;0;"{""coordinates"": [5.4863905493597, 51.43042487717124], ""type"": ""Point""}";51.43042487717124, 5.4863905493597
799;Fabriek;;;7254;Kerk;Reliwiki;;AmbachtIndustrie;;;Religie;;kerk;Oud Gereformeerde Gemeente;1972;0;2004-01-01;0;"{""coordinates"": [5.4684866151805265, 51.429746628865914], ""type"": ""Point""}";51.429746628865914, 5.4684866151805265
801;Kerk;1948;2005;7257;Kerk;Ehvinbeeld.nl 17896/ 34674;houten noodkerkje;Religie;;0;Religie;;Tivolikerkje;Ned Hervormde Kerk;1948;0;1983-01-01;0;"{""coordinates"": [5.50726555252528, 51.41786600391239], ""type"": ""Point""}";51.41786600391239, 5.50726555252528
803;;;;7260;Kerk;Reliwiki;;Religie;;;Religie;;Rehoboth;Volle Evangelie Gemeente;;0;;0;"{""coordinates"": [5.472901269138246, 51.43748271191527], ""type"": ""Point""}";51.43748271191527, 5.472901269138246
804;Klooster;1922;;7261;Klooster;"MediaFiler ; Oorschot, 781. Erfg centr Ned Kloosterlevn";"FILENAME:img2/MON00781.jpg ; Architect L.J.P.Kooken ; Gemeentelijk monument ; Hergbruik als studentenwoningen";Religie;;;Religie;;;Zusters van Liefde van Jezus...Bijstand;1916;6;1980-01-01;0;"{""coordinates"": [5.472730816768882, 51.44629173361365], ""type"": ""Point""}";51.44629173361365, 5.472730816768882
805;Synagoge;1800;1865;7262;Synagoge;Oorschot, 295/ Kadasterkaart 1832;Mikwe bleef nog in dit gebouw na 1865;Religie;;;Religie;;Sjoel;Nederlands Israëlitische Gemeente;1800;0;1870-01-01;100;"{""coordinates"": [5.478941000288075, 51.43714552740431], ""type"": ""Point""}";51.43714552740431, 5.478941000288075
807;Herenhuis;1928;;7264;Herenhuis;Hoeven, 24;Tot 1933 Rehoboth, Chr Gereformeerd;Woningen;;;Religie;;Synagoge;Nederlands Israëlitische Gemeente;;0;;0;"{""coordinates"": [5.466226522401534, 51.43659755710363], ""type"": ""Point""}";51.43659755710363, 5.466226522401534
814;Klooster;1934;;7275;Klooster;"Erfgoedcentr Ned Kloosterleven ; Mediafiler";"Klooster/ huishoudschool, nu appartementen ; Rijksmonument";Religie;;;Religie;;Sint Martha;Zusters van Jezus, Maria en Jozef (JMJ);1934;0;2002-01-01;0;"{""coordinates"": [5.482699621359577, 51.43264816674211], ""type"": ""Point""}";51.43264816674211, 5.482699621359577
816;Kerk;1962;;7277;Kerk;Hoeven, 27. Reliwiki 07377;;Religie;;;Religie;;Emmaüskerk, 2008: Johanneskerk;Gereformeerde Gemeente, nu PKN;1962;0;;0;"{""coordinates"": [5.468069656749386, 51.462231961600494], ""type"": ""Point""}";51.462231961600494, 5.468069656749386
817;Overig;1957;1995;7279;Kerk;Reliwiki;Gebouwd als Gemeentelijk badhuis;Maatschappelijk;;0;Religie;;Bidhuis;Pinkstergemeenten;1977;0;1995-01-01;0;"{""coordinates"": [5.4636333180041285, 51.45108003370988], ""type"": ""Point""}";51.45108003370988, 5.4636333180041285
820;Klooster;1939;1991;7282;Klooster;Hoeven, 20/ Erfgoedc. Ned. Kloosterleven;;Religie;;0;Religie;;Klooster;Paters Capucijnen;1939;0;;0;"{""coordinates"": [5.447255509288281, 51.446289694973025], ""type"": ""Point""}";51.446289694973025, 5.447255509288281
827;Kerk;1948;;7296;;Reliwiki 07439 19839;In voorste deel kerkgebouw;Religie;;;;;Chinese Christian Church;Chinese Christian Church;2007;0;;0;"{""coordinates"": [5.495140557790239, 51.42736993178863], ""type"": ""Point""}";51.42736993178863, 5.495140557790239
828;Klooster;1950;;7297;Klooster;"MediaFiler ; erfgoedcentrum Ned Kloosterleven";"MON01587.jpg ; Architect C.H.Bever ; Rijksmonument ;Sinds 1990: ""Maria Moeder van de Kerk-klooster""";Religie;01-01-03;;Religie;;Klooster St. Clara;Clarissen- Coletinen;1950;0;;0;"{""coordinates"": [5.470547534588791, 51.42442387161198], ""type"": ""Point""}";51.42442387161198, 5.470547534588791
829;Kerk;1959;;7299;Kerk;Reliwiki;Daarna naar Plaggenstraat;Religie;;;Religie;;Gereformeerde Kerk;Gereformeerde Gemeente;1959;0;1971-01-01;0;"{""coordinates"": [5.455027375755763, 51.43939111330202], ""type"": ""Point""}";51.43939111330202, 5.455027375755763
831;Kerk;1989;;7301;;Website Evangelische Gemeente De Lichtstad;;Religie;;;;;De Akker;Evangelische Gemeente De Lichtstad;1989;0;2013-01-01;0;"{""coordinates"": [5.485129265459024, 51.47253784050756], ""type"": ""Point""}";51.47253784050756, 5.485129265459024
838;Kapel;1883;1973;7308;Kapel;"Oorschot, v 1993; 'Tot zieken Gezonden', blz ?";Onderdeel latere 'Binnenziekenhuis';Religie;;0;Religie;;Kapel Liefde Gesticht Heilig Hart van Jezus;Zusters van Liefde van …Barmhartigheid;1883;0;1973-01-01;0;"{""coordinates"": [5.480022378824974, 51.4384929712323], ""type"": ""Point""}";51.4384929712323, 5.480022378824974
840;Klooster;1930;1967;7310;Klooster;Erfgoedcentrum Ned Kloosterleven;Nu Zorgcentrum Vitalis;Religie;;0;Religie;;Zusterhuis H Theresia;Zusters van de Choorstraat ( Dochters v Marie-Joseph);1930;0;1986-01-01;0;"{""coordinates"": [5.439954022990896, 51.438976461222104], ""type"": ""Point""}";51.438976461222104, 5.439954022990896
843;Klooster;1910;1977;7314;Klooster;Oorschot, 273, Erfgoedc. Ned. Kloosterleven;;Religie;;0;Religie;;Sint Ignatiusgesticht;Zusters van Liefde v Jezus….Bijstand;1910;0;1977-01-01;0;"{""coordinates"": [5.516680574790043, 51.44786013402435], ""type"": ""Point""}";51.44786013402435, 5.516680574790043
852;Verenigingsgebouw;1939;1943;7324;Kerk;Ehvinbeeld.nl 19962, Oorschot, 796;Houten noodkerkje (oude directiekeet),Verplaatst naar Wattstraat voor uitbreiding Philips;Religie;;0;Religie;;Baptistenkerk;Unie van Baptisten Gemeenten in Ned.;1939;0;1943-01-01;0;"{""coordinates"": [5.4512582475653755, 51.448993147558916], ""type"": ""Point""}";51.448993147558916, 5.4512582475653755
853;Verenigingsgebouw;1942;1956;7325;Kerk;Ehvinbeeld.com 32216;Houten noodkerkje. In 1957 afgebrand.;Religie;;0;Religie;;Baptistenkerk;Unie van Baptisten Gemeenten in Ned.;1942;0;1956-01-01;0;"{""coordinates"": [5.458009262269931, 51.45169482140128], ""type"": ""Point""}";51.45169482140128, 5.458009262269931
859;;;1997;7333;;Reliwiki, www.Anwar-e-madina.nl;Surinaamse moskee;;;0;;;Anwar e Madina moskee;Stichting Welzijn voor Moslims Nederland;1997;0;;0;"{""coordinates"": [5.44335324063164, 51.41964920701537], ""type"": ""Point""}";51.41964920701537, 5.44335324063164
865;Arbeiderswoning;1929;;7339;Kapel;Oorschot, 871,  Ehvinbeeld.com. 33864-33866;Voorganger houten noodkerk Arnaudinaplein;Religie;;;Religie;;"Sint Jozef noodkapel (""Rectoraat Tivoli"")";Paters vh H Hart van Jezus;1929;0;1931-01-01;0;"{""coordinates"": [5.509045755084579, 51.42234951191711], ""type"": ""Point""}";51.42234951191711, 5.509045755084579
866;Klooster;1909;1989;7340;Klooster;Oorschot, 274;;Religie;;0;Religie;;Sint Antoniushuis  ( Acht );Zusters Franciscanessen van Denekamp;1909;0;1987-01-01;0;"{""coordinates"": [5.429522775236026, 51.481164505843694], ""type"": ""Point""}";51.481164505843694, 5.429522775236026
