GEMEENTE;CBS_GEMEENTE_CODE;STEMBUREAU_OF_AFGIFTEPUNT;NUMMER_STEMBUREAU_OF_AFGIFTEP;NAAM_STEMBUREAU_OF_AFGIFTEPUNT;GEBRUIKERSDOEL_HET_GEBOUW;WEBSITE_LOCATIE;WIJKNAAM;CBS_WIJKNUMMER;BUURTNAAM;CBS_BUURTNUMMER;BAG_REFERENTIENUMMER;STRAATNAAM;HUISNUMMER;HUISLETTER;HUISNUMMERTOEVOEGING;POSTCODE;PLAATS;EXTRA_ADRESAANDUIDING;X;Y;LONGITUDE;LATITUDE;OPENINGSTIJDEN_14_03_2022;OPENINGSTIJDEN_15_03_2022;OPENINGSTIJDEN_16_03_2022;MINDERVALIDEN_TOEGANKELIJK;AKOESTIEK;AUDITIEVE_HULPMIDDELEN;VISUELE_HULPMIDDELEN;MINDERVALIDE_TOILET_AANW;KIESKRING_ID;HOOFDSTEMBUREAU;TELLOCATIE;CONTACTGEGEVENS;BESCHIKBAARHEID;VERKIEZINGEN;ID1
Vlaardingen;GM0622;Stembureau;11;Voormalig schoolgebouw;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Westwijk;GM062202;Wetering;BU06220203;622.200.000.027.132;Philips de Goedestraat;162;;;3132XT;Vlaardingen;;81.615,823000000000;436.842,436000000000;4,320573900000;51,915226540000;07:30 tot 21:00 uur;07:30 tot 21:00 uur;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;3 dagen;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;12;Pannekoekenhuis ?t Hofÿ;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Oostwijk;GM062204;Hofbuurt;BU06220401;622.200.000.015.691;Hofsingel;80;;;3134VH;Vlaardingen;;83.630,800000000000;436.363,812000000000;4,349955858731;51,911187234750;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;13;CBS het Christal;Onderwijsfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Babberspolder West;BU06220503;622.200.000.025.915;Pompenburgsingel;30;;;3135PS;Vlaardingen;;84.144,078000000000;436.703,583000000000;4,357344560000;51,914306378526;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;14;Kerkgenootschap Leger des Heils;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Babberspolder Oost;BU06220504;622.200.000.038.581;Magnoliastraat;41;;;135VR;Vlaardingen;;84.331,238000000000;436.958,077000000000;4,360012084145;51,916617339858;07:30 tot 21:00 uur;07:30 tot 21:00 uur;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;3 dagen;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;15;Bethelkerk;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Oranjebuurt;BU06220502;622.200.000.039.345;Burgemeester Verkadesingel;26;;;3135KZ;Vlaardingen;;83.563,385000000000;437.262,603000000000;4,348789629890;51,919256071729;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;16;Begraafplaats Emaus;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Centrum;GM062201;Oranjebuurt;BU06220104;622.200.000.039.444;Emaus;6;;;3135JC;Vlaardingen;;83.350,606880273800;436.893,883638178000;4,345774000000;51,915915000000;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;17;Hotel Restaurant Campanile;Logiesfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Babberspolder Noord;BU06220505;622.200.000.036.222;Kethelweg;222;;;3135GP;Vlaardingen;;84.507,610000000000;437.688,542000000000;4,362425690000;51,923204460000;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;19;Vaartland;Gezondheidszorgfunctie,woonfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Zuid;GM062206;Statenbuurt;BU06220602;622.200.000.044.478;Dillenburgsingel;9;;;3136EA;Vlaardingen;;83.475,031000000000;437.793,986000000000;4,347395080000;51,924020280000;;;07:30 tot 21:00 uur;Ja;;;ja;ja;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;20;Het Zonnehuis;Gezondheidszorgfunctie,woonfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Zuid;GM062206;Statenbuurt;BU06220602;622.200.000.043.998;Dillenburgsingel;5;;;3136EA;Vlaardingen;;83.703,798000000000;437.888,435000000000;4,350700720000;51,924898470000;;;07:30 tot 21:00 uur;Ja;;;ja;ja;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;21;t Palet Holy;Onderwijsfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Zuid;GM062206;Vogelbuurt Noord;BU06220604;622.200.000.018.455;Kraanvogellaan;101;;;3136JB;Vlaardingen;;83.862,866000000000;438.544,989000000000;4,352877060000;51,930803820000;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;22;Kerk van de Nazarener;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Zuid;GM062206;Sportpark Holy;BU06220605;622.200.000.036.239;Zwanensingel;1;;;3136GZ;Vlaardingen;;84.413,896000000000;438.131,933000000000;4,360972530000;51,927177360000;07:30 tot 21:00 uur;07:30 tot 21:00 uur;07:30 tot 21:00 uur;Ja;;;ja;ja;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;3 dagen;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;23;Drie‰n-Huysen Zuid;Gezondheidszorgfunctie, woonfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Zuid;GM062206;Vaart Zuuid;BU06220601;622.200.000.044.735;Graaf Walramlaan;100;;;3136AZ;Vlaardingen;;83.114,918000000000;438.377,337000000000;4,342038750000;51,929216450000;;;07:30 tot 21:00 uur;Ja;;;ja;ja;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;25;Gymzaal Lissabonweg;Sportfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Noord;GM062207;Hoofdstedenbuurt;BU06220704;622.200.000.020.897;Lissabonweg;10;;;3137LR;Vlaardingen;;83.686,527000000000;439.060,630000000000;4,350206470748;51,935430824120;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;26;De Wouthof;Recreatiezaal;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Noord;GM062207;Hoevenbuurt;BU06220706;622.200.000.008.266;Baarnhoeve;103;;;3137RL;Vlaardingen;;83.902,868000000000;439.382,194000000000;4,353285358554;51,938348436079;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;27;Begraafplaats Holy;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Noord;GM062207;Drevenbuurt;BU06220701;622.200.000.026.608;Olmendreef;150;;;3137CR;Vlaardingen;;82.755,285314133600;439.380,135047068000;4,336600000000;51,938182000000;;;07:30 tot 21:00 uur;Ja;;;ja;ja;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;28;KBS de Hoeksteen;Onderwijsfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Noord;GM062207;Drevenbuurt;BU06220701;622.200.000.026.470;Olmendreef;100;;;3137CR;Vlaardingen;;83.361,247000000000;439.431,832000000000;4,345399823503;51,938725014522;;;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;29;Gymzaal Kruidenpad;Sportfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Noord;GM062207;Kruidenbuurt;BU06220702;622.200.000.037.964;Kruidenpad;2;A;;3137WD;Vlaardingen;;82.891,911128245800;439.063,846804352000;4,338206422882;51,935357250000;07:30 tot 21:00 uur;07:30 tot 21:00 uur;07:30 tot 21:00 uur;Ja;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;3 dagen;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
Vlaardingen;GM0622;Stembureau;30;Stemstraat Stadswerf;Stadswerf;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Babberspolder Noord;BU06220505;622.200.000.007.931;Burg. Heusdenslaan;357;;;3135DA;Vlaardingen;;84.092,815000000000;437.713,534000000000;4,356391420000;51,923376340000;;;07:30 tot 21:00 uur;Nee;;;ja;nee;14;Dordrecht;ja;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;1 dag;Gemeenteraadsverkiezingen;NLODSGM0518stembureaus20220316009
