X,Y,OBJECTID,IDENTIFICATIE,NAAM,STRAAT,HUISNUMMER,HUISLETTER,HUISNUMMER_TOEVOEGING,POSTCODE,PLAATS,SPORT_SOORT,HOOFDBELEIDSVELD
4.77643138762322,51.6159293955535,319,4826AB512.04,Clubhuis Tennisverenigng Breda Noord,Terheijdenseweg,508,,,4826 AB,Breda,BUI - Tennis,
4.82518953853137,51.5578498003142,320,4854PN007.01,Clubhuis Voetbalvereniging Bavel,Bavelse Hei,7,,,4854 PN,Bavel,BUI - Voetbal,
4.74960505068349,51.5942780004706,321,4815NC003.08,Stadion onderbouw zuid,Stadionstraat,7,,,4815 NC,Breda,BUI - Voetbal,
4.80950967018942,51.5829546744916,322,4817NK017.01,Clubhuis hockeyvereniging Push,Nieuwe Inslag,97,,,4817 GN,Breda,BUI - Hockey,
4.79745947835907,51.5563084573258,323,4851AT003.01,Woning,Jeugdland,3,,,4851 AT,Ulvenhout,BIN - Sporthal,
4.81041667547152,51.5858884395795,324,4817GN004.02,Clubhuis Honk- en Softbal Club Jeka,Langveld,6,,,4817 GN,Breda,BUI - Honkbal,
4.70391247777092,51.6218717009609,325,4841KG016.01,Paviljoen Zwembad De Kuil,Weimersedreef,16,A,,4841 KG,Prinsenbeek,BUI - Zwemmen,
4.77539474601804,51.5752007790464,327,4819BD130.03,Kleedkamers Tennisvereniging Markant,Cimburgalaan,130,,,4819 BD,Breda,BUI - Tennis,
4.69830013648095,51.6178647613668,328,4841KG019.01,Woning,Weimersedreef,15,,,4841 KG,Prinsenbeek,BUI - Overig,
4.73003164822508,51.6151514964721,329,4822RK080.04,Kleedkamers HV United Breda,Ganzerik,84,,,4822 RK,Breda,BUI - Handbal,
4.70162940588022,51.6085819808749,330,4841KR037.00, Ponyvereniging Ons Genoegen,Brielsedreef,37,A,,4841 KR,Prinsenbeek,BUI - Paardensport,
4.73863449862138,51.6048933058848,331,4824SG060.02,Gymzaal Wandelakker,Wandelakker,64,,,4824 SG,Breda,BIN - Gymzaal,
4.75086088263841,51.5225466565476,332,4836MC020.04,EHBO-post Galderse meren,Rijsbergsebaan,22,,,4836 MC,Breda,BUI - Zwemmen,
4.74977009453679,51.5951654660969,333,4815NC003.01,Rat Verleghstadion,Stadionstraat,3,,,4815 NC,Breda,BUI - Voetbal,
4.75101788679653,51.522274492579,334,4836MC020.02,Toiletgebouw Galderse meren,Rijsbergsebaan,20,,,4836 MC,Breda,BUI - Zwemmen,
4.74988581052509,51.6266349787207,335,4823ZK000.03,Beheeerdersgebouw Asterdplas,Rietdijk,10,,,4823 ZK,Breda,BUI - Zwemmen,
4.77441109661275,51.5766331453409,336,4819BD130.04,Berging Tennisvereniging Markant,Cimburgalaan,130,,,4819 BD,Breda,BUI - Tennis,
4.73022183191303,51.6167028273923,337,4822RK001.01,Sporthal Haagse Beemden,Ganzerik,1,,,4822 RK,Breda,BIN - Sporthal,
4.7583412616018,51.5625976384547,338,4837BW004.07,Trafohuisje,Dr. Schaepmanlaan,1540,,TRD,4837BW,Breda,BUI - Atletiek,
4.8104865104288,51.5861736471348,339,4817GN004.01,Kleedkamers Honk- en Softbal Club Jeka,Langveld,4,,,4817 GN,Breda,BUI - Honkbal,
4.79737173737401,51.5569168725543,340,4851AT001.05,Schietbaan Handboogvereniging Alliance d'Amité,Jeugdland,6,,,4851 AT,Ulvenhout,BIN - Overig,
4.7855396459427,51.5998357276784,341,4816BB004.00,Gymzaal Archimedesstraat,Archimedesstraat,4,,,4816 BB,Breda,BIN - Gymzaal,
4.82934688218077,51.6062717617487,342,4847EJ036.01,Sporthal,Donkerstraat,36,,,4847 EJ,Teteringen,BIN - Sporthal,
4.82983411560432,51.6072584048713,343,4847EJ046.02,Clubhuis Scherpschuttervereniging Teteringen,Donkerstraat,46,,,4847 EJ,Teteringen,BUI - Schieten,
4.80864624190001,51.5843653113323,344,4817GN085.13,Clubhuis HV United Breda,Nieuwe Inslag,85,,,4817 GN,Breda,BUI - Handbal,
4.80798693617945,51.5711022222799,345,4834LP028.00,Gymzaal Stoutenburgstraat,Stoutenburgstraat,28,,,4834 LP,Breda,BIN - Gymzaal,
4.77611035809941,51.6176947390291,346,4826AB512.08,Clubhuis Korfbalclub Terda,Terheijdenseweg,518,,,4826 AB,Breda,BUI - Korfbal,
4.77611035809941,51.6176947390291,347,4826AB512.03,Kleedkamers Korfbalclub Terda,Terheijdenseweg,518,,,4826 AB,Breda,BUI - Korfbal,
4.76070755985195,51.5691613975783,348,4837CJ057.01,Kleedkamers Voetbalvereniging SAB,Ruitersboslaan,59,,,4837 CJ,Breda,BUI - Voetbal,
4.82776823649339,51.5647042866309,349,4854AB004.02,Sporthal de Huif,Deken Dr. Dirckxweg,4,,,4854 AB,Bavel,BIN - Sporthal,
4.76099444411809,51.5786747739998,350,4812EC163.00,De Boksring,Oranjeboomstraat,163,,,4812 EC,Breda,BIN - Gymzaal,
4.80848386425245,51.5898833083186,351,4817DP012.00,Gymzaal Elandstraat,Elandstraat,12,,,4817 DP,Breda,BIN - Gymzaal,
4.76489634196241,51.5994364406138,352,4815HC012.00,Skatehal Pier 15,Veilingkade,12,,,4815 HC,Breda,BIN - Overig,
4.77270839551283,51.6168687686854,353,4826AB512.05,Clubhuis Wielervereniging Breda,Terheijdenseweg,520,,,4826 AB,Breda,BUI - Wielrennen,
4.77602267729037,51.6165812116943,354,4826AB512.07,Clubhuis Voetbalvereniging Barca,Terheijdenseweg,512,,,4826 AB,Breda,BUI - Voetbal,
4.83016974585009,51.6055331228128,355,4847EJ038.02,Clubhuis Tennisvereniging Teteringen,Donkerstraat,44,,,4847 EJ,Teteringen,BUI - Tennis,
4.7298085689621,51.6150422339313,356,4822RK080.02,Clubhuis Voetbalvereniging WDS,Ganzerik,80,,,4822 RK,Breda,BUI - Voetbal,
4.81068888856135,51.5877554910957,357,4817GG005.01,Kleedkamers Voetbalvereniging PCP,Langveld,5,,,4817 GG,Breda,BUI - Voetbal,
4.75706553384712,51.5645174370336,358,4837BW004.04,Bijgebouw Atletiekvereniging Sprint,Dr. Schaepmanlaan,4,,,4837BW,Breda,BUI - Atletiek,
4.75296836444887,51.6285573178137,359,4823ZK000.02,Toiletgebouw Asterdplas,Beemdenbospad,1,,,4823 ZK,Breda,BUI - Zwemmen,
4.80269867391846,51.5766384051464,360,4834CG285.03,Clubhuis COVS Breda eo,Valkenierslaan,285,A,,4834 CG,Breda,BUI - Voetbal,
4.75551464280786,51.5256424907386,361,4836MC020.03,Toiletgebouw Galderse meren,Rijsbergsebaan,24,,,4836 MC,Breda,BUI - Zwemmen,
4.78125597037687,51.6020556217474,362,4826LJ041.01,Clubhuis  Voetbalvereniging Advendo,Bastenakenstraat,41,,,4826 LJ,Breda,BUI - Voetbal,
4.79698136755437,51.5563824491851,363,4851AT001.01,Sport- en ontmoetingscentrum Jeugdland,Jeugdland,1,,,4851 AT,Ulvenhout,BIN - Sporthal,
4.74088615544555,51.609833077507,364,4824KA017.02,Sportzaal Raaimoeren,Raaimoeren,19,,,4824 KA,Breda,BIN - Sporthal,
4.79734495826808,51.5562550252122,365,4851AT001A.01,Kantoor,Jeugdland,1,A,,4851 AT,Ulvenhout,BIN - Sporthal,
4.79963874091411,51.5776042676803,366,4834CG285.01,Bestuurgebouw  Voetbalvereniging Baronie,Blauwe Kei,1,A,,4834 CG,Breda,BUI - Voetbal,
4.81768730906171,51.58013173175,367,4854TA021.01,Clubhuis Voetbalvereniging JEKA,Beukenlaan,21,,,4854 TA,Bavel,BUI - Voetbal,
4.79534738988014,51.5559884499167,368,4851AT001.06,Tribune Voetbalvereniging UVV '40,Jeugdland,5,,,4851 AT,Ulvenhout,BUI - Voetbal,
4.69885178235159,51.618007361786,369,4841KG019.03,Clubgebouw Golfvereniging Albatross,Weimersedreef,19,,,4841 KG,Prinsenbeek,BUI - Overig,
4.70393418072614,51.6215432323075,370,4841KG016.02,Kleedkamers Zwembad De Kuil,Weimersedreef,16,A,,4841 KG,Prinsenbeek,BUI - Zwemmen,
4.7751318799685,51.5743146794311,371,4819BD130.01,Beheerdersgebouw Tennisvereniging Markant,Cimburgalaan,130,,,4819 BD,Breda,BUI - Tennis,
4.74566887337227,51.5763466973315,372,4813EV045.01,Kleedkamers Voetbalvereniging Groen-Wit,Postillonstraat,45,,,4813 EV,Breda,BUI - Voetbal,
4.80353618570653,51.5850547514853,373,4817HA013.01,Sporthal,Bijster,1,,,4817 HX,Breda,BIN - Sporthal,
4.69787165360659,51.6180075872682,375,4841KG019.02,Kleedgebouw,Weimersedreef,,,,4841 KG,Prinsenbeek,BUI - Overig,
4.7642028361378,51.5991037412971,376,4815HC012.01,Horeca Belcrum Beach,Veilingkade,12,A,,4815 HC,Breda,BIN - Overig,
4.82530991321541,51.5577791246641,377,4854PN007.02,Kleedkamers  Voetbalvereniging Bavel,Bavelse Hei,7,,,4854 PN,Bavel,BUI - Voetbal,
4.7374208725911,51.576387436109,378,4813GP007.00,Sporthal de Doelen,Doelen,7,,,4813 GP,Breda,BIN - Sporthal,
4.82103400395746,51.5965862002776,379,4817AR000.00,Terrein hondentraining,Hoge Schouw,ONG,,,4817 AR,Breda,BUI - Hondensport,
4.80218732547927,51.5593845462174,380,4834SN105.06,Horeca annex opslagruimte,Wolfslaardreef,105,,,4834 SN,Breda,BUI - Zwemmen,
4.82765206383423,51.6060123787311,381,4847EJ034.01,Clubhuis MHCT,Donkerstraat,34,A,,4847 EJ,Teteringen,BUI - Hockey,
4.75705272590766,51.5643199550671,382,4837BW004.11,Clubhuis Atletiekvereniging Sprint,Dr. Schaepmanlaan,4,,,4837BW,Breda,BUI - Atletiek,
4.77517215308488,51.5751496722018,383,4819BD130.02,Clubhuis Tennisvereniging Markant,Cimburgalaan,130,,,4819 BD,Breda,BUI - Tennis,
4.80309556816717,51.5582834638169,384,4834SN105.08,Toiletgebouw,Wolfslaardreef,105,,,4834 SN,Breda,BUI - Zwemmen,
4.78109283970921,51.6014199715108,385,4826LJ041.03,Berging Voetbalvereniging Advendo,Bastenakenstraat,41,,,4826 LJ,Breda,BUI - Voetbal,
4.75173844791623,51.5913147296938,386,4814KR102.02,Clubhuis Voetbalvereniging TVC Breda,Kwakkelhutstraat,104,,,4814 KR,Breda,BUI - Voetbal,
4.8092612534809,51.5830616989635,388,4817NK017.02,Trafogebouw,Nieuwe Inslag,5120,,TRC,4817 GN,Breda,BUI - Hockey,
4.7400755271105,51.6034050273812,389,4824PN015B.02,Clubhuis Voetbalvereniging The Gunners,Wikketuin,15,A,,4824 PN,Breda,BUI - Voetbal,
4.72366507292202,51.6017668506211,390,4841AB002.00,Weiland en parkeerterrein manege,Beekse Stationsweg,2,,,4841 AB,Prinsenbeek,BUI - Paardensport,
4.74621379088287,51.6228555825124,391,4823JX002.02,Clubhuis Tennisvereniging Heksenwiel,Heksendans,2,,,4823 JX,Breda,BUI - Tennis,
4.74909591690071,51.6274397272854,392,4823ZK000.01,Toiletgebouw Asterdplas,Rietdijk,10,B,,4823 ZK,Breda,BUI - Zwemmen,
4.7574119442216,51.5643292077578,393,4837BW004.12,Kleedkamers Atletiekvereniging Sprint,Dr. Schaepmanlaan,4,,,4837BW,Breda,BUI - Atletiek,
4.75199984253047,51.5913131474292,394,4814KR102.05,Kleedkamers Voetbalvereniging TVC Breda,Kwakkelhutstraat,104,,,4814 KR,Breda,BUI - Voetbal,
4.74582834591017,51.5766189630338,395,4813EV045.03,Kleedkamers Voetbalvereniging Groen-Wit,Postillonstraat,45,,,4813 EV,Breda,BUI - Voetbal,
4.76782872313775,51.5799386783542,396,4811PS002.02,Zwembad Sonsbeeck,Pieter-Christiaanstraat,2,,,4811 PS,Breda,BIN - Zwembad,
4.75129920653584,51.5912885308947,397,4814KR102.03,Kleedkamers Voetbalvereniging TVC Breda,Kwakkelhutstraat,102,,,4814 KR,Breda,BUI - Voetbal,
4.71642169489979,51.598992665877,398,4841BD000.00,PoP-installatie,Pastoor Loosstraat,,,,4841 BD,Prinsenbeek,BIN - Sporthal,
4.77094852461437,51.5990679071896,400,4815HE003.02,Bedrijfsruimte,Minister Kanstraat,9,A,,4815 HE,Breda,BIN - Overig,
4.70910994351775,51.6059350682321,401,4841EG037.05,Tribune Voetbalvereniging Beek Vooruit,Heikantsestraat,37,B,,4841 EG,Prinsenbeek,BUI - Voetbal,
4.75886634701172,51.5876342220226,402,4814HC008.02,Speeltuingebouw Tuinzigt,Abeelstraat,8,B,,4814 HC,Breda,BUI - Overig,
4.73009676870215,51.615121426091,403,4822RK080.01,Clubhuis HV United Breda,Ganzerik,82,,,4822 RK,Breda,BUI - Handbal,
4.77418040862413,51.6138370389058,404,4826AB494.01,Zwembad Wisselaar,Terheijdenseweg,494,,,4826 AB,Breda,BIN - Zwembad,
4.6965957993973,51.6179758570111,405,4841KG019.05,Driving range,Weimersedreef,19,,,4841 KG,Prinsenbeek,BUI - Overig,
4.70884675408977,51.6056618908665,406,4841EG037.01,Clubhuis Voetbalvereniging Beek Vooruit,Heikantsestraat,37,B,,4841 EG,Prinsenbeek,BUI - Voetbal,
4.79738872950785,51.5566232215369,407,4851AT001.04,Tennishal,Jeugdland,1,,,4851 AT,Ulvenhout,BIN - Tennis,
4.74104158484191,51.6050710130315,408,4824NB001.02,Kleedkamers Tennisvereniging Haagse Beemden,Kantenbeemd,1,,,4824 NB,Breda,BUI - Tennis,
4.769277635478,51.5801085294451,409,4811PS006.01,Clubhuis Tennisvereniging 't EI,Pieter-Christiaanstraat,6,,,4811 PS,Breda,BUI - Tennis,
4.80222734034066,51.5770079682748,410,4834CG285.04,Kleedkamers Voetbalvereniging Baronie,Valkenierslaan,285,,,4834 CG,Breda,BUI - Voetbal,
4.78963361377001,51.5746391991095,411,4835AC089.03,Speeltuingebouw,Ploegstraat,89,B,,4835 AC,Breda,BUI - Overig,
4.82821680680468,51.6075695191339,412,4847EJ034.02,Clubhuis Voetbalvereniging DIA,Donkerstraat,34,,,4847 EJ,Teteringen,BUI - Voetbal,
4.8001095019201,51.5769809854713,413,4834CG285.02,Clubhuis annex tribune  Voetbalvereniging Baronie,Blauwe Kei,1,B,,4834 CG,Breda,BUI - Voetbal,
4.80208722123745,51.5591815542295,414,4834SN105.02,Clubhuis  Bré-da-Boules,Charlotte Cuypersdreef,1,,,4834 SR,Breda,BUI - Boules,
4.80936684452343,51.5841040735849,415,4817GN085.18,Bouleshal Va- Tout,Nieuwe Inslag,89,,,4817 GN,Breda,BIN - Overig,
4.76069353163797,51.5692142755993,416,4837CJ057.03,Trafo,Ruitersboslaan,1950,,TRD,4837 CJ,Breda,BUI - Voetbal,
4.69773327727121,51.6180485700496,417,4841KG019.04,Opslagloods,Weimersedreef,19,,,4841 KG,Prinsenbeek,BUI - Overig,
4.80904248969596,51.584291037074,418,4817GN085.14,Clubhuis Boulesvereniging Va-Tout,Nieuwe Inslag,89,,,4817 GN,Breda,BUI - Boules,
4.74484896925053,51.6240736924038,419,4823JX004.02,Kleedkamers Voetbalvereniging BSV Boeimeer,Heksendans,4,,,4823 JX,Breda,BUI - Voetbal,
4.774662228647,51.6155519040235,420,4826AB506.01,Kunstijsbaan,Terheijdenseweg,506,,,4826 AB,Breda,BIN - Overig,
4.78186256338538,51.6128452816728,421,4826CN046.00,Voormalige gymzaal,Tielrodestraat,46,,,4826 CN,Breda,BIN - Gymzaal,
4.81739937975195,51.5805044421662,422,4854TA021.02,Kleedkamers Voetbalvereniging JEKA,Beukenlaan,23,,,4854 TA,Bavel,BUI - Voetbal,
4.69799007271296,51.6179306213325,423,4841KG019.06,Berging,Weimersedreef,15,,,4841 KG,Prinsenbeek,BUI - Overig,
4.72932249787048,51.622753862829,424,4823MH069.01,Gymzaal de Kroeten,Moeraszegge,69,,,4823 MH,Breda,BIN - Gymzaal,
4.74556918840865,51.576273214952,425,4813EV045.02,Clubhuis Voetbalvereniging Groen-Wit,Postillonstraat,45,,,4813 EV,Breda,BUI - Voetbal,
4.80248013105932,51.5597402602466,426,4834SN105.17,Administratiegebouw annex conciërgewoning,Wolfslaardreef,103,,,4834 SN,Breda,BUI - Zwemmen,
4.80248013105932,51.5597402602466,427,4834SN105.05,Administratiegebouw annex conciërgewoning,Wolfslaardreef,101,,,4834 SN,Breda,BUI - Zwemmen,
4.80383866771382,51.5679819277984,428,4834KR004.02,Clubhuis tennisvereniging IJpelaar,Trompenburgstraat,4,,,4834 KR,Breda,BUI - Tennis,
4.74636581098247,51.6106153222835,429,4824EW000.00,Speeltuingebouw Haagse Beemden,Somerweide,35,,,4824 EW,Breda,BUI - Overig,
4.76107878243762,51.5640431222953,430,4837BN026.01,Clubhuis BHBC,Burgemeester de Manlaan,26,,,4837 BN,Breda,BUI - Hockey,
4.72992851559782,51.6166063573555,431,4822RK001.05,Horeca Sporthal Haagse Beemden,Ganzerik,1,A,,4822 RK,Breda,BIN - Sporthal,
4.77986467422933,51.6006888184143,432,4816AG007.00,Clubhuis Tafeltennisvereniging Belcrum,Kadijkje,7,,,4816 AG,Breda,BIN - Overig,
4.70894715510651,51.6069136107948,433,4841EG037.04,Loods Sportpark de Heikant,Heikantsestraat,37,C,,4841 EG,Prinsenbeek,BUI - Overig,
4.70962213851144,51.6061647253039,434,4841EG037.02,Kleedkamers Voetbalvereniging Beek Vooruit,Heikantsestraat,37,B,,4841 EG,Prinsenbeek,BUI - Voetbal,
4.78954611275984,51.5744722703275,435,4835AC089.04,Toiletgebouw speeltuin,Ploegstraat,89,B,,4835 AC,Breda,BUI - Overig,
4.74615361111855,51.6235685846661,436,4823JX004.04,Tribune Voetbalvereniging BSV Boeimeer,Heksendans,4,,,4823 JX,Breda,BUI - Voetbal,
4.74491166735442,51.6239294249981,437,4823JX004.01,Clubhuis Voetbalvereniging BSV Boeimeer,Heksendans,4,,,4823 JX,Breda,BUI - Voetbal,
4.81064071947447,51.5875614557519,438,4817GG005.02,Clubhuis Voetbalvereniging PCP,Langveld,5,,,4817 GG,Breda,BUI - Voetbal,
4.76063137374826,51.5638320672283,439,4837BN026.03,Berging BHBC,Burgemeester de Manlaan,26,,,4837 BN,Breda,BUI - Hockey,
4.74902496724502,51.5945906135462,440,4815NC003.06,Stadion toren 4,Stadionstraat,5,,,4815 NC,Breda,BUI - Voetbal,
4.79740535049298,51.5562903863575,441,4851AT002.01,Woning,Jeugdland,2,,,4851 AT,Ulvenhout,BIN - Sporthal,
4.78136157706752,51.6019363304459,442,4826LJ041.02,Kleedkamers  Voetbalvereniging Advendo,Bastenakenstraat,41,,,4826 LJ,Breda,BUI - Voetbal,
4.78054427465035,51.5513011342916,443,4836AC051.01,Clubhuis Hockeyvereniging Zwart-Wit,Galderseweg,51,,,4836 AC,Breda,BUI - Hockey,
4.80882488905926,51.584318410626,444,4817GN085.01,Kleedkamers Sportpark Molenley,Nieuwe Inslag,85,,,4817 GN,Breda,BUI - Boules,
4.77525405963843,51.5789250504656,445,4818RH009.00,Gymzaal Jan Nieuwenhuyzenstraat,Jan Nieuwenhuyzenstraat,9,,,4818 RH,Breda,BIN - Gymzaal,
4.72977277693742,51.61522138646,446,4822RK080.05,Kleedkamers Voetbalvereniging WDS,Ganzerik,84,,,4822 RK,Breda,BUI - Voetbal,
4.75984879208785,51.568729112972,447,4837CJ057.02,Clubhuis Voetbalvereniging SAB,Ruitersboslaan,57,,,4837 CJ,Breda,BUI - Voetbal,
4.77603234935338,51.6175871316074,448,4826AB512.02,Kleedkamers  Bredase Rugbyclub,Terheijdenseweg,516,,,4826 AB,Breda,BUI - Rugby,
4.77603234935338,51.6175871316074,449,4826AB512.06,Clubhuis Bredase Rugbyclub,Terheijdenseweg,516,,,4826 AB,Breda,BUI - Rugby,
4.73862227726122,51.6227352191168,450,4823BJ002.02,Gymzaal Twaalfbunder,Twaalfbunder,4,,,4823 BJ,Breda,BIN - Gymzaal,
4.83009290237795,51.6056991744327,451,4847EJ038.01,Berging Sportpark de Gouwen,Donkerstraat,44,,,4847 EJ,Teteringen,BUI - Tennis,
4.77576185877179,51.616651408498,452,4826AB512.01,Kleedkamers Voetbalvereniging Barca,Terheijdenseweg,512,,,4826 AB,Breda,BUI - Rugby,
4.74095571598767,51.6050705387198,453,4824NB001.01,Clubhuis Tennisvereniging Haagse Beemden,Kantenbeemd,1,,,4824 NB,Breda,BUI - Tennis,
4.82782262639868,51.5644124649626,454,4854AB004.03,Horeca de Huif,Deken Dr. Dirckxweg,4,B,,4854 AB,Bavel,BIN - Sporthal,
4.79668264078468,51.5566935986966,455,4851AT001.02,Kleedkamers Voetbalvereniging UVV '40,Jeugdland,5,,,4851 AT,Ulvenhout,BUI - Voetbal,
4.70811345514928,51.6078830379784,456,4841EG037.21,Clubhuis Hockeyvereniging Prinsenbeek,Postbaan,38,,,4841 EG,Prinsenbeek,BUI - Hockey,
