FID,foto,se_anno_cad_data,gdb_geomattr_data,shape
fotos.36,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_55,4_kop_rechts_bewz.jpg",,,POINT (129945.40700000152 459714.74599999934)
fotos.37,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_55,4_bewz.jpg",,,POINT (129853.98600000143 459813.19900000095)
fotos.38,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_53,6_fietsbrug_detail.jpg",,,POINT (128955.25299999863 461218.26099999994)
fotos.39,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_53,32_vldr.jpg",,,POINT (128834.29600000009 461492.5229999982)
fotos.40,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_53,1_watergang_bewz.jpg",,,POINT (128789.77899999917 461708.23000000045)
fotos.41,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_53,0_bewz.jpg",,,POINT (128711.6790000014 461827.0489999987)
fotos.42,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_70,9_kop_rechts.jpg",,,POINT (133541.73299999908 446103.9389999993)
fotos.43,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_85,3_kop_rechts.jpg",,,POINT (141526.65799999982 434364.01000000164)
fotos.44,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_85,4a_kop_links.jpg",,,POINT (141473.00699999928 434276.1479999982)
fotos.45,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_85,3_kop_rechts_bewz.jpg",,,POINT (141520.82600000128 434352.73600000143)
fotos.46,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_85,3b_kop_rechts.jpg",,,POINT (141453.56899999827 434239.9919999987)
fotos.47,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_85,05_bewz.jpg",,,POINT (141389.80999999866 434553.3420000002)
fotos.48,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_85,4a_bewz.jpg",,,POINT (141443.8500000015 434271.4829999991)
fotos.49,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_55,1_cado_bewz.jpg",,,POINT (129658.06399999931 459999.4279999994)
fotos.50,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_55,1_cado.jpg",,,POINT (129639.07699999958 459984.66000000015)
fotos.51,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_54,91_vldr.jpg",,,POINT (129533.59099999815 460096.47399999946)
fotos.52,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_54,91_vldr_bewz.jpg",,,POINT (129553.63399999961 460111.2419999987)
fotos.53,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_94,2_kop_rechts.jpg",,,POINT (145973.91099999845 426579.73000000045)
fotos.54,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_94,0c_kop_links.jpg",,,POINT (145902.62000000104 426852.44900000095)
fotos.55,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_94,0_bewz.jpg",,,POINT (145861.75600000098 426850.50400000066)
fotos.56,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_94,2_kop_rechts_bewz.jpg",,,POINT (145989.93299999833 426602.16099999845)
fotos.57,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_94,0c_kop_links_bewz.jpg",,,POINT (145910.46599999815 426858.50499999896)
fotos.58,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_93,74d_kop_links.jpg",,,POINT (145765.9290000014 427030.28599999845)
fotos.59,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_84,02_kop_rechts.jpg",,,POINT (138541.99500000104 459605.74500000104)
fotos.60,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_83,9f_kop_links.jpg",,,POINT (138499.76700000092 459482.9829999991)
fotos.61,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_84,02_kop_rechts_bewz.jpg",,,POINT (138598.23800000176 459782.3200000003)
fotos.62,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_95,45_kop_rechts.jpg",,,POINT (143302.31700000167 469758.9600000009)
fotos.63,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_94,88_kop_links.jpg",,,POINT (142979.4050000012 469280.5170000009)
fotos.64,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_94,88_kop_links_bewz.jpg",,,POINT (142967.5549999997 469288.6629999988)
fotos.65,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_95,45_kop_rechts_bewz.jpg",,,POINT (143288.98600000143 469764.88500000164)
fotos.66,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_97,2_kop_rechts.jpg",,,POINT (144279.9919999987 471165.6229999997)
fotos.67,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_96,5_kop_links.jpg",,,POINT (143787.27100000158 470675.8570000008)
fotos.68,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_95,77_vldr_bewz.jpg",,,POINT (143433.42799999937 470050.9059999995)
fotos.69,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_95,77_vldr.jpg",,,POINT (143448.94099999964 470044.2580000013)
fotos.70,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_96,5_kop_links_bewz.jpg",,,POINT (143769.54199999943 470683.9829999991)
fotos.71,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_96,9_vldr.jpg",,,POINT (144038.43299999833 470979.4670000002)
fotos.72,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_43,45b_kop_rechts.jpg",,,POINT (127288.45199999958 471020.34899999946)
fotos.73,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_43,53_kop_links_bewz.jpg",,,POINT (127361.74399999902 471036.4510000013)
fotos.74,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_43,53_kop_links.jpg",,,POINT (127372.29300000146 471043.11300000176)
fotos.75,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_43,53a_vldr_bewz.jpg",,,POINT (127260.39499999955 470943.3960000016)
fotos.76,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_78,73_vldr_bewz.jpg",,,POINT (153932.70699999854 452829.7829999998)
fotos.77,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_78,73_vldr.jpg",,,POINT (153930.26000000164 452826.98600000143)
fotos.78,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_79,75_vldr_bewz.jpg",,,POINT (154871.41099999845 452449.0029999986)
fotos.79,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_80,1_kop_rechts_bewz.jpg",,,POINT (155183.00200000033 452303.98099999875)
fotos.80,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_97,2_kop_rechts_bewz.jpg",,,POINT (144275.57400000095 471176.92500000075)
fotos.81,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12r_79,55_kop_links_bewz.jpg",,,POINT (154689.9539999999 452476.32400000095)
fotos.82,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_52,6_kop_links_bewz.jpg",,,POINT (128583.17199999839 462201.375)
fotos.83,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_56,5a_detail_bewz.jpg",,,POINT (130685.53599999845 459091.86199999973)
fotos.84,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_56,5a_vldr_bewz.jpg",,,POINT (130722.7190000005 459078.4129999988)
fotos.85,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_56,5a_vldr.jpg",,,POINT (130714.01700000092 459061.7989999987)
fotos.86,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_58,5a_bocht.jpg",,,POINT (130803.4149999991 459026.98900000006)
fotos.87,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27r_100,35_kop_rechts.jpg",,,POINT (145547.3509999998 473858.1959999986)
fotos.88,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27r_102,0_kop_links.jpg",,,POINT (146099.27199999988 475411.0249999985)
fotos.89,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27r_100,35_kop_rechts_bewz.jpg",,,POINT (145567.0799999982 473872.59600000083)
fotos.90,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27r_102,0_kop_links_bewz.jpg",,,POINT (146115.04100000113 475402.1550000012)
fotos.91,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27r_53,7_kop_rechts_bewz.jpg",,,POINT (133603.52299999818 441044.93400000036)
fotos.92,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27r_53,71_kop_rechts_bewz.jpg",,,POINT (133600.49300000072 441040.50499999896)
fotos.93,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12r_77,15_kop_rechts.jpg",,,POINT (152404.63199999928 453002.13500000164)
fotos.94,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_53,78_vldr.jpg",,,POINT (128998.0859999992 461086.83399999887)
fotos.95,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_53,78_vldr_bewz.jpg",,,POINT (129023.71499999985 461096.86300000176)
fotos.96,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_53,6_fietsbrug_bewz.jpg",,,POINT (128952.39799999818 461249.5249999985)
fotos.97,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_53,6_fietsbrug.jpg",,,POINT (128944.59800000116 461265.1259999983)
fotos.98,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_80,9d_kop_rechts.jpg",,,POINT (155918.96400000155 451935.9930000007)
fotos.99,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_80,4_kop_links_bewz.jpg",,,POINT (155464.91299999878 452172.61300000176)
fotos.100,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_80,4_kop_links.jpg",,,POINT (155457.2340000011 452162.91600000113)
fotos.101,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_77,6_tunnel_bewz.jpg",,,POINT (152948.95199999958 453070.08900000155)
fotos.102,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_77,8_bewz_01.jpg",,,POINT (152958.89600000158 453066.15199999884)
fotos.103,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_77,8_bewz.jpg",,,POINT (152966.561999999 453066.3599999994)
fotos.104,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_80,85_glas_scherm.jpg",,,POINT (155861.40900000185 451950.08100000024)
fotos.105,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_66,21_kop_rechts_bewz.jpg",,,POINT (132813.05299999937 450705.26099999994)
fotos.106,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_66,59_vldr_bewz.jpg",,,POINT (132793.10399999842 450322.1460000016)
fotos.107,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_66,56_bewz.jpg",,,POINT (132790.71700000018 450337.83199999854)
fotos.108,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_66,34_vldr_bewz.jpg",,,POINT (132813.22300000116 450570.0540000014)
fotos.109,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_66,9_kop_rechts.jpg",,,POINT (142327.3359999992 452533.93400000036)
fotos.110,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_66,0_kop_links.jpg",,,POINT (141362.80700000003 452708.2289999984)
fotos.111,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_66,3_vldr_bewz2.jpg",,,POINT (141731.70699999854 452653.9299999997)
fotos.112,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_66,3_vldr_bewz.jpg",,,POINT (141741.6550000012 452652.2719999999)
fotos.113,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_66,3_vldr.jpg",,,POINT (141757.8209999986 452636.9360000007)
fotos.114,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_72,4_kop_rechts.jpg",,,POINT (147716.15900000185 452987.73099999875)
fotos.115,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_71,8_kop_links.jpg",,,POINT (147034.04300000146 452771.1070000008)
fotos.116,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_72,05_vldr_bewz.jpg",,,POINT (147241.43299999833 452890.0799999982)
fotos.117,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_72,05_detail_bewz.jpg",,,POINT (147246.78400000185 452883.6319999993)
fotos.118,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_72,45_kop_rechts_bew.jpg",,,POINT (147722.6799999997 453002.63500000164)
fotos.119,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_71,8_kop_links_bewz.jpg",,,POINT (147023.6950000003 452785.5940000005)
fotos.120,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_63,0f_kop_links.jpg",,,POINT (138552.48699999973 452205.24599999934)
fotos.121,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_63,0f_kop_links_bewz.jpg",,,POINT (138568.03200000152 452216.45899999887)
fotos.122,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_79,7r_kop_rechts.jpg",,,POINT (139572.86100000143 455457.29300000146)
fotos.123,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_79,6r_kop_links.jpg",,,POINT (139559.95899999887 455327.47300000116)
fotos.124,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_79,65_glas-schade.jpg",,,POINT (139559.95899999887 455386.9519999996)
fotos.125,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_72,3_kop_rechts.jpg",,,POINT (133975.88199999928 444782.83100000024)
fotos.126,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_72,7b_kop_rechts_bewz.jpg",,,POINT (134121.31599999964 444383.66600000113)
fotos.127,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_102,0_kop_links.jpg",,,POINT (146035.98099999875 475404.70600000024)
fotos.128,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_66,9_kop_rechts_bewz.jpg",,,POINT (142328.2899999991 452540.48699999973)
fotos.129,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_80,1_kop_rechts.jpg",,,POINT (155179.22700000182 452295.1070000008)
fotos.130,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_77,5_kop_links.jpg",,,POINT (152723.76900000125 453044.9299999997)
fotos.131,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_78,73_vldr_trap_bewz.jpg",,,POINT (153930.5799999982 452830.4140000008)
fotos.132,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_77,5_kop_links_bewz.jpg",,,POINT (152697.5789999999 453062.3909999989)
fotos.133,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_77,49_kop_links_bewz.jpg",,,POINT (152710.67399999872 453052.5689999983)
fotos.134,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_80,9d_kop_rechts_bewz.jpg",,,POINT (155922.19299999997 451957.43499999866)
fotos.135,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_77,7_tunnel._bewz.jpg",,,POINT (152916.73600000143 453071.65300000086)
fotos.136,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_63,3y_kop_rechts.jpg",,,POINT (138846.8209999986 452134.9120000005)
fotos.137,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_63,3y_kop_rechts_bewz.jpg",,,POINT (138840.44999999925 452144.8500000015)
fotos.138,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_79,7r_kop_rechts_bewz.jpg",,,POINT (139548.00400000066 455463.24500000104)
fotos.139,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2r_72,8_kop_links_bewz.jpg",,,POINT (134256.76700000092 444267.8680000007)
fotos.140,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12l_54,2_kop_links.jpg",,,POINT (130141.3599999994 454019.56599999964)
fotos.141,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a2l_93,34_kop_links.jpg",,,POINT (145464.2109999992 427380.4990000017)
fotos.142,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12r_54,48a_kop_links_bewz.jpg",,,POINT (130353.1640000008 453912.94999999925)
fotos.143,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a12r_54,49a_kop_links_bewz.jpg",,,POINT (130366.90799999982 453908.1160000004)
fotos.144,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_83,2_kop_rechts.jpg",,,POINT (138495.57299999893 458803.60599999875)
fotos.145,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_81,93c_kop_links.jpg",,,POINT (138859.62299999967 457567.9310000017)
fotos.146,"https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/foto/a27l_83,2_kop_rechts2.jpg",,,POINT (138482.86499999836 458801.36400000006)
