OBJECTID_1,OBJECTID,GEBIEDNR,WINKELGEB,type,Verkooppnt,m2_wvo,Dag,Niet_dag,Leegstand,factsheet,Shape_Leng,labelSPSS,Shape__Area,Shape__Length
14,14,2.1,Almeloplein,Wijkwinkelcentrum groot,18,2093,41.2805,38.5571,20.1624,https://denhaag.maps.arcgis.com/sharing/rest/content/items/5ca62a0de7644d2ca8d2126ce51294b7/data,799.549828254,3,4276.41284179688,799.549828254385
15,15,2.7,Heeswijkplein,Wijkwinkelcentrum klein,9,990,92.2222,7.7778,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/9b52043b9fe24040a1699fd787834443/data,590.139846431,26,3479.13924789429,590.139846431234
16,16,5.3,Hobbemastraat,Stedelijke winkelstraat,45,6027,35.5567,55.5832,8.8601,https://denhaag.maps.arcgis.com/sharing/rest/content/items/3c09ae8806834a5cafd5b8117f33317f/data,2884.37389607,28,16781.8908424377,2884.37347557602
17,17,6.3,Megastores,Grootschalige concentratie,70,75468,4.7729,60.8761,34.351,https://denhaag.maps.arcgis.com/sharing/rest/content/items/6c497b254cce4c579be15c355b997c0b/data,1619.45518111,42,40262.5523681641,1619.455311001
18,18,6.2,Lorentzplein,Wijkwinkelcentrum groot,30,3585,68.675,22.5662,8.7587,https://denhaag.maps.arcgis.com/sharing/rest/content/items/ecc7e8c5b90f4711a1272094009cfdd1/data,1606.7905747,40,7930.56345367432,1606.79057470206
19,19,5.11,Koningstraat,Wijkwinkelcentrum klein,11,1249,65.9728,25.8607,8.1665,https://denhaag.maps.arcgis.com/sharing/rest/content/items/8965e75ba3c641d1970299b0ad5eacbd/data,638.395964628,35,2878.97848510742,638.396219325224
20,20,5.19,Hoogstraat/Noordeinde,Binnenstad,137,20668,3.0966,92.0505,4.8529,https://denhaag.maps.arcgis.com/sharing/rest/content/items/5d177ed338534ad4a08fd7734106e233/data,6935.78772331,32,45922.6576652527,6935.78827743019
21,21,5.16,Haagsche Bluf,Binnenstad,17,2184,5.815,62.7747,31.4103,https://denhaag.maps.arcgis.com/sharing/rest/content/items/7059cb972b6a4b7a97c35cabe799fe64/data,669.502307733,25,2939.89446640015,669.502307733313
22,22,2.6,Dierenselaan/Apeldoornselaan,Stedelijke winkelstraat,58,6524,39.7609,53.3415,6.8976,https://denhaag.maps.arcgis.com/sharing/rest/content/items/d5e16d8466b84387a149e6d07ac850d0/data,2573.0289832,16,13680.8942337036,2573.02958007287
23,23,1.2,De Savornin Lohmanplein,Wijkwinkelcentrum groot,27,6269,67.2516,26.0967,6.6518,https://denhaag.maps.arcgis.com/sharing/rest/content/items/46d890450ff043fd8039bfbc90d89ce7/data,816.28406135,13,9021.81504821777,816.284061350477
24,24,5.4,Hoefkade,Wijkwinkelcentrum klein,21,2423,49.0301,30.7057,20.2641,https://denhaag.maps.arcgis.com/sharing/rest/content/items/e31301d19b234b84ab7ff54fcafc1bde/data,894.957671357,29,3998.22336578369,894.957671357298
25,25,4.6,Reinkenstraat,Wijkwinkelcentrum groot,29,2268,54.4092,42.7249,2.866,https://denhaag.maps.arcgis.com/sharing/rest/content/items/0a506899c6bd4cf288ebf5b2244fa655/data,1778.02367297,49,8287.78380966187,1778.02283527639
26,26,5.8,The Globe,Speciaal winkelgebied,4,4076,0,100,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/9561644ecb4e48ca9c20465cb7769945/data,308.457013585,58,4456.58697891235,308.45701358504
27,27,5.13,De Passage,Binnenstad,24,3931,4.0448,48.1302,47.825,https://denhaag.maps.arcgis.com/sharing/rest/content/items/f70f58804b3a4d5aa13777a1b44ccc08/data,1242.88776939,12,7637.37364578247,1242.88762841709
28,28,2.2,Ambachtsgaarde,Wijkwinkelcentrum klein,12,1660,96.0843,0.9036,3.012,https://denhaag.maps.arcgis.com/sharing/rest/content/items/2c83b0f134ae4bfc85b6e43caf7e2866/data,496.728199012,4,3721.4570274353,496.728199012354
29,29,2.4,Bouwlustlaan,Buurtcentrum,8,499,53.7074,33.2665,13.0261,https://denhaag.maps.arcgis.com/sharing/rest/content/items/7d47f69ed42a4368b9d208f2b6570792/data,332.867049454,10,1214.97237014771,332.867049453615
30,30,5.12,Boekhorststraat,Binnenstad,55,5837,8.2234,72.3831,19.3935,https://denhaag.maps.arcgis.com/sharing/rest/content/items/f0417dc75488404d9d2c4d23980761fa/data,2311.54136696,9,9671.07608795166,2311.5426884282
31,31,8.2,Ypenburg,Wijkwinkelcentrum klein,27,6127,58.7563,33.0015,8.2422,https://denhaag.maps.arcgis.com/sharing/rest/content/items/737e7a6ab8974b3782c7c85644a5ab65/data,2144.4752889,68,11000.5351524353,2144.47557674727
32,32,6.1,Goeverneurplein,Wijkwinkelcentrum groot,26,3612,65.3101,26.2458,8.4441,https://denhaag.maps.arcgis.com/sharing/rest/content/items/0be5d4d04333456082395f4025eb8201/data,1457.87132197,22,7096.12088012695,1457.87186039195
33,33,1.5,Kraayenstein,Buurtcentrum,6,1303,90.7905,0,9.2095,https://denhaag.maps.arcgis.com/sharing/rest/content/items/1456151286d145b89d9f00e36b90e413/data,405.311235101,36,2243.09942245483,405.311235101219
34,34,4.8,Frederik Hendriklaan,Stedelijke winkelstraat,124,14624,26.1078,71.8066,2.0856,https://denhaag.maps.arcgis.com/sharing/rest/content/items/1a9cf8e8a0a4488dac5cc9fd2ca4cb64/data,5080.69448666,19,26354.4883270264,5080.69797616548
35,35,4.2,Badhuisstraat,Wijkwinkelcentrum groot,36,3220,8.1366,63.0435,28.8199,https://denhaag.maps.arcgis.com/sharing/rest/content/items/573bcd8a12f44da4a6d694b22af9faea/data,2635.61699508,6,10574.8162498474,2635.61622317153
36,36,7.5,Weissenbruchstraat,Wijkwinkelcentrum klein,17,1180,46.8644,53.1356,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/afef751473c0429e8ce06691380f7105/data,1115.76494896,66,5145.89060974121,1115.76517823259
37,37,7.1,Mariahoeve,Wijkwinkelcentrum groot,28,5680,70.1232,20.669,9.2077,https://denhaag.maps.arcgis.com/sharing/rest/content/items/3a61800636ca410f9df0806a531386c4/data,689.15864272,41,10432.3116226196,689.158642719931
38,38,7.3,Theresiastraat,Stedelijke winkelstraat,76,11197,30.9726,64.2047,4.8227,https://denhaag.maps.arcgis.com/sharing/rest/content/items/6e0e4309649d46e18264f9966a3494a8/data,3486.4537555,59,19101.7595176697,3486.45496485592
39,39,4.1,Aert v/d Goesstraat,Wijkwinkelcentrum klein,12,845,58.8166,41.1834,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/17836577e22e48a0a4bf9851757cf47c/data,694.545390569,2,3163.86630249023,694.545468394368
40,40,8.1,t Hoge Veen,Wijkwinkelcentrum klein,21,5928,68.7416,31.2584,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/66111b5583174e68aee2cdaade576db8/data,853.541082557,55,10808.4106636047,853.541082556603
41,41,2.12,t Hoge Veld,Wijkwinkelcentrum klein,16,3479,72.4921,18.9135,8.5944,https://denhaag.maps.arcgis.com/sharing/rest/content/items/16b51042f2c74146a89dea659ec10c4b/data,688.606877768,56,5903.29202270508,688.606877768266
42,42,2.10,Leyweg,Stadsdeelcentrum,110,26873,28.4896,61.5934,9.917,https://denhaag.maps.arcgis.com/sharing/rest/content/items/15367e949830479fa5c86e6fa1a9c5cd/data,3142.45747921,38,26065.1764068604,3142.45747921355
43,43,4.4,Keizerstraat,Stedelijke winkelstraat,49,6017,41.6653,38.1918,20.1429,https://denhaag.maps.arcgis.com/sharing/rest/content/items/e15ec604079d4866ad1c5e5fb973c6f3/data,2552.67502558,33,13089.7792739868,2552.6750046875
44,44,4.5,Palacepromenade,Stedelijke winkelstraat,34,4795,28.488,59.2909,12.2211,https://denhaag.maps.arcgis.com/sharing/rest/content/items/607b5de3b3da43db9d374360e824c0c5/data,1234.08026241,45,13543.6323356628,1234.08026240774
45,45,5.5,Hoflandplein,Wijkwinkelcentrum klein,14,1954,81.3715,18.6285,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/eacb3e4cc06a49199f3c5c844e75d710/data,687.541130526,31,3666.3306427002,687.541130525785
46,46,5.7,Paul Krugerlaan,Stedelijke winkelstraat,60,5638,38.7904,55.5694,5.6403,https://denhaag.maps.arcgis.com/sharing/rest/content/items/8ca68c8556ff47cebc2b73c1279605f3/data,2293.96713441,47,11970.2758522034,2293.96776642332
47,47,5.18,Hofkwartier,Binnenstad,109,11811,15.0453,63.7372,21.2175,https://denhaag.maps.arcgis.com/sharing/rest/content/items/b1f9f9f25ade4c6384e6215119798821/data,6482.7548377,30,39668.8055839539,6482.75378219743
48,48,5.22,Stationsweg,Wijkwinkelcentrum groot,29,2884,41.5049,45.6657,12.8294,https://denhaag.maps.arcgis.com/sharing/rest/content/items/a34ffc27f94540afa2609723589b725e/data,1936.21939478,54,11336.7341880798,1936.21939477791
49,49,5.25,Chinatown,Binnenstad,56,6325,33.7708,53.4229,12.8063,https://denhaag.maps.arcgis.com/sharing/rest/content/items/7afc0e4c32c3426bbccac3dcd6bf050e/data,4201.8389523,11,25313.1728172302,4201.84010483373
50,50,5.24,Wagenstraat/Venestraat,Binnenstad,46,11498,9.306,86.9021,3.792,https://denhaag.maps.arcgis.com/sharing/rest/content/items/26197fe2b9064ad6b842e07a714d284b/data,1854.10690655,63,11410.5802841187,1854.10769431177
51,51,5.21,Spuistraat/Vlamingstraat,Binnenstad,87,18146,7.9852,89.4688,2.546,https://denhaag.maps.arcgis.com/sharing/rest/content/items/fd7c9508e89d423a9d932c9113132c2f/data,3240.88386351,51,23909.3951721191,3240.88088648334
52,52,5.15,Grote Marktstraat,Binnenstad,38,54021,8.4523,88.6396,2.9081,https://denhaag.maps.arcgis.com/sharing/rest/content/items/a3fa6609c27a4c1b8e87800b0aa9a1ad/data,3234.87339257,24,30879.693195343,3234.87261572992
53,53,5.26,Turfmarkt,Binnenstad,16,5424,24.0413,70.9808,4.9779,https://denhaag.maps.arcgis.com/sharing/rest/content/items/73ef9dc9e6df48669ea060ccc6b42b0e/data,3037.81256276,60,37582.4679641724,3037.81256275809
54,54,5.6,Kempstraat,Stedelijke winkelstraat,29,2669,54.0652,45.9348,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/e64e094221b7431e837e9cf8e290aaa4/data,1700.3389267,34,7600.04154205322,1700.33869213719
55,55,3.5,Weimarstraat,Stedelijke winkelstraat,73,10135,34.3167,57.0005,8.6828,https://denhaag.maps.arcgis.com/sharing/rest/content/items/a2e3df2df7a04e7da8f7eb71e33ac57c/data,5505.79479532,65,30139.439250946,5505.7968168284
56,56,3.6,Valkenboslaan,Wijkwinkelcentrum klein,13,1783,64.498,27.4257,8.0763,https://denhaag.maps.arcgis.com/sharing/rest/content/items/4d20e4788d104bbf8f5e3cff49109231/data,1021.26561635,61,4790.13619232178,1021.26550098198
57,57,4.3,Gentsestraat/Stevinstraat,Wijkwinkelcentrum groot,43,4089,34.1893,46.833,18.9777,https://denhaag.maps.arcgis.com/sharing/rest/content/items/e30ddc92df6745b695be04cbb8b09cfc/data,2634.70346487,21,12436.9972610474,2634.70546729127
58,58,5.27,Nieuw Babylon,Binnenstad,23,8416,9.8622,81.1668,8.971,https://denhaag.maps.arcgis.com/sharing/rest/content/items/e35327b0ccd74ae6a482287837eabd5d/data,442.374879754,44,11336.0215339661,442.374879753752
59,59,4.9,Dr. Lelykade,Wijkwinkelcentrum groot,8,3895,56.0719,35.4814,8.4467,https://denhaag.maps.arcgis.com/sharing/rest/content/items/85236d8243544e2b90953db18f7ae3a2/data,1156.68961018,17,10466.3561134338,1156.68961018224
60,60,6.4,Neherkade/Laakweg,Wijkwinkelcentrum klein,4,3705,70.6073,29.3927,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/f1e7d3828035408fafd6bbeee955eb20/data,322.091235611,43,5319.75337600708,322.091235611318
61,61,5.17,Pleinkwartier,Binnenstad,55,6119,15.5418,71.7764,12.6818,https://denhaag.maps.arcgis.com/sharing/rest/content/items/0f61c7f1e2bf4df98fcf759729e1a437/data,2920.37102643,48,19766.2621841431,2920.37137001019
62,62,1.3,Deltaplein,Speciaal winkelgebied,30,2597,10.1271,77.32,12.5529,https://denhaag.maps.arcgis.com/sharing/rest/content/items/8a8e1281ad7c45f286578b74cc19e34f/data,894.591501659,15,2997.03226280212,887.353538082253
63,63,5.20,Schoolstraat,Binnenstad,24,2874,0,88.483,11.517,https://denhaag.maps.arcgis.com/sharing/rest/content/items/089f6a348d014a8d9ed3cd0a919b1a71/data,1013.86360361,50,6479.27060317993,1013.86411683124
64,64,7.4,Van Hoytemastraat,Wijkwinkelcentrum groot,47,3578,28.1722,62.3253,9.5025,https://denhaag.maps.arcgis.com/sharing/rest/content/items/6f07a705fc344ed9bd3225b74fb8759f/data,1500.87337603,62,7285.51522827148,1500.87285148772
65,65,1.4,Hildo Kroplaan,Wijkwinkelcentrum klein,11,3148,84.6887,15.3113,0, https://denhaag.maps.arcgis.com/sharing/rest/content/items/635bc9a40e80457fb2538060a085dd35/data,927.352134767,27,4502.7234916687,927.352134766696
66,66,1.6,Loosduinse Hoofdstraat,Stedelijke winkelstraat,64,9134,35.9755,55.9996,8.025,https://denhaag.maps.arcgis.com/sharing/rest/content/items/d6c5dbe428e543e3ad219a7aad72dccf/data,2933.74164615,39,15695.74152565,2933.74171076283
67,67,5.28,Station CS,Stationslocatie,0,0,0,0,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/ec2a4a0762744acb98a347a97f406c39/data,579.720504677,52,8422.31069946289,579.720504676562
68,68,5.29,Station HS,Stationslocatie,0,0,0,0,0,https://denhaag.maps.arcgis.com/sharing/rest/content/items/426918b2862c4bf6b19125971ff796a1/data,580.18348112,53,2963.6064491272,580.183481119802
