objectid;categorie;soort;naam;opdrachtgever;ontwerper;eigenaar;jaaraanleg;jaaraanlegonzekerheid;jaarverdwijnen;jaarverdwijnenonzekerheid;bron;bijzonderheden;shape_area;shape_len;geo_shape;geo_point_2d
81;Religie;Begraafplaats;;;;;1850;50;1932;20;"topografische kaarten ; functiekaart 1932";;1710.97437809;170.646160697357;"{""coordinates"": [[[5.4527777144924325, 51.43354628842176], [5.453031512185453, 51.43364127489779], [5.4536708447322395, 51.43371701570724], [5.453721438362864, 51.43362185603631], [5.453406505560376, 51.43334932919775], [5.453213642448838, 51.43329236072881], [5.4527777144924325, 51.43354628842176]]], ""type"": ""Polygon""}";51.43352554828068, 5.453278981995103
2;;Buitenplaats;Kasteel de Burgh;;J. Cuijpers;;1912;0;;;M.Kok, 2012, blz 27;Later uitgebreid tot het huidige (2015) Glorieuxpark;51326.36699663;914.5714364390791;"{""coordinates"": [[[5.496494470214723, 51.431572080238844], [5.49822530849881, 51.431876091469356], [5.500595139499486, 51.431485358421185], [5.501165864287824, 51.430964725920006], [5.49875569841924, 51.42945091912373], [5.498479549838211, 51.42932037822652], [5.4981212533794785, 51.42956616682145], [5.4978245576611675, 51.429908513349446], [5.497298252283365, 51.43055713382921], [5.496494470214723, 51.431572080238844]]], ""type"": ""Polygon""}";51.4308230006005, 5.498771661007918
5;;Park;Rotonde Helmerslaan;;D.F. Tersteeg;Gemeente Eindhoven;1934;0;;;G.M.Andela, 2005;;190.10784528;48.9392328344252;"{""coordinates"": [[[5.475639885172599, 51.430130964222734], [5.475638320175818, 51.43011147980553], [5.475633395521315, 51.43009256315925], [5.475625260842223, 51.430074789056604], [5.475614163306652, 51.43005869755472], [5.475600440107605, 51.430044777585735], [5.47558450821754, 51.430033452100865], [5.475566851718874, 51.43002506521923], [5.475548007095385, 51.430019871772], [5.475528546931422, 51.43001802955942], [5.475509062514219, 51.4300195945562], [5.475490145867934, 51.430024519210704], [5.475472371765293, 51.430032653889796], [5.475456280263408, 51.430043751425366], [5.475442360294423, 51.43005747462441], [5.475431034809551, 51.43007340651448], [5.47542264792792, 51.430091063013144], [5.475417454480683, 51.430109907636634], [5.475415612268106, 51.430129367800596], [5.475417177264887, 51.4301488522178], [5.475422101919391, 51.43016776886408], [5.475430236598482, 51.430185542966726], [5.475441334134054, 51.43020163446861], [5.475455057333101, 51.430215554437595], [5.475470989223166, 51.430226879922465], [5.475488645721832, 51.4302352668041], [5.475507490345321, 51.43024046025133], [5.475526950509284, 51.43024230246391], [5.475546434926486, 51.43024073746713], [5.475565351572771, 51.430235812812626], [5.475583125675413, 51.430227678133534], [5.475599217177297, 51.430216580597964], [5.475613137146283, 51.43020285739892], [5.4756244626311545, 51.43018692550885], [5.4756328495127855, 51.430169269010186], [5.475638042960023, 51.430150424386696], [5.475639885172599, 51.430130964222734]]], ""type"": ""Polygon""}";51.43013016601166, 5.475527748720354
11;;Park;Plantsoen langs de Antony van Leeuwenhoeklaan;;F. J. Fontaine;Gemeente Eindhoven;1956;0;;;G.M.Andela, 2005;;53950.286088195;1220.86780682256;"{""coordinates"": [[[5.459253650140782, 51.44896375558064], [5.459254038631621, 51.44920980024202], [5.459772673620092, 51.44929949485795], [5.459677361930579, 51.4497436364692], [5.462075958927989, 51.44860790733926], [5.464635856487312, 51.44640982534022], [5.464462425867046, 51.44604987351277], [5.4638184508356495, 51.44563022117162], [5.459253650140782, 51.44896375558064]]], ""type"": ""Polygon""}";51.447697146947526, 5.462019997103516
16;;Park;Gerardusplein;G.C. Kools;D.F. Tersteeg;Gemeente Eindhoven;1929;0;;;G.M.Andela, 2005;;9786.88224958;407.388882085495;"{""coordinates"": [[[5.488435079039259, 51.42021068851572], [5.4902223355505875, 51.42007644051235], [5.4901136645277155, 51.41938309519738], [5.488302454073091, 51.4195161327272], [5.488435079039259, 51.42021068851572]]], ""type"": ""Polygon""}";51.419795883196045, 5.489267614584559
18;;Buitenplaats;Villa Christina;Dhr. Philips;H. de Bosschere;;1883;0;;;M.Kok, 2012;;8087.66411841;376.822277337447;"{""coordinates"": [[[5.4887964580992135, 51.44273385256844], [5.4899461325573435, 51.442899160227654], [5.489881509030589, 51.44173600160808], [5.489087208380666, 51.44176170492004], [5.4887964580992135, 51.44273385256844]]], ""type"": ""Polygon""}";51.44231769594796, 5.489436673986497
20;;Tuin;Villa Gran Ville;R. Mignot;J.T.B. Juchem;;1915;0;;;M.Kok, 2012;;25162.33969886;654.798435998036;"{""coordinates"": [[[5.488705029658821, 51.44153912778459], [5.49085916979842, 51.44156990385707], [5.491011447468151, 51.441579846295475], [5.491789021503155, 51.44165864986648], [5.49181407297246, 51.44164743017657], [5.491840837340909, 51.441602297386986], [5.491891555985268, 51.440923225186715], [5.491850120995388, 51.440820248675685], [5.4917734641987455, 51.440753219814866], [5.4916854522969345, 51.44070441033192], [5.491575155198673, 51.440665453469286], [5.491460782558477, 51.44063421692692], [5.490925096211068, 51.440546982073], [5.490847364162085, 51.44053510354489], [5.490487009539232, 51.44050407215046], [5.4888242238262785, 51.440422541903196], [5.488705029658821, 51.44153912778459]]], ""type"": ""Polygon""}";51.44104923337632, 5.490268454593657
21;;Buitenplaats;Villa de Laak;Anton Philips;L. Springer;;1907;0;;;M.Kok, 2012;;14568.146977155;489.36833182202605;"{""coordinates"": [[[5.484838806109912, 51.44135685936892], [5.486616317729305, 51.44141414201288], [5.4868732019769935, 51.44133945935193], [5.48696390764205, 51.441247282856715], [5.487037634405868, 51.44055941824771], [5.486516210454237, 51.440573017299414], [5.485956260936786, 51.44053983010026], [5.485866812608405, 51.44052602652426], [5.485631219859201, 51.44040695073665], [5.485582688144589, 51.44034510654036], [5.484990446006846, 51.4404416233662], [5.484902818899131, 51.440508321871924], [5.484838806109912, 51.44135685936892]]], ""type"": ""Polygon""}";51.440934125921956, 5.485892027926297
26;Religie;Begraafplaats;Theresia, Carmelitessenstraat 2;;;;1930;0;;;;;4253.80085275;297.997272517086;"{""coordinates"": [[[5.438782081354167, 51.43886987315819], [5.439433042790393, 51.438747466637224], [5.439263325673064, 51.43836898308198], [5.439500933325862, 51.43833224210566], [5.439370297982323, 51.43796798813918], [5.439135969060389, 51.43802304539915], [5.43915231936537, 51.43808816641696], [5.438517616816578, 51.43818614106043], [5.438782081354167, 51.43886987315819]]], ""type"": ""Polygon""}";51.438425537146635, 5.439026187898277
30;Religie;Begraafplaats;Woensel, begraafplaats Boschdijk;;;;1909;0;;;;;7505.862889235001;357.77238819002804;"{""coordinates"": [[[5.461442184935925, 51.45558137460617], [5.462615962887644, 51.45542034292051], [5.4622666518922385, 51.4544126047748], [5.4619589830710655, 51.4544626665596], [5.4613671521748515, 51.45500086381533], [5.461442184935925, 51.45558137460617]]], ""type"": ""Polygon""}";51.45506141208484, 5.461969750696616
31;Religie;Begraafplaats;"Woensel, ""De Oude Toren"", Baffinlaan 1";;;;750;0;1915;0;;;49029.298124395;892.038902665658;"{""coordinates"": [[[5.479396105221868, 51.45667958522284], [5.482713588873238, 51.45689061408381], [5.482865515386379, 51.45595732069182], [5.482105130542492, 51.45481463271383], [5.480770918622873, 51.45451652935939], [5.480480966813905, 51.45486046687219], [5.479680472323389, 51.45472138563437], [5.4795063519826375, 51.45598237057512], [5.479396105221868, 51.45667958522284]]], ""type"": ""Polygon""}";51.45580716324044, 5.481108601347547
33;Religie;Begraafplaats;Stratum, algemene begraafplaats Stratum;;;;1986;0;1933;0;;;33927.28532213;762.7452947260421;"{""coordinates"": [[[5.493587184271828, 51.410275686219464], [5.495520490355257, 51.410417262041975], [5.496202964821452, 51.408316096492925], [5.494090319176775, 51.40813729757956], [5.493587184271828, 51.410275686219464]]], ""type"": ""Polygon""}";51.40927023363569, 5.494852981636974
35;Religie;Begraafplaats;St.Calixtus,  Jacob Jordaensweg;;;;1918;0;;;;;41744.064511885;934.3000238123531;"{""coordinates"": [[[5.50824273783512, 51.43812884389567], [5.508874921145023, 51.43805695070368], [5.509761465726335, 51.43724038765517], [5.512510626987878, 51.43634347040079], [5.51236156179102, 51.43599814370542], [5.511842521973604, 51.435767188953456], [5.510561138495954, 51.435911022229675], [5.508494254657423, 51.43630498211143], [5.507529508665995, 51.437712861773264], [5.508094530232673, 51.43809694244296], [5.50824273783512, 51.43812884389567]]], ""type"": ""Polygon""}";51.43679802040657, 5.509749588816204
37;Religie;Begraafplaats;St. Severinus, Kerkhoflaan;;;;;;;;;;41731.19771884;886.417630590623;"{""coordinates"": [[[5.44748086918741, 51.41730798626264], [5.451691016179162, 51.41804913534144], [5.452299765218097, 51.41690347987747], [5.447991275866773, 51.416131359828675], [5.447923468448798, 51.416196356532254], [5.44748086918741, 51.41730798626264]]], ""type"": ""Polygon""}";51.417092569000516, 5.449854149772857
40;Religie;Begraafplaats;Woensel, Eckartdal;;;;1921;0;;;;;2636.89347479;207.933396047077;"{""coordinates"": [[[5.506218900431955, 51.46631238869752], [5.506945974885483, 51.46656198140298], [5.507277182287342, 51.46616069324997], [5.506449334071499, 51.46598854602572], [5.506218900431955, 51.46631238869752]]], ""type"": ""Polygon""}";51.46625878905207, 5.506739335349625
41;Religie;Begraafplaats;St.Jozef-Tivoli, Riel 10A;;;;1930;;;;;;8673.14141494;404.35220203388207;"{""coordinates"": [[[5.51296843443549, 51.41889843093072], [5.514487612748771, 51.41890554380755], [5.51453136932941, 51.418230069223114], [5.5142879513445315, 51.41823509202472], [5.513947539138142, 51.41822243402886], [5.512830282596641, 51.41809873458065], [5.51280438484851, 51.4183627497073], [5.513075040078074, 51.41844823019682], [5.512934962756686, 51.41889846708618], [5.51296843443549, 51.41889843093072]]], ""type"": ""Polygon""}";51.4185330410739, 5.513696493161937
42;Religie;Begraafplaats;St.Catharina, eerste kerkhof;;;;1416;0;;;;;3549.51367786;246.657034254004;"{""coordinates"": [[[5.479562310055678, 51.437252425578734], [5.479961203117808, 51.4369310437424], [5.479092732679052, 51.436489376517734], [5.478691322683735, 51.43682185658483], [5.479562310055678, 51.437252425578734]]], ""type"": ""Polygon""}";51.436872609327814, 5.479325457055693
47;Overig;Park;Dommelplantsoen;Gemeente Eindhoven;F.J.Fontaine;Gemeente Eindhoven;1958;0;;;G.M.Andela, 2005;;57332.103924395;1464.7884661795802;"{""coordinates"": [[[5.476942695019421, 51.42794535813772], [5.477643613948338, 51.428401441484986], [5.477978965402748, 51.42868181511878], [5.478359870412185, 51.42890982990629], [5.478466671855162, 51.42904768560188], [5.478953315832697, 51.42888082456186], [5.478831332647134, 51.42876200760284], [5.47874745164218, 51.428671699614654], [5.4786710387325686, 51.4285100380452], [5.47838130903108, 51.428215361138506], [5.477657559183508, 51.4277592999653], [5.477489882618065, 51.42761673484459], [5.477359827282421, 51.42726009647619], [5.4771904079706974, 51.42623281948876], [5.47731948166774, 51.42609478021114], [5.477691922281978, 51.42590423051776], [5.478102687413729, 51.42585634503624], [5.478407093770915, 51.42588940278179], [5.47858984043576, 51.425960607104564], [5.47895582347443, 51.42634559745319], [5.479715948545635, 51.425983500657225], [5.479571039721449, 51.42581238045101], [5.479372306721571, 51.42536066884738], [5.479249621551278, 51.42488987043409], [5.478869166304659, 51.42487114433595], [5.477940901796783, 51.42484808943501], [5.477027986939788, 51.42489160615697], [5.475986820264233, 51.42549648314396], [5.475834911079992, 51.42562978153312], [5.475622252176061, 51.42582496083257], [5.4756378190912605, 51.4260056961195], [5.475729601237747, 51.426252966105466], [5.4757755111574005, 51.426386113777525], [5.475676932835769, 51.42655742314203], [5.475585867837552, 51.42668116220876], [5.475563198621957, 51.42676203980294], [5.4755937995573944, 51.42684763375821], [5.4757463428332285, 51.4270377785313], [5.475914021065403, 51.42718510297304], [5.476074239462756, 51.42740853733588], [5.476470322759145, 51.42762703400112], [5.476942695019421, 51.42794535813772]]], ""type"": ""Polygon""}";51.42637516329884, 5.477408517252542
49;Overig;Park;Dommelplantsoen;Gemeente Eindhoven;D.F.Tersteeg;Gemeente Eindhoven;1928;0;;;G.M.Andela, 2005;;8620.251510145;494.46326352501706;"{""coordinates"": [[[5.479832366922711, 51.433105225403175], [5.479860835772308, 51.43307250193912], [5.479841733312698, 51.433033870329275], [5.479760699442671, 51.432944750044584], [5.47961759628233, 51.432736765999444], [5.479555478852173, 51.432594119160356], [5.479531338481144, 51.43241576970372], [5.4795261014246055, 51.43217794780683], [5.479606609466623, 51.432008432948024], [5.479691993003392, 51.431898370672286], [5.47979627424779, 51.43172586333211], [5.478996619573614, 51.431399486777835], [5.478821177288731, 51.431661233315616], [5.478707417276823, 51.43185158347219], [5.478570181003558, 51.43219356578597], [5.478579894623255, 51.432294634052774], [5.478680026313413, 51.43242238699143], [5.478818093996513, 51.43249362602155], [5.479070264240462, 51.432543965199315], [5.4791987603363514, 51.432585483980084], [5.479365430371779, 51.43268940055667], [5.479427445167086, 51.432781508743034], [5.479465650642032, 51.43285877209547], [5.479461170148159, 51.432995525776356], [5.479466167711459, 51.43311443481387], [5.479485330023652, 51.433182794686935], [5.479518724697128, 51.43323330614027], [5.479832366922711, 51.433105225403175]]], ""type"": ""Polygon""}";51.432169518813566, 5.479214892790031
50;Overig;Park;Dommelplantsoen;Gemeente Eindhoven;F.J.Fontaine;Gemeente Eindhoven;1958;0;;;G.M.Andela, 2005;;30187.49854122;827.5633225182601;"{""coordinates"": [[[5.475698366937265, 51.42721333070844], [5.475686830020584, 51.42714912703738], [5.475583987439795, 51.427084991837155], [5.47545811347301, 51.42691385297406], [5.475377918383934, 51.42675694800855], [5.475434597406001, 51.426557131605776], [5.475502743309532, 51.42638584463962], [5.475525320340316, 51.42625740171783], [5.4754221626122845, 51.426029167436084], [5.47544465687484, 51.4258579150929], [5.475433065455676, 51.425765172367186], [5.4755469990055055, 51.42566519831194], [5.475752094759748, 51.425493808056565], [5.476014197075879, 51.425293834886716], [5.476219066618446, 51.42500828681305], [5.475876829962443, 51.42507989572742], [5.472591109249763, 51.42566740450427], [5.472625588506113, 51.425795805897465], [5.472625909180829, 51.42596704005601], [5.472706091957183, 51.42612394603445], [5.473140303715, 51.42640188255212], [5.473505771758277, 51.426537173122334], [5.474168142794476, 51.42675785826429], [5.474773401157532, 51.426950043559145], [5.475698366937265, 51.42721333070844]]], ""type"": ""Polygon""}";51.42603034750844, 5.474417691658953
51;Overig;Park;Stadswandelpark;Gemeente Eindhoven;J.van Gool/F.J.Fontaine;Gemeente Eindhoven;1958;0;;;G.M.Andela, 2005;Uitbreiding waarbij het stuk ten oosten van le Sage ten Broecklaan is verdwenen;27583.383369185;1386.7196643203401;"{""coordinates"": [[[5.484321681108409, 51.426010376400235], [5.484838522924209, 51.42598040552679], [5.4847961336018, 51.42583832101596], [5.484418145958814, 51.425866385299315], [5.484272997193322, 51.42531233617498], [5.484615704241722, 51.42528115584633], [5.4845592780587875, 51.42515008513375], [5.483887745961405, 51.425194808816016], [5.483772285964595, 51.424564665862384], [5.484141579724841, 51.42456739175527], [5.484075237343046, 51.42428167877122], [5.482913007048321, 51.42437512184951], [5.4831746250249, 51.42529126941694], [5.482522809284078, 51.42529823185617], [5.482367170940586, 51.424428614278504], [5.480777251767106, 51.42466004050672], [5.479526386472774, 51.42492083028106], [5.479621069482426, 51.425455069387795], [5.479799966892024, 51.425738554286], [5.480929633049422, 51.42502187417576], [5.481701134004896, 51.42512287824205], [5.482832189217719, 51.42569987197066], [5.483242550095644, 51.42546408643954], [5.484105200403579, 51.4258461942325], [5.484287162218669, 51.42596875882797], [5.484321681108409, 51.426010376400235]]], ""type"": ""Polygon""}";51.425062331506886, 5.4822642850859085
53;Overig;Park;Dommelplantsoen;Gemeente Eindhoven;D.F.Tersteeg;Gemeente Eindhoven;1928;0;;;G.M.Andela, 2005;;4971.3518395;328.11119063781103;"{""coordinates"": [[[5.480765957626899, 51.43416813125381], [5.481319748725219, 51.43379762999833], [5.480915867571273, 51.433571391774244], [5.4806397637133495, 51.43343011848509], [5.4800246994674895, 51.43316668506961], [5.479625418510154, 51.43331348226192], [5.479726825342495, 51.43333926212047], [5.479983261363833, 51.43353764482575], [5.480300246600342, 51.43373800999517], [5.480475634914191, 51.43390365673035], [5.480765957626899, 51.43416813125381]]], ""type"": ""Polygon""}";51.433639093427516, 5.480523368434893
57;Defensie;Wal;;;;;1340;25;1583;0;Arts, 1994 (79, 137);;2637.2178562;766.602159881333;"{""coordinates"": [[[5.476463702619857, 51.44119147972048], [5.476516857929235, 51.44112960409202], [5.476387331359957, 51.44105835583806], [5.475876430847599, 51.440564069054254], [5.475632022209787, 51.4401218990669], [5.475105074407265, 51.439190020970166], [5.474975125353334, 51.43889521506631], [5.474982451306844, 51.43874775755531], [5.475020276520822, 51.438628816072004], [5.475119059170542, 51.43854788029801], [5.475734908727832, 51.43823348409733], [5.475651128591101, 51.43820025194777], [5.475035268308727, 51.43850989180796], [5.474928912529771, 51.43860985864427], [5.474875857162834, 51.43872405476526], [5.474868584279033, 51.43890005216445], [5.475013809977672, 51.43922338569815], [5.475533117313214, 51.44014099958681], [5.475792764978038, 51.44059267179372], [5.476334174519366, 51.4411202314089], [5.476463702619857, 51.44119147972048]]], ""type"": ""Polygon""}";51.439656965599795, 5.475479399495771
58;Defensie;Wal;;;;;1340;25;1583;0;Arts, 1994 (79, 137);;1812.1153551850002;482.30568511691104;"{""coordinates"": [[[5.475739627628054, 51.438164629967645], [5.4758158489980024, 51.438224028443024], [5.476993974306782, 51.43745494814867], [5.477932528866124, 51.43678355112002], [5.478076878822516, 51.43665976963726], [5.477985487674615, 51.436626545103536], [5.47780693444904, 51.43677175783183], [5.4769139659521135, 51.43740506607248], [5.47683416806287, 51.437462205625906], [5.475739627628054, 51.438164629967645]]], ""type"": ""Polygon""}";51.437443701149235, 5.4769077680689255
