Rijlabels;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6220 - Beheer, onderhoud programmatuur & software;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
anoniem 247;;;1;;;;1
anoniem 248;;;1;;;;1
anoniem 250;;;1;;;;1
anoniem 251;;;1;;;;1
anoniem 253;;;1;;;;1
anoniem 254;;;1;;;;1
anoniem 255;;;1;;;;1
anoniem 256;;;1;;;;1
anoniem 258;;;1;;;;1
anoniem 259;;;1;;;;1
anoniem 260;;;1;;;;1
anoniem 261;;;1;;;;1
anoniem 262;;;1;;;;1
anoniem 263;;;1;;;;1
anoniem 265;;;1;;;;1
anoniem 266;;;1;;;;1
anoniem 267;;;1;;;;1
anoniem 268;;;1;;;;1
anoniem 269;;;1;;;;1
anoniem 270;;;1;;;;1
anoniem 272;;;1;;;;1
anoniem 273;;;1;;;;1
anoniem 274;;;1;;;;1
anoniem 275;;;1;;;;1
anoniem 278;;;1;;;;1
anoniem 279;;;1;;;;1
anoniem 280;;;1;;;;1
anoniem 281;;;1;;;;1
anoniem 282;;;1;;;;1
anoniem 283;;;1;;;;1
anoniem 284;;;1;;;;1
anoniem 285;;;1;;;;1
anoniem 286;;;1;;;;1
anoniem 287;;;1;;;;1
anoniem 288;;;1;;;;1
anoniem 289;;;1;;;;1
anoniem 291;;;1;;;;1
anoniem 292;;;1;;;;1
anoniem 293;;;1;;;;1
anoniem 294;;;1;;;;1
anoniem 295;;;1;;;;1
anoniem 296;;;1;;;;1
anoniem 297;;;1;;;;1
anoniem 299;;;1;;;;1
anoniem 300;;;1;;;;1
anoniem 302;;;1;;;;1
anoniem 303;;;1;;;;1
anoniem 304;;;1;;;;1
anoniem 305;;;1;;;;1
anoniem 306;;;1;;;;1
anoniem 307;;;1;;;;1
anoniem 308;;;1;;;;1
anoniem 309;;;1;;;;1
anoniem 310;;;1;;;;1
anoniem 311;;;1;;;;1
anoniem 312;;;1;;;;1
anoniem 313;;;1;;;;1
anoniem 314;;;1;;;;1
anoniem 315;;;1;;;;1
anoniem 316;;;1;;;;1
anoniem 317;;;1;;;;1
anoniem 319;;;1;;;;1
anoniem 320;;;1;;;;1
anoniem 321;;;1;;;;1
anoniem 322;;;1;;;;1
anoniem 323;;;1;;;;1
anoniem 324;;;1;;;;1
anoniem 325;;;1;;;;1
anoniem 326;;;1;;;;1
anoniem 328;;;1;;;;1
anoniem 329;;;1;;;;1
anoniem 331;;;1;;;;1
anoniem 332;;;1;;;;1
anoniem 333;;;1;;;;1
anoniem 334;;;1;;;;1
anoniem 335;;;1;;;;1
anoniem 336;;;1;;;;1
anoniem 337;;;1;;;;1
anoniem 338;;;1;;;;1
anoniem 339;;;1;;;;1
anoniem 341;;;1;;;;1
anoniem 342;;;1;;;;1
anoniem 343;;;2;;;;2
anoniem 344;;;1;;;;1
anoniem 345;;;1;;;;1
anoniem 346;;;1;;;;1
anoniem 348;;;1;;;;1
anoniem 349;;;1;;;;1
anoniem 350;;;1;;;;1
anoniem 351;;;1;;;;1
anoniem 353;;;1;;;;1
anoniem 354;;;1;;;;1
anoniem 355;;;1;;;;1
anoniem 356;;;1;;;;1
anoniem 357;;;1;;;;1
anoniem 358;;;1;;;;1
anoniem 359;;;1;;;;1
anoniem 360;;;1;;;;1
anoniem 361;;;1;;;;1
anoniem 362;;;1;;;;1
anoniem 363;;;;1;;;1
anoniem 365;;;1;;;;1
anoniem 366;;;1;;;;1
anoniem 367;;;1;;;;1
anoniem 368;;;1;;;;1
anoniem 369;;;1;;;;1
anoniem 370;;;1;;;;1
Another Site;;;1;;;1;1
Antea Nederland B.V.;;;;2;;;2
Apple Retail Netherlands B.V.;;;;;1;;1
Arcobel Embedded Solutions B.V.;;;1;;;;1
AREA DEVELOPMENT TWENTE;;;3;;;;3
ARISTOTLE UNIVERSITY OF THESSALONIK;;;;2;;;2
Arkasis;;;1;;;;1
Artiqs B.V.;;;1;;;;1
At Osborne B.V.;;;;2;;;2
ATLASSIAN PTY LTD;;;;1;;;1
Atos Nederland B.V.;;;4;8;;7;8
Audit-Plus B.V.;;;;;;1;1
AUSTRO CONTROL;;;1;;;1;1
Autobedrijf T. Schepens;;;1;;;;1
Autoschade Weller;;;1;;;;1
AVT Holding B.V.;;;1;;;;1
Axent Groen B.V.;;;1;;;;1
Barcelona Supercomputing Center - C;;;;2;;;2
BBL ELEKTRONIK & AEROMET;;;1;;;;1
Beat It B.V.;;;1;;;;1
Becis B.V.;;;;1;;;1
BeeTronics B.V.;;;1;;;;1
BEGRAAFPLAATS DEN OUDENDIJCK;;;1;;;;1
BELGOCONTROL;;;1;;;;1
Besthoma Trading International B.V.;;;1;;;;1
Between Staffing Nederland B.V.;;;;;;1;1
BIS Bedrijfs Informatie Systemen B.V.;;;1;;;;1
Bisschoppelijk Centrum Rolduc;;;1;;;;1
BNP Paribas Leasing Solutions N.V.;;;1;;;;1
Boels Verhuur;1;;;;;;1
Boerderij Aver Heino;;;2;;;;2
bol.com B.V.;;;1;;;;1
BONAIRE INTERNATIONAL AIRPORT N.V.;;;;;;1;1
Bossers & Cnossen B.V.;;;;1;;;1
Bredenoord B.V.;;;1;;;;1
BSI Group The Netherlands B.V.;;;;2;;1;2
BT Professional Services Nederland B.V.;;;;;;2;2
Buitengoed De Moosjtum;;;1;;;;1
Buro Ecolan;;;1;;;;1
Caesar Accounts;;;;5;;5;6
CameraNU.nl;;;1;;;;1
Canast B.V.;;;;1;;;1
Candiensten B.V.;;;;1;;;1
Capestone B.V.;;;1;;;;1
Capgemini Nederland B.V.;;;;5;2;2;5
CARL ROTH GMBH + CO KG;;;1;;;;1
Casu Utrecht B.V.;;;1;;;;1
Catec B.V.;;;2;;;;2
Cedel B.V.;;;1;;;;1
Centralpoint Amstelveen B.V.;;;2;1;2;;2
Centralpoint Nijmegen B.V.;;;1;;1;;1
Centric;;;7;3;;5;7
CGI;;;;7;1;6;7
Cimsolutions;;;;3;;3;4
CLS COLLECTE LOCALISATION SATELLITE;;;;;1;;1
CNRS;;;;;;2;2
Co√∂peratie SURF UA;;;2;;;;2
Combigas B.V.;;;1;;;;1
COMMISSARIAT A L'…NERGIE ATOMIQUE E;;;;;;2;2
COMPAREX Nederland B.V.;;2;;7;1;6;7
Componenten & Systemen Benelux B.V.;;;1;;;;1
Connected Information Systems B.V.;;;1;;1;;1
Conrad Electronic Benelux B.V.;;;1;;1;;1
CONTINENTAL TRADING;;;;1;;;1
Coolblue B.V.;;;;;1;;1
Coosto B.V.;;;;;;1;1
COPERNICUS GESELLSCHAFT;;;1;;;;1
Country Stables B.V.;;;2;;;;2
CTS Nederland B.V.;;;1;;;;1
D.D.S. Electronics Europe B.V.;;;1;;1;;1
DanK IT;;;;1;;;1
Davilex Software B.V.;;;1;1;;1;1
De Ned. Prov. v.d. Missionar. van Mariannhill;;;1;;;;1
De Ulebelt;;;1;;;;1
Dekimo Goes B.V.;;;2;;;;2
DeSeizoenen B.V.;;;1;;;;1
Detron Communication Solutions;;;1;;;;1
DEUTSCHER WETTERDIENST;;;;;;1;1
Digi-Key Electronics;;;1;;;;1
Display Electronics;;;1;;;;1
dmdelivery;;;;;;1;1
DPI;;;;;;1;1
Draaierij Ligthart;;;2;;;;2
Drexhage Software Consult;;;;2;;;2
DXC Technology;;;;6;;6;7
E + E ELEKTRONIK GES;;;1;;;;1
Easy Comp. B.V.;;;1;;;;1
EKO Instruments Europe B.V.;;;2;;;;2
Employee Performance Group B.V.;;;;3;;;3
Enable U;;;;;1;;1
Enof creatieve communicatie B.V.;;;;1;;;1
Enrise B.V.;;1;;;;2;2
Epona Software Productions B.V.;;;;;;1;1
ERIKS *VERVALLEN*;;;1;;;;1
Ernst & Young Accountants LLP;;;;4;;;4
Ernst Basler + Partner GmbH;;;;3;;;3
Ettu Configuration B.V.;;;;2;;;2
EURO CIRCUITS;;;1;;;;1
EUROPEAN TECH SERV NV;;;2;;;;2
Eutel;;;1;;;;1
Evera en Ondernemershuis Groningen;;;1;;;;1
Fa. van der Neut Uw Groene Vakwinkel;;;1;;;;1
Fabory Centre Amsterdam-West;;;1;;;;1
Faes Cases B.V.;;;1;;;;1
Farnell (Netherlands) B.V.;;;1;;;;1
FedEx Express Netherlands B.V.;;;1;;;;1
Firma Klaas Keppel;;;1;;;;1
Flex IT Rent B.V.;;1;;;1;1;1
Flexxer B.V.;;;;;1;;1
For Conference B.V.;;;;;1;;1
FORRESTER RESEARCH LTD.;;;;2;;;2
FTU B.V.;;;2;;;;2
G. LUFFT MESS- UND REGELTECHNIK GMB;;;3;;;;3
Gartner Nederland B.V.;;;;2;;5;5
GCT Consulting;;;;;1;;1
GEBLOKKEERD;;;;;1;;1
Geco - verhuur - verkoop - service;;;1;;;;1
Gemini Data Loggers (UK) Ltd;;;1;;;;1
Geodan B.V.;;;;;1;;1
GLOBAL SCIENCE & TECHNOLOGY. INC.;;;;2;;;2
Grodal Expeditie B.V.;;;1;;;;1
Gunneman B.V.;;;1;;;;1
GURALP SYSTEMS LIMITED;;;1;;;;1
Handels- en Ingenieursbur. Bakker & Co. B.V.;;;2;;;;2
Handelsondernem. Uittenbogert Culemborg B.V.;;;1;;;;1
Handelsonderneming Buisklem B.V.;;;1;;;;1
Harmsen Vakschilders;;;1;;;;1
HBL Online B.V.;;;1;;;;1
Hewlett-Packard Nederland B.V.;;;1;;;;1
Hiltra Verhuur B.V.;1;;;;;;1
Hoeflon International B.V.;;;1;;;;1
Holland Reefer Service B.V.;;;1;;;;1
Hoppinger;;;;1;;;1
Houthandel De Groote Kweek;;;1;;;;1
HR Groep Traffic Hattem;;;1;;;;1
Huxam B.V.;;;;2;;;2
IHS Global B.V.;;;;1;;;1
i-mania.nl;;;1;;;;1
Incentro Nederland B.V.;;;;1;;;1
Indes Integrated Development Solutions B.V.;;;;1;;;1
Industrial Manufacturing and Trading;;;1;;;;1
INFEUROPE SOCIETE ANONYME;;;;2;;;2
Ingenieursbureau Haboldt B.V.;;;1;;;;1
Inmarsat Solutions B.V.;;;;;2;;2
INSTITUT D'A…RONOMIE SPATIALE DE;;;;;;3;3
Inter Access O.P. B.V.;;;;2;;;2
Internedservices;;;1;;;;1
Intersafe Groeneveld B.V.;;;1;;;;1
Isah B.V.;;;;1;;;1
Jan van Agteren V.O.F.;;;1;;;;1
JOHN WILEY & SONS INC.;;;1;;;;1
Kabeldirect;;;;;1;;1
Keysight Technologies Netherlands B.V.;;;2;;;;2
KINEMETRICS;;;1;;;;1
Klarna B.V.;;;1;;;;1
KLM;;;;;1;;1
Kodision B.V.;;;;5;;;5
Kolibri Labels B.V.;;;1;;;;1
Koning & Hartman B.V.;;;1;;;;1
Koninklijke Maatschap de Wilhelminapolder;;;1;;;;1
KPN B.V.;;;;;2;;2
KPN Consulting B.V.;;;;;1;;1
KPN Corporate Market;;;;2;2;3;3
KPN Mobile International B.V.;;;;;2;;2
Label A B.V.;;;;;;1;1
Lambda Advisering B.V.;;;;;;1;1
LANDESHAUPTKASSE BREMEN;;;;2;;;2
Lankhorst Mouldings;;;1;;;;1
Lapp Benelux B.V.;;;1;;;;1
Leene Communicatie;;;;;1;;1
Linde Gas Benelux B.V.;;;1;;;;1
LQ Kunststoffen;;;1;;;;1
Maatschap F. & I. Post;;;2;;;;2
Maatschap Wismeijer Stelling;;;1;;;;1
Machinefabriek Tuin B.V.;;;2;;;;2
Manutan B.V.;;;1;;;;1
Mavim B.V.;;;;2;;;2
MAX PLANCK GESELLSCHAFT ZUR FORDERU;;;;2;;;2
MD Techniek B.V.;;;2;;;;2
Meetpapier B.V.;;;1;;;;1
Mena Computers;;;1;;;;1
Mercateo Nederland B.V.;;;1;;;;1
Merlin Security Services B.V.;;;1;;;;1
Messagebird;;;;;1;;1
MET OFFICE;;;;1;;;1
MICROSOFT IRELAND OPERATIONS;;;;;1;;1
Mies/Tekst en Training;;;;;1;;1
Mindbench Hosting;;;1;;;;1
Mixe Communication Solutions B.V.;;;1;;;;1
MK2 Audiovisueel Verhuur B.V.;;;;;;1;1
Modelec Data-Industrie;;;2;;;;2
Mouser Electronics;;;1;;;;1
Mts. G.J. Broekhuis-G.H. Broekhuis- vd Bunt;;;1;;;;1
Mts. ten Cate;;;1;;;;1
Multi-Made B.V.;;;1;;;;1
myonic GmbH;;;1;;;;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;;1;;;;1
Naktuinbouw;;;1;;;;1
Negometrix B.V.;;;;1;;;1
NEH ICT Solutions B.V.;;;4;;;;4
NetandMore;;;;;;1;1
New Technologies Group N.V.;;;;;1;;1
NFGD Zoetermeer B.V.;;;1;;1;;1
NORSK INSTITUTT FOR LUFTFORSKNING;;;3;;;;3
NORWEGIAN METEOROLOGICAL INSTITUTE;;;;4;;;4
Omegam;1;;;;;;1
One Shoe B.V.;;;;2;2;;2
Onze Lieve Vrouwe Gilde;;;1;;;;1
Ooxo.nl;;;;1;;;1
OSOP, S.A.;;;1;;;;1
OTT Hydromet;;;2;;;;2
Overweg Olie;;;1;;;;1
PADACO Automatisering B.V.;;;1;;;;1
Phoenix Contact B.V.;;;1;;;;1
Photomi;;;1;;;;1
Pigeaud Cleanroomservice;;;1;;;;1
PILLER GERMANY GMBH & CO. KG;;;1;;;;1
Pondres Direct Mail B.V.;;;;;1;1;1
Postcode.NL B.V.;;;1;;;;1
Premiumropes B.V.;;;1;;;;1
Prisma Groep B.V.;;;1;;;;1
Pro Nautas;;;1;;;;1
Protinus IT B.V.;;;;6;1;6;7
Q-doc B.V.;;;;;1;;1
QuoVadis Trustlink B.V.;;;2;1;2;1;2
Reddingsbrigade Heemskerk;;;1;;;;1
REGINA PACIS VALKENBURG PRIORIJ;;;1;;;;1
Reichelt elektronik GmbH & Co. KG;;;1;;;;1
REiSREPORT B.V.;;;;1;;;1
Renewi Nederland B.V.;1;;;;;;1
Rexel Nederland B.V.;;;1;;;;1
RibbonWoodConsultancy;;;;;;1;1
Rittal B.V.;;;1;;;;1
RS Components B.V.;;;1;;;;1
RVS Paleis;;;1;;;;1
Saba Telephone Co;;;;;1;;1
Safe Site B.V.;;;1;;;;1
Sandee Groenbeheer B.V.;;;1;;;;1
SAP Nederland B.V.;;;;7;;4;7
Sartorius Lab Instruments GmBH & Co;;;1;;;;1
Schiphol Telematics B.V.;;;;;1;;1
Science and Technology B.V.;;;;4;;;4
SCIENCE PUMP CORPORATION;;;;;2;;2
SCORPION NED;;;1;;;;1
SELEX ES GMBH;;;3;2;;;3
Sepay B.V.;;;;;2;;2
SEPTENTRIO NV;;;1;;;;1
Shinto Labs B.V.;;;;;;2;2
Sint Joseph Stichting;;;1;;;;1
SlikSVN;;;;;2;;2
SoftwareONE B.V.;;;;4;;2;4
SOM SET B.V.;;;;1;;;1
S-POLYTEC GmbH;;;1;;;;1
Stg 'De Rotswoning';;;1;;;;1
Stg. Geschillencommiss. voor Consumentenzaken;;;;1;;;1
Stg. Nederlands Instituut voor Beeld & Geluid;;;;1;;;1
Sticht. Beh. Drd.gld. Cannock Chase Incasso;;;;;1;;1
Stichting Beheer Derdengelden X Pact;;;;1;2;;2
Stichting Derdengelden Sisow;;;1;;;;1
stichting government roaming nederland;;;;;1;;1
Stichting Netherlands eScience Center;;;;;;2;2
Stichting Prinses Beatrix Spierfonds;;;1;;;;1
Stichting Videma;;;;;1;;1
Stichting Vrienden van TriviumLindenhof;;;1;;;;1
Superoffice Benelux B.V.;;;;1;;;1
SURFmarket;;;;2;2;;3
SURFnet B.V.;;;3;;4;3;5
SYS - INFOR SPRL;;;2;;;;2
T&T Compet&t.b.v.;;;;2;;;2
Tappan B.V.;;;;;1;;1
Technische Handelsonderneming P. van Leeuwen;;;;;1;;1
Technische Unie B.V.;;;1;;;;1
Technolution B.V.;;;;2;;4;4
TELBO;;;;;2;;2
Tele2 Nederland B.V.;;;;;2;;2
Telecom Service Leek B.V.;;;;;1;;1
Telegrootgebruik B.V.;;;;;6;;6
Telewebphone B.V.;;;2;;;;2
Telindus-ISIT B.V.;;;;1;;;1
Telvent Netherlands;;;2;2;;;3
Tempcontrol Industr. Electronic Products B.V.;;;1;;;;1
Tessensohn Techniek;;;1;;;;1
The MathWorks B.V.;;;;1;;;1
Times Microwave Systems Internation;;;1;;;;1
TMC Test & Integration B.V.;;;1;;;;1
T-Mobile Netherlands B.V.;;;;;1;;1
Tooltronics;;;1;;;;1
Toos Stroeken Hermkens Office Support;;;1;;;;1
Total Design B.V.;;;;2;;;2
TriOpSys B.V.;;;2;4;;;4
Truckerswereld;;;1;;;;1
U&I Learning Nederland B.V.;;;;;;2;2
V.O.F. Babbage Automation;;;1;2;;;2
VAISALA;;;4;;2;;4
Van der Sijs Techniek en Automatisering B.V.;;;1;;;;1
Van Dorst IT Ontwikkeling;;;;;;2;2
Van Eck Elektro B.V.;;;1;;;;1
van Eldijk Studio's;;;;;;2;2
Van Helvoirt Melkvee C.V.;;;1;;;;1
Van Liefland Milieuadvies;;;;;;1;1
Van Swinden Laboratorium;;;1;;;;1
Vancis B.V.;;;;;;1;1
VCK Travel B.V.;;;1;;;;1
Ven√©co Automatisering, Telecomm./Beveil. B.V.;;;;1;;;1
Venema Communicatie B.V.;;;1;;;;1
VisionsConnected;;;1;;1;2;2
VNSG Diensten B.V.;;;;1;1;;1
Vodafone;;;;;6;;6
VSU Hijsmaterieel B.V.;;;1;;;;1
We are you Rotterdam B.V.;;;;;;1;1
Webbureau Holland;;;;;;1;1
WebGiants-WS;;;1;;;;1
Wegro Kleinmetaal;;;1;;;;1
Wilms Den Helder B.V.;;;1;;;;1
WORLD RADIATION CENTRE PMOD WRC;;;1;;;;1
XS4ALL Internet B.V.;;;;;1;;1
Xsarus E-Development & Consulting B.V.;;;;2;;;2
Xsight-Thing;;;;;;1;1
Ynnovate;1;;;;;;1
Zeezeilen;;;;;;1;1
Zeilmakerij Remus;;;1;;;;1
Zetacom B.V.;;;;2;2;;3
Ziggo Services B.V.;;;;;1;;1
Eindtotaal;1;2;7;9;7;8;10
