Leveranciers;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
Kliko Container;;1;;;;1
Koers Amsterdam;;1;;;;1
KPN B.V.;;;1;;;1
Liander N.V.;;;2;;;2
Lundiform B.V.;;1;;;;1
Manutan B.V.;;1;;;;1
Mechanisatiebedrijf van Bergen B.V.;;1;;;;1
Mondial Movers B.V.;;;;1;;1
Mors Smitt B.V.;;1;;;;1
Multifunctioneel Centrum De Dreef;;;;;1;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;;1;;;1
N.V. Rendo;;;2;;;2
N.V. Waterbedrijf Drenthe;;;1;;;1
N.V. Waterbedrijf Groningen;;;1;;;1
Naamplatenindustrie Vlug;;1;;;;1
Neopost;;1;;;;1
Nonhebel Antislip en Entree oplossingen;;1;;;;1
Norisk Keymanagement B.V.;;1;;;;1
NSI Kantoren B.V.;;;;;3;3
Oasen N.V.;;;1;;;1
OBN Ongedierte Bestrijding Nederland B.V.;;1;;;;1
Olssen B.V.;;;;;1;1
Omegam;;1;;;;1
OnderhoudPlus Noord-Oost B.V.;;1;;;;1
Optisport Medemblik B.V.;;;;;1;1
pictoshop;;1;;;;1
Pranger-Rosier Installaties B.V.;;1;;;;1
Precia Molen Nederland B.V.;;1;;;;1
PRONOMAR B.V.;;1;;;;1
Punt Interieurbouw B.V.;;1;;;;1
Q-ing. Chemicals B.V.;;1;;;;1
Reisswolf Nederland B.V.;;1;;;;1
Renewi Overheidsdiensten B.V.;;1;;;;1
Rentokil pest control;;1;;;;1
Revis Verkeerstechniek B.V.;;1;;;;1
Rijksgebouwendienst;;;;;4;4
Rimato B.V.;;1;;;;1
Rimax advice;1;;;;;1
Roermondse Glashandel B.V.;;1;;;;1
Roobol Woninginrichting;;1;;;;1
RRS Nederland B.V.;;1;;;;1
Salverda Bouw B.V.;;1;;;;1
Satellietkantoor Utrecht;;;4;;;4
SchÃ¼rgers Sleutelservice V.O.F.;;1;;;;1
SCHIETSPORTVERENIGING ''t Asser Wapen';;;;;2;2
Schietsportvereniging 't Fort Hoofddorp;;;;;2;2
Schiphol Nederland B.V.;;1;2;;2;3
Schoondergang Van Zwanenburg Serv.&Ond. B.V.;;1;;;;1
Schoonmaakbedrijf Beercoo B.V.;;1;;;;1
Schouten Olie;;1;;;;1
Secure Projects B.V.;;1;;;;1
Showgroup;;1;;;;1
Siemens Nederland N.V.;;1;;;;1
Simplexxion ICT Solutions B.V.;;;;;1;1
SITA National Sales;;1;;;;1
Sitex Electronics B.V.;;1;;;;1
Sonesto;;1;;;;1
Sportfondsen Haarlemmermeer B.V.;;;;;1;1
Sportvereniging 'Blijft Steeds Moedig';;;;;1;1
Stas B.V.;;1;;;;1
Stedin;;;3;;;3
Stedin Meetbedrijf B.V.;;;1;;;1
Stertil B.V.;;1;;;;1
Stg. Beh. 'Schietver. Driebergen-Rijsenburg';;;;;1;1
Stg. Service Centrum Auteurs & Nabur. rechten;;1;;;;1
Sticht. Exploit. Schietsportcentrum 'De Helm';;;;;2;2
Sticht. Multifunction. Accommodatie B'smilde;;;;;1;1
Stichting Exploitatie Accommodatie Velo;;;;;1;1
Stichting Parkmanagement Amsterdam Teleport;;2;;;;2
Stichting Schietsportcentrum Drechtstreek;;;;;3;3
Stichting Sport en Welzijn Ridderkerk;;;;;2;2
Stichting 't Akkoord;;;;;1;1
Stinissen Rioolservice B.V.;;1;;;;1
Storax B.V.;;1;;;;1
Stow Nederland B.V.;;1;;;;1
Sytec B.V.;;1;;;;1
Tankstation Roozeboom B.V.;;1;;;;1
Technische Unie;;5;;;;5
Top Movers Nederland B.V.;;;;1;;1
TOP Technisch Beheer B.V.;;1;1;;;2
TotalKlima B.V.;;1;;;;1
Transposafe Systems;;2;;;;2
Trichtglas B.V.;;1;;;;1
TRINK-ABWASSERVERBAND;;;1;;;1
Unica Installatietechniek;;3;;;;3
Unica Installatietechniek B.V.;;2;;;;2
UniCarriers Netherlands B.V.;;1;;;;1
Unispace International B.V.;;1;;;;1
UTS Nederland;;;;6;1;6
Veolia Gebouwenbeheer B.V.;;1;;;;1
Veolia Water Systems Nederland Holding B.V.;;1;;;;1
Verhuurbedrijf Zuid-Holland;;1;;;;1
Visualworkplace.nl;;1;;;;1
Vlag-in-Top/Totaal Service;;1;;;;1
Warmtebouw;;1;;;;1
Wildkamp B.V.;;1;;;;1
WorkSphere;;1;;;;1
Worldwide Vision;;1;;;;1
ZENDESK,  INC;;;;;1;1
Zep Manufacturing B.V.;;1;;;;1
Zetacom B.V.;;2;;;;2
Ziggo B.V.;;1;2;;;2
Zovia;;2;;;;2
Anoniem 18;;;;;1;1
Anoniem 200;;1;;;1;1
Anoniem 201;;1;;;;1
Anoniem 202;;1;;;;1
Anoniem 203;;1;;;;1
Anoniem 204;;1;;;;1
Anoniem 205;;1;;;;1
Anoniem 206;;1;;;;1
Anoniem 207;;1;;;;1
Anoniem 208;;1;;;;1
Anoniem 209;;1;;;;1
Anoniem 210;;1;;;;1
Anoniem 211;;2;;;;2
Anoniem 212;;1;;;;1
Anoniem 213;;1;;;;1
Anoniem 214;;1;;;;1
Anoniem 215;;2;;;;2
Anoniem 216;;1;;;;1
Anoniem 217;;;;;2;2
Anoniem 218;;2;;;;2
Anoniem 219;;1;;;;1
Anoniem 220;;5;;;;5
Anoniem 221;;1;;;;1
Anoniem 222;;1;;;;1
Anoniem 223;;1;;;;1
Anoniem 224;;1;;;;1
Anoniem 225;;1;;;;1
Anoniem 226;;4;;;;4
Anoniem 227;;2;;;;2
Anoniem 228;;2;;;;2
Anoniem 229;;1;;;;1
Anoniem 230;;1;;;;1
Anoniem 231;;1;;;;1
Anoniem 232;;1;;;;1
Anoniem 233;;1;;;;1
Anoniem 234;;1;;;;1
Anoniem 235;;1;;;;1
Anoniem 236;;1;;;;1
Anoniem 237;;1;;;;1
Anoniem 238;;1;;;;1
Anoniem 239;;1;;;;1
Anoniem 240;;1;;;;1
Anoniem 241;;1;;;;1
Anoniem 242;;;;;1;1
Anoniem 243;;1;;;;1
Anoniem 244;1;;;;;1
Anoniem 245;;1;;;;1
Anoniem 246;;1;;;;1
Anoniem 247;;1;;;;1
Anoniem 248;;1;;;;1
Anoniem 249;;1;;;;1
Anoniem 250;;5;;;;5
Anoniem 251;;2;;;1;2
Anoniem 252;;1;;;;1
Anoniem 253;;4;;;;4
Anoniem 254;;;;2;;2
Anoniem 255;;2;;;;2
Anoniem 71;;1;;;;1
Eindtotaal;3;7;7;6;6;8
