"Gemeente","Jaar","Periode","Beleidsprogramma","Organisatie","Subsidie beschikt","Bekostigd uit rijksinkomsten","Wettelijke taak","Globaal overzicht gesubsidieerde activiteiten"
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Pameijer / Mozaik","57.942,00","Nee","Ja","Het bieden van nazorg aan ex-gedetineerden in opdracht van de gemeentelijke coﾔrdinator nazorg ex-gedetineerden."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","CJV Vlaardingen","60.888,00","Nee","Nee","Groeps- en clubwerk voor jongeren in de leeftijd van 7 tot 12 jaar. Sociﾉteits- en groepswerk voor jongeren in de leeftijd van 12 tot 23 jaar. En eenmalige groepsactiviteiten zoals kamp en weekendwerk. In dienst hebben van een pedagogisch werker.
"
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","UN1EK kinderopvang B.V.","63.100,00","Nee","Nee","Het bieden van kinderopvang ten behoeve van een thuiswonenend kind als onderdeel van een adequaat hulpverleningstraject op advies van het sociale wijkteam."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Careyn DWO NWN BV","76.163,00","Nee","Nee","Praktische thuisbegeleiding in de wijkteams."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Stichting Timon","87.700,00","Ja","Ja","Levering 1 fte in het wijkteam conform RTA afspraak. Inzet is gelijk aan de inzet in 2015."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Minters","90.000,00","Nee","Nee","Tijdelijke uitbreiding  sociale wijkteam Westwijk met 1 FTE voor de periode van 1 jaar. "
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Veilig Thuis Advies en Steunpunt Huiselijk Geweld","139.637,00","Ja","Ja","Inzet van 2.84 fte in Veilig Thuis regio MVS tegemoetkoming deel loonkosten en automatiseringskosten. "
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Minters","199.343,00","Nee","Ja","Structurele subsidie (? 110.000) voor basisinzet Expertise centrum Minters Mantelzorg en incidentele subsidie (? 89.343) voor inzet op waardering en verbreding ondersteuning aan Mantelzorgers.
"
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Stichting Pameijer","208.761,00","Ja","Ja","Inloop voor GGZ."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Cooperatie VlaardingenWerkt","211.423,00","Nee","Nee","Gemeentebreed participatiekansen bieden naar vermogen en diensten ontwikkelen die een bijdrage leveren aan WMO voorzieningen en daarbij met name in de Westwijk een bijdrage leveren aan de leefbaarheid."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","TriviumLindenhof Jeugd  & Opvoeding","289.410,00","Ja","Ja","Deelname aan het Jeugd- en Gezinsteam met 3.3 fte wijkteammedewerker."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","VluchtelingenWerk Maasdelta","304.781,00","Ja","Ja","Maatschappelijke begeleiding vergunninghouders, informatiepunt vluchtelingen, begeleiden nareizigers en Taalcentrumactiviteiten."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Antes - Bouman GGZ ","323.902,00","Ja","Ja","Inzetten bemoeizorg voor (zorgwekkende) zorgmijders met verslavingsproblematiek in Vlaardingen, Schiedam en Maassluis."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Minters","501.870,00","Ja","Ja","Inzet fte's t.b.v. Veilig Thuis."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Stichting Seniorenwelzijn MVS","512.386,00","Nee","Nee","Activiteiten voor ouderen in de wijk, ter bevordering van de zelfredzaamheid en de bestrijding van eenzaamheid."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","FlexusJeugdplein","643.657,00","Ja","Ja","Inzet in de wijkteams conform inzet 2015 + orthopedagoog."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Stichting Onder Een Dak","934.411,00","Ja","Ja","Het faciliteren van 30 plaatsen nachtopvang en begeleiding in De Elementen in Vlaardingen aan dak- en thuislozen uit Maassluis, Vlaardingen en Schiedam.
"
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Stichting Elckerlyc","1.225.052,00","Ja","Ja","Opvang en begeleiding in de voorzieningen Crisisopvang, Vrouwenopvang/opvang na huiselijk geweld, begeleid wonen, centraal onthaal unit en noodopvang. "
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Minters","1.331.426,00","Nee","Nee","Bureau Sociaal Raadslieden, Outreachende hulpverlening zorgwekkende zorgmijders, Ontruimingspreventie, Jongerenwerk, Opbouwwerk, Bouwspeelplaats."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Minters","1.991.482,00","Ja","Ja","Aansturing, coﾔrdinatie en doorontwikkeling van de sociale wijkteams. Het inzetten van eigen personeel in de wijkteams (voormalig algemeen maatschappelijk werk, schoolmaatschappelijk werk en voormalig personeel BJZ)."
"Vlaardingen",2016,"Q3","Programma Sociaal Domein","Centrum voor Jeugd en Gezin Rijnmond","2.051.018,00","Nee","Ja","Het bieden van de Wettelijke taak: het basistakenpakket en het aanvullend preventief pakket. Kosten huisvesting CJG en deelname aan de Jeugd- en Gezinsteams in Vlaardingen."
"Vlaardingen",2016,"Q3","Programma Sport en Recreatie","Vlaardingse Reddingsbrigade","14.500,00","Nee","Nee","Organiseren en uitvioeren van reddendzwemmen en onderwaterhockey."
"Vlaardingen",2016,"Q3","Programma Sport en Recreatie","UN1EK - Onderwijs en Opvang","60.179,00","Ja","Nee","Inzet van 0,89 fte combinatiefunctionaris. Samenwerkingsverband tussen IKC Prins Willem Alexander en Stadsbibliotheek Vlaardingen.
"
"Vlaardingen",2016,"Q3","Programma Sport en Recreatie","Zwem Vereniging 'Vlaardingen' (ZVV)","73.730,00","Nee","Nee","Het organiseren en uitvoeren van rereatief zwemmen, Waterpolo trainingen en wedstrijden, Zwemmmen, tariningen en wedstrijden, participeren in het  beheren en exploteren van het zwembad De Kulk.
"
"Vlaardingen",2016,"Q3","Programma Sport en Recreatie","Stichting Vlaardingen in beweging","170.000,00","Ja","Nee","Het inzetten van 6364,80 uur ten behoeve van het organiseren van sport- en beweegactiviteiten in de buurt, uitgesplitst per activiteit en doelgroep. Een bijdrage leveren aan meer sport- en beweegparticipatie per jaar. Het aanbieden van de regeling Maatschappelijke participatie kinderen.
"
"Vlaardingen",2016,"Q3","Programma Sport en Recreatie","Stichting Beheer en Exploitatie Sportaccommodatie Holy","222.567,00","Nee","Nee","Openstelling aan het Basis onderwijs onderwijsveld 1.600 uur, Voortgezetonderwijs 3.120 uur, de sportsector 1.000 uur "
"Vlaardingen",2016,"Q3","Programma Sport en Recreatie","Stichting Vlaardingen in Beweging","237.861,00","Ja","Nee","Coﾔrdinatie ViB, Jongeren op Gezond Gewicht, Schoolsportprogramma, ViB mobiel, Activiteiten jongeren, Activiteiten ouderen, Activiteiten gehandicapten."
"Vlaardingen",2016,"Q3","Programma Sport en Recreatie","Stichting Zwem- en Recreatiebad De Kulk","404.000,00","Nee","Nee","Exploitatie zwembad."
"Vlaardingen",2016,"Q3","Programma Wonen","Stichting tot Exploitatie van de Grote Kerk  te Vlaardingen","20.000,00","Nee","Nee","Bijdrage in de exploitatie van de Grote Kerk in Vlaardingen en het uitvoeren van activiteiten in de kerk ten behoeve van de instandhouding van het kerkgebouw. "
"Vlaardingen",2016,"Q3","Programma Groen en Milieu","Stichting Platform Ander Vlaardingen","5.000,00","Nee","Nee","Acitiviteiten op het gebied van duurzaamheid; in bijzonder Fair Trade en Maatschappelijk Verantwoord Ondernemen."
