;Departement;Sector;Organisatie;Plaats;Functienaam;deeltijdfactor;totaal 2010;totaal 2011;Belastbaar jaarloon 2010;Belastbaar jaarloon 2011;Pensioenbijdrage 2010;Pensioenbijdrage 2011;Overige vergoedingen 2010;Overige vergoedingen 2011;Ontslagvergoeding 2011;Datum uit dienst;
22;OCW;Hoger Beroepsonderwijs;Haagse Hogeschool;Den Haag;ICT-architect;100;63.492;212.950;50.490;34.285;13.002;9.178;0;0;169.487;01-sep-2011;
23;OCW;Hoger Beroepsonderwijs;Hogeschool der Kunsten Den Haag;Den Haag;Docent;56;42.266;147.986;35.727;25.451;6.539;4.690;0;0;117.845;01-sep-2011;
24;OCW;Hoger Beroepsonderwijs;Hogeschool der Kunsten Den Haag;Den Haag;Docent;42;29.714;111.560;25.013;20.693;4.701;3.796;0;0;87.071;01-okt-2011;
25;OCW;Hoger Beroepsonderwijs;Hogeschool van Amsterdam;Amsterdam;Directeur Dienst;100;116.555;308.902;92.853;67.639;23.702;16.263;0;0;225.000;31-aug-2011;
26;OCW;Hoger Beroepsonderwijs;Hogeschool van Arnhem en Nijmegen;Arnhem;Docent;100;60.448;304.195;45.807;22.170;14.641;2.025;0;0;280.000;15-feb-2011;
27;OCW;Hoger Beroepsonderwijs;Hogeschool van Arnhem en Nijmegen;Arnhem;Hoofddocent;81;63.985;214.598;52.419;41.529;11.566;3.069;0;0;170.000;01-apr-2011;
28;OCW;Hoger Beroepsonderwijs;Hogeschool van Arnhem en Nijmegen;Arnhem;Hoofddocent;81;64.209;234.641;52.497;37.708;11.712;8.263;0;0;188.670;01-sep-2011;
29;OCW;Media;AVRO;Hilversum;Programmamedewerker 1;100;139.172;293.726;113.119;15.354;26.053;4.478;0;0;273.894;28-feb-2011;
30;OCW;Media;AVRO;Hilversum;Programmamedewerker 3;100;86.771;233.237;71.221;28.997;15.550;5.369;0;0;198.871;30-apr-2011;
31;OCW;Media;AVRO;Hilversum;Programmamedewerker 4;100;150.219;224.890;124.478;33.480;25.741;4.312;0;0;187.098;28-feb-2011;
32;OCW;Media;AVRO;Hilversum;Programmamedewerker 5;100;86.192;198.127;70.619;14.994;15.573;2.688;0;0;180.445;28-feb-2011;
33;OCW;Media;KRO;Hilversum;Marketing manager;100;0;193.771;0;64.906;0;18.135;0;0;110.730;29-feb-2012;
34;OCW;Media;KRO;Hilversum;Producer;100;0;229.035;0;46.016;0;11.103;0;0;171.916;29-feb-2012;
35;OCW;Media;Stichting AKN;Hilversum;Infrastructuurbeheerder;100;61.362;246.686;51.274;39.718;10.088;6.968;0;0;200.000;31-aug-2011;
36;OCW;Media;Stichting G4 Radio (FunX);ROTTERDAM;Algemeen directeur;100;134.758;277.286;134.758;152.286;0;0;0;0;125.000;31-okt-2011;
37;OCW;Middelbaar Beroepsonderwijs;AOC Oost;LOCHEM;Beleidsmedewerker;31;48.432;76.817;39.490;19.178;8.942;2.639;0;0;55.000;31-jul-2011;
38;OCW;Middelbaar Beroepsonderwijs;AOC Oost;LOCHEM;docent;100;58.380;236.596;47.523;37.824;10.857;8.772;0;0;190.000;15-okt-2011;
39;OCW;Middelbaar Beroepsonderwijs;Stichting Amarantis Onderwijsgroep;AMSTERDAM;Voorzitter CvB;100;178.250;396.602;156.931;117.564;21.319;29.038;0;0;250.000;01-okt-2011;
40;OCW;Middelbaar Beroepsonderwijs;Stichting ROC Eindhoven;EINDHOVEN;Directeur;100;100.112;404.663;81.665;108.647;18.447;21.016;0;0;275.000;31-dec-2011;
41;OCW;Middelbaar Beroepsonderwijs;Stichting ROC Eindhoven;EINDHOVEN;Projectleider;100;88.814;348.750;70.367;64.479;18.447;13.223;0;0;271.048;31-aug-2011;
42;OCW;Overig;Nederlandse Org. toeg. natuurwetenschappelijk onderzoek (TNO);Delft;Directeur;100;144.145;338.339;132.351;108.810;11.794;7.219;0;0;222.310;30-jun-2011;
43;OCW;Overig;Nederlandse Org. toeg. natuurwetenschappelijk onderzoek (TNO);Delft;Informatiekundige;100;74.825;276.530;67.782;66.090;7.043;7.069;0;0;203.371;31-okt-2011;
44;OCW;Overig;Nederlandse Org. toeg. natuurwetenschappelijk onderzoek (TNO);Delft;Manager;100;124.512;294.385;114.066;33.446;10.446;3.187;0;0;257.752;31-mrt-2011;
45;OCW;Overig;Nederlandse Org. toeg. natuurwetenschappelijk onderzoek (TNO);Delft;Manager;100;118.335;235.379;108.133;31.809;10.202;3.111;0;0;200.459;31-mrt-2011;
46;OCW;Overig;Nederlandse Org. toeg. natuurwetenschappelijk onderzoek (TNO);Delft;Manager;100;115.025;229.365;104.924;73.576;10.101;4.113;0;0;151.676;30-apr-2011;
47;OCW;Overig;Nederlandse Org. toeg. natuurwetenschappelijk onderzoek (TNO);Delft;Manager;100;140.671;509.022;129.543;108.567;11.128;7.936;0;0;392.519;31-jul-2011;
48;OCW;Overig;Nederlandse Org. toeg. natuurwetenschappelijk onderzoek (TNO);Delft;Projectmanager;100;100.528;225.419;91.801;48.004;8.727;4.415;0;0;173.000;31-mei-2011;
49;OCW;Overig;Nederlandse Org. toeg. natuurwetenschappelijk onderzoek (TNO);Delft;Wetenschappelijk medewerker;100;60.087;216.320;53.125;32.572;6.962;699;0;0;183.049;31-jan-2011;
50;OCW;Overig;St. Nationaal Natuurhistorisch Museum (NATURALIS);LEIDEN;Algemeen Directeur;100;125.727;203.622;113.360;64.395;12.367;13.894;0;0;125.333;30-jun-2011;
51;OCW;Overig;Stichting Theaterproduktie Rotterdam;Rotterdam;ZAkelijk Leider;100;106.950;203.949;95.651;48.414;11.299;5.535;0;0;150.000;30-jun-2011;
52;OCW;Overig;Technische Universiteit Delft;Delft;Communicatie adviseur;100;73.464;200.382;59.350;18.780;14.114;3.562;0;0;178.040;01-apr-2011;
53;OCW;Overig;Technische Universiteit Delft;Delft;Data-architect;83;70.933;211.479;57.508;50.230;13.425;11.249;0;0;150.000;01-nov-2011;
54;OCW;Overig;Technische Universiteit Delft;Delft;Docent;100;61.211;246.258;46.034;56.077;15.177;14.188;0;0;175.993;01-dec-2011;
55;OCW;Overig;Technische Universiteit Delft;Delft;Hoogleraar;100;160.392;354.883;122.288;95.168;38.104;24.715;0;0;235.000;01-sep-2011;
56;OCW;Overig;Technische Universiteit Delft;Delft;Hoogleraar;100;139.197;281.336;110.055;116.177;29.142;29.759;0;0;135.400;31-dec-2011;
57;OCW;Overig;Technische Universiteit Eindhoven;Eindhoven;hoogleraar;100;135.541;341.951;107.993;108.328;27.548;28.367;0;0;205.256;01-jan-2013;
58;OCW;Overig;Universiteit Twente;Enschede;Beleidsdirecteur;100;118.573;316.531;98.081;97.783;20.492;19.400;0;0;199.348;31-dec-2011;
59;OCW;Overig;Universiteit van Tilburg;Tilburg;projectmanager;100;97.847;331.349;83.022;84.285;14.825;21.943;0;0;225.121;01-jan-2012;
60;OCW;Primair onderwijs;Stichting Atrium voor Katholiek Primair Onderwijs in Langedijk;Noord-Scharwoude;leraar primair onderwijs;100;55.410;204.560;45.890;39.564;9.520;4.842;0;0;160.154;01-jul-2011;
61;OCW;Rijk (incl. Defensie en Rechterlijke macht);Ministerie van Onderwijs, Cultuur en Wetenschappen;DEN HAAG;Manager Projectenpool;100;112.976;200.837;90.350;89.762;0;0;22.626;27.270;83.806;;
62;OCW;Voortgezet onderwijs;Stichting DaCapo;Sittard;Unitdirecteur;100;86.909;254.849;70.286;68.065;16.623;16.784;0;0;170.000;01-jan-2012;
63;OCW;Voortgezet onderwijs;Stichting VO Regio Schijndel;SCHIJNDEL;Voorzitter College van Bestuur;100;113.245;337.585;87.660;88.615;24.385;26.285;1.200;1.200;221.485;01-jan-2012;
64;OCW;Voortgezet onderwijs;VRIJE UNIVERSITEIT;AMSTERDAM;Beleidsmedewerker;100;57.725;232.915;42.663;46.584;15.062;15.368;0;0;170.963;01-aug-2014;
65;OCW;ZBO's;Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) incl. NIOD;Amsterdam;Hoofd afdeling Onderzoek Informatie;100;79.821;222.931;67.551;36.563;12.270;6.368;0;0;180.000;01-jul-2011;
66;SZW;Gemeenten;Socialedienst Veluwerand;Harderwijk;Directeur;100;113.053;431.312;89.358;85.117;23.695;23.695;0;0;322.500;31-aug-2011;
67;SZW;Overig;Hameland;Lichtenvoorde;Inkoper;100;59.697;219.346;50.930;31.695;8.767;5.490;0;0;182.161;01-aug-2011;
68;SZW;ZBO's;UWV;AMSTERDAM;Districtmanager SMZ;100;111.737;350.098;93.242;58.710;18.495;11.388;0;0;280.000;01-sep-2011;
69;SZW;ZBO's;UWV;AMSTERDAM;Hoofd Gegevensdiensten & Informatie;100;114.219;282.872;95.248;28.333;18.971;4.539;0;0;250.000;01-apr-2011;
70;V&J;Rijk (incl. Defensie en Rechterlijke macht);Commissie Gelijke Behandeling;UTRECHT;directeur bedrijfsvoering;100;113.938;342.180;92.305;156.784;19.872;19.967;1.761;329;165.100;01-dec-2011;
71;V&J;Rijk (incl. Defensie en Rechterlijke macht);Ministerie van Veiligheid en Justitie;DEN HAAG;Afdelingshoofd;100;105.706;217.062;85.260;89.828;20.446;21.454;0;0;105.780;31-dec-2011;
72;V&J;Rijk (incl. Defensie en Rechterlijke macht);Ministerie van Veiligheid en Justitie;DEN HAAG;Medewerker;100;66.166;214.582;55.084;63.029;11.082;11.259;0;0;140.294;31-dec-2011;
73;V&J;Rijk (incl. Defensie en Rechterlijke macht);Ministerie van Veiligheid en Justitie;DEN HAAG;Medewerker;100;48.512;268.571;39.891;40.514;8.621;8.757;0;0;219.300;31-dec-2011;
74;V&W;Middelbaar Beroepsonderwijs;Stichting STC-Group;ROTTERDAM;Lid College van Bestuur;100;144.986;298.126;122.638;66.504;22.348;11.622;0;0;220.000;30-jun-2011;
75;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Controller;95;108.239;387.568;87.286;95.856;20.953;21.712;0;0;270.000;01-jan-2012;
76;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Coördinator;90;75.649;199.936;62.932;22.181;12.717;3.254;0;0;174.500;01-apr-2011;
77;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Expert;90;103.388;345.630;83.538;100.060;19.850;20.569;0;0;225.000;01-jan-2012;
78;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Flight Service Specialist (2);95;110.748;254.512;86.854;27.478;23.894;2.034;0;0;225.000;01-feb-2011;
79;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Manager;95;73.717;253.632;60.294;48.488;13.423;10.409;0;0;194.736;01-okt-2011;
80;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Senior Consultant;95;152.756;217.085;124.465;62.712;28.291;14.610;0;0;139.763;01-jul-2011;
81;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Senior Technicus;95;102.423;222.392;83.314;82.358;19.109;20.034;0;0;120.000;01-apr-2012;
82;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Specialist;95;81.700;241.818;66.659;34.006;15.041;7.812;0;0;200.000;01-jul-2011;
83;V&W;ZBO's;Luchtverkeersleiding Nederland;SCHIPHOL-OOST;Teamleader;95;102.067;260.156;82.666;89.500;19.401;20.656;0;0;150.000;01-jan-2012;
84;V&W;ZBO's;Stichting Centraal Bureau Rijvaardigheidsbewijzen;RIJSWIJK;assistent applicatiebeheerder;100;67.973;238.835;52.130;36.962;15.843;1.873;0;0;200.000;28-feb-2011;
85;V&W;ZBO's;Stichting Centraal Bureau Rijvaardigheidsbewijzen;RIJSWIJK;beleidsmedewerker;100;129.267;281.217;84.887;24.842;38.402;6.375;5.978;0;250.000;31-mrt-2011;
86;V&W;ZBO's;Stichting Centraal Bureau Rijvaardigheidsbewijzen;RIJSWIJK;informatie analist;100;91.891;271.181;60.926;8.308;26.463;1.688;4.502;0;261.185;31-jan-2011;
87;V&W;ZBO's;Stichting Centraal Bureau Rijvaardigheidsbewijzen;RIJSWIJK;medewerker fiscale zaken;100;87.968;269.100;66.141;34.189;21.817;8.570;10;0;226.341;31-jul-2011;
88;VROM;Woningcorporaties;Far West;AMSTERDAM;Hoofd Beheer en Herhuisvesting;100;138.851;346.296;104.243;123.209;34.608;34.465;0;0;188.622;31-jan-2012;
89;VROM;Woningcorporaties;Far West;AMSTERDAM;Hoofd Ontwikkeling;100;147.672;330.039;96.137;73.267;34.035;16.946;17.500;0;239.826;30-jun-2011;
90;VROM;Woningcorporaties;Mozaïek Wonen;Gouda;Persoonsnaam ingevuld;100;151.783;364.105;123.431;65.817;28.352;17.038;0;0;281.250;31-aug-2011;
91;VROM;Woningcorporaties;Mozaïek Wonen;Gouda;Persoonsnaam ingevuld;100;101.250;319.857;79.911;82.672;21.339;21.517;0;0;215.668;31-dec-2011;
92;VROM;Woningcorporaties;Stichting Havensteder;ROTTERDAM;manager;100;112.000;341.000;85.000;67.000;27.000;14.000;0;0;260.000;01-jul-2011;
93;VROM;Woningcorporaties;Stichting Omnia Wonen;HARDERWIJK;manager finanance en control;100;95.810;207.000;72.860;76.000;22.950;24.000;0;0;107.000;29-feb-2012;
94;VROM;Woningcorporaties;Stichting Stadlander;BERGEN OP ZOOM;hoofd administratie voormalig Soomland;100;0;236.182;0;68.389;0;18.609;0;0;149.184;01-aug-2012;
95;VROM;Woningcorporaties;Stichting woCom;SOMEREN;Directeur FinanciÃ«n & Control;100;141.985;211.739;109.718;112.287;32.267;24.452;0;0;75.000;30-sep-2011;
96;VROM;Woningcorporaties;Stichting Wonen Limburg;ROERMOND;Manager OD;89;126.970;209.027;96.363;37.308;30.600;12.000;7;0;159.719;30-jun-2011;
97;VROM;Woningcorporaties;Stichting Wonen Zuid;ROERMOND;Regiodirecteur;100;144.946;244.925;110.194;19.013;34.752;5.912;0;0;220.000;28-feb-2011;
98;VROM;Woningcorporaties;Stichting YMERE;AMSTERDAM;Manager technische projectbegeleiding;100;90.981;390.546;90.981;103.526;0;27.826;0;0;259.194;31-dec-2011;
99;VROM;Woningcorporaties;TIWOS, Tilburgse Woonstichting;TILBURG;Directeur/bestuurder;100;205.059;217.004;136.166;140.934;44.871;44.366;24.022;0;31.704;31-dec-2011;
100;VROM;Woningcorporaties;Viverion;Lochem;manager vastgoed;100;118.596;384.549;88.185;82.259;30.411;18.038;0;0;284.252;31-jul-2011;
101;VROM;Woningcorporaties;Woningstichting Brabantse Waard;Zevenbergen;Manager Wonen;100;94.266;253.049;75.082;64.754;19.184;13.295;0;0;175.000;01-sep-2011;
102;VROM;Woningcorporaties;Woningstichting Eigen Haard;AMSTERDAM;Senior projectleider;100;106.613;205.229;87.088;93.721;19.525;20.177;0;0;91.331;31-dec-2011;
103;VROM;Woningcorporaties;Woningstichting Rochdale;AMSTERDAM;medewerker;100;78.000;221.000;65.000;36.000;13.000;5.000;0;0;180.000;31-mei-2011;
104;VROM;Woningcorporaties;Woningstichting Servatius;MAASTRICHT;manager Finance & Control;100;127.224;227.525;95.246;48.127;31.978;16.898;0;0;162.500;30-jun-2011;
105;VROM;Woningcorporaties;Woonstad Rotterdam;ROTTERDAM;Stafmedewerker F&C;100;172.280;231.582;135.909;125.919;36.371;37.971;0;0;67.692;31-dec-2011;
106;VROM;Woningcorporaties;Woonstichting Lieven de Key;AMSTERDAM;Projectadministrateur;100;65.759;218.076;52.388;37.238;13.371;9.290;0;0;171.548;14-sep-2011;
107;VROM;Woningcorporaties;Woonstichting Lieven de Key;AMSTERDAM;Projectleider;100;84.499;205.626;68.798;87.779;15.701;9.005;0;0;108.842;31-jul-2011;
108;VROM;ZBO's;Stichting Advisering Bestuursrechtspraak voor Milieu en Ruimtelijke Ordening;DEN HAAG;Senior Adviseur;100;103.073;250.998;89.159;91.476;13.914;14.522;0;0;145.000;01-feb-2013;
109;VWS;Overig;Stichting Bureau Jeugdzorg Zeeland;MIDDELBURG;Afdelingshoofd Toegang en Regie;100;115.647;386.255;95.585;76.345;20.062;15.612;0;0;294.298;30-nov-2011;
110;VWS;Zorgaanbieders;Aafje Thuiszorg Huizen Zorghotels;ROTTERDAM;Adviseur;100;0;196.774;0;18.292;0;3.482;0;0;175.000;01-apr-2011;
111;VWS;Zorgaanbieders;Aafje Thuiszorg Huizen Zorghotels;ROTTERDAM;Manager;100;0;202.195;0;68.481;0;13.714;0;0;120.000;01-dec-2011;
112;VWS;Zorgaanbieders;Aafje Thuiszorg Huizen Zorghotels;ROTTERDAM;Manager;100;0;262.755;0;88.417;0;14.338;0;0;160.000;01-dec-2011;
113;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;100;82.953;243.412;67.298;56.113;15.655;12.299;0;0;175.000;01-okt-2011;
114;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;100;182.863;379.308;147.448;151.864;35.415;37.251;0;0;190.193;31-dec-2011;
115;VWS;Zorgaanbieders;Admiraal De Ruyter Ziekenhuis;Vlissingen;Manager;100;134.776;322.391;134.776;149.613;0;22.778;0;0;150.000;30-nov-2011;
116;VWS;Zorgaanbieders;Admiraal De Ruyter Ziekenhuis;Vlissingen;specialist;100;144.693;243.887;144.693;44.738;0;9.411;0;0;189.738;30-apr-2011;
117;VWS;Zorgaanbieders;Altra;AMSTERDAM;Directeur;100;76.484;237.827;76.484;62.827;0;0;0;0;175.000;01-sep-2011;
118;VWS;Zorgaanbieders;Atrium Medisch Centrum Parkstad;HEERLEN;Zorggroepmanager;100;140.992;199.061;115.406;126.707;25.586;27.924;0;0;44.430;31-dec-2011;
119;VWS;Zorgaanbieders;Catharina;ARNHEM;Regiomanager;67;66.502;263.966;66.502;60.019;0;0;0;0;203.947;31-aug-2011;
120;VWS;Zorgaanbieders;De Bascule;AMSTERDAM;directeur;100;96.157;194.508;96.157;78.689;0;15.819;0;0;100.000;01-okt-2011;
121;VWS;Zorgaanbieders;De Vogellanden, Centrum voor Revalidatie;Zwolle;Bestuurder;100;0;194.126;0;121.222;0;12.904;0;0;60.000;31-dec-2011;
122;VWS;Zorgaanbieders;DRIESTROOM STICHTING DE;ELST GLD;Persoonsnaam ingevuld;94;83.265;208.937;68.655;123.454;14.610;15.483;0;0;70.000;31-dec-2011;
123;VWS;Zorgaanbieders;GGD Midden-Nederland;Zeist;Afdelingshoofd;100;108.957;243.935;101.815;101.237;7.142;6.986;0;0;135.712;01-apr-2011;
124;VWS;Zorgaanbieders;GGZ Westelijk Noord-Brabant (GGZ-WNB);BERGEN OP ZOOM;Beleidsmedewerker;100;0;221.418;0;66.627;0;14.791;0;0;140.000;30-nov-2011;
125;VWS;Zorgaanbieders;GGZ Westelijk Noord-Brabant (GGZ-WNB);BERGEN OP ZOOM;Directeur facilitaire dienst & ICT;100;0;270.852;0;72.350;0;14.675;0;0;183.827;31-dec-2011;
126;VWS;Zorgaanbieders;GGZ Westelijk Noord-Brabant (GGZ-WNB);BERGEN OP ZOOM;Directeur Financien;100;0;298.976;0;101.391;0;22.585;0;0;175.000;31-dec-2011;
127;VWS;Zorgaanbieders;GGZ Westelijk Noord-Brabant (GGZ-WNB);BERGEN OP ZOOM;Directeur Zorg;100;0;334.259;0;114.182;0;25.077;0;0;195.000;31-dec-2011;
128;VWS;Zorgaanbieders;Humanitas DMH;NIEUWEGEIN;Rayonmanager;100;64.128;202.453;58.043;40.897;6.085;8.442;0;0;153.114;31-aug-2011;
129;VWS;Zorgaanbieders;Inovum;LOOSDRECHT;Voormalig hoofd P&O;100;71.248;239.729;71.248;33.122;0;0;0;0;206.607;30-apr-2011;
130;VWS;Zorgaanbieders;Jeroen Bosch Ziekenhuis;'S-HERTOGENBOSCH;Clustermanager;90;0;228.712;0;56.870;0;11.617;0;0;160.225;30-sep-2011;
131;VWS;Zorgaanbieders;Lava-Team;DRUNEN;Directeur;100;98.677;221.819;98.677;108.835;0;0;0;0;112.984;31-dec-2011;
132;VWS;Zorgaanbieders;Lentis;ZUIDLAREN;Projectleider;100;151.111;206.687;122.914;15.065;28.197;2.208;0;0;189.414;01-feb-2011;
133;VWS;Zorgaanbieders;Lievegoed Zorggroep;BILTHOVEN;Bestuurder;70;157.010;339.740;137.621;65.413;19.389;9.681;0;0;264.646;01-sep-2011;
134;VWS;Zorgaanbieders;LSG-Rentray;ZUTPHEN;Activiteiten begeleider;100;69.858;207.994;69.858;22.573;0;0;0;0;185.421;31-mrt-2011;
135;VWS;Zorgaanbieders;LSG-Rentray;ZUTPHEN;Lid Raad van Bestuur;100;180.011;340.743;180.011;183.730;0;0;0;0;157.013;31-dec-2011;
136;VWS;Zorgaanbieders;Martini Ziekenhuis (Algemeen Christelijk Ziekenhuis Groningen);GRONINGEN;Directeur;100;139.494;331.768;113.689;42.653;25.805;6.615;0;0;282.500;31-mrt-2011;
137;VWS;Zorgaanbieders;Meander Medisch Centrum;AMERSFOORT;Lid raad van bestuur;100;229.178;217.402;188.329;102.587;40.849;20.941;0;0;93.874;30-jun-2011;
138;VWS;Zorgaanbieders;Medisch Centrum Alkmaar;ALKMAAR;medisch specialist;100;104.804;387.722;104.804;87.722;0;0;0;0;300.000;31-mrt-2011;
139;VWS;Zorgaanbieders;Nederlands Psychoanalytisch Instituut;AMSTERDAM;afdelingshoofd;100;0;203.230;0;105.137;0;0;0;0;98.093;30-nov-2011;
140;VWS;Zorgaanbieders;Parnassia Bavo Groep B.V.;'s-Gravenhage;Manager;100;0;294.004;0;52.583;0;11.421;0;0;230.000;31-aug-2011;
141;VWS;Zorgaanbieders;Parnassia Bavo Groep B.V.;'s-Gravenhage;Manager;100;0;197.290;0;68.264;0;15.026;0;0;114.000;30-sep-2011;
142;VWS;Zorgaanbieders;Prezzent;ZALTBOMMEL;Psycholoog;90;64.887;270.272;53.603;54.667;11.284;11.559;0;0;204.046;31-dec-2011;
143;VWS;Zorgaanbieders;Protestants-Christelijke Stichting Philadelphia Zorg;NUNSPEET;Locatiemanager;100;61.386;236.802;51.104;38.865;10.282;7.937;0;0;190.000;31-jul-2011;
144;VWS;Zorgaanbieders;Reinier de Graaf Groep;DELFT;Manager P&O;100;101.282;262.636;101.282;107.636;0;0;0;0;155.000;31-dec-2011;
145;VWS;Zorgaanbieders;Samenwerkende Schiedamse en Vlaardingse Ziekenhuizen (S.S.V.Z.);SCHIEDAM;Hoofd opleidingen;100;103.025;235.069;83.825;33.532;19.200;6.537;0;0;195.000;31-mei-2011;
146;VWS;Zorgaanbieders;Sint Franciscus Gasthuis;ROTTERDAM;Teammanager;100;55.410;240.307;46.458;50.893;8.952;9.414;0;0;180.000;31-dec-2011;
147;VWS;Zorgaanbieders;Slingeland Ziekenhuis;DOETINCHEM;Directie-lid;100;0;288.866;0;146.995;0;33.615;0;0;108.256;31-dec-2011;
148;VWS;Zorgaanbieders;St. Elisabeth Ziekenhuis;TILBURG;Hoofd zorgeenheid;100;76.513;224.439;76.513;14.439;0;0;0;0;210.000;31-mei-2011;
149;VWS;Zorgaanbieders;St. Elisabeth Ziekenhuis;TILBURG;Manager;100;140.347;228.004;140.347;87.982;0;0;0;0;140.022;30-nov-2011;
150;VWS;Zorgaanbieders;Steinmetz de Compaan;RIJSWIJK ZH;Directeur;100;100.623;206.971;82.311;85.306;18.312;18.978;0;0;102.687;31-dec-2011;
151;VWS;Zorgaanbieders;Stichting Altra;AMSTERDAM;Directeur;100;95.998;250.890;76.484;62.827;19.514;13.063;0;0;175.000;01-sep-2011;
