Dag;Van tot datum;Tijden Van;Tijden tot;Weeknummer;Evenement;locatie
woensdag;04-05-2016;19:30;20:50;18;4 mei Nationale Dodenherdenking;Willem de Zwijgerplantsoen
woensdag;04-05-2016;19:30;21:00;18;Dodenherdenking Bottensteinweg;Bottensteinweg 
woensdag;04-05-2016;18:00;20:30;18;Dodenherdenking Leidsche Rijn;Perron9
woensdag;04-05-2016;12:00;21:00;18;Filmopnamen officiële herdenking 4 mei;Park Lepelenburg
woensdag;04-05-2016;19:30;20:30;18;Herdenking 4 mei Zuilen;Prins Bernhardplein
donderdag;05-05-2016;08:00;18:00;18;Oltimer parade aanslingeren;Reijerscop
donderdag;05-05-2016;11:00;18:00;18;Braderie Amsterdamsestraatweg;Amsterdamsestraatweg
vrijdag;06-05-2016 t/m 08-06-2016;14:00;01:00;18;Fonteyn Festival;Janskerkhof
donderdag;05-05-2016;12:00;00:00;18;Gulpener Bluegrass Festival;Springertuin
donderdag;05-05-2016;20:30;23:00;18;Las Nueve Open Air Tango;Korte Minrebroederstraat
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;leidsekade
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;Soendastraat
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;Laurens Reaalstraat 
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;Bankaplein
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;Billitonkade
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;Bankastraat
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;Malakkastraat
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;Abel Tasmanstraat
donderdag;05-05-2016;07:00;17:00;18;Lombok 5 mei feest;Billitonstraat
donderdag;05-05-2016 t/m 08-06-2016;10:00;20:00;18;Open Dagen Moskee Sultanahmet;Royaards van den Hamkade 
donderdag;05-05-2016;12:00;18:00;18;Play offs Landskampioenschap Hockey (Heren);Laan van Maarschalkerweerd
vrijdag;06-05-2016;20:00;22:30;18;Utrecht Skate Parade;Lucasbolwerk
zaterdag;07-05-2016;12:00;18:00;18;Play offs Landskampioenschap Hockey (Heren);Laan van Maarschalkerweerd
zaterdag;07-05-2016;10:00;17:00;18;Voorjaarsmarkt;Mereveldplein
zondag;08-05-2016;12:00;18:00;18;Play offs Landskampioenschap Hockey (Heren);Laan van Maarschalkerweerd
zondag;08-05-2016;12:00;17:00;18;Romeinendag Castellum Hoge Woerd;Hoge Woerd
zondag;08-05-2016;13:00;18:00;18;Swan Market;Vredenburg
zaterdag;07-05-2016 t/m 08-05-2016;08:00;21:00;18;Viering bevrijdingsdag en open dag;Bernadottelaan
maandag;09-05-2016 t/m 12-05-2016;17:00;21:00;19;61e Avondvierdaagse Utrecht - Wijk Noordwest;Kloosterlaan
dinsdag;10-05-2016;19:30;21:30;19;Zomeravondcup 2016;Atletiekbaan Maarschalkerweerd
donderdag;12-05-2016 t/m 16-05-2016;16:00;23:00;19;Food Truck Festival TREK;Griftpark
woensdag;11-05-2016;10:00;00:00;19;Landmachtdagen;Mariaplaats
zaterdag;14-05-2016 t/m 15-05-2016;23:00;08:15;19;Stekker in de Tunnel;Stationsdwarsstraat
donderdag;12-05-2016;20:30;23:00;19;Las Nueve Open Air Tango;Korte Minrebroederstraat
donderdag;12-05-2016;10:00;20:00;19;Platen en CD Beurs;Vredenburg
vrijdag;13-05-2016 t/m 16-05-2016;10:00;21:00;19;sv nieuwutrechtattractiedagen;Sportpark Rijnvliet
zaterdag;14-05-2016;09:00;18:00;19;Braderie Rijnbaan;Marshalllaan
zaterdag;14-05-2016 t/m 16-05-2016;10:00;18:00;19;Officiële opening;Moskeeplein
zaterdag;14-05-2016 t/m 16-05-2016;10:00;18:00;19;Officiële opening;Kanaalstraat
vrijdag;13-05-2016;20:00;22:30;19;Utrecht Skate Parade;Lucasbolwerk
zondag;15-05-2016;09:00;17:00;19;Classico Giro Utrecht;Uithof
zaterdag;14-05-2016;19:00;01:00;19;Eurovisie steeg;Jacobskerkhof
zondag;15-05-2016;21:00;01:00;19;Golden tentfeest;Joostenlaan
zondag;15-05-2016;15:00;21:00;19;Klein New Orleans;Breedstraat 
zondag;15-05-2016;15:00;21:00;19;Klein New Orleans;Wijde Begijnestraat
zondag;15-05-2016;09:00;15:45;19;Pinksterviering gezamelijke kerken Overvecht;Park de Watertoren
zondag;15-05-2016;11:00;19:00;19;Roeiregatta;Weerdsluis
zondag;15-05-2016;12:00;22:00;19;USC Jazzfestival;Janskerkhof
woensdag;18-05-2016 t/m 05-06-2016 ;16:00;19:30;20;VONK!;Hoge Woerd
vrijdag;20-05-2016 t/m 22-05-2016;10:00;18:00;20;Italie Evenement, Smaak & Stijl 2016;Kasteel de Haar
maandag;16-05-2016;10:00;16:00;20;Open Boerderijdag;Thematerkade
woensdag;18-05-2016 t/m 22-05-2016;14:00;22:00;20;Kermis Zuilen;van Heukelompark
zaterdag;21-05-2016;08:00;18:00;20;Dag van het Aangespannen paard;Yalelaan
donderdag;19-05-2016;20:30;23:00;20;Las Nueve Open Air Tango;Korte Minrebroederstraat
vrijdag;20-05-2016 t/m 22-05-2016;16:00;23:00;20;Maximaal genieten;Maximapark
donderdag;19-05-2016 t/m 28-05-2016;14:00;01:00;20;Spring Festival;Lucasbolwerk
donderdag;19-05-2016 t/m 28-05-2016;00:00;14:00;20;Spring Festival;Neude
zaterdag;21-05-2016;12:00;17:00;20;Open dag Hubrecht Instituut;Uppsalalaan
vrijdag;19-05-2016 t/m 28-05-2016;14:00;01:00;20;Spring Festival;Korte Minrebroederstraat
vrijdag;20-05-2016;20:00;22:30;20;Utrecht Skate Parade;Lucasbolwerk
zaterdag;21-05-2016;10:00;16:00;20;(H)eerlijk Händelstraat - streekmarkt;Händelstraat 
zaterdag;21-05-2016;11:00;18:00;20;Braderie WKC Plantage;Plantage
zaterdag;21-05-2016;10:00;18:00;20;Fringe Utrecht Blaast - European Championship for Wind Orchestras;Park Lepelenburg
zaterdag;21-05-2016;10:00;18:00;20;Fringe Utrecht Blaast - European Championship for Wind Orchestras;Korte Minrebroederstraat
zaterdag;21-05-2016;10:00;18:00;20;Fringe Utrecht Blaast - European Championship for Wind Orchestras;Korte Minrebroederstraat
zaterdag;21-05-2016;11:00;17:00;20;Maskerade Optocht;Uithof
zaterdag;21-05-2016;13:00;18:00;20;Platen + Pinten;Lange Jufferstraat
zaterdag;21-05-2016;11:00;17:00;20;Platen en CD Beurs;Mariaplaats
zondag;22-05-2016;14:30;16:30;20;Utrechtse Troostdag;Begraafplaats Soestbergen
zaterdag;21-05-2016 t/m 22-05-2016;12:00;23:00;20;Utrechtweek;Janskerkhof
zaterdag;21-05-2016 t/m 22-05-2016;18:00;23:00;20;Utrechtweek (Dikke Dries Feest);Oudkerkhof
zaterdag;23-05-2016 t/m 24-05-2016;23:00;00:00;21;Avondtweedaagse;Kanaalweg en route
woensdag;25-05-2016 t/m 29-05-2016;13:00;00:00;21;Kermis Dorpsplein;Dorpsplein
dinsdag;24-05-2016 t/m 27-05-2016;18:00;21:00;21;Avondvierdaagse Oog in Al 2016;Händelstraat en route
donderdag;26-05-2016;10:30;20:00;21;Personeelsdag Natuurmonumenten;Thematerweg
woensdag;25-05-2016;17:00;22:30;21;Run4Rabiës;Yalelaan
woensdag;25-05-2016;19:30;21:30;21;Zomeravondcup 2016;Atletiekbaan Overvecht
donderdag;26-05-2016;20:30;23:00;21;Las Nueve Open Air Tango;Korte Minrebroederstraat
zondag;29-05-2016;09:00;18:00;21;DeLoopVanLeidscheRijn);Maximapark
zaterdag;28-05-2016 t/m 29-05-2016;09:30;17:00;21;Elite Model Look 2016;Hoog Catharijne
vrijdag;27-5-2016;17:00-22:00;;21;National Suit-up Barbecue en Wakeboardemonstratie;Griftpark
vrijdag;27-5-2016;15:00;22:30;21;ocean awareness day;Park Lepelenburg
vrijdag;27-5-2016;20:00;22:30;21;Utrecht Skate Parade;Lucasbolwerk
zaterdag;28-05-2016;09:00;00:00;21;De Nacht van de Fooi;Korte Minrebroederstraat
zaterdag;28-05-2016;13:00;17:00;21;Elkaar ontmoeten;Herderplein
zaterdag;28-05-2016 t/m 29-05-2016;10:00;17:00;21;Kleurrijk Overvecht;Zamenhofdreef
zaterdag;28-05-2016;14:00;22:00;21;Maximaal;Pratumplaats
zaterdag;28-05-2016;08:00;16:00;21;rommelmarkt Wolgadreef;Wolgadreef
zaterdag;28-05-2016;09:00;23:00;21;Roots ;Campusplein
zaterdag;28-05-2016;17:30;18:45;21;Sacramenstprocessie;Willibrordusstraat
zaterdag;28-05-2016;14:00;17:00;21;Tutti 2016 Nederlands Rozekorenfestival;Korte Minrebroederstraat
zaterdag;28-05-2016;14:00;17:00;21;Tutti 2016 Nederlands Rozekorenfestival;Domplein
zaterdag;28-05-2016;14:00;17:00;21;Tutti 2016 Nederlands Rozekorenfestival;Janskerkhof
zaterdag;28-05-2016;09:00;14:00;21;Vrijmarkt Schepenbuurt;Aakplein
zondag;29-05-2016;13:00;19:00;21;activiteitendagen voor de parkbezoekers;Griftpark
zondag;29-05-2016;13:00;18:00;21;Bewoners samen in beweging door cultuur, dans en muziek;Tolsteegplantsoen
zondag;29-05-2016;10:00;17:00;21;Braderie Admiraal Helfrichlaan;Admiraal Helfrichlaan
zondag;29-05-2016;10:00;18:00;21;Lombok voetbalt;Majellapark
zondag;29-05-2016;11:00;17:00;21;Platen en CD Beurs;Janskerkhof
zaterdag;28-05-2016;17:00;23:45;21;buurt borrel;Fransestraat
woensdag;30-05-2016 t/m 02-06-2016;14:00;22:00;22;Kermis Terwijde;Winkelcentrum Terwijde
maandag;01-06-2016 t/m 30-06-2016;18:00;21:00;22;SGWB Avondvierdaagse Utrecht;Sportpark Vechtzoom
woensdag;01-06-2016 t/m 30-06-2016;09:00;18:00;22;Kinderdraaimolen in Centrum Vleuterweide;WKC Vleuterweide
vrijdag;03-06-2016;12:00;23:00;22;Summum;Haarrijnseplas
donderdag;02-06-2016;20:30;23:00;22;Las Nueve Open Air Tango;Korte Minrebroederstraat
donderdag;02-06-2016;11:00;17:00;22;Stadsdag;Hamburgerstraat
zaterdag;04-06-2016;11:00;18:00;22;Braderie Marco Pololaan;Marco Pololaan
zaterdag;04-06-20106;10:00;16:00;22;Dag van de Bouw;Hoog Catharijne
zaterdag;04-06-20106;11:00;16:00;22;Dag van de Bouw - Uithoflijn;Uppsalalaan
zaterdag;04-06-20106;10:00;16:00;22;Dag van de Bouw project Zijdebalen;Zeedijk
zaterdag;04-06-20106;09:00;17:00;22;Dag van de Bouw Stationshal;Hoog Catharijne
vrijdag;03-06-2016;09:00;16:00;22;Nationale Dag van de Vermisten;Moreelsepark
zaterdag;04-06-2016;13:00;23:00;22;Radar Outdoor;Berlijnplein
vrijdag;03-06-2016;20:00;22:30;22;Utrecht Skate Parade;Lucasbolwerk
zondag;05-06-2016;13:30;18:00;22;American Day;Julianapark
zaterdag;04-06-20106;10:00;16:00;22;Dag van de Bouw 2016 Leidsche Rijn;Grauwaartsingel
zaterdag;04-06-20106;10:00;14:00;22;Dag van de Bouw Terwijde;Jazzsingel
zaterdag;04-06-20106;09:30;17:30;22;Jubileumfeest Speelgoedbank;Maartvlinder 
zondag;05-06-2016;11:00;17:00;22;Landgoeddag;Stichting De Buurtcamping Utrecht
zondag;05-06-2016;13:00;17:00;22;A Lazy Sunday Afternoon;Park Lepelenburg
zondag;05-06-2016;11:00;18:00;22;De Streekmarkt;Korte Minrebroederstraat
zondag;05-06-2016;13:00;16:00;22;Siberia Challenge;Ruigenhoek
donderdag;02-06-2016;17:00;22:00;22;Personeelsfeest a.s.r.;Archimedeslaan
maandag;06-06-2016 t/m 12-06-2016;14:00;23:00;23;Beach week Utrecht;Lucasbolwerk
dinsdag;07-06-2016 t/m 10-06-2016;18:30;21:00;23;NWB Avondvierdaagse Leidsche Rijn;Amaliapark
woensdag;08-06-2016;22:00;01:00;23;Openluchtvoorstelling in het kader van het Belgisch Film Festival;Ledig Erf
woensdag;08-06-2016;19:30;21:30;23;Zomeravondcup 2016;Atletiekbaan Overvecht
zaterdag;11-06-2016;09:00;15:00;23;Dag van de Munt 2016;Leidseweg
donderdag;09-06-2016;20:30;23:00;23;Las Nueve Open Air Tango;Korte Minrebroederstraat
zaterdag;11-06-2016;11:00;18:00;23;Braderie WKC De Klop;WKC De Klop
zaterdag;11-06-2016;10:00;19:30;23;City Sprints 2016;Catharijnesingel
zaterdag;11-06-2016;14:00;23:00;23;Festijn op het Plein;Dorpsplein
vrijdag;10-06-2016;20:00;22:30;23;Utrecht Skate Parade;Lucasbolwerk
zaterdag;11-06-2016;13:00;21:00;23;Benefietconcert Veritas;Park Lepelenburg
zondag;12-06-2016;11:30;16:00;23;Run for KiKa Utrecht;Maximapark
zaterdag;11-06-2016;10:00;21:00;23;Urban Chase;Neude
zaterdag;11-06-2016;10:00;21:00;23;Urban Chase;Domplein
zaterdag;11-06-2016;10:00;21:00;23;Urban Chase;Ledig Erf
zaterdag;11-06-2016;10:00;21:00;23;Urban Chase;Griftpark
zaterdag;11-06-2016;10:00;21:00;23;Urban Chase;Wilhelminapark
zaterdag;11-06-2016;10:00;21:00;23;Urban Chase;Julianapark
zaterdag;11-06-2016;10:00;21:00;23;Urban Chase;Plantage
zondag;12-06-2016;13:00;18:00;23;Bewoners samen in beweging door cultuur, dans en muziek;Tolsteegplantsoen
zondag;12-06-2016;11:00;17:00;23;HHmarkt;Vredenburg
zondag;12-06-2016;10:30;13:00;23;Parkdienst Leidsche Rijn;Amaliapark
dinsdag;14-06-2016 t/m 17-06-2016;18:00;22:00;24;Avondvierdaagse Fletiomare;Sportpark Fletiomare
woensdag;15-06-2016 t/m 19-06-2016;14:00;22:00;24;Kermis Amaliapark;Amaliapark
dinsdag;14-06-2016;08:00;14:30;24;Streetwise;Musicallaan 
dinsdag;14-06-2016;18:00;22:30;24;Uithof Survivalrun 2016;Olympos
vrijdag;17-06-2016;11:00;17:00;24;Circus in de Zorg;Park Transwijk
donderdag;16-06-2016;20:30;23:00;24;Las Nueve Open Air Tango;Korte Minrebroederstraat
zaterdag;18-06-2016;10:00;20:00;24;Dag van Spanje;Domplein
vrijdag;17-06-2016;17:00;01:00;24;Introductie Hofdame;Janskerkhof
zondag;19-06-2016;11:00;19:00;24;SingelSwim Utrecht;Park Lepelenburg
vrijdag;17-06-2016;20:00;22:30;24;Utrecht Skate Parade;Lucasbolwerk
zaterdag;18-06-2016;06:00;23:00;24;Wijkfeest Wittevrouwen;Veeartsenijstraat
zaterdag;18-06-2016;06:00;23:00;24;Wijkfeest Wittevrouwen;Veeartsenijpad
vrijdag;17-06-2016;18:00;23:00;24;Brommerbio <3 Berlijnplein;Berlijnplein
zaterdag;18-06-2016;11:00;18:00;24;Braderie Vasco da Gamalaan;Vasco da Gamalaan
zondag;19-06-2016;11:00;16:00;24;Circus in de Zorg;Heukelompark
zondag;19-06-2016;12:00;19:00;24;Dag van het Wilhelminapark;Wilhelminapark
zaterdag;18-06-2016;11:00;17:00;24;Platen en CD Beurs;Mariaplaats
zaterdag;18-06-2016;10:00;16:00;24;Puur Lunetten-Streekmarkt;Zevenwouden
zaterdag;18-06-2016;12:00;20:00;24;Utrechtse Wielerweekend;Wilhelminapark
zaterdag;18-06-2016;10:00;20:00;24;Volleybaltoernooi Oog in Al;Park oog in Al
zaterdag;18-06-2016;09:00;16:00;24;waterwinmarkt;WKC Terwijde 
zondag;19-06-2016;14:00;17:00;24;Classic Car Meeting;Dorpsplein
zondag;19-06-2016;13:00;18:00;24;Kinderklapstoelconcert;Koekoeksplein
zondag;19-06-2016;11:00;13:30;24;Lombok Kade Concert;Muntkade
