ZAAKNUMMER,ZAAKTYPECODE,KANAAL,OMSCHRIJVING,TOELICHTING,REGISTRATIEDATUM,STARTDATUM,EINDDATUM,GEPLANDE EINDDATUM,CASE_TYPE_ID,NIVEAU1CASE,NIVEAU2CASE,NIVEAU3CASE,class_classificatie,class_vies,class_stuk,class_overlast,class_niet_relevant,STRAATNAAM,HUISNUMMER,POSTCODE,BUURTCODE,BUURT,WIJKCODE,WIJK,WOONPLAATS,X-coordinaat,Y-coordinaat,LONGITUDE,LATITUDE,BAG_STRAATNAAM,PC6_BRON,PC6
61380,MLD0101,WEBFORM,(brom)fietswrakken,"Voor de buitendeur staan al geruime tijd 2 fietsen die volledig ''op'' zijn. De zadels zijn eraf, ze zijn volledig verroest, voorwiel eraf etc. Deze fietsen houden de berschikbare fietsplekken in beslag. Ook zitten de verankerde fietsplekken niet meer goed in de grond, de tegels eromheen zijn volledig losgerukt/scheef waardoor ik mijn eigen fiets daar niet netjes kwijt kan.",20130422111259,20130423,20130516,20130426,264,Overlast,(Brom)fietsen,(brom)fietswrakken,,ONWAAR,ONWAAR,WAAR,ONWAAR,Diepenbrockstraat,90,3122AD,72,Groenoord-Zuid,70,Groenoord en Kethel,Schiedam,,,4.371591394,51.92767694,Diepenbrockstraat,melding,3122AD
67024,MLD0822,WEBFORM,OV meer lampen stuk,Straatverlichting  (gevelverlichting) uit / defect. Gedeelte Langekerkstraat en Land van Belofte.,20130806233353,20130807,20130827,20130812,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Land van Belofte,7,3111NW,00,Binnenstad,00,Centrum (binnenstad),Schiedam,,,4.401979565,51.91754924,Land van Belofte,melding,3111NW
65476,MLD0701,WEBFORM,aanhangers / caravans,"Hierbij wil ik U vragen of het mogelijk is om een parkeerplek voor een motor te creëren. De parkeerdruk is redelijk hoog in onze wijk daarom parkeer ik mijn motor op de stoep. Hierdoor wordt de doorgang voor de voetgangers minder. Voor mijn portiek staat een aantal meter bosjes waar naar mijn idee prima een parkeerplek aan de straatkant gemaakt kan worden zodat ik niemand tot last ben. Vriendelijke groet, Rob van Giessen",20130709155504,20130710,20130816,20130715,261,Overlast,Parkeeroverlast,aanhangers / caravans,parkeren,ONWAAR,ONWAAR,WAAR,ONWAAR,Royaardsplein,128,3123AR,91,Toneelspelersbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.368691205,51.93832305,Royaardsplein,melding,3123AR
70560,UD.01.06,TELEFOON,Bestrating plaatselijke verzakking,na eerdere reparatie is het wederom verzakt. Dit komt door wagens die op de stoep parkeren.,20131022092608,20131023,20131030,20131030,368,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Rotterdamsedijk,41,3112AA,17,Rotterdamsedijk,10,Oost,Schiedam,,,4.411736536,51.91364444,Rotterdamsedijk,melding,3112AA
69052,MLD0821,WEBFORM,OV 1 lamp stuk,Lamp kapot van lantaarnpaal t.h.v. Singel 15/17,20130920170751,20130923,20130927,20130926,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Singel,15,3112GH,17,Rotterdamsedijk,10,Oost,Schiedam,,,4.40351305,51.91557847,Singel,melding,3112GH
72369,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,Lamp brandt overdag en 's nachts niet.,20131115164126,20131118,20131118,20131121,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Warande,215,3117CL,35,Liduinabuurt,30,West,Schiedam,,,4.394687927,51.91348251,Warande,melding,3117CL
72673,MLD0821,WEBFORM,Straatverlichting; OV 1 lamp stuk,Straatverlichting Leeuweriksingel ter hoogte van nr. 15 is kapot.,20131120083047,20131121,20131120,20131126,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Leeuweriksingel,15,3121XL,76,Vogelbuurt,70,Groenoord en Kethel,Schiedam,,,4.380098166,51.93415422,Leeuweriksingel,melding,3121XL
71839,MLD0822,WEBFORM,Straatverlichting; OV meer lampen stuk,De lantaarns doen het al 4 dagen niet meer,20131110195920,20131111,20131111,20131114,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Faassenplein,58,3123NK,91,Toneelspelersbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.370203173,51.94050964,Faassenplein,melding,3123NK
72278,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,Meerdere lichtmasten branden niet. Ze zijn mogelijk defect.,20131114163759,20131115,20131118,20131120,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Faassenplein,9,3123NE,91,Toneelspelersbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.369721343,51.93948883,Faassenplein,melding,3123NE
71290,UC.01.04,TELEFOON,Bomen; Bomen beschadigd,2 Bomen zijn door de harde wind scheef gaan staan.,20131104085459,20131105,20131113,20131107,278,Groen,Bomen,Bomen beschadigd,bomen en beplanting,ONWAAR,WAAR,ONWAAR,ONWAAR,Dr Wibautplein,100,3118KG,68,Wibautbuurt,60,Nieuwland,Schiedam,,,4.383340143,51.91773313,Dr Wibautplein,melding,3118KG
72739,UA.01.06,EMAIL,Op bestrating en in het groen; Overlast bladeren/bloesem op straat,gaat hier om een waaihoek waardoor er veel bladeren liggen. Volgens mevr wordt hier nooit geveegd. Heeft het tot op heden altijd zelf gedaan maar doet dit nu niet meer omdat er ook niemand anders mee helpt.,20131120120640,20131121,20170319,,128,Reiniging,Op bestrating en in het groen,Overlast bladeren/bloesem op straat,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Joop den Uyllaan,62,3119VH,66,Schiehart,60,Nieuwland,Schiedam,,,4.395888078,51.92264201,Joop den Uyllaan,melding,3119VH
73877,AB.10.0103,TELEFOON,WC Huisvuil met pas; WC HV MP Nog geen pas ontvangen,Mevrouw heeft nog geen pas ontvangen voor de ondergrondse container,20131127120530,20131128,20161121,20131203,12,Afval inzameling,WC Huisvuil met pas,WC HV MP Nog geen pas ontvangen,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,WAAR,Boerhaavelaan,4,3112LH,16,Newtonbuurt,10,Oost,Schiedam,,,4.412021857,51.91830047,Boerhaavelaan,melding,3112LH
72485,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,de lantaarn brandt helemaal niet,20131118095312,20131119,20131118,20131122,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Dam,14,3111BD,21,Brandersbuurt,20,Centrum (tussen havens en grachten),Schiedam,,,4.395731703,51.91788496,Dam,melding,3111BD
71625,UE.01.05,TELEFOON,Riolering water op straat bij kolk/put,2 putten stromen bij harde regenval over waardoor er 10 tot 15 cm water in het tussenpad,20131107120405,20131108,20131113,20131113,435,Riolering,Riolering water op straat bij kolk/put,,riolering en water,ONWAAR,ONWAAR,WAAR,ONWAAR,Iepenlaan,26,3121BB,77,Tuindorp,70,Groenoord en Kethel,Schiedam,,,4.377116895,51.93175476,Iepenlaan,melding,3121BB
71696,MLD0401,WEBFORM,Gedrag personen; hanggroep,"Overlast hangjeugd onder de doorgangspoort aan het Vendelhof (zijde centrum).Hangen nu dagelijks s'middags en s'avonds zo'n 25 jongeren rond.
Maken lawaai en laten afval achter.De situatie wordt voor de bewoners steeds grimmiger en gevaarlijk.",20131108084351,20131111,20131112,20131114,263,Overlast,Hinderlijk gedrag personen/groepen,hanggroep,,,,,,Vendelhof,106,3119DM,67,Nolensbuurt,60,Nieuwland,Schiedam,,,4.392128181,51.91885147,Vendelhof,melding,3119DM
74015,UD.01.01,WEBFORM,Gat in de bestrating,"In de hoek van de Van der Duyn van Maasdamstraat is met de storm een boom omgewaaid, in de stoep is nog een gat waar al iemand is gestruikeld. Daarna is er door de groenvoorziening (bladblazers) een afzet lint gespannen. Graag zou ik zien dat dit gerepareerd wordt.
Met dank.",20131128145453,20131129,20131203,20131204,87,Bestrating,Gat in de bestrating,,,ONWAAR,WAAR,WAAR,ONWAAR,Van der Duyn van Maasdam,2,3118LD,62,Spieringshoek,60,Nieuwland,Schiedam,,,4.381133377,51.92134609,Van der Duyn van Maasdamstraat,melding,3118LD
71704,UA.01.06,TELEFOON,Op bestrating en in het groen; Overlast bladeren/bloesem op straat,Er liggen heel veel bladeren op straat. Havendijk is wel schoogemaakt bij mw overgeslagen waardoor de putten ook verstopt komen te zitten.,20131108093221,20131111,20131113,,128,Reiniging,Op bestrating en in het groen,Overlast bladeren/bloesem op straat,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Havendijk,247,3114EC,44,Maasboulevard,40,Zuid,Schiedam,,,4.405251321,51.90250792,Havendijk,melding,3114EC
72236,UC.01.03,TELEFOON,Bomen; Bomen takken gebroken,Van 1 van de 5 treurwilgen op het grasveld is een grote tak afgebroken.,20131114110008,20131115,20131120,20131120,68,Groen,Bomen,Bomen takken gebroken,bomen en beplanting,ONWAAR,WAAR,WAAR,ONWAAR,Smetanalaan,11,3122HM,74,Groenoord-Noord,70,Groenoord en Kethel,Schiedam,,,4.366073447,51.93544036,Smetanalaan,melding,3122HM
74064,AB.10.0111,TELEFOON,WC Huisvuil met pas; WC HV MP Huisvuil ernaast,Mevrouw geeft aan dat de bewoners die nog geen pas hebben het huisvuil naast de container zetten.,20131129102613,20131202,20131215,20131203,16,Afval inzameling,WC Huisvuil met pas,WC HV MP Huisvuil ernaast,afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,Prof Kamerlingh Onnesln,112,3112VK,14,Stationsbuurt,10,Oost,Schiedam,,,4.410666553,51.91950008,Professor Kamerlingh Onneslaan,melding,3112VK
73391,UD.01.01,TELEFOON,Gat in de bestrating,"Het betreft een gat van 1m breed 1 m lang en 0,5m diep. Bevindt zich naast een put. Vermoedelijk is het wel zo als je er overheen rijdt dat het gat nog dieper zal zakken",20131126104349,20131127,20131203,20131202,87,Bestrating,Gat in de bestrating,,,ONWAAR,WAAR,WAAR,ONWAAR,De Akkers,71,3124AC,97,De Akkers en De Velden,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.377420846,51.9414268,De Akkers,melding,3124AC
72682,UD.01.09,TELEFOON,Bestrating overlast gladheid,Mevrouw geeft aan dat er sprake is van gladheid. Graag een verzoek tot strooien.,20131120090207,20131121,20131121,20131122,91,Bestrating,Bestrating overlast gladheid,,bestrating,ONWAAR,ONWAAR,WAAR,ONWAAR,Dilleveld,80,3124VC,97,De Akkers en De Velden,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.379282922,51.9471238,Dilleveld,melding,3124VC
75423,AB.08.0107,TELEFOON,Wijkcontainers Huisvuil; WC HV Grofvuil ernaast,"Krukje,karton,TV....",20131219103902,20131220,20131224,20131223,185,Afval inzameling,Wijkcontainers Huisvuil,WC HV Grofvuil ernaast,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Bart Verhallenplein,117,3122TG,73,Groenoord-Midden,70,Groenoord en Kethel,Schiedam,,,4.369997223,51.9300017,Bart Verhallenplein,melding,3122TG
75293,AB.10.0105,TELEFOON,WC Huisvuil met pas; WC HV MP Pasje stuk,"Pasje geeft aan ongeldig, daarvoor deed hij het wel.",20131217123129,20131218,20161121,20131223,13,Afval inzameling,WC Huisvuil met pas,WC HV MP Pasje stuk,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,WAAR,Lorentzlaan,46,3112KL,15,Wetenschappersbuurt,10,Oost,Schiedam,,,4.414110195,51.91841886,Lorentzlaan,melding,3112KL
74457,UD.01.06,TELEFOON,Bestrating plaatselijke verzakking,Stoeptegels plaatselijk verzakt. +/- 1 m x 1m,20131204152018,20131205,20131206,20131212,368,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Van Limburg Stirumstraat,15,3118LR,62,Spieringshoek,60,Nieuwland,Schiedam,,,4.383096154,51.92135501,Van Limburg Stirumstraat,melding,3118LR
74661,AB.08.0109,TELEFOON,Wijkcontainers Huisvuil; WC HV Deuren containers open,Container is op de stoep gezet ivm plaatsen ondergrondse.  Deuren van de container staan iedere keer open als deze geleegd is......,20131209090707,20131210,20131211,20131211,186,Afval inzameling,Wijkcontainers Huisvuil,WC HV Deuren containers open,afvalinzameling,ONWAAR,ONWAAR,WAAR,ONWAAR,Ringvaart,42,3124PB,95,De Gaarden/Sveafors,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.387110157,51.93853321,Ringvaart,melding,3124PB
74930,AB.04.0111,EMAIL,Grofvuil; GV Onjuist aangeboden,1x droog rek en 2 x plastictasjes,20131211153408,20131212,20131211,20131213,422,Afval inzameling,Grofvuil,GV Onjuist aangeboden,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Buys Ballotsingel,98,3112JG,16,Newtonbuurt,10,Oost,Schiedam,,,4.413500736,51.91738645,Buys Ballotsingel,melding,3112JG
74812,AB.10.0111,TELEFOON,WC Huisvuil met pas; WC HV MP Huisvuil ernaast,Er worden vuilniszakken naast de container gezet.,20131210111329,20131211,20131213,20131212,16,Afval inzameling,WC Huisvuil met pas,WC HV MP Huisvuil ernaast,afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,Voltastraat,18,3112MR,16,Newtonbuurt,10,Oost,Schiedam,,,4.410392993,51.91722579,Voltastraat,melding,3112MR
75303,AB.08.0106,TELEFOON,Wijkcontainers Huisvuil; WC HV Huisvuil ernaast,Mevrouw geeft aan dat sinds de containers zijn afgesloten er vaak vuilniszakken naast de containers worden geplaatst. Dit heeft tot gevolg dat er ook zwerfvuil door de wijk heen ligt.,20131217133457,20131218,20131220,20131219,184,Afval inzameling,Wijkcontainers Huisvuil,WC HV Huisvuil ernaast,afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,Ampèrestraat,47,3112MB,16,Newtonbuurt,10,Oost,Schiedam,,,4.411210594,51.91685063,Ampèrestraat,melding,3112MB
74853,AB.10.0103,TELEFOON,WC Huisvuil met pas; WC HV MP Nog geen pas ontvangen,Geen pas ontvangen,20131210154433,20131211,20161121,20131216,12,Afval inzameling,WC Huisvuil met pas,WC HV MP Nog geen pas ontvangen,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,WAAR,Boerhaaveplein,112,3112LN,17,Rotterdamsedijk,10,Oost,Schiedam,,,4.412132103,51.91497645,Boerhaaveplein,melding,3112LN
74886,UA.01.06,TELEFOON,Op bestrating en in het groen; Overlast bladeren/bloesem op straat,voor de woning bij de fietsbeugels zit een put en deze raakt verstopt door de bladeren die er omheen liggen. Mevr geeft aan dat hier nooit de veegwagen komt omdat deze er niet bij kan komen omdat de put eigenlijk tussen beugels in ligt,20131211083633,20131212,20131213,,128,Reiniging,Op bestrating en in het groen,Overlast bladeren/bloesem op straat,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Henriëtte Bosmansplein,37,3122CA,73,Groenoord-Midden,70,Groenoord en Kethel,Schiedam,,,4.372078512,51.93153862,Henriëtte Bosmansplein,melding,3122CA
76597,AB.10.0105,TELEFOON,WC Huisvuil met pas; WC HV MP Pasje stuk,Meneer heeft het bij 3 containers geprobeerd maar op geen van de 3 werkt zijn pas. Dit is pas sinds afgelopen zondag.,20140113090146,20140114,20170319,20140117,13,Afval inzameling,WC Huisvuil met pas,WC HV MP Pasje stuk,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,WAAR,Walvisstraat,8,3111BR,22,Walvisbuurt,20,Centrum (tussen havens en grachten),Schiedam,,,4.395972037,51.91609199,Walvisstraat,melding,3111BR
75678,UE.01.03,WEBFORM,Riolering verstopt,"Na een flinke regenbui loopt de riolering in mijn woning niet meer door. Dit is een terugkerend probleem. Ik kan hierdoor het toilet niet gebruiken, niet douchen, niet afwassen etc. Etc.",20131224162615,20131227,20161121,20131230,421,Riolering,Riolering verstopt,,riolering en water,ONWAAR,WAAR,WAAR,ONWAAR,Westfrankelandsestraat,46,3117AS,33,Fabribuurt,30,West,Schiedam,,,4.391272342,51.91448639,Westfrankelandsestraat,melding,3117AS
75899,AB.10.0116,TELEFOON,WC Huisvuil met pas; WC HV MP Trommel geblokkeerd,"Container is geblokkeerd, kan niets meer ingegooid worden.",20131230150415,20131231,20131231,20140102,125,Afval inzameling,WC Huisvuil met pas,WC HV MP Trommel geblokkeerd,afvalinzameling,ONWAAR,WAAR,WAAR,ONWAAR,Merwedestraat,33,3114SW,44,Maasboulevard,40,Zuid,Schiedam,,,4.407898912,51.90370472,Merwedestraat,melding,3114SW
75848,UA.01.13,TELEFOON,Op bestrating en in het groen; Overlast van zwerfvuil in beplanting,Overmatig veel zwerfafval om en nabij plantsoen school de Gorzen,20131230105330,20131231,20140108,20140103,129,Reiniging,Op bestrating en in het groen,Overlast van zwerfvuil in beplanting,zwerfvuil,WAAR,ONWAAR,WAAR,ONWAAR,Dwarsstraat,1,3114LA,41,Noletbuurt,40,Zuid,Schiedam,,,4.40623249,51.90612177,Dwarsstraat,melding,3114LA
76306,UB.05.02,TELEFOON,"Beton, hout of kunststofpaal; Beton, hout of kunststofpaal staat scheef/los",De paaltjes staan te ver uit elkaar de auto's kunnen er nu nog gewoon door. Graag hier naar kijken.,20140107120911,20140108,20170319,20140113,344,Straatmeubilair,"Beton, hout of kunststofpaal","Beton, hout of kunststofpaal staat scheef/los",straatmeubilair,ONWAAR,WAAR,ONWAAR,ONWAAR,Chopinplein,192,3122VM,73,Groenoord-Midden,70,Groenoord en Kethel,Schiedam,,,4.367704597,51.93002172,Chopinplein,melding,3122VM
76540,AB.10.0111,TELEFOON,WC Huisvuil met pas; WC HV MP Huisvuil ernaast,Veel vuilniszakken er naast.,20140110133017,20140113,20140110,20140114,16,Afval inzameling,WC Huisvuil met pas,WC HV MP Huisvuil ernaast,afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,Edisonstraat,27,3112LS,16,Newtonbuurt,10,Oost,Schiedam,,,4.413358269,51.91779628,Edisonstraat,melding,3112LS
76390,AB.10.0102,TELEFOON,WC Huisvuil met pas; WC HV MP Nieuwe bewoner heeft geen pas,Meneer heeft nog geen sleutelpas ontvangen.,20140108123458,20140109,20170319,20140114,336,Afval inzameling,WC Huisvuil met pas,WC HV MP Nieuwe bewoner heeft geen pas,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,ONWAAR,Nieuwe Haven,303,3117AD,33,Fabribuurt,30,West,Schiedam,,,4.392325823,51.91699101,Nieuwe Haven,melding,3117AD
76873,UC.01.05,TELEFOON,Bomen; Bomen paal/band,1 paal van de boom is los getrokken waardoor hij alleen nog aan de band vast staat.,20140115143403,20140116,20140128,20140121,69,Groen,Bomen,Bomen paal/band,bomen en beplanting,ONWAAR,ONWAAR,ONWAAR,ONWAAR,Visserstraat,21,3114NS,41,Noletbuurt,40,Zuid,Schiedam,,,4.404256932,51.90694596,Visserstraat,melding,3114NS
77078,AB.08.0101,TELEFOON,Wijkcontainers Huisvuil; WC HV Volle containers,Container zit momenteel vol kan niks meer bij mensen zetten hun huisvuil nu ook naast de container. Hier heb ik ook een melding van gemaakt zaaknummer 77076. Het gebeurt met enige regelmaat dat de containers vol zitten.,20140120092829,20140121,20140120,20140122,183,Afval inzameling,Wijkcontainers Huisvuil,WC HV Volle containers,afvalinzameling,ONWAAR,ONWAAR,WAAR,ONWAAR,Delflandseweg,281,3119XW,65,Hollandiabuurt,60,Nieuwland,Schiedam,,,4.402980801,51.92123186,Delflandseweg,melding,3119XW
77228,UA.01.08,WEBFORM,Op bestrating en in het groen; Overlast van hondenpoep,"De laatste tijd weer erg veel last van mensen die de hondenpoep niet opruimen. Vooral in de avond is dit moeilijk te zien en moet je constant opletten waar je loopt.

Bovendien liggen er ook nog resten van vuurwerkt e.d. misschien een idee om de lange haven op de kruising van de walvis straat grondig schoon te maken.",20140121163727,20140122,20140124,20140127,24,Reiniging,Op bestrating en in het groen,Overlast van hondenpoep,hondenpoep,WAAR,ONWAAR,WAAR,ONWAAR,Lange Haven,99,3111CD,22,Walvisbuurt,20,Centrum (tussen havens en grachten),SCHIEDAM,,,4.396383092,51.91592785,Lange Haven,melding,3111CD
