OBJECTID;NAME;ITEM_NUMBER;TYPE_STATION;CLASS_STATION;TYPE_DISTRIBUTIE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KAST;POSITIONDETERMINATION;ROAD;HOUSE_NUMBER;ADDRESS;LEVERANCIER;DATE_MODIFIED;BEHEERDER_OMS;FABRIKAAT;NAAM;NADERE_ADRES_AAND;POSTCODE;TOEGANGS_AANDUIDING_TEKST;WOONPLAATS;X;Y;LONG;LAT
104;5305 Station;5305;Station;Station 10/0,4 kV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;SPOORLN;5;;ENECO;2015-12-17;Stedin;ENECO;CITY TEC;Terrein;2495AL;10;S GRAVENHAGE;85088.4354999997;453274.975499999;4.3676883981698325;52.063353127433984
106;L208;L208;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;TAAG;63;;AKA;2012-03-15;Gemeente Den Haag;AKA;;Openbare weg;2491CS;20;S GRAVENHAGE;86559.1939999983;453392.963500001;4.389109558149905;52.0645971242228
107;5442 Station;5442;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;WESTVLIETWG;61;;AKA;2015-12-17;Stedin;AKA;NAAST SLIGRO;Openbare weg;2491ED;20;S GRAVENHAGE;84993.3819999993;453564.9355;4.3662430006889785;52.06594696659748
108;5354 Station;5354;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;VLIST;1;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2491CC;20;S GRAVENHAGE;86527.2250000015;453573.1105;4.388607284558289;52.0662121461721
109;5298 Station;5298;Station;Station 10/0,4 kV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;WESTVLIETWG;55;;ENECO;2015-12-17;Stedin;ENECO;GROENE ZOOM;Openbare weg;2491ED;10;S GRAVENHAGE;85222.3335000016;453578.829500001;4.369578631989587;52.066100716387226
110;L211;L211;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;THEEMS;13A;;AKA;2012-03-15;Gemeente Den Haag;AKA;;Openbare weg;2491BR;20;S GRAVENHAGE;86875.0760000013;453706.719999999;4.393652895825194;52.0674557759016
111;5346 Station;5346;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;DONAU;36;;AKA;2015-12-17;Stedin;AKA;BEERS;Openbare weg;2491BA;20;S GRAVENHAGE;86606.5714999996;453851.4575;4.389708531302769;52.0687234388206
113;5361 Station;5361;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;VEENWG;130;;Onbekend;2015-12-17;Stedin;Onbekend;;Openbare weg;2493ZB;10;S GRAVENHAGE;87269.0439999998;452752.952;4.399586979734719;52.05893259359047
114;5394 Station;5394;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;SPIERINGDAM;7;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2492ND;20;S GRAVENHAGE;87878.0810000002;453273.067000002;4.408364156955971;52.063680980525184
115;5483 Station;5483;Station;Station 10/0,4 kV;DS01 24/37;2023-02-02;Stedin;In bedrijf;Onbekend;HARTSCHELPSNGL;17;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2492SP;20;S GRAVENHAGE;87878.6649999991;453577.600000001;4.408312806603794;52.06641788788264
116;L453;L453;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;SLOBEENDPAD;1;;AKA;2012-03-15;Gemeente Den Haag;AKA; ;Openbare weg;2492NL;20;S GRAVENHAGE;88087.6319999993;453843.6745;4.411307786200411;52.06883437885835
117;L351 Station;L351;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;PAARDEBLOEMVELD;9;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2492LL;20;S GRAVENHAGE;87517.1469999999;453900.465;4.402977388073559;52.06927554796056
121;E140;E528;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Onbekend;In bedrijf;Onbekend;LULOFSSTR;;;Inpandig;2015-12-01;Stedin;Inpandig;LAAKCENTER;Openbare weg;2521AM;20;S GRAVENHAGE;81699.3564999998;453374.059500001;4.318252493586307;52.06380554047682
122;E128;E128;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;CAPADOSESTR;11;;Inpandig;2012-03-15;Stedin;Inpandig;SCHOOL L.O.;Openbare weg;2523AB;20;S GRAVENHAGE;81728.2685000002;452775.6855;4.318802433168682;52.0584318994917
124;E138;E138;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Combi;In bedrijf;Onbekend;VD HOOPSTR;71;;Inpandig;2012-03-15;Combi;Inpandig;;Openbare weg;2523HE;10;S GRAVENHAGE;81839.0905000009;452379.4245;4.320502970488743;52.05488542202067
126;E125;E125;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;HAVERSCHMIDTSTR;57;;Onbekend;2012-01-25;Stedin;Onbekend;ANTHEUNISSTR;Openbare weg;2522VL;10;S GRAVENHAGE;81924.3969999999;452857.416499998;4.321644291230887;52.05919230105152
127;E111;E111;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;SLACHTHUISPLN;25;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;STADSDEELKANTOOR;Terrein;2521EC;10;S GRAVENHAGE;81953.4010000005;453325.717999998;4.32196697813696;52.063404659498666
128;E124;E124;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;A PIERSONLN;45;;Onbekend;2012-01-25;Stedin;Onbekend;ISINGSTR;Openbare weg;2522ME;10;S GRAVENHAGE;82033.9024999999;453096.374499999;4.323189739543248;52.061354202341775
129;E114;E114;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Stedin;In bedrijf;Onbekend;OUDEMANSSTR;;;Inpandig;2012-01-25;Stedin;Inpandig;LAAKKD;Openbare weg;2522SB;10;S GRAVENHAGE;82118.1620000005;453356.3365;4.324362751598231;52.06370152130733
130;H163;H163;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;V BAERLESTR;133;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2533LK;10;S GRAVENHAGE;80259.9855000004;451976.160999998;4.297571472348511;52.05105066163404
131;H170;H170;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Combi;In bedrijf;Onbekend;GROVESTINSSTR;7;;ENECO;2012-03-15;Combi;ENECO;;Openbare weg;2532SR;10;S GRAVENHAGE;80401.2954999991;451782.660500001;4.29967351430296;52.049330756713466
132;H185;H185;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;GLORIANTSTR;6;;Inpandig;2012-01-26;Stedin;Inpandig;;Openbare weg;2531EX;10;S GRAVENHAGE;80444.9525000006;452209.1525;4.30021679313292;52.053169415098246
133;H183;H183;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;ERASMUSPLN;1-84;;Onbekend;2012-03-15;Stedin;Onbekend;FLAT;Openbare weg;2532RA;10;S GRAVENHAGE;80466.4019999988;452048.1305;4.300564592643062;52.05172523340429
134;H191;H191;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;WILDENBORGHSTR;141;;Onbekend;2012-01-26;Stedin;Onbekend;;Openbare weg;2531JC;10;S GRAVENHAGE;80533.629999999;451896.489500001;4.3015776017156115;52.05037150797838
136;H146;H146;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;COEVORDENSTR;3;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2541TH;10;S GRAVENHAGE;79345.2085000016;451633.884;4.284313103189338;52.047850590094406
137;H136;H136;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;TUBBERGENSTR;125;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2545PJ;10;S GRAVENHAGE;78909.0705000013;451659.033500001;4.2779506515240175;52.048016898507335
138;H302 Station;H302;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;LEYWG;611;;Inpandig;2015-12-15;Stedin;Inpandig;BV SUCCES;Openbare weg;2545GJ;10;S GRAVENHAGE;78760.3335000016;451713.539999999;4.275770595114643;52.04848629343163
139;H137;H137;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;VLEDDERSTR;10;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2545RN;10;S GRAVENHAGE;78691.6539999992;451784.741999999;4.274753656399583;52.04911671354118
140;H910 Station;H910;Station;Station 10/0,4 kV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;LOEVESTEINLN;465;;Onbekend;2015-12-15;Stedin;Onbekend;PHAROSTOREN;Onbekend;2533AP;20;S GRAVENHAGE;79235.4629999995;451792.923999999;4.282678264588009;52.04926484845054
141;H135;H135;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;FLUITENBERGSTR;;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2545NK;10;S GRAVENHAGE;78883.2314999998;451889.184999999;4.277522773086939;52.05008165634029
142;H508 Station;H508;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Onbekend;In bedrijf;Onbekend;LOEVESTEINLN;4.71/4.76;;ENECO;2015-12-15;Stedin;ENECO;DE FLUITENBERG NAAST 476;Terrein;2533AM;10;S GRAVENHAGE;79026.8524999991;451922.962499999;4.279608690087327;52.05040491139194
143;H122;H122;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;HOLTENSTR;170;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2541AZ;10;S GRAVENHAGE;78657.4629999995;452006.988000002;4.274205644022666;52.051109264140294
144;E122;E122;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;ALLARD PIERSONLAAN;;;Onbekend;2012-01-25;Stedin;Onbekend;GOEVERNEURLN;Openbare weg;2522;10;S GRAVENHAGE;82146.4895000011;452866.5975;4.324880262749982;52.05930405546938
145;E121;E121;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;DAMASSTRAAT;NAAST 96;;Onbekend;2012-01-25;Stedin;Onbekend;;Openbare weg;2522;10;S GRAVENHAGE;82254.6950000003;452609.745999999;4.326512520558253;52.0570099943784
147;E115;E115;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;PASTEURPLEIN;;;Onbekend;2012-01-25;Stedin;Onbekend;;Openbare weg;2522;20;S GRAVENHAGE;82421.5460000001;453264.351;4.328805847470324;52.062914692684345
148;E1100 Station;E1100;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;LINNAEUSSTR;12;;Onbekend;2015-12-09;Stedin;Onbekend;;Openbare weg;2522GR;20;S GRAVENHAGE;82461.4640999995;452810.871599998;4.329484191008224;52.05884458178129
149;E1102 Station;E1102;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Onbekend;In bedrijf;Onbekend;PASTEURSTR;301;;Onbekend;2015-12-15;Stedin;Onbekend;P.C.HUMMELOORDSCHOOL;Terrein;2522RD;10;S GRAVENHAGE;82548.7930000015;452856.5845;4.330747671247029;52.05926682160048
151;E1101 Station;E1101;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;P v TROOSTWIJKSTRAAT;;;Onbekend;2015-12-15;Stedin;Onbekend;J.V.D.HEYDENSTR.;Openbare weg;2522;10;S GRAVENHAGE;82789.4659999982;452858.732999999;4.334256050055371;52.059317547880745
154;B715 Station;B715;Station;Station 10/0,4 kV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;JUNOSTRAAT;24;;Onbekend;2015-12-17;Stedin;Onbekend;;Openbare weg;2516;10;S GRAVENHAGE;83196.6030000001;453330.078499999;4.340092715848308;52.06360636837668
155;Z293;Z293;Station;Station 10/0,4 kV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;BINCKHORSTLAAN;;;Inpandig;2012-03-15;Stedin;Inpandig;GEM.WERKEN;Openbare weg;2516;10;S GRAVENHAGE;83418.8374999985;453307.259500001;4.343337834676572;52.06343005593349
156;TR87 Station;TR87;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;HOEKWG;1;;Onbekend;2015-12-17;Stedin;Onbekend;;Openbare weg;2275TA;10;VOORBURG;83502.6895000003;452860.875500001;4.3446539065624705;52.0594292944526
157;W33 Station;W33;Station;Station 10/0,4 kV;Niet van toepassing;2023-02-02;Onbekend;In bedrijf;Onbekend;BINCKHORSTLAAN;400;;Inpandig;2015-12-17;Stedin;Inpandig;HANZE GEBOUW;Terrein;2516;10;S GRAVENHAGE;83503.4849999994;453265.236000001;4.344580849147186;52.06306332725769
158;B736 Station;B736;Station;Station 10/0,4 kV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;MAANWG;68;;Inpandig;2015-12-15;Stedin;Inpandig;V.D. GUN;Openbare weg;2516AA;20;S GRAVENHAGE;83655.5789999999;453379.759;4.346774533816146;52.064112136284116
159;10241 Station;10241;Station;Station 10/0,4 kV;Niet van toepassing;2023-02-01;Stedin;In bedrijf;Onbekend;LN V S GRAVENMADE;2;;Inpandig;2015-12-17;Stedin;Inpandig;RTV WEST;Openbare weg;2495AJ;20;S GRAVENHAGE;84260.3350000009;451644.578000002;4.355951762458971;52.04859580613294
160;5236 Station;5236;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;VIRULYLN;52;;AKA;2015-12-17;Stedin;AKA;GAS UNIE;Terrein;2495BB;10;S GRAVENHAGE;84503.6195;452474.7425;4.359326556738721;52.05608741196448
61;R140;R140;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;Buiten bedrijf;Onbekend;ZYDELN;5;;ENECO;2015-12-02;Stedin;ENECO;;Openbare weg;2594BV;10;S GRAVENHAGE;84625.0625;457819.190000001;4.359994582597536;52.10413268776974
62;R121;R121;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Combi;In bedrijf;Onbekend;HONGARENBURG;1;;ENECO;2012-03-15;Combi;ENECO;;Openbare weg;2591VH;10;S GRAVENHAGE;84434.7969999984;456071.419500001;4.357579643494466;52.08840152961229
63;R42 Station;R42;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;DENENBURG;81;;Inpandig;2015-12-15;Stedin;Inpandig;FLAT;Terrein;2591AB;10;S GRAVENHAGE;84450.4164999984;456257.8455;4.357768945945393;52.09007890237848
64;R40 Station;R40;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;FINNENBURG;53;;Inpandig;2015-12-15;Stedin;Inpandig;GEM.WERKEN (GEMAAL);Openbare weg;2591XJ;20;S GRAVENHAGE;84451.942499999;455990.642499998;4.3578464863307955;52.08767778401563
66;B100;B100;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Combi;In bedrijf;Onbekend;C REINIERSZKD;71;;ENECO;2012-03-15;Combi;ENECO;BIJ VLASKAMP;Openbare weg;2593HM;10;S GRAVENHAGE;83587.7305000015;456158.712499999;4.3452036787880255;52.089077398421836
67;B107;B522;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;V HEUTSZSTR;;;Inpandig;2015-12-01;Stedin;Inpandig;STADSDEELKANTOOR;Naast;2593PK;10;S GRAVENHAGE;83681.2769999989;455807.390500002;4.346641898388402;52.08593218846562
68;R113;R2;Station;Station 10/0,4 kV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;GERSTKAMP;7;;ENECO;2015-12-02;Stedin;ENECO;;Openbare weg;2592CN;10;S GRAVENHAGE;84040.2019999996;456049.743999999;4.351827476815332;52.08815629856221
69;R25 Station;R25;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;HAVERKAMP;341;;ENECO;2015-12-15;Stedin;ENECO;;Openbare weg;2592;10;S GRAVENHAGE;84097.9059999995;456239.362500001;4.352629881658171;52.08986776218083
71;R114;R114;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;TARWEKAMP;59;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2592XH;10;S GRAVENHAGE;84212.1534999982;456063.664000001;4.354333144759881;52.0883034085773
72;R115;R115;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;GERSTKAMP;170;;ENECO;2012-03-15;Gemeente Den Haag;ENECO;;Openbare weg;2592XV;10;S GRAVENHAGE;84232.9875000008;455911.855999999;4.354668588160262;52.086941797477
73;R120;R120;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;DENENBURG  ;118;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2592BZ;10;S GRAVENHAGE;84309.8055000007;456242.362500001;4.355720727776698;52.089921821635514
74;Z281;Z281;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Combi;In bedrijf;Onbekend;ZAANSTRAAT;36;;Inpandig;2012-03-15;Combi;Inpandig; ;Openbare weg;2515TN;20;S GRAVENHAGE;82276.8379999995;454593.874000002;4.3264127138131965;52.074843879705604
1;F101;F101;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;V MONTFOORTLN;80;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2596ST;20;S GRAVENHAGE;82057.1675000004;457262.962499999;4.32263812953415;52.09880147597846
2;F102;F102;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;V HOGENHOUCKLN;68;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2596TG;10;S GRAVENHAGE;81704.9050000012;457299.1435;4.317490104223057;52.09908008563828
3;F135;F135;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;RUYCHROCKLN;171;;Inpandig;2012-01-25;Stedin;Inpandig;FLAT DUINWIJCK;Openbare weg;2597EL;10;S GRAVENHAGE;81928.4219999984;457446.322000001;4.320720151855251;52.10043229793003
4;F603 Station;F603;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;V OUWENLN;42;;ENECO;2015-12-15;Stedin;ENECO;;Openbare weg;2597CX;10;S GRAVENHAGE;82195.3619999997;457549.199000001;4.324593534942011;52.10139200973066
6;F401 Station;F401;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Onbekend;In bedrijf;Onbekend;V ALKEMADELN;50;;ENECO;2015-12-15;Stedin;ENECO;TNT POST;Terrein;2597AW;10;S GRAVENHAGE;81686.3779999986;457780.206999999;4.317116268650418;52.10340082212376
7;F111;F111;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;GRANDWEG LE;;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2597;10;S GRAVENHAGE;82139.2930000015;457821.787000001;4.323717041628235;52.1038343105177
8;F116;F116;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Combi;In bedrijf;Onbekend;C RUYSLN;225;;ENECO;2012-03-15;Combi;ENECO;;Openbare weg;2597TL;20;S GRAVENHAGE;82419.1165000014;457842.596500002;4.327796287684691;52.10405809371259
9;F114;F114;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;J MUSCHLN;17;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2597TP;10;S GRAVENHAGE;82342.7384999991;457870.138;4.326675767085752;52.104295579082944
10;F109;F109;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;WAALSDORPERWG;197;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2597HV;10;S GRAVENHAGE;81749.6900000013;457897.252999999;4.318015057190644;52.10446106765445
11;F113;F113;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;E DE BOER V RYKLN;;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2597TJ;10;S GRAVENHAGE;82313.3255000003;457930.673500001;4.32623360312054;52.10483573382285
13;F405 Station;F405;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;T MANN BOUWM LN;1;;ENECO;2015-12-15;Stedin;ENECO;HUIZE DELBRECHT BEIJEREN;Terrein;2597GT;10;S GRAVENHAGE;82067.2129999995;457971.874000002;4.322632999910308;52.105173608542884
14;F610 Station;F610;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Stedin;In bedrijf;Onbekend;J MUSCHLN;190/300;;Inpandig;2015-12-15;Stedin;Inpandig;FLAT DUINHORST;Openbare weg;2597VD;10;S GRAVENHAGE;82436.5234999992;458046.572500002;4.328006884015026;52.10589345909288
15;B307 Station;B307;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Onbekend;In bedrijf;Onbekend;J BILDERSSTR;11;;Inpandig;2015-12-15;Stedin;Inpandig;MAERLANT LYCEUM;Terrein;2596ED;10;S GRAVENHAGE;82008.6579999998;456516.159000002;4.322090172240371;52.092083739975564
16;Z511;Z511;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;J ISRAELSPLN;;;ENECO;2012-03-15;Gemeente Den Haag;ENECO;;Openbare weg;2596AS;10;S GRAVENHAGE;81836.8055000007;456521.754500002;4.319581660589089;52.09211133822791
17;F137;F137;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;V HOYTEMASTR;41;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2596EN;10;S GRAVENHAGE;82204.7520000003;456547.499000002;4.324944476801307;52.092391207472865
18;F121;F121;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Combi;In bedrijf;Onbekend;ROELOFSSTR;143;;ENECO;2012-03-15;Combi;ENECO;;Terrein;2596VM;10;S GRAVENHAGE;82490.4589999989;456562.662;4.329109727310391;52.09256497267164
19;F122;F122;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;SADEESTR;31;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2596XB;10;S GRAVENHAGE;82380.0844999999;456621.315499999;4.3274868609126;52.0930776092128
21;F126;F126;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;H NIBBRIGKD;1;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2597XN;10;S GRAVENHAGE;82665.7419999987;456647.191500001;4.331649190790344;52.09334755364665
