Leveranciers;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
De Reactor;;;;;;;2;2
De Staffing Groep Nederland B.V.;;;;;1;;4;4
De Vliegenier;;;;;;;1;1
De Wolf Training & Advies;;;;;;;3;3
Decos Software Engineering B.V.;;;;1;;2;3;3
Defacto Software B.V.;;;;2;2;;;3
Defence for Children International-Nederland;;;2;;;;2;2
DEKRA Certification B.V.;;;;;;;2;2
Dell Int. Holdings XII Coöperatief UA;;2;;1;;;;2
Deloitte Consulting B.V.;;;;;3;;2;3
Deloitte Risk Advisory B.V.;;;;2;;;;2
Den Haag Centrum v. Strategische Studies B.V.;;;;;;;2;2
Detron Communication Solutions;;4;;2;2;5;;5
Diagram B.V.;;;;;;;1;1
Digidentity B.V.;;1;;1;;;;2
Digital Revolution B.V.;;1;1;;;;;1
Dimencegroep;;;;;;;1;1
Discountoffice.nl B.V.;1;1;1;;;;;1
Diversey B.V.;1;;;;;;;1
Docspro B.V.;;1;;2;2;;;2
Docuwork B.V.;;;;1;;;;1
DocWolves B.V.;;;;1;;;;1
Doktershuis Oude Noorden;;;;;;;1;1
Doorwerth Groep B.V.;;;;;;;1;1
Double Healix Lead.ship Educat. And Dev. B.V.;;;;;;;1;1
Doxis;;;2;;;;;2
DPI Animation House B.V.;;;;;1;;;1
Drentea Kantoormeubelen;;;;;1;;;1
Driessen B.V.;;;;;;;2;2
DSP-Groep B.V.;;;;;;;2;2
DTG B.V.;;;;;;1;;1
Durable Advice;;;;;;;2;2
Duurzaam Managen B.V.;;;;;;;3;3
DVJ Insights;;;;;;;2;2
DXC Technology;;;;6;;;1;6
Dyna-Tech;;1;;;;1;;1
Easy Ergonomics B.V.;;1;;;;;;1
Easyhosting B.V.;;;;;1;;;1
ECDL Nederland;;;;1;;;;1
Edpnet B.V.;;;;;;1;;1
Eenhoorn Fotografie;;;;;;;1;1
Effect Consulting B.V.;;;;;;;2;2
Effectory B.V.;;;;;;;2;2
eFormity;;;;1;;;;1
EGM Architecten B.V.;;;;;;;2;2
Eijlander Electronics B.V.;;1;;;;;;1
Eijsink Afrekensystemen;;;;1;;;;1
Eindtotaal;8;9;8;11;9;9;10;13
ElanWave Nederland B.V.;;2;3;;;;;3
Elkerlieck Esthetique B.V.;;;;;;;1;1
Ellie Roetgerink Consultancy;;;;;;;2;2
Elmar Hellendoorn;;;;;;;2;2
Elseco B.V.;;;1;;;;;1
Emergis;;;;;;;1;1
EMMA Communicatie B.V.;;;;;1;;2;3
Employee Benefits Cons. Nederland (EBCN) B.V.;;;;;;;1;1
ENGIE Serv. Zuid vestiging Maastricht-Airport;;1;;;;;;1
ENGIE Services West B.V.;;;;;1;;;1
Enliven Media;;;;;;;2;2
Ensura Solutions B.V.;;;;;1;;;1
Entopic B.V.;;;;1;1;;;1
Equinix (Netherlands) B.V.;;7;;;;;;7
E-quipment B.V.;;;;;1;;;1
Equipment Services B.V.;;1;;;;;;1
Equium Holding B.V.;;;;;1;1;;1
Ergo2Work B.V.;;1;;;;;;1
Ergonomique;;1;;;;;;1
Ergozit;;;;;;;1;1
Ernst & Young Accountants LLP;;;;;;;2;2
E-Semble;;;;1;;;;1
Esri Nederland;;;;2;;;;2
EVA van Hoorn, verloskundigepraktijk;;;;;;;1;1
Evean Winkel logistiek centrum;;;;;;;1;1
Evers Kassasystemen B.V.;;1;1;;;;;1
Evite Services B.V.;;;;;;;2;2
Exact Netherlands B.V.;;;;1;;;;1
Experian Nederland B.V.;;;1;;;1;;1
Facilion B.V.;;;;;1;;;1
FÃ¼rst B.V.;;1;;;;;;1
Faillissementsfraude.nl B.V.;;;;;;;2;2
Falkplan B.V.;;;;1;;;;1
Fanplay;;;1;;;;;1
Farnell (Netherlands) B.V.;;1;;;;;;1
FET Communicatie;;;;;;;1;1
Finalist IT Group B.V.;;;;1;;;;1
Flash Rental Services B.V.;;1;;;2;;;2
Flexposure B.V.;;1;;;;;;1
Flip! Reclame Promotie & Ontwerp;;;1;;;;;1
flux.partners B.V.;;;;;;;3;3
FMMU Advies B.V.;;;;;;;6;6
Fontijn Co-creatie B.V.;;;;;;;2;2
For Conference B.V.;;;;;;1;;1
Forensisch milieuonderzoek Utrecht;;;;;;;2;2
Forest & Young Investments B.V.;;;;;1;;;1
Fort Voordorp B.V.;;;;;;;2;2
Fotografie : Paul Voorham;;;;;;;1;1
fourteen design;;;;;;;1;1
Fox Crypto B.V.;;2;;2;;;;3
Fox-IT;;;;;2;;;2
Freihov B.V.;;;;;;;3;3
Fujitsu Technology Solutions B.V.;3;7;4;9;4;;4;9
Fysicon B.V.;;;;2;;;;2
Fysiotherapie Amsterdam Oost;;;;;;;1;1
Fysiotherapie Gezondheidscentra Osdorp;;;;;;;1;1
Fysiotherapiepraktijk op de Drentse Hoek;;;;;;;1;1
G2 Speech B.V.;;;;1;;;;1
G4S Cash Solutions B.V.;;;;;7;;;7
GÉANT Vereniging;;;;;1;;;1
Gaastra Management;;;;;;;1;1
Gaffar;;;;;;;1;1
Games & Learning;;;;;;;2;2
Gannexion B.V.;;;;;1;;;1
Gartner Nederland B.V.;;;3;2;;;4;4
Gauddi B.V.;;;;1;;1;;1
Geert Groote Huisartsengroepspraktijk;;;;;;;1;1
Gemnet B.V.;;;3;;2;2;;3
GeoGap;;;;;1;;;1
Geostick Self-Adhesive Labels;;;;;;;1;1
Gert Walhof Advies;;;;;;;1;1
Gezondheidscentrum de Pastorie;;;;;;;1;1
Gezondheidscentrum De Spil;;;;;;;1;1
Gezondheidscentrum Kersenboogerd;;;;;;;1;1
Gezondheidscentrum Leidschenveen;;;;;;;1;1
Gezondheidscentrum Venserpolder;;;;;;;1;1
Gezondheidscentrum Vijfhoek;;;;;;;1;1
Gezondheidscentrum voor Asielzoekers B.V.;;;;;;;3;3
GGz Centraal locatie Zon & Schild;;;;;1;;1;2
GGZ Dennenweg;;;;;;;1;1
GGZ inGeest Overschiestraat;;;;;;;1;1
GGZ-Reflection Haaglanden B.V.;;;;;;;1;1
Gispen Kantoorinrichting;;1;1;;1;;;1
GJW Waarneming;;;;;;;1;1
GMI Groep B.V.;;;;;;;3;3
Gosler huisarts waarnemingen;;;;;;;1;1
Grafisch Service Centrum Kik;;1;1;;;;;1
Green Valley B.V.;;;;2;;;;2
GripNet B.V.;;;;1;;1;;1
Groothandel Albatros B.V.;;;;1;;;;1
GSM Goodies B.V.;;;;;;1;;1
Gunnewijk Psychiatrie;;;;;;;1;1
H. Schippers It;;;;1;;;;1
Haagse Beek organisatieadvies B.V.;;;;;;;2;2
Habilis ACTO;;;;;;;1;1
Hans van Santen Advies;;;;;;;2;2
HaskoningDHV Nederland B.V.;;;;;;;1;1
Hbsoftware B.V.;;;;1;;;;1
HDM Management;;;;;;;1;1
HeadFirst B.V.;;;;;;;4;4
Health2Work B.V.;1;1;1;;;;;2
Healthy Mind MECK;;;;;;;1;1
Heart for Health Amsterdam B.V.;;;;;;;1;1
Heesters-Mediation;;;;;;;1;1
Heijmans Utiliteit;;1;;2;;;;2
HeldenVan.nu;;;;;;1;;1
Hengst Holding B.V.;;;;;;;2;2
Hertzinger Satelliet Ontvangst B.V.;;1;;;;;;1
Heruitvinder;;;;;;;1;1
Hewlett-Packard Nederland B.V.;;2;;;;;;2
Hireserve B.V.;;;;1;1;;;1
HMC Gezondheidscentrum Bronovo;;;;;;;1;1
Hoffmann Bedrijfsrecherche B.V.;;;;;;;2;2
Horequip B.V.;;;;;;;2;2
Horus Huisartsenzorg;;;;;;;1;1
Hospitality Design B.V.;;;;;;;1;1
Hostnet B.V.;;;1;;;1;;1
HowAboutYou B.V.;;;1;1;;;;1
Huisarts HJ Munneke;;;;;;;1;1
Huisarts Obaidy;;;;;;;1;1
Huisartsen Beijum;;;;;;;1;1
Huisartsen Collectief Korte Geer;;;;;;;1;1
Huisartsen Oog in Al;;;;;;;1;1
Huisartsen Pleinwegpraktijk;;;;;;;1;1
Huisartsen Rustenburg;;;;;;;1;1
Huisartsen Vereniging Delzijl;;;;;;;1;1
Huisartsen Zorggroep Babylon B.V.;;;;;;;1;1
Huisartsencentrum Pniël;;;;;;;1;1
Huisartsengroepspraktijk Lombok;;;;;;;1;1
Huisartsenmaatschap Assen Oost;;;;;;;1;1
Huisartsenmaatschap J. Spies & M. ten Napel;;;;;;;1;1
Huisartsenmaatschap Musterd/Moazzeni;;;;;;;1;1
Huisartsenmaatschap Terwinselen;;;;;;;1;1
Huisartsenprakt. Ulestraten - Arts Ridderbeks;;;;;;;1;1
Huisartsenprakt. van Buuren, Hiddink&Verburg;;;;;;;1;1
Huisartsenpraktijk Abarbanel;;;;;;;1;1
Huisartsenpraktijk Asklepios;;;;;;;1;1
Huisartsenpraktijk Aydinli;;;;;;;1;1
Huisartsenpraktijk B75;;;;;;;1;1
Huisartsenpraktijk Baars;;;;;;;1;1
Huisartsenpraktijk Baskaya;;;;;;;1;1
Huisartsenpraktijk Bos en Lommer;;;;;;;1;1
Huisartsenpraktijk Bosma Buurman;;;;;;;1;1
Huisartsenpraktijk Buist en Willemsen;;;;;;;1;1
Huisartsenpraktijk Butijn;;;;;;;1;1
Huisartsenpraktijk De Admiraal;;;;;;;1;1
Huisartsenpraktijk de Folgeren;;;;;;;1;1
Huisartsenpraktijk de Jong & Steenhuisen;;;;;;;1;1
Huisartsenpraktijk De Oude Kapelanie;;;;;;;1;1
Huisartsenpraktijk De Reiger;;;;;;;1;1
Huisartsenpraktijk De Vecht;;;;;;;1;1
Huisartsenpraktijk De Waluwe;;;;;;;1;1
Huisartsenpraktijk De Weerark;;;;;;;1;1
Huisartsenpraktijk Deil;;;;;;;1;1
Huisartsenpraktijk Drs. F. Ogbuli;;;;;;;1;1
Huisartsenpraktijk Elings;;;;;;;1;1
Huisartsenpraktijk Fan Marren;;;;;;;1;1
Huisartsenpraktijk Feis;;;;;;;1;1
Huisartsenpraktijk Heemstedestraat;;;;;;;1;1
Huisartsenpraktijk Heerderhof;;;;;;;1;1
Huisartsenpraktijk Heikens;;;;;;;1;1
Huisartsenpraktijk Hendricks-Adriaens;;;;;;;1;1
Huisartsenpraktijk 'Het Anker';;;;;;;1;1
Huisartsenpraktijk 'Het Station';;;;;;;1;1
Huisartsenpraktijk Holtenzorg;;;;;;;1;1
Huisartsenpraktijk Hoornaar;;;;;;;1;1
Huisartsenpraktijk in 't Holt;;;;;;;1;1
Huisartsenpraktijk Johan de Witt;;;;;;;1;1
Huisartsenpraktijk Kolk;;;;;;;1;1
Huisartsenpraktijk Koningslaan B.V.;;;;;;;1;1
Huisartsenpraktijk Kramers en Westra;;;;;;;1;1
Huisartsenpraktijk M.A. van den Hurk;;;;;;;1;1
Huisartsenpraktijk Meteorensingel;;;;;;;1;1
Huisartsenpraktijk Micha�l;;;;;;;1;1
Huisartsenpraktijk Nieuw-Dordrecht;;;;;;;1;1
huisartsenpraktijk oudemans;;;;;;;1;1
Huisartsenpraktijk Pannerden;;;;;;;1;1
Huisartsenpraktijk Pelser;;;;;;;1;1
Huisartsenpraktijk Poelenburg;;;;;;;1;1
Huisartsenpraktijk R. Runhert en W. Busser;;;;;;;1;1
Huisartsenpraktijk Rasenberg;;;;;;;1;1
Huisartsenpraktijk Rietkampen;;;;;;;1;1
Huisartsenpraktijk Roomburgh;;;;;;;1;1
Huisartsenpraktijk Rutgers en de Joode;;;;;;;1;1
Huisartsenpraktijk Stoppels;;;;;;;1;1
Huisartsenpraktijk Tjin-A-Ton;;;;;;;1;1
Huisartsenpraktijk Traverse;;;;;;;1;1
Huisartsenpraktijk van der Vegt en Strikwerda;;;;;;;1;1
Huisartsenpraktijk van Eerd;;;;;;;1;1
Huisartsenpraktijk van Raalte;;;;;;;1;1
Huisartsenpraktijk Verdilaan B.V.;;;;;;;1;1
Huisartsenpraktijk Versteeg & Koenders;;;;;;;1;1
Huisartsenpraktijk Wantveld;;;;;;;1;1
Huisartsenpraktijk Weerdsingel;;;;;;;1;1
Huisartsenpraktijk Zegveld B.V.;;;;;;;1;1
Huisartsenpraktijk ZorgPunt Lombardijen;;;;;;;1;1
Huisartsenpraktijk Zwerver;;;;;;;1;1
Huisartspraktijk Beckmann;;;;;;;1;1
Huisartspraktijk De Gier;;;;;;;1;1
Huisartspraktijk Drabbe;;;;;;;1;1
Huisartspraktijk Heijne;;;;;;;1;1
Huisartspraktijk Mozaiek;;;;;;;1;1
Huisartspraktijk Spies;;;;;;;1;1
Huisartspraktijk Thung;;;;;;;1;1
Human Capital Engine;;;;;;;3;3
HVR PA/PR;;;;;1;;;1
i3 groep;4;7;;4;2;;;7
IBM Nederland B.V.;;;;5;;;;5
ICATT Interactive Media B.V.;;;;2;;;;2
ID Ware International B.V.;1;;;;;;;1
Ideas to Interconnect B.V.;;;;;;;4;4
Identiteit & Diensten B.V.;;1;;;;;;1
IDgis B.V.;;;;1;;;;1
iMPRoVe!;;;;;;;2;2
Improven B.V.;;;;;;;2;2
Impulse Info Systems;;;;6;4;;;6
Imtech Nederland B.V.;;;;;;4;;4
In2Content B.V.;;;;;;;2;2
Inconnect B.V.;;;;;;;1;1
Incontrol Management Consultants B.V.;;;;2;;2;;3
Indigo Brabant B.V.;;;;;;;1;1
Indigo Midden-Nederland B.V.;;;;;;;1;1
Indocs B.V.;;;;2;;;;2
INEPRO Group B.V.;;1;;;;;;1
Inflecto B.V.;;;;;;;1;1
Infoland;;;;;1;;;1
Infoprojects;;;;;;;3;3
Information Dynamics B.V.;;;;2;;;;2
Informatique Computers & Componenten;;1;;;;;;1
Infotheek ICT Services B.V.;;2;;;;;;2
Infracom Internet B.V.;;;;;;1;;1
Infrastructure Services & Projects B.V.;;2;;;;;;2
Ingenico e-Commerce Solutions B.V.;;;;1;;;;1
Ingenieursbureau B-Ware B.V.;;;;1;;;1;1
Innovative Design Delft (I.D.D.);;;;3;;;;3
Inprove IT B.V.;;;;1;;;2;2
Insight Enterprises Netherlands B.V.;2;1;4;7;;;;7
InsightsWorld B.V.;;;;1;;;;1
Instituut voor Psychotrauma Nederland B.V.;;;;;;;1;1
Integron B.V.;;;;;;;2;2
Interactive Affairs B.V.;;;;1;;;;1
Interkerkel. Sticht. Zorgvoorzien. De Brug;;;;;;;1;1
Internedservices;;;1;1;;;;1
Internet Unie Services B.V.;;;;;;;2;2
Intimus International Netherlands B.V.;1;2;1;;;;;2
Inview Veldwerk B.V.;;;;;;;4;4
Iolan B.V.;;;;3;;;;3
IP Begeleiding;;;;;;;2;2
i-psy Haaglanden B.V.;;;;;;;1;1
i-psy Midden & Noord Nederland B.V.;;;;;;;1;1
i-psy Noord-Holland B.V.;;;;;;;1;1
IQIP B.V.;;;1;;;;;1
Ithos Automatisering;;;;;1;;;1
Ivo Broekhuizen Communicatie;;;;;;;2;2
Ivo Vrancken;;;;;;;2;2
Ivory Studio B.V.;;;;2;;;;2
J.B.S. Handelsonderneming;1;;;;;;;1
J.L. Runhaar B.V.;;;;;;;1;1
J.P.A.C. Rozestraten B.V.;;;;;;;1;1
JD Knowledge B.V.;;;;1;;;;1
JIJ Coaching;;;;;;;1;1
Joh. Ensched� Amsterdam B.V.;;;;;;;2;2
Jong & Je Wil Wat;;;;;;;2;2
Jongerius Gerechtsdeurwaard./Jur./Inc. B.V.;;;;1;;;;1
JooSign;;1;;;;;;1
JOUWÂ® bureau B.V.;;;;;1;;1;1
Juris B.V.;;;;2;;;;2
Kardex Systemen B.V.;;1;;;;;;1
Kariman;;;;;;;1;1
Karloff;;;;;;;2;2
Kassa Noord;;;;;1;;;1
Keiretsu Europe B.V.;;;1;;;;;1
Kelly de Vries;;;;;;;2;2
Kembit B.V.;;;;3;;;;3
Kennis- en Adviescentrum Dierplagen;;;;;;;2;2
Kentie Nederland B.V.;;1;;;;;;1
Khonraad Software Engineering B.V.;;;;1;;;;1
Kiwi Consult B.V.;;;;;;;1;1
KKgradient;;;;;;;1;1
Knowledge Exchange B.V.;;;;;;2;;2
Kodision B.V.;;1;;1;;;;1
Koek en Ei Mediation Advies Coaching;;;;;;;1;1
KPMG Audit;;;;2;;;4;4
KPN B.V.;;4;4;4;5;7;7;7
Kris Kras context, content and design;;;;;;;1;1
Kwink Groep B.V.;;;;;;;2;2
Laanbroek Schoeman Adviseurs B.V.;;;;;;;3;3
Ladago;;;1;;;;;1
Laheij Gespreksleiding;;;;;;;1;1
Lead B.V.;;;;2;;;;2
LeaseWeb Netherlands B.V.;;;;1;1;;;1
LegalThings B.V.;;;;2;;;;2
Legs Boelen;;;;;;;1;1
Lentenaer B.V.;;;;;;;3;3
LexisNexis Univentio B.V.;;;;;;2;;2
Liander N.V.;;;1;;;;;1
Lindorff B.V.;;;;;;1;;1
LINKIT B.V.;;;;;;;4;4
Linssen Elektrotechniek B.V.;;;;;;1;;1
Lloyd's Register Nederland B.V.;;;;1;;;1;1
Logeion;;;;1;;;;1
Lomitel Zuid B.V.;;;;1;;;;1
Lost Lemon B.V.;;;;;;;2;2
Lotte van Gaalen;;;;;;;1;1
Lucertis;;;;;;;1;1
LvB waarnemend huisarts;;;;;;;1;1
Lydia Janssen;;;;;;;2;2
M & I /Partners B.V.;;;;;;;2;2
M & I Broadcast Services B.V.;;;;;;1;;1
M&R Micro-Imaging;;;;;;;3;3
M. Albers;;;;1;;;;1
M. Farahani B.V.;;;;;;;1;1
Maatschap Anesthesiologie Leeuwarden;;;;;;;1;1
Maatschap Cardiologen Drechtsteden;;;;;;;1;1
Maatschap Cardiologie CWZ;;;;;;;1;1
Maatschap de Bruijn-Boddaert;;;;;;;1;1
Maatschap Deneer & van Gaalen;;;;;;;1;1
Maatschap Drenth en Vlaar;;;;;;;1;1
Maatschap Duijn en Simons;;;;;;;1;1
Maatschap Huisartsen Schelfhoed;;;;;;;1;1
Maatschap Huisartsenpraktijk Melick;;;;;;;1;1
Maatschap Huisartsenpraktijk Molenweg;;;;;;;1;1
Maatschap Huisartsenpraktijk Samba;;;;;;;1;1
Maatschap Huisartsenpraktijk Vijverberg;;;;;;;1;1
Maatschap Kaakchirurgie Drachten;;;;;;;1;1
Maatschap Longartsen Martiniziekenhuis;;;;;;;1;1
Maatschap MSB Almere e.o.;;;;;;;1;1
maatschap MSB Gooi en Eemland;;;;;;;1;1
Maatschap Neurologenassociatie Dordrecht;;;;;;;1;1
Maatschap Neurologie Scheperziekenhuis Emmen;;;;;;;1;1
Maatschap Oogheelkunde Alkmaar;;;;;;;1;1
Maatschap plast.chir. azr/sfg;;;;;;;1;1
Maatschap Psychiatrie Amphia Ziekenhuis;;;;;;;1;1
Maatschap Reumatologie Heerlen/Sittard;;;;;;;1;1
