OBJECTID,PUIC,NAAM,PRORAIL_GEBIED,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,IN_GEBRUIK,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
19,b9fc8025-07af-4570-97dd-637b3a326c8c,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.421602,"6,421602",56.903762,"56,903762",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,90486.578,431881.078,51.87173699,4.45042071
20,8614dd67-eac3-4d16-b08c-23281e611a4b,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.516289,"6,516289",74.693521,"74,693521",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,90398.6,431867.111,51.87160128,4.44914598
21,c9ad994e-438d-471f-8436-83e3898626b2,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.736484,"6,736484",118.430002,"118,430002",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,90177.988,431883.554,51.87172344,4.44593986
22,60f5d4de-fe64-4fb3-8b20-1eefd5d6fed7,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,7.011601,"7,011601",25.908039,"25,908039",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,89906.977,431784.147,51.87079845,4.44202385
23,f9380878-5344-497b-859b-5185a2ca4609,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.207563,"906,207563",43.959949,"43,959949",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125972.052,484542.528,52.34802536,4.96118612
24,c8680281-7f8a-4dc0-b4cc-0de487aa2ed9,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,588,,588,588__,Amsterdam Dijksgracht,1.890452,"1,890452",70.538931,"70,538931",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,123664.561,487477.19,52.37427344,4.9270488
25,dfdbad32-844c-4d6b-ba3b-96539a3c9f0f,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.309659,"906,309659",39.037438,"39,037438",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126090.462,484524.556,52.34787008,4.96292541
26,e89b980a-b24c-4e5f-b1b0-b91fc117e564,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.93906,"905,939060",-13.729841,"-13,729841",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125768.271,484745.758,52.34984106,4.95817784
27,8c5090a4-4bc7-417b-9a76-4ada1471903c,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.177641,"78,177641",32.353558,"32,353558",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119608.479,489363.665,52.39098128,4.86728967
28,a7991b6b-aaf0-451c-8371-2776565bfa17,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.583245,"904,583245",80.850971,"80,850971",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124687.416,485443.802,52.35605608,4.94225207
29,bf17f3f0-aebf-41b7-bc57-62ed12248654,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.460807,"905,460807",15.773047,"15,773047",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125369.504,485006.59,52.3521639,4.95230247
30,0373b595-179d-4f5a-90df-1f6bbc09f57c,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.462994,"906,462994",21.510579,"21,510579",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126246.214,484554.065,52.34814347,4.96520864
31,25bff1aa-d41e-4106-90f3-95f2496410c6,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,588,,588,588__,Amsterdam Dijksgracht,2.082801,"2,082801",29.062489,"29,062489",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,123833.585,487447.735,52.37401834,4.92953352
32,4359e662-1fb3-45db-94d2-b50b619bdb17,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.819154,"905,819154",-14.082198,"-14,082198",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125670.11,484813.965,52.35044884,4.95673126
33,56a0ec4a-a3d2-4222-9c85-c46f43bd2540,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,34.342802,"34,342802",-82.751595,"-82,751595",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135650.027,456426.178,52.09574901,5.10482536
34,e8346749-76d8-42ef-9038-538dc97aab7c,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.582468,"1,582468",92.958702,"92,958702",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,134697.497,456677.267,52.09797172,5.09091019
35,9b9ddb41-45bb-4f27-8edf-a6501578b9e0,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Amf,Utrecht - Amersfoort ,531,a,531,531_a,Utrecht Centraal,0.859927,"0,859927",30.467198,"30,467198",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135622.209,456598.307,52.09729512,5.10440963
36,d34cc82f-7eb1-410b-873f-2204fc8560a6,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.142692,"1,142692",112.317186,"112,317186",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135143.96,456638.062,52.09763552,5.09742802
37,6f16b497-67bf-4b3e-b574-66df19831af0,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.402095,"1,402095",105.653728,"105,653728",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,134875.603,456669.669,52.09790992,5.09350986
38,ede8bc0f-cff9-4110-9c33-d41290f58e6d,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,35.614421,"35,614421",54.349162,"54,349162",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136232.359,455260.406,52.08529113,5.11338741
39,274ae333-1844-4ab7-92b5-c7e939277d4e,,Noord,60,Bestaand,,2020/11/05 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,4.034314,"4,034314",19.32003,"19,320030",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,203834.137,501506.209,52.49907135,6.10635499
40,45a51c07-5fc0-4ac4-a520-f9ea66409d76,,Noord,60,Bestaand,,2020/11/05 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,0.370012,"0,370012",-0.751465,"-0,751465",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,201441.417,500756.45,52.49254191,6.07101723
41,faaac09d-0be7-4ee7-93df-c25efca7e385,,Noord,60,Bestaand,,2020/11/05 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.411479,"3,411479",6.590945,"6,590945",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,203307.885,501841.146,52.5021281,6.09865431
42,aed9faf4-8171-4914-8942-f669f104be6a,,Noord,60,Bestaand,,2020/11/05 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.684599,"2,684599",23.360463,"23,360463",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,202679.412,502200.996,52.50541715,6.08945068
43,3a2503b5-2d62-487f-8cb4-db11c303339f,,Noord,60,Bestaand,,2020/11/05 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.766641,"3,766641",27.480701,"27,480701",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,203602.646,501640.858,52.50030204,6.10296585
44,a2cb509f-b276-4244-a81d-e1d4d68fb7b8,,Noord,60,Bestaand,,2020/11/05 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.162212,"3,162212",45.145207,"45,145207",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,203079.609,501943.257,52.50306587,6.09530737
45,8412d7c8-9e09-499d-aafb-a508490456dc,,Noord,60,Bestaand,,2020/11/05 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.374284,"3,374284",48.165805,"48,165805",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Overijssel,34,ASSET Rail,203253.767,501825.782,52.50199481,6.09785513
46,1944c855-9d57-4116-bfd7-47f4b28fad8c,,Zuid-Oost,60,Bestaand,,2022/02/23 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.216111,"50,216111",-26.710631,"-26,710631",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,162767.913,383998.564,51.44502517,5.49893541
47,7520b91c-6874-40ba-9906-40b91ee557ef,,Zuid-Oost,60,Bestaand,,2022/02/23 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.318448,"50,318448",-27.963846,"-27,963846",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,162667.53,383992.325,51.44497047,5.49749134
48,a6c4050c-5bf2-4301-a96e-4c881e960e31,,Zuid-Oost,60,Bestaand,,2022/02/23 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.902186,"50,902186",-66.598608,"-66,598608",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,162107.844,383844.381,51.443648,5.48943769
49,66414e05-3b59-44dd-9885-de3b4d25ef40,,Zuid-Oost,60,Bestaand,,2022/02/23 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.204155,"51,204155",-82.92013,"-82,920130",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,161812.489,383767.805,51.44296333,5.48518787
50,a2f6c492-f21a-46bf-8e70-76bef3adc790,,Zuid-Oost,60,Bestaand,,2022/02/23 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.188879,"51,188879",-11.818996,"-11,818996",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,161812.851,383840.084,51.44361302,5.48519447
51,45214998-c09f-4711-9ce2-73f7fe13c22f,,Zuid-Oost,60,Bestaand,,2022/02/23 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.307581,"51,307581",-73.392532,"-73,392532",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,161710.266,383756.695,51.4428647,5.48371732
52,a91b565d-88a2-4e42-bf30-5b6a70ff2ed5,,Zuid-Oost,60,Bestaand,,2022/02/23 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.779019,"50,779019",-15.481567,"-15,481567",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,162216.89,383921.547,51.44434023,5.49100777
53,a79a1608-b8bc-49b4-a348-39de44bf0558,,Zuid-Holland Zuid,60,Bestaand,,2020/11/04 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,100.176072,"100,176072",39.410458,"39,410458",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,104408.55,424808.796,51.80961127,4.65359561
54,d488097d-8a5f-44eb-b77f-c514690d12c3,,Zuid-Holland Zuid,60,Bestaand,,2020/11/04 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.984711,"29,984711",-23.795072,"-23,795072",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,104852.599,424617.724,51.80793404,4.66006175
55,59bbf3ed-d1fc-4b19-b8f6-48f92511bf5d,,Zuid-Holland Zuid,60,Bestaand,,2020/11/04 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.520616,"29,520616",-41.713969,"-41,713969",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105305.825,424507.462,51.80698356,4.66664886
56,9a603d13-3bda-4ca7-9145-1f98c6e38c35,,Zuid-Holland Zuid,60,Bestaand,,2020/11/04 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.418291,"29,418291",-40.806825,"-40,806825",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105406.307,424489.488,51.80683096,4.66810829
57,ad9ec860-7d94-43b9-a0aa-af20d0894798,,Zuid-Holland Zuid,60,Bestaand,,2020/11/04 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,28.960377,"28,960377",10.942317,"10,942317",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105868.652,424456.537,51.80657569,4.67481631
58,2813a63a-0307-4172-ba61-7d6c2593256f,,Zuid-Holland Zuid,60,Bestaand,,2020/11/04 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.179817,"29,179817",-27.97927,"-27,979270",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105644.748,424467.497,51.80665444,4.67156848
