FID,MASTNUMMER,LONGITUDE,LATITUDE,LICHTPUNT,X_COORDINAAT,Y_COORDINAAT,LICHTPUNT_SOORT,GEOM
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_601c,D10.1,6.56315891,53.19270512,D10.1,233595.055,579091.188,Lichtmast,POINT (233595.055 579091.188)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_601d,D10.1,6.57506702,53.22942878,D10.1,234323.486,583190.817,Lichtmast,POINT (234323.486 583190.817)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_601e,D10.1,6.55782832,53.19845326,D10.1,233228.41,579725.03,Lichtmast,POINT (233228.41 579725.03)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_601f,D10.2,6.55465323,53.19404182,D10.2,233024.2,579230.688,Lichtmast,POINT (233024.199917804 579230.687652153)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6020,D10.2,6.58861242,53.22207478,D10.2,235241.621,582387.474,Lichtmast,POINT (235241.621 582387.474)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6021,D10.2,6.5627699,53.19269352,D10.2,233569.078,579089.473,Lichtmast,POINT (233569.078 579089.473)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6022,D10.2,6.57495129,53.22935481,D10.2,234315.894,583182.458,Lichtmast,POINT (234315.894 583182.458)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6023,D10.2,6.55772263,53.19851836,D10.2,233221.23,579732.16,Lichtmast,POINT (233221.23 579732.16)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6024,D11.1,6.55485127,53.1940098,D11.1,233037.492,579227.338,Lichtmast,POINT (233037.492361515 579227.338449239)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6025,D11.1,6.56542424,53.2115223,D11.1,233712.196,581187.615,Lichtmast,POINT (233712.196 581187.615)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6026,D11.1,6.5691491,53.19298226,D11.1,233994.88,579128.58,Lichtmast,POINT (233994.88 579128.58)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6027,D11.1,6.58873779,53.22214218,D11.1,235249.869,582395.113,Lichtmast,POINT (235249.869 582395.113)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6028,D11.1,6.55824956,53.19336592,D11.1,233265.762,579159.375,Lichtmast,POINT (233265.7622 579159.3753)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6029,D11.1,6.59191042,53.20838218,D11.1,235487.367,580867.457,Lichtmast,POINT (235487.367 580867.457)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_602a,D11.1,6.59300994,53.20899509,D11.1,235559.68,580936.89,Lichtmast,POINT (235559.68 580936.89)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_602b,D11.1,6.56315486,53.19273439,D11.1,233594.731,579094.44,Lichtmast,POINT (233594.731 579094.44)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_602c,D11.1,6.52995762,53.21457608,D11.1,231337.557,581489.263,Lichtmast,POINT (231337.557 581489.263)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_602d,D11.1,6.58150595,53.19482803,D11.1,234817.289,579347.595,Lichtmast,POINT (234817.289 579347.595)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_602e,D11.1,6.53864782,53.22790868,D11.1,231894.32,582982.16,Lichtmast,POINT (231894.32 582982.16)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_602f,D11.1,6.542629,53.2286205,D11.1,232158.9,583065.63,Lichtmast,POINT (232158.9 583065.63)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6030,D11.1,6.57495676,53.22941066,D11.1,234316.157,583188.679,Lichtmast,POINT (234316.157 583188.679)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6031,D11.1,6.54913504,53.23206431,D11.1,232587.163,583455.848,Lichtmast,POINT (232587.163 583455.848)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6032,D11.1,6.54498229,53.23130618,D11.1,232311.238,583367.017,Lichtmast,POINT (232311.238 583367.017)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6033,D11.1,6.56240288,53.23191845,D11.1,233473.326,583453.992,Lichtmast,POINT (233473.326 583453.992)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6034,D11.1,6.57375791,53.21336512,D11.1,234265.523,581401.822,Lichtmast,POINT (234265.5232 581401.8222)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6035,D11.1,6.55530116,53.21199167,D11.1,233035.107,581228.831,Lichtmast,POINT (233035.107 581228.831)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6036,D11.1,6.56159832,53.20743793,D11.1,233464.028,580728.935,Lichtmast,POINT (233464.028 580728.935)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6037,D11.1,6.57921725,53.19888396,D11.1,234656.871,579796.399,Lichtmast,POINT (234656.871 579796.399)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6038,D11.1,6.55787191,53.19847691,D11.1,233231.28,579727.71,Lichtmast,POINT (233231.28 579727.71)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6039,D11.1,6.59704656,53.22597351,D11.1,235797.61,582830.75,Lichtmast,POINT (235797.61 582830.75)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_603a,D11.2,6.55465741,53.19405516,D11.2,233024.455,579232.176,Lichtmast,POINT (233024.455217598 579232.17576223)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_603b,D11.2,6.56529757,53.21153956,D11.2,233703.703,581189.397,Lichtmast,POINT (233703.703 581189.397)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_603c,D11.2,6.56899921,53.19300567,D11.2,233984.82,579131.02,Lichtmast,POINT (233984.82 579131.02)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_603d,D11.2,6.58871787,53.2221358,D11.2,235248.55,582394.381,Lichtmast,POINT (235248.55 582394.381)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_603e,D11.2,6.55808537,53.1933819,D11.2,233254.76,579160.975,Lichtmast,POINT (233254.7604 579160.9749)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_603f,D11.2,6.59207489,53.20847114,D11.2,235498.189,580877.54,Lichtmast,POINT (235498.189 580877.54)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6040,D11.2,6.59309475,53.20907332,D11.2,235565.2,580945.69,Lichtmast,POINT (235565.2 580945.69)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6041,D11.2,6.56276481,53.19272934,D11.2,233568.673,579093.453,Lichtmast,POINT (233568.673 579093.453)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6042,D11.2,6.52981223,53.21459051,D11.2,231327.82,581490.715,Lichtmast,POINT (231327.82 581490.715)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6043,D11.2,6.58135276,53.19482979,D11.2,234807.048,579347.621,Lichtmast,POINT (234807.048 579347.621)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6044,D11.2,6.53848147,53.22788142,D11.2,231883.26,582978.95,Lichtmast,POINT (231883.26 582978.95)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6045,D11.2,6.54246899,53.22860101,D11.2,232148.25,583063.29,Lichtmast,POINT (232148.25 583063.29)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6046,D11.2,6.57482868,53.22933192,D11.2,234307.749,583179.776,Lichtmast,POINT (234307.749 583179.776)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6047,D11.2,6.54897506,53.23204022,D11.2,232576.524,583452.995,Lichtmast,POINT (232576.524 583452.995)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6048,D11.2,6.54481259,53.23129225,D11.2,232299.932,583365.285,Lichtmast,POINT (232299.932 583365.285)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6049,D11.2,6.56227198,53.23195809,D11.2,233464.514,583458.261,Lichtmast,POINT (233464.514 583458.261)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_604a,D11.2,6.57361668,53.21331068,D11.2,234256.189,581395.608,Lichtmast,POINT (234256.189 581395.608)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_604b,D11.2,6.55512255,53.21196524,D11.2,233023.223,581225.696,Lichtmast,POINT (233023.223 581225.696)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_604c,D11.2,6.56126923,53.20740321,D11.2,233442.105,580724.713,Lichtmast,POINT (233442.105 580724.713)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_604d,D11.2,6.57906739,53.19885965,D11.2,234646.902,579793.528,Lichtmast,POINT (234646.902 579793.528)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_604e,D11.2,6.55776126,53.19854692,D11.2,233223.76,579735.38,Lichtmast,POINT (233223.76 579735.38)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_604f,D11.2,6.59687437,53.22594208,D11.2,235786.17,582827.06,Lichtmast,POINT (235786.17 582827.06)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6050,D11.3,6.5885871,53.22210077,D11.3,235239.882,582390.338,Lichtmast,POINT (235239.882 582390.338)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6051,D11.3,6.55825235,53.19337106,D11.3,233265.939,579159.951,Lichtmast,POINT (233265.9394 579159.9507)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6052,D11.3,6.5386357,53.2279318,D11.3,231893.47,582984.72,Lichtmast,POINT (231893.47 582984.72)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6053,D11.4,6.55810256,53.19341446,D11.4,233255.85,579164.618,Lichtmast,POINT (233255.8502 579164.6176)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6054,D11.4,6.53846672,53.22790691,D11.4,231882.23,582981.77,Lichtmast,POINT (231882.23 582981.77)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6055,D12.1,6.55486956,53.19402848,D12.1,233038.682,579229.437,Lichtmast,POINT (233038.6815199 579229.436770953)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6056,D12.1,6.59200445,53.20839499,D12.1,235493.625,580868.987,Lichtmast,POINT (235493.625 580868.987)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6057,D12.1,6.59305174,53.2089696,D12.1,235562.52,580934.1,Lichtmast,POINT (235562.52 580934.1)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6058,D12.1,6.52996388,53.21460398,D12.1,231337.926,581492.375,Lichtmast,POINT (231337.926 581492.375)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6059,D12.1,6.54261671,53.2286483,D12.1,232158.03,583068.71,Lichtmast,POINT (232158.03 583068.71)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_605a,D12.1,6.56242202,53.23194551,D12.1,233474.555,583457.024,Lichtmast,POINT (233474.555 583457.024)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_605b,D12.1,6.5784252,53.22110477,D12.1,234563.048,582268.23,Lichtmast,POINT (234563.048 582268.23)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_605c,D12.1,6.57372596,53.21338629,D12.1,234263.35,581404.142,Lichtmast,POINT (234263.3503 581404.1422)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_605d,D12.1,6.57919068,53.198918,D12.1,234655.033,579800.158,Lichtmast,POINT (234655.033 579800.158)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_605e,D12.1,6.59686579,53.22596697,D12.1,235785.55,582829.82,Lichtmast,POINT (235785.55 582829.82)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_605f,D12.2,6.55468214,53.19406225,D12.2,233026.096,579232.992,Lichtmast,POINT (233026.095501124 579232.992432663)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6060,D12.2,6.59212136,53.20845936,D12.2,235501.315,580876.281,Lichtmast,POINT (235501.315 580876.281)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6061,D12.2,6.59316093,53.20904704,D12.2,235569.67,580942.84,Lichtmast,POINT (235569.67 580942.84)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6062,D12.2,6.52981715,53.21461849,D12.2,231328.099,581493.834,Lichtmast,POINT (231328.099 581493.834)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6063,D12.2,6.54245269,53.22863568,D12.2,232147.1,583067.13,Lichtmast,POINT (232147.1 583067.13)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6064,D12.2,6.56229256,53.23198657,D12.2,233465.836,583461.453,Lichtmast,POINT (233465.836 583461.453)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6065,014451-010,6.55351995,53.22371078,14451,232895.0,582531.0,Grondspot,POINT (232895 582531)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6066,014452-011,6.55341831,53.22382859,14452,232888.0,582544.0,Grondspot,POINT (232888 582544)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6067,014454-013,6.55330194,53.22395553,14454,232880.0,582558.0,Grondspot,POINT (232880 582558)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6068,014456-015,6.55314236,53.22414579,14456,232869.0,582579.0,Grondspot,POINT (232869 582579)
Lichtmasten gemeente Groningen.fid-214b96d3_1861ee9c111_6069,014458-017,6.55304024,53.22424563,14458,232862.0,582590.0,Grondspot,POINT (232862 582590)
