nummer;gebied;onderwerp;aangemaakt;gewijzigd;buurt;geo_shape;locatie_ter_hoogte_van;wijkcode;stadsdeelcode_;wijknaam;stadsdeelnaam;geo_point_2d
990432338;6-Strijp;9.3 Zwerfvuil;2017-05-07T16:38:00+00:00;2017-05-08T17:49:00+00:00;BU07721623;"{""coordinates"": [5.430826632389295, 51.44662369159418], ""type"": ""Point""}";N2;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.44662369159418, 5.430826632389295
990432322;6-Strijp;9.3 Zwerfvuil;2017-05-07T13:25:00+00:00;2017-05-08T17:49:00+00:00;BU07721623;"{""coordinates"": [5.430827132113567, 51.44662429095035], ""type"": ""Point""}";Philips van Lenneppark;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.44662429095035, 5.430827132113567
990432330;6-Strijp;6.1 Illegale stort;2017-05-07T15:38:00+00:00;2017-05-08T17:51:00+00:00;BU07721627;"{""coordinates"": [5.437204530981977, 51.46516567117917], ""type"": ""Point""}";Achtseweg Zuid 548;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.46516567117917, 5.437204530981977
990431141;3-Tongelre;13.1 Straatverlichting;2017-04-28T00:43:00+00:00;2017-05-08T18:01:00+00:00;BU07721333;"{""coordinates"": [5.519333043563258, 51.44438326236929], ""type"": ""Point""}";Van Gorkumlaan p31;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.44438326236929, 5.519333043563258
990430896;3-Tongelre;13.1 Straatverlichting;2017-04-25T14:00:00+00:00;2017-05-08T18:01:00+00:00;BU07721336;"{""coordinates"": [5.509829561075317, 51.45296995450782], ""type"": ""Point""}";Thorbeckelaan p9;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.45296995450782, 5.509829561075317
990430945;3-Tongelre;13.1 Straatverlichting;2017-04-25T18:44:00+00:00;2017-05-08T18:01:00+00:00;BU07721333;"{""coordinates"": [5.519062937574057, 51.44529136072155], ""type"": ""Point""}";Mortierlaan p2;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.44529136072155, 5.519062937574057
990432229;6-Strijp;6.1 Illegale stort;2017-05-06T12:52:00+00:00;2017-05-08T18:11:00+00:00;BU07721639;"{""coordinates"": [5.41825663614709, 51.44316270224175], ""type"": ""Point""}";Sliffertsestraat;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.44316270224175, 5.41825663614709
990432339;6-Strijp;6.1 Illegale stort;2017-05-07T16:52:00+00:00;2017-05-08T18:11:00+00:00;BU07721623;"{""coordinates"": [5.434117666060027, 51.44209269282048], ""type"": ""Point""}";Lievendaalseweg 5;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.44209269282048, 5.434117666060027
990432447;6-Strijp;6.1 Illegale stort;2017-05-08T13:22:00+00:00;2017-05-08T18:12:00+00:00;BU07721612;"{""coordinates"": [5.463598538985151, 51.443561180791356], ""type"": ""Point""}";De Jonghlaan 257;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.443561180791356, 5.463598538985151
990431628;10-Woensel-Noord 2;6.1 Illegale stort;2017-05-01T22:34:00+00:00;2017-05-15T16:14:00+00:00;BU07721543;"{""coordinates"": [5.490532050656149, 51.47769763403245], ""type"": ""Point""}";De Koppele 30;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.47769763403245, 5.490532050656149
990432245;10-Woensel-Noord 2;6.1 Illegale stort;2017-05-06T15:10:00+00:00;2017-05-15T16:14:00+00:00;BU07721543;"{""coordinates"": [5.497562680663091, 51.47792863167334], ""type"": ""Point""}";Vijgenstraat 32;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.47792863167334, 5.497562680663091
990431026;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-04-26T15:11:00+00:00;2017-05-15T16:18:00+00:00;BU07721541;"{""coordinates"": [5.492944414662317, 51.468878222181345], ""type"": ""Point""}";Plutostraat 72;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.468878222181345, 5.492944414662317
990431461;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-05-01T11:11:00+00:00;2017-05-15T16:18:00+00:00;BU07721534;"{""coordinates"": [5.4788651682420575, 51.48716562875817], ""type"": ""Point""}";Gelaarsde Kat 102;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48716562875817, 5.4788651682420575
990431497;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-05-01T12:53:00+00:00;2017-05-15T16:18:00+00:00;BU07721543;"{""coordinates"": [5.49196864658615, 51.48008163045699], ""type"": ""Point""}";De Stoutheuvel 61;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.48008163045699, 5.49196864658615
990431294;2-Stratum;12.7 Hekwerk;2017-04-29T16:21:00+00:00;2017-06-07T11:25:00+00:00;BU07721237;"{""coordinates"": [5.49766351073559, 51.41973298737524], ""type"": ""Point""}";Kamilleplein 9 1;23;2;Wijk Putten;Stadsdeel Stratum;51.41973298737524, 5.49766351073559
990431009;1-Centrum;14.1 Asfalt;2017-04-26T13:15:00+00:00;2017-06-07T11:59:00+00:00;BU07721111;"{""coordinates"": [5.4824273407025395, 51.43802108026625], ""type"": ""Point""}";Vestdijk;11;1;Wijk Centrum;Stadsdeel Centrum;51.43802108026625, 5.4824273407025395
990432578;4-Woensel-Zuid;14.1 Asfalt;2017-05-09T10:29:00+00:00;2017-06-07T12:01:00+00:00;BU07721435;"{""coordinates"": [5.497853760710893, 51.461040846403094], ""type"": ""Point""}";Amazonenlaan 9;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.461040846403094, 5.497853760710893
990432285;4-Woensel-Zuid;14.1 Asfalt;2017-05-06T22:43:00+00:00;2017-06-07T12:04:00+00:00;BU07721114;"{""coordinates"": [5.479726819105367, 51.44614454209449], ""type"": ""Point""}";Vincent van Den Heuvellaan;11;1;Wijk Centrum;Stadsdeel Centrum;51.44614454209449, 5.479726819105367
990432465;5-Woensel-Noord 1;14.1 Asfalt;2017-05-08T14:12:00+00:00;2017-06-07T12:06:00+00:00;BU07721426;"{""coordinates"": [5.434164527041375, 51.469895299253544], ""type"": ""Point""}";Anthony Fokkerweg 10;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.469895299253544, 5.434164527041375
990431838;10-Woensel-Noord 2;7.12 Overig;2017-05-02T21:10:00+00:00;2017-06-08T13:00:00+00:00;BU07721544;"{""coordinates"": [5.500535363967735, 51.48550842305653], ""type"": ""Point""}";Sardiniepad 9;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.48550842305653, 5.500535363967735
990432417;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-05-08T12:07:00+00:00;2017-06-08T13:44:00+00:00;BU07721532;"{""coordinates"": [5.480044306926254, 51.47750373643457], ""type"": ""Point""}";Bruggelaan 10A;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.47750373643457, 5.480044306926254
990432609;4-Woensel-Zuid;7.12 Overig;2017-05-09T12:38:00+00:00;2017-06-08T14:40:00+00:00;BU07721413;"{""coordinates"": [5.476168926195028, 51.45276786616353], ""type"": ""Point""}";Pastoriestraat;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.45276786616353, 5.476168926195028
990431022;10-Woensel-Noord 2;2.1 Bomen;2017-04-26T14:21:00+00:00;2017-06-09T12:36:00+00:00;BU07721516;"{""coordinates"": [5.485393274259329, 51.468142144919284], ""type"": ""Point""}";Heuvelakker 55;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.468142144919284, 5.485393274259329
990432376;6-Strijp;10.2 Putten of kolken;2017-05-08T01:04:00+00:00;2017-06-09T18:02:00+00:00;BU07721640;"{""coordinates"": [5.40954513604151, 51.44213590946857], ""type"": ""Point""}";Meerplein 91;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.44213590946857, 5.40954513604151
990431668;4-Woensel-Zuid;13.1 Straatverlichting;2017-05-02T00:34:00+00:00;2017-05-02T16:27:00+00:00;BU07721431;"{""coordinates"": [5.479304255453455, 51.46675794892316], ""type"": ""Point""}";Generaal Bradleylaan;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.46675794892316, 5.479304255453455
990431738;4-Woensel-Zuid;6.4 (Brom) fietswrak;2017-05-02T12:34:00+00:00;2017-05-02T16:48:00+00:00;BU07721425;"{""coordinates"": [5.471644729832661, 51.46566305222862], ""type"": ""Point""}";Michelangelolaan 2;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.46566305222862, 5.471644729832661
990431667;4-Woensel-Zuid;13.1 Straatverlichting;2017-05-02T00:32:00+00:00;2017-05-02T17:05:00+00:00;BU07721422;"{""coordinates"": [5.476763208244508, 51.456005362094174], ""type"": ""Point""}";Veldmaarschalk Montgomerylaan;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.456005362094174, 5.476763208244508
990431744;4-Woensel-Zuid;6.4 (Brom) fietswrak;2017-05-02T12:55:00+00:00;2017-05-02T17:10:00+00:00;BU07721411;"{""coordinates"": [5.46234293281962, 51.44776083845986], ""type"": ""Point""}";Anthony van Leeuwenhoeklaan 35;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44776083845986, 5.46234293281962
990431806;7-Gestel;1.6 Plastic container;2017-05-02T17:51:00+00:00;2017-05-02T17:55:00+00:00;BU07721725;"{""coordinates"": [5.447216815268269, 51.419195998394194], ""type"": ""Point""}";Gagelboschplein 522;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.419195998394194, 5.447216815268269
990431894;3-Tongelre;13.1 Straatverlichting;2017-05-03T13:21:00+00:00;2017-05-08T18:25:00+00:00;BU07721321;"{""coordinates"": [5.510137543453329, 51.43830697222908], ""type"": ""Point""}";St Josephlaan p9;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.43830697222908, 5.510137543453329
990431428;7-Gestel;13.1 Straatverlichting;2017-05-01T08:38:00+00:00;2017-05-08T18:26:00+00:00;BU07721731;"{""coordinates"": [5.435556176911897, 51.42157630024724], ""type"": ""Point""}";Goudestein p13;73;7;Wijk Gestelse Ontginning;Stadsdeel Gestel;51.42157630024724, 5.435556176911897
990431226;5-Woensel-Noord 1;13.1 Straatverlichting;2017-04-28T19:12:00+00:00;2017-05-08T18:31:00+00:00;BU07721535;"{""coordinates"": [5.456270681479668, 51.491970536627036], ""type"": ""Point""}";Castilielaan p19;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.491970536627036, 5.456270681479668
990431802;10-Woensel-Noord 2;13.1 Straatverlichting;2017-05-02T17:32:00+00:00;2017-05-08T18:33:00+00:00;BU07721532;"{""coordinates"": [5.48282790578765, 51.48037163301524], ""type"": ""Point""}";Averbodelaan p2;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48037163301524, 5.48282790578765
990431871;3-Tongelre;13.1 Straatverlichting;2017-05-03T11:35:00+00:00;2017-05-08T18:43:00+00:00;BU07721312;"{""coordinates"": [5.502880703570302, 51.44095217166035], ""type"": ""Point""}";Crabethstraat p7;31;3;Wijk De Laak;Stadsdeel Tongelre;51.44095217166035, 5.502880703570302
990431864;3-Tongelre;13.1 Straatverlichting;2017-05-03T10:49:00+00:00;2017-05-08T18:43:00+00:00;BU07721312;"{""coordinates"": [5.502880703570302, 51.44095217166035], ""type"": ""Point""}";Crabethstraat p4;31;3;Wijk De Laak;Stadsdeel Tongelre;51.44095217166035, 5.502880703570302
990432261;2-Stratum;6.1 Illegale stort;2017-05-06T17:45:00+00:00;2017-05-09T09:28:00+00:00;BU07721214;"{""coordinates"": [5.495286140471348, 51.428115788156326], ""type"": ""Point""}";St Adrianusstraat 63;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.428115788156326, 5.495286140471348
990432468;7-Gestel;2.2 Plantsoenen;2017-05-08T14:17:00+00:00;2017-05-09T09:33:00+00:00;BU07721725;"{""coordinates"": [5.452018334193365, 51.41807749788643], ""type"": ""Point""}";Kerkhoflaan 44;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.41807749788643, 5.452018334193365
990432540;2-Stratum;9.3 Zwerfvuil;2017-05-08T21:34:00+00:00;2017-05-09T09:55:00+00:00;BU07721238;"{""coordinates"": [5.50834201658777, 51.41738868926908], ""type"": ""Point""}";Heezerweg 491;23;2;Wijk Putten;Stadsdeel Stratum;51.41738868926908, 5.50834201658777
990431502;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-05-01T12:59:00+00:00;2017-05-15T16:18:00+00:00;BU07721541;"{""coordinates"": [5.492369674562194, 51.4738716373709], ""type"": ""Point""}";Mercuriuslaan 103;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.4738716373709, 5.492369674562194
990431467;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-05-01T11:20:00+00:00;2017-05-15T16:18:00+00:00;BU07721544;"{""coordinates"": [5.499106500536166, 51.483938497982194], ""type"": ""Point""}";Venetiestraat 31;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.483938497982194, 5.499106500536166
990431270;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-04-29T12:27:00+00:00;2017-05-15T16:18:00+00:00;BU07721534;"{""coordinates"": [5.4718975443541344, 51.4861336324166], ""type"": ""Point""}";Samuel Richardsonlaan 24;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.4861336324166, 5.4718975443541344
990431633;3-Tongelre;7.9 Minicontainers staan te lang op straat;2017-05-01T23:19:00+00:00;2017-05-15T17:37:00+00:00;BU07721311;"{""coordinates"": [5.491837846493215, 51.44308167237777], ""type"": ""Point""}";Merellaan 1;31;3;Wijk De Laak;Stadsdeel Tongelre;51.44308167237777, 5.491837846493215
990432403;10-Woensel-Noord 2;12.4 Paaltjes;2017-05-08T11:39:00+00:00;2017-06-12T13:49:00+00:00;BU07721514;"{""coordinates"": [5.478031624799811, 51.47176964364272], ""type"": ""Point""}";Luxemburglaan 85;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47176964364272, 5.478031624799811
990432266;10-Woensel-Noord 2;6.1 Illegale stort;2017-05-06T18:09:00+00:00;2017-06-12T13:49:00+00:00;BU07721532;"{""coordinates"": [5.471403284210747, 51.48017315135422], ""type"": ""Point""}";HENRI DUNANTPARK;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48017315135422, 5.471403284210747
990431720;10-Woensel-Noord 2;10.1 Riolering;2017-05-02T11:31:00+00:00;2017-06-12T13:50:00+00:00;BU07721543;"{""coordinates"": [5.495204667127132, 51.47872163134077], ""type"": ""Point""}";Sonseweg 124;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.47872163134077, 5.495204667127132
990432697;10 - Woensel-Noord 2;14.2 Tegels en klinkers;2017-05-09T17:13:00+00:00;2017-06-12T13:51:00+00:00;BU07721532;"{""coordinates"": [5.474838729879516, 51.48216592332812], ""type"": ""Point""}";Beverloweg 32-38;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48216592332812, 5.474838729879516
990432671;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-05-09T15:33:00+00:00;2017-06-12T13:51:00+00:00;BU07721532;"{""coordinates"": [5.470484313161464, 51.47848713117263], ""type"": ""Point""}";Rode Kruislaan 47;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.47848713117263, 5.470484313161464
990432571;10-Woensel-Noord 2;14.2 Tegels en klinkers;2017-05-09T09:31:00+00:00;2017-06-12T13:51:00+00:00;BU07721541;"{""coordinates"": [5.496389933260981, 51.47041658660988], ""type"": ""Point""}";Orionstraat 5;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.47041658660988, 5.496389933260981
990431200;3-Tongelre;14.2 Tegels en klinkers;2017-04-28T15:30:00+00:00;2017-06-13T11:03:00+00:00;BU07721335;"{""coordinates"": [5.518918907632682, 51.45083265488016], ""type"": ""Point""}";Wilgeboordeweg 22;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.45083265488016, 5.518918907632682
990431868;10-Woensel-Noord 2;6.5 Autowrak;2017-05-03T11:07:00+00:00;2017-06-13T12:32:00+00:00;BU07721542;"{""coordinates"": [5.496823121078205, 51.46852374128938], ""type"": ""Point""}";Firmamentlaan;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.46852374128938, 5.496823121078205
990534003;2-Stratum;13.1 Straatverlichting;2018-11-25T11:40:00+00:00;2018-11-26T08:33:00+00:00;BU07721221;"{""coordinates"": [5.491500972454664, 51.41607969518933], ""type"": ""Point""}";Floralaan West 262;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.41607969518933, 5.491500972454664
990533939;1-Centrum;7.12 Overig;2018-11-24T13:44:00+00:00;2018-11-26T08:45:00+00:00;BU07721112;"{""coordinates"": [5.4743708180568795, 51.436863684330326], ""type"": ""Point""}";Heilige Geeststraat 47;11;1;Wijk Centrum;Stadsdeel Centrum;51.436863684330326, 5.4743708180568795
990534067;5-Woensel-Noord 1;6.4 (Brom) fietswrak;2018-11-25T17:32:00+00:00;2018-11-26T09:03:00+00:00;BU07721512;"{""coordinates"": [5.453419837278039, 51.47141295370546], ""type"": ""Point""}";Oude Bossche Baan 46;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47141295370546, 5.453419837278039
990533946;1-Centrum;13.1 Straatverlichting;2018-11-24T14:20:00+00:00;2018-11-26T09:09:00+00:00;BU07721112;"{""coordinates"": [5.477812845744016, 51.43406268523902], ""type"": ""Point""}";Zwembadweg 12;11;1;Wijk Centrum;Stadsdeel Centrum;51.43406268523902, 5.477812845744016
990533947;1-Centrum;13.1 Straatverlichting;2018-11-24T14:21:00+00:00;2018-11-26T09:14:00+00:00;BU07721112;"{""coordinates"": [5.477237846657186, 51.433625685849215], ""type"": ""Point""}";Zwembadweg 22A;11;1;Wijk Centrum;Stadsdeel Centrum;51.433625685849215, 5.477237846657186
990533923;10-Woensel-Noord 2;6.1 Illegale stort;2018-11-24T09:35:00+00:00;2018-11-26T09:42:00+00:00;BU07721532;"{""coordinates"": [5.474350567531895, 51.48130963477684], ""type"": ""Point""}";Beverloweg 63;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48130963477684, 5.474350567531895
990431615;10-Woensel-Noord 2;1.3 Ondergrondse afvalcontainer;2017-05-01T21:20:00+00:00;2017-05-03T10:53:00+00:00;BU07721543;"{""coordinates"": [5.49199766047787, 51.477043633819726], ""type"": ""Point""}";Tarwelaan 78;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.477043633819726, 5.49199766047787
990431873;3-Tongelre;6.1 Illegale stort;2017-05-03T11:48:00+00:00;2017-05-03T12:10:00+00:00;BU07721321;"{""coordinates"": [5.509599924345593, 51.44162866853776], ""type"": ""Point""}";Tafelbergstraat 64;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.44162866853776, 5.509599924345593
990431875;2-Stratum;1.8 Minicontainer (kliko);2017-05-03T12:01:00+00:00;2017-05-03T12:43:00+00:00;BU07721214;"{""coordinates"": [5.495247041373688, 51.4278676882771], ""type"": ""Point""}";St Servaasweg;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.4278676882771, 5.495247041373688
990431874;10-Woensel-Noord 2;1.3 Ondergrondse afvalcontainer;2017-05-03T11:58:00+00:00;2017-05-03T12:52:00+00:00;BU07721543;"{""coordinates"": [5.49192365887729, 51.477070633955414], ""type"": ""Point""}";Tarwelaan 78;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.477070633955414, 5.49192365887729
990431879;10-Woensel-Noord 2;1.3 Ondergrondse afvalcontainer;2017-05-03T12:08:00+00:00;2017-05-03T12:53:00+00:00;BU07721543;"{""coordinates"": [5.491840916738876, 51.47692847368109], ""type"": ""Point""}";Tarwelaan;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.47692847368109, 5.491840916738876
990431890;4-Woensel-Zuid;14.2 Tegels en klinkers;2017-05-03T13:08:00+00:00;2017-05-03T13:08:00+00:00;BU07721425;"{""coordinates"": [5.476923900484666, 51.45723226068206], ""type"": ""Point""}";Europalaan;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.45723226068206, 5.476923900484666
990431403;2-Stratum;9.3 Zwerfvuil;2017-04-30T21:15:00+00:00;2017-05-03T13:15:00+00:00;BU07721217;"{""coordinates"": [5.481451176354354, 51.42674272722963], ""type"": ""Point""}";Alberdingk Thijmlaan 12;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.42674272722963, 5.481451176354354
990431893;4-Woensel-Zuid;14.2 Tegels en klinkers;2017-05-03T13:21:00+00:00;2017-05-03T13:24:00+00:00;BU07721434;"{""coordinates"": [5.486684705587905, 51.46348464976258], ""type"": ""Point""}";John F Kennedylaan 10;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.46348464976258, 5.486684705587905
990431892;1-Centrum;5.2 Graffiti op particulier eigendom;2017-05-03T13:17:00+00:00;2017-05-03T13:26:00+00:00;BU07721111;"{""coordinates"": [5.483810825893671, 51.441392677432674], ""type"": ""Point""}";Dommelstraat 1;11;1;Wijk Centrum;Stadsdeel Centrum;51.441392677432674, 5.483810825893671
990431051;7-Gestel;2.2 Plantsoenen;2017-04-26T17:35:00+00:00;2017-05-03T13:26:00+00:00;BU07721732;"{""coordinates"": [5.440162758445293, 51.41576206563702], ""type"": ""Point""}";Oldengaarde 1;73;7;Wijk Gestelse Ontginning;Stadsdeel Gestel;51.41576206563702, 5.440162758445293
990431845;4-Woensel-Zuid;7.1 Parkeeroverlast;2017-05-02T22:11:00+00:00;2017-05-03T13:31:00+00:00;BU07721423;"{""coordinates"": [5.46248762848436, 51.46050066112251], ""type"": ""Point""}";Alard du Hamelstraat 1 3;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.46050066112251, 5.46248762848436
990432554;4-Woensel-Zuid;6.1 Illegale stort;2017-05-08T22:59:00+00:00;2017-05-09T10:02:00+00:00;BU07721431;"{""coordinates"": [5.47937896964909, 51.464406151852344], ""type"": ""Point""}";Generaal Marshallweg;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.464406151852344, 5.47937896964909
990432227;4-Woensel-Zuid;9.6 Straatvegen;2017-05-06T12:40:00+00:00;2017-05-09T10:06:00+00:00;BU07721431;"{""coordinates"": [5.4816816871726, 51.46303065268001], ""type"": ""Point""}";Generaal van Haersoltelaan 56;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.46303065268001, 5.4816816871726
990432553;4-Woensel-Zuid;6.1 Illegale stort;2017-05-08T22:55:00+00:00;2017-05-09T10:10:00+00:00;BU07721431;"{""coordinates"": [5.480020703579049, 51.458869657913226], ""type"": ""Point""}";Generaal van der Duynlaan;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.458869657913226, 5.480020703579049
990431247;6-Strijp;12.1 Verkeersbord;2017-04-28T21:26:00+00:00;2017-05-09T10:11:00+00:00;BU07721640;"{""coordinates"": [5.403802485973311, 51.43981684351018], ""type"": ""Point""}";Waterfront 199;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.43981684351018, 5.403802485973311
990432526;7-Gestel;13.1 Straatverlichting;2017-05-08T19:29:00+00:00;2017-05-09T10:22:00+00:00;BU07721726;"{""coordinates"": [5.476973919609675, 51.417164697513336], ""type"": ""Point""}";Antoon Coolenlaan 5;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.417164697513336, 5.476973919609675
990432272;2-Stratum;1.1 Afvalbak;2017-05-06T19:05:00+00:00;2017-05-09T10:24:00+00:00;BU07721223;"{""coordinates"": [5.481194049239069, 51.41937495518825], ""type"": ""Point""}";Felix Timmermanslaan 9;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.41937495518825, 5.481194049239069
990432269;6-Strijp;6.1 Illegale stort;2017-05-06T18:19:00+00:00;2017-05-16T13:08:00+00:00;BU07721640;"{""coordinates"": [5.406298642740808, 51.44062171256905], ""type"": ""Point""}";Douglasbos;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.44062171256905, 5.406298642740808
990432380;4-Woensel-Zuid;9.3 Zwerfvuil;2017-05-08T02:32:00+00:00;2017-05-16T13:30:00+00:00;BU07721414;"{""coordinates"": [5.480127316796591, 51.44649332766386], ""type"": ""Point""}";Vincent van Den Heuvellaan;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44649332766386, 5.480127316796591
990432669;5-Woensel-Noord 1;14.2 Tegels en klinkers;2017-05-09T15:30:00+00:00;2017-05-16T13:40:00+00:00;BU07721531;"{""coordinates"": [5.459621521338479, 51.47949564299009], ""type"": ""Point""}";Graafschapstraat 15;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.47949564299009, 5.459621521338479
990432459;10-Woensel-Noord 2;9.2 Maaibeheer;2017-05-08T13:53:00+00:00;2017-05-16T15:30:00+00:00;BU07721543;"{""coordinates"": [5.492056345949235, 51.48054963007892], ""type"": ""Point""}";De Stoutheuvel 77;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.48054963007892, 5.492056345949235
990432288;5-Woensel-Noord 1;13.1 Straatverlichting;2017-05-06T23:50:00+00:00;2017-05-16T15:34:00+00:00;BU07721521;"{""coordinates"": [5.436750174053464, 51.47710956094404], ""type"": ""Point""}";Piet Haagenlaan p1;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.47710956094404, 5.436750174053464
990432287;5-Woensel-Noord 1;13.1 Straatverlichting;2017-05-06T23:36:00+00:00;2017-05-16T15:36:00+00:00;BU07721533;"{""coordinates"": [5.458060098819131, 51.48479293959472], ""type"": ""Point""}";Barnsteen p7;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48479293959472, 5.458060098819131
990431987;3-Tongelre;13.1 Straatverlichting;2017-05-04T00:33:00+00:00;2017-05-16T15:39:00+00:00;BU07721322;"{""coordinates"": [5.512150069196354, 51.43426627595713], ""type"": ""Point""}";Kanaaldijk-Noord p9(et);32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.43426627595713, 5.512150069196354
990432650;10-Woensel-Noord 2;11.2 Ondergronden;2017-05-09T14:46:00+00:00;2017-05-16T15:42:00+00:00;BU07721534;"{""coordinates"": [5.481382583520106, 51.48545962935074], ""type"": ""Point""}";Eeuwig Licht 2 1;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48545962935074, 5.481382583520106
990432662;5-Woensel-Noord 1;14.2 Tegels en klinkers;2017-05-09T15:17:00+00:00;2017-05-16T15:46:00+00:00;BU07721524;"{""coordinates"": [5.446073660712119, 51.48907624487786], ""type"": ""Point""}";Chamonixlaan 151;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.48907624487786, 5.446073660712119
990533968;6-Strijp;6.4 (Brom) fietswrak;2018-11-24T17:19:00+00:00;2018-11-26T14:39:00+00:00;BU07721625;"{""coordinates"": [5.456885233584618, 51.4500222336561], ""type"": ""Point""}";Achtseweg Zuid;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.4500222336561, 5.456885233584618
990534198;10-Woensel-Noord 2;6.1 Illegale stort;2018-11-26T14:36:00+00:00;2018-11-26T14:39:00+00:00;BU07721543;"{""coordinates"": [5.495782656738854, 51.48158062812739], ""type"": ""Point""}";Sonseweg 376;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.48158062812739, 5.495782656738854
