X,Y,OBJECTID,KGMSOORT,KGMAANDR,KGMAAPOM,KGMMACAP,KGMSLUIT,KPGAANSD,KPGAANSN,KGMFUNC,IWS_COMCAP,KWKAFSL1,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KGMIDENT,RICHTING,IWS_AFST_B,KWKINLAT,KWKKEREN,OBJECTID_1,KGMIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2
6.30538795457379,52.8954044392384,11,3,2,2,15,,,,2,,,2003,Peil zp 7.70  wp 7.30 Regenmeter nabij gemaal OMC-,Oude Willem Bosweg Wateren,Afvoergemaal,,Bosweg,1,,10291G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.28941929919028,52.8522649084356,12,99,2,1,25.2,,,,1,,,2000,,,Opvoergemaal,,Kwasloot 2,1,,10289G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.82360797726379,52.8130106077825,13,4,2,1,39,,,,2,,,1985,,,,,Buitenpolder achter Kuinre,1,2021,10400G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.41641225175114,52.6174356741389,14,3,2,1,8.8,,,,2,,,,428 Telemetrie,,Pompgemaal,,den Oosterhuis,1,,10465G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.08633341456622,52.7702568384106,15,4,2,1,100,1.45,,,2,,,2003,,,Zuidveen-inlaat+noodpomp,,Zuidveen,1,2026,10428G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.20162605758632,52.7314630007039,16,2,2,2,24,,,,2,,,1983,,Veendijk,Afvoergemaal,,Veendijk,1,2026,10436G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.51522324908292,52.9958125203316,17,4,2,2,24,,,,2,,,1969,,"9405VC Hoofdvaartsweg, Assen",Gemaal,,Assen,1,,10338G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.2758080818948,52.3303309365009,18,2,2,1,1.5,,,,5,,,,,"8111BV Alingcamp 27, Heeten",Gemaal,,Alingcamp,1,,10562G,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.41261110498784,52.41940706102,19,1,2,1,125,,,,1,,,,Luttenberg 1,"7447PT Steenhaarweg 3,  Hellendoorn",,,Eelerberg,1,,10236G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.45176991750735,52.6300991685423,20,3,2,2,24,,,,2,,,1970,406 Regenmeter nabij het gemaal OMC-212 Datawatt,,Gemaal,,Paardelanden,1,,10462G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.93133133687065,52.5620604386005,21,4,2,1,6,,,,3,,,1990,,"8271JD de Bogaard 5,  IJsselmuiden",,,Trekvaart,1,,10506G,,2,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.13853587923883,52.3772849826684,22,2,2,1,4,,,,2,,,,,"8131SP Zandhuisweg 6 t,  Wijhe",,,Wijhe sportvelden,1,,10216G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.28614502265495,52.3911093038701,23,3,2,1,30,,,,2,,,,,"8103NA Weidelaan 18,  Raalte",,,Hondemot,1,,10228G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.31855387250095,52.4145459821862,24,1,2,1,5.2,,,,2,,,,,"8102SH Nieuwe Lemelerveldseweg 17,  Raalte",,,Elskamp,1,,10242G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.11795417057766,52.4983759715814,25,,2,1,,,,,,,,,,Marsweg 18  8013 PD Zwolle ,,,Sportpark Marslanden,1,,10262G,,,,,,,,,,
6.03473674047016,52.6172172695944,26,,,1,1,,,,3,,,1960,,,Opvoergemaal,,Tagbos,1,,10403G,,,,,,,Waterschap,Geheel onderhoud,,
5.93426984460832,52.5287239847334,27,,2,1,4.2,,,,,,,,,,,,Koerskolk,1,,10433G,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.16137253598356,52.7295691090209,28,2,,1,,,,,4,,,,,,Particuliere bemaling,,PO-25,1,,PO-25,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.48710966569815,52.9904660299332,29,2,,1,,,,,4,,,,,,Onderbemaling,,PO-26,1,,PO-26,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
5.85933010762141,52.5457557578485,30,2,2,2,180,,,,5,,5,1992,,"8264PA Flevoweg 85,  Kampen",,4,Roggebot,1,2026,10005G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.09166239362926,52.7851541780596,31,2,2,1,3,,,,4,,,,,Ruxveenseweg,Onderbemaling,,PO-27,1,,PO-27,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.1634545089101,52.7364740488442,32,2,2,1,,,,,4,,,,,,Onderbemaling,,PO-28,1,,PO-28,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.48377415203434,52.8510924892477,33,2,2,1,4,,,,1,,,1998,,,Opvoergemaal,,Mussels,1,2021,10575G,,2,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.2015322197288,52.7314725176682,34,2,2,2,54,,,,2,,,1983,414,Paardeweide,Afvoergemaal,,Paardeweide,1,2026,10435G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.25839692684707,52.7818937093487,35,4,2,1,0.7,,,,2,,,1999,,,Gemaal,,Uffelter Binnenveld,1,2023,10437G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.30233745204214,52.7283160606894,36,99,2,1,27.1,,,,1,,,1990,,,Aanvoergemaal,,Weerwille,1,,10457G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.70220560671663,52.8471266791818,37,2,2,1,22,,,,2,,,2020,,,"Hoogte gemaaldek +17,70 NAP (geen bout aanwezig)",,Coehoorn,1,2020,10344G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.16489112848092,52.7365727486736,38,2,,1,,,,,4,,,,V.pt -0.338 Insl.peil -0.338 Uitsl.peil -0.338 NAP,De berken-Gruttostraat Nijeveen,Particuliere Onderbemaling,,PO-06,1,,PO-06,,2,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,
6.14871724345637,52.337696838057,39,1,2,1,10.8,,,,4,,,,Stalen persleiding,"8121RE Dingshofweg 6,  Olst",,,Dingshof West,1,,10212G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.33206842449143,52.7483590589502,40,2,2,1,20,,,,1,,,,WoldA,Oldenhave 1,Aanvoergemaal,,Oldenhave,1,2018,10458G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.11285882572465,52.7885576230494,41,,,,,,,,1,,,,,,,,Nijenstede,1,,10616G,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.57390578127191,52.8885805148518,42,2,,1,,,,,4,,,,,,Gemaal Sikkega,,PO-31,1,,PO-31,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.07748843618339,52.7065232157141,43,2,,1,,,,,4,,,,,,Onderbemaling,,PO-32,1,,PO-32,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.17108263540456,52.6872498115575,44,2,,1,,,,,4,,,,PO-33,,Onderbemaling,,PO-33,1,,PO-33,,2,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,
6.30680204868642,52.7932771634436,45,4,,1,3,,,,4,,,,,,Onderbemaling,,PO-34,1,,PO-34,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.12660024364037,52.2741838782372,46,4,2,1,6,,,,2,,4,1990,53IJ-70,"7414KM Pekelharingsweg 1,  Deventer",,,Platvoet,1,,10208G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.56274009498401,52.8009152754192,47,4,2,1,12,,,,1,,,2020,,,,,Broekstreek 1,1,2021,10363G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.13644671608705,52.4789521333047,48,2,2,1,85,,,,2,,,,,RD coordinaat in meters: X =205900 Y =499291,,,Marktvoort Zuid,1,,10174G2,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.90436981190086,52.7995032993846,49,5,3,1,99,,,,4,,,2005,,,Windmolen,,PO-35,1,,PO-35,,2,,2,,,Staatsbosbeheer,Gewoon en buitengewoon en constructie,,
5.91218466195494,52.8029841623793,50,5,3,1,99,,,,4,,,2005,,,Windmolen,,PO-36,1,,PO-36,,2,,2,,,Staatsbosbeheer,Gewoon en buitengewoon en constructie,,
6.63136890201904,52.7867720557602,51,,2,,,,,,5,,,2022,,,,,Mantingerdijk,1,,10524G,,1,,,,,Waterschap,Geheel onderhoud,,
6.38121666938747,52.3650864025563,52,98,2,1,8,,,,1,,,,Luttenberg 2,"7448RR Stationsweg 34,  Haarle",,,Cents,1,,10222G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.37239156401778,52.3591537901854,53,98,2,1,59,,,,1,,,,Luttenberg 2,"7448PP Haarlerveldweg 1 b,  Haarle",,,de Haar,1,,10223G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.95819687715544,52.6828429188728,54,2,2,1,7.5,,,,2,,,,858,gemaal Flevoweg,Flevoweg,,Flevoweg,1,,10423G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.38111749802581,52.3726460845798,55,98,2,1,72,,,,1,,,,Luttenberg 2,"7448RR Stationsweg 40 a,  Haarle",,,Haarsche Maten,1,,10221G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.07765224344687,52.7321307830481,56,1,2,1,25,-2.4,,,2,,,1980,824,,Beulakerweg 123,,de Deukten,1,,10525G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.10521489703705,52.6949918021305,57,1,2,2,70,,,,2,,,1983,826 Telemetrie,, (Veneweg 157 Wannerperveen),,Veldweg,1,,10527G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.40833934842551,52.4160355240994,58,98,2,1,3,,,,4,,,,"Luttenberg 1;VOPO-pomp ;onderbemaling","7447PT Steenhaarweg 1,  Hellendoorn",,,Piet van Dijke,1,,10607G,,2,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.27894191269332,52.369249979325,59,99,2,1,3,,,,4,,,,Geen gemaal van WGS! Betonbescherming in WG,"8102PH Overkampsweg 11,  Raalte",,,Vopo Meijerink,1,,SW.55.70-VOPO,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
5.98504111182498,52.6582479624561,60,1,2,1,24,,,,2,,,1983,,,Gemaal met inlaat,,Kadoelen,1,2018,10516G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.01992505252241,52.6009166986441,61,1,2,3,495,,,,2,,,1960,,"8281PA Kamperzeedijk 5,  Genemuiden",,,Veneriete,1,,10018G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.15450539820698,52.4406883201519,62,5,3,,1,,,,5,,,,,RD coordinaat in meters: X =207172 Y =495043,,,SW.45.32-G109,1,,SW.45.32-G109,,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,
6.15345740282727,52.4237483912481,63,2,2,2,54,,,,2,,5,,,"8131PS Schippershuizen 10,  Wijhe",,4,Bremmelerstraat,1,2018,10181G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.14022414423559,52.7948390075861,64,2,,1,,-1.3,,,4,,,2002,2002-2 Insl.peil -0.560 Uitsl.peil -0.710 NAP,Oostermeentherand,Particuliere Onderbemaling,,PO-11,1,,PO-11,,2,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,
6.11892860578735,52.5281826949027,65,4,2,,1.3,,,,2,,,,,"8034PJ Haersterveerweg 1 C,  Zwolle",,,Brinkhoekweg,1,,10264G,,2,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,
6.12525612599804,52.5236319524921,66,98,2,1,5,,,,2,,,,,"8024AG Ossenkamp 7,  Zwolle",,,Rechterland,1,,10160G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.56087011885034,52.7082538627847,67,1,2,1,12,,,,2,,,2021,,"Kerkhoflaan 1, Hollandscheveld",Gemaal,,het Meertje,1,2021,10374G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.12563524907782,52.3513228073409,68,1,2,1,8,,,,2,,,,,"8121RZ Holstweg 42,  Olst",,,Holstweg,1,2020,10217G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.04082873830648,52.7573523440687,69,2,2,1,,,,,4,,,1992,V.pt -1.995 Insl.peil -2.935 Uitsl.peil -3.045 NAP,Blokzijlseweg-Smalleweg Cordes,Particuliere Onderbemaling,,PO-01 SMALLEWEG,1,,PO-01 SMALLEWEG,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.16888086579263,52.7281867246998,70,2,,1,,,,,4,,,,V.pt -0.779 Insl.peil -0.779 Uitsl.peil -0.779 NAP,Griftestuk Nijeveen 1 eerste bemaling Oost,Particuliere Onderbemaling,,PO-08,1,,PO-08,,2,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,
6.1685948061935,52.7281224945774,71,2,,1,,,,,4,,,,V.pt -0.475 Insl.peil -0.897 Uitsl.peil -1.070 NAP,Griftestuk Nijeveen West,Particuliere Onderbemaling,,PO-09,1,,PO-09,,2,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,
6.00914067787571,52.7101475738665,72,3,,1,,,,,4,,,1985,V.pt -0.599 Insl.peil -1.299 Uitsl.peil -1.399 NAP,Wouters Hevenweg Blokzijl,Particuliere Onderbemaling Wouters,,PO-12,1,,PO-12,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.07998829744162,52.6105134661053,73,4,2,2,60,,,,2,,5,1960,Kunstwerk bestaat uit 2 maalgangen met elk een geautomatiseerde afsluiter en een terugslagklep en 1 inlaatleiding met 2 geautomatiseerde schuiven,"8061RR Cellemuiden 28,  Hasselt",,,Cellemuiden,2,2021,10017G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.92864431585543,52.5715232002414,74,,2,1,2.5,,,,,,,,,bij Grafhorsterweg 27 8271CA Ijsselmuiden,Gemaal Grafhorsterdijk,,Grafhorsterdijk,1,,10614G,,,,,,,,,,
5.91385721761924,52.587545438659,75,4,2,2,140,,,,2,,5,1956,,"8267AT Nesweg 5 TR,  Kampen",,4,Gansje,1,,10012G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.97004540075541,52.5915854573485,76,1,1,3,255,0,,,2,,4,1978,"stationair aggregaat, als noodvoeding voor Lutterzijl, en eventueel Veneriete","8277AP Kamperzeedijk 39,  Grafhorst","3 vijzels, (2 op elektrisch, 1 op diesel)",5,Lutterzijl Koekoek,1,,10019G1,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.95749904613466,52.7291010442403,77,2,,1,,,,,4,,,,V.pt -0.548 Insl.peil -1.528 Uitsl.peil -1.648 NAP,Steenwijkerweg to. nr.1,Particuliere Onderbemaling,,PO-13,1,,PO-13,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.13485315294529,52.7381507376089,78,2,,1,,,,,4,,,,V.pt -0.476 Insl.peil -1.066 Uitsl.peil -1.136 NAP,Achter Bijker,Particuliere onderbemaling,,PO-14,1,,PO-14,,2,,2,,,Houder vergunning,Gewoon en buitengewoon en constructie,,
5.98400503211023,52.5754563679178,79,4,2,1,13,,,,2,,,2009,zie memoveld,"8293PA Bisschopswetering 98,  Mastenbroek",,,Papekop,1,,10027G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.19684167896919,52.5846195506858,80,1,2,1,120,,,,2,,,1975,,"7954PL Lichtmisweg 9,  Rouveen",,,de Schans,1,,10046G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.14917292894669,52.6230158891789,81,4,2,1,15,-0.5,,,2,,,2014,,,,,Scholenland,1,,10069G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.35753913623623,52.5301097447073,82,2,2,1,1.5,,,,4,,,2001,,"7722VR Op 't Holt 1,  Dalfsen",,,Pompje op het Holt,1,,10088G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.23882530290533,52.5410800331512,83,4,2,1,21,,,,1,,,2014,,"7722PN Hoevenweg 18,  Dalfsen",,,Hoevenweg,1,,10100G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.22203200268596,52.5309572386742,84,4,2,1,25,,,,1,,,2014,,"7722PE De Brandt 2,  Dalfsen",,,de Brandt,1,,10101G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.23029818876891,52.5000275606794,85,4,2,1,6.1,,,,1,,,,,"7722KV Voetsteeg 2,  Dalfsen",,,Poppenallee,1,,10143G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.3346903847928,52.4510021372231,86,4,2,1,3.7,,,,2,,,,,"8152HL Woeste Grond 4,  Lemelerveld",,,Hoenderweg,1,,10150G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.06639737666261,52.5843631156243,87,4,2,1,5,,,,3,,,1988,,"8061RH Wolfshagenweg 2 a,  Hasselt",,,Wolfshagen,1,2022,10599G,,2,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.97033588099496,52.8247252941558,88,1,2,1,6.5,,,,2,,,,860,OOSTERBROEK (OPVKGM),Oosterbroek Mallegat,,Oosterbroek Mallegat,2,2022,10405G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.53597634942224,52.7259580382706,89,2,2,1,,,,,1,,,1995,,,Gemaal,,Noordscheschutsluis,1,,10472GB,,2,,,,,Waterschap,Geheel onderhoud,,
6.49157824488472,52.9946522614631,90,1,2,1,39,,,,2,,2,1988,,Gemaal Zevenblokken,twee toeren vijzelgemaal,,Zevenblokken,1,2021,10300G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.19914721888445,52.4919486932285,91,2,2,1,1,,,,4,,,,,"7722KW Poppenallee 41 A,  Dalfsen",,,Westerkamp,1,,10155G,,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.19910108367625,52.2626111266881,92,2,2,1,8.5,,,,2,,,,,"7433SC Wijtenhorstweg 2,  Schalkhaar",,,Rielerenk,1,,10205G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.22715887278668,52.4334619454716,93,2,2,1,1,,,,2,,,,,"8141ND Rozendaelseweg 4,  Heino",,,Rozendaelseweg,1,,10186G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.26145533707976,52.3649920995642,94,98,2,1,6,,,,1,,,,Midden-West,"8101PM Nieuwe Deventerweg 19,  Raalte",,,de Heuvel,1,,10196G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.15897861198171,52.424355764552,95,2,2,1,5,,,,2,,,,,"8131PK Bremmelerstraat 4,  Wijhe",,,de Hoeven,1,,10173G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.65739543307931,52.8215621329088,96,3,2,1,12,,,,1,,,2006,,Nabij stuw Veenveld,Gemaal,,Veenveld,1,2024,10369G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.50903970510897,52.7166449111481,97,4,2,1,0.33,,,,2,,,,,,Gemaal,,Roerdomplaan,1,,10378G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.5090665585632,52.7179615317883,98,3,2,1,0.33,,,,5,,,,,,Gemaal,,Tapuitlaan,1,,10376G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.46588141102874,52.7330857016935,99,3,2,1,2.25,,,,2,,,2011,,,Gemaal,,Station Hoogeveen,1,2026,10534G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.96029054728729,52.7240598041686,100,4,2,2,12,,,,5,,,2011,Hoogwaterzijde is de bout 0.085 01-02-2012,Vollenhoofsedijk te Blokzijl,Gemaal Blokzijler Uiterdijken,,Suatiesluis,1,,10387G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.1796597464709,52.6562911313686,101,4,2,2,24,,,,1,,,1992,,"7951LT Klaas Kloosterweg West 39 a,  Staphorst",,,Geerligsland,1,,10043G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.94161636462907,52.5655154500301,102,4,2,1,6,,,,1,,,1988,,"8271EM Groenendael 230,  IJsselmuiden",,,Losselanden,1,,10029G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.15238413272683,52.708528854641,103,2,2,1,,,,,4,,,,V.pt -1.153 Insl.peil -1.393 Uitsl.peil -1.423 NAP,Matenweg,Particuliere Onderbemaling,,PO-04,1,,PO-04,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
5.98805497593804,52.5460999743806,104,4,2,,1,,,,4,,,,,RD coordinaat in meters: X =195756 Y =506667,,,MB.00-G57,1,,MB.00-G57,,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.26100793115628,52.6889277456061,105,3,2,2,8.19,,,,1,,,1984,,,Aanvoergemaal,,Rogatsluis,1,2023,10476G,,1,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.05733497715357,52.5000796861236,106,2,2,2,110,,,,1,,5,1991,,"8019BL Katerveerdijk 17,  Zwolle",,4,Katerveer,1,,10161G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.1599724937708,52.7311888104452,107,2,,1,,,,,4,,,,V.pt -0.865 Insl.peil -1.260 Uitsl.peil -1.330 NAP,V/d Woerd Kolderveen 16 Nijeveen,Particuliere Onderbemaling,,PO-10,1,,PO-10,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.2595053005646,52.7254254969493,108,2,2,,,,,,4,,,,,Dijkhuizen 110,Onderbemaling,,PO-37,1,,PO-37,,2,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,
6.12696260049645,52.3803948873951,109,1,2,1,12,,,,2,,,,Instroomvoorziening,"8131TJ Omloop 2,  Wijhe",,,Wengelerafrit,1,,10209G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.16875508980414,52.2456359638201,110,1,2,4,1020,,,,5,,4,1965,,"7411AH Mr. H.F. de Boerlaan 173,  Deventer",,5,Ankersmit,1,,10192G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.50679438919178,52.7306436983604,111,3,2,2,6,11.75,,,2,,2,2011,2011-2,Europaweg Hoogeveen,Gemaal,,Vliegveld Hoogeveen,1,,10533G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.87093865768528,52.5336809070005,112,,2,1,0.6,,,,3,,,,,,,,Buitendijksweg,1,,10441G,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.1300569258358,52.6749026951951,113,2,2,1,14,,,,2,,2,2021,,Zomerdijk,,,Doosje,2,2020,10521G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.01212110886306,52.6142831731543,114,2,2,1,25,,,,2,,5,1931,,RD coordinaat in meters: X =197323 Y =514264,,4,de Pieper,1,,10022G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.26403054803936,52.5043080432158,115,98,2,1,3,,,,2,,4,,252402/WC/K0101,"7721AG Vechtdijk 17,  Dalfsen",gemaal,5,Bellingeweer,1,,10499G,,2,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.35793437106575,52.5312822163068,116,4,2,1,3.3,,,,2,,,1996,,RD coordinaat in meters: X =220869 Y =505289,,,Flierbelt,1,,10036G2,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.35722529672692,52.531670042681,117,4,2,1,3,,,,2,,,1996,,"7731RW Stouweweg 1,  Ommen",,,Zandbelt,1,,10036G1,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.20612860515022,52.6321021660099,118,4,2,2,6,,,,2,,,1993,,"7951SJ Weth Buitenhuisstraat 1,  Staphorst",,,de Esch,1,,10044G,,1,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.0112147831523,52.5189929483897,119,4,2,1,25,,,,1,,4,1979,,"8276AM Kerkplein 18,  Zalk",,,Zalk,1,,10013G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
5.96267591024006,52.5128490298288,120,2,2,2,110,,,,2,,5,1968,,"8276AA Zalkerdijk 1 C,  Zalk",,4,Adsum,1,2018,10010G,,1,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,
