Leverancier;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
Anoniem_I & W_210;;;1;;;;;1
Anoniem_I & W_211;;;1;;;;;1
Anoniem_I & W_212;;;1;;;;;1
Anoniem_I & W_213;;;1;;;;;1
Anoniem_I & W_218;;;1;;;;;1
Anoniem_I & W_223;;;1;;;;;1
Anoniem_I & W_224;;;1;;;;;1
Anoniem_I & W_225;;;1;;;;;1
Anoniem_I & W_226;;;1;;;;;1
Anoniem_I & W_227;;;1;;;;;1
Anoniem_I & W_228;;;1;;;;;1
Anoniem_I & W_231;;;1;;;;;1
Anoniem_I & W_240;;;1;;;;;1
Anoniem_I & W_259;;;1;;;;;1
Anoniem_I & W_260;;;1;;;;;1
Anoniem_I & W_261;;;1;;;;;1
Anoniem_I & W_262;;;1;;;;;1
Anoniem_I & W_263;;;1;;;;;1
Anoniem_I & W_264;;;1;;;;;1
Anoniem_I & W_265;;;1;;;;;1
Anoniem_I & W_283;;;1;;;;;1
Anoniem_I & W_29;;;1;;;;;1
Anoniem_I & W_31;;;1;;;;;1
Anoniem_I & W_316;;;1;;;;;1
Anoniem_I & W_339;;;1;;;;;1
Anoniem_I & W_340;;;1;;;;;1
Anoniem_I & W_369;;;1;;;;;1
Anoniem_I & W_38;;;1;;;;;1
Anoniem_I & W_39;;;1;;;;;1
Anoniem_I & W_40;;;1;;;;;1
Anoniem_I & W_405;;;1;;;;;1
Anoniem_I & W_406;;;1;;;;;1
Anoniem_I & W_41;;;1;;;;;1
Anoniem_I & W_42;;;1;;;;;1
Anoniem_I & W_44;;;1;;;;;1
Anoniem_I & W_45;;;1;;;;;1
Anoniem_I & W_46;;;1;;;;;1
Anoniem_I & W_47;;;1;;;;;1
Anoniem_I & W_48;;;1;;;;;1
Anoniem_I & W_49;;;1;;;;;1
Anoniem_I & W_51;;;1;;;;;1
Anoniem_I & W_52;;;1;;;;;1
Anoniem_I & W_53;;;1;;;;;1
Anoniem_I & W_54;;;1;;;;;1
Anoniem_I & W_56;;;1;;;;;1
Anoniem_I & W_58;;;1;;;;;1
Anoniem_I & W_59;;;1;;;;;1
Anoniem_I & W_60;;;1;;;;;1
Anoniem_I & W_61;;;1;;;;;1
Anoniem_I & W_62;;;1;;;;;1
Anoniem_I & W_64;;;1;;;;;1
Anoniem_I & W_65;;;1;;;;;1
Anoniem_I & W_66;;;1;;;;;1
Anoniem_I & W_67;;;1;;;;;1
Anoniem_I & W_68;;;1;;;;;1
Anoniem_I & W_69;;;1;;;;;1
Anoniem_I & W_70;;;1;;;;;1
Anoniem_I & W_71;;;1;;;;;1
Anoniem_I & W_72;;;1;;;;;1
Anoniem_I & W_73;;;1;;;;;1
Anoniem_I & W_74;;;1;;;;;1
Anoniem_I & W_75;;;1;;;;;1
Anoniem_I & W_77;;;1;;;;;1
Anoniem_I & W_78;;;1;;;;;1
Anoniem_I & W_79;;;1;;;;;1
Anoniem_I & W_80;;;1;;;;;1
Anoniem_I & W_82;;;1;;;;;1
Anoniem_I & W_84;;;1;;;;;1
Anoniem_I & W_86;;;1;;;;;1
Anoniem_I & W_87;;;1;;;;;1
Anoniem_I & W_88;;;1;;;;;1
Anoniem_I & W_89;;;1;;;;;1
Anoniem_I & W_90;;;1;;;;;1
Anoniem_I & W_91;;;1;;;;;1
Anoniem_I & W_92;;;1;;;;;1
Anoniem_I & W_93;;;1;;;;;1
Anoniem_I & W_94;;;1;;;;;1
Anoniem_I & W_95;;;1;;;;;1
Anoniem_I & W_96;;;1;;;;;1
Anoniem_I & W_98;;;1;;;;;1
Anoniem_I & W_99;;;1;;;;;1
Antea Nederland B.V.;;;3;;;;;3
Antonides Infrawerken B.V.;;;2;;;;;2
Arcobel Embedded Solutions B.V.;;;1;;;;;1
Argeweb;;;1;;;;;1
arine.nl;;;;;;;1;1
ARISTOTLE UNIVERSITY OF THESSALONIK;;;;2;;;;2
Arkasis;;;1;;;;;1
ASTRON;;;1;;;;;1
Atos Nederland B.V.;;;4;8;;2;7;8
Audit-Plus B.V.;;;;2;;;;2
AUSTRO CONTROL;;;;;;;1;1
Autobedrijf T. Schepens;;;1;;;;;1
Axent Groen B.V.;;;1;;;;;1
Azerty;;1;1;;;;;1
B.V. Rederij G. Doeksen en Zonen;;;1;;;;;1
Barcelona Supercomputing Center - C;;;;3;;;;3
BBL ELEKTRONIK & AEROMET;;;1;;;;;1
BCC (Elektro-Speciaalzaken) B.V.;;1;;;;;;1
BeeTronics B.V.;;;1;;;;;1
Begraafplaats Den Ouden Dijck;;;1;;;;;1
BELGIAN INST D AERONOMIE;;;;;;;3;3
Besthoma Trading International B.V.;;;1;;;;;1
Biesheuvel Techniek Zwolle;;;1;;;;;1
BIS Econocom;;;1;2;;;;2
Bisschoppelijk Centrum Rolduc;;;1;;;;;1
Blue Bricks B.V.;;;;;;;3;3
Bluelink B.V.;;1;;;;;;1
BNRA Gladheid;;;;;1;;;1
Boels Verhuur;;;1;;1;;;1
Boerderij Aver Heino;;;1;;;;;1
bol.com B.V.;;;1;;;;;1
Bonaire International Airport N.V.;;;;;;;2;2
Boso B.V.;;;1;;;;;1
Bossers & Cnossen B.V.;;;1;;;;;1
Bouwbedrijf Werkman B.V.;;;1;;;;;1
BPI INSTRUMENTS SPRL-BVBA;;;2;;;;;2
BPI Services B.V.;;;;1;;;2;2
Brand Commerce B.V.;;1;;;;;;1
BSI Group The Netherlands B.V.;;;;;;;2;2
Buitengoed De Moosjtum;;;1;;;;;1
Buro Ecolan;;;1;;;;;1
Buyitdirect.com B.V.;;;;;;2;;2
CAD & Company Zuid West B.V.;;;1;;;;;1
Cadran Analytics B.V.;;;;2;;;;2
Caesar Accounts;;;;6;;;5;6
Came Nederland B.V.;;;;1;;;;1
Candiensten B.V.;;;;1;;;;1
Canon Nederland N.V.;;1;2;;;;;2
cards PLM Solutions B.V.;;1;;;;;;1
CARL ROTH GMBH + CO KG;;;1;;;;;1
Castor Networks Fixed Services B.V.;;;1;;;;;1
Casu Utrecht B.V.;;;1;;;;;1
Catec B.V.;;;2;;;;;2
CC Nederland B.V.;;;1;;;;;1
Cedel B.V.;;;1;;;;;1
CELECTRIC B.V.;;;1;;;;;1
Centralpoint Nijmegen B.V.;;5;1;2;;7;1;7
Centric;;;6;2;;1;2;6
CGI;;;;7;;1;6;7
CGI Deutschland B.V. and CO KG;;;1;;;;;1
Changer B.V.;;;;;;;2;2
Chatway International;;;;1;;;;1
Clockwise B.V.;;;1;1;;;;1
CLS COLLECTE LOCALISATION SATELLITE;;;;;;1;;1
Combigas B.V.;;;1;;;;;1
COMMISSARIAT A L'ÉNERGIE ATOMIQUE E;;;;2;;;;2
COMPAREX Nederland B.V.;;2;;7;;1;5;7
Complions-GRC B.V.;;;;1;;;;1
Computacenter;;;;3;;;;3
Connected Information Systems B.V.;;;;1;;;1;1
Conrad Electronic Benelux B.V.;;;1;;;;;1
Coolblue B.V.;;1;1;;;2;;2
Coöperatie SURF UA;;;2;;;;;2
Coosto B.V.;;;;1;;;;1
COPERNICUS GESELLSCHAFT;;;1;;;;;1
COROBOR SYSTEMS;;;;2;;;;2
Country Stables B.V.;;;2;;;;;2
CrystalConnect B.V.;;;2;;;;;2
CTS Nederland B.V.;;;1;;;;;1
Cu4iS B.V.;;;;2;;;;2
CytoBuoy B.V.;;1;;;;;;1
Da Vinci Laboratory Solutions B.V.;;;1;;;;;1
Datacon Integration Solutions B.V.;;;;2;;;;2
De Haas Maassluis B.V.;;;;;1;;;1
De Jong Zuurmond Infrabeheer, Ond.&Serv. B.V.;;;;;2;;;2
De Ned. Prov. v.d. Missionar. van Mariannhill;;;1;;;;;1
De Selectie;;;;2;;;;2
De Ulebelt;;;1;;;;;1
De Wilde Metaal B.V.;;;1;;;;;1
Dekimo Goes B.V.;;;2;;;;;2
Delmation Products B.V.;;;1;;;;;1
Deloitte Accountants;;;;3;;;4;4
demaritime;;;;2;;;;2
DeSeizoenen B.V.;;;1;;;;;1
Detron Communication Solutions;;;;;;1;;1
Deutscher Wetterdienst;;;;1;;;1;2
Discountoffice.nl B.V.;;1;;;;;;1
Display Electronics;;;1;;;;;1
DMA Computer Services;;;;1;;;;1
Draaierij Ligthart;;;2;;;;;2
DTN Netherlands B.V.;;;2;2;;;;3
Duppal B.V.;;;;1;;;;1
DXC Technology;;;;6;;;6;7
Dymospecialist;;;1;;;;;1
DynaVision B.V.;;;;;;;1;1
Ecotools Holding B.V.;;;1;;;;;1
Eegema B.V.;;;1;;;;;1
Eijkelkamp Soil & Water B.V.;;;2;;;;;2
Employee Performance Group B.V.;;;;4;;;;4
Endress + Hauser B.V.;;;1;;;;;1
Enof creatieve communicatie B.V.;;;;1;;;;1
ERA a.s.;;;1;;;;;1
Ernst & Young Belastingadviseurs LLP;;;;2;;;;2
Ernst Basler + Partner GmbH;;;;2;;;;2
ESSL - European Severe Storms Labor;;;1;;;;;1
Euchner (Benelux) B.V.;;;2;;;;;2
Eurofiber Nederland;;;;;;1;;1
European Centre for Medium Range We;;;;;;2;;2
Eutel;;;1;;;;;1
EY Advisory Netherlands LLP;;;;;;;3;3
Fabory Centre Amsterdam-West;;;1;;;;;1
Faes Cases B.V.;;;1;;;;;1
Farnell (Netherlands) B.V.;;;1;;;;;1
Firma Klaas Keppel;;;1;;;;;1
Flexwebhosting B.V.;;;;;;;1;1
For Conference B.V.;;;;;;1;;1
Formagrid, Inc dba Airtable;;1;;;;;;1
Forrester Research B.V.;;;;2;;;;2
FQS Poland Sp. z o.o.;;;;1;;;;1
Free amigos;;;1;;;;;1
FTU B.V.;;;2;;;;;2
Fujitsu Technology Solutions B.V.;;;;;;2;;2
G. LUFFT MESS- UND REGELTECHNIK GMB;;;3;;;;;3
Gartner Nederland B.V.;;;;;;;1;1
g-company B.V.;;;1;;;;;1
GECO verhuur B.V.;;;1;;;;;1
Gemeenteoplossingen B.V.;;;;;;;1;1
Gemini Data Loggers (UK) Ltd;;;1;;;;;1
Geopol;;;1;;;;;1
Getty Images (Netherlands) B.V.;;;1;;;;;1
GLOBAL SCIENCE & TECHNOLOGY. INC.;;;;2;;;;2
Gorilla Services B.V.;;;;1;;;;1
Graveertechniek Nederland B.V.;;;1;;;;;1
Grey Matter Matters B.V.;;;;;;;2;2
Gunneman B.V.;;;1;;;;;1
GURALP SYSTEMS LIMITED;;;1;;;;;1
GW Cross Media B.V.;;;;;;;2;2
Handels- en Ingenieursbur. Bakker & Co. B.V.;;;1;;;;;1
Handelsonderneming Buisklem B.V.;;;1;;;;;1
HaskoningDHV Nederland B.V.;;;2;;;;;2
HeadFirst B.V.;;;;2;;;;2
Health2Work B.V.;;1;;;;;;1
Hessen Apotheek;;;1;;;;;1
Het Houten Hart;;;1;;;;;1
Hilti Nederland B.V.;;;1;;;;;1
Hiltra Verhuur B.V.;1;;;;;;;1
Hoeflon International B.V.;;;1;;;;;1
Hofstede Bedrijfswagenmodificatie;;;1;;;;;1
Holimex Rubber & Plastics;;;1;;;;;1
Houthandel De Groote Kweek;;;1;;;;;1
iBabs B.V.;;;;;;1;1;1
IBM Nederland B.V.;;;;4;;;;4
Indes Integrated Development Solutions B.V.;;;;1;;;;1
INFEUROPE SOCIETE ANONYME;;;;1;;;;1
Infolutions;;;;1;;;;1
Inforward;;;;2;;;;2
Infrastructure Services & Projects B.V.;;;;;;1;;1
Ingenieursbureau Wittich & Visser B.V.;;;1;;;;;1
Inmarsat Solutions B.V.;;;;;;1;;1
Innovero Software Solutions B.V.;;;;1;;;;1
InnSpire 2Automation B.V.;;;;1;;;;1
Insight Enterprises Netherlands B.V.;;;;8;;;;8
INSTITUT D'AÉRONOMIE SPATIALE DE;;;;;;;3;3
INTER;;1;;;;;;1
Inter-Company B.V.;;;1;;;;;1
International Seismic Co.;;;1;;;;;1
Internationale Handelmaatschappij GIZOM B.V.;;;1;;;;;1
Intersafe Netherlands B.V.;;;1;;;;;1
Jungheinrich Nederland B.V.;;;1;;;;;1
Kaal Masten B.V.;;;1;;;;;1
Kabisa Amsterdam B.V.;;;;;;;2;2
KATO Group B.V.;;;1;;;;;1
KBV B.V.;;1;;;;;;1
Keysight Technologies Netherlands B.V.;;;2;;;;;2
KINEMETRICS;;;1;;;2;;2
Kinly Benelux;;1;;;;;;1
Kiwa Register B.V.;;;;;;;7;7
Koenders Instruments B.V.;;;1;;;;1;1
Kolibri Labels B.V.;;;1;;;;;1
kommago.nl;;1;;;;;;1
Kon. Ver. Agent Halverhout-Zwart-Zurmühlen BV;;;1;;;;;1
Koninklijk NIOZ;;;;;1;;;1
Koninklijke Scheepsagentuur Dirkzwager B.V.;;;;1;;;;1
Kop Beveiliging B.V.;;;;;;2;;2
KPMG Advisory N.V.;;;1;;;;;1
KPN B.V.;;;;1;;3;;3
KPN Consulting B.V.;;;;;;1;;1
KPN Corporate Market;;;;;;;3;3
KPN Mobile International B.V.;;;;;;1;;1
Label A B.V.;;;;;;;2;2
Lapp Benelux B.V.;;;1;;;;;1
Leading Edge Turbines Ltd;;;1;;;;;1
LEONARDO Germany GmbH;;;3;;;;;3
Leveroij B.V.;;;;;;;2;2
LexisNexis Benelux;;;2;;;;;2
LICEL;;;1;;;;;1
Linde Gas Benelux B.V.;;;1;;;;;1
LNR Globalcom B.V.;;;;1;;;;1
Localyse B.V.;;;;;;;1;1
Loopper special projects;;1;;;;;;1
LQ Kunststoffen;;;1;;;;;1
Luchtvaartbedrijf Ben-Air B.V.;;;1;;;;;1
Lumidee B.V.;;1;;;;;;1
LVS Vloerverwarming B.V.;;;1;;;;;1
Maatschap F. & I. Post;;;1;;;;;1
Maatschap Wismeijer Stelling;;;1;;;;;1
Macaro;;;;1;;;;1
Magazijn Blijdorp;;;1;;;;;1
Manutan B.V.;;;1;;;;;1
Marasoft B.V.;;;;3;;;;3
MARLIN-YUG LTD;;;1;;;;;1
MAX PLANCK GESELLSCHAFT ZUR FORDERU;;;;4;;;;4
May pag-asa B.V.;;1;;;;;;1
Maykin Media;;;;5;;;3;5
McGill Microwave Systems Ltd;;;1;;;;;1
Media Markt Arena B.V.;;1;1;;;;;1
Meetingpro's;;;;1;;;;1
Meetpapier B.V.;;;1;;;;;1
Mennens Rotterdam B.V.;;;2;;;;;2
Merlin Security Services B.V.;;;1;;;;;1
MET OFFICE;;;;1;;;;1
METEK;;;1;;;;;1
METEO SERVICE;;;;3;;;;3
Meteorage;;;;;;2;;2
METER Group AG;;;1;;;;;1
Metrodata GmbH;;;;1;;;;1
Mett;;;;;;;2;2
Mettler-Toledo B.V.;;;1;;;;;1
MIND B.V.;;;;1;;;;1
Modelec Data-Industrie;;;2;;;;;2
Mts. G.J. Broekhuis-G.H. Broekhuis- vd Bunt;;;1;;;;;1
Mts. N.E. Molema Dallinga en S.H.R. Molema;;;1;;;;;1
Mts. ten Cate;;;1;;;;;1
Multi-Made B.V.;;;1;;;;;1
MultiQuartz;;;1;;;;;1
myonic GmbH;;;1;;;;;1
N.A.J. Schade Beheer B.V.;;;;;;1;;1
Naktuinbouw;;;1;;;;;1
Ned.Org.voor toegepast-nat.wetensch. o.z. TNO;;;2;;;;;2
Nederlands Loodswezen B.V.;;;;;1;;;1
NedGraphics B.V.;;;;2;;;;2
Neitraco Engineering B.V.;;;1;;;;;1
Network Innovations B.V.;;;;;;1;;1
New Technologies Group N.V.;;;;;;1;;1
Nexxia;;;1;;;1;;1
NMi Certin B.V.;;;;;;1;;1
Noord Holland Inbouw B.V.;;;1;;;;;1
NORMAN Association;;;1;;;;;1
Norsk institutt for luftforskning;;;3;;;;;3
NORWEGIAN METEOROLOGICAL INSTITUTE;;;;4;;;;4
Oblivion Cloud Control B.V.;;;;;;;1;1
Observator Instruments B.V.;;;1;;;;;1
Office Depot B.V.;;1;;;;;;1
Onze Lieve Vrouwe Gilde;;;1;;;;;1
Ooxo.nl;;;1;;;;1;2
Optelec Nederland B.V.;;1;;;;;;1
OrangeMason B.V.;;;;1;;;;1
Ordina Nederland B.V.;;;;2;;;;2
Osma;;;1;;;;;1
OTT Hydromet;;;3;;;;;3
PBLQ B.V.;;;;;;;2;2
PC plus;;;;1;;;;1
PC Probleemloos;;;2;;;;;2
Petro Industrial B.V.;;;3;;;;;3
Phoenix Contact B.V.;;;1;;;;;1
Physikalisch-Meteorologisches Obser;;;1;;;;;1
Picobello Maintenance Technician;;;1;;;;;1
Pluralsight, LLC;;;;1;;;;1
PM Komponenten B.V.;;;1;;;;;1
Poolz B.V.;;;1;;;;;1
Postcode.eu;;;1;;;;;1
Promista B.V.;;;;1;;;;1
Protinus IT B.V.;;3;2;7;1;4;5;7
PROXIMUS;;;;;;1;;1
Q-doc B.V.;;;1;;;;;1
QuoVadis Trustlink B.V.;;1;;2;;;1;2
Reconi B.V.;;;;1;;;;1
Redkiwi B.V.;;;;1;;;;1
Reeg;;;1;;;;;1
REGINA PACIS VALKENBURG PRIORIJ;;;1;;;;;1
Reichelt elektronik GmbH & Co. KG;;;1;;;;;1
Renewi Nederland B.V.;1;;;;;;;1
Revnext B.V.;;;;2;;;;2
Rittal B.V.;;;1;;;;;1
Robb B.V.;;;;;;;1;1
ROHDE & GRAHL B.V.;;3;;;;;;3
Rosen Europe B.V.;;;3;;;;;3
ROVC Technische Opleidingen B.V.;;;1;;;;;1
RS Components B.V.;;;1;;;;;1
S + H ANALYTIK GMBH HANDEL;;;1;;;;;1
S.W.I.F.T. SCRL;;;;;;1;;1
Saba Telephone Company NV;;;;;;1;;1
Safe Site B.V.;;;1;;;;;1
Salves Testservices West B.V.;;;;1;;;;1
Sandee Groenbeheer B.V.;;;1;;;;;1
SAP Nederland B.V.;;;;8;;;2;8
Sartorius Lab Instruments GmBH & Co;;;1;;;;;1
Scandia Gear Europe B.V.;;;1;;;;;1
Schiphol Telematics B.V.;;;;;;1;;1
SCHNEIDER LUDWIG;;;1;;;;;1
Science and Technology B.V.;;;;2;;;;2
SCISYS;;;1;;;;;1
SCORPION NED;;;1;;;;;1
Screensuccess;;;;2;;;;2
Secura B.V.;;;;;;;3;3
Security Academy Opleidingen B.V.;;;;;;;2;2
Seismological Society of America;;;;;;1;;1
Sentimus B.V.;;;2;;;;;2
Sepay B.V.;;;;;;1;;1
SEPTENTRIO NV;;;1;;;;;1
SkillSource;;;;1;;;;1
Slack Technologies Limited;;;;3;;;;3
Sleep- en Bergingsbedrijf FBT B.V.;;;;;2;;;2
SlikSVN;;;;2;;;;2
SMHI (SWEDISH METEORLOGICAL AND;;;1;;;;;1
SOM SET B.V.;;;;1;;;;1
Spanpartner B.V.;;;1;;;;;1
SpeedCast Netherlands B.V.;;;;;;4;;4
Stg. Geschillencommiss. voor Consumentenzaken;;;;1;;;;1
Stg. Nederlands Instituut voor Beeld & Geluid;;;;1;;;;1
Stichting Accessibility;;;;;;;1;1
Stichting Beheer Derdengelden X Pact;;;;1;;1;;1
Stichting De Groene Garage;;;;;1;;;1
stichting government roaming nederland;;;;1;;1;;1
Stichting Hof van Kijk Uit;;;1;;;;;1
Stichting Netherlands eScience Center;;;;;;;1;1
Stichting Prinses Beatrix Spierfonds;;;1;;;;;1
Stichting TI-COAST;;;1;;;;;1
Stichting Vrienden van TriviumLindenhof;;;1;;;;;1
Stultiens Group V.O.F.;;1;;;;;;1
Superoffice Benelux B.V.;;;;2;;;;2
SURFmarket;;;;2;;3;;4
SURFnet B.V.;;;3;1;;6;4;6
SURFsara B.V.;;;;;;2;2;2
Sweco Nederland;;;;2;;1;;2
Syscon B.V.;;;1;;;;;1
Sys-InfoR sprl;;;2;;;;;2
Sysqa B.V.;;;;2;;;;2
Systomatic;;;1;;;;;1
t Wapen van Kennemerland;;;;1;;;;1
T&T Compet&t.b.v.;;;;2;;;;2
Tappan B.V.;;;;1;;;;1
Tech Repair B.V.;;;1;;;;;1
Technische Unie B.V.;;;1;;;;;1
Techno PMO B.V.;;;;4;;;;4
Technolution B.V.;;;1;1;;;4;4
Tekstkantoor Van As;;;;1;;;;1
Tele2-Versatel;;;;;;4;;4
TELEFONIA BONAIRIANO;;;;;;2;;2
Telegrootgebruik B.V.;;;;;;7;;7
Telenet BVBA;;;1;;;;;1
Telerex Nederland B.V.;;;1;;;;;1
Telindus-ISIT B.V.;;;;4;;;;4
Tempcon Instrumentation Ltd;;;1;;;;;1
Tempcontrol Industr. Electronic Products B.V.;;;1;;;;;1
The MathWorks B.V.;;;;1;;;;1
ThemaTeam;;;;;;2;;2
TMC Test & Integration B.V.;;;;1;;;1;2
T-Mobile Netherlands B.V.;;;;;;1;;1
Toos Stroeken Hermkens Office Support;;;1;;;;;1
Top Informatie Systemen B.V.;;;;1;;;;1
Topgeschenken Nederland B.V.;;;;1;;;;1
TopoSat;;;1;;;;;1
Tramex Nederland B.V.;;;1;;;;;1
TriOpSys B.V.;;;2;;;;;2
Turning Technologies Europe B.V.;;;1;;;;;1
Uitgeverij Noordhoek B.V.;;;;1;;;;1
Ultimo Software Solutions B.V.;;;;1;;;;1
UNI BREMEN CAMPUS GMBH;;;;1;;;;1
Universität Bremen;;;;2;;;;2
VAISALA;;;3;;;2;;4
Van den Hoven Kunststoftechniek B.V.;;;1;;;;;1
Van den IJssel Bedrijfskleding B.V.;;;1;;;;;1
Van der Sijs Techniek en Automatisering B.V.;;;1;;;;;1
Van Helvoirt Melkvee C.V.;;;1;;;;;1
Van Kats Machines B.V.;;;1;;;;;1
Van Swinden Laboratorium;;;1;;;;;1
Vanberkel Professionals B.V.;;;;;;;2;2
Vancis B.V.;;;;;;;1;1
Vecos Europe B.V.;;;;1;;;;1
Venéco Automatisering;;;;1;;;;1
Venema Communicatie B.V.;;;1;;;;;1
Vialis B.V.;;1;;;;;;1
Videotronic Infosystems Nederland B.V.;;;2;;;;;2
Vinitex Laboratoriuminrichtingen B.V.;;;1;;;;;1
Visio B.V.;;2;;;1;;;2
VisionsConnected;;;;1;;1;1;2
VLOOT DAB;;;;;2;;;2
Vodafone;;;;;;7;;7
Volantis B.V.;;;;1;;;;1
VONC Communicatie B.V.;;;;1;;;;1
VSU Hijsmaterieel B.V.;;;1;;;;;1
We are you Rotterdam;;;1;;;;;1
Webbureau Holland;;;;;;;1;1
Wetransform Gmbh;;;;;;;2;2
WH Airconditioning en Luchtreiniging;;;1;;;;;1
Wilchem B.V.;;;2;;;;;2
Winkwaves B.V.;;;;;;;1;1
WorkSphere;;;1;;;;;1
WORLD RADIATION CENTRE PMOD WRC;;;1;;;;;1
WOW AV;;;1;;;;;1
WRITELATEX LIMITED;;;;1;;;;1
Xerox (Nederland) B.V.;;6;;;;2;;6
Xomnia B.V.;;;;;;;3;3
XS4ALL Internet B.V.;;;;;;1;;1
Xsarus E-Development & Consulting B.V.;;;;1;;;;1
Y-con Beheer B.V.;;;;2;;;;2
Your Source B.V.;;;;2;;;;2
Zetacom B.V.;;;1;1;;;;1
Zetes B.V.;;;1;;;;;1
Eindtotaal;1;7;7;10;3;8;9;11
