Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Bij Lucet;;;;1;;;;;1
Bilderberg Europa Hotel Scheveningen;;;;;;1;;;1
Bilderberg Grand Hotel Wientjes;;;;;;;;1;1
Binnenlands Bestuur B.V.;;;;;;;;1;1
Bio-Based World Limited;;;;;;;;1;1
Biorganic Factory;;;;1;;;;;1
Biotechnology Industry Organization;;;;;;;;1;1
Blide;;;;;;1;;;1
Blue Sakura B.V.;;;;1;;;;;1
BlueCity010 B.V.;;;;1;;1;;;1
BlueTerra Energy Experts;;;;;;1;;;1
BMC Advies B.V.;;;;;;1;;;1
Bobbe International B.V.;;;;;;1;;;1
BOC-Athena;;;;;;1;;;1
Boeii Persoonlijke Organisatieopleidingen;;;;;;1;;;1
Boerderij Camping 'Bouwlust';;;;1;;;;;1
Boerderij Kamps;;;;;;;;1;1
Boerenbedrijf Ketelbroek;;;;1;;;;;1
bol.com B.V.;;;1;1;;1;;;1
Bookboon Corporate;;;;;;1;;;1
Boonoonoonoos B.V.;;;;1;;;;;1
Boost Events;;;;1;;;;;1
Borgo Antico;;;;1;;;;;1
Borrl Kitchen B.V.;;;;1;;;;;1
Bos & Bos GM B.V.;;;;1;;;;;1
Boterwaag Den Haag B.V.;;;;1;;;;;1
Bovenkamers;;;;1;;;;;1
Bowlen & Zo B.V.;;;;1;;;;;1
Bowling Scheveningen B.V.;;;;1;;;;;1
BRandINK B.V.;;;;;;1;;;1
Brasa 033 B.V.;;;;1;;;;;1
Brasserie Brocante Pijnacker B.V.;;;;1;;;;;1
Brasserie Buitenhof;;;;1;;;;;1
Brasserie Buitenhuis B.V.;;;;1;;;;;1
Brasserie de Koepel;;;;1;;;;;1
Brasserie Franke;;;;;;;1;;1
Brasserie Sequenza;;;;1;;;;;1
Brasserie Soho B.V.;;;;1;;;;;1
Brasserie 't Zusje Scheveningen B.V.;;;;1;;;;;1
Bravo-Preventie;;;;;;1;;;1
Break-Out Evenementen;;;;1;;;;;1
Break-Out Gruno Park B.V.;;;;1;;;;;1
Breakout Rotterdam;;;;1;;;;;1
Breda Business School B.V.;;;;;;1;;;1
Breeland;;;;1;;;;;1
Breinkracht;;;;;;1;;;1
Breizh B.V.;;;;1;;;;;1
BRNK;;;;1;;;;1;1
Brouwer Tours;;;;1;;;;;1
Brussels School of Competition Foundation;;;;;;1;;;1
Bubble Soccer Zwolle;;;;1;;;;;1
Budget Rent a Car;;;;;;;;1;1
Buitengewoon Holten;;;;1;;;;;1
Buitensport Zwolle;;;;1;;;;;1
Buitensportavontuur;;;;1;;;;;1
Bureau Beysterveld;;;;;;1;;;1
Buro Vonkstof;;;;;;1;;;1
Burrata Turfmarkt B.V.;;;;1;;;;;1
Business Fitscan;;;;;;1;;;1
Business Openers B.V.;;;;;;;;1;1
BVO Opleidingen B.V.;;;;;;1;;;1
C.V. Herberg Rijsbergen;;;;;;;;1;1
C.V. La Galleria Plein;;;;1;;;;;1
Cadenza Innovations B.V.;;;;;;1;;;1
Caelum B.V.;;;;;;1;;;1
Café de Ceuvel Coöperatie UA;;;;;;1;;;1
Café De Ruimte;;;;;;1;;;1
Café Huppel 'The Pub';1;;;1;;;;;1
Café Mano;;;;1;;;;;1
Café Stalles B.V.;;;;1;;;;;1
Café/Restaurant 'De Zwarte Ruiter';;;;1;;;;;1
Café-Restaurant Pan;;;;1;;;;;1
CAFF International Secretariat;;;;;;1;;;1
CamperPassie;1;;;;;;;;1
Candiensten B.V.;;;;;;1;;;1
CAOP;;;;;;1;;;1
Capo Cucina;;;;1;;;;;1
Carlton Ambassador Hotel B.V.;;;;1;;;;;1
Carnegie-Stichting;;;;1;;;;;1
Carpe Diem Cuijk B.V.;;;;1;;;;;1
Carriere Switch B.V.;;;;;;1;;;1
CarriereNoordNederland;;;;;;1;;;1
Carucha Schwencke, Psychosociale Therapie, Mindfulness & Coaching;;;;;;1;;;1
Cateringbedrijf Nanhkoesingh;;;;1;;;;;1
CATO;;;;;;1;;;1
CB Facturatie B.V.;;;;;;1;;;1
Centre de Cours Alliance Française de La Haye;;;;;;1;;;1
Centre for Economic Policy Research CEPR;;;;;;1;;;1
Centre for European Policy Studies CEPS;;;;;;1;;;1
Centrum De Pijler;;;;;;;;1;1
Cesar Moerman Communicatie;;;;;;1;;;1
Change a lot;;;;;;1;;;1
Chip Bizz B.V.;;;;;;;;1;1
Chocolate Company;;;;1;;;;;1
Chris Piguillet;;;;1;;;;;1
CiEP Personal Quality and Results B.V.;;;;;;1;;;1
CIOnet Nederland B.V.;;;;;;1;;;1
Ciran Nederland B.V.;;;;;;1;;;1
Clarion Energy;;;;;;1;;;1
CLOK B.V.;;;;;;1;;;1
Cloose;;;;1;;;;;1
CLS Computertrainingen;;;;;;1;;;1
Clubgebouw JST Waalsdorp;;;;1;;;;;1
Clubhuis de Mussen;;;;;;;;1;1
Coöp. K.T. Centrum Proefboerderij Zegveld UA;;;;1;;;;;1
Coöperatie De Betekenaar UA;;;;;;1;;;1
Coöperatie Het Zuiderlicht UA;;;;;;1;;;1
Coöperatie Hoeve Biesland BA;;;;1;;;;;1
College of Europe;;;;;;1;;;1
Colorado Charlie;;;;1;;;;;1
Communicatiebureau De Walvis;;;;;;;;1;1
Compass Group Nederland B.V.;;;;1;;;;;1
Competition and Markets Autority;;;;;;1;;;1
Compumatica Secure Networks B.V.;;;;;;1;;;1
Computrain Opleidingen;;;;;;1;;;1
Conducto B.V.;;;;;;1;;;1
Conducto Opleidingen B.V.;;;;;;1;;;1
Congres4U;;;;;;1;;;1
Congruent Managementsupport;;;;;;1;;;1
Connect2Culture;;;;;;1;;;1
Coosto B.V.;;;;;;1;;;1
Copenhagen Economics A/S;;;;;;1;;;1
Copenhagen V.O.F.;;;;1;;;;;1
Corinor Organisatieontwikkeling B.V.;;;;;;1;;1;1
Corpus Exploitatie B.V.;;;;1;;;;;1
Cramer Milieuadvies;;;;;;;1;;1
Crazy Holding;;;;1;;;;;1
Creating Insights University B.V.;;;;;;1;;;1
Cris de Castro;;;;;;1;;;1
CrowdLED B.V.;;;;1;;;;;1
Crowne Plaza Brussels - Le Palace;;;;;;;;1;1
Crystal ICT B.V.;;;;;;1;;;1
CSIRO;;;;;;1;;;1
Cuisine@yourhome;;;;1;;;;;1
Culinair Wandelen;;;;;;1;;;1
Culpepper B.V.;;;;1;;;;;1
Customer Contact Company B.V.;;;;;;1;;;1
Cycle and the City;;;;1;;;;;1
D. Myles;;;;1;;;;;1
D.H.T.C. Den Helder Training Centre B.V.;;;;;;1;;;1
D5 Groep;;;;;;1;;;1
Daily Business;;;;;;;;1;1
D'Amici;;;;1;;;;;1
dB-shows, light & sounds;;;;1;;;;;1
de  l'Association des Instituts Europ�ens de Conjoncture Economique (AIECE);;;;;;1;;;1
De Baak Noordwijk B.V.;;;;;;1;;;1
De Bazar Amsterdam B.V.;;;;1;;;;;1
De Beweging;;;;;;1;;;1
De Bierelier B.V.;;;;1;;;;;1
De Bierkelder Utrecht;;;;1;;;;;1
De Boerinn B.V.;;;;1;;;;;1
De Bonte Koe B.V.;;;;1;;;;;1
De Branding Utrecht B.V.;;;;1;;;;;1
De Drentse Hoeve;;;;1;;;;;1
De Gouden Wok Zuiderpark;;;;1;;;;;1
De Goudse Lichtfabriek B.V.;;;;1;;;;;1
De Grietmanswijk B.V.;;;;;;;;1;1
De Hap en Tapkamer B.V.;;;;1;;;;;1
De Hertenkamp Assen B.V.;;;;1;;;;;1
De Horeca Academie Zakelijk B.V.;;;;1;;;;;1
De Klittenband;;;;1;;;;;1
De Koningshof B.V.;;;;;;;;1;1
De Korenbeurs Utrecht B.V.;;;;1;;;;;1
De Meisjes van Spijs;;;;1;;;;;1
De Oude Bibliotheek B.V.;;;;;;1;;;1
De Overburen;;;;1;;;;;1
de Persgroep Nederland B.V.;;;;;;;;1;1
De Presentatie Groep B.V.;;;;;;1;;;1
De Roofvogelboerderij;;;;1;;;;;1
De schaal van Kampen;;;;;;1;;;1
de ScheidingsDeskundige B.V.;;;;;;1;;;1
De Schenker B.V.;;;;1;;;;;1
De Seedykstertoer;;;;1;;;;;1
De Smelt B.V.;;;;1;;;;;1
De Succesvolle Introvert;;;;;;1;;;1
De Tafelheer;;;;;;1;;;1
De Tombe Consultancy B.V.;;;1;;;1;;;1
De Tuinderij;;;;1;;;;;1
De Utrechtse Haven B.V.;;;;1;;;;;1
De Uurwerker;;;;1;;;;;1
De Vesting;;;;1;;1;;;1
De Waterreus;;;;1;;;;;1
De Wilgenweard;;;;1;;;;;1
De Winkel van Sinkel B.V.;;;;1;;;;;1
De Witterbrug B.V.;;;;1;;;;;1
De Zalen van Zeven;;;;;;1;;1;1
De Zilveren Vosch B.V.;;;;1;;;;;1
De Zwanenhof B.V.;;;;;;;;1;1
Debatrix;;;;;;1;;;1
Dekxels B.V.;1;;;1;;;;;1
deLex Media en Management B.V.;;;;;;1;;;1
Delft Congress Support B.V.;;;;;;1;;;1
Deloitte Accountants;;;;;;1;;;1
Denk Producties B.V.;;;;;;1;;1;1
Dentons Boekel N.V.;;;;;;1;;;1
depoorte.com;;;;;;1;;;1
Detron Communication Solutions;;;;;;1;;;1
DFK e.V.;;;;;;1;;;1
Diana Fasol Mens & Werk;;;;;;1;;;1
Dignitas Mediation & Conflict Management;;;;;;1;;;1
DIOR Opleidingen;;;;;;1;;;1
Dirksen Bedrijfsopleidingen B.V.;;;;;;1;;;1
Dirty Chicken B.V.;;;;1;;;;;1
Djihn Personal and Team Development B.V.;;;;;;1;;;1
DNV GL Netherlands B.V.;;;;;;1;;;1
Doenederland.nl B.V.;;;;1;;;;;1
Domstad Evenementen B.V.;;;;1;;;;;1
Doomernik training & coaching;;;;;;1;;;1
Dorpshuis De Wending;;;;;;;;1;1
Dorpshuis Schaarsbergen;;;;;;;;1;1
Dorpshuis Túnawerth;;;;;;;;1;1
Double A Exploitatie B.V.;;;;1;;;;;1
Double Healix Educational Media B.V.;;;;;;1;;;1
D'Oude Brandweer Exploitatie B.V.;;;;1;;;;;1
Down Under BEACH B.V.;;;;1;;;;;1
Drink en Eetlokaal Proefverlof B.V.;;;;1;;;;;1
Drone Flight Academy B.V.;;;;;;1;;;1
Drs. M. Roorda Psycholoog NIP-Managem;;;;;;1;;;1
Drums and Barrels;;;;1;;;;;1
Dudok Den Haag B.V.;;;;1;;;;;1
Dulang Indonesische Lekkernijen;;;;1;;;;;1
Dunea N.V.;;;;1;;;;;1
Ebbinge & Company International Holding B.V.;;;;;;1;;;1
Ebbinge B.V.;;;;;;1;;;1
EBD GmbH;;;;;;;;1;1
Ecologica B.V.;;;;;;1;;;1
Ecorys B.V.;;;;1;;;;1;1
Eemlandhoeve Exploitatie B.V.;;;;1;;;;;1
EEN! B.V.;;;;1;;;;;1
EGN Nederland B.V.;;;;;;;;1;1
Ekohoeve;;;;1;;;;;1
El Cuartito Loco;;;;;;1;;;1
El Niño B.V.;;;;1;;;;;1
Ele Tio Fermin;;;;1;;;;;1
EMMA Communicatie B.V.;;;;;;1;;;1
Emodz B.V.;;;;;;;;1;1
Emtek Ergonomics B.V.;;;1;;;;;;1
Endemol Shine Nederland Producties B.V.;;;;1;;;;;1
Energeia B.V.;;;;;;1;;;1
Entopic B.V.;;;;;;1;;;1
Epic Agility Nederland B.V.;;;;;;1;;;1
Equipoise B.V.;;;;;;;;1;1
ERA;;;;;;1;;;1
Ergatis B.V.;;;1;;;;;;1
Ernst Sillem Hoeve B.V.;;;;;;1;;;1
ESB B.V.;;;;;;1;;;1
Escape Factory B.V.;;;;1;;1;;;1
Escape Room Rijswijk;1;;;;;;;;1
Escape World Waterlooplein B.V.;;;;1;;;;;1
Escaping NL B.V.;;;;1;;;;;1
Escapium;;;;1;;;;;1
eSpecialisten B.V.;;;;;;1;;;1
Esri Nederland;;;;;;1;;;1
Esther Roelofs coaching & training;;;;;;1;;;1
Estima;;;;;;1;;;1
Eten & Zo Zoetermeer B.V.;;;;1;;;;;1
Eten & Zo Zwolle B.V.;;;;1;;;;;1
Eten bij Werelds;;;;1;;;;;1
Etienne Mulders;;;;;;1;;;1
Etop;;;;;;1;;;1
Etxea Restaurant;;;;1;;;;;1
Eur. Instit. voor Certified Public Controll.;;;;;;1;;;1
Eurest Services B.V.;;;;1;;;;;1
Euro Events B.V.;;;;1;;;;;1
European Academy for Taxes, Economics & Law Brauner Klingenberg GmbH;;;;;;1;;1;1
European Competitive Telecommunications Association ECTA;;;;;;1;;;1
European Language Centre B.V.;;;;;;1;;;1
European Speechwriter Network;;;;;;1;;;1
European University Institute;;;;;;1;;;1
Evers Research & Training;;;;;;1;;;1
Everyday Utrecht B.V.;;;;1;;;;;1
E-WISE Nederland B.V.;;;;;;1;;;1
Excelsior Sport B.V.;;;;1;;;;;1
Exito Beekbergen B.V.;;;;1;;;;;1
Expert in Actie;;;;1;;;;;1
Expertisecentrum Conflictmanagement;;;;;;1;;;1
Expl. Mij. Heerlijkh. Mariënwaerdt V.O.F.;;;;1;;;;;1
Explainit Company;;;;;;1;;;1
Exploitatiemij. Grand Hotel Karel V B.V.;;;;1;;;;1;1
Eykenduyn Coaching & Advies;;;;;;1;;;1
F.A.J. Veerman Holding B.V.;;;;;;1;;;1
Fabius Opleidingen B.V.;;;;;;1;;;1
Factor Vijf;;;;1;;;;1;1
FBRH Consultants Ltd;;;;;;1;;;1
FDV Media;;;;;;1;;;1
Feeling Interieurs;;;;;;;;1;1
Feithhuis Exploitatie B.V.;;;;1;;;;;1
Fellini Assen B.V.;;;;1;;;;;1
Fellini Rotterdam Exploitatie B.V.;;;;1;;;;;1
FELLOW;;;;1;;;;;1
FHI, Federatie van Technologiebranches;;;;;;;;1;1
Fico Urban Italian;;;;1;;;;;1
Film Atelier Den Haag;;;;1;;;;1;1
Fire and Medical Training Centre B.V.;;;;;;1;;;1
Firebrand Training BeNeLux B.V.;;;;;;1;;;1
First Service One B.V.;;;;1;;;;;1
Fiscaal Studie- en Documentatiecentrum;;;;;;1;;;1
FitnessStoffering.nl;;;;1;;;;;1
Fletcher Boutique Hotel Restaurant Duinoord;;;;;;;;1;1
Fletcher Hotel-Restaurant de Buunderkamp;;;;;;;;1;1
Flevum-Loenermark B.V.;;;;;;;;1;1
Flitz-Events;;;;1;;;;;1
Flynth adviseurs en accountants B.V.;;;;;;;;1;1
Focus Learning Journeys B.V.;;;;;;1;;;1
FocusXL B.V.;;;;;;1;;;1
Fonk Beach B.V.;;;;1;;;;;1
Foodlog Media B.V.;;;;;;1;;;1
Fort 1881;;;;1;;;;;1
Forum Europe Ltd;;;;;;1;;;1
Fotografie : Paul Voorham;;;;1;;;;;1
FourPlus Clinical;;;;;;1;;;1
Fox-IT;;;;;;1;;;1
Frame B.V.;;;;;;1;;;1
Frank van Ormondt Services B.V.;;;;;;1;;;1
Frankwatching B.V.;;;;;;1;;1;1
Frattini;;;;;;;;1;1
Frederik B.V.;;;;1;;;;;1
Frijters Mind Tuning B.V.;;;;;;1;;;1
Frisse Blikken ondernemen met talent B.V.;;;;;;1;;;1
Frits Philips Jr. & Partners B.V.;;;;;;1;;1;1
Full Orbit Consulting B.V.;;;;;;1;;;1
Fundustry B.V.;;;;1;;;;;1
FutureFlock;;;;;;1;;;1
G&IT;;;;;;;;1;1
G.A.M. van der Ven;;;;;;;;1;1
Gall & Gall;;;;1;;;;;1
Ganzenmarkt 24-26 Horeca Exploitatie;;;;1;;;;;1
Gartner Nederland B.V.;;;;;;1;;;1
Gartner U.K. Limited;;;;;;1;;;1
Gasterij 't Karrewiel B.V.;;;;1;;;;;1
Gauchos Franchise Den Haag B.V.;;;;1;;;;;1
Gbned;;;;;;;;1;1
Geboortegift.nl;;;;1;;;;;1
Generation Energy B.V.;;;;1;;;;;1
GeoFort Exploitatie B.V.;;;;1;;;;;1
Geoplan Nederland B.V.;;;;;;1;;;1
Gestalttherapie De Limes;;;;;;1;;;1
Get out of here B.V.;;;;1;;;;;1
gfa-consulting gmbh;;;;;;;;1;1
GfK;;;;;;1;;;1
Gilde Utrecht;;;;1;;;;;1
Gino's B.V.;;;;1;;;;;1
GITP B.V.;;;;;1;1;;;1
GITP Breda;;;;;;1;;;1
GITP Training & Opleiding B.V.;;;;;;1;;;1
GJM Communicatie B.V.;;;;;;1;;;1
Glope Events B.V.;;;;1;;;;;1
Good Conditions B.V.;;;1;;;;;;1
Gosses Consulting;;;;;;1;;;1
Gran Mercado B.V.;1;;;1;;;;;1
Grand Café - Restaurant Bij 5;;;;1;;;;;1
Grand Café Borg Nienoord B.V.;;;;;;1;;;1
Grand Café De Drie Heeren;;;;1;;;;;1
Grand Café Hemels;;;;1;;;;;1
Grand Cafe Groningen;;;;1;;;;;1
Grand Cafe Lubeck;;;;1;;;;;1
Grand Central Food Market B.V.;;;;1;;;;;1
Grandcafé De Wens B.V.;;;;1;;;1;;1
Grandcafe Haagsche Bluf;;;;1;;;;;1
Grand-diner-café 't Boterhuis B.V.;;;;1;;;;;1
Granny's Corner;;;;1;;;;;1
Green Café;;;;1;;;;;1
Greens in the Park B.V.;1;;;;;;;;1
Greve & 't Hart Talentontwikkeling;;;;;;1;;;1
Grieks Restaurant 'Kreta';;;;1;;;;;1
Grieks Specialiteitenrestaurant Corfu;;;;1;;;;;1
Groeneveld Horeca B.V.;;;;1;;;;1;1
Groenhof Congresorganisatie;;;;;;1;;;1
Groningen Seaports N.V.;;;;;;;;1;1
Groninger Forum, locatie Hereplein 73;;;;1;;;;;1
GroupSupport.com B.V.;;;;;;1;;;1
Grupo Spri Taldea;;;;;;;;1;1
Guido Stalman Training & Coaching;;;;;;1;;;1
Guillain Barbers;;;;1;;;;;1
Gusto Mangia e Bevi;;;;1;;;;;1
H.J.M. Zonderland Fotografie;;;;1;;;;;1
H.R. Guest Fotografie;;;;1;;;;;1
Haags Historisch Museum;;;;1;;;;;1
Haagsche Wens;;;;1;;;;;1
Haagse Beek organisatieadvies B.V.;;;;;;1;;;1
Haagse Pool Vereniging Hague Five;;;;1;;;;;1
Hackwerk Advies;;;;;;1;;;1
Hallmark Cards Nederland;;;;1;;;;;1
Happy Day Tours;;;;1;;;;;1
Happy Meat B.V.;;;;1;;;;;1
Harriet Aans;;;;;;1;;;1
Hart Beach B.V.;;;;;;1;;;1
Health2Work B.V.;;;1;;;;;;1
HeartMath BeNeLux B.V.;;;1;;;1;;;1
Heliview Conferences en Training B.V.;;;;;;1;;;1
Helming Coaching en Advies;;;;;;1;;;1
Hemingway;;;;1;;;;;1
Hende Bauer Therapie training en coaching;;;;;;1;;;1
Henriëtte van Dueren den Hollander;;;;;;1;;;1
Hergeboren Stoelmassage;;;;;;1;;;1
Hesbak 2 B.V.;;;;1;;;;;1
Het Chocolade Huis;;;;1;;;;;1
Het Drents Kwartiertje;;;;1;;;;;1
Het Financieele Dagblad B.V.;;;;;1;;;;1
Het Goudkantoor;;;;1;;;;;1
Het Grootste Kennisfestival;;;;;;1;;;1
Het Heden;;;;1;;;;;1
Het Heerenhuis, Grandcafé, Lunch, Diner, Zal.;;;;1;;;;;1
Het Hof;;;;;;1;;;1
Het Kookplein;;;;1;;;;;1
Het Lokaal B.V.;;;;1;;;;;1
Het Muntgebouw-Utrecht B.V.;;;;1;;;;1;1
Het Nationaal Automobielmuseum;;;;1;;;;;1
Het Ned. Instit. voor Verkeersveiligheid B.V.;;;;;;1;;;1
Het Nederl.talig Buisleiding Industrie Gilde;;;;;;1;;;1
Het Postkantoor Hoogeveen B.V.;;;;1;;;;;1
Het Talentbedrijf B.V.;;;;;;1;;;1
Het Zuiden F.G.;;;;1;;;;;1
Heuvelman Sound & Vision B.V.;;;;1;;;;;1
Hi Chinese;;;;;;1;;;1
Hiawatha Actief;;;;1;;;;;1
High Tech Institute (HTI) B.V.;;;;;;1;;;1
HKV Lijn in Water B.V.;;;;;;;;1;1
Hocarest B.V.;;;;1;;1;;;1
Hoeksche Waardse Kantoor Service;1;;;;;;;;1
Hoeksteencommissie Kerkcentrum 'De Hoeksteen';;;;;;;;1;1
Hoeve Kazan;;;;;;;;1;1
Hofstad Events B.V.;;;;1;;;;;1
Hogeschool Domstad Facilitaire Zaken B.V.;;;;;;;;1;1
Holding Beheermaatschappij Ropeni B.V.;1;;;1;;;;;1
Holland Promotion B.V.;;;;1;;;;;1
Hollandse Indianen;;;;1;;;;;1
Home food & drinks;;;;1;;;;;1
Hooridee Advies bij Gehoorverlies;;;1;;;;;;1
Horasis;;;;;;;;1;1
Horeca Exploitatie Maatschappij Berlage B.V.;;;;1;;;;;1
Hospitality Bloom B.V.;;;;;;1;;;1
Hospitality Interim B.V.;;;;;;1;;;1
Hotel Des Indes B.V.;;;;1;;;;;1
Hotel het Hoge Duin;;;;;;;;1;1
Hotel Post Plaza B.V.;;;;1;;;;;1
Hotel Restaur. Het Rechthuis Muiderberg B.V.;;;;;;;;1;1
Hotel Sneek;;;;;;;;1;1
Hotel Spoorzicht & Spa B.V.;;;;1;;;;;1
Hotel Waalwijk B.V.;;;;;;;;1;1
HR-ICT;;;;;;1;;;1
HSK Groep;;;1;;;;;;1
HSK Interventie B.V.;;;1;;;;;;1
Huize Molenaar B.V.;;;;1;;;;;1
Human Dimensions B.V.;;;;;;1;;;1
Human Perspective;;;;;;1;;;1
Humphrey's Amsterdam Spuistraat B.V.;;;;1;;;;;1
Hutten Catering B.V.;1;;;;;;;;1
Hyphen Projects B.V.;;;;;;1;;1;1
iapp;;;;;;1;;;1
Iber Lengua B.V.;;;;;;1;;;1
ICM Administratie B.V.;;;;;;1;;;1
Igluu Workspace for Professionals;;;;1;;;;;1
IIR Ltd;;;;;;1;;;1
ImpactAbility;;;;;;1;;;1
Impero Romano Holding B.V.;;;;1;;;;;1
Impro4u;;;;;;1;;;1
In Pace B.V.;;;;1;;;;;1
In Touch Women Resource Management B.V.;;;;;;1;;;1
Indisch Restaurant Garoeda;;;;1;;;;;1
Indonesisch Restaurant Soeboer;;;;1;;;;;1
Inf. Syst. Aud. & Contr. Ass. Neth. Chapter;;;;;;1;;;1
Information Security Academy B.V.;;;;;;1;;;1
Inquest B.V.;;;;;;;;1;1
InsightsWorld B.V.;;;;1;;1;;;1
INSOL Europe;;;;;;1;;;1
Inspiratie op Locatie B.V.;;;;;;;;1;1
Instituto Cervantes;;;;;;1;;;1
Instituto Latino;;;;;;1;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;;1
Instituut voor Juridische Opleidingen B.V.;;;;;;1;;;1
Instituut voor Wijsbegeerte B.V.;;;;;;1;;1;1
Instituut Werk en Stress B.V.;;;;;;1;;;1
Instock Den Haag;;;;1;;;;;1
