ID,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,NAAM,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,BEWEEGBAAR,PUIC,WEGNAAM
6065121,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,100.445865,"100,445865",Noord-Oost,NO,Groningen,37,KUNSTWERKEN,Wadden,257776.33,595214.102805,53.3334414123364,6.93001916857858,KUNSTWERKEN,Noord-Oost,NO,Eemsdelta,G1979,bestaand,,96.549,283,1,gerealiseerd,2021/01/12 14:26:32+00,Nee,715229a1ead046998a424c421d75d52f,
6065155,,,,,,,,,,,,,,,,93196.178723,462782.47,52.1497616816565,4.4841834229948,,,,Leiden,G0546,bestaand,,93.618,283,1,gerealiseerd,2015/07/06 12:37:31+00,Nee,5cc1816e223c492c85ad1fddd508c7a9,
6065194,,,,,,,,,,,,,,,,103173.664366,427082.426,51.8299324699683,4.63534971629678,,,,Waterschap Hollandse Delta,W0655,bestaand,,35.689,283,1,gerealiseerd,2015/05/08 11:04:05+00,Nee,f44d8a16df944cb38b1f86c02b9a7a93,
6065276,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,Wd-Ledn,Woerden - Leiden Centraal ,28.280554,"28,280554",Randstad Zuid,RZ,Leiden,1,KUNSTWERKEN,Rijn en Gouwe,94905.005,461811.76458,52.1412263330278,4.50931991653839,KUNSTWERKEN,Randstad Zuid,RZ,Leiden,G0546,bestaand,,851.015,283,1,gerealiseerd,2020/07/09 18:44:39+00,Nee,718f28d51ce44d838ce1a54315097c01,
6065312,,,,,,,,,,,,,,,,61302.340548,440833.8765,51.9480444293071,4.02430342594885,,,,Rotterdam,G0599,bestaand,,858.69,283,1,gerealiseerd,2017/09/06 12:21:59+00,,16fd017009fc9cac9e050210a7e24119,
6065375,469,g,469,469_g,Pernis,Boto-Pstw,"Botlektunnel Oost - Rotterdam, Emplacement Pernis Tankweg ",601.008889,"601,008889",Randstad Zuid,RZ,Europoort,4,KUNSTWERKEN,Zee-Zevenaar,82156.162793,432960.6,51.8804113634016,4.32924738900934,KUNSTWERKEN,Randstad Zuid,RZ,Rotterdam,G0599,bestaand,,130.565,283,1,gerealiseerd,2015/03/11 10:47:56+00,Nee,16fd01700c7dbcac9e050210a7e24119,
6065453,467,c,467,467_c,Rotterdam Waalhaven Oost,Whz-Who,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Emplacement Waalhaven Oost ",101.489035,"101,489035",Randstad Zuid,RZ,Europoort,4,KUNSTWERKEN,Zee-Zevenaar,91002.491317,433358.339,51.8850727414058,4.45763685877186,KUNSTWERKEN,Randstad Zuid,RZ,Rotterdam,G0599,bestaand,,142.644,283,1,gerealiseerd,2017/02/09 12:18:17+00,Nee,a362d34efaec4f3eb02b76148c6764fb,
6065455,,,,,,,,,,,,,,,,93568.379,465218.288878,52.1716939408665,4.4891806176021,,,,Leiden,G0546,bestaand,,409.352,283,1,gerealiseerd,2015/07/06 12:37:31+00,Nee,9880958115e949fd867f0a68c249fabe,
6065459,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,47.864422,"47,864422",Zuid,Z,Boxtel,23,KUNSTWERKEN,Brabant,154677.536,392002.388226,51.517022682805,5.38255543438877,KUNSTWERKEN,Zuid,Z,Best,G0753,bestaand,,1246.881,283,-1,,2015/02/20 14:38:19+00,Nee,d963d9eedf4745dea31f6d08fd4964cf,
6065508,,,,,,,,,,,,,,,,103899.402,427360.599,51.8324995757435,4.64583612337716,,,,Waterschap Hollandse Delta,W0655,bestaand,,79.259,283,1,gerealiseerd,2015/05/05 11:51:21+00,Nee,6df61fe3449b44de85a9b868d6be2ede,
6065568,,,,,,,,,,,,,,,,103209.4395,427108.337484,51.8301686781556,4.63586478603686,,,,Waterschap Hollandse Delta,W0655,bestaand,,29.728,283,1,gerealiseerd,2015/05/08 08:15:07+00,Nee,df8262bf23d74fdbb6dd30d7a3c86802,
6065574,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,34.428368,"34,428368",Zuid,Z,Eindhoven,24,KUNSTWERKEN,De Peel,177891.6325,386618.119008,51.4681600485657,5.7166480153461,KUNSTWERKEN,Zuid,Z,Noord-Brabant,P0030,bestaand,,425.632,283,1,gerealiseerd,2020/01/17 09:25:49+00,Nee,00f6f9696395f68ae050120a080440dd,
6065622,,,,,,,,,,,,,,,,81131.662328,452749.769,52.0581197787668,4.31011017882616,,,,'s-Gravenhage,G0518,bestaand,,235.534,283,1,gerealiseerd,2017/10/07 14:09:37+00,Nee,1e0a6f13b1b7e183e053530a0b0a8a7d,
6065710,,,,,,,,,,,,,,,,92738.513278,463954.5125,52.1602434642374,4.47728253287589,,,,Leiden,G0546,bestaand,,92.052,283,1,gerealiseerd,2015/07/06 12:37:31+00,Nee,309ebf31079448baa6ce8c778af46f0f,
6065734,,,,,,,,,,,,,,,,139311.142645,484802.928,52.3509082543779,5.15693864298164,,,,Almere,G0034,bestaand,,247.024,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,185d5c5dbf9e4278867e365f9e334100,
6065740,,,,,,,,,,,,,,,,177121.050372,505329.888,52.5351682877444,5.71323105794205,,,,Dronten,G0303,bestaand,,853.512,283,1,gerealiseerd,2023/01/11 11:37:55+00,Nee,0979f330106d319ae05332a1e90a5e0b,
6065741,,,,,,,,,,,,,,,,149437.181437,490768.1445,52.4047165822607,5.30545979821555,,,,Almere,G0034,bestaand,,138.142,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,f4629d7192d84af2ad0ac89e209ecdb7,
6065778,,,,,,,,,,,,,,,,141131.681523,486282.125,52.364251545235,5.18359758911201,,,,Almere,G0034,bestaand,,273.869,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,a905a00428c444e4a878365e525dc7ae,
6065783,,,,,,,,,,,,,,,,145301.329078,487638.845,52.3765345215855,5.24477462921018,,,,Almere,G0034,bestaand,,82.142,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,1bbd04ab0221442aa0414c015fb37aba,
6065861,,,,,,,,,,,,,,,,144592.678146,487610.9675,52.3762710073017,5.23436864257555,,,,Almere,G0034,bestaand,,289.395,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,96ef7ada7af140259d363cfd7bf2c5ff,
6065872,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,25.154355,"25,154355",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,182099.976,504344.479366,52.5260879674871,5.78653011198261,KUNSTWERKEN,Randstad Noord,RN,Dronten,G0303,bestaand,,149.386,283,1,gerealiseerd,2014/12/05 15:32:38+00,Nee,0979f330093b319ae05332a1e90a5e0b,
6065875,,,,,,,,,,,,,,,,145292.518332,487685.9315,52.3769575574685,5.24464388036418,,,,Almere,G0034,bestaand,,38.086,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,83d812d9cccc4c36b99c4be1a278b8ff,
6065957,,,,,,,,,,,,,,,,140294.623248,485646.83,52.3585200491583,5.1713362284403,,,,Flevoland,P0024,bestaand,,265.215,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,374bb7cc4ef44b30aafd304b39fd4f05,
6065958,,,,,,,,,,,,,,,,139803.417841,485241.6045,52.3548647077193,5.16414391413937,,,,Almere,G0034,bestaand,,120.782,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,21e3f94ba2374355b449029b4d3fa5f6,
6066011,,,,,,,,,,,,,,,,146932.135,488687.910849,52.3859893931859,5.2686985870312,,,,Almere,G0034,bestaand,,102.112,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,24b512711d74432b9696f5a41615c0ff,
6066040,,,,,,,,,,,,,,,,160814.8035,500918.8515,52.4959422831103,5.47282866289446,,,,Lelystad,G0995,bestaand,,93.55,283,1,gerealiseerd,2014/10/27 11:00:09+00,Nee,53a966b31c624d9b8366810e1be09ba8,
6066100,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,16.735151,"16,735151",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,174033.6365,506562.155885,52.5463592062797,5.66779892966886,KUNSTWERKEN,Randstad Noord,RN,Dronten,G0303,bestaand,,158.04,283,1,gerealiseerd,2019/04/08 08:40:24+00,Nee,0979f3300bf1319ae05332a1e90a5e0b,
6066104,,,,,,,,,,,,,,,,143313.979219,487418.3465,52.3745141134369,5.21559720746062,,,,Almere,G0034,bestaand,,161.501,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,85b530bf31814dc1b0a68c52427dd987,
6066109,,,,,,,,,,,,,,,,143212.595065,487366.3375,52.3740445155375,5.21411022887885,,,,Almere,G0034,bestaand,,135.931,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,c75e469928604572b1b73505c2d63b3f,
6066120,,,,,,,,,,,,,,,,140840.563776,486053.684,52.362191000552,5.17933320669036,,,,Almere,G0034,bestaand,,114.144,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,43b8f57b5f784ee98a1851afcd2da2bc,
6066125,,,,,,,,,,,,,,,,142402.723515,487160.088,52.3721728718325,5.20222532019647,,,,Almere,G0034,bestaand,,274.097,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,ea5d5748b6f544dbb70784f7323635e0,
6066149,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,27.069205,"27,069205",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,184009.909,504146.623473,52.5242117382411,5.8146555199797,KUNSTWERKEN,Randstad Noord,RN,Dronten,G0303,bestaand,,149.618,283,1,gerealiseerd,2014/12/05 15:32:38+00,Nee,0979f330093a319ae05332a1e90a5e0b,
6066173,,,,,,,,,,,,,,,,142554.806583,487265.077,52.3731199288771,5.20445461879339,,,,Almere,G0034,bestaand,,114.913,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,9ffa5cfe65fc415487d0af812a38edd1,
6066178,,,,,,,,,,,,,,,,142995.825816,487385.881,52.374215470139,5.21092636176586,,,,Almere,G0034,bestaand,,118.074,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,1c88a31cde034f058eedc1d8f6c9bc19,
6066255,,,,,,,,,,,,,,,,147861.44051,489890.9085,52.3968142109563,5.28232323252898,,,,Almere,G0034,bestaand,,183.871,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,46f9f14f5f1347e1aeacb9d5869fedb1,
6066303,,,,,,,,,,,,,,,,144348.615,487669.327278,52.3767908406742,5.23078264178099,,,,Almere,G0034,bestaand,,61.9,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,b87e9df8c0be4632bb29844dbd239de0,
6066307,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,14.111862,"14,111862",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,171424.479886,506885.0235,52.5493456150222,5.62935102446737,KUNSTWERKEN,Randstad Noord,RN,Flevoland,P0024,bestaand,,238.476,283,1,gerealiseerd,2020/05/28 12:32:56+00,Nee,0979f3300c31319ae05332a1e90a5e0b,
6066336,,,,,,,,,,,,,,,,143189.55913,487455.2105,52.374842769265,5.2137688340943,,,,Almere,G0034,bestaand,,504.359,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,6c413a91b3554bb68cd3cbf2e34dd000,
6066342,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,24.123775,"24,123775",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,181119.678576,504544.9735,52.5279375798361,5.77210121102484,KUNSTWERKEN,Randstad Noord,RN,Dronten,G0303,bestaand,,202.94,283,1,gerealiseerd,2016/11/23 11:35:54+00,Nee,0979f3301131319ae05332a1e90a5e0b,
6066372,216,,216,216__,Heerhugowaard - Hoorn,Hwd-Hn,Heerhugowaard - Hoorn ,20.207468,"20,207468",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,129459.184,518384.839695,52.6523445329951,5.00977488925788,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,12.864,283,1,gerealiseerd,2020/06/05 13:20:22+00,Nee,fbe3615984db4541a86653d98eff6e33,
6066435,,,,,,,,,,,,,,,,143567.199487,487477.031,52.3750468691704,5.21931369099657,,,,Almere,G0034,bestaand,,1136.546,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,19f7fc29f1a249f2835fb3ab098c2b4e,
6066450,,,,,,,,,,,,,,,,142715.80851,487309.8975,52.3735263774125,5.20681718048263,,,,Almere,G0034,bestaand,,500.018,283,1,gerealiseerd,2014/01/31 22:14:14+00,Nee,a70c5230fcf04c3ca01a0fdd8125ced8,
6066487,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",11.326212,"11,326212",Randstad Zuid,RZ,Europoort,4,KUNSTWERKEN,Zee-Zevenaar,85715.439001,432570.575,51.8773602866367,4.38101149510653,KUNSTWERKEN,Randstad Zuid,RZ,Rotterdam,G0599,bestaand,,3416.432,283,1,gerealiseerd,2015/02/24 10:58:17+00,Nee,16fd01700b1d0cac9e050210a7e24119,
6066491,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",12.533471,"12,533471",Randstad Zuid,RZ,Europoort,4,KUNSTWERKEN,Zee-Zevenaar,84557.923574,432561.897,51.8771371131404,4.36420568774813,KUNSTWERKEN,Randstad Zuid,RZ,Rotterdam,G0599,bestaand,,12247.926,283,1,gerealiseerd,2015/07/17 14:36:55+00,Nee,16fd017115e4fcac9e050210a7e24119,
6066514,,,,,,,,,,,,,,,,106038.935806,423746.8535,51.8002118402209,4.6773856979443,,,,Dordrecht,G0505,bestaand,,3.528,283,1,gerealiseerd,2015/11/06 08:29:42+00,Nee,047fc0f922d3c003e0532b00500a66e1,
6066520,025,,25,025__,Almelo - Hengelo,Aml-Hgl,Almelo - Hengelo ,2.049359,"2,049359",Noord-Oost,NO,Twente,32,KUNSTWERKEN,Twente,241747.411,485033.190119,52.3463503980496,6.66031083044465,KUNSTWERKEN,Noord-Oost,NO,Almelo,G0141,bestaand,,398.249,283,1,gerealiseerd,2016/09/19 12:01:40+00,Nee,afa990f8869f4aadbbdca5bccbe6e10a,
6066525,094,,94,094__,Utrecht Centraal - Blauwkapel,Ut-Amf,Utrecht - Amersfoort ,2.9,"2,900000",Randstad Noord,RN,Utrecht,13,KUNSTWERKEN,Neerlands Midden,136913.082845,457985.585,52.1098076071223,5.12317475425734,KUNSTWERKEN,Randstad Noord,RN,Utrecht,G0344,bestaand,,120.071,283,1,gerealiseerd,2015/09/28 12:12:48+00,Nee,ec880e3c11eb44dda09a8202a999300f,
6066536,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,43.05674,"43,056740",Randstad Zuid,RZ,Rotterdam,3,KUNSTWERKEN,Rotterdam,100564.658708,441128.2425,51.955921958073,4.59528431622658,KUNSTWERKEN,Randstad Zuid,RZ,Zuidplas,G1892,bestaand,,46.949,283,1,gerealiseerd,2017/03/27 13:56:46+00,Nee,3de2d98cd15e475b9b548e533ac78b1a,
6066544,,,,,,,,,,,,,,,,104260.3495,445455.708319,51.9951650753049,4.64840423764534,,,,Hoogheemraadschap van Schieland en de Krimpenerwaard,W0656,bestaand,,14.33,283,1,gerealiseerd,2015/01/16 14:25:41+00,Nee,f069a6fd58b94804be748cd5c4140154,
6066624,119,a,119,119_a,Lage Zwaluwe - Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,25.350149,"25,350149",Randstad Zuid,RZ,Dordrecht,5,KUNSTWERKEN,Dordrecht,104828.767783,421261.467,51.7777662135983,4.66020258027107,KUNSTWERKEN,Randstad Zuid,RZ,Dordrecht,G0505,bestaand,,20.258,283,1,gerealiseerd,2021/01/08 15:10:12+00,Nee,047fc0f9236ec003e0532b00500a66e1,
6066744,,,,,,,,,,,,,,,,95526.9545,461481.624616,52.1383265935399,4.51846223973217,,,,Zoeterwoude,G0638,bestaand,,12.747,283,1,gerealiseerd,2015/10/09 09:06:03+00,Nee,0d976c41312742849a56771ba88b2246,
6066798,,,,,,,,,,,,,,,,95177.648881,461675.741,52.1400334486345,4.51332625066277,,,,Zoeterwoude,G0638,bestaand,,175.356,283,1,gerealiseerd,2016/10/04 12:03:08+00,Nee,7e1695893b6e4e3fb6a4431b23bf5ce6,
6067071,,,,,,,,,,,,,,,,99574.772097,448929.5635,52.0259380011993,4.57962341233304,,,,Hoogheemraadschap van Schieland en de Krimpenerwaard,W0656,bestaand,,102.129,283,1,gerealiseerd,2015/02/20 11:16:25+00,Nee,436a164a77b74b22bda1ee33dc03b6bb,
6067111,,,,,,,,,,,,,,,,105987.461,423350.101398,51.7966413841744,4.67669566833095,,,,Dordrecht,G0505,bestaand,,375.133,283,1,gerealiseerd,2015/11/06 08:29:42+00,Nee,047fc0f92233c003e0532b00500a66e1,
6067132,,,,,,,,,,,,,,,,98168.069189,449479.331,52.0307365960377,4.55903757562903,,,,Hoogheemraadschap van Schieland en de Krimpenerwaard,W0656,bestaand,,195.65,283,1,gerealiseerd,2015/02/19 13:43:43+00,Nee,ccb8e8e886674018ac711f42ec6931af,
6067136,,,,,,,,,,,,,,,,99541.844053,448937.2025,52.0260033643413,4.57914243786466,,,,Zuidplas,G1892,bestaand,,94.634,283,1,gerealiseerd,2021/01/12 07:38:39+00,Nee,4f238d4fcb4e4203accb443cdf181e51,
6067211,,,,,,,,,,,,,,,,106119.6715,424033.918947,51.8027990094576,4.67851554218346,,,,Dordrecht,G0505,bestaand,,65.303,283,1,gerealiseerd,2015/11/06 08:29:42+00,Nee,047fc0f922c0c003e0532b00500a66e1,
6067275,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,28.706395,"28,706395",Randstad Zuid,RZ,Dordrecht,5,KUNSTWERKEN,Dordrecht,106050.122859,424282.2605,51.8050249651337,4.67747214465075,KUNSTWERKEN,Randstad Zuid,RZ,Dordrecht,G0505,bestaand,,20.844,283,1,gerealiseerd,2015/11/06 08:29:42+00,Nee,047fc0f92240c003e0532b00500a66e1,
6067310,,,,,,,,,,,,,,,,100921.8845,441332.571961,51.9577932471432,4.60044854085194,,,,Zuidplas,G1892,bestaand,,41.446,283,1,gerealiseerd,2015/01/30 11:49:17+00,Nee,2cff056181864dfd92500ff19a351206,
6067345,,,,,,,,,,,,,,,,106028.356728,423762.8065,51.8003542951222,4.67723008115264,,,,Dordrecht,G0505,bestaand,,3.273,283,1,gerealiseerd,2015/11/06 08:29:42+00,Nee,047fc0f92420c003e0532b00500a66e1,
6067381,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,39.289371,"39,289371",Randstad Zuid,RZ,Rijn en Gouwe,81,KUNSTWERKEN,Rijn en Gouwe,103131.7075,443763.760272,51.9798543328588,4.63222789539022,KUNSTWERKEN,Randstad Zuid,RZ,Zuidplas,G1892,bestaand,,62.306,283,1,gerealiseerd,2014/10/10 09:10:57+00,Nee,0d5e6a98061e41f8b5178fcb873c2255,
6067425,,,,,,,,,,,,,,,,187974.751,339790.095647,51.0467463689254,5.85741372694126,,,,Echt-Susteren,G1711,bestaand,,116.737,283,1,gerealiseerd,2014/11/13 13:20:19+00,Nee,1a5ef2e3844a44f0a31ef761be430a25,
6067430,063,,63,063__,Maastricht - Sittard,Mt-Vl,Maastricht - Venlo ,11.91063,"11,910630",Zuid,Z,Maastricht,26,KUNSTWERKEN,Limburg,181162.6705,328202.818752,50.9429458317659,5.75943544672432,KUNSTWERKEN,Zuid,Z,Stein,G0971,bestaand,,161.275,283,1,gerealiseerd,2017/05/03 08:03:26+00,Nee,47515716456f4f3e804d99e86dc146fb,
6067438,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,41.519011,"41,519011",Noord-Oost,NO,Overijssel,34,KUNSTWERKEN,Drenthe,238908.3,509318.380719,52.5650109886625,6.62474506085574,KUNSTWERKEN,Noord-Oost,NO,Hardenberg,G0160,bestaand,,156.123,283,1,gerealiseerd,2022/07/25 15:09:22+00,Nee,e0a31968b67b46e996a078b6c3d682dd,
6067442,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,42.973689,"42,973689",Noord-Oost,NO,Overijssel,34,KUNSTWERKEN,Drenthe,239560.243,510545.648635,52.5759379241283,6.63467029660137,KUNSTWERKEN,Noord-Oost,NO,Hardenberg,G0160,bestaand,,669.747,283,1,gerealiseerd,2022/07/19 14:58:26+00,Nee,f2ec4e82aac04a48b010d4fc898e0ed6,
6067508,,,,,,,,,,,,,,,,109395.937,423827.925539,51.8012248235381,4.72604017530329,,,,Dordrecht,G0505,bestaand,,17.945,283,1,gerealiseerd,2015/11/05 14:50:46+00,Nee,047fc0f92339c003e0532b00500a66e1,
6067515,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,90.564657,"90,564657",Randstad Zuid,RZ,Dordrecht,5,KUNSTWERKEN,Dordrecht,108919.653662,423870.157,51.8015652852592,4.71912990158494,KUNSTWERKEN,Randstad Zuid,RZ,Dordrecht,G0505,bestaand,,228.66,283,1,gerealiseerd,2015/11/05 14:50:46+00,Nee,d4e59d07998a47219cd721505a2432d0,
6067566,,,,,,,,,,,,,,,,109286.2385,423813.802493,51.8010889151869,4.72445174675524,,,,Dordrecht,G0505,bestaand,,85.226,283,1,gerealiseerd,2015/11/05 14:50:46+00,Nee,047fc0f9232ec003e0532b00500a66e1,
6067592,,,,,,,,,,,,,,,,132881.5875,519702.984767,52.6643402377587,5.06026071874671,,,,,G0405,bestaand,,16.564,283,1,gerealiseerd,2015/05/07 12:59:00+00,Nee,bbd526acc2a6472ebcc75869f1b14d51,
6067599,,,,,,,,,,,,,,,,110418.700597,400787.472,51.5942193220018,4.7438192150778,,,,Breda,G0758,bestaand,,485.575,283,1,gerealiseerd,2015/03/09 16:09:18+00,Nee,bdaee8b0a6b84820be561de7d1aff842,
