Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Attentum B.V.;;;;;;1;;;;1
Avans;;;;;;1;;;;1
Aveq Show Theatre & Congress Facilities;;;;;;;2;;;2
Avex;;;;1;;;;;;1
Avicenna Academie voor Leiderschap;;;;;;1;;;;1
AWVN;;;;;;1;;;;1
B+B Vakmedianet;;;;;;1;;;;1
Baars Cipro;;;;;;1;;;;1
Baas & Co;;;;;;2;;;;2
Babbilage Restaurant-Brasserij;;;;;;1;;;1;1
Bab-Vios Touringcars;;;;;;;;;1;1
Bakker & Schnabel Training;;;;;;2;;;1;2
Bakker Boogers;;;;1;;;;;;1
Balans & Impuls;;;;;;1;;;;1
Ban Personeelsdiensten;;;;;1;;;;;1
Banketbakkerij Boheemen;;;;1;;;;;1;1
Banketbakkerij Bornhijm;;;;1;;;;;;1
Banketbakkerij Maison Kelder;1;;;1;;;;;;1
Banketbakkerij Partyservice Borgman;;;;1;;;;;;1
Banketbakkerij Prins;;;;1;;;;;;1
Banketbakkerij Salverda;;;;1;;;;;;1
Banketbakkerij-Chocolaterie Wesseling;;;;1;;;;;;1
Bar Bodega Cervantes;;;;1;;;;;;1
Bartimeus (incl. Stichting Bartiméus Accessibility);;;;;;1;;;;1
Basaal Restaurant;;;;;;;;;1;1
Bataviawerf Restaurant;;;;1;;;;;;1
BBP Beerens Business Press (incl. Twinkle);;;;;;1;;;;1
Beach Ameland (vh Peddels Outdoor Center);;;;1;;;;;;1
Beachcenter Oostvoorne;;;;;;;;;1;1
Bedrijfsartsengroep B.V.;;;3;;;;;;;3
Bedrijfsfitness Nederland;;;3;;;;;;;3
Beelddenkwerk;;;;;;1;;;;1
Belle van Zuylen Restaurant;;;;1;;;;;1;1
Bemmel Zeefdruk;;;;1;;;;;;1
Berenschot Groep (incl. HB, KSG, Mazars Berenschot);;;;;;2;;;;2
Berger Café;;;;;;;;;1;1
Bert Hellinger Instituut Nederland;;;;;;1;;;;1
Besseling Vervoert;;;;;;;;;1;1
Best Western Hotels;;;;1;;;;;1;1
Beteor;;;;;;2;;;;2
Beter door Coaching Peter Noyon;;;;;;1;;;;1
Beuk Touringcars;;;;1;;;;;1;1
Big Fellows;;;;;;1;;;;1
Bij van Boven Brasserie;;;;1;;;;;;1
Bilderberg Hotels;;;;1;;1;;;1;1
Bindje;;;;;;1;;;;1
Binoq Atana;;;;;;1;;;;1
Bistro Noord;;;;;;;;;1;1
Bistro 't Kannetje;;;;1;;;;;1;1
Bistro Vive La Vie;;;;1;;;;;;1
bITA Center;;;;;;1;;;;1
Bizz Design;;;;;;1;;;;1
Blanchard International;;;;;;1;;;;1
Bloembinderij All Seasons;;;;1;;;;;1;1
Bloembinderij Cees van Eijck;;;;1;;;;;;1
Bloembinderij D Oleander;;;;1;;;;;;1
Bloemsierkunst Artisjok;;;;1;;;;;;1
Bloemsierkunst De Klerk;;;;1;;;;;1;1
Bloemsierkunst Flora;;;;1;;;;;;1
Blooming Hotels;;;;;;1;;;;1
Blooming Trainingsbureau;;;;;;1;;;;1
Blossom Bloemisterij;1;;;;;;;;;1
Blossom Café-Restaurant;;;;1;;;;;1;1
BMC Groep (Advies, Verandermanagement & Coaching);;;;;;1;;;;1
Boas Restaurant Brasserie;;;;1;;;;;;1
Boek en Service;;;;;;1;;;;1
Bol.Com;;;;1;;1;1;;;1
Bolhuis Café;;;;1;;;;;;1
Boom Agenturen;;;;1;;;;;;1
Boot Varen;;;;1;;;;;;1
Bos & Bos Catering (incl. Brasserie Bites);;;;1;;;;;;1
Bos, Ontwikkeling in Organisatie;;;;;;1;;;;1
Botenverhuur De Rijnstroom;;;;;;;1;;;1
Boulevard De Meern BV;;;;1;;;;;;1
Bowling & Partycentrum Groningen;;;;1;;;;;;1
Brain;;;;;;1;;;;1
Brandid;;;;;;1;;;;1
BrandNewWay;;;;;;1;;;;1
Brasserie Groen;;;;1;;;;;;1
Brasserie Het Paleis;;;;1;;;;;;1
Brasserie Royal Kroonenburg;;;;;;;;;1;1
Brasserie 't Hart van Haren;;;;1;;;;;;1
Brezo-Elan (shirts-bedrukken.com);;;;;;;1;;;1
Broodje Vasum;;;;;;;;;1;1
Brooklyn Groningen;;;;;;1;;;;1
Brussels Lof Restaurant;;;;1;;;;;;1
BTC Mediatest;;;;;;1;;;;1
Buckshot Café;;;;1;;;;;;1
Buiten Strandpaviljoen;;;;1;;;;;;1
Buitengewoon Events;;;;1;;;;;;1
Buon Gusto Trattoria;;;;1;;;;;;1
Bureau Fusion;;;;;;1;;;;1
Bureau Iteratief;;;;;;2;;;;2
Bureau Mouton;;;;;;1;;;;1
Bureau Teppema;;;;;;;;;1;1
Bureau Veritas;;;;;;2;;;;2
Buro Rood Training en Theater;;;;;;1;;;;1
BuroCocon;;;;;;1;;;;1
Business Flowers Zwolle;;;;1;;;;;;1
Café Die 2;;;;1;;;;;;1
Cafe Slijterij Ensing VOF;;;;1;;;;;;1
Camping Het Drents Kwartiertje;;;;1;;;;;;1
Cantina Mexicana (incl.Tapasco);;;;1;;;;;;1
CAOP - Centrum Voor Arbeidsverhoudingen Overheidspersoneel;;;;;;;;1;;1
Capgemini;;;;1;;3;3;;1;4
CAPRA Centraal Adviesbureau voor Publiek Recht en Administratie;;;;;;1;;;;1
Carlton Hotel;;;;1;;1;;;1;2
Castor Fiber Groep;;;;;;1;;;;1
CD - Partyservice;1;;;;;;;;;1
Centrum De Leonardushoeve;;;;;;1;;;;1
Cerva;;;;;;1;;;;1
CGI Group (incl. Logica CMG);;;;;;1;;;;1
Chambre d'Amis Kookstudio Haren;;;;1;;;;;;1
Chocolamore;;;;1;;;;;;1
Chocolaterie De Lelie;;;;1;;;;;;1
Christian Restaurant;;;;1;;;;;1;1
CIBT/V&V Visumdienst;;;;;;;;;1;1
Cic Company;;;;;;1;;;;1
Cinetone Grand Café;;;;;;;;;1;1
Cinop;;;;;;1;;;;1
CLB Benelux;;;1;;;;;;;1
CM Partners;;;;;;1;;;;1
Cofely (incl. Kalibra, GTI, Fabricom Oil, en Axima Services);;;;;;1;;;;1
Com Connect;;;;;;1;;;;1
Company Care Network;;;2;;;;;;;2
Comparex (incl. PC-Ware);;;;;;1;;;;1
Compass Group Nederland (incl. Eurest, ECS Catering, Avenance);;;;2;;;;;1;2
Compu'Train;;;;;;1;;;;1
Conferentiecentrum Kaap Doorn;;;;;;2;;;;2
Conny de Laat;;;;;;1;;;;1
Consonant;;;;;;1;;;;1
Contini;;;;1;;;;;;1
Coosto;;;;;;1;;;;1
Cordes Organisatie Advies & Ontwikkeling;;;;;;2;;;;2
Corner Stone Marketing & Sales;;;;;;1;;;;1
Costuummagazijn A.T De Wit;;;;1;;;;;;1
Crafts Council Nederland;;;;1;;;;;;1
Crazy Holding;;;;1;;;;;;1
Croissants Pigalle;;;;1;;;;;;1
Cuban Cultural Ventures;;;1;;;;;;1;1
Culinair Wandelen;;;;1;;;;;;1
Culturele Vacatures;1;;;;;;;;;1
Cultuur Ondernemen;;;;;;;;;1;1
Curlingbaan Zoetermeer;;;;1;;;;;;1
Cyclus Projecten en (Interim)Management;;;1;;;;;;;1
Damen Kantoorboekhandel;;;;;;;1;;;1
Daniel Brus;;;;;;1;;;;1
Dara;;;;1;;;;;1;1
Dartel Restaurant;;;;;;;;;1;1
De Baai Utrecht B.V.;;;;;;;1;;;1
De Baak incl. Seaside, Administratie, Hospitality, Management Centrum;;;;;;4;;;1;4
De Ballonnenwinkel;;;;1;;;;;;1
De Band;;;;;;1;;;;1
De Basiliek Restaurant;;;;1;;;;;1;1
De Bazel;;;;1;;;;;;1
De Belgische Soos;;;;;;;;;1;1
De Biechtstoel Café-Restaurant;;;;1;;;;;;1
De Boerinn;;;;;;1;;;;1
De Burgemeester Restaurant;;;;;;;1;;;1
De Doelen Hotel-Grand Café;;;;;;1;;;1;1
De Eeuwige Jachtvelden Café-Restaurant;;;;;;;;;1;1
De Eeuwige Lente Bloembinderij;;;;1;;;;;;1
De Geus Sportinstituut;;;;1;;;;;;1
De Gezonde Wereld;;;;;;1;;;;1
De Groene Smaak;;;;1;;;;;;1
De Hoog;;;;;;1;;;;1
De Hulpsint;;;;1;;;;;;1
De Jong Consultancy;;;;;;1;;;;1
De keuken van Thijs;;;;1;;;;;;1
De Klikspaan Cafe;;;;1;;;;;;1
De Knip Restaurant;;;;1;;;;;;1
De Koperen Kop Cafe Restaurant;;;;1;;;;;;1
De Korenschoof Bloembinderij;;;;1;;;;;;1
de Kring van Zuid-Hollandse Archivarissen;;;;;;;1;;;1
De Kruyter Banket;;;;1;;;;;1;1
De Lachstudio;;;;1;;;;;;1
De Lof der Zotheid Restaurant Café Diner;;;;;;;;;1;1
De Luytervelde Restaurant;;;;;;;;;1;1
De MindfulnessFabriek;;;;;;1;;;;1
De Nederlandse Museumvereniging;;;;;;1;1;;;1
De Nobel Bloembinderij (Duurzame Bloemisten);;;;1;;1;;;;1
De Observant Stadscafé;;;;;;1;1;;1;1
De Ooievaart - Ga Den Haag;;;;1;;;;;;1
De Persgroep (incl. PCM, De Volkskrant, Het Parool, Trouw, Algemeen Dagblad, Perscombinatie);;;1;;;;;;;1
De Pierewaai;;;;1;;;;;;1
De Poort van Kleef Café-Restaurant;;;;1;;;;;;1
De Postwagen Partycentrum;;;;2;;;1;;;2
De Project Winkel;;;;;;1;;;;1
De Pudding/Saroma [Puddingfabriek];;;;1;;;;;;1
De Quiz;;;;1;;;;;;1
De Riete;;;;1;;;;;;1
De Roerganger Restaurant;;;;1;;;;;;1
De Roos Bouquet Expressions;;;;1;;;;;;1
De Sniep Restaurant & Hotel;;;;2;;1;;;1;2
De Spaarbank Stadscafe;;;;;;;;;1;1
De Stadstuin Restaurant-Grand Café;;;;1;;;;;;1
De Tuinderij;;;;1;;;1;;;1
De Utrechtse Haven;;;;1;;;;;1;1
De Veiling Restaurant;;;;;;;1;;;1
De Veldkeuken;;;;1;;;;;;1
De Vestibule Cafe Restaurant ;;;;1;;;;;;1
De Wagt @ Work;;;;;;2;;;;2
De Waterburcht Restaurant & Bowling;;;;1;;;;;;1
De Waterloobar Cafe;;;;2;;;;;;2
De Werkschuur;;;;;;1;;;;1
De Wijkplaats;;;;;;1;;;;1
De Wilt Cyrox Groep;;;2;;;1;;;;2
Debatrix;;;;;;1;;;;1
Defacto Software;;;;;;2;;;;2
Defares;;;;;;1;;;;1
Dekxels Restaurant;;;;1;;;;;1;1
Deloitte Consulting;;;;;;1;;;;1
Delta Sigma Consultancy;;;;;;;;;1;1
Demovides;;;;;;1;;;;1
Den Haag Marketing & Events;;;;4;;;;;;4
Denk Producties;;;;;;1;;;;1
Dennis Cooking Place;;;;1;;;;;;1
Design.Crew (incl. Interaction groep);;;;;;2;;;;2
Diemen & van Gestel;;;;;;1;;;;1
Diever Landhotel;;;;1;;;;;;1
Digisterker (Digitale Overheid);;;;;;1;;;;1
Digne Consult;;;;;;1;;;;1
Dignitas Mediation Coaching & Conflict Management;;;;;;1;;;;1
Dijk Arboconsultancy;;;1;;;;;;;1
Dinercafe Diep;;;;1;;;;;;1
Dinner Served;;;;1;;;;;;1
Dino4;;;;;;1;;;;1
Disconsult (incl. Dior Opleidingen);;;;;;1;;;;1
DM Academy;;;;;;1;;;;1
Doen Evenementen;;;;;;;1;;;1
Doen Strandclub;;;;1;;;;;;1
DoeNederland.nl;;;;1;;;;;;1
Doenrade Adviseurs;;;;;;1;;;;1
Dom Hotel;;;;;;;;;1;1
Domino's Pizza;;;1;;;;;;;1
Domstad Hogeschool, Cursus- en Vergadercentrum;;;;;;1;;;;1
Doornbos Autobusbedrijf en Chauffeursdiensten;;;;;;;;;1;1
D'Ouwe Brandweer;;;;1;;;;;;1
Drakenburg Conferentiecentrum;;;;;;;;;1;1
D-reizen Vakantiewinkels;;;;;;;;;1;1
Driessen Hrm_Payroll;;;;1;;;;;1;1
Drums And Barrels;;;;1;;;;;;1
DTC De Tombe Consultancy;;;;;;1;;;;1
Dudok (Horeca Exploitatie WWZ IV);;;;1;;;;;1;1
Dutch Water Dreams / Webeach;;;;;;;1;;;1
EAIR European Association for Institutional Research;;;;;;1;;;;1
Easy-Go Chauffeursdiensten;;;;;;;;;1;1
Ebbinge & Company;;;;;;1;;;;1
E-Democracy;;;;;;1;;;;1
Eden Hotels;;;;;;;;;1;1
Educom;;;;1;;;;;;1
Eduvision;;;;;;1;;;;1
Een Heldere Zaak;;;;;;1;;;;1
Eetcafe de Bonte Haas;;;;;;;1;;;1
Eetcafe De Goesting;;;;;;;;;1;1
Eetcafe de Groene Weyde;;;;1;;;;;;1
Eetcafé De Sjampetter;;;;1;;;;;;1
Eetcafe Schuitendiep;;;;1;;;;;;1
Eetvilla van den Brink;;;;1;;;;;;1
Eetwaar;;;;1;;;;;;1
Effectivents;;;;;;1;;;;1
Eik en Linde Cafe;;;;;;;;;1;1
Elenchis;;;;;;2;;;;2
Elmecky Performance Projects;;;;;;1;;;;1
Elycio Talen;;;;;;1;;;;1
Elzinga & Oterdoom Procesmanagement;;;;;;1;;;;1
Emtek Ergonomics;;;2;;;;;;;2
Engels & Partners;;;;;;1;;;;1
Entopic;;;;;;1;;;;1
E-Office (incl. Work21);;;;;;3;;;;3
Equipe Quality Products (incl. Health2Work);;;2;;;1;;;;2
Escher Collectie Stichting;;;;;;1;;;;1
Eten Bij De Vereniging;;;;;;;;;1;1
Eten bij Werelds;;;;;;;;;1;1
Eten en Zo;;;;1;;;;;1;1
Etop Ergonomische Trainingen Opleid. en Projecten;;;1;;;1;;;;1
Ets Exclusive Travel Services;;;;;;;;;1;1
Euroborg Horeca;;;;1;;;;;;1
Eurocult Lito Reizen;;;;;;;;;1;1
Euroforum;;;;;;1;;;;1
Eussen Executive Development;;;;;;2;;;;2
Evo Ondernemersorganisatie;;;;;;;;1;;1
Exhem;;;;;;1;;;;1
Experian Nederland;;;1;;;;;;;1
Expertisecentrum Conflictmanagement;;;;;;1;;;;1
Expertisecentrum handicap + studie;;;;;;1;;;;1
ExplainIT;;;;;;1;;;;1
Extended Disc;;;;;;1;;;;1
Extrarius Adventures;;;;1;;;;;;1
Fabuleus;;;;1;;;;;;1
Facta;;;;;;1;;;;1
Factor Vijf (AukjeNauta.eu);;;;;;1;;;;1
Falck Group;;;1;;;;;;;1
Federatie Nederlandse Vereniging Bedrijfshulpverlening;;;;;;;;1;;1
Fietsenverhuurbedrijf De Veluwe;;;;;;;1;;;1
Fine Asian Gourmet;;;;;;;;;1;1
Fire Control Beveiligingen;1;;;;;;;;;1
First Class Fresh Express;;;;;;;;;1;1
First1 Bedrijfsfitness;;;2;;;;;;;2
Fletcher Hotel Restaurant;;;;;;1;;;1;1
Flinders Cafe;;;;1;;;;;;1
Flinstering Restaurant;;;;1;;;;;;1
Flowersz;;;;1;;;;;;1
Fluger Doelgericht Loopbaanadvies;;;;;;1;;;;1
FMH Academy;;;;;;1;;;;1
FMN Facility Management Nederland;;;;;;1;;;;1
FNV Formaat;;;;;;1;;;;1
Focus Advisering Training Coaching, Conferences;;;;;;1;;;;1
Fonk Beach;;;;;;;;;1;1
Formedia;;;;;;1;;;;1
Forsa Advies;;;;;;2;;;;2
Fort Aan De Klop;;;;;;1;;;;1
Fortune Factory;;;;1;;;;;;1
FOTOPROM;;;;;;;1;;;1
Fraeylemaborg Restaurant;;;;1;;;;;;1
Frame;;;;;;1;;;;1
Frankwatching;;;;;;1;;;;1
Free Kick Sport;;;;1;;;;;;1
Fresh Today;;;1;;;;;;;1
Frozen Dreams Media Dr;;;;;;1;;;;1
Fuego Barbeque Restaurant;;;;1;;;;;;1
Fujiyama Japans Restaurant;;;;1;;;;;;1
Fysiotherapeutisch Centrum Palenstein;;;1;;;;;;;1
G.J. van Lonkhuyzen;;;;;;1;;;;1
Gambora zalen & partycentrum;;;;;;;;;1;1
Garoeda Indonesisch Restaurant;;;;1;;;;;;1
Gefelicitaart;;;;1;;;;;;1
Geling's Langste Autowasstraat;;;;;;;;;1;1
Gemeentemuseum den Haag;;;;;;;1;;;1
Geschenkbezorgen.nl (incl. Wijnlatenbezorgen);;;;1;;;;;;1
Get Events;;;;1;;;;;;1
GITP (incl. Pi Company);;;;;;2;;;;2
Global Knowledge Network;;;;;;3;;;;3
Global Project Performance;;;;;;2;;;;2
Glope Events/Be You Events;;;;1;;;;;;1
Glow Golf;;;;1;;;;;;1
Golden Plate Brasserie en Restaurant;;;;;;;;;1;1
Golden Tulip;;;;1;;2;;;1;2
Good Conditions;;;1;;;;;;;1
Goudkantoor Cafe Restaurant;;;;1;;;;;;1
Govers & van der Staay;;;;;;2;;;;2
GP Strategies (incl. Asentus);;;;;;1;;;;1
GreenCafe;;;;1;;;;;;1
Griekse Lekkernijen Jorgos;;;;1;;;;;;1
Grip on IT BV;;;;;;2;;;;2
Groenuit.nu;;;;1;;;;;;1
Groningen Congresbureau;;;;;;2;;;1;2
Groninger Museum;;;;1;;;;;;1
Groninger Wijnboederij;;;;1;;;;;;1
Grontmij;;;;;;;1;;;1
H van Beek;;;;;;1;;;;1
Haaglanden Opleidingscentrum;;;;;;3;;;;3
Haags Historisch Museum inz. Gevangenpoort;;;;1;;;;;;1
Haagse Beek organisatieadvies;;;;;;1;;;;1
Hagedis Restaurant;;;;;;1;;;;1
Hallmark Cards Nederland;;;;1;;;;;;1
Halmans & Bakker;;;;;;1;;;;1
Hampshire Hotel;;;;;;;;;1;1
Hans & Frans Hessing Banketbakkerij (Hesbak);;;;1;;;;;;1
Hanzehogeschool Groningen (incl. Hanze Connect);;;;1;;;;;1;1
Hapas;;;;1;;;;;;1
Happy Meat;;;;;;;;;1;1
Hartig;;;;1;;;;;;1
Havana (Santé Horeca Beheer);;;;1;;;;;;1
HCT Haagsche City Tax (incl. DirectPay Services);;;;;;;;;1;1
Heemschut;;;;;;;;1;;1
Heering Office;;;1;;;;;;;1
Hein Post Wijn & Gastronomie;;;;1;;1;;;;1
Helicon Conservation Support;;;;;;1;;;;1
Heliview;;;;;;1;;;;1
Hemrica;;;;;;;;;1;1
Herberg De Blankehoeve;;;;1;;;;;;1
Het Boze Wijf Café Restaurant;;;;1;;;;;;1
Het Echte Werkt;;;;;;1;;;;1
Het Effectieve Werken;;;;;;1;;;;1
Het Gasfornuis;;;;1;;;;;;1
Het Grauwe Paard;;;;;;;1;;;1
Het Heerenhuis, Grandcafé, Lunch, Diner, Zalen;;;;1;;;;;;1
Het Kabinet Eten en Drinken;;;;;;;;;1;1
Het Klooster Leerhotel;;;;;;;;;1;1
Het Kookplein Kookschool en Lunchrestaurant;;;;1;;;1;;1;1
Het Nieuwe Instituut (vh Niadec);;;;;;;;;1;1
Het Notuleercentrum Opleidingen;;;;;;1;;;;1
Het Oosten Restaurant Wok;;;;;;;;;1;1
Het Paleis;;;;1;;;;;;1
Het Pleidooi/Lancee Café-Restaurant;;;;1;;;;;;1
Het Rijk van Nunspeet;;;;1;;;;;;1
Het Scheepvaartmuseum Enterprise Stichting;;;;1;;1;;;;1
HFM;;;;;;2;;;;2
Hiawatha;;;;1;;;;;;1
High Five Health Promotion;;;2;;;;;;;2
High Value B.V.;;;;;;2;;;;2
Hilversum Events;;;;;;1;;;;1
H-int MFA (Het Turfschip);;;;;;;;;1;1
Hobeka;;;;;;;;;1;1
Hof der Muzen Grand Cafe (J. Kos);;;;1;;;;;1;1
Hogeschool van Amsterdam;;;;;;2;;;;2
Hogeschool van Utrecht;;;;;;1;;;;1
Holland Evenementen Groep;;;;1;;;;;;1
Hollandse Hoogte;;;;1;;1;;;;1
Hollandse Nieuwe;;;;;;1;;;;1
Hoog Holten Restaurant & Hotel;;;;1;;;;;;1
Hoogh Gelagkamer;;;;;;;;;1;1
Horecacentrum De Hertenkamp Assen;;;;1;;;;;;1
Horizon Training Groep;;;;;;1;;;;1
Hotax;;;;;;;;;1;1
Hotel Arnhem Centraal;;;;;;;;;1;1
Hotel Contact/Worldmeetings;;;;2;;1;;;4;4
Hotel De Ville;;;;;;;;;1;1
Hotel De Wageningsche Berg;;;;1;;;;;;1
Hotel Des Indes Le Meridien, Lehwood;;;;;;;;;1;1
Hotel Washington V.O.F.;;;;;;;;;1;1
Hotel Zwolle;;;;;;1;;;;1
Houdt van Eten;;;;1;;;;;;1
House of Spice;;;;1;;;;;;1
House of Sports (SportsSpeakers);;;;1;;;;;;1
Houtschild Boekhandel;;;;1;;1;;;;1
HowAboutYou;;;;;;1;;;;1
HSK Groep;;;1;;;2;;;;2
HTM Haagsche Tram Maatschappij (incl. Specials, Selected Services);;;;1;;;;;1;1
HTMC Haagse Taxi Mobilofoon Centrale;;;;;;;;;1;1
Huis De Beurs Cafe Restaurant;;;;1;;;;;;1
Hulskamp Audiovisueel;;;;1;;;;;;1
Humphrey's Restaurant;;;;1;;;;;;1
I & Art;;;;1;;;;;;1
Ibis Accor Hotels;;;;;;;;;1;1
IC academy;;;;;;1;;;;1
Ice Zone Horeca Exploitatie (Grandcafe Ilili);;;;1;;;;;;1
ICM Holding;;;;;;3;;;;3
Idols Rijswijk;;;;1;;;;;;1
Igluu Workspace For Professionals;;;;;;;;;1;1
IIA Instituut van Internal Auditors;;;1;;;;;;;1
Il Lago;;;;1;;;;;;1
Il Senso Restaurant;;;;;;;;;1;1
Ilona Bloemsierkunst;;;;1;;;;;;1
Image2B;;;;1;;;;;;1
IMK-BPO Medezeggenschap;;;;;;1;;;;1
Impact Educatief;;;;;;1;;;;1
Impero Romano Restaurant;;;;1;;;;;1;1
Improved Learning B.V.;;;;;;1;;;;1
Impuls;;;;;;1;;;;1
Impulsus/CIEP Personal Quality&Results;;;;;;1;;;;1
In Touch Women Resource Management Werving & Selectie;;;1;;;1;;;;1
Ina Ebbinge Commercieel;;;;1;;;;;;1
Indigo Restaurant;;;;;;;;;1;1
Indi-Go Training en Coaching;;;;;;1;;;;1
Indoor Shooting Noordhaghe;;;;;;1;;;;1
Indoorski Assen;;;;1;;;;;;1
Info Training;;;;;;1;;;;1
Infomedics/UwNota.nl (vh DFA service);;;1;;;;;;;1
Informagic;;;;;;1;;;;1
Informatica Nederland;;;;;;1;;;;1
Information Security Academy;;;;;;1;;;;1
Ingressus;;;;;;1;;;;1
Ink Stichting;;;;;;1;;;;1
Inktspecialist Amsterdam;;;;;;1;;;;1
Insightsworld;;;;;;1;;;;1
Insite Advies;;;;;;1;;;;1
Inspiratiehuis N!KS;;;;;;1;;;;1
Institute for Housing and Urban Development Studies;;;;;;2;;;;2
Instituut voor Interventiekunde;;;;;;1;;;;1
Interim Direct/Van der Wijst personenvervoer;;;;;;;;;1;1
Internet New Business Concepts (Vergaderruimte-Utrecht.nl);;;;;;1;;;;1
Internet Unie;;;;;;1;;;;1
Intersafe Groeneveld;;;1;;;;;;;1
Intratuin Groenprojecten Interieurbeplanting;;;;1;;;;;;1
Inzicht;;;;;;1;;;;1
IPD Instituut Voor Praktijkdiploma's;;;;;;1;;;;1
Ism Projecten;;;;;;1;;;;1
ISS Holding;;;;;;2;;;;2
ISS Holding/Facility Services;;;;1;;;;;;1
Isvw Conferentiehotel;;;;;;;;;1;1
It Management Group;;;;;;2;;;;2
Itan NLP Opleidingen;;;;;;1;;;;1
Jaap Boonstra & Associates;;;;;;1;;;;1
Jaap Godrie;;;;1;;;;;;1
Jaarbeurs Utrecht;;;;1;;;;;;1
Jamboree;;;;1;;;;;;1
Jan Luursema Fotografie;;;1;;;;;;;1
Janfre Uniformen;;;;1;;;;;;1
Jasmine Palace De Meern / Chinees-Indisch Restaurant;;;;1;;;;;1;1
JAVO Bedrijfshulpverlening;;;;;;1;;;;1
Jill's Restaurant;;;;;;;;;1;1
Jobtraining & Consultants;;;;;;1;;;;1
Joop Jansen Advies;;;1;;;;;;;1
JR Horeca Company;;;;1;;;;;;1
K.E.F. Vergoossen;;;;1;;;;;;1
Kaatsvereniging Foarút Marsum;;;;;;;1;;;1
Kaldi Koffie & Thee;;;;1;;;;;;1
Kamp Coaching;;;;;;1;;;;1
