Gemeente;CBS gemeentecode;Stembureau of Afgiftepunt;Nummer stembureau of afgiftepunt;Naam stembureau of afgiftepunt;Gebruikersdoel het gebouw;Website locatie;Wijknaam;CBS wijknummer;Buurtnaam;CBS buurtnummer;BAG referentienummer;Straatnaam;Huisnummer;Huisletter;Huisnummertoevoeging;Postcode;Plaats;Extra adresaanduiding;X;Y;Longitude;Latitude;Openingstijden 10-03-2021;Openingstijden 11-03-2021;Openingstijden 12-03-2021;Openingstijden 13-03-2021;Openingstijden 14-03-2021;Openingstijden 15-03-2021;Openingstijden 16-03-2021;Openingstijden 17-03-2021;Mindervaliden toegankelijk;Akoestiek;Auditieve hulpmiddelen;Visuele hulpmiddelen;Mindervalide toilet aanwezig;Kieskring ID;Hoofdstembureau;Tellocatie;Contactgegevens;Beschikbaarheid;Verkiezingen;ID;;;
Vlaardingen;GM0622;Stembureau;11;Johannes Calvijnschool;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Westwijk;GM062202;Wetering;BU06220203;622.200.000.039.272;Claudius Civilislaan;30;;;3132JB;Vlaardingen;;81866,983;436453,035;4,3243065636;51,9117600676;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;12;Voormalig schoolgebouw;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Westwijk;GM062202;Wetering;BU06220203;622.200.000.027.132;Philips de Goedestraat;162;;;3132XT;Vlaardingen;;81454,513;436724,280;4,3182548555;51,9141433807;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;13;Erasmushal;Sportfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Westwijk;GM062202;Hoogkamer;BU06220201;622.200.000.046.016;Erasmusplein;65;;;3132EL;Vlaardingen;;81296,154;436237,465;4,3160578975;51,9097474215;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;14;Sporthal Westwijk;Sportfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Westwijk;GM062202;Wetering;BU06220203;622.200.000.013.672;Floris de Vijfdelaan;35;;;3132HK;Vlaardingen;;81360,712;436539,563;4,3169312598;51,9124709252;;;;;;2021-03-15T07:30:00 tot 2021-03-15T21:00:00;2021-03-16T07:30:00 tot 2021-03-16T21:00:00;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;15;Wijkcentrum Westÿ;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Westwijk;GM062202;Zuidbuurt;BU06220202;622.200.000.026.276;Professor Teldersstraat;10;;;3132AZ;Vlaardingen;;81534,728;435991,565;4,3195769574;51,9075690714;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;16;Bethelkerk;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Oranjebuurt;BU06220502;622.200.000.039.345;Burgemeester Verkadesingel;26;;;3135KZ;Vlaardingen;;83563,385;437262,603;4,3487896299;51,9192560717;;;;;;2021-03-15T07:30:00 tot 2021-03-15T21:00:00;2021-03-16T07:30:00 tot 2021-03-16T21:00:00;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;17;Begraafplaats Emaus;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Centrum;GM062201;Oranjebuurt;BU06220104;622.200.000.039.444;Emaus;6;;;3135JC;Vlaardingen;;82954,644;436964,360;4,3400047442;51,9164972519;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;18;Hotel Restaurant Campanile;Logiesfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Babberspolder Noord;BU06220505;622.200.000.036.222;Kethelweg;222;;;3135GP;Vlaardingen;;84645,488;437443,692;4,3644797880;51,9210214319;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;19;CBS het Christal;Onderwijsfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Babberspolder West;BU06220503;622.200.000.025.915;Pompenburgsingel;30;;;3135PS;Vlaardingen;;84144,078;436703,583;4,3573444878;51,9143063785;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;20;Sporthal de Groene Draad;Sportfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Babberspolder West;BU06220503;622.200.000.044.863;van Hogendorplaan;1023;;;3135BH;Vlaardingen;;84340,359;436807,254;4,3601756818;51,9152630339;;;;;;2021-03-15T07:30:00 tot 2021-03-15T21:00:00;2021-03-16T07:30:00 tot 2021-03-16T21:00:00;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;21;Kerk van de Nazarener;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Zuid;GM062206;Sportpark Holy;BU06220605;622.200.000.036.239;Zwanensingel;1;;;3136GZ;Vlaardingen;;84413,896;438131,933;4,3609724647;51,9271773687;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;22;Kerkcentrum Holy;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Zuid;GM062206;Vogelbuurt Zuid;BU06220606;622.200.000.041.812;Reigerlaan;47;A;;3136JJ;Vlaardingen;;84015,500;43850,550;4,3551797272;51,9306722689;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;23;Gymzaal Baarnhoeve;Sportfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Noord;GM062207;Hoevenbuurt;BU06220706;622.200.000.007.937;Baarnhoeve;6;;;3137RL;Vlaardingen;;83976,051;439459,008;4,3543335692;51,9390481196;;;;;;2021-03-15T07:30:00 tot 2021-03-15T21:00:00;2021-03-16T07:30:00 tot 2021-03-16T21:00:00;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;24;Begraafplaats Holy;Bijeenkomstfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Noord;GM062207;Drevenbuurt;BU06220701;622.200.000.026.608;Olmendreef;150;;;3137CR;Vlaardingen;;82852,865;439410,939;4,3380122702;51,9384715153;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;25;Gymzaal Kruidenpad;Sportfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Noord;GM062207;Kruidenbuurt;BU06220702;622.200.000.019.258;Kruidenpad;3;;;3137WD;Vlaardingen;;82860,980;439048,405;4,3382064229;51,9352144671;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;26;Sint Jozef Mavo;Onderwijsfunctie;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Holy Zuid;GM062206;Vaart Zuid;BU06220601;622.200.000.039.336;Willem de Zwijgerlaan;240;;;3136AX;Vlaardingen;;83167,251;438237,636;4,3428287034;51,9279677143;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
Vlaardingen;GM0622;Stembureau;27;Stadswerf;Stemstraat-vanuit de auto stemmen;https://maps.vlaardingen.nl/flamingo-portal-vlaardingen/page/open-data;Vlaardinger Ambacht;GM062205;Babberspolder Noord;BU06220501;622.200.000.007.931;Burgemeester Heusdenslaan;357;;;3135DA;Vlaardingen;;84092,815;437713,534;4,3563914192;51,9233763448;;;;;;;;2021-03-17T07:30:00 tot 2021-03-17T21:00:00;Ja;;;;;14;Dordrecht;Vlaardingen;Team Verkiezingen, verkiezingen@vlaardingen.nl, 010-248 4000, Gemeente Vlaardingen, Publiekszaken/Team Verkiezingen, Postbus 1002, 3130 EB Vlaardingen;https://www.vlaardingen.nl/;tweede kamer verkiezingen;NLODSGM0622stembureaus20210317008;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
