Ministerie;Handelsnaam;9010 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9510 - BZ Specifiek;9520 - BZK Specifiek;9530 - DEF specifiek;9540 - EZ Specifiek;9550 - FIN specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS Specifiek;Eindtotaal
BZK;AchtenvanGent Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Actis B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Actus Notarissen N.V.;;;;;;;;;1;;;;;;;;;1
BZK;Ad Hoc Data B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Adv.- en Inst.bur. 'Warmtebouw Utrecht' B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Advies & Technisch Beheer Purmerend;;;;;;;;;1;;;;;;;;;1
BZK;Adviesbureau 'Het betere cont(r)act';;;;;;;;;3;;;;;;;;;3
BZK;Agrec Zelle B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Alewijnse Utrecht;;;;;;;;;2;;;;;;;;;2
BZK;Almeer Notaris B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Alsta B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 116;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem 137;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 145;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 147;;;;;;;;;3;;;;;;;;;3
BZK;Anoniem 152;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 153;;;;;;;;;4;;;;;;;;;4
BZK;Anoniem 183;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 202;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem 212;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 221;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem 222;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem 234;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 266;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem 295;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem 3;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 302;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 400;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 406;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 411;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 464;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 466;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 485;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 521;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem 553;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 557;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 577;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem 592;;;;;;;;;1;;;;;;;;;1
BZK;ANP Photo;;;;;;;;;1;;;;;;;;;1
BZK;Ansul;;;;;;;;;1;;;;;;;;;1
BZK;Antargaz Nederland B.V.;;;;;;;;;1;;;;;;;;;1
BZK;ARCADIS Nederland B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Architektenburo Veldman Rietbroek Smit B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Artikraak;;;;;;;;;2;;;;;;;;;2
BZK;ASB Security B.V.;;;;;;;;;1;;;;;;;;;1
BZK;AVDD;;;;;;;;;1;;;;;;;;;1
BZK;B & C Milieuconsultancy B.V.;;;;;;;;;2;;;;;;;;;2
BZK;B & L B.V.;;;;;;;;;2;;;;;;;;;2
BZK;B&G Hekwerk B.V.;;;;;;;;;1;;;;;;;;;1
BZK;B.C.T. Aannemers B.V.;;;;;;;;;6;;;;;;;;;6
BZK;B.V. 'Esbi';;;;;;;;;1;;;;;;;;;1
BZK;B.V. Exploitatie Reservegronden Flevoland;;;;;;;;;1;;;;;;;;;1
BZK;Bakker & Neve Netwerk Notarissen;;;;;;;;;4;;;;;;;;;4
BZK;Balance Liftadvies B.V.;;;;;;;;;1;;;;;;;;;1
BZK;BCM Consultancy B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Beaumont Communicatie & Management B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Bedrijfsmilieudienst Flevoland B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Beelen Nederland B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Ben Kuipers Landschapsarchitect;;;;;;;;;3;;;;;;;;;3
BZK;Benegas;;;;;;;;;1;;;;;;;;;1
BZK;Benschop Installatietechniek B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Bergsma Drain B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Berkie;;;;;;;;;2;;;;;;;;;2
BZK;Blomsma Signs & Safety;;;;;;;;;1;;;;;;;;;1
BZK;BMC Implementatie;;;;;;;;;2;;;;;;;;;2
BZK;BMK Incasso B.V.;;;;;;;;;1;;;;;;;;;1
BZK;BMS Netwerk Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Boag B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Boek & Offermans Makelaars Sittard B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Boot Organiserend Ingenieursburo B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Bork Asbestsaneringen B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Bosland Adviesbureau;;;;;;;;;1;;;;;;;;;1
BZK;Bosman Watermanagement B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Bouw/Rest.bedr. Van de Burgt en Strooij B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Bouwbedrijf Kreeft B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Bouwbedrijf Van der Kolk Emmeloord B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Bouwburo Vitruvius B.V.;;;;;;;;;1;;;;;;;;;1
BZK;BouwRisk;;;;;;;;;1;;;;;;;;;1
BZK;Breedveld & Schroder;;;;;;;;;2;;;;;;;;;2
BZK;Breijer Contractonderhoud B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Breman Service Rotterdam B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Breure B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Broekema.Nielsen Notarissen N.V.;;;;;;;;;1;;;;;;;;;1
BZK;BTS;;;;;;;;;1;;;;;;;;;1
BZK;BügelHajema Adviseurs B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Bunsing B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Bureau De Wit B.V.;;;;;;;;;1;;;;;;;;;1
BZK;bureau ZWIRT;;;;;;;;;2;;;;;;;;;2
BZK;Burgy Bouwbedrijf B.V.;;;;;;;;;6;;;;;;;;;6
BZK;Buro voor Bouwkunde Theo de Haan B.V.;;;;;;;;;2;;;;;;;;;2
BZK;C. Mulckhuyse Bouw- en Aannemingsbedrijf B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Camelot Vastgoedbeheer B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Caminada Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Cannock Chase;;;;;;;;;1;;;;;;;;;1
BZK;Carex Beheer B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Centraal Bureau voor Genealogie;;;;;;;;;2;;;;;;;;;2
BZK;CGI Nederland B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Cintegro;;;;;;;;;2;;;;;;;;;2
BZK;Compagnon B.V.;;;;;;;;;4;;;;;;;;;4
BZK;COMPAREX Nederland B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Concept7 B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Croon Elektrotechniek B.V.;;;;;;;;;4;;;;;;;;;4
BZK;CSO Adviesbureau voor Milieu-Onderzoek;;;;;;;;;5;;;;;;;;;5
BZK;D. Weissenbach Boomverzorging;;;;;;;;;1;;;;;;;;;1
BZK;Dalhuisen Olie B.V.;;;;;;;;;1;;;;;;;;;1
BZK;DAS Rechtsbijstand;;;;;;;;;1;;;;;;;;;1
BZK;De Kabath Vastgoedbescherming B.V.;;;;;;;;;1;;;;;;;;;1
BZK;De Schrijver B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Dé Vastgoedbeschermer B.V.;;;;;;;;;2;;;;;;;;;2
BZK;De Vlieg Techniek B.V.;;;;;;;;;2;;;;;;;;;2
BZK;De Werven Vastgoed;;;;;;;;;1;;;;;;;;;1
BZK;Debuco Advies B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Deerns Nederland B.V.;;;;;;;;;3;;;;;;;;;3
BZK;DEKRA Claims Services Netherlands B.V.;;;;;;;;;1;;;;;;;;;1
BZK;DELTA Comfort B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Demton B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Dgi Dak & Gevel Ingenieurs B.V.;;;;;;;;;2;;;;;;;;;2
BZK;DGMR Bouw B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Donker Inspecties B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Doornebal Interieurs B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Doornse Oranjerie;;;;;;;;;1;;;;;;;;;1
BZK;DPI Animation House B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Duijvelaar Pompen;;;;;;;;;1;;;;;;;;;1
BZK;Dusseldorp;;;;;;;;;6;;;;;;;;;6
BZK;E & L Notarissen Breda B.V.;;;;;;;;;1;;;;;;;;;1
BZK;E. Witte Bouw- en Aannemersbedrijf B.V.;;;;;;;;;4;;;;;;;;;4
BZK;EasyStaff Flex Services B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Econsultancy B.V.;;;;;;;;;2;;;;;;;;;2
BZK;ECORYS Nederland B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Efectis Nederland B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Eijsbouts Fabriek van Torenuurwerken B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Else.com;;;;;;;;;1;;;;;;;;;1
BZK;Enduris B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Eneco Services B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Eneco Zakelijk;;;;;;;;;3;;;;;;;;;3
BZK;ENGIE Services Noord locatie Leeuwarden;;;;;;;;;2;;;;;;;;;2
BZK;ENGIE Services West B.V.;;;;;;;;;1;;;;;;;;;1
BZK;ENGIE Services West vestiging Rijswijk;;;;;;;;;1;;;;;;;;;1
BZK;ENGIE Services Zuid B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Envita Almelo B.V.;;;;;;;;;3;;;;;;;;;3
BZK;er wonen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Erika van der Bent;;;;;;;;;1;;;;;;;;;1
BZK;Ernestien Idenburg;;;;;;;;;1;;;;;;;;;1
BZK;Euro-Index B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Eurosafe Solutions B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Eveline Schot Notarispraktijk B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Evides N.V.;;;;;;;;;1;;;;;;;;;1
BZK;Falck Prevention B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Feddes/Olthof Landschapsarchitecten B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Firma Van Es Boomverzorging;;;;;;;;;1;;;;;;;;;1
BZK;Fokkema Linssen;;;;;;;;;1;;;;;;;;;1
BZK;Gebr. Sluyter B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Geelink Mechanisatie B.V.;;;;;;;;;1;;;;;;;;;1
BZK;GGN van Mastrigt & Partners;;;;;;;;;1;;;;;;;;;1
BZK;Glashandel Koelewijn B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Grant Thornton Accountants en Adviseurs B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Grondslag Milieukundig Adviesbureau;;;;;;;;;2;;;;;;;;;2
BZK;Guliker's Gas- en Oliehandel B.V.;;;;;;;;;1;;;;;;;;;1
BZK;H. Smejová;;;;;;;;;1;;;;;;;;;1
BZK;H.O.D. Nederland B.V.;;;;;;;;;2;;;;;;;;;2
BZK;H4a Groen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Hans Weeren B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Havenbedrijf IJmuiden;;;;;;;;;1;;;;;;;;;1
BZK;Heijmans Utiliteit;;;;;;;;;3;;;;;;;;;3
BZK;Hendriks Asbestsanering B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Heras Ridderkerk;;;;;;;;;1;;;;;;;;;1
BZK;Hermans & Schuttevaer Notarissen N.V.;;;;;;;;;1;;;;;;;;;1
BZK;Highstone Consulting;;;;;;;;;3;;;;;;;;;3
BZK;HOEK architectuur & restauratie;;;;;;;;;2;;;;;;;;;2
BZK;Hofstede Bedrijfshuisvesting B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Hogendoorn Pensioen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Horticoop B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Hoveniersbedrijf P. Douma;;;;;;;;;2;;;;;;;;;2
BZK;HP Vastgoed B.V.;;;;;;;;;2;;;;;;;;;2
BZK;HS Brandbeveiliging;;;;;;;;;1;;;;;;;;;1
BZK;IJsseloevers Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;IJzerman Gerechtsdeurwaarders & Incasso;;;;;;;;;1;;;;;;;;;1
BZK;Ilex Installatie Management B.V.;;;;;;;;;3;;;;;;;;;3
BZK;IMI Aero-Dynamiek B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Imtech Industrial Services;;;;;;;;;2;;;;;;;;;2
BZK;Inbo;;;;;;;;;1;;;;;;;;;1
BZK;Ingenieursbureau Broomans B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Innergo B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Inspectrum;;;;;;;;;1;;;;;;;;;1
BZK;Inspectrum B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Installatiebedrijf Hoogenboom Brielle B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Interveste Beheer B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Intrum Justitia Nederland B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Invoned Apeldoorn B.V.;;;;;;;;;1;;;;;;;;;1
BZK;ITN Installatietechniek B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Jaap Wals Beheer B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Jansma en Van Dijk B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Jongste Projectmanagement & Advies;;;;;;;;;2;;;;;;;;;2
BZK;Jurriëns Midden B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Kammeraad & Strijk Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Kieback & Peter Nederland B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Kienhuishoving N.V.;;;;;;;;;1;;;;;;;;;1
BZK;Kindt & Biesbroeck Vastgoed B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Koelewijn Bronbemalingen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Koenders Multi Care;;;;;;;;;1;;;;;;;;;1
BZK;Kone B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Kone Gevelliftinstallaties;;;;;;;;;1;;;;;;;;;1
BZK;Koninklijke Woudenberg;;;;;;;;;6;;;;;;;;;6
BZK;KPN B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Kropman Installatietechniek;;;;;;;;;1;;;;;;;;;1
BZK;Kummeling B.V.;;;;;;;;;2;;;;;;;;;2
BZK;LAgroup B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Landschapsarchitect;;;;;;;;;1;;;;;;;;;1
BZK;Launch! Human Capital Management B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Leeuwesteijn B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Leo Baumann;;;;;;;;;1;;;;;;;;;1
BZK;Lexis Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Liftinstituut B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Lingewaerd Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Lomans Amersfoort B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Loyens & Loeff N.V.;;;;;;;;;1;;;;;;;;;1
BZK;Luc Beumer Vastgoed;;;;;;;;;1;;;;;;;;;1
BZK;M.L. Kurvink Agrarische Dienstverlening;;;;;;;;;1;;;;;;;;;1
BZK;M.P.B. Consultancy B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Madri Install Service B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Mangrove B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Maro Brandbeveiliging;;;;;;;;;1;;;;;;;;;1
BZK;Maurits de Bruijn;;;;;;;;;2;;;;;;;;;2
BZK;Mauritshuis;;;;;;;;;2;;;;;;;;;2
BZK;Mees Ruimte & Milieu;;;;;;;;;2;;;;;;;;;2
BZK;Metavast B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Metis Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Milieu Service Nederland B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Mostert De Winter B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Motus;;;;;;;;;2;;;;;;;;;2
BZK;Motus B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Mous Waterbeheer B.V.;;;;;;;;;1;;;;;;;;;1
BZK;N.V. Univé Schade;;;;;;;;;1;;;;;;;;;1
BZK;N.V. Zeeland Seaports;;;;;;;;;2;;;;;;;;;2
BZK;Nadorp Makelaars Holding B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Nassau/Indus Deur B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Natuurvol Tuinen en Wonen;;;;;;;;;1;;;;;;;;;1
BZK;Nederlandse Rechtsbijstand Stichting;;;;;;;;;1;;;;;;;;;1
BZK;Nellok;;;;;;;;;1;;;;;;;;;1
BZK;Nieuwenhuijse Arends B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Notariskantoor Spier & Hazenberg;;;;;;;;;1;;;;;;;;;1
BZK;Notarissencombinatie Den Helder;;;;;;;;;1;;;;;;;;;1
BZK;Oenema Aannemings- en Transportbedrijf B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Oesterbaai B.V.;;;;;;;;;4;;;;;;;;;4
BZK;One-2-ten Customer Rating Systems B.V.;;;;;1;;;;;;;;;;;;;1
BZK;Oosterveen's Oliehandel B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Oostland Partners notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Ouwerkerk Notariaat;;;;;;;;;1;;;;;;;;;1
BZK;Partiar B.V.;;;;;;;;;1;;;;;;;;;1
BZK;PCW Huisvestingsadvies en Projectbegeleiding;;;;;;;;;3;;;;;;;;;3
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;;;;2;;;;;;;;;2
BZK;Peutz B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Plein06 B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Poel Bosbouwartikelen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Polderman Grondverzet & Loonwerk;;;;;;;;;2;;;;;;;;;2
BZK;Prime Contact B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Prins Bouw B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Printstudio Statenkwartier B.V.;;;;;;;;;1;;;;;;;;;1
BZK;ProXYZ Consultancy B.V.;;;;;;;;;1;;;;;;;;;1
BZK;PVU Gerechtsdeurwaarders;;;;;;;;;1;;;;;;;;;1
BZK;Quality Building B.V.;;;;;;2;;;;;;;;;;;;2
BZK;QuoVadis Trustlink B.V.;;;;;;;;;1;;;;;;;;;1
BZK;R.I.E.T. Ruimtel. Inricht. & Techn. B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Raadgevend Ingenieursbureau Dijkoraad B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Randstad Bewaking B.V.;;;;;;;;;5;;;;;;;;;5
BZK;RDH Architecten Stedenbouwkundigen B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Realnomics B.V.;;;;;;;;;4;;;;;;;;;4
BZK;RedactiePartners B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Remlicht;;;;;;;;;1;;;;;;;;;1
BZK;REMONDIS Dusseldorp B.V.;;;;;;;;;1;;;;;;;;;1
BZK;REMONDIS Dusseldorp vestiging Ermelo;;;;;;;;;1;;;;;;;;;1
BZK;RenD Bouw;;;;;;;;;1;;;;;;;;;1
BZK;Rentokil hygiene;;;;;;;;;1;;;;;;;;;1
BZK;Reparaad B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Rijnja Repro B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Roamler B.V.;;;;;;;;;1;;;;;;;;;1
BZK;ROC van Twente;;;;;;;;;2;;;;;;;;;2
BZK;S. Engel;;;;;;;;;1;;;;;;;;;1
BZK;SAB;;;;;;;;;1;;;;;;;;;1
BZK;Satellietkantoor Utrecht;;;;;;;;;2;;;;;;;;;2
BZK;Schildersbedrijf Sikkens B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Schildersbedrijf van Krimpen B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Schildersbedrijf Wolters B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Schindler Liften B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Schoonhoven Bedrijfsmakelaardij B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Schoonmaakbedrijf Heuvelman B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Siemens Nederland N.V.;;;;;;;;;2;;;;;;;;;2
BZK;Smalbraak Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Smeba Brandbeveiliging B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Smelt Mechanisatie Bedrijf S.M.B.;;;;;;;;;1;;;;;;;;;1
BZK;Smits Van Burgst Beveiliging B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Smits van Burgst Groep B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Sosef Schilderwerken;;;;;;;;;1;;;;;;;;;1
BZK;Start People B.V.;;;;;;;;;1;;;;;;;;;1
BZK;STEC Groep B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Stedin;;;;;;;;;2;;;;;;;;;2
BZK;Stedin Meetbedrijf B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Stg. Kenniscentrum Center People & Buildings;;;;;;;;;1;;;;;;;;;1
BZK;Sticht. INT. ARCHITECTUUR BIENNALE ROTTERDAM;;;;;;;;;1;;;;;;;;;1
BZK;Sticht. Nederl. Inst. voor Beeld en Geluid;;;;;;;;;1;;;;;;;;;1
BZK;Sticht. Ruimte voor Onderwijs en Kinderopvang;;;;;;;;;2;;;;;;;;;2
BZK;Stichting Architectuur Lokaal;;;;;;;;;2;;;;;;;;;2
BZK;Stichting Dutch Green Building Council;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Green Village;;;;;;;;;4;;;;;;;;;4
BZK;Stichting In Arcadië;;;;;;;;;3;;;;;;;;;3
BZK;Stichting International New Town Institute;;;;;;;;;2;;;;;;;;;2
BZK;Stichting Monumentenwacht Gelderland;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Raad van Arbitrage voor de Bouw;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Rijksmuseum Twenthe;;;;;;;;;1;;;;;;;;;1
BZK;Stoop Groenvoorziening;;;;;;;;;1;;;;;;;;;1
BZK;Strukton Worksphere B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Strutz;;;;;;;;;1;;;;;;;;;1
BZK;Sweco Nederland B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Tankstation A. Kieboom en Zn. B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Tauw B.V.;;;;;;;;;5;;;;;;;;;5
BZK;Team2 Advies;;;;;;;;;1;;;;;;;;;1
BZK;Technical Partners B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Technolab B.V.;;2;;;;;;;;;;;;;;;;2
BZK;Ten Hagen;;;;;;;;;2;;;;;;;;;2
BZK;TES Install.techn. Service & Onderhoud B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Theo van der Linden staalbouw B.V.;;;;;;;;;1;;;;;;;;;1
BZK;TPAHG Architecten BNA;;;;;;;;;4;;;;;;;;;4
BZK;Troostwijk Vastgoed Verkoop B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Tyco Integrated Systems B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Uitzendbureau 65plus;;;;;;;;;2;;;;;;;;;2
BZK;Unica Installatietechniek;;;;;;;;;3;;;;;;;;;3
BZK;UTS van der Geest Verhuizingen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Vaccinatiezorg B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Valerie Kuypers Fotografie;;;;;;;;;1;;;;;;;;;1
BZK;Value in Parking B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Van Beek Ingenieurs B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van den Pol Elektrotechniek B.V.;;;;;;;;;1;;;;;;;;;1
