Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Dopersduin;;;;;;1;;;1
Dorpshuis 'De Brug';;;;1;;;;;1
Double You Promotions B.V.;;;;;;1;;;1
Dozo Den Haag B.V.;;;;;;;1;;1
DP Products B.V.;;;;;1;;;;1
Dräger Nederland B.V.;;;;;;3;;;3
DRAGT;;;1;;;1;;;1
Drawup!;;;;;1;;;;1
Drieluikherstelbem./NIC voor Arbeidsverhoud.;;;;;1;;;;1
Dronestars B.V.;;;;;;1;;;1
Drukbedrijf.nl B.V.;;;;;2;;;;2
Drukhetnu;;;;;;1;;;1
Drukkerij De Bunschoter B.V.;;;;;;1;;;1
Druktemaker Media;;;;1;;;;;1
DSH Domburg Sportprijzen Holland/Promopin.nl;;;1;1;;;;;1
Duckcity;;;;;;;1;;1
Duikcentrum Eindhoven;;;;;;;1;;1
Duinkerke Agenturen;;;;1;;;;;1
Dununba Percussie Workshops;;;;;;;1;;1
Dusecon;;;;;;1;;;1
Dutch Coating Consultants B.V.;;;;;;2;;;2
Dutch Events B.V.;;;;;;1;;;1
Dutchtrain B.V.;;;;;;2;;;2
Dutraco Gouda B.V.;;;2;;;;;;2
Duurzaam Inzetbaarheid Centrum;;;;1;;;;;1
DuxTrail B.V.;;;;;;2;;;2
DWM Trainingen;;;;;;1;;;1
Dynamic Sports Dronten B.V.;1;;;;;;;;1
Dyslexiepraktijk Repetitio;;;;;;1;;;1
E.O.C. Onderlinge Schepenverzekering UA;;;;;;;1;;1
E3 ICT B.V.;;;;;;1;;;1
Eastern Plaza;;;;1;;;;;1
Easy Actors B.V.;;;;;;4;;;4
easy2rent B.V.;;;;;1;;;;1
EATALIANI B.V.;;;;;;;1;;1
EBSCO Information Services B.V.;;;;;;2;;;2
Edelburijn;;;;1;;1;;;1
Edin B.V.;;;;;;1;;;1
Edperience;;;;;;1;;;1
Edufax B.V.;;;;;;2;;;2
EduStaf;;;;;;1;;;1
Edutrainers B.V.;;;;;;2;;;2
Eduvision B.V.;;;;;;1;;;1
Ee Consult B.V.;;;;;;1;;;1
Eenhoorn Evenementen;;;;;;;1;;1
Eerste Ned. Talenpraktikum Amsterdam (ENTA);;;;;;1;;;1
Eet- en Feestruim/Partycentrum 'Pieter Poot';;;;;1;;;;1
EetcafÃ© Het Wapen van Harskamp;;;;;;1;1;;1
Eetcafe De Eend;;;;;;;1;;1
Eetcafe De Prins op 't Witte Paart;;;;1;;;;;1
Eetcafe 't Centrum Harskamp;;;;;;;1;;1
Eetcafe Westgaag V.O.F.;;;;1;;;;;1
Eethuis 'De Stoeterij';;;;;;;1;;1
Eetlokaal Bartho 2.0 B.V.;;;;;;;1;;1
Eet-Villa Van den Brink;;;;;;;1;;1
EFE;;;;;;1;;;1
Effectory Holding B.V.;;;;;2;;;;2
Eges;;;;;;1;;;1
EHBO & BHV Amersfoort;;;;;;1;;;1
EHM Hotel Breda B.V.;;;;;;;;1;1
EHRM Vision;;;;;;2;;;2
Eijlander Electronics B.V.;;;1;;;;;;1
Eindhoven Academy B.V.;;;;;;1;;;1
EKOPLUS Bouwstoffen B.V.;;;;;;1;;;1
Elco, t.h.o.d.n. Multi-Vlaai Maarssenbroek;;;;1;;;;;1
Elcx;1;;;;;;;;1
Electrostart B.V.;;;;;;1;;;1
Elektro DEMA;;;;;;4;;;4
EliteSport;;;1;;;;;;1
Elvenstone Networks;;;;;;1;;;1
Elycio Talen;;;;;;2;;;2
Elysisch Talent;;;;;;1;;;1
Embedded Fitness B.V.;;;;;1;;;;1
Emday B.V.;;;;;;1;;;1
Emergency Medical School B.V.;;;;;;1;;;1
Emka Nederland B.V.;;;;1;;;;;1
Employee Performance Group B.V.;;;;;;4;;;4
En nu online;;;;;;2;;;2
Enigma Solutions;;;;;;2;;;2
Enjoj B.V.;;;;;;1;;;1
Enjoy Beauty Flowers;;;;1;;;;;1
ENM Design;;;;;;1;1;;1
Entertainmentservice Langenberg E.S.L.;;;;;;;1;;1
Entopic B.V.;;;;;;1;;;1
Ergatis B.V.;1;;;;4;;;;4
Ergozit;;;;;;1;;;1
Eriks B.V.;;;;;;1;;;1
ERWU-projects B.V.;;;;1;;;1;;1
Escape Room Designer B.V.;;;;;2;;1;;2
Esri Nederland;;;;1;;3;;;3
Esselte B.V.;;;;1;;;;;1
Esvo Campingshop B.V.;;;;;;1;;;1
Eten & Zo Zoetermeer B.V.;;;;1;;;1;;1
Etop;;;;;;2;;;2
Eur. Instit. voor Certified Public Controll.;;;;;;1;1;;1
Euro Events B.V.;;;;;1;;1;;1
Eurocept B.V.;;;2;;;;;;2
Euroforum;;;;;;3;;;3
Eurofysica B.V.;;;;;;1;;;1
Euromast Horeca B.V.;;;;;;;1;;1
Euronorm B.V.;;;;;;1;;;1
European Institute for Stress Management B.V.;;;;;;1;;;1
EVC Centrum Nederland B.V.;;;;;;5;;;5
Evelution;;;;;;;1;;1
Even Uit Evenementen;;;;;;;1;;1
Evenementenbureau HET B.V.;;;;;;;1;;1
Evenementenverhuur Hollewand;1;;;1;;;;;1
Everything DiSC;;;;;;2;;;2
Everything Sweet;;;;;;;2;;2
EVO Fenedex;;;;;;3;;;3
eX:plain;;;;;;2;;;2
Executive Academy V.O.F.;;;2;;;4;;;4
Expl. Mij. Golf en Fitness Centr. Putten B.V.;;;1;;;;;;1
Expl.maatschappij Golfbaan Amelisweerd B.V.;;;;;;;1;;1
Exploitatie Maatschappij Komfort B.V.;1;;;1;;1;1;;1
Exploitatiemaatschappij Fort Vechten B.V.;;;;1;;;;;1
Exploitatiemaatschappij Zeesleper Elbe B.V.;;;;1;;;;;1
Exponential Expansion B.V.;;;;;;2;;;2
Fa. Veldwijk Sportprijzen en Relatiegesch.;1;;;1;;;1;;1
Faber Reklame B.V.;;;;;;;1;;1
Faber speelgoed;;;;;2;;;;2
FaberExposize B.V.;;;;;;;1;;1
Face to Feest;;;;;;;1;;1
FactorPlus B.V.;;;1;;;;1;;1
Fade Out;;;;;;;1;;1
Fagron Nederland B.V.;;;1;;;;;;1
Falco Networks B.V.;;;;;;3;;;3
Falke & Verbaan B.V.;;;;;;1;;;1
Familyland B.V.;;;;1;;;;;1
Famous Audio;;;1;;;1;;;1
Farnell (Netherlands) B.V.;;;;;;1;;;1
Fast Feet t.h.o.d.n. Runnersworld Hoorn;;;2;;;;;;2
Fast Lane Nederland B.V.;;;;1;;2;;;2
Fawic B.V.;;;1;;;;;;1
FCC Advisory B.V.;;;;;;2;;;2
Feesterij 't Stokske;;;;;;;1;;1
Ferro Explore B.V.;;;;;2;;;;2
FHI, Federatie van Technologiebranches;;;;;;1;;;1
Fire and Medical Training Centre B.V.;;;;;;1;;;1
Firebrand Training BeNeLux B.V.;;;;;;1;;;1
Firma S.J. van Kalsbeek en Zonen;;;;;;1;;;1
Fit en in Balans;;;;;;;1;;1
Fitt-Outdoor;;;;1;;;1;;1
Fletcher Hotel Exploitaties B.V.;;;;1;;;1;;1
Fletcher Hotel Heidehof;;;;;1;;;;1
Fletcher Hotel-Restaurant de Buunderkamp;;;;2;;1;;;2
Fleuri Bloemen;;;;1;;;;;1
Fleurop-Interflora Nederland B.V.;;;;;;;2;;2
Fleurtiek Amsterdam B.V.;;;;1;;;;;1
Flevonice B.V.;;;2;;1;;;;2
Flexicon B.V.;;;;1;;;;;1
Flexpoint;;;;;;2;;;2
Fliteline B.V.;;;;;;;;5;5
Flora en Fauna V.O.F.;;;;1;;;;;1
Florisgifts B.V.;;;;1;;;1;;1
Flow in bedrijf;;;;;;;1;;1
Flow Stadscafe;;;;1;;;;;1
Flowers4u;;;;;;;1;;1
Focus e-commerce;;;;1;;;;;1
Fonk Beach B.V.;;;;;;;1;;1
Food Experience;;;;1;;;;;1
Foodstep B.V.;;;;;;1;;;1
Forsa Advies;;;;;;1;;;1
Fortes Solutions B.V.;;;;1;;1;;;1
Forward Support Trading B.V.;;;;;;2;;;2
Fourstar Nederland B.V.;;;;;5;;;;5
Frank B.V.;;;;;;1;;;1
Frankwatching B.V.;;;;;;1;;;1
FREZON;;;;1;1;;;;1
FRISSR B.V.;;;;;1;;;;1
Froets;;;;;;;1;;1
Fruitschaal.nu;;;;1;;;;;1
FSCA - Fight Strength & Conditioning Academy;;;;;;;1;;1
FSN B.V.;;;;;;1;;;1
Funworld;1;;;;;;1;;1
FysioTape Opleidingen B.V.;;;;;;1;;;1
G.M.T.O. Alkmaar B.V.;;;;;;1;;;1
G.V. Stage Equipment B.V.;;;;;;;1;;1
G4S Security Services B.V.;;;;;;2;;;2
Gadaku Institute B.V.;;;;;;1;;;1
Gall & Gall;;;;1;;1;;;1
Ganzenmarkt 24-26 Horeca Exploitatie;;;;;;;1;;1
Gartner Nederland B.V.;;;;;;3;;;3
Gasterij Zondag V.O.F.;1;;;;;;;;1
Gasthuys De Notabelen;;;;;;;1;;1
Gasz&Company;;;;;;1;;;1
Gauchos Franchise Breda B.V.;;;;1;;;1;;1
Gauchos Franchise Utrecht B.V.;;;;;;;1;;1
GE Energy Netherlands B.V.;;;;;;1;;;1
Gebroeders Baltus Bloembollen B.V.;;;;1;;;;;1
Gemaco B.V.;;;1;5;;;1;;5
Gemeensch. v. Wiskunde en Inform. Studenten;;;;;1;;;;1
Gemi Soest B.V.;;;;1;;;;;1
Geoplan Nederland B.V.;;;;;;1;;;1
Gerechtsdeurw.kant. De Klerk Vis Niekus B.V.;;;;2;;;;;2
Gerritse IJzerwaren Houten;;;;1;;;;;1
Gespreksgoed;;;;;;1;;;1
Gez. Off.Ver./Midd./Hoger Burg.pers. Defensie;;;;;;1;;;1
Gio Allround Service;;;;;;;1;;1
Gjaltema Materieel Verhuur;;;;1;;;;;1
Gladiator Sports;;;;1;;;;;1
Global Connection Expat Partner Support B.V.;;;;;;1;2;;2
Global K9;;;;;1;;;;1
Global Knowledge;;;;;;1;;;1
Global Knowledge Network Netherlands B.V.;;;;;;6;;;6
Gloed Holding B.V.;;;;;;1;;;1
Glope Events B.V.;;;;;;;1;;1
GMC-Instruments Nederland B.V.;;;1;;;;;;1
Go B.V.;;;;;;2;;;2
Golazo Sports SX B.V.;;;1;;;;;;1
Golden Dynasty;;;;;;;1;;1
Goldsworthy, Stolk and Associates B.V.;;;;;2;2;;;2
Golfbaan Het Rijk van Nijmegen B.V.;;;2;;;;;;2
Golfbaan Welschap B.V.;;;1;;;;;;1
Golfcentrum Dongen B.V.;;;1;;;;;;1
Golfcentrum Reymerswael B.V.;;;1;;;;;;1
Golfcentrum Roosendaal B.V.;;;1;;1;;;;1
Golfpark De Haenen B.V.;;;;;;;1;;1
Golfslag;;;1;1;;;;;1
Good Life International B.V.;;;1;;;;;;1
GoodHabitz Netherlands B.V.;;;;;;2;;;2
Gordian Logistic Experts B.V.;;;;;;1;;;1
Gorkink Natuurlijk;1;;;1;;;1;;1
Gotcha;;;;;;;2;;2
Gouwenberg vloeren.gordijnen.zonwering;;;;;;1;;;1
Governance & Integrity Nederland B.V.;;;;;3;2;;;4
Govers Houtbewerking B.V.;;;;;;1;;;1
Grand Café de Burcht B.V.;;;;;;;1;;1
Grand Cafe Brasserie Brocante;;;;1;;;1;;1
Grand Hotel Huis Ter Duin B.V.;;;;;;1;;;1
Grandcafé Het Wapen van Norg;;;;;;;1;;1
Grandcafe Haagsche Bluf;;;;;;;1;;1
Grand-cafe Restaurant de Bunckman;;;;;;;1;;1
Graveertechniek Nederland B.V.;;;;;;;1;;1
Green Wellness;;;;;;1;;;1
Greenleaf Academy;;;;;;2;;;2
Greenz B.V.;;;;1;;;;;1
Greetz B.V.;;;;1;;;1;;1
Grieks Restaurant 'Dionysos';;;;;;1;;;1
Groenendijk Microfilm- en Scanservice B.V.;;;;;;1;;;1
Groeneveld Communicatie;;;;;;2;;;2
Groepsuitjes Breda B.V.;;;;;;;1;;1
Groot Kievitsdal B.V.;;;;;;1;;;1
Gullimex B.V.;;;;1;;;;;1
Haagsch Handb.sch.gilde v. Sint Sebastiaen;;;;1;;;;;1
Haagse Taxi Mobilofoon Centrale B.V.;;;;;;1;;;1
Haemonetics B.V.;;;2;;;;;;2
Haer Consult;;;;;;1;;;1
Hamer B.V.;;;;;;1;;;1
Handelsonderneming Reinders;;;;;;;1;;1
Handelsonderneming Suilen B.V.;;;;1;;;;;1
Handelsonderneming Topscore V.O.F.;;;;;;;1;;1
Hanneke's Workshops;;;;1;;;;;1
Hanos Heerenveen B.V.;;;;1;;;1;;1
HANOS-ISPC Breda B.V.;;;;1;;;1;;1
Hanzehal;;;2;;;;;;2
Happe en van Rijn Holding B.V.;;;;;;1;;;1
Happy Day Tours;;;;;;2;;;2
Hart Beach B.V.;;;;;;;1;;1
Hartech Meet- & Testapparatuur B.V.;;;;;;1;;;1
Harting-Bank B.V.;;;2;;;;;;2
Hawk Incentive B.V.;;;;1;;;;;1
HB-Systems;;;;1;;;;;1
HdS - Oorlogsreizen;;;;;;1;;;1
Health2Work B.V.;;;1;1;;;;;1
HeAVENS Kitchen B.V.;;;;1;;;;;1
Heemskerk Bloemisten;;;;1;;;;;1
Heeres Boat Service;;;;;;1;;;1
Heerlijkheid Marienwaerdt;;;;;;;1;;1
Heesbeen Feest Groep;;;;;;;1;;1
Heetla-Wijnbergen V.O.F.;;;;1;;;;;1
Heineken Experience;;;;;;;1;;1
Heinen & Hopman Engineering B.V.;;;;;;1;;;1
Helder Events;;;;2;;1;1;;2
Helderse Ondernemersvereniging (HOV);;;;1;;;;;1
Helderse Zaalvoetbal Organisatie;;;;;;1;;;1
HeliCentre B.V.;;;;;;4;;;4
Helicon Conservation Support B.V.;;;;;;1;;;1
Hellendoorn Attractiepark B.V.;;;;;;;1;;1
Hendriks bedrijfskleding en bedrukking;;;;1;;;;;1
Heraldic United;;;;1;;;;;1
Heroz;;;;;;1;;;1
Hessel's Toiletwagenverhuur B.V.;;;;;;;1;;1
Het Balkon;;;;;;1;;;1
Het Bergpaviljoen, proeftuin van A'foort B.V.;;;;1;;;;;1
Het Bos Roept;;;;;;1;;;1
Het Drents Kwartiertje;;;;;;;1;;1
Het Ei van Columbus;;;;1;;;;;1
Het Grootste Kennisfestival;;;;;;1;;;1
Het Heden;;;;;;;1;;1
Het Kreitenhuys;;;;;;;1;;1
Het Matelier;;;;1;;;;;1
Het Meisje van Rustenburg;;;;1;;;;;1
Het Nederlands Openluchtmuseum;;;;;;;1;;1
Het Nederlands Vestingmuseum;;;;;;1;;;1
Het Nederlandse Rode Kruis;;;;;1;2;;;2
Het NIC B.V.;3;;;;;;;;3
Het Postkantoor;;;;1;;;;;1
Het Postkantoor Hoogeveen B.V.;;;;;;;1;;1
Het Proeflokaal Van De Oirsprong B.V.;;;;;;;1;;1
Het Scheepvaartmuseum Enterprise B.V.;;;;1;;;1;;1
Het Wapen van Harmelen B.V.;;;;1;;;;;1
Het Wapen van Lienden Eetcafe;;;;;;;1;;1
Het Wil Konsult;;;;;;2;;;2
HJV Evenementen Service;;;;;;;1;;1
HLC Wereld B.V.;;;;;;;1;;1
Hoekstra Beroepsopleidingen B.V.;;;;;;2;;;2
HOF Eventsupport & AV;;;;1;;;;;1
Hof van Solms;;;;1;;;;;1
Hofstad Events B.V.;;;;;;;1;;1
Hofstede's advies;;;;;;1;;;1
Hogenboom Vakantieparken B.V.;;;;;;;2;;2
Hogeschool Isbw B.V.;;;;;;1;;;1
Hogeschool NOVI B.V.;;;;;;1;;;1
Hogeschool Schoevers;;;;;;1;;;1
Hogeschool Utrecht;;;;;1;1;;;2
Hogeschool van Amsterdam;;;;;;1;;;1
HOG-Line Exploitatie B.V.;;;;1;;;;;1
Hogrefe Uitgevers B.V.;;;;;4;;;;4
Holding Beheermaatschappij Ropeni B.V.;1;;;;;;1;;1
Holland Evenementen Groep B.V.;;;;1;;;1;;2
Holland Geschenkpakket;;;;1;;;;;1
Holland Marine Lifts B.V.;;;;;;2;;;2
Holscher-Bebakening;;;;1;1;;;;1
Home & Castle Interiors;;;;1;;;;;1
Home Sweet Home;;1;;;;;;;1
Hommes;;;;1;;;1;;1
Honebecke Gr./Fruit thodn De Gezonde Apoteker;;;;1;;;;;1
Horeca Exploitatie Maatschappij Zalmhuis B.V.;;;;;;;1;;1
Horeca Exploitaties Noord-Holland B.V.;;;;;;;1;;1
Horeca Spoordonk B.V.;;;;;;;1;;1
Horeca Stichting Nederland;;;;;;1;;;1
Horecaexploitatie Moeke B.V.;;;;;;1;;;1
Horizon 66 B.V.;;;;;;4;;;4
Horst World Kitchen;;;;;;;1;;1
Hospitality Bloom B.V.;;;;;;;1;;1
Hostmanship Group Nederland B.V.;;;;;;1;;;1
Hotel Akersloot;;;;1;;;;;1
Hotel Caf� Restaurant 'De Oude Molen';;;;;;;;1;1
Hotel De Foreesten;;;;;;;1;;1
Hotel Frederiksoord;;;;1;;;;;1
Hotel Groningen-Hoogkerk B.V.;;;;;;;1;;1
Hotel Kruller B.V.;;;;1;;;;;1
Hotel Leusden B.V.;;;;;;1;2;2;2
Hotel New York B.V.;;;;;;1;;;1
Hotel Post Plaza B.V.;;;;;;;1;;1
Hotel Restaurant Princenhof;;;;;1;1;1;;1
Hotel Ridderkerk B.V.;;;;1;;;;;1
Hotel Vianen B.V.;;;;1;;;;;1
Hotel Wieringermeer B.V.;;;;;;;1;;1
Hotel Zuiderduin B.V.;1;;;;;;;;1
Hotel-Café-Restaurant 'West-End' Expl. B.V.;;;;1;;;1;;1
Hotelexploitatie Lousberg;;;;1;;;;;1
Hotel-Restaurant 'De Zwarte Boer' B.V.;;;;;;;1;;1
Hotel-Restaurant 'Oud London';;;;1;;;1;;1
Hotelschool The Hague;;;;;;1;;;1
House of Sports;;;1;;;;;;1
HowAboutYou B.V.;;;;;;1;;;1
HRorganizer B.V.;;;;;4;;;;4
HSA Breda B.V.;;;;;1;;;;1
HuisMan & Vrouw;;;;;;1;;;1
Humphrey's Leeuwarden B.V.;;;;;;;1;;1
Humphrey's Restaurant;;;;;;;1;;1
Hunter 4 all sports B.V.;;;;1;;;;;1
Huurhoeftnietduur.nl;1;;;;;;;;1
hvs Dienstverlening;;;;;;4;;;4
Hypodomus Brabantse Wal B.V.;;;;;;;1;;1
Hytech;;;;;;1;;;1
I Fiori;;;;1;;;;;1
I.T.S. International Technical Service;;;;;;1;;;1
I.V.P. Trading;1;;;;;;;;1
IALabs B.V.;;;;;;;1;;1
I-Aspect B.V.;;;;;4;;;;4
iBabs B.V.;;;;;;1;;;1
IBN-Arbeidsintegratie;;;;;4;;;;4
IBTO Incompany BeveiligingsTraining & Onderw.;;;;;;1;;;1
ICM Administratie B.V.;;;;;;1;;;1
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;2
ICN Solutions;;;;;;1;;;1
Icomo Partyverhuur;;;;;;;1;;1
ID Webshops B.V.;;;;;;;1;;1
Ideaalcatering B.V.;;;;;;;1;;1
Idee en Praktijk;;;;;;1;;;1
IDEMIA The Netherlands B.V.;;;;2;;;;;2
i-did slow fashion B.V.;;;;1;;;;;1
IES Asset Management;;;;;;2;;;2
Igo-Post B.V.;;;;1;;;1;;1
IJssalon Bacio;;;;;1;;;;1
IJzeren Man B.V.;;;;;;;1;;1
I-ken;;;;;;1;;;1
Il Vesuvio;;;;;;;1;;1
Image Party Productions;;;;;;;1;;1
Imaging People;;;;1;;;;;1
Imex Events;;;;;;;1;;1
Imhotep Promotions B.V.;;;;1;;;;;1
IMK Intermediair B.V.;;;;;3;;;;3
Improve Quality Services B.V.;;;;;;1;;;1
Impulse Info Systems;;;;;;3;;;3
Impulsus, Support & Facilities B.V.;;;;;;3;;;3
In de Oude Hof;;;;;;1;;;1
In den dorstigen Haen B.V.;;;;;;;1;;1
In gesprek;;;;;2;;;;2
In 't Groene Woud B.V.;;;;;;;1;;1
in Transit Coaching;;;;;;1;;;1
In2Content B.V.;;;;;;2;;;2
Incassobureau Plaggemars;;;;1;;;;;1
Inchainge B.V.;;;;;;1;;;1
Indisch Restaurant 'Bali' B.V.;;;;;;;1;;1
Indisch Restaurant Garoeda;;;;1;;;1;;1
Indonesisch Specialiteiten Rest. Batavia B.V.;;;;;;;1;;1
Indoor Funcentre Breda;;;;1;;1;1;;1
Indoor Skydive N.V.;;;;;;2;;;2
Industrieel Klimmen B.V.;;;;;;1;;;1
Infenit VR;;;;1;;;;;1
Info Support B.V.;;;;;;2;;;2
Infomedics B.V.;1;;;;;;;;1
Informatica Software Nederland B.V.;;;;;;1;;;1
Information Security Academy B.V.;;;;;;1;;;1
Ingenium B.V.;;;;;;1;;;1
Ingressus B.V.;;;;;;1;;;1
Initiative Media B.V.;;;;;3;;;;3
InkoopAcademie B.V.;;;;;;1;;;1
Innerzijds therapie en coaching;;;;;;1;;;1
Innovam;;;;;;2;;;2
Inrush Holding B.V.;;;;;;1;;;1
Inspiration Company Nederland B.V.;;;;;;1;;;1
InstallatieWerk Noord-Holland B.V.;;;;;;1;;;1
Instituut HR Bedrijfskunde;;;;;;1;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;;1
Instituut voor Bedrijfskundige Opleidingen;;;;;;1;;;1
Instituut voor Psychotrauma Nederland B.V.;;;;;;1;;;1
Instituut voor Veiligheid en Milieu B.V.;;;;;;2;;;2
Int. Knowledge & Networking (IKN) B.V.;;;;;;2;;;2
Intalent;;;;;;1;;;1
Intelligence Group B.V.;;;;;3;;;;3
Intercédé B.V.;;;1;1;;1;;;2
InterDuinen B.V.;;;;;1;;;;1
International Anti Crime Academy B.V.;;;;;;2;;;2
Interprint Zeefdrukkers;;;;1;;1;1;;1
Intersafe Groeneveld B.V.;;;1;;;;;;1
Interspiro B.V.;;;;;;2;;;2
Intop Zorgsector B.V.;;;;;;1;;;1
Intronics;;;;1;;;;;1
Introspectief;;;;;;3;;;3
Iodix Horseproducts;;;1;;;;;;1
IP Trainershouse B.V.;;;;;;1;;;1
IPC Groene Ruimte B.V.;;;;;;1;;;1
IPMA - NL;;;;;;1;;;1
IPMA Certificering B.V.;;;;;;1;;;1
Ipol B.V.;;;;;;1;;;1
IrriTech;;;;;;1;;;1
ISBW;;;;;;1;;;1
ISRIC;;;;;;1;;;1
ISVE;;;;;;1;;;1
IT Management Group;;;;;;2;;;2
itrack;;;;;;2;;;2
ITvitae B.V.;;;;;;1;;;1
IVIO@school;;;;;;5;;;5
IVS Opleidingen;;;;;;1;;;1
Iw4 Beheer N.V.;;;;;1;;;;1
J. Knieriem B.V.;;;;;;;1;;1
Jachthaven Biesbosch B.V.;;;;;;;1;;1
Jachthuis Beukenrode B.V.;;;;;;;1;;1
Ja-maar® B.V.;;;;;;1;;;1
Jambon Uden;;;;1;;;;;1
Jan Andreae en Partners B.V.;;;;1;;1;;;1
Jan Steen Heino B.V.;;;;;;;1;;1
Janssen & Janssen c.s. Gerechtsdeurwrd. B.V.;1;;;;;;;;1
Japas Café;;;;;;;1;;1
Jargon Aviation Consultancy B.V.;;;;;;2;;;2
JB-Amusement;;;;;;1;;;1
JB-Inflatable B.V.;;;;;2;;;;2
JCB;;;;;;2;;;2
Jenrick Nederland B.V.;;;;2;;;;;2
Jeu de Boul. Ver. 'Harderw. Bielegg. '84';;;;1;;;;;1
Jin Van Coothplein B.V.;;;;;;;1;;1
Jongeneel Utrecht;;;1;;;;;;1
Joy Company;;;;;;;1;;1
Juglans, music and events;;;;;;;1;;1
Juma International B.V.;;;;;;;1;;1
Jungheinrich Nederland B.V.;;;;;;1;;;1
Just Cycle;;;;1;;;;;1
K & K;;;;;;;1;;1
Kadanz;;;;;1;;;;1
Kader Bureau voor Kwaliteitszorg B.V.;;;;;;2;;;2
Kameleon Professionele Weerbaarheid;;;;;;3;;;3
Kamera Express;;;;;;1;;;1
Kapteyn Bloemen;;;;1;;;;;1
Kartbaan Duiven B.V.;;;;1;;;;;1
Kartbaan Uden B.V.;;;;;;;1;;1
Karting Plaza Exploitatie B.V.;;;;;;;1;;1
Kartschool Lelystad B.V.;;;;;;1;1;;1
Kassenaar IT Services;;;;;;2;;;2
Kasteel Maurick B.V.;;;;1;;;;;1
Keemink Integrale Veiligheid Management;;;;;;1;;;1
Keep the Balance;;;;;;1;;;1
Kenbri Fire Fighting B.V.;;;;1;;;;;1
Kerst Company B.V.;;;;;;;2;;2
Kesco B.V.;;;;1;;;1;;1
Keukenvuur;;;;;;;1;;1
Key Music Nederland B.V.;1;;;;;;;;1
KGH Customs Services B.V.;;;;;;1;;;1
KijkDaan B.V.;;;;1;;;;;1
King Nascholing B.V.;;;;;;1;;;1
Kistler B.V.;;;;;;1;;;1
KIT Intercultural Professionals;;;;;;2;;;2
Kits Kinderdagverblijven B.V.;1;;;;;;;;1
Kiwa KOAC;;;;;;2;;;2
Kiwa Nederland B.V.;;;;;;1;;;1
Kiwa Training B.V.;;;;;;1;;;1
Kjenning B.V.;;;;;;1;;;1
Klimcentrum Neoliet Tilburg B.V.;;;1;;;;;;1
Kloosterhof Neer B.V.;;;;;;1;;;1
KLUSWIJS Loosdrecht;;;;;;1;;;1
Koetshuis de Burcht;;;;;;;1;;1
Kon. Ned. Bond tot 't Redden van Drenkelingen;;;1;;;1;;;1
Kon. Ned. Mij. tot Bevord. der Geneeskunst;;;;;;1;;;1
Kon. Ned. Veren. van Informatieprofessionals;;;;;;1;;;1
Kon. Ver. Agent Halverhout-Zwart-Zurmühlen BV;;;;;;;1;;1
Kona International;;;;1;;;1;;2
Koninkl. Nederl. Verenig. 'Onze Luchtmacht';;;;2;;;;;2
Koninklijke Begeer B.V.;1;;;1;;;1;;1
Koninklijke Burgers' Zoo;;;;;;;2;;2
Koninklijke Luchtvaart Maatschappij N.V.;;;;;;4;;1;4
Koninklijke Militaire Schermvereniging;;;1;;;;;;1
Koninklijke Nederlandse Atletiek Unie;;;;;;1;;;1
Koninklijke Pbna B.V.;;;;;;1;;;1
Koninklijke Stichting Defensiemusea;;;;1;;;;;1
Koninklijke van der Most B.V.;;;;1;2;;;;2
Koomen Installatie B.V.;;;;;;1;;;1
Koudeborg;;;;;;3;;;3
KPMG Advisory N.V.;;;;;;1;;;1
KPN B.V.;;;;6;;2;;;6
KPN Consulting B.V.;;;;;;2;;;2
Kraaijeveld supervisie, Coach. en Werkbegel.;;;;;;1;;;1
Kranendonk B.V.;;;;;1;;;;1
Kruimel Advies;;;;;2;;;;2
KSG B.V.;;;;;1;;;;1
'KSV De Betuwe';;;;1;;;;;1
Kumpulan Reünie- en Congrescentrum;;;1;2;1;1;1;;2
Kumpulan ReÃ¼nie- en Congrescentrum;;;;1;;;;;1
La Baraque B.V.;;;;;;;1;;1
La Galleria Noordwijk;;;;;;1;;;1
Laco Woensdrecht B.V.;;;1;;;;;;1
Lagaay International B.V.;;;;;;1;;;1
Lagerweij Zwolle B.V.;;;;;;4;;;4
Lai Wing B.V.;;;;;;;1;;1
Landal GreenParks Beheer en Projecten B.V.;;;;;;1;3;;3
Landelijke Kamer van Verenigingen;;;;;1;;;;1
Landgoed Het Rheins;;;;3;;;;;3
Landgoed ISVW B.V.;;;;;;2;;;2
Language Partners;;;;;;1;;;1
Laska Computers;;;;;1;;;;1
Lavista Relatiegeschenken B.V.;1;;;;;;;;1
Layertec B.V.;;;;1;;;;;1
Le Connaisseur;;;;;;1;1;;1
Le Ponpom;;;;1;;;;;1
Learn it B.V.;;;;;;3;;;3
Learning Associates International B.V.;;;;;;1;;;1
Leba 'Bakker' Sport B.V.;;;1;;;;;;1
Lectric Opleidingen B.V.;;;;;;1;;;1
Leen Bakker Nederland B.V.;;;;;;1;;;1
