objectid;url;domein;proces;ntig_nummer;x_coordinaat;y_coordinaat;plaatsaanduiding;plaatsnaam;serienummer_modem;modemsoftwareversie;modemhardwareversie;offsetmodem;wakeupinterval;maaiveldhoogte;referentievlak;sb_bovenkant;sb_onderkant_peilbuis;compensatieoffset;onderkant_filter;bovenkant_filter;bovengrens_weergave;ondergrens_weergave;compensatiestraal;offset_tcn;plaatsing_meetpunt;lengte_peilbuis;serienummer_logger;meetinterval;zendstart;detailfoto;overviewfoto;kenmerkblad;dwarsprofiel;aanmeetschets;geo_shape;geo_point_2d
39;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2060;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2060;158245.0;380667.0;Vijverhoef 5/7;Gemeente Eindhoven;--;--;--;--;--;1782;cmNAP;1774.0;1579.0;1579.0;1564.0;1664.0;1774.0;1579.0;-1;1579.0;2014-10-01;210;R6068;720;--;B51D2060_d.jpg;B51D2060_o.jpg;--;--;B51D2060_AS.jpg;"{""coordinates"": [5.433845891313195, 51.41512311225801], ""type"": ""Point""}";51.41512311225801, 5.433845891313195
41;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2062;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2062;158168.0;380556.0;Warmelo 24 (voortuin);Gemeente Eindhoven;--;--;--;--;--;1855;cmNAP;1866.0;1727.0;1727.0;1721.0;1821.0;1866.0;1727.0;-1;1727.0;1999-02-10;145;P1320;720;--;B51D2062_d.jpg;B51D2062_o.jpg;--;--;--;"{""coordinates"": [5.432738030707045, 51.41412580671111], ""type"": ""Point""}";51.41412580671111, 5.432738030707045
42;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2063;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2063;158288.0;380426.0;Weldam 9 (trottoir);Gemeente Eindhoven;--;--;--;--;--;1812;cmNAP;1802.0;1587.0;1621.0;1582.0;1682.0;1802.0;1621.0;-1;1621.0;1999-02-10;220;BN646;720;--;B51D2063_d.jpg;B51D2063_o.jpg;--;--;--;"{""coordinates"": [5.434461761363199, 51.412956587789346], ""type"": ""Point""}";51.412956587789346, 5.434461761363199
44;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2065;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2065;157861.0;382537.0;Wekkerstraat thv Enexis;Gemeente Eindhoven;--;--;--;--;--;1911;cmNAP;1911.0;1411.0;1464.0;1331.0;1431.0;1911.0;1464.0;-1;1464.0;2001-04-03;580;T9045;720;--;B51D2065_d.jpg;B51D2065_o.jpg;--;--;--;"{""coordinates"": [5.428341103992744, 51.43193403556577], ""type"": ""Point""}";51.43193403556577, 5.428341103992744
46;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2066_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2066_002;158648.0;382689.0;Hurksestraat Dillenburgstraat;Gemeente Eindhoven;--;--;--;--;--;1911;cmNAP;1902.0;1490.0;1502.0;1490.0;1590.0;1902.0;1502.0;-1;1502.0;2001-02-04;415;BV724;720;--;B51D2066_002_d.jpg;B51D2066_002_o.jpg;--;--;--;"{""coordinates"": [5.439659847211961, 51.43329575248484], ""type"": ""Point""}";51.43329575248484, 5.439659847211961
48;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2068;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2068;158438.0;381627.0;Wamberg;Gemeente Eindhoven;--;--;--;--;--;1792;cmNAP;1784.0;1509.0;1509.0;1501.0;1601.0;1784.0;1509.0;-1;1509.0;2014-10-01;283;P1626;720;--;B51D2068_d.jpg;B51D2068_o.jpg;--;--;B51D2068_AS.jpg;"{""coordinates"": [5.436629587465278, 51.42375110265947], ""type"": ""Point""}";51.42375110265947, 5.436629587465278
57;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2074_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2074_002;156819.0;383221.0;Grasleeuwerik;Gemeente Eindhoven;--;--;--;--;--;2142;cmNAP;2126.0;1730.0;1729.0;1717.0;1817.0;2126.0;1729.0;-1;1729.0;2006-12-29;409;DA815;720;--;B51D2074_002_d.jpg;B51D2074_002_o.jpg;--;--;--;"{""coordinates"": [5.413360523137516, 51.438086641694774], ""type"": ""Point""}";51.438086641694774, 5.413360523137516
58;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2075;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2075;157239.0;383594.0;Stillendijk;Gemeente Eindhoven;--;--;--;--;--;2042;cmNAP;2037.0;1613.0;1611.0;1603.0;1703.0;2037.0;1611.0;-1;1611.0;2006-12-29;434;T9041;720;--;B51D2075_d.jpg;B51D2075_o.jpg;--;--;--;"{""coordinates"": [5.419403356254026, 51.441437892612825], ""type"": ""Point""}";51.441437892612825, 5.419403356254026
66;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2081_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2081_002;158433.0;383264.0;Bergen op Zoomstraat 40;Gemeente Eindhoven;--;--;--;--;--;1980;cmNAP;1973.0;1558.0;1598.0;1550.0;1650.0;1973.0;1598.0;-1;1598.0;2000-07-28;423;S2629;720;--;B51D2081_002_d.jpg;B51D2081_002_o.jpg;--;--;--;"{""coordinates"": [5.436573612546927, 51.43846559308395], ""type"": ""Point""}";51.43846559308395, 5.436573612546927
71;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2084_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2084_002;158737.0;383318.0;Theresiaplein 1;Gemeente Eindhoven;--;--;--;--;--;2026;cmNAP;2019.0;1539.0;1553.0;1536.0;1636.0;2019.0;1553.0;-1;1553.0;2000-10-23;483;P1325;720;--;B51D2084_002_d.jpg;B51D2084_002_o.jpg;--;--;--;"{""coordinates"": [5.440946374529418, 51.43894904030578], ""type"": ""Point""}";51.43894904030578, 5.440946374529418
72;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2085_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2085_001;158701.0;383737.0;Muydenstraat, van der 18;Gemeente Eindhoven;--;--;--;--;--;1947;cmNAP;1944.0;1694.0;1708.0;1690.0;1790.0;1944.0;1708.0;-1;1708.0;2000-08-17;245;P1359;720;--;B51D2085_001_d.jpg;B51D2085_001_o.jpg;--;--;--;"{""coordinates"": [5.440433000579792, 51.44271552967127], ""type"": ""Point""}";51.44271552967127, 5.440433000579792
74;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2086;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2086;159924.0;383084.0;Engelsbergenstraat 57 plantvak;Gemeente Eindhoven;--;--;--;--;--;1876;cmNAP;1930.0;1592.0;1590.0;1577.0;1677.0;1930.0;1590.0;-1;1590.0;2014-10-01;353;AT794;720;--;B51D2086_d.jpg;B51D2086_o.jpg;--;--;B51D2086_AS.jpg;"{""coordinates"": [5.458014974853888, 51.436836549970934], ""type"": ""Point""}";51.436836549970934, 5.458014974853888
75;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2087_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2087_001;159250.0;383889.0;Beukenlaan (Evoluon);Gemeente Eindhoven;--;--;--;--;--;1877;cmNAP;1930.0;1392.0;1455.0;1392.0;1492.0;1930.0;1455.0;-1;1455.0;2001-02-15;485;BC665;720;--;B51D2087_001_d.jpg;B51D2087_001_o.jpg;--;--;--;"{""coordinates"": [5.448331399250169, 51.444077922009505], ""type"": ""Point""}";51.444077922009505, 5.448331399250169
78;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2089_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2089_001;159102.0;385014.0;Bezuidenhoutseweg 19;Gemeente Eindhoven;--;--;--;--;--;1912;cmNAP;1899.0;1626.0;1626.0;1611.0;1711.0;1899.0;1626.0;-1;1626.0;2014-10-01;288;R6067;720;--;--;--;--;--;B51D2089_001_as.jpg;"{""coordinates"": [5.4462156408036035, 51.4541912628718], ""type"": ""Point""}";51.4541912628718, 5.4462156408036035
84;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2093_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2093_001;159081.0;386990.0;Bernadinopas 19- 20;Gemeente Eindhoven;--;--;--;--;--;1781;cmNAP;1776.0;1625.0;1626.0;1625.0;1725.0;1776.0;1626.0;-1;1626.0;2000-07-26;147;S8146;720;--;B51D2093_001_d.jpg;B51D2093_001_o.jpg;--;--;--;"{""coordinates"": [5.445936377625079, 51.47195298777639], ""type"": ""Point""}";51.47195298777639, 5.445936377625079
87;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2095_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2095_001;159519.0;386522.0;Begraafplaats J van Campenweg;Gemeente Eindhoven;--;--;--;--;--;1762;cmNAP;1760.0;1705.0;1663.0;1663.0;1760.0;1760.0;1663.0;-1;1663.0;2001-03-13;97;BH951;720;--;B51D2095_001_d.jpg;B51D2095_001_o.jpg;--;--;--;"{""coordinates"": [5.452234415999287, 51.46774294641733], ""type"": ""Point""}";51.46774294641733, 5.452234415999287
89;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2096_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2096_001;156093.0;383088.0;Waterwereld 110;Gemeente Eindhoven;--;--;--;--;--;2077;cmNAP;2066.0;1883.0;1881.0;1868.0;1968.0;2066.0;1881.0;-1;1881.0;2014-10-01;198;R6111;720;--;B51D2096_001_d.jpg;B51D2096_001_o.jpg;--;--;B51D2096_001_AS.jpg;"{""coordinates"": [5.402918734367684, 51.43689304484847], ""type"": ""Point""}";51.43689304484847, 5.402918734367684
91;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2097_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2097_001;159840.0;384535.0;Beukenlaan, Achtseweg Zuid;Gemeente Eindhoven;--;--;--;--;--;1838;cmNAP;1831.0;1731.0;1831.0;1731.0;1831.0;1831.0;1831.0;-1;1831.0;2007-11-20;169;;720;--;B51D2097_001_d.jpg;B51D2097_001_o.jpg;--;--;--;"{""coordinates"": [5.45682680820791, 51.44987982529963], ""type"": ""Point""}";51.44987982529963, 5.45682680820791
92;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2097_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2097_002;159840.0;384535.0;Beukenlaan, Achtseweg Zuid;Gemeente Eindhoven;--;--;--;--;--;1838;cmNAP;1829.0;1424.0;1382.0;1376.0;1476.0;1829.0;1382.0;-1;1382.0;2007-09-26;453;R3579;720;--;B51D2097_002_d.jpg;B51D2097_002_o.jpg;--;--;--;"{""coordinates"": [5.45682680820791, 51.44987982529963], ""type"": ""Point""}";51.44987982529963, 5.45682680820791
95;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2243_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2243_001;156119.0;386995.0;Nieuwe Achtse Heide;Gemeente Eindhoven;--;--;--;--;--;1810;cmNAP;1801.5;1406.5;1405.0;1392.5;1492.5;1801.5;1405.0;-1;1405.0;;409;DN093;720;--;B51D2243_001_d.jpg;B51D2243_001_o.jpg;--;--;--;"{""coordinates"": [5.403305028264199, 51.472011703584585], ""type"": ""Point""}";51.472011703584585, 5.403305028264199
96;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2243_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2243_002;156119.0;386995.0;Nieuwe Achtse Heide;Gemeente Eindhoven;--;--;--;--;--;1810;cmNAP;1797.1;602.1;600.0;592.1;692.1;1797.1;600.0;-1;600.0;;1205;BJ057;720;--;B51D2243_002_d.jpg;B51D2243_002_o.jpg;--;--;--;"{""coordinates"": [5.403305028264199, 51.472011703584585], ""type"": ""Point""}";51.472011703584585, 5.403305028264199
99;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51D2246;eindhoven;ESENSE_PEILBUIS_MANUAL;B51D2246;156176.0;385403.0;Nabij Anthony Fokkerweg 101 en Vens;Gemeente Eindhoven;--;--;--;--;--;2162;cmNAP;2144.0;1519.0;1549.0;1519.0;1619.0;2144.0;1549.0;-1;1549.0;;625;AV217;720;--;--;--;--;--;--;"{""coordinates"": [5.404120108196718, 51.457701644147804], ""type"": ""Point""}";51.457701644147804, 5.404120108196718
103;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51E1858;eindhoven;ESENSE_PEILBUIS_MANUAL;B51E1858;161171.0;388482.0;Eeuwig licht 81-83;Gemeente Eindhoven;--;--;--;--;--;1625;cmNAP;1618.0;1400.0;1400.0;1397.0;1497.0;1618.0;1400.0;-1;1400.0;1999-02-16;221;BV263;720;--;B51E1858_d.jpg;B51E1858_o.jpg;--;--;--;"{""coordinates"": [5.476043482331183, 51.485344961551746], ""type"": ""Point""}";51.485344961551746, 5.476043482331183
109;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51E1863_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51E1863_001;161317.0;387827.0;Belgi‰plein-Antwerpenlaan;Gemeente Eindhoven;--;--;--;--;--;1705;cmNAP;1705.0;1443.0;1446.0;1435.0;1535.0;1705.0;1446.0;-1;1446.0;2002-12-18;270;AT765;720;--;B51E1863_001_d.jpg;B51E1863_001_o.jpg;--;--;--;"{""coordinates"": [5.478133683613018, 51.47945578415208], ""type"": ""Point""}";51.47945578415208, 5.478133683613018
111;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51E1864;eindhoven;ESENSE_PEILBUIS_MANUAL;B51E1864;160856.0;389476.0;Esperheide west;Gemeente Eindhoven;--;--;--;--;--;1534;cmNAP;1596.0;1298.0;1296.0;1245.0;1345.0;1596.0;1296.0;-1;1296.0;2014-10-01;351;BT967;720;--;B51E1864_d.jpg;B51E1864_o.jpg;--;--;B51E1864_AS.jpg;"{""coordinates"": [5.471524989200784, 51.49428303373858], ""type"": ""Point""}";51.49428303373858, 5.471524989200784
113;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51E1864_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51E1864_002;160886.0;389484.0;Esperheide west;Gemeente Eindhoven;--;--;--;--;--;1550;cmNAP;1541.0;1281.0;1541.0;1281.0;1381.0;1541.0;1541.0;-1;1541.0;2006-10-09;0;;720;--;--;--;--;--;--;"{""coordinates"": [5.471957119078035, 51.494354629155325], ""type"": ""Point""}";51.494354629155325, 5.471957119078035
114;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51E1865;eindhoven;ESENSE_PEILBUIS_MANUAL;B51E1865;161223.0;389440.0;Esperheide midden;Gemeente Eindhoven;--;--;--;--;--;1613;cmNAP;1601.0;1391.0;1389.0;1375.0;1475.0;1601.0;1389.0;-1;1389.0;2014-10-01;226;BN567;720;--;B51E1865_d.jpg;--;--;--;B51E1865_AS.jpg;"{""coordinates"": [5.476809098665884, 51.49395549680778], ""type"": ""Point""}";51.49395549680778, 5.476809098665884
126;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2429;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2429;160480.0;381817.0;Kreeftstraat 54;Gemeente Eindhoven;--;--;--;--;--;1815;cmNAP;1807.0;1539.0;1537.0;1529.0;1629.0;1807.0;1537.0;-1;1537.0;2014-12-19;278;DA806;720;--;B51G2429_d.jpg;B51G2429_o.jpg;--;--;B51G2429_AS.jpg;"{""coordinates"": [5.46599153083057, 51.42544276661457], ""type"": ""Point""}";51.42544276661457, 5.46599153083057
130;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2432_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2432_002;160064.0;382330.0;Karel de Stoutestraat 4;Gemeente Eindhoven;--;--;--;--;--;1721;cmNAP;1712.0;1282.0;1204.0;1196.0;1296.0;1712.0;1204.0;-1;1204.0;2012-01-30;514;DX018;720;--;B51G2432_002_d.jpg;B51G2432_002_o.jpg;--;--;--;"{""coordinates"": [5.460017596972178, 51.430057851664635], ""type"": ""Point""}";51.430057851664635, 5.460017596972178
132;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2433_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2433_002;163768.0;380989.0;Eijerven 42 (in trottoir);Gemeente Eindhoven;--;--;--;--;--;1895;cmNAP;1895.0;1295.0;1243.0;1209.0;1309.0;1895.0;1243.0;-1;1243.0;1999-02-01;686;BP629;720;--;B51G2433_002_d.jpg;B51G2433_002_o.jpg;--;--;--;"{""coordinates"": [5.513246113296904, 51.417958557622036], ""type"": ""Point""}";51.417958557622036, 5.513246113296904
133;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2434;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2434;162850.0;380861.0;Floralaan-Oost 132;Gemeente Eindhoven;--;--;--;--;--;2009;cmNAP;2002.0;1532.0;1547.0;1532.0;1632.0;2002.0;1547.0;-1;1547.0;1998-02-09;470;BA740;720;--;B51G2434_d.jpg;B51G2434_o.jpg;--;--;--;"{""coordinates"": [5.500046349275343, 51.416821548831955], ""type"": ""Point""}";51.416821548831955, 5.500046349275343
144;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2441_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2441_002;161955.0;382709.0;Hornestraat, Willem van 11;Gemeente Eindhoven;--;--;--;--;--;1750;cmNAP;1741.0;1370.0;1368.0;1351.0;1451.0;1741.0;1368.0;-1;1368.0;2000-11-20;390;AL995;720;--;B51G2441_002_d.jpg;B51G2441_002_o.jpg;--;--;--;"{""coordinates"": [5.48721681422146, 51.43344436622996], ""type"": ""Point""}";51.43344436622996, 5.48721681422146
150;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2446_001;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2446_001;163781.0;381459.0;Diepmeerven 56;Gemeente Eindhoven;--;--;--;--;--;1870;cmNAP;1869.0;1669.0;1594.0;1589.0;1689.0;1869.0;1594.0;-1;1594.0;2001-02-12;280;DN103;720;--;B51G2446_001_d.jpg;B51G2446_001_o.jpg;--;--;--;"{""coordinates"": [5.513444701298967, 51.42218302864328], ""type"": ""Point""}";51.42218302864328, 5.513444701298967
156;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2449_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2449_002;163148.0;382843.0;Kanaaldijk Noord 125;Gemeente Eindhoven;--;--;--;--;--;2004;cmNAP;1998.0;1378.0;1396.0;1378.0;1478.0;1998.0;1396.0;-1;1396.0;2001-03-27;620;DG494;720;--;B51G2449_002_d.jpg;B51G2449_002_o.jpg;--;--;--;"{""coordinates"": [5.504375993644115, 51.43463284678723], ""type"": ""Point""}";51.43463284678723, 5.504375993644115
158;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2450_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2450_002;161663.0;382314.0;Poiterslaan 29;Gemeente Eindhoven;--;--;--;--;--;1818;cmNAP;1802.0;1375.0;1372.0;1334.0;1434.0;1802.0;1372.0;-1;1372.0;2002-03-18;468;BZ394;720;--;B51G2450_002_d.jpg;B51G2450_002_o.jpg;--;--;--;"{""coordinates"": [5.483010210920454, 51.42989737578442], ""type"": ""Point""}";51.42989737578442, 5.483010210920454
159;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2451;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2451;164084.0;381832.0;Rijsven - Witven;Gemeente Eindhoven;--;--;--;--;--;1918;cmNAP;1915.0;1374.0;1374.0;1344.0;1444.0;1915.0;1374.0;-1;1374.0;2003-07-23;571;BN539;720;--;B51G2451_d.jpg;B51G2451_o.jpg;--;--;--;"{""coordinates"": [5.517810555583031, 51.42553099438027], ""type"": ""Point""}";51.42553099438027, 5.517810555583031
166;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2455_002;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2455_002;163815.0;380799.0;Gijzenrooi zuid-west;Gemeente Eindhoven;--;--;--;--;--;1789;cmNAP;1837.0;1455.0;1388.0;1372.0;1472.0;1837.0;1388.0;-1;1388.0;2014-10-01;397;R6076;720;--;B51G2455_002_d.jpg;B51G2455_002_o.jpg;--;B51;B51G2455_002_AS.jpg;"{""coordinates"": [5.513917023211854, 51.416249977077406], ""type"": ""Point""}";51.416249977077406, 5.513917023211854
172;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2460;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2460;161984.0;383735.0;Fuutlaan;Gemeente Eindhoven;--;--;--;--;--;1602;cmNAP;1601.0;1377.0;1377.0;1351.0;1451.0;1601.0;1377.0;-1;1377.0;1999-05-31;250;T0495;720;--;B51G2460_d.jpg;B51G2460_o.jpg;--;--;--;"{""coordinates"": [5.487654161817596, 51.44266636887622], ""type"": ""Point""}";51.44266636887622, 5.487654161817596
174;https://grondwater.webscada.nl/eindhoven/index.php?loc_code=B51G2462;eindhoven;ESENSE_PEILBUIS_MANUAL;B51G2462;163103.0;383294.0;Hobbemastraat 15 A;Gemeente Eindhoven;--;--;--;--;--;1813;cmNAP;1813.0;1753.0;1753.0;1747.0;1813.0;1813.0;1753.0;-1;1753.0;1998-02-09;66;P1335;720;--;B51G2462_d.jpg;B51G2462_o.jpg;--;--;--;"{""coordinates"": [5.503739208539624, 51.43868737821564], ""type"": ""Point""}";51.43868737821564, 5.503739208539624
