OBJECTID,SIGMA_ID,REF_FUNC_SPOORTAK_NAAM_LANG,KANTCODE,M_SIGMATRAJECT_BEGIN,M_SIGMATRAJECT_EIND,PUBLICATIEDATUM,DATUM_GOEDGEKEURD,ELEMENT_TYPE,ELEMENT_LENGTE,STRAAL,HELLING_BEGIN,HELLING_EIND,ARGUMENT_BEGIN,ARGUMENT_EIND,HOOGTE_BEGIN,HOOGTE_EIND,VOLGNUMMER,LENGTE_TOTAAL_SIGMATRAJECT,BEIDE_EINDEN_GELIJK,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNCTIONELE_SPOORTAK_PUIC,SIGMATRAJECT_GUID,REF_WISSEL_KRUISING_PUIC,Shape__Length
614,1018993,009_103AR_138.5,,36.57000027,49.69024936,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,13.1202508,,-0.51055722,-0.51055722,6.28267475,6.28267475,1.82882996,1.82213132,1,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,13.120247587984
615,1018994,009_103AR_138.5,,49.69024936,59.00793674,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Dalboog,9.317688,30000,-0.51055722,-0.19996758,6.28267475,6.28298534,1.82213134,1.81882112,2,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,9.31762710672626
616,1018995,009_103AR_138.5,,59.00793674,128.57514035,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,69.567205,,-0.19996718,-0.19996718,6.28298534,6.28298534,1.81882112,1.80490996,3,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,69.5672405723412
617,1018996,009_103AR_138.5,,128.57514035,172.83050814,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Dalboog,44.255395,20000,-0.19996718,2.01280853,6.28298534,0.00201281,1.80490999,1.8450239,4,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,44.2553713451329
618,1018997,009_103AR_138.5,,172.83050814,194.89998871,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Topboog,22.069492,8000,2.01280272,-0.74588664,0.0020128,6.28243942,1.84502386,1.85900392,5,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,22.0695000142731
619,1018998,009_103AR_138.5,,194.89998871,196.02232948,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,1.12234108,,-0.74588732,-0.74588732,6.28243942,6.28243942,1.85900399,1.85816685,6,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,1.12229942974235
620,1018999,009_103AR_138.5,L,196.02232948,230.45736046,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,34.43504056,,-0.74588462,-0.74588462,6.28243942,6.28243942,1.85816685,1.83248229,7,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,34.435070193195
621,1019000,009_117R_148.2,R,0,32.86202572,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Rechtstand,32.86202572,,-4.85e-06,-4.85e-06,6.2831853,6.2831853,1.37600048,1.37600032,0,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,e578e719-11e2-471d-827e-f6b693d76c95,32.8619931085257
622,1019001,009_117R_148.2,R,32.86202572,36.57,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Topboog,3.70797429,30000,-7.18e-06,-0.12360632,6.2831853,6.2830617,1.37600033,1.37577115,1,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,e578e719-11e2-471d-827e-f6b693d76c95,3.70794202894274
623,1019002,009_117R_148.2,,36.57,66.76151451,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Topboog,30.19152171,30000,-0.12360718,-1.12998341,6.2830617,6.28205532,1.37577115,1.35684727,2,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,30.1915766400169
624,1019003,009_117R_148.2,,66.76151451,97.5763263,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Dalboog,30.814819,30000,-1.12998766,-0.10282349,6.28205532,6.28308248,1.35684724,1.33785279,3,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,30.8148023340563
625,1019004,009_117R_148.2,,97.5763263,268.1692644,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Rechtstand,170.592939,,-0.10282722,-0.10282722,6.28308248,6.28308248,1.33785276,1.32031116,4,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,170.592918235688
626,1019005,009_117R_148.2,,268.1692644,294.46540807,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Dalboog,26.296146,30000,-0.10282718,0.77371117,6.28308248,0.00077371,1.32031115,1.32913198,5,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,26.2961576153247
627,1019006,009_117R_148.2,,294.46540807,444.98755801,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Rechtstand,150.52219499,,0.77371081,0.77371081,0.00077371,0.00077371,1.32913198,1.44559259,6,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,150.522177810399
628,1019007,009_117R_148.2,,444.98755801,456.31655901,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Topboog,11.329003,30000,0.77371015,0.39607659,0.00077371,0.00039608,1.44559264,1.4522189,7,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,11.3289450921081
629,1019008,009_117R_148.2,,456.31655901,610.99835687,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Rechtstand,154.68181,,0.39607776,0.39607776,0.00039608,0.00039608,1.45221891,1.51348493,8,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,154.681854684385
630,1019009,009_117R_148.2,,610.99835687,659.15713299,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Dalboog,48.15901198,10000,0.39608002,5.21202202,0.00039608,0.00521197,1.51348489,1.64852373,9,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,48.158710354552
631,1019010,009_117R_148.2,L,659.15713299,661.9098056,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Dalboog,2.75271201,10000,5.21201719,5.48730029,0.00521197,0.00548725,1.64852373,1.66324968,10,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,f633be92-aa20-4312-875e-829a53a56d77,2.75273428679421
632,1019011,009_117R_148.2,L,661.9098056,695.72713297,2021/10/29 14:31:18+00,2019/07/17 02:00:00+00,Rechtstand,33.8178365,,5.48730501,5.48730501,0.00548725,0.00548725,1.66324968,1.84881567,11,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,f633be92-aa20-4312-875e-829a53a56d77,33.8172864283984
633,1019012,009_83BV_137.6,V,0,1.225,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,1.22500601,,3.13257743,3.13257743,0.00313257,0.00313257,2.46618224,2.47001965,0,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,305bafb3-81fc-4e96-8cdd-4ff73f15230f,1.22489580373189
634,1019013,009_83BV_137.6,V,1.225,1.42264403,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,0.197645,,3.13258025,3.13258025,0.00313257,0.00313257,2.47001967,2.47063881,1,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,305bafb3-81fc-4e96-8cdd-4ff73f15230f,0.19769929185508
635,1019014,009_83BV_137.6,V,1.42264403,4.39999903,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Topboog,2.97736848,12000,3.13258025,2.88446396,0.00313257,0.00288446,2.47063881,2.47959625,2,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,305bafb3-81fc-4e96-8cdd-4ff73f15230f,2.97737355734883
636,1019015,009_83BV_137.6,,4.39999903,58.30914623,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Topboog,53.90920352,12000,2.884468,-1.60797501,0.00288446,6.28157733,2.47959625,2.5140034,3,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,,53.9091534320471
637,1019016,009_83BV_137.6,,58.30914623,70.60977471,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,12.30064438,,-1.60797857,-1.60797857,6.28157733,6.28157733,2.51400327,2.49422412,4,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,,12.3006172804457
638,1019017,009_83BV_137.6,V,70.60977471,75.00983122,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,4.4000622,,-1.60797565,-1.60797565,6.28157733,6.28157733,2.49422412,2.48714894,5,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,5c66ccaa-268d-4e81-b6c3-ab67eca8dcae,4.4001078035185
639,1019018,009_5AV_114.1,V,0,3.36668975,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Rechtstand,3.36669015,,-0.48517807,-0.48517807,6.28270013,6.28270013,2.70187943,2.70024599,0,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,d976bc66-3beb-4d2e-9b75-237ee96a572b,3.3666076726453
640,1019019,009_5AV_114.1,V,3.36668975,5.32499975,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Dalboog,1.9583102,30000,-0.48517704,-0.41990002,6.28270013,6.28276541,2.70024603,2.69935982,1,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,d976bc66-3beb-4d2e-9b75-237ee96a572b,1.95837853848535
641,1019020,009_5AV_114.1,,5.32499975,26.44735907,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Dalboog,21.1223598,30000,-0.41990151,0.28417719,6.28276541,0.00028418,2.69935982,2.69792641,2,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,21.1223834625735
642,1019021,009_5AV_114.1,,26.44735907,97.24077621,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Rechtstand,70.79342,,0.28417789,0.28417789,0.00028418,0.00028418,2.69792651,2.71804443,3,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,70.793401649913
643,1019022,009_5AV_114.1,,97.24077621,103.3109961,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Topboog,6.07022,30000,0.28417785,0.08183718,0.00028418,8.184e-05,2.71804443,2.71915533,4,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,6.07025504653635
644,1019023,009_5AV_114.1,,103.3109961,125.22855546,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Rechtstand,21.91755944,,0.08183718,0.08183718,8.184e-05,8.184e-05,2.71915536,2.72094903,5,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,21.9174814914944
645,1019024,009_5AV_114.1,,125.22855546,136.10566547,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Rechtstand,10.87711004,,0.08183718,0.08183718,8.184e-05,8.184e-05,2.72094905,2.7218392,6,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,10.8771362664987
646,1019025,009_5AV_114.1,,136.10566547,469.79225955,2021/10/29 14:31:19+00,2019/07/24 12:00:41+00,Rechtstand,333.6865952,,0.08179718,0.08179718,8.18e-05,8.18e-05,2.72184249,2.74913711,7,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,333.6865913286
647,1019026,009_5AV_114.1,,469.79225955,485.13730615,2021/10/29 14:31:19+00,2019/07/24 12:00:41+00,Topboog,15.345047,30000,0.08179157,-0.42971003,8.179e-05,6.2827556,2.74913712,2.74646771,8,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,15.3450059967404
648,1019027,009_5AV_114.1,,485.13730615,565.49113273,2021/10/29 14:31:19+00,2019/07/24 12:00:41+00,Rechtstand,80.353834,,-0.42971003,-0.42971003,6.2827556,6.2827556,2.74646778,2.71193894,9,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,80.3538991006659
649,1019028,009_5AV_114.1,,565.49113273,588.66877513,2021/10/29 14:31:19+00,2019/07/24 12:00:41+00,Dalboog,23.177643,30000,-0.42970568,0.34287719,6.2827556,0.00034288,2.71193888,2.71093268,10,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,23.1775802230426
650,1019029,009_5AV_114.1,,588.66877513,781.79653578,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,193.127772,,0.34287865,0.34287865,0.00034288,0.00034288,2.71093274,2.77715213,11,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,193.127815328568
651,1019030,009_5AV_114.1,,781.79653578,800.47678748,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,18.680256,30000,0.34288199,0.96555748,0.00034288,0.00096556,2.77715207,2.78937306,12,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,18.6802376328568
652,1019031,009_5AV_114.1,,800.47678748,1098.29931965,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,297.822671,,0.96555748,0.96555748,0.00096556,0.00096556,2.78937217,3.07693694,13,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,297.822532606735
653,1019032,009_5AV_114.1,,1098.29931965,1109.06116927,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,10.761853,30000,0.96555591,0.60682725,0.00096556,0.00060683,3.07693692,3.0853978,14,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,10.7618705966946
654,1019033,009_5AV_114.1,,1109.06116927,1274.74741276,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,165.686274,,0.60682725,0.60682725,0.00060683,0.00060683,3.08539756,3.18594049,15,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,165.686250875714
655,1019034,009_5AV_114.1,,1274.74741276,1309.14582893,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,34.398442,30000,0.60682252,1.75343898,0.00060682,0.00175344,3.1859406,3.22653522,16,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,34.3984195196524
656,1019035,009_5AV_114.1,,1309.14582893,1796.21581017,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,487.07073,,1.75343898,1.75343898,0.00175344,0.00175344,3.22653682,4.08058431,17,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,487.069925789306
657,1019036,009_5AV_114.1,,1796.21581017,1874.12477622,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,77.90899601,30000,1.7534448,-0.8435302,0.00175344,6.28234178,4.08058426,4.11602956,18,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,77.9089996905699
658,1019037,009_5AV_114.1,,1874.12477622,1908.64317864,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,34.518433,10000,-0.84352632,2.60832309,6.28234178,0.00260832,4.11602956,4.14648845,19,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,34.5184239299827
659,1019038,009_5AV_114.1,,1908.64317864,1987.61117702,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,78.968267,,2.60832305,2.60832305,0.00260832,0.00260832,4.14648846,4.35246251,20,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,78.9679633571577
660,1019039,009_5AV_114.1,,1987.61117702,2050.43939097,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,62.828302,30000,2.60831983,0.51403722,0.00260831,0.00051404,4.35246272,4.45054867,21,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,62.8281732036973
661,1019040,009_5AV_114.1,,2050.43939097,2403.44646734,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,353.007123,,0.51404037,0.51404037,0.00051404,0.00051404,4.45054874,4.63200863,22,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,353.007080692596
662,1019041,009_5AV_114.1,,2403.44646734,2413.26733969,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,9.820873,30000,0.51403966,0.18667718,0.00051404,0.00018668,4.63200863,4.63544946,23,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,9.82086527576483
663,1019042,009_5AV_114.1,,2413.26733969,2497.13457323,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,83.867235,,0.18667718,0.18667718,0.00018668,0.00018668,4.63544953,4.65110563,24,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,83.8672833823375
664,1019043,009_5AV_114.1,,2497.13457323,2514.32984007,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,17.195269,30000,0.18668155,0.75985733,0.00018668,0.00075986,4.65110558,4.65924357,25,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,17.1952017264982
665,1019044,009_5AV_114.1,,2514.32984007,2797.68581126,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,283.356053,,0.75985486,0.75985486,0.00075985,0.00075985,4.65924329,4.8745527,26,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,283.355995290107
666,1019045,009_5AV_114.1,,2797.68581126,2840.49685359,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,42.811046,30000,0.75985501,-0.6671801,0.00075985,6.28251813,4.87455265,4.8765364,27,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,42.8110362796086
667,1019046,009_5AV_114.1,,2840.49685359,2923.1138772,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,82.617042,,-0.66718071,-0.66718071,6.28251813,6.28251813,4.87653635,4.82141587,28,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,82.6170098858189
668,1019047,009_5AV_114.1,,2923.1138772,2957.07243757,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,33.958588,30000,-0.66717717,-1.79913194,6.28251813,6.28138618,4.82141573,4.77953959,29,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,33.9585875715652
669,1019048,009_5AV_114.1,,2957.07243757,3073.2150486,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,116.142799,,-1.79913466,-1.79913466,6.28138617,6.28138617,4.77953944,4.57058324,30,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,116.14256241011
670,1019049,009_5AV_114.1,,3073.2150486,3125.16861748,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,51.953598,30000,-1.79913854,-0.06735,6.28138617,6.28311796,4.57058336,4.52209803,31,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,51.9536098777554
671,1019050,009_5AV_114.1,,3125.16861748,3509.88846661,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,384.71985,,-0.0673477,-0.0673477,6.28311796,6.28311796,4.52209811,4.49618811,32,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,384.719767289601
672,1019051,009_5AV_114.1,,3509.88846661,3527.4964039,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,17.607938,30000,-0.06734942,0.51958723,6.28311796,0.00051959,4.49618813,4.50016959,33,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,17.6079693292195
673,1019052,009_5AV_114.1,,3527.4964039,3544.3822002,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,16.885797,30000,0.51957995,-0.04328,0.00051958,6.28314203,4.50016966,4.50419101,34,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,16.8858037442699
674,1019053,009_5AV_114.1,,3544.3822002,4445.73335735,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,901.35115799,,-0.04327656,-0.04327656,6.28314203,6.28314203,4.5041914,4.46518402,35,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,901.351157755317
675,1019054,009_5AV_114.1,,4445.73335735,4517.72118031,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,71.987927,25000,-0.04327292,-2.92279832,6.28314203,6.28026252,4.46518379,4.35842351,36,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,71.9878381912528
676,1019055,009_5AV_114.1,,4517.72118031,4714.35380442,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,196.633464,,-2.92280035,-2.92280035,6.28026252,6.28026252,4.35842327,3.78370537,37,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,196.632579430239
677,1019056,009_5AV_114.1,,4714.35380442,4759.46217363,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,45.108678,30000,-2.92280572,-4.42644891,6.28026251,6.27875889,3.78370556,3.61794921,38,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,45.1083815814755
678,1019057,009_5AV_114.1,,4759.46217363,4816.53825338,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,57.076433,30000,-4.42644668,-2.52387536,6.27875889,6.28066144,3.61794932,3.41960093,39,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,57.0761595376739
679,1019058,009_5AV_114.1,,4816.53825338,4949.17243794,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,132.634607,,-2.52387536,-2.52387536,6.28066144,6.28066144,3.41960119,3.08484904,40,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,132.634152653757
680,1019059,009_5AV_114.1,,4949.17243794,4982.58039168,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,33.408114,30000,-2.52387156,-3.63748604,6.28066144,6.27954784,3.08484898,2.98192984,41,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,33.40793915823
681,1019060,009_5AV_114.1,,4982.58039168,5046.22163547,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,63.641467,30000,-3.63748828,-1.51609116,6.27954783,6.28166922,2.98192987,2.81793995,42,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,63.6412270146483
682,1019061,009_5AV_114.1,,5046.22163547,5272.2465287,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,226.025153,,-1.51609116,-1.51609116,6.28166922,6.28166922,2.81794003,2.47526569,43,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,226.024935484229
683,1019062,009_5AV_114.1,,5272.2465287,5310.00082337,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Dalboog,37.754312,30000,-1.51608823,-0.25761001,6.28166922,6.2829277,2.4752656,2.44178325,44,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,37.7542518138024
684,1019063,009_5AV_114.1,,5310.00082337,5615.48062723,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,305.479814,,-0.2576125,-0.2576125,6.28292769,6.28292769,2.44178324,2.36308782,45,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,305.479765154068
685,1019064,009_5AV_114.1,,5615.48062723,5621.27193486,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Topboog,5.791308,30000,-0.25761641,-0.45066003,6.28292769,6.28273465,2.36308784,2.36103692,46,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,5.7914151396701
