FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_verkeerskundige_wegvakken.385,202210,287261014,C,002-0060,A2 KP Deil - Martinus Nijhoffbrug,002-0060-R,KP Deil - Martinus Nijhoffbrug,301,verbindingsboog KP Deil - verbindingsboog A2R naar A15R,asw,verbindingsboog,,002,R,g,R,PST,89.55,89.611,West Betuwe,WNZ District Zuid,RWS West-Nederland Zuid,61,RW2,A2,0,0,0,1,89550,92106,A2 Utrecht - s-Hertogenbosch,A2R,2022-12-01T08:38:14,,002-0060-R_301,002-0060_301,,"LINESTRING (143612.30539999902 430662.5040999986, 143619.96079999954 430634.37889999896, 143633.93719999865 430605.29300000146)"
hwn_verkeerskundige_wegvakken.386,202210,600122019,B,058-0040,A58 KP St. Annabosch - KP Galder v.v.,058-0040-R,KP St. Annabosch - KP Galder,302,verbindingsboog KP Galder verbindingsboog r van A58HRR toerit naar A16HRL,asw,verbindingsboog,,058,R,r,R,VBD,62.337,63.113,Breda,ZN District West,RWS Zuid-Nederland,716,RW58,A58,0,0,0,1,62184,63245,A58 Tilburg - Breda,A58R,2022-12-01T08:38:14,,058-0040-R_302,058-0040_302,,"LINESTRING (110826.15619999915 393247.7868000008, 110811.30180000141 393249.91149999946, 110786.67720000073 393254.2287000008, 110761.0896999985 393259.6273000017, 110751.36320000142 393261.95439999923, 110741.69009999931 393264.51999999955, 110718.95690000057 393271.02629999816, 110704.68059999868 393275.63329999894, 110695.22480000183 393278.8878000006, 110681.12819999829 393284.0282000005, 110673.78429999948 393286.8968000002, 110659.94269999862 393292.5756999999, 110650.77189999819 393296.56749999896, 110637.17069999874 393302.8931999989, 110628.1774000004 393307.2718000002, 110614.15309999883 393314.5333000012, 110596.6662000008 393324.129900001, 110583.74680000171 393331.75180000067, 110575.23000000045 393336.99450000003, 110565.9739000015 393342.96400000155, 110557.71020000055 393348.52519999817, 110537.34010000154 393363.0295000002, 110525.38269999996 393372.0865999982, 110517.53810000047 393378.29470000044, 110504.07119999826 393389.5379000008, 110496.52199999988 393396.1059000008, 110485.41899999976 393406.19409999996, 110471.0337000005 393420.0925000012, 110463.60929999873 393427.6180999987, 110453.35240000114 393438.5142999999, 110443.30799999833 393449.6561000012, 110436.75169999897 393457.2072999999, 110431.55660000071 393463.3416999988, 110422.18699999899 393475.05420000106, 110410.11259999871 393491.008200001, 110395.77629999816 393511.4904000014, 110386.20910000056 393526.17550000176, 110375.77670000121 393543.23959999904, 110364.65199999884 393563.04839999974, 110355.46829999983 393580.84219999984, 110349.24949999899 393593.5566000007, 110342.96719999984 393607.18299999833, 110335.0998999998 393625.570700001, 110326.93200000003 393646.46719999984, 110320.25530000031 393665.3564000018, 110317.1185999997 393674.8568000011, 110313.16099999845 393687.66429999843)"
hwn_verkeerskundige_wegvakken.387,202210,600142809,B,073-0073,A73 Malden - Ewijk (v.v.),073-0075-L,Ewijk - Wijchen (L),4,KP Ewijk - Beuningen(1),asw,hoofdrijbaan,,073,R,d,L,OPR,112.376,112.016,Beuningen,ON District Zuid,RWS Oost-Nederland,354,RW73,A73,0,0,1,0,113555,111887,A73 Nijmegen - Maasbracht,A73L,2022-12-01T08:38:14,,073-0075-L_004,073-0073_004,,"LINESTRING (179760.78299999982 429081.5560000017, 179738.80590000004 429091.3038999997, 179734.83549999818 429092.10759999976, 179730.95710000023 429093.15680000186, 179660.08480000123 429118.50180000067, 179646.48690000176 429124.1686999984, 179639.34010000154 429127.65210000053, 179635.01669999957 429130.05370000005, 179628.24269999936 429134.3348999992, 179624.16930000111 429137.21379999816, 179620.2813999988 429140.3579000011, 179615.73739999905 429144.55420000106, 179612.32730000094 429148.1750999987, 179606.8920999989 429155.3957000002, 179604.28079999983 429159.6116000004, 179600.42599999905 429167.09870000184, 179597.5612999983 429175.44139999896, 179596.43989999965 429180.30790000036, 179595.49610000104 429185.76850000024, 179594.96880000085 429190.7272000015, 179594.83449999988 429198.08900000155, 179595.17720000073 429203.07770000026, 179596.25930000097 429209.80249999836, 179597.43230000138 429214.65839999914, 179598.96620000154 429219.41739999875, 179601.3927000016 429225.42390000075, 179603.61140000075 429229.8975000009, 179607.01209999993 429235.36840000004, 179609.9796999991 429239.39240000024, 179613.938000001 429244.05420000106, 179617.43730000034 429247.5837999992, 179621.90029999986 429251.4404999986, 179625.9081000015 429254.3858000003, 179630.14460000023 429257.04199999943, 179634.21350000054 429259.28610000014, 179638.71440000087 429261.3867000006, 179644.620099999 429263.50659999996, 179649.4327000007 429264.8260000013, 179654.91690000147 429265.8936999999, 179659.88049999997 429266.47300000116, 179664.87269999832 429266.76000000164, 179669.9376000017 429266.7897000015, 179674.92309999838 429266.54769999906, 179679.9092000015 429266.0956999995, 179684.85830000043 429265.38430000097, 179692.57939999923 429263.819600001)"
hwn_verkeerskundige_wegvakken.388,202210,600435101,A,002-0225,A2 Maastricht-Centrum-Zuid - Belgische grens v.v.,002-0225-R,A2 Maastricht-Centrum-Zuid - Belgische grens,3,Gronsveld(56) - Oost Maarland(57),asw,hoofdrijbaan,,002,R,#,R,HR,267.009,267.424,Eijsden-Margraten,ZN District Zuid-Oost,RWS Zuid-Nederland,415,RW2,A2,0,0,0,0,265479,267425,A2 Maastricht - Luik,A2R,2022-12-01T08:38:14,,002-0225-R_003,002-0225_003,,"LINESTRING (178796.88870000094 312041.8240999989, 178802.51449999958 311986.2413999997, 178808.4492000006 311934.4378999993, 178814.35680000111 311888.30110000074, 178821.67489999905 311837.5111999996, 178829.79820000008 311786.2115000002, 178835.97399999946 311750.2723999992, 178839.93620000035 311728.34329999983, 178843.59380000085 311708.67859999835, 178850.67430000007 311672.1955999993, 178859.12530000135 311631.6319000013)"
hwn_verkeerskundige_wegvakken.389,202210,600151781,A,036-0010,N36 Wierden - Vriezenveen  (v.v.),036-0010-M,Wierden - Vriezenveen (M),1,Wierden A35 - Almerlo-West,aw,hoofdrijbaan,,036,R,#,L,HR,4.541,3.462,Almelo,ON District Oost,RWS Oost-Nederland,1074,RW36,N36,1,0,1,0,3200,4435,N36 Dedemsvaart - Ommen,N36,2022-12-01T08:38:14,,036-0010-M_001,036-0010_001,,"LINESTRING (238250.86780000106 485255.1816999987, 238073.13850000128 484933.3636999987, 238063.38329999894 484915.8420000002, 238053.42650000006 484898.48429999873, 238043.0896999985 484881.36140000075, 238032.28440000117 484864.52800000086, 238026.00519999862 484855.3251999989, 238014.2093999982 484839.0795999989, 238005.0384999998 484827.54250000045, 237991.94449999928 484812.3132000007, 237976.4101999998 484795.7846999988, 237961.95270000026 484781.86499999836, 237943.00569999963 484765.3607000001, 237927.18239999935 484752.9556000009, 237910.9200000018 484741.31170000136, 237898.9560999982 484733.46379999816, 237881.77549999952 484723.01150000095, 237864.3295999989 484713.2316999994, 237846.60229999945 484703.9523999989, 237817.42419999838 484689.4919999987, 237506.58210000023 484540.1625000015)"
hwn_verkeerskundige_wegvakken.390,202210,267309080,D,002-0030,A2 KP Oudenrijn - Maarssen v.v.,002-0035-R-par,parallelbaan  Maarsssen - KP Oudenrijn,103,parallelbaan Utrecht-Leidsche Rijn Centrum(7) - Utrecht-Papendorp(8),asw,parallelbaan,Leidsche Rijn Tunnel,002,R,b,R,OPR,61.858,62.289,Utrecht,MN District Zuid,RWS Midden-Nederland,511,RW2,A2,0,0,0,0,58925,62409,A2 Amsterdam - Utrecht,A2R,2022-12-01T08:38:14,,002-0035-R-par_103,002-0030_103,,"LINESTRING (133495.38199999928 454631.03400000185, 133470.66910000145 454639.89090000093, 133466.66189999878 454641.7166999988, 133463.1303000003 454643.74390000105, 133459.90399999917 454646.1134000011, 133455.3574000001 454650.29100000113, 133452.5892000012 454653.2318999991, 133447.96130000055 454658.83370000124, 133445.0417000018 454662.9503000006, 133442.4151000008 454667.2082000002, 133439.77549999952 454672.2982000001, 133437.82759999856 454676.98259999976, 133436.24960000068 454681.7305999994, 133435.0197999999 454686.58029999956, 133434.0656999983 454691.24639999866, 133433.33720000088 454696.2569000013, 133432.92819999903 454701.24060000107, 133433.0828000009 454708.9177000001, 133433.67460000142 454713.94469999894, 133434.5637000017 454718.8702000007, 133436.7184999995 454726.94999999925, 133438.5022 454731.6862999983, 133440.58740000054 454736.23429999873, 133443.6424999982 454741.77849999815, 133446.35190000013 454746.00670000166, 133449.41010000184 454749.96269999817, 133452.90630000085 454753.93730000034, 133456.49920000136 454757.45870000124, 133460.30050000176 454760.70710000023, 133465.66970000044 454764.5854999982, 133469.91429999843 454767.21339999884, 133474.34169999883 454769.53979999945, 133479.4651999995 454771.750500001, 133484.1196999997 454773.4213999994, 133488.9353 454774.7679999992, 133493.08399999887 454775.6592999995, 133497.98169999942 454776.3803999983, 133505.2351000011 454776.7905000001, 133510.15459999815 454776.71869999915, 133517.95960000157 454775.943500001, 133522.77800000086 454774.9990000017, 133527.59470000118 454773.65740000084, 133533.4188000001 454771.73800000176, 133542.34160000086 454767.4261999987, 133548.0139000006 454763.78830000013, 133551.9237000011 454761.07009999827, 133555.79549999908 454757.89130000025, 133559.37159999833 454754.39449999854, 133563.1473999992 454750.1035999991, 133566.09039999917 454746.3007000014, 133568.95419999957 454742.1865000017, 133571.38329999894 454737.8137000017, 133574.55829999968 454730.75239999965, 133576.18409999833 454726.2520000003, 133577.61230000108 454721.45760000125, 133579.24460000172 454713.49170000106, 133579.90040000156 454708.6752000004, 133580.37260000035 454703.69319999963, 133580.69940000027 454693.6964999996, 133580.58559999987 454688.45980000123, 133579.70470000058 454673.5865999982, 133577.57239999995 454648.6768000014, 133575.00600000098 454622.8299999982, 133570.9503000006 454588.06120000035, 133567.71869999915 454563.2708999999, 133562.5962000005 454528.5014999993)"
hwn_verkeerskundige_wegvakken.391,202210,248191043,B,058-0025,A58 KP De Baars - KP St. Annabosch v.v.,058-0025-L,KP St. Annabosch - KP De Baars,5,Tilburg-Reeshof(12) - Tilburg-Centrum-West(11),asw,hoofdrijbaan,,058,R,#,L,HR,47.746,47.271,Gilze en Rijen,ZN District West,RWS Zuid-Nederland,471,RW58,A58,0,0,0,0,47746,40270,A58 Breda - Tilburg,A58L,2022-12-01T08:38:14,,058-0025-L_005,058-0025_005,,"LINESTRING (124458.86800000072 395961.7146999985, 124544.19260000065 395950.48409999907, 124684.81219999865 395931.3801999986, 124750.53920000046 395922.126699999, 124869.04039999843 395905.0907999985, 124925.5577000007 395896.6966999993)"
hwn_verkeerskundige_wegvakken.392,202210,303530005,A,007-0050,A7 Den Oever -  KP Zurich v.v.,007-0060-R,Breezanddijk - Beheersgrens MNN (KP Zurich),1,Breezanddijk - Kornwerderzand(14a),asw,hoofdrijbaan,Lorenzsluizen,007,R,#,R,HR,97.042,97.29,Súdwest-Fryslân,MN District Noord,RWS Midden-Nederland,247,RW7,A7,1,0,0,0,86798,97280,A7 Den Oever - Zurich,A7R,2022-12-01T08:38:14,,007-0060-R_001,007-0050_001,,"LINESTRING (151718.29360000044 565264.5628000014, 151904.7371999994 565313.2490000017, 151924.05829999968 565318.4158999994, 151957.31850000098 565327.6097000018)"
hwn_verkeerskundige_wegvakken.394,202210,218198106,B,058-0050,A58 KP Princeville - KP De Stok v.v.,058-0050-L,KP De Stok - KP Princeville,301,verbindingsboog KP Princeville verbindingsboog s van A58HRL toerit naar A16HRR,asw,verbindingsboog,,058,R,s,L,PST,71.224,71.031,Breda,ZN District West,RWS Zuid-Nederland,193,RW58,A58,0,0,0,1,72659,71031,A58 Bergen op Zoom - Breda,A58L,2022-12-01T08:38:14,,058-0050-L_301,058-0050_301,,"LINESTRING (109128.12060000002 399050.59760000184, 109132.30249999836 399041.4864999987, 109138.10139999911 399027.65040000156, 109140.62090000138 399021.0498000011, 109147.17379999906 399002.1312999986, 109153.13190000132 398983.25090000033, 109163.0811999999 398950.33619999886, 109181.21759999916 398888.62889999896, 109194.23039999977 398869.87790000066)"
hwn_verkeerskundige_wegvakken.395,202210,357555014,A,031-1010,A31 KP Zurich - KP Werpsterhoek v.v.,031-1040-R,Marsum - KP Werpsterhoek,2,Leeuwarden-Noord(23) - Leeuwarden(24),aw,hoofdrijbaan,,031,R,b,R,OPR,44.888,45.307,Leeuwarden,NN District West,RWS Noord-Nederland,419,RW31,N31,0,0,0,0,43504,45396,A31 Afsluitdijk - Leeuwarden,N31R,2022-12-01T08:38:14,,031-1040-R_002,031-1010_002,,"LINESTRING (178927.95199999958 577795.7650000006, 178916.00659999996 577834.6862000003, 178892.20859999955 577895.9728000015, 178877.61580000073 577929.3368999995, 178874.34760000184 577938.7745999992, 178870.93499999866 577950.4343000017, 178869.8172999993 577955.1312999986, 178868.89499999955 577960.0656999983, 178868.25230000168 577965.0269999988, 178867.91950000077 577970.7129000016, 178867.9488000013 577975.6724000014, 178868.28060000017 577980.6655000001, 178868.996199999 577985.9816000015, 178869.96220000088 577990.7388000004, 178871.26949999854 577995.5659000017, 178873.3110000007 578001.3531000018, 178875.19590000063 578005.7437000014, 178877.45100000128 578010.2146999985, 178881.76110000163 578017.182500001, 178884.68329999968 578021.1046999991, 178887.91059999913 578024.9244000018, 178891.37040000036 578028.5414999984, 178895.30590000004 578032.1273000017, 178899.05570000038 578035.0998000018, 178903.15100000054 578037.9814000018, 178910.62900000066 578042.2842000015, 178915.07189999893 578044.368900001, 178919.72250000015 578046.2060999982, 178928.00389999896 578048.6239, 178932.6550000012 578049.552099999, 178937.61549999937 578050.2351000011, 178942.6026000008 578050.5969999991, 178946.58549999818 578050.679299999, 178951.45789999887 578050.4846000001, 178956.4316000007 578049.9644999988, 178961.36499999836 578049.1158000007, 178965.67069999874 578048.1066999994, 178970.29050000012 578046.7357000001, 178974.98279999942 578045.0075000003, 178979.55739999935 578042.9721000008, 178983.72210000083 578040.8161000013, 178987.79179999977 578038.3911999986, 178991.9274000004 578035.549899999, 178995.87060000002 578032.4734999985, 179001.35269999877 578027.4226000011, 179004.67559999973 578023.8333999999, 179007.81749999896 578019.9437999986, 179012.12680000067 578013.6127000004, 179014.54289999977 578009.3971999995, 179016.79879999906 578004.9343000017, 179018.59180000052 578000.8376999982, 179020.30909999833 577996.2250999995, 179021.7736000009 577991.4444000013, 179022.98189999908 577986.6490000002)"
hwn_verkeerskundige_wegvakken.396,202210,372057008,C,076-0023,A76 KP Kerensheide - KP Ten Esschen v.v.,076-0023-R,KP Kerensheide - KP Ten Esschen,4,Geleen(2) - Spaubeek(3),asw,hoofdrijbaan,,076,R,a,R,PST,6.515,6.63,Sittard-Geleen,ZN District Zuid-Oost,RWS Zuid-Nederland,157,RW76,A76,0,0,0,0,4900,6800,A76 Brussel - Geleen,A76R,2022-12-01T08:38:14,,076-0023-R_004,076-0023_004,,"LINESTRING (186228.45490000024 328760.23640000075, 186237.54740000144 328749.6649999991, 186269.30000000075 328734.89020000026, 186328.05490000173 328708.4684000015, 186344.84690000117 328700.74159999937, 186358.32620000094 328694.20169999823, 186367.4499000013 328689.3973999992)"
hwn_verkeerskundige_wegvakken.397,202210,479384029,A,036-0010,N36 Wierden - Vriezenveen  (v.v.),036-0010-M,Wierden - Vriezenveen (M),5,Almelo-Noord - Vriezenveen,aw,hoofdrijbaan,,036,R,d,L,PST,13.201,13.17,Twenterand,ON District Oost,RWS Oost-Nederland,33,RW36,N36,0,1,0,0,12480,13780,N36 Dedemsvaart - Ommen,N36,2022-12-01T08:38:14,,036-0010-M_005,036-0010_005,,"LINESTRING (239905.31540000066 492377.54830000177, 239921.98809999973 492349.64719999954)"
hwn_verkeerskundige_wegvakken.398,202210,374268008,C,015-0093,A15 Valburg - KP Ressen (v.v.),015-0093-R,Valburg - KP Ressen (R),2,Elst(38) - KP Ressen,asw,hoofdrijbaan,,015,R,#,R,HR,161.409,161.519,Lingewaard,ON District Zuid,RWS Oost-Nederland,116,RW15,A15,0,0,0,0,160152,161523,A15 Nijmegen - Zevenaar,A15R,2022-12-01T08:38:14,,015-0093-R_002,015-0093_002,,"LINESTRING (187343.26199999824 434166.6031000018, 187376.04789999872 434172.75979999825, 187415.3011999987 434180.46649999917, 187456.5416000001 434189.3286000006)"
hwn_verkeerskundige_wegvakken.399,202210,187338018,B,044-0020,A44 KP Burgerveen - Leiden,044-0020-L,Leiden - KP Burgerveen,3,Sassenheim(5) - Warmond(4),asw,hoofdrijbaan,,044,R,#,L,HR,12.299,11.401,Teylingen,WNZ District Noord,RWS West-Nederland Zuid,893,RW44,A44,0,0,0,0,12296,11401,A44 Wassenaar - Amsterdam,A44L,2022-12-01T08:38:14,,044-0020-L_003,044-0020_003,,"LINESTRING (93773.07050000131 469083.33940000087, 93786.38170000166 469091.7897000015, 93905.19849999994 469165.83850000054, 93968.17220000178 469204.89169999957, 94533.55669999868 469552.2969999984)"
hwn_verkeerskundige_wegvakken.400,202210,259470011,A,007-0040,A7 Den Oever - Hoorn-Noord,007-0040-R,Hoorn-Noord - Den Oever (R),4,Medemblik(11) - Middenmeer(12),asw,hoofdrijbaan,,007,R,#,R,HR,49.872,50.33,Hollands Kroon,WNN District Noord,RWS West-Nederland Noord,457,RW7,A7,0,0,0,0,43380,50328,A7 Hoorn - Den Oever,A7R,2022-12-01T08:38:14,,007-0040-R_004,007-0040_004,,"LINESTRING (129538.57330000028 535413.2936999984, 129535.7910999991 535453.197900001, 129534.76819999889 535473.1730000004, 129534.06500000134 535491.8539999984, 129533.53180000186 535511.8852999993, 129533.23580000177 535531.8880000003, 129533.19619999826 535551.9002999999, 129533.45210000128 535573.0023999996, 129533.98919999972 535593.0216000006, 129534.79870000109 535613.0055, 129535.84450000152 535632.9785999991, 129537.64020000026 535660.0295000002, 129539.29230000079 535679.9864999987, 129541.18210000172 535699.9023000002, 129543.38949999958 535719.7806000002, 129548.5476000011 535759.4494000003, 129553.18769999966 535789.9561999999, 129556.56069999933 535809.6770000011, 129560.1988000013 535829.3451000005, 129568.0700000003 535868.1308000013)"
hwn_verkeerskundige_wegvakken.401,202210,349559026,A,031-1010,A31 KP Zurich - KP Werpsterhoek v.v.,031-1030-R,Harlingen-Havens - Marsum,403,verzorgingsplaats De Mieden,vpl,verzorgingsplaats,De Mieden,031,R,m,R,PKB,33.023,33.037,Waadhoeke,NN District West,RWS Noord-Nederland,13,RW31,A31,0,0,0,0,32655,33138,A31 Afsluitdijk - Leeuwarden,A31R,2022-12-01T08:38:14,,031-1030-R_403,031-1010_403,,"LINESTRING (174893 579791, 174905.3914999999 579795.1537000015)"
hwn_verkeerskundige_wegvakken.402,202210,600952527,B,017-0010,A17 KP Klaverpolder - KP Noordhoek v.v.,017-0010-L,KP Noordhoek - KP Klaverpolder,5,KP Noordhoek - Zevenbergen(25) ,asw,hoofdrijbaan,,017,R,d,L,OPR,8.027,7.743,Moerdijk,ZN District West,RWS Zuid-Nederland,244,RW17,A17,0,0,0,0,9837,7687,A17 Roosendaal - Dordrecht,A17L,2022-12-01T08:38:14,,017-0010-L_005,017-0010_005,,"LINESTRING (98546.98860000074 407372.57339999825, 98546.60350000113 407370.19750000164, 98544.43659999967 407362.4629999995, 98543.10579999909 407358.64169999957, 98540.1297999993 407351.3172999993, 98536.80040000007 407344.1849000007, 98531.12579999864 407333.6075000018, 98526.29069999978 407325.7969000004, 98518.88010000065 407315.0885999985, 98515.8013000004 407311.15680000186, 98509.3797999993 407303.49010000005, 98506.02340000123 407299.77600000054, 98500.12139999866 407293.9697000012, 98496.3852000013 407290.9083000012, 98491.65029999986 407287.60229999945, 98487.3387000002 407285.14229999855, 98482.74340000004 407283.15249999985, 98477.63850000128 407281.5348000005, 98473 407280.6059000008, 98468 407280.0998999998, 98463 407280.02490000054, 98457.0987999998 407280.53269999847, 98452.21169999987 407281.47879999876, 98443.74210000038 407284.43829999864, 98439.2404000014 407286.70699999854, 98434.9851000011 407289.35069999844, 98431.25189999864 407292.3383000009, 98427.65260000154 407295.72370000184, 98423.54030000046 407300.4006000012, 98420.6446999982 407304.41050000116, 98418.28449999914 407308.8183999993, 98415.8610999994 407315.23429999873, 98414.60069999844 407319.9877000004, 98413.78159999847 407324.9578999989, 98413.4140000008 407329.94689999893, 98413.503800001 407334.9549999982, 98413.86939999834 407339.01669999957, 98414.70549999923 407344.0122999996, 98415.94240000099 407348.86239999905, 98417.55680000037 407353.59739999846, 98421.31839999929 407361.5302999988)"
hwn_verkeerskundige_wegvakken.403,202210,401403034,C,028-0063,A28 KP Hattemerbroek - Ommen / N340 (v.v.),028-0063-R,KP Hattemerbroek - Ommen / N340 (R),3,Zwolle-zuid(18) - Zwolle-centrum(19),asw,hoofdrijbaan,,028,R,a,R,PST,91.402,91.484,Zwolle,ON District Noord,RWS Oost-Nederland,77,RW28,A28,0,0,0,0,91398,94200,A28 Amersfoort - Zwolle,A28R,2022-12-01T08:38:14,,028-0063-R_003,028-0063_003,,"LINESTRING (200751.7787999995 501935.1543999985, 200764.6501000002 501938.1218000017, 200767.6262000017 501940.4155000001, 200790.7602000013 501958.245099999, 200795.5362999998 501961.92610000074, 200815.17700000107 501976.9818999991)"
hwn_verkeerskundige_wegvakken.404,202210,376042007,A,079-0015,A79 KP A2/A79 - KP Kunderberg v.v.,079-0015-R,KP A2/A79 - KP Kunderberg,5,Hulsberg(4) - Klimmen1(5),asw,hoofdrijbaan,,079,R,#,R,HR,10.356,10.411,Voerendaal,ZN District Zuid-Oost,RWS Zuid-Nederland,48,RW79,A79,0,0,0,0,9500,10400,A79 Maastricht - Heerlen,A79R,2022-12-01T08:38:14,,079-0015-R_005,079-0015_005,,"LINESTRING (188398.9384999983 321473.9668000005, 188446.00710000098 321484.7221999988)"
hwn_verkeerskundige_wegvakken.417,202210,600128375,B,059-0105,A59 KP Hooipolder - KP Empel v.v.,059-0105-L,KP Empel - KP Hooipolder,10,Vlijmen(44) - Nieuwkuijk(43),asw,hoofdrijbaan,,059,R,#,L,HR,127.438,125.404,Heusden,ZN District Midden,RWS Zuid-Nederland,2034,RW59,A59,0,0,0,0,127438,125404,A59 s-Hertogenbosch - Zonzeel,A59L,2022-12-01T08:38:14,,059-0105-L_010,059-0105_010,,"LINESTRING (144242.0727000013 411737.21709999815, 144204.49289999902 411723.80310000107, 144180.2793999985 411714.3706, 144161.81419999897 411706.67660000175, 144143.496199999 411698.64119999856, 144125.32979999855 411690.2756000012, 144106.04439999908 411680.90740000084, 144088.07079999894 411671.8471999988, 144065.08779999986 411659.83689999953, 144029.80920000002 411640.9820000008, 143977.05579999834 411612.3929999992, 143941.80519999936 411593.48739999905, 143906.40579999983 411574.86199999973, 143873.1251000017 411557.7534000017, 143855.1864 411548.8971000016, 143842.1601999998 411542.67440000176, 143817.05669999868 411531.1598000005, 143798.90729999915 411523.2166999988, 143780.4376000017 411515.5487000011, 143761.82039999962 411508.2399000004, 143733.95050000027 411498.13809999824, 143715.98690000176 411492.04289999977, 143696.88560000062 411486.09010000154, 143677.683699999 411480.49240000173, 143658.373399999 411475.2820999995, 143641.01819999889 411470.93290000036, 143621.88949999958 411466.4600000009, 143598.87110000104 411461.6886, 143579.20160000026 411458.1554999985, 143559.4600000009 411454.9492000006, 143539.66950000077 411452.0538999997, 143528.91010000184 411450.67020000145, 143501.9338000007 411447.70439999923, 143475.96730000153 411445.561900001, 143456.0064000003 411444.4444000013, 143436.01850000024 411443.74269999936, 143416.01630000025 411443.40300000086, 143400.0918999985 411443.4604999982, 143389.01150000095 411443.6004000008, 143369.0298999995 411444.1618000008, 143343.05539999902 411445.5197999999, 143323.11450000107 411447.0806999989, 143303.2025000006 411448.9545000009, 143283.33179999888 411451.2784000002, 143256.24570000172 411455.1693999991, 143236.50939999893 411458.4343999997, 143216.85559999943 411462.1394999996, 143195.90320000052 411466.51619999856, 142525.86169999838 411610.1689000018, 142506.39180000126 411614.7703999989, 142486.7809999995 411618.7008000016, 142290.3856999986 411660.94310000166)"
hwn_verkeerskundige_wegvakken.405,202210,600455464,A,059-0010,N59 Zierikzee - Serooskerke Schouwen v.v.,059-0010-R,N59R6 Zierikzee - Serooskerke Schouwen (R),2,Zierikzee(Laan van Sint Hilaire) - Moriaanshoofd,aw,hoofdrijbaan,,059,R,#,#,HR,2.898,1.758,Schouwen-Duiveland,ZD District Noord,RWS Zee en Delta,1140,RW59,N59,0,0,0,0,595,6474,N59 Zierikzee - Serooskerke,N59R,2022-12-01T08:38:14,,059-0010-R_002,059-0010_002,,"LINESTRING (51018.2490000017 409609.91039999947, 51026.73570000008 409601.8618000001, 51035.784499999136 409592.9717999995, 51049.51639999822 409579.7954999991, 51058.80330000073 409570.5879999995, 51075.154599998146 409554.8717, 51083.88589999825 409546.45800000057, 51101.189599998295 409529.8685999997, 51119.04910000041 409513.1997999996, 51136.43219999969 409497.3247000016, 51154.29160000011 409481.29100000113, 51172.309799999 409465.41589999944, 51181.35860000178 409457.1609000005, 51196.677999999374 409443.58779999986, 51225.491099998355 409418.2670999989, 51240.17550000176 409405.17020000145, 51267.4012000002 409380.72260000184, 51289.3088000007 409361.2756999992, 51302.40569999814 409349.686900001, 51343.04569999874 409313.4919000007, 51360.58769999817 409298.0931000002, 51377.81210000068 409282.4561999999, 51404.64090000093 409258.48490000144, 51432.34279999882 409234.1961000003, 51448.37660000101 409219.6704000011, 51459.647900000215 409210.1453999989, 51468.220400001854 409202.12849999964, 51477.90410000086 409194.19099999964, 51487.34980000183 409186.49159999937, 51496.31920000166 409179.34789999947, 51505.36789999902 409172.44220000133, 51514.57550000027 409166.17159999907, 51524.81489999965 409158.94839999825, 51534.65740000084 409152.12220000103, 51545.21429999918 409145.77219999954, 51555.37429999933 409139.6603000015, 51565.93120000139 409133.4690000005, 51592.76000000164 409119.26089999825, 51601.96750000119 409114.498300001, 51613.556299999356 409109.2595999986, 51627.20879999921 409103.14770000055, 51640.226300001144 409098.1471000016, 51652.52950000018 409093.22580000013, 51677.05640000105 409084.9708000012, 51687.45459999889 409081.5577000007, 51698.487700000405 409078.4620000012, 51709.04459999874 409075.5251000002, 51721.42709999904 409072.50890000165, 51732.53970000148 409069.8894999996, 51743.81089999899 409067.50829999894, 51771.7509999983 409061.1581999995, 51802.70729999989 409054.0938999988, 51834.1398999989 409047.10880000144, 51904.46620000154 409031.3925999999, 51922.643199998885 409027.42379999906, 51954.23449999839 409020.43879999965, 51960.585200000554 409019.0909000002)"
hwn_verkeerskundige_wegvakken.406,202210,600980040,A,059-0020,N59 Zierikzee - De Oude Tol (N256) v.v.,059-0020-R,N59R5 Zierikzee - De Oude Tol (N256) (R),1,Zierikzee(Grachtweg) - De Oude Tol (N256),aw,hoofdrijbaan,,059,R,#,R,HR,14.97,14.994,Schouwen-Duiveland,ZD District Noord,RWS Zee en Delta,24,RW59,N59,1,1,1,0,14937,16660,N59 Zierikzee - Hellegatsplein,N59R,2022-12-01T08:38:14,,059-0020-R_001,059-0020_001,,"LINESTRING (53509.94519999996 408334.9026999995, 53513.477699998766 408333.7767000012, 53528.53069999814 408342.2567999996, 53531.53849999979 408343.9517999999)"
