objectid;waarnemingsnummer;onderzoeksmeldingsnummer;datumvondst;toponiem;vondstverwerving;vondstnummer;complextype;cultuur;aantal;materiaal;algemenegebruiksfunctie;specifiekegebruiksfunctie;beginperiode;eindeperiode;toelichtingvondst;geo_shape;geo_point_2d
11;14692;-1;03-03-1983;JAN SMITSLAAN 10;Niet-archeologisch: graafwerk;84089;Onbekend;Niet van toepassing;1;Keramiek;Ruwwandig aardewerk, gedraaid;Niet van toepassing;Vroege Middeleeuwen B;Vroege Middeleeuwen B;;"{""coordinates"": [5.481822791256249, 51.43282865632514], ""type"": ""Point""}";51.43282865632514, 5.481822791256249
12;14705;-1;04-1983;ECKART;Niet-archeologisch: onbepaald;84109;Nederzetting, onbepaald;Niet van toepassing;1;Keramiek;Bolpot;Dorestad WIII A-E:laat Mayen/bolpot;Vroege Middeleeuwen C;Vroege Middeleeuwen C;'DORESTAD WIII B-12';"{""coordinates"": [5.50435324636771, 51.47056056770152], ""type"": ""Point""}";51.47056056770152, 5.50435324636771
14;14715;-1;1983;AANSCHOT;Niet-archeologisch: onbepaald;175937;Nederzetting, onbepaald;Niet van toepassing;9999;Keramiek;Grijsbakkend gedraaid aardewerk;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;'GEDRAAID BLAUWGRIJS';"{""coordinates"": [5.4583195810537095, 51.4846200689676], ""type"": ""Point""}";51.4846200689676, 5.4583195810537095
22;30214;-1;07-1960;REESTRAAT;Onbekend;107361;Onbekend;Onbekend;1;Vuursteen;Bijl;Niet van toepassing;Vroeg Neolithicum B;Laat Neolithicum B;Afm.: 10x5x2 cm. Geelgrijs vuursteen.;"{""coordinates"": [5.474621548610542, 51.46460922038442], ""type"": ""Point""}";51.46460922038442, 5.474621548610542
28;30224;-1;9999;;Onbekend;124087;Onbekend;Onbekend;1;Vuursteen;Bijl;Flint-Ovalbeil;Vroeg Neolithicum B;Laat Neolithicum B;;"{""coordinates"": [5.487889556594318, 51.44504816274049], ""type"": ""Point""}";51.44504816274049, 5.487889556594318
29;30226;-1;09-04-1913;;Onbekend;107375;Onbekend;Onbekend;1;Vuursteen;Bijl;Flint-Ovalbeil;Vroeg Neolithicum B;Laat Neolithicum B;;"{""coordinates"": [5.473522267138901, 51.45404836644851], ""type"": ""Point""}";51.45404836644851, 5.473522267138901
88;50390;-1;01-01-2002;"Revalidatiecentrum Blixembosch; St Marie";Niet-archeologisch: metaaldetector;226723;Nederzetting, onbepaald;Onbekend;1;Messing;Munt;sestertius;Midden Romeinse tijd A;Midden Romeinse tijd A;1x sestertius Hadrianus, 117 - 138, sterk afgesleten;"{""coordinates"": [5.457321094045121, 51.49064306678379], ""type"": ""Point""}";51.49064306678379, 5.457321094045121
89;52155;-1;19-01-2003;Esp;Archeologisch: (veld)kartering;237752;Onbekend;Niet van toepassing;1;Vuursteen;Spits;denneboommotief;Midden Neolithicum B;Laat Neolithicum A;;"{""coordinates"": [5.486560875433207, 51.495385770534575], ""type"": ""Point""}";51.495385770534575, 5.486560875433207
93;52196;-1;01-07-1966;"Kleine Beerpad; Schutterlaan";Archeologisch: onbepaald;237876;Onbekend;Romeins;9999;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Romeinse tijd;Romeinse tijd;;"{""coordinates"": [5.498029139684021, 51.47407233110341], ""type"": ""Point""}";51.47407233110341, 5.498029139684021
98;52229;-1;12-10-1989;Oude Stadsgracht;Niet-archeologisch: graafwerk;237915;Stad;Niet van toepassing;9999;Keramiek;Onbekend;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd B;;"{""coordinates"": [5.4835560380524475, 51.43642270502516], ""type"": ""Point""}";51.43642270502516, 5.4835560380524475
121;200047;-1;22-05-1999;CATHARINAKERK;Niet-archeologisch: metaaldetector;187341;Kerkhof;Niet van toepassing;1;Zilver;Munt;penning/penny;Late Middeleeuwen B;Late Middeleeuwen B;;"{""coordinates"": [5.47981828995351, 51.437144832706274], ""type"": ""Point""}";51.437144832706274, 5.47981828995351
125;200071;-1;1974;WELSCHAPSEDIJK;Archeologisch: (veld)kartering;187371;Onbekend;Onbekend;4;Vuursteen;Spits;Niet van toepassing;Laat Neolithicum;Laat Neolithicum;T.a.v. complextype: zie beschrijving.;"{""coordinates"": [5.415971648739602, 51.450751057484034], ""type"": ""Point""}";51.450751057484034, 5.415971648739602
126;200074;-1;08-04-2000;WELSCHAPSEDIJK;Archeologisch: booronderzoek;187381;Onbekend;Onbekend;1;Vuursteen;Afslag;Niet van toepassing;Mesolithicum;Mesolithicum;;"{""coordinates"": [5.415971648739602, 51.450751057484034], ""type"": ""Point""}";51.450751057484034, 5.415971648739602
129;200056;-1;07-1996;J.F. KENNEDYLAAN;Archeologisch: (veld)kartering;197220;Onbekend;Hilversum-cultuur;3;Keramiek;Hilversum-aardewerk;Niet van toepassing;Midden bronstijd A;Midden bronstijd A;"""Grove verschraling""";"{""coordinates"": [5.485801891054843, 51.47740912231587], ""type"": ""Point""}";51.47740912231587, 5.485801891054843
176;432630;46425;10-05-2011;Hoogstraat 122;Archeologisch: opgraving;458699;Niet van toepassing;Romeins;2;Keramiek;Ruwwandig aardewerk, gedraaid;Niet van toepassing;Midden Romeinse tijd;Midden Romeinse tijd;;"{""coordinates"": [5.468734440228141, 51.43163407821557], ""type"": ""Point""}";51.43163407821557, 5.468734440228141
182;436335;50337;31-01-2012;Kleine Berg 11;Archeologisch: opgraving;486620;Stad;Onbekend;11;Keramiek;Roodbakkend geglazuurd aardewerk;Niet van toepassing;Nieuwe tijd B;Nieuwe tijd C;"Waarvan onder ander 1 fragment van een deksel van een kan uit de 19e eeuw, 1 fragment van een pan; 1 worstoor uit de 16e eeuw; 4 fragmenten van te Tegelen vervaardigd aardewerk uit de 19e eeuw.";"{""coordinates"": [5.475691568108331, 51.43758848805484], ""type"": ""Point""}";51.43758848805484, 5.475691568108331
184;438592;47783;17-11-2011;Genneperparken;Archeologisch: begeleiding;502906;Niet van toepassing;Niet van toepassing;1;Hout/houtskool;Plank;Niet van toepassing;Vroeg Neolithicum;Nieuwe tijd C;;"{""coordinates"": [5.468523694671631, 51.4182860305921], ""type"": ""Point""}";51.4182860305921, 5.468523694671631
185;438594;47783;03-04-2012;Stadswandelpark (Jonckbloetlaan);Archeologisch: begeleiding;502908;Economie, onbepaald;Niet van toepassing;4;Niet van toepassing;Kuil;Niet van toepassing;Late Middeleeuwen;Nieuwe tijd;4 leemkuilen aangetroffen tijdens een archeologische begeleiding in het beekdal van de Dommel ter hoogte van de kruising van de Jonckbloetlaan met de Docter Schaepmanlaan;"{""coordinates"": [5.477571389890616, 51.42820286481878], ""type"": ""Point""}";51.42820286481878, 5.477571389890616
187;438598;47785;12-04-2012;Hooidonk;Archeologisch: begeleiding;502932;Niet van toepassing;Niet van toepassing;1;IJzer;Bijl;Niet van toepassing;Late ijzertijd;Late ijzertijd;hulsbijl;"{""coordinates"": [5.514938694018082, 51.49358736051002], ""type"": ""Point""}";51.49358736051002, 5.514938694018082
188;438600;47783;27-01-2012;Stadswandelpark (Boutenslaan);Archeologisch: begeleiding;502954;Steiger;Onbekend;7;Hout/houtskool;Plank;Niet van toepassing;Romeinse tijd;Nieuwe tijd;Mogelijk betreft het de restanten van een verspoeld steigertje.;"{""coordinates"": [5.47282251433426, 51.426175013234406], ""type"": ""Point""}";51.426175013234406, 5.47282251433426
189;438602;47783;10-04-2012;Jonckbloetlaan;Archeologisch: begeleiding;502962;Niet van toepassing;Niet van toepassing;1;Koper;Stempel/zegelstempel;Niet van toepassing;Late Middeleeuwen;Nieuwe tijd;;"{""coordinates"": [5.478061170388624, 51.428651917546496], ""type"": ""Point""}";51.428651917546496, 5.478061170388624
190;441421;42314;25-08-2010;Eckart, kleine brink;Archeologisch: opgraving;521138;Economie, onbepaald;Niet van toepassing;1;Vuursteen;Afslag;Niet van toepassing;Neolithicum;Bronstijd;;"{""coordinates"": [5.501947179336475, 51.46383944605121], ""type"": ""Point""}";51.46383944605121, 5.501947179336475
137;411591;-1;9999;;Onbekend;328114;Onbekend;Niet van toepassing;1;Vuursteen;Spits;Niet van toepassing;Neolithicum;Neolithicum;Met vlakke basis en oppervlakte-retouche;"{""coordinates"": [5.438237088239225, 51.421260541460626], ""type"": ""Point""}";51.421260541460626, 5.438237088239225
138;412433;-1;07-2005;Landsaard;Niet-archeologisch: kartering;334113;Onbekend;Onbekend;1;Vuursteen;Kling;driehoekig steil geretoucheerd;Vroeg Mesolithicum;Laat Mesolithicum;1x vuurstenen kling, driehoekig steil (geretoucheerd), corticale licht- tot middengrijze vuursteen, datering zeer waarschijnlijk Mesolithicum;"{""coordinates"": [5.377702575780302, 51.461271055873105], ""type"": ""Point""}";51.461271055873105, 5.377702575780302
139;413143;9797;22-03-2005;Strijp;Archeologisch: opgraving;337788;Nederzetting, onbepaald;Niet van toepassing;1;Keramiek;Aardewerk, ondetermineerbaar;Niet van toepassing;IJzertijd;IJzertijd;;"{""coordinates"": [5.4576771019867385, 51.441555808230234], ""type"": ""Point""}";51.441555808230234, 5.4576771019867385
142;419638;-1;1930;Engelsbergen, Gestel;Indirect: collectie;367476;Grafveld, onbepaald;Onbekend;1;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;IJzertijd;"In collectie RMO (http://www.rmo.nl/collectie/zoeken?object=k+1931%2f7.5): ""Klein potje, zwart gebrand aardewerk. Oude verlijmingen en aanvullingen. Hoogte 8,5 cm, diameter 10 cm. Prehistorie -500 / 0.""";"{""coordinates"": [5.454787297437769, 51.43266772465507], ""type"": ""Point""}";51.43266772465507, 5.454787297437769
147;419874;-1;08-10-2007;Hoogstraat;Niet-archeologisch: graafwerk;369013;Niet van toepassing;Niet van toepassing;3;Steen;Grafsteen/grafpijler;Niet van toepassing;Nieuwe tijd C;Nieuwe tijd C;Fragmenten grafkruis. Datering: 1894. Zie verder tabblad beschrijving.;"{""coordinates"": [5.469166714333829, 51.432119163206124], ""type"": ""Point""}";51.432119163206124, 5.469166714333829
150;425615;30670;07-09-2009;Kosmoslaan;Archeologisch: opgraving;405410;Onbekend;Niet van toepassing;1;Bot, dierlijk;Gebitselement:tand/kies;Niet van toepassing;Paleolithicum;Mesolithicum;kaak wild zwijn uit veenpakket C14: 8680 +/- 45 BP;"{""coordinates"": [5.503483757752392, 51.47386926412437], ""type"": ""Point""}";51.47386926412437, 5.503483757752392
156;428919;32151;24-11-2008;Hoogstraat 165;Archeologisch: opgraving;428945;Niet van toepassing;Niet van toepassing;9;Niet van toepassing;Paalgat/paalkuil;Niet van toepassing;Late Middeleeuwen;Nieuwe tijd;Tijdens de opgraving zijn geen vondsten aangetroffen, wel 9 sporen. Hiervan zijn er drie op basis van uiterlijke kenmerken en de aanwezigheid van plastic als recent gedateerd. De overige sporen (paalsporen en een greppeltje) konden door de afwezighei;"{""coordinates"": [5.468473324787223, 51.43035786838815], ""type"": ""Point""}";51.43035786838815, 5.468473324787223
166;430319;23279;07-2007;Putten;Archeologisch: opgraving;441716;Nederzetting, onbepaald;Niet van toepassing;18;Niet van toepassing;Kuil;Niet van toepassing;Late Middeleeuwen B;Nieuwe tijd C;Bij het onderzoek werden circa 18 kuilen aangetroffen. In de kuilen zijn geen vondsten aangetroffen waardoor de datering van de kuilen onbekend blijft. (Wel kon het terrein op basis van alle aangetroffen vondsten tussen circa 1325 en de 20e eeuw geda;"{""coordinates"": [5.519075100662995, 51.42527788580188], ""type"": ""Point""}";51.42527788580188, 5.519075100662995
167;430473;7208;07-2004;Laarstraat;Archeologisch: proefputten/proefsleuven;442813;Grafveld, onbepaald;Romeins;9999;Niet van toepassing;Graf (onderdeel);Niet van toepassing;Romeinse tijd;Romeinse tijd;;"{""coordinates"": [5.464449998929177, 51.40666642165273], ""type"": ""Point""}";51.40666642165273, 5.464449998929177
168;430475;13383;08-2005;Laarstraat;Archeologisch: opgraving;442835;Onbekend;Onbekend;15;Vuursteen;Onbekend;Niet van toepassing;Mesolithicum;Neolithicum;"10 onbewerkte, natuurlijke stukken vuursteen; 1 kernvernieuwingsstuk, 1 verbrande en afgebroken schrabber uit het midden-neolithicum, 1 afgebroken schrabber en een afslag uit het neolithicum, en een vuursteenknol uit het mesolithicum.";"{""coordinates"": [5.465383140812682, 51.40605456646346], ""type"": ""Point""}";51.40605456646346, 5.465383140812682
101;53183;-1;10-12-1988;"Bergstraat; Grote Berg";Archeologisch: opgraving;241505;Stad;Niet van toepassing;1;Niet van toepassing;Gracht;Niet van toepassing;Late Middeleeuwen;Nieuwe tijd;;"{""coordinates"": [5.477084295944903, 51.43640990462865], ""type"": ""Point""}";51.43640990462865, 5.477084295944903
102;14089;-1;23-04-1966;HEESTERAKKERS;Niet-archeologisch: onbepaald;185147;Nederzetting, onbepaald;Niet van toepassing;9999;Keramiek;Andenne;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen A;AANTAL FRAGM < 303;"{""coordinates"": [5.504529825770101, 51.48323439211816], ""type"": ""Point""}";51.48323439211816, 5.504529825770101
103;14107;-1;13-05-1967;KENNEDYLAAN;Niet-archeologisch: onbepaald;83347;Nederzetting, onbepaald;Niet van toepassing;1;Keramiek;Bolpot;Dorestad WIII A-E:laat Mayen/bolpot;Vroege Middeleeuwen C;Vroege Middeleeuwen C;'DORESTAD III-6';"{""coordinates"": [5.485783795863067, 51.46904969075554], ""type"": ""Point""}";51.46904969075554, 5.485783795863067
108;30294;-1;9999;;Onbekend;82321;Onbekend;Onbekend;1;Vuursteen;Bijl;Niet van toepassing;Vroeg Neolithicum B;Laat Neolithicum B;Halffabrikaat.;"{""coordinates"": [5.502341952480422, 51.472000757892815], ""type"": ""Point""}";51.472000757892815, 5.502341952480422
111;33530;-1;08-1968;VOORMALIG KASTEEL GAGELBOSCH;Archeologisch: opgraving;137570;Onbekend;Niet van toepassing;1;Keramiek;Badorf aardewerk;Niet van toepassing;Vroege Middeleeuwen C;Vroege Middeleeuwen D;750-900;"{""coordinates"": [5.448441705277189, 51.41909832759541], ""type"": ""Point""}";51.41909832759541, 5.448441705277189
115;37400;-1;1991;GESTEL-HOOGSTRAAT-BOUTENSLAAN;Archeologisch: opgraving;170874;Akker/tuin;Niet van toepassing;9999;Keramiek;Elmpt;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen A;uit onderste niveau, omstreeks 1200;"{""coordinates"": [5.464844081745494, 51.42708846668877], ""type"": ""Point""}";51.42708846668877, 5.464844081745494
118;44754;-1;03-1996;NIEUW ACHT;Niet-archeologisch: metaaldetector;185822;Onbekend;Romeins;1;Metaal;Munt;Niet van toepassing;Romeinse tijd;Romeinse tijd;;"{""coordinates"": [5.411377576944327, 51.46863954354307], ""type"": ""Point""}";51.46863954354307, 5.411377576944327
35;33368;-1;29-06-1957;STEENFABRIEK DE MEIJERIJ;Niet-archeologisch: graafwerk;113873;Onbekend;Onbekend;1;Vuursteen;Kling;Niet van toepassing;Neolithicum;Neolithicum;Gevonden in boomstamput.;"{""coordinates"": [5.43609251128551, 51.43240742955714], ""type"": ""Point""}";51.43240742955714, 5.43609251128551
43;37299;-1;1970;HEESTERAKKERS;Archeologisch: opgraving;185411;Onbekend;Niet van toepassing;9999;Vuursteen;Afslag;Niet van toepassing;Mesolithicum;Mesolithicum;;"{""coordinates"": [5.505974154100473, 51.48503065924947], ""type"": ""Point""}";51.48503065924947, 5.505974154100473
44;37304;-1;1992;GESTEL-EHV/GE/92;Archeologisch: opgraving;170707;Nederzetting, onbepaald;Niet van toepassing;9999;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Late Middeleeuwen;Late Middeleeuwen;;"{""coordinates"": [5.459949614787218, 51.42349615658554], ""type"": ""Point""}";51.42349615658554, 5.459949614787218
45;37309;-1;14-12-1992;RIELSEDIJK 21-EHV/RL/92-93;Archeologisch: opgraving;170766;Nederzetting, onbepaald;Niet van toepassing;2;Niet van toepassing;Paalgat/paalkuil;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;wrsch. van houten gebouw, ca 1325/50-1500;"{""coordinates"": [5.524647428971283, 51.42316808763358], ""type"": ""Point""}";51.42316808763358, 5.524647428971283
52;44605;-1;1984;"ECKART ; ST. JOZEF DAL";Onbekend;184206;Onbekend;Niet van toepassing;1;Keramiek;Badorf aardewerk;reliefbandamfoor:Dorestad WI A-C;Vroege Middeleeuwen C;Vroege Middeleeuwen D;;"{""coordinates"": [5.50160086610196, 51.46346226297122], ""type"": ""Point""}";51.46346226297122, 5.50160086610196
53;44615;-1;16-04-1990;AANSCHOT;Archeologisch: (veld)kartering;184245;Onbekend;Onbekend;1;Vuursteen;Kling;Niet van toepassing;Paleolithicum;IJzertijd;;"{""coordinates"": [5.468546454315297, 51.48748973808807], ""type"": ""Point""}";51.48748973808807, 5.468546454315297
58;200027;-1;01-01-2000;COLLSE WATERMOLEN;Niet-archeologisch: baggerwerk;187324;Molen;Niet van toepassing;1;Keramiek;Steengoed:kan;Niet van toepassing;Late Middeleeuwen B;Nieuwe tijd A;;"{""coordinates"": [5.537947719674734, 51.44526379455823], ""type"": ""Point""}";51.44526379455823, 5.537947719674734
65;200051;-1;1981;BLIXEMBOSCH;Niet-archeologisch: graafwerk;187346;Onbekend;Niet van toepassing;1;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Romeinse tijd;Nieuwe tijd C;;"{""coordinates"": [5.454007940231067, 51.48965626595576], ""type"": ""Point""}";51.48965626595576, 5.454007940231067
76;200078;-1;1997;SOETERBEEKSEWEG;Archeologisch: (veld)kartering;197238;Onbekend;Romeins;1;Brons;Munt;Niet van toepassing;Romeinse tijd;Romeinse tijd;;"{""coordinates"": [5.506077044240724, 51.469300409509856], ""type"": ""Point""}";51.469300409509856, 5.506077044240724
77;200080;-1;1971;GEESTENBERG;Archeologisch: onbepaald;197241;Nederzetting, onbepaald;Nederrijnse grafheuvel-cultuur;1;Niet van toepassing;Kuil;afvalkuil;Vroege ijzertijd;Vroege ijzertijd;Rijke afvalkuil.;"{""coordinates"": [5.528161364612487, 51.44365808489122], ""type"": ""Point""}";51.44365808489122, 5.528161364612487
78;200081;-1;1970;LOOVELDEN;Archeologisch: (veld)kartering;197246;Onbekend;Tjonger-cultuur;1;Vuursteen;Onbekend;Niet van toepassing;Laat Paleolithicum B;Laat Paleolithicum B;Gebroken kling van Maasvuursteen, Federmesser-cultuur.;"{""coordinates"": [5.530335594943164, 51.44895875221185], ""type"": ""Point""}";51.44895875221185, 5.530335594943164
79;200093;-1;1980;HOOGSTRAAT 112A;Niet-archeologisch: graafwerk;197260;Onbekend;Niet van toepassing;9999;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Nieuwe tijd;Nieuwe tijd;;"{""coordinates"": [5.470606707570031, 51.43319678123669], ""type"": ""Point""}";51.43319678123669, 5.470606707570031
85;47734;-1;9999;Groote Heide;Onbekend;216294;Nederzetting, onbepaald;Niet van toepassing;1;Vuursteen;Spits;Niet van toepassing;Midden Neolithicum;Midden Neolithicum;volgens de melder Michelsberg;"{""coordinates"": [5.5028862343374145, 51.40296716842178], ""type"": ""Point""}";51.40296716842178, 5.5028862343374145
1;14087;-1;04-1965;TEMPEL;Niet-archeologisch: onbepaald;29815;Nederzetting, onbepaald;Onbekend;9999;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;Romeinse tijd;'WANDFR' O:BESMETEN;"{""coordinates"": [5.495890933266083, 51.48279333686029], ""type"": ""Point""}";51.48279333686029, 5.495890933266083
2;14088;-1;04-1966;DE TEMPEL;Niet-archeologisch: onbepaald;29831;Onbekend;Niet van toepassing;2;Keramiek;Badorf aardewerk;Niet van toepassing;Vroege Middeleeuwen C;Vroege Middeleeuwen C;'WANDFR VERSIERD MET RADSTEMPEL DORESTAD BAKSEL I';"{""coordinates"": [5.495890933266083, 51.48279333686029], ""type"": ""Point""}";51.48279333686029, 5.495890933266083
4;14104;-1;1966;STOUTHEUVEL;Niet-archeologisch: onbepaald;29944;Onbekend;Onbekend;9999;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;Romeinse tijd;'WANDFR';"{""coordinates"": [5.487220616039193, 51.46796982711474], ""type"": ""Point""}";51.46796982711474, 5.487220616039193
13;14706;-1;04-1983;ECKART;Niet-archeologisch: onbepaald;31338;Nederzetting, onbepaald;Niet van toepassing;9;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen A;;"{""coordinates"": [5.500880239475958, 51.463013535463986], ""type"": ""Point""}";51.463013535463986, 5.500880239475958
