FID,omschr,doorrijhgt,invent_oms,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
kunstinweg_kenmerk.11,Viaduct,0,VIAD.,R,10.47399998,R,10.5010004,,009,LTK0000378606,M,I,,"LINESTRING (125282.90830000117 479374.2853000015, 125259.1185999997 479361.5161000006)"
kunstinweg_kenmerk.12,Viaduct,0,VIAD.,R,11.08199978,R,11.12300014,,009,LTK0000378611,M,I,,"LINESTRING (124743.79080000147 479094.4397, 124733.02849999815 479092.5144999996, 124712.01440000162 479091.0245000012)"
kunstinweg_kenmerk.13,Viaduct,0,VIAD.,R,11.08199978,R,11.12199974,,009,LTK0000378613,M,I,,"LINESTRING (124703.13230000064 479099.2159000002, 124706.12689999864 479099.0364000015, 124719.9514000006 479098.97030000016, 124735.8925999999 479099.5656000003, 124742.58049999923 479100.4829999991)"
kunstinweg_kenmerk.14,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),R,7.65999985,R,10.20600033,,009,LTK0000389319,M,I,,"LINESTRING (125519.53759999946 479498.1724999994, 125524.65740000084 479500.9604000002, 125609.58889999986 479548.1886, 125651.92229999974 479571.86890000105, 125695.97549999878 479597.6658000015, 125734.73699999973 479622.0075000003, 125781.1715000011 479653.0960999988, 125818.47780000046 479679.6867999993, 125889.5185999982 479729.69310000166, 125943.49370000139 479765.4118999988, 126008.05220000073 479805.2318000011, 126049.59180000052 479829.7058000006, 126101.97940000147 479859.2069000006, 126193.1400000006 479909.64169999957, 126225.61459999904 479930.5705999993, 126284.8236999996 479966.5989000015, 126329.09569999948 479991.2866999991, 126400.45939999819 480030.7131000012, 126461.73039999977 480064.5636, 126494.02219999954 480082.4039000012, 126540.5075000003 480108.08570000157, 126617.36899999902 480150.54949999973, 126665.6537999995 480177.2254999988, 126717.28830000013 480205.7520999983, 126765.59430000186 480232.4398000017, 126803.0978000015 480253.15940000117, 126868.13259999827 480289.0892999992, 126905.26099999994 480309.60170000046, 126938.6699000001 480327.7862999998, 126970.18160000071 480343.8643000014, 126990.31370000169 480353.6015999988, 127031.30970000103 480373.49020000175, 127066.51000000164 480391.92339999974, 127105.45670000091 480413.61930000037, 127147.36679999903 480435.84430000186, 127181.97439999878 480453.9417999983, 127216.58190000057 480471.6160000004, 127257.433699999 480492.1477999985, 127282.09290000051 480505.27109999955, 127321.8863000013 480526.43780000135, 127368.45309999958 480552.57869999856, 127410.36320000142 480575.65040000156, 127479.57829999924 480613.6446999982, 127539.37429999933 480646.3471999988, 127582.13100000098 480668.88980000094, 127610.81190000102 480683.38899999857, 127641.29199999943 480698.52320000157, 127692.83289999887 480722.7589999996, 127732.13450000063 480740.28539999947)"
kunstinweg_kenmerk.15,Brug,0,BRUG O/D GRUTTOTOCHT (VAST),R,58.70299911,R,58.73300171,,006,LTK0000394807,M,I,,"LINESTRING (149932.2386999987 488784.1422000006, 149906.23099999875 488769.1889999993)"
kunstinweg_kenmerk.16,Brug,0,BRUG O/D GRUTTOTOCHT (VAST),R,58.70800018,R,58.73899841,,006,LTK0000394811,M,I,,"LINESTRING (149928.22360000014 488735.6468999982, 149955.19049999863 488750.936999999)"
kunstinweg_kenmerk.17,Viaduct,0,VIAD.,R,11.22799969,R,11.64400005,,009,LTK0000395007,M,I,,"LINESTRING (124226.4822999984 479042.5874999985, 124227.53299999982 479044.7039999999, 124233.85619999841 479055.9882000014, 124240.65500000119 479066.46649999917, 124249.21700000018 479078.5291999988, 124258.02589999884 479089.16699999943, 124267.67969999835 479099.8903999999, 124277.55220000073 479109.40769999847, 124291.28409999982 479121.2346000001, 124304.55600000173 479130.7707999982, 124320.41479999945 479140.879900001, 124340.48440000042 479151.23409999907, 124351.14649999887 479155.4629999995, 124367.0159999989 479161.4050000012, 124388.34019999951 479167.34760000184, 124406.35159999877 479170.5795000009, 124427.20080000162 479172.69619999826, 124445.08940000087 479172.81639999896, 124464.90370000154 479171.65949999914, 124481.6939000003 479169.2320000008, 124503.34980000183 479164.51949999854, 124520.30939999968 479159.19519999996, 124539.38100000098 479151.9479999989, 124564.30820000172 479140.8931999989, 124591.48860000074 479127.8136, 124617.27789999917 479117.0276999995, 124622.1464000009 479115.3038999997)"
kunstinweg_kenmerk.18,Viaduct,0,VIAD.O/D RW. 6,R,118.30000305,R,118.43900299,,027,LTK0000395070,M,I,,"LINESTRING (149098.5298999995 488308.28559999913, 149120.09099999815 488310.54199999943, 149145.813000001 488310.54199999943, 149167.2049999982 488307.99500000104, 149181.2109999992 488304.68400000036, 149200.3110000007 488298.5720000006, 149221.52299999818 488290.74500000104, 149230.82559999824 488285.4550999999)"
kunstinweg_kenmerk.19,Tunnel,0,GAASPERDAMMERTUNNEL(OPEN GED.),R,8.66499996,R,8.85499954,,009,LTK0000398301,M,I,,"LINESTRING (126852.75420000032 480269.242899999, 126851.4140000008 480268.5058000013, 126756.28290000185 480216.1341000013, 126686.37680000067 480177.49020000175)"
kunstinweg_kenmerk.20,Tunnel,0,GAASPERDAMMERTUNNEL(OPEN GED.),R,9.01299953,R,9.18000031,,009,LTK0000398305,M,I,,"LINESTRING (126552.84589999914 480105.08669999987, 126508.06210000068 480079.3156999983, 126404.62629999965 480021.8425000012)"
kunstinweg_kenmerk.21,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),R,9.18000031,R,9.41800022,,009,LTK0000398306,M,I,,"LINESTRING (126193.1400000006 479909.64169999957, 126221.40900000185 479920.38340000063, 126289.40709999949 479957.8220000006, 126404.62629999965 480021.8425000012)"
kunstinweg_kenmerk.22,Viaduct,0,VIAD.O/D RW.013 (L.RIJB.),R,5.57299995,R,5.6880002,,013,LTK0000400245,M,I,,"LINESTRING (84019.58669999987 450599.05209999904, 84009 450626, 83996 450652, 83971.75510000065 450702.4554999992)"
kunstinweg_kenmerk.23,Brug,0,KOOYBRUG (VAST),R,2.7650001,R,2.875,,099,LTK0000400651,M,I,,"LINESTRING (115048.46759999916 547521.6959000006, 115122.97610000148 547497.9299000017, 115152.39409999922 547488.8310000002)"
kunstinweg_kenmerk.24,Brug,0,KOOYBRUG (BEW.),R,2.875,R,2.89499998,,099,LTK0000400652,M,I,,"LINESTRING (115152.39409999922 547488.8310000002, 115171.5009999983 547482.9213000014)"
kunstinweg_kenmerk.25,Brug,0,KOOYBRUG (VAST),R,2.89499998,R,2.9519999,,099,LTK0000400653,M,I,,"LINESTRING (115171.5009999983 547482.9213000014, 115227.8665000014 547465.4875999987)"
kunstinweg_kenmerk.26,Viaduct,0,VIAD.OVER RW. 16,R,38.09999847,R,38.17499924,,016,LTK0000404414,M,I,,"LINESTRING (104057.85020000115 420699.29659999907, 103991.69949999824 420706.8946999982, 103985.61430000141 420708.9230999984)"
kunstinweg_kenmerk.27,Tunnel,0,GAASPERDAMMERTUNNEL(OPEN GED.),R,10.20300007,R,10.24499989,,009,LTK0000408790,M,I,,"LINESTRING (125519.2686999999 479422.50349999964, 125539.00499999896 479432.12999999896, 125555.15419999883 479440.17280000076)"
kunstinweg_kenmerk.28,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,10.4829998,R,10.4989996,,009,LTK0000408791,M,I,,"LINESTRING (125289.24760000035 479327.2049999982, 125306.45279999822 479330.52529999986, 125316.02149999887 479334.7932999991)"
kunstinweg_kenmerk.29,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),R,8.42500019,R,8.66600037,,009,LTK0000408796,M,I,,"LINESTRING (126869.21909999847 480225.95109999925, 126941.36400000006 480265.65520000085, 127033.07229999825 480318.0031999983, 127080.95870000124 480343.439199999, 127084.3434999995 480344.64730000123)"
kunstinweg_kenmerk.30,Tunnel,0,GAASPERDAMMERTUNNEL(OPEN GED.),R,8.66600037,R,8.85499954,,009,LTK0000408797,M,I,,"LINESTRING (126703.87370000035 480134.4034000002, 126727.47709999979 480147.1512000002, 126821.03400000185 480199.43299999833, 126869.21909999847 480225.95109999925)"
kunstinweg_kenmerk.240,Viaduct,0,FIETSTUNNEL,R,17.77599907,R,17.79299927,,010,LTK0000430584,M,I,,"LINESTRING (121202.96790000051 483410.2663999982, 121189.14460000023 483421.7952999994)"
kunstinweg_kenmerk.31,Tunnel,0,GAASPERDAMMERTUNNEL(OPEN GED.),R,9.01200008,R,9.17300034,,009,LTK0000408801,M,I,,"LINESTRING (126424.6286999993 479981.02270000055, 126425.3487999998 479981.42599999905, 126538.59070000052 480044.3969999999, 126565.47450000048 480061.00879999995)"
kunstinweg_kenmerk.32,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),R,9.17300034,R,9.41399956,,009,LTK0000408802,M,I,,"LINESTRING (126218.30860000104 479863.89090000093, 126228.1024999991 479873.3819000013, 126250.82019999996 479885.90190000087, 126276.41550000012 479899.9868000001, 126312.07620000094 479917.99159999937, 126424.6286999993 479981.02270000055)"
kunstinweg_kenmerk.33,Viaduct,0,VIAD.,R,10.48200035,R,10.50800037,,009,LTK0000408806,M,I,,"LINESTRING (125290.4998999983 479308.2184000015, 125314.07990000024 479321.3707000017)"
kunstinweg_kenmerk.34,Viaduct,0,VIAD.O/D MAANDERDIJK,R,109.06999969,R,109.08599854,,012,LTK0000408961,M,I,,"LINESTRING (173056.43580000103 447228.8715999983, 173060.51520000026 447228.18840000033, 173072.2960000001 447226.7879999988)"
kunstinweg_kenmerk.35,Viaduct,0,VIAD.O/D MAANDERDIJK,R,108.75299835,R,108.76699829,,012,LTK0000408963,M,I,,"LINESTRING (173083.6149000004 447240.36939999834, 173068.64350000024 447241.29679999873)"
kunstinweg_kenmerk.36,Brug,0,BRUG O/D IJSSEL (VAST),R,134.78399658,R,135.33399963,,012,LTK0000408976,M,I,,"LINESTRING (196154.21049999818 443365.1840999983, 196168.42500000075 443347.26300000027, 196237.2509999983 443259.11100000143, 196302.4609999992 443175.4789999984, 196359.64699999988 443101.11499999836, 196400.75769999996 443048.59059999883, 196407.56599999964 443039.18200000003, 196432.2030000016 443008.21599999815, 196469.7250000015 442958.94099999964, 196488.2335000001 442936.7708999999)"
kunstinweg_kenmerk.37,Viaduct,0,VIAD.'NIEUWGRAAFBRUG'O/D RIVIERWEG =N338,R,135.73699951,R,135.772995,,012,LTK0000408977,M,I,,"LINESTRING (196746.80590000004 442610.0203000009, 196771.02919999883 442582.0520000011)"
kunstinweg_kenmerk.38,Viaduct,0,VIAD.OVER RW.  2,R,35.2159996,R,35.4090004,,002,LTK0000410806,M,I,,"LINESTRING (124423.31509999931 478732.80999999866, 124432.25200000033 478729.30099999905, 124444.60000000149 478726.23800000176, 124455.81599999964 478724.63500000164, 124464.67700000107 478723.7870000005, 124469.20100000128 478723.69299999997, 124479.6640000008 478724.0229999982, 124494 478726, 124505.6240000017 478728.4230000004, 124512.86600000039 478731.4140000008, 124523.39510000125 478734.29410000145, 124534.6398999989 478739.8134999983, 124545.80530000106 478747.1689000018, 124557.07660000026 478755.7413999997, 124568.3478000015 478766.74810000136, 124575.76170000061 478776.52809999883)"
kunstinweg_kenmerk.39,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),R,8.45300007,R,8.66499996,,009,LTK0000398300,M,I,,"LINESTRING (126852.75420000032 480269.242899999, 126944.75879999995 480319.8407999985, 126994.19299999997 480347.56760000065, 127031.30970000103 480373.49020000175)"
kunstinweg_kenmerk.40,Tunnel,0,BENELUXTUNNEL (GESL.GED),R,72.63300323,R,73.58000183,,004,LTK0000429600,M,I,,"LINESTRING (85057.8841000013 435429.8332999982, 85058.08029999956 435408.8341999985, 85058.80040000007 435380.934799999, 85059.42779999971 435365.944600001, 85060.32189999893 435350.60020000115, 85062.25180000067 435325.66530000046, 85064.12840000167 435305.75239999965, 85066.6110999994 435283.4129000008, 85068.48059999943 435268.5289000012, 85070.58540000021 435253.67720000073, 85074.1147999987 435231.27870000154, 85079.27010000125 435201.7239000015, 85083.16690000147 435182.0218000002, 85089.6240000017 435152.7120000012, 85093.11620000005 435138.11129999906, 85097.31560000032 435121.49969999865, 85105.24289999902 435092.56329999864, 85114.49179999903 435061.74159999937, 85120.65810000151 435042.7129999995, 85125.52479999885 435028.4686000012, 85136.43090000004 434998.4695999995, 85144.09919999912 434978.48209999874, 85149.33049999923 434965.5683000013, 85157.08139999956 434947.127700001, 85169.33069999889 434919.67170000076, 85175.95839999989 434905.3825000003, 85182.45670000091 434891.8632000014, 85189.0934999995 434878.41039999947, 85195.96999999881 434864.9578999989, 85203.87810000032 434850.04509999976, 85218.4235999994 434823.8071000017, 85232.57629999891 434799.49269999936, 85245.66189999878 434778.1906999983, 85253.70960000157 434765.5309999995, 85262.25580000132 434752.495099999, 85273.4728000015 434735.93360000104, 85287.7408999987 434715.40469999984, 85298.07050000131 434700.85649999976, 85327.67550000176 434660.5617999993, 85359.33139999956 434618.12849999964, 85371.16919999942 434602.0073999986, 85379.28209999949 434591.35379999876, 85387.7910999991 434579.3570000008, 85393.34629999846 434571.3103)"
kunstinweg_kenmerk.41,Brug,0,VIAD. O/D SCHIPHOLWEG,R,41.63800049,R,41.70399857,,009,LTK0000430500,M,I,,"LINESTRING (108836.81879999861 487360.4989, 108771.95169999823 487356.34540000185)"
kunstinweg_kenmerk.42,Viaduct,0,VIAD.OVER VBW.s ='KP.LUNETTEN',R,62.36500168,R,62.42200089,,012,LTK0000431000,M,I,,"LINESTRING (137936.61549999937 451793.7083999999, 137940.68840000033 451794.3713000007, 137959.2254000008 451798.2078000009, 137968.94359999895 451800.5811999999, 137978.6112000011 451803.14880000055, 137984.2936999984 451804.8687000014)"
kunstinweg_kenmerk.43,Viaduct,0,VIAD.'NIEUWGRAAFBRUG'O/D RIVIERWEG =N338,R,135.73199463,R,135.76400757,,012,LTK0000431100,M,I,,"LINESTRING (196789.6275999993 442617.3242000006, 196777.18320000172 442631.3339000009, 196769.14909999818 442640.59650000185)"
kunstinweg_kenmerk.44,Onderdoorgang (voetgangers/fietsers/eco),0,FIETS-VOETG.TUNNEL'GEUL',R,61.45500183,R,61.48600006,,057,LTK0000433400,M,I,,"LINESTRING (37840.84789999947 405954.7602000013, 37863.19029999897 405974.71339999884, 37863.976700000465 405975.4012000002)"
kunstinweg_kenmerk.45,Viaduct,0,VIAD.O/H ZUIDEINDE,R,32.17699814,R,32.20800018,,010,LTK0000441400,M,I,,"LINESTRING (121056.4448999986 493167.30999999866, 121036.88170000166 493172.2531999983, 121018.0645999983 493171.82820000127)"
kunstinweg_kenmerk.46,Viaduct,0,VIAD.O/D RW050 VBW. #,R,154.82899475,R,154.94900513,,002,LTK0000443700,M,I,,"LINESTRING (157249.37480000034 388616.5722000003, 157216.26429999992 388596.77969999984, 157212.11939999834 388593.96130000055, 157168.7707999982 388569.04199999943, 157145.79789999872 388556.01040000096)"
kunstinweg_kenmerk.47,Brug,0,SKOATERBREGE (VAST),R,42.1269989,R,42.13800049,,032,LTK0000466700,M,I,,"LINESTRING (193711.34939999878 549171.8473999985, 193716.31590000167 549163.2283999994)"
kunstinweg_kenmerk.48,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,35.7840004,R,35.81000137,,002,LTK0000473800,M,I,,"LINESTRING (124755.86030000076 479025.08989999816, 124778.50450000167 479037.8663999997)"
kunstinweg_kenmerk.49,Viaduct,0,VIAD.O/D ROTTERDAMSEBAAN,R,48.50299835,R,48.52299881,,004,LTK0000478300,M,I,,"LINESTRING (84046.08929999918 451376.34809999913, 84045.0262000002 451376.5720999986, 84040.23209999874 451377.7659999989, 84030.6072999984 451380.47940000147, 84026.816300001 451381.6684000008)"
kunstinweg_kenmerk.50,Viaduct,0,VIAD.OVER RW.002,R,31.52199936,R,31.58300018,,002,LTK0000429012,M,I,,"LINESTRING (122656.62829999998 482363.69480000064, 122694.01929999888 482363.1726000011, 122717.68829999864 482367.14460000023)"
kunstinweg_kenmerk.51,Viaduct,0,VIAD.O/D JOAN MUYSKENWEG,R,31.02300072,R,31.08200073,,002,LTK0000429015,M,I,,"LINESTRING (122918.8841000013 482350.95479999855, 122921.6537999995 482352.500599999, 122941.18239999935 482362.3205000013, 122957.75030000135 482370.0758000016, 122972.07429999858 482376.4455000013)"
kunstinweg_kenmerk.52,Viaduct,0,VIAD.O/D HOLENDRECHTSE ZIJWEG,R,36.6969986,R,36.75699997,,002,LTK0000429025,M,I,,"LINESTRING (124197.67610000074 477687.61089999974, 124141.82660000026 477691.71339999884)"
kunstinweg_kenmerk.53,Viaduct,0,VIAD.'HOGENDIJK',R,36.28900146,R,36.30699921,,002,LTK0000429028,M,I,,"LINESTRING (125100.4274000004 477651.53979999945, 125084.8674999997 477651.15729999915)"
kunstinweg_kenmerk.54,Brug,0,BRUG O/D,R,49.62599945,R,49.6609993,,002,LTK0000429039,M,I,,"LINESTRING (127590.95910000056 464940.436999999, 127592.61360000074 464909.48110000044)"
kunstinweg_kenmerk.55,Brug,0,BRUG O/D,R,49.38600159,R,49.41600037,,002,LTK0000429041,M,I,,"LINESTRING (127724.44200000167 465185.0342999995, 127723.28409999982 465185.96499999985, 127715.7685999982 465192.5751999989, 127712.13919999823 465196.0166000016, 127703.91120000184 465204.38109999895, 127701.41569999978 465207.2082000002)"
kunstinweg_kenmerk.56,Brug,0,BRUG O/D,R,49.56299973,R,49.57899857,,002,LTK0000429042,M,I,,"LINESTRING (127765.6334999986 465048.7435000017, 127769.66530000046 465059.49500000104, 127771.12640000135 465063.76960000023)"
kunstinweg_kenmerk.57,Brug,0,BRUG O/D,R,49.30899811,R,49.32400131,,002,LTK0000429044,M,I,,"LINESTRING (127765.32629999891 465076.44359999895, 127763.94399999827 465071.8931000009, 127760.10830000043 465062.3940999992)"
kunstinweg_kenmerk.58,Brug,0,BRUG O/D,R,49.39500046,R,49.40000153,,002,LTK0000429045,M,I,,"LINESTRING (127732.94220000133 465147.3222000003, 127737.52959999815 465145.7045999989, 127742.01639999822 465143.5236000009, 127746.26999999955 465140.89400000125, 127747.17980000004 465140.19689999893)"
kunstinweg_kenmerk.59,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),R,59.8429985,R,59.86800003,,002,LTK0000429049,M,I,,"LINESTRING (133103.01460000128 456806.27219999954, 133100.32620000094 456811.5843999982, 133091.5201999992 456828.4726999998)"
kunstinweg_kenmerk.60,Tunnel,0,'LEIDSCHERIJN TUNNEL'(GESL.GED.),R,59.86800003,R,61.49599838,,002,LTK0000429050,M,I,,"LINESTRING (133673.42799999937 455296.4173000008, 133672.8311999999 455301.73270000145, 133667.18349999934 455346.38589999825, 133662.28929999843 455381.0425999984, 133658.43200000003 455405.74430000037, 133650.8687000014 455450.11620000005, 133645.38019999862 455479.6319999993, 133640.52910000086 455504.18769999966, 133634.3590000011 455533.60339999944, 133630.16259999946 455552.7611999996, 133619.88870000094 455596.57719999924, 133613.79569999874 455620.82339999825, 133607.50759999827 455645.0210000016, 133602.27549999952 455664.32880000025, 133593.5326000005 455695.36740000173, 133586.47360000014 455719.3511000015, 133577.64079999924 455748.0282000005, 133568.53940000013 455776.5384000018, 133554.11659999937 455819.1667999998, 133544.0438000001 455847.4257999994, 133534.39130000025 455873.70529999956, 133523.72830000147 455901.58100000024, 133516.42870000005 455920.21130000055, 133508.90839999914 455938.74720000103, 133497.3898999989 455966.4494000003, 133485.51619999856 455993.99980000034, 133471.13120000064 456026.08889999986, 133447.96319999918 456075.9745000005, 133168.0373999998 456673.32389999926, 133153.0421999991 456704.94900000095, 133135.68450000137 456740.98739999905, 133120.17289999872 456772.3676000014, 133103.01460000128 456806.27219999954)"
kunstinweg_kenmerk.61,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),R,61.49599838,R,61.58599854,,002,LTK0000429051,M,I,,"LINESTRING (133681.9215000011 455206.82499999925, 133681.33460000157 455214.8306000009, 133679.21330000088 455239.74390000105, 133675.6224000007 455276.874400001, 133673.42799999937 455296.4173000008)"
kunstinweg_kenmerk.62,Brug,0,BRUG O/D LEIDSCHE RIJN,R,61.83200073,R,61.86299896,,002,LTK0000429052,M,I,,"LINESTRING (133687.5159999989 454932.58100000024, 133688.0773999989 454947.01850000024, 133688.4263000004 454963.01469999924)"
kunstinweg_kenmerk.63,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),R,59.8030014,R,59.81700134,,002,LTK0000429054,M,I,,"LINESTRING (133021.47549999878 456837.4138999991, 133028.81810000166 456823.8117999993, 133031.8436000012 456818.0108000003)"
kunstinweg_kenmerk.64,Tunnel,0,'LEIDSCHERIJN TUNNEL'(GESL.GED.),R,59.81700134,R,61.49700165,,002,LTK0000429056,M,I,,"LINESTRING (133031.8436000012 456818.0108000003, 133042.69249999896 456797.2089000009, 133069.96029999852 456743.7615999989, 133096.28130000085 456689.83889999986, 133113.46020000055 456653.7054999992, 133379.63259999827 456085.4252000004, 133407.02910000086 456026.4772000015, 133421.53069999814 455994.6226999983, 133433.64429999888 455967.1757000014, 133447.41270000115 455934.9893999994, 133459.6955000013 455904.9882999994, 133470.69959999993 455877.07930000126, 133479.60660000145 455853.7179999985, 133486.564100001 455834.9624999985, 133496.69370000064 455806.7083999999, 133510.8729000017 455765.18090000004, 133518.50580000132 455741.5934999995, 133526.00930000097 455717.7432000004, 133534.62000000104 455689.00549999997, 133541.96299999952 455663.4787000008, 133547.2848000005 455644.27589999884, 133555.04769999906 455615.29679999873, 133561.18169999868 455591.0604999997, 133569.60550000146 455555.9450000003, 133576.21049999818 455526.67599999905, 133582.40769999847 455497.3227000013, 133589.11050000042 455463.4076000005, 133594.55420000106 455433.8770999983, 133599.57429999858 455404.28730000183, 133604.8147 455370.8957000002, 133609.04309999943 455341.19220000133, 133609.3515000008 455336.1909000017, 133610.30099999905 455331.27160000056, 133614.63280000165 455296.5405000001, 133615.93510000035 455284.7851999998)"
kunstinweg_kenmerk.65,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),R,61.49700165,R,61.58000183,,002,LTK0000429058,M,I,,"LINESTRING (133615.93510000035 455284.7851999998, 133617.93659999967 455266.71869999915, 133621.35130000114 455232.2848000005, 133623.5133999996 455207.375, 133623.6035999991 455206.1616999991)"
kunstinweg_kenmerk.66,Brug,0,BRUG O/D LEIDSE REIN,R,61.8370018,R,61.86700058,,002,LTK0000429059,M,I,,"LINESTRING (133629.2613000013 454956.9512999989, 133629.17130000144 454953.89550000057, 133628.1772999987 454928.91479999945, 133628.0758999996 454926.9750000015)"
kunstinweg_kenmerk.67,Viaduct,0,VIAD.OVER VBW.q ='KP.OUDENRIJN',R,63.34000015,R,63.38000107,,002,LTK0000429060,M,I,,"LINESTRING (133255.8718000017 453528.49720000103, 133255.71220000088 453524.0212999992, 133255.7888999991 453509.02109999955, 133256.15689999983 453499.0249999985, 133256.63949999958 453489.0302999988, 133256.68329999968 453488.52050000057)"
