verkiezing;cbs_gemeentecode;gemeente;cbs_wijkcode;wijknaam;cbs_buurtcode;buurtnaam;bag_referentienummer_stembureau;stembureau_naam;partij;aantal_stemmen;stembureau_x;stembureau_y;stembureau_latitude;stembureau_longitude;wijk_x;wijk_y;wijk_latitude;wijk_longitude;buurt_x;buurt_y;buurt_latitude;buurt_longitude;woonplaats;nr_stembureau
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L11 Piratenpartij;5;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L12 50PLUS;13;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L13 De Groenen;1;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L14 Anti EU(ro) Partij;0;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L15 Liberaal Democratische Partij;0;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L16 JEZUS LEEFT;1;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L17 ikkiesvooreerlijk.eu;0;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L18 Partij voor de Dieren;37;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;L19 Aandacht en Eenvoud;0;130768;461900;52.14476;5.03320;132100;461987;52.14476;5.03320;130880;461879;52.14560;5.52647;Maarssen;1
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L1 Europese Volkspartij;91;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L2 Partij voor de Vrijheid;96;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L3 Europese Sociaaldemocraten;53;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L4 VVD;45;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L5 Democraten 66;83;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L6 GROENLINKS;23;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L 7 Socialistische Partij;59;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L8 ChristenUnie-SGP;36;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L9 Artikel50;2;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L10 IQ, de Rechten-Plichten-Partij;1;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L11 Piratenpartij;3;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L12 50PLUS;34;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L13 De Groenen;1;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L14 Anti EU(ro) Partij;1;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L15 Liberaal Democratische Partij;4;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L16 JEZUS LEEFT;1;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L17 ikkiesvooreerlijk.eu;0;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L18 Partij voor de Dieren;15;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;Woonzorgcentrum Maria Dommer;L19 Aandacht en Eenvoud;0;131158;461849;52.14432;5.03890;132100;461987;52.14432;5.03890;131117;461984;52.14560;5.52647;Maarssen;2
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L1 Europese Volkspartij;82;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L2 Partij voor de Vrijheid;106;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L3 Europese Sociaaldemocraten;61;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L4 VVD;52;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L5 Democraten 66;72;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L6 GROENLINKS;19;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L 7 Socialistische Partij;36;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L8 ChristenUnie-SGP;40;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L9 Artikel50;11;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L10 IQ, de Rechten-Plichten-Partij;0;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L11 Piratenpartij;0;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L12 50PLUS;21;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L13 De Groenen;2;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L14 Anti EU(ro) Partij;1;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L15 Liberaal Democratische Partij;5;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L16 JEZUS LEEFT;0;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L17 ikkiesvooreerlijk.eu;1;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L18 Partij voor de Dieren;22;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool de Klaroen;L19 Aandacht en Eenvoud;0;131379;462060;52.14622;5.04211;132100;461987;52.14622;5.04211;131371;462270;52.14560;5.52647;Maarssen;3
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L1 Europese Volkspartij;139;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L2 Partij voor de Vrijheid;84;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L3 Europese Sociaaldemocraten;57;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L4 VVD;92;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L5 Democraten 66;75;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L6 GROENLINKS;43;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L 7 Socialistische Partij;38;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L8 ChristenUnie-SGP;41;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L9 Artikel50;7;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L10 IQ, de Rechten-Plichten-Partij;1;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L11 Piratenpartij;6;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L12 50PLUS;20;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L13 De Groenen;1;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L14 Anti EU(ro) Partij;1;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L15 Liberaal Democratische Partij;1;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L16 JEZUS LEEFT;4;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L17 ikkiesvooreerlijk.eu;1;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L18 Partij voor de Dieren;25;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;L19 Aandacht en Eenvoud;0;131695;461473;52.14096;5.04677;132100;461987;52.14096;5.04677;131469;461697;52.14560;5.52647;Maarssen;4
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L1 Europese Volkspartij;69;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L2 Partij voor de Vrijheid;80;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L3 Europese Sociaaldemocraten;56;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L4 VVD;116;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L5 Democraten 66;169;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L6 GROENLINKS;61;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L 7 Socialistische Partij;31;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L8 ChristenUnie-SGP;14;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L9 Artikel50;5;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L10 IQ, de Rechten-Plichten-Partij;0;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L11 Piratenpartij;1;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L12 50PLUS;8;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L13 De Groenen;2;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L14 Anti EU(ro) Partij;5;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L15 Liberaal Democratische Partij;0;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L16 JEZUS LEEFT;0;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L17 ikkiesvooreerlijk.eu;0;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L18 Partij voor de Dieren;29;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;L19 Aandacht en Eenvoud;0;132159;460927;52.13607;5.05358;132100;461987;52.13607;5.05358;132071;461001;52.14560;5.52647;Maarssen;5
EP2014;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;L1 Europese Volkspartij;55;133341;459915;52.12702;5.07091;133378;460449;52.12702;5.07091;133378;460449;52.13182;5.71418;Oud Zuilen;6
EP2014;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;L2 Partij voor de Vrijheid;44;133341;459915;52.12702;5.07091;133378;460449;52.12702;5.07091;133378;460449;52.13182;5.71418;Oud Zuilen;6
EP2014;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;L3 Europese Sociaaldemocraten;44;133341;459915;52.12702;5.07091;133378;460449;52.12702;5.07091;133378;460449;52.13182;5.71418;Oud Zuilen;6
EP2014;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;L4 VVD;146;133341;459915;52.12702;5.07091;133378;460449;52.12702;5.07091;133378;460449;52.13182;5.71418;Oud Zuilen;6
