Referentiecode RDW,Code mogelijk gevaar,Mogelijk gevaar
MGP130016,ONG,Een (verkeers)ongeval met letselschade
MGP130020,ONG,Een (verkeers)ongeval met letselschade
MGP130021,TEL,Verhoogde kans op letsel bij een ongeval
MGP130022,ONG,Een (verkeers)ongeval met letselschade
MGP130024,BRA,Brand met letselschade
MGP130024,MIL,Het belasten van het milieu
MGP130025,ONG,Een (verkeers)ongeval met letselschade
MGP130026,ONG,Een (verkeers)ongeval met letselschade
MGP130028,ONG,Een (verkeers)ongeval met letselschade
MGP130029,ONG,Een (verkeers)ongeval met letselschade
MGP130030,ONG,Een (verkeers)ongeval met letselschade
MGP130031,ONG,Een (verkeers)ongeval met letselschade
MGP130032,BRA,Brand met letselschade
MGP130033,BRA,Brand met letselschade
MGP130033,MIL,Het belasten van het milieu
MGP130034,BRA,Brand met letselschade
MGP130036,ONG,Een (verkeers)ongeval met letselschade
MGP130037,TEL,Verhoogde kans op letsel bij een ongeval
MGP130040,TEL,Verhoogde kans op letsel bij een ongeval
MGP130041,BRA,Brand met letselschade
MGP130041,ONG,Een (verkeers)ongeval met letselschade
MGP130042,TEL,Verhoogde kans op letsel bij een ongeval
MGP130044,TEL,Verhoogde kans op letsel bij een ongeval
MGP130045,TEL,Verhoogde kans op letsel bij een ongeval
MGP130046,ONG,Een (verkeers)ongeval met letselschade
MGP130047,ONG,Een (verkeers)ongeval met letselschade
MGP130048,ONG,Een (verkeers)ongeval met letselschade
MGP130050,TEL,Verhoogde kans op letsel bij een ongeval
MGP130051,ONG,Een (verkeers)ongeval met letselschade
MGP130053,TEL,Verhoogde kans op letsel bij een ongeval
MGP130056,BRA,Brand met letselschade
MGP130058,ONG,Een (verkeers)ongeval met letselschade
MGP130060,ONG,Een (verkeers)ongeval met letselschade
MGP130062,TEL,Verhoogde kans op letsel bij een ongeval
MGP130068,ONG,Een (verkeers)ongeval met letselschade
MGP130069,ONG,Een (verkeers)ongeval met letselschade
MGP130071,ONG,Een (verkeers)ongeval met letselschade
MGP130072,ONG,Een (verkeers)ongeval met letselschade
MGP130073,ONG,Een (verkeers)ongeval met letselschade
MGP130074,ONG,Een (verkeers)ongeval met letselschade
MGP130075,ONG,Een (verkeers)ongeval met letselschade
MGP130076,ONG,Een (verkeers)ongeval met letselschade
MGP130077,ONG,Een (verkeers)ongeval met letselschade
MGP130078,TEL,Verhoogde kans op letsel bij een ongeval
MGP130080,ONG,Een (verkeers)ongeval met letselschade
MGP130081,ONG,Een (verkeers)ongeval met letselschade
MGP130082,ONG,Een (verkeers)ongeval met letselschade
MGP130083,TEL,Verhoogde kans op letsel bij een ongeval
MGP130084,TEL,Verhoogde kans op letsel bij een ongeval
MGP130085,ONG,Een (verkeers)ongeval met letselschade
MGP130086,BRA,Brand met letselschade
MGP130087,ONG,Een (verkeers)ongeval met letselschade
MGP130088,ONG,Een (verkeers)ongeval met letselschade
MGP130089,ONG,Een (verkeers)ongeval met letselschade
MGP130090,TEL,Verhoogde kans op letsel bij een ongeval
MGP130091,ONG,Een (verkeers)ongeval met letselschade
MGP130092,ONG,Een (verkeers)ongeval met letselschade
MGP130093,BRA,Brand met letselschade
MGP130093,MIL,Het belasten van het milieu
MGP130094,ONG,Een (verkeers)ongeval met letselschade
MGP130095,ONG,Een (verkeers)ongeval met letselschade
MGP130096,ONG,Een (verkeers)ongeval met letselschade
MGP130097,ONG,Een (verkeers)ongeval met letselschade
MGP130099,ONG,Een (verkeers)ongeval met letselschade
MGP130101,ONG,Een (verkeers)ongeval met letselschade
MGP130102,ONG,Een (verkeers)ongeval met letselschade
MGP130103,ONG,Een (verkeers)ongeval met letselschade
MGP130104,ONG,Een (verkeers)ongeval met letselschade
MGP130105,ONG,Een (verkeers)ongeval met letselschade
MGP130108,ONG,Een (verkeers)ongeval met letselschade
MGP130109,BRA,Brand met letselschade
MGP130109,TEL,Verhoogde kans op letsel bij een ongeval
MGP130111,ONG,Een (verkeers)ongeval met letselschade
MGP130112,ONG,Een (verkeers)ongeval met letselschade
MGP130114,ONG,Een (verkeers)ongeval met letselschade
MGP130115,ONG,Een (verkeers)ongeval met letselschade
MGP130116,BRA,Brand met letselschade
MGP130116,MIL,Het belasten van het milieu
MGP130117,BRA,Brand met letselschade
MGP130117,MIL,Het belasten van het milieu
MGP130117,ONG,Een (verkeers)ongeval met letselschade
MGP130118,BRA,Brand met letselschade
MGP130118,MIL,Het belasten van het milieu
MGP130118,ONG,Een (verkeers)ongeval met letselschade
MGP130119,ONG,Een (verkeers)ongeval met letselschade
MGP130120,BRA,Brand met letselschade
MGP130121,TEL,Verhoogde kans op letsel bij een ongeval
MGP130122,ONG,Een (verkeers)ongeval met letselschade
MGP130123,ONG,Een (verkeers)ongeval met letselschade
MGP130124,ONG,Een (verkeers)ongeval met letselschade
MGP130126,TEL,Verhoogde kans op letsel bij een ongeval
MGP130128,TEL,Verhoogde kans op letsel bij een ongeval
MGP130129,ONG,Een (verkeers)ongeval met letselschade
MGP130131,ONG,Een (verkeers)ongeval met letselschade
MGP130133,ONG,Een (verkeers)ongeval met letselschade
MGP130134,ONG,Een (verkeers)ongeval met letselschade
MGP130135,ONG,Een (verkeers)ongeval met letselschade
MGP130136,BRA,Brand met letselschade
MGP130136,ONG,Een (verkeers)ongeval met letselschade
MGP130137,ONG,Een (verkeers)ongeval met letselschade
MGP130138,ONG,Een (verkeers)ongeval met letselschade
MGP130139,ONG,Een (verkeers)ongeval met letselschade
MGP130140,ONG,Een (verkeers)ongeval met letselschade
MGP130141,ONG,Een (verkeers)ongeval met letselschade
MGP130142,ONG,Een (verkeers)ongeval met letselschade
MGP130143,TEL,Verhoogde kans op letsel bij een ongeval
MGP130145,BRA,Brand met letselschade
MGP130145,ONG,Een (verkeers)ongeval met letselschade
MGP130150,BRA,Brand met letselschade
MGP130151,BRA,Brand met letselschade
MGP130152,ONG,Een (verkeers)ongeval met letselschade
MGP130154,BRA,Brand met letselschade
MGP130155,BRA,Brand met letselschade
MGP130156,ONG,Een (verkeers)ongeval met letselschade
MGP130157,ONG,Een (verkeers)ongeval met letselschade
MGP130159,ONG,Een (verkeers)ongeval met letselschade
MGP130160,ONG,Een (verkeers)ongeval met letselschade
MGP130161,ONG,Een (verkeers)ongeval met letselschade
MGP130162,ONG,Een (verkeers)ongeval met letselschade
MGP130163,ONG,Een (verkeers)ongeval met letselschade
MGP130164,TEL,Verhoogde kans op letsel bij een ongeval
MGP130166,TEL,Verhoogde kans op letsel bij een ongeval
MGP130168,BRA,Brand met letselschade
MGP130168,MIL,Het belasten van het milieu
MGP130170,ONG,Een (verkeers)ongeval met letselschade
MGP130176,MIL,Het belasten van het milieu
MGP130177,ONG,Een (verkeers)ongeval met letselschade
MGP130179,ONG,Een (verkeers)ongeval met letselschade
MGP130180,ONG,Een (verkeers)ongeval met letselschade
MGP130182,ONG,Een (verkeers)ongeval met letselschade
MGP130184,ONG,Een (verkeers)ongeval met letselschade
MGP130185,ONG,Een (verkeers)ongeval met letselschade
MGP130187,ONG,Een (verkeers)ongeval met letselschade
MGP130188,ONG,Een (verkeers)ongeval met letselschade
MGP130189,ONG,Een (verkeers)ongeval met letselschade
MGP130190,ONG,Een (verkeers)ongeval met letselschade
MGP130192,ONG,Een (verkeers)ongeval met letselschade
MGP130193,BRA,Brand met letselschade
MGP130193,MIL,Het belasten van het milieu
MGP130193,ONG,Een (verkeers)ongeval met letselschade
MGP130195,BRA,Brand met letselschade
MGP130195,MIL,Het belasten van het milieu
MGP130200,ONG,Een (verkeers)ongeval met letselschade
MGP130201,ONG,Een (verkeers)ongeval met letselschade
MGP130203,ONG,Een (verkeers)ongeval met letselschade
MGP130205,TEL,Verhoogde kans op letsel bij een ongeval
MGP130206,ONG,Een (verkeers)ongeval met letselschade
MGP130210,ONG,Een (verkeers)ongeval met letselschade
MGP130211,BRA,Brand met letselschade
MGP130211,ONG,Een (verkeers)ongeval met letselschade
MGP130212,ONG,Een (verkeers)ongeval met letselschade
MGP130213,ONG,Een (verkeers)ongeval met letselschade
MGP130216,ONG,Een (verkeers)ongeval met letselschade
MGP130217,ONG,Een (verkeers)ongeval met letselschade
MGP130218,ONG,Een (verkeers)ongeval met letselschade
MGP130219,TEL,Verhoogde kans op letsel bij een ongeval
MGP140001,ONG,Een (verkeers)ongeval met letselschade
MGP140002,ONG,Een (verkeers)ongeval met letselschade
MGP140003,ONG,Een (verkeers)ongeval met letselschade
MGP140004,TEL,Verhoogde kans op letsel bij een ongeval
MGP140008,ONG,Een (verkeers)ongeval met letselschade
MGP140010,ONG,Een (verkeers)ongeval met letselschade
MGP140012,ONG,Een (verkeers)ongeval met letselschade
MGP140013,ONG,Een (verkeers)ongeval met letselschade
MGP140014,ONG,Een (verkeers)ongeval met letselschade
MGP140016,ONG,Een (verkeers)ongeval met letselschade
MGP140019,ONG,Een (verkeers)ongeval met letselschade
MGP140020,ONG,Een (verkeers)ongeval met letselschade
MGP140021,ONG,Een (verkeers)ongeval met letselschade
MGP140022,ONG,Een (verkeers)ongeval met letselschade
MGP140023,TEL,Verhoogde kans op letsel bij een ongeval
MGP140024,ONG,Een (verkeers)ongeval met letselschade
MGP140025,BRA,Brand met letselschade
MGP140028,ONG,Een (verkeers)ongeval met letselschade
MGP140029,BRA,Brand met letselschade
MGP140029,MIL,Het belasten van het milieu
MGP140030,ONG,Een (verkeers)ongeval met letselschade
MGP140031,ONG,Een (verkeers)ongeval met letselschade
MGP140032,ONG,Een (verkeers)ongeval met letselschade
MGP140034,ONG,Een (verkeers)ongeval met letselschade
MGP140035,ONG,Een (verkeers)ongeval met letselschade
MGP140038,ONG,Een (verkeers)ongeval met letselschade
MGP140039,ONG,Een (verkeers)ongeval met letselschade
MGP140040,ONG,Een (verkeers)ongeval met letselschade
MGP140041,ONG,Een (verkeers)ongeval met letselschade
MGP140043,BRA,Brand met letselschade
MGP140043,MIL,Het belasten van het milieu
MGP140043,ONG,Een (verkeers)ongeval met letselschade
MGP140044,BRA,Brand met letselschade
MGP140044,MIL,Het belasten van het milieu
MGP140044,ONG,Een (verkeers)ongeval met letselschade
MGP140045,ONG,Een (verkeers)ongeval met letselschade
MGP140046,ONG,Een (verkeers)ongeval met letselschade
MGP140047,ONG,Een (verkeers)ongeval met letselschade
MGP140052,ONG,Een (verkeers)ongeval met letselschade
MGP140053,ONG,Een (verkeers)ongeval met letselschade
MGP140054,ONG,Een (verkeers)ongeval met letselschade
MGP140056,ONG,Een (verkeers)ongeval met letselschade
MGP140058,MIL,Het belasten van het milieu
MGP140058,ONG,Een (verkeers)ongeval met letselschade
MGP140059,BRA,Brand met letselschade
MGP140060,ONG,Een (verkeers)ongeval met letselschade
MGP140061,BRA,Brand met letselschade
MGP140061,MIL,Het belasten van het milieu
MGP140061,ONG,Een (verkeers)ongeval met letselschade
MGP140064,ONG,Een (verkeers)ongeval met letselschade
MGP140068,ONG,Een (verkeers)ongeval met letselschade
MGP140070,BRA,Brand met letselschade
MGP140072,ONG,Een (verkeers)ongeval met letselschade
MGP140075,TEL,Verhoogde kans op letsel bij een ongeval
MGP140076,BRA,Brand met letselschade
MGP140077,ONG,Een (verkeers)ongeval met letselschade
MGP140078,ONG,Een (verkeers)ongeval met letselschade
MGP140080,MIL,Het belasten van het milieu
MGP140080,ONG,Een (verkeers)ongeval met letselschade
MGP140084,ONG,Een (verkeers)ongeval met letselschade
MGP140085,TEL,Verhoogde kans op letsel bij een ongeval
MGP140086,ONG,Een (verkeers)ongeval met letselschade
MGP140087,ONG,Een (verkeers)ongeval met letselschade
MGP140088,ONG,Een (verkeers)ongeval met letselschade
MGP140089,ONG,Een (verkeers)ongeval met letselschade
MGP140092,ONG,Een (verkeers)ongeval met letselschade
MGP140096,ONG,Een (verkeers)ongeval met letselschade
MGP140097,ONG,Een (verkeers)ongeval met letselschade
MGP140098,ONG,Een (verkeers)ongeval met letselschade
MGP140099,ONG,Een (verkeers)ongeval met letselschade
MGP140100,ONG,Een (verkeers)ongeval met letselschade
MGP140103,ONG,Een (verkeers)ongeval met letselschade
MGP140104,ONG,Een (verkeers)ongeval met letselschade
MGP140105,ONG,Een (verkeers)ongeval met letselschade
MGP140106,ONG,Een (verkeers)ongeval met letselschade
MGP140108,TEL,Verhoogde kans op letsel bij een ongeval
MGP140110,ONG,Een (verkeers)ongeval met letselschade
MGP140111,ONG,Een (verkeers)ongeval met letselschade
MGP140113,TEL,Verhoogde kans op letsel bij een ongeval
MGP140114,ONG,Een (verkeers)ongeval met letselschade
MGP140116,ONG,Een (verkeers)ongeval met letselschade
MGP140116,TEL,Verhoogde kans op letsel bij een ongeval
MGP140117,ONG,Een (verkeers)ongeval met letselschade
MGP140118,ONG,Een (verkeers)ongeval met letselschade
MGP140119,ONG,Een (verkeers)ongeval met letselschade
MGP140119,TEL,Verhoogde kans op letsel bij een ongeval
MGP140122,ONG,Een (verkeers)ongeval met letselschade
MGP140123,TEL,Verhoogde kans op letsel bij een ongeval
MGP140128,BRA,Brand met letselschade
MGP140129,BRA,Brand met letselschade
MGP140129,MIL,Het belasten van het milieu
MGP140129,ONG,Een (verkeers)ongeval met letselschade
MGP140130,ONG,Een (verkeers)ongeval met letselschade
MGP140132,ONG,Een (verkeers)ongeval met letselschade
MGP140133,ONG,Een (verkeers)ongeval met letselschade
MGP140135,ONG,Een (verkeers)ongeval met letselschade
MGP140138,TEL,Verhoogde kans op letsel bij een ongeval
MGP140140,ONG,Een (verkeers)ongeval met letselschade
MGP140145,ONG,Een (verkeers)ongeval met letselschade
MGP140145,TEL,Verhoogde kans op letsel bij een ongeval
MGP140150,ONG,Een (verkeers)ongeval met letselschade
MGP140151,MIL,Het belasten van het milieu
MGP140151,ONG,Een (verkeers)ongeval met letselschade
MGP140153,ONG,Een (verkeers)ongeval met letselschade
MGP140154,ONG,Een (verkeers)ongeval met letselschade
MGP140155,ONG,Een (verkeers)ongeval met letselschade
MGP140156,ONG,Een (verkeers)ongeval met letselschade
MGP140158,ONG,Een (verkeers)ongeval met letselschade
MGP140159,ONG,Een (verkeers)ongeval met letselschade
MGP140161,NNB,(Nog) niet bekend
MGP140164,ONG,Een (verkeers)ongeval met letselschade
MGP140165,TEL,Verhoogde kans op letsel bij een ongeval
MGP140166,BRA,Brand met letselschade
MGP140166,MIL,Het belasten van het milieu
MGP140167,ONG,Een (verkeers)ongeval met letselschade
MGP140170,TEL,Verhoogde kans op letsel bij een ongeval
MGP140171,ONG,Een (verkeers)ongeval met letselschade
MGP140172,ONG,Een (verkeers)ongeval met letselschade
MGP140173,TEL,Verhoogde kans op letsel bij een ongeval
MGP140178,ONG,Een (verkeers)ongeval met letselschade
MGP140179,BRA,Brand met letselschade
MGP140181,BRA,Brand met letselschade
MGP140182,ONG,Een (verkeers)ongeval met letselschade
MGP140187,ONG,Een (verkeers)ongeval met letselschade
MGP140188,TEL,Verhoogde kans op letsel bij een ongeval
MGP140190,ONG,Een (verkeers)ongeval met letselschade
MGP140191,ONG,Een (verkeers)ongeval met letselschade
MGP140191,TEL,Verhoogde kans op letsel bij een ongeval
MGP140192,ONG,Een (verkeers)ongeval met letselschade
MGP140194,ONG,Een (verkeers)ongeval met letselschade
MGP140195,ONG,Een (verkeers)ongeval met letselschade
MGP140196,BRA,Brand met letselschade
MGP140197,ONG,Een (verkeers)ongeval met letselschade
MGP140198,ONG,Een (verkeers)ongeval met letselschade
MGP140200,ONG,Een (verkeers)ongeval met letselschade
MGP140202,ONG,Een (verkeers)ongeval met letselschade
MGP140203,BRA,Brand met letselschade
MGP140203,ONG,Een (verkeers)ongeval met letselschade
MGP140204,ONG,Een (verkeers)ongeval met letselschade
MGP140205,TEL,Verhoogde kans op letsel bij een ongeval
MGP140206,ONG,Een (verkeers)ongeval met letselschade
MGP140210,ONG,Een (verkeers)ongeval met letselschade
MGP140211,ONG,Een (verkeers)ongeval met letselschade
MGP140212,ONG,Een (verkeers)ongeval met letselschade
MGP140213,BRA,Brand met letselschade
MGP140215,ONG,Een (verkeers)ongeval met letselschade
MGP140216,ONG,Een (verkeers)ongeval met letselschade
MGP140217,ONG,Een (verkeers)ongeval met letselschade
MGP140218,ONG,Een (verkeers)ongeval met letselschade
MGP140219,ONG,Een (verkeers)ongeval met letselschade
MGP140220,ONG,Een (verkeers)ongeval met letselschade
MGP140221,ONG,Een (verkeers)ongeval met letselschade
MGP140222,ONG,Een (verkeers)ongeval met letselschade
MGP140225,ONG,Een (verkeers)ongeval met letselschade
MGP140226,BRA,Brand met letselschade
MGP140228,ONG,Een (verkeers)ongeval met letselschade
MGP140229,ONG,Een (verkeers)ongeval met letselschade
MGP140231,ONG,Een (verkeers)ongeval met letselschade
MGP140232,ONG,Een (verkeers)ongeval met letselschade
MGP140233,ONG,Een (verkeers)ongeval met letselschade
MGP140234,ONG,Een (verkeers)ongeval met letselschade
MGP140235,ONG,Een (verkeers)ongeval met letselschade
MGP140236,MIL,Het belasten van het milieu
MGP140236,ONG,Een (verkeers)ongeval met letselschade
MGP140237,ONG,Een (verkeers)ongeval met letselschade
MGP140238,ONG,Een (verkeers)ongeval met letselschade
MGP140239,ONG,Een (verkeers)ongeval met letselschade
MGP140242,ONG,Een (verkeers)ongeval met letselschade
MGP140243,ONG,Een (verkeers)ongeval met letselschade
MGP140244,ONG,Een (verkeers)ongeval met letselschade
MGP140250,TEL,Verhoogde kans op letsel bij een ongeval
MGP140251,ONG,Een (verkeers)ongeval met letselschade
MGP140252,BRA,Brand met letselschade
MGP140253,BRA,Brand met letselschade
MGP140254,BRA,Brand met letselschade
MGP140255,MIL,Het belasten van het milieu
MGP140255,ONG,Een (verkeers)ongeval met letselschade
MGP140256,ONG,Een (verkeers)ongeval met letselschade
MGP140257,MIL,Het belasten van het milieu
MGP140257,ONG,Een (verkeers)ongeval met letselschade
MGP140258,ONG,Een (verkeers)ongeval met letselschade
MGP140260,ONG,Een (verkeers)ongeval met letselschade
MGP140262,TEL,Verhoogde kans op letsel bij een ongeval
MGP140263,MIL,Het belasten van het milieu
MGP140263,ONG,Een (verkeers)ongeval met letselschade
MGP140265,ONG,Een (verkeers)ongeval met letselschade
MGP140266,TEL,Verhoogde kans op letsel bij een ongeval
MGP140267,TEL,Verhoogde kans op letsel bij een ongeval
MGP140269,ONG,Een (verkeers)ongeval met letselschade
MGP140270,ONG,Een (verkeers)ongeval met letselschade
MGP140272,TEL,Verhoogde kans op letsel bij een ongeval
MGP140274,ONG,Een (verkeers)ongeval met letselschade
MGP140275,ONG,Een (verkeers)ongeval met letselschade
MGP140277,BRA,Brand met letselschade
MGP140278,TEL,Verhoogde kans op letsel bij een ongeval
MGP140279,ONG,Een (verkeers)ongeval met letselschade
MGP140280,ONG,Een (verkeers)ongeval met letselschade
MGP140281,BRA,Brand met letselschade
MGP140282,BRA,Brand met letselschade
MGP140283,BRA,Brand met letselschade
MGP140284,ONG,Een (verkeers)ongeval met letselschade
MGP140285,TEL,Verhoogde kans op letsel bij een ongeval
MGP140286,ONG,Een (verkeers)ongeval met letselschade
MGP140287,ONG,Een (verkeers)ongeval met letselschade
MGP140288,ONG,Een (verkeers)ongeval met letselschade
MGP140289,ONG,Een (verkeers)ongeval met letselschade
MGP140290,ONG,Een (verkeers)ongeval met letselschade
MGP140292,BRA,Brand met letselschade
MGP140292,MIL,Het belasten van het milieu
MGP140292,ONG,Een (verkeers)ongeval met letselschade
MGP140294,ONG,Een (verkeers)ongeval met letselschade
MGP140296,BRA,Brand met letselschade
MGP140296,ONG,Een (verkeers)ongeval met letselschade
MGP140297,BRA,Brand met letselschade
MGP140297,MIL,Het belasten van het milieu
MGP140298,TEL,Verhoogde kans op letsel bij een ongeval
MGP140300,BRA,Brand met letselschade
MGP140301,TEL,Verhoogde kans op letsel bij een ongeval
MGP140302,ONG,Een (verkeers)ongeval met letselschade
MGP140304,ONG,Een (verkeers)ongeval met letselschade
MGP140305,ONG,Een (verkeers)ongeval met letselschade
MGP140307,ONG,Een (verkeers)ongeval met letselschade
MGP140308,BRA,Brand met letselschade
MGP140309,ONG,Een (verkeers)ongeval met letselschade
MGP140310,ONG,Een (verkeers)ongeval met letselschade
MGP140311,ONG,Een (verkeers)ongeval met letselschade
MGP140313,ONG,Een (verkeers)ongeval met letselschade
MGP140315,ONG,Een (verkeers)ongeval met letselschade
MGP140316,ONG,Een (verkeers)ongeval met letselschade
MGP140317,ONG,Een (verkeers)ongeval met letselschade
MGP140318,ONG,Een (verkeers)ongeval met letselschade
MGP140319,ONG,Een (verkeers)ongeval met letselschade
MGP140321,ONG,Een (verkeers)ongeval met letselschade
MGP140322,TEL,Verhoogde kans op letsel bij een ongeval
MGP140323,ONG,Een (verkeers)ongeval met letselschade
MGP140324,ONG,Een (verkeers)ongeval met letselschade
MGP140324,TEL,Verhoogde kans op letsel bij een ongeval
