Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BCM Academy B.V.;;;;;;1;;;;1
BDO Holding B.V.;;;;;;2;;;;2
Beach Club WOW;;;;1;;;;;;1
Beach Professionals B.V.;;;;1;;;;;;1
Beachclub Copacabana B.V.;;;;1;;;;;;1
Beachclub Lemmer;;;;2;;;;;;2
Beatbuzz;;;;1;;;;;;1
Behr Groep Nederland B.V.;;;;;;2;;;;2
Belgisch Biercaf� Olivier B.V.;;;;1;;;;;;1
BenS Colors;;;;;;1;;;;1
Beratung Technologie Business serv.;;;;;;1;;;;1
Berenschot Groep B.V.;;;;;;1;;;;1
Berenschot Interim Management B.V.;;;;;;1;;;;1
Berkenplas V.O.F.;;;;1;;;;;;1
Berkman Forwarding B.V.;;;;;;;;;1;1
Beroepsver. van Professionals in Sociaal Werk;;;1;;;;;;;1
Beroepsvereniging Vide;;;;;;1;;1;;1
Bestuursacademie Nederland Opleidingen B.V.;;;;;;1;;;;1
Betam Truck & Carwash Schiphol;;;;;;;;;1;1
Beter Horen B.V.;;;1;;;;;;;1
Bierproeflokaal in de Wildeman B.V.;;;;1;;;;;;1
bij Johannes;;;;;;1;;;;1
Bij Petrus B.V.;;;;1;;;;;;1
Bij Rembrandt;;;;1;;;;;;1
BijzonderStrafrecht B.V.;;;;;;1;;;;1
Bikkels en Bolides;;;;;;;;;3;3
Bilderberg Residence Groot Heideborgh;;;;;;1;;;1;1
Biljart Vereniging De Pelikaan;;;;1;;;;;;1
Binnenzaken V.O.F.;;;;;1;;;;;1
Binn'npret;;;;1;;;;;;1
Bistro Bij Ons;;;;1;;;;;;1
Bistro Bord'o;;;;1;;;;;;1
Bistro Brasserie Het Ei Van Columbus;;;;1;;;;;;1
Bistro Het Koetshuis Enschede B.V.;;;;1;;;;;;1
Bistro Hotel het Roode Hert;;;;1;;;;;;1
Bistro 't Kannetje B.V.;;;;1;;;;;;1
bITa Center B.V.;;;;;;1;;;;1
Bite Me!;;;;1;;;;;;1
BITTI B.V.;;;;;;1;;;;1
Blad Truck- & Autobusopleidingen;;;;;;2;;;;2
Blgg Honselersdijk;;;1;;;;;;;1
Bliek Meesterbakkers;;;;1;;;;;;1
Bloemenatelier in de Roos;;;;1;;;;;;1
Bloemenhuis 'Meindert';;;;1;;;;;;1
Bloemenshop Rozeneiland;;;;1;;;;;;1
Bloemisterij Kayen;;;;1;;;;;;1
Bloemisterij 'Melia';;;;1;;;;;;1
Bloemsierkunst 't Mekkelholt;;;;1;;;;;;1
BlomBerg Society B.V.;;;;1;;;;;;1
Blond lunch & diner;;;;1;;;;;;1
BLOSSOM bloemisterij;;;;1;;;;;;1
Blue Lagoon;;;;1;;;;;;1
Bluescafe Apeldoorn B.V.;;;;1;;;;;;1
BME Opleidingen B.V.;;;;;;1;;;;1
Bo & Ro KookInstituut B.V.;;;;1;;;;;;1
Bob de Ronde en Partners;;;;;;1;;;;1
Bob de Ronde Partners;;;;;;1;;;;1
Boeketten.NL;;;;1;;;;;;1
Boels Verhuur Venlo;;;;;;;;;1;1
Boertien Vergouwen Overduin B.V.;;;;1;;2;;;;2
Bofit Burnout begeleiding en Stressmanagement;;;;;1;;;;;1
bol.com B.V.;;;;1;;;1;;;1
Bombari B.V.;;;;1;;;;;;1
Bonheur Horeca Exploitaties B.V.;;;;1;;;;;;1
Bonusan B.V.;;;;;;1;;;;1
Boogh Arbeidsre-integratie;;;1;;1;;;;;1
Boom Chicago Creative B.V.;;;;;;;;;1;1
Boom Events;;;;1;;;;;;1
Boomerang Beach;;;;1;;;;;;1
Boomsma Distilleerderij/Wijnkoperij B.V.;;;;1;;;;;;1
Boon V.O.F.;;;;1;;;;;;1
Boot Varen Den Haag;;;;1;;;;;;1
Borgo d'Aneto B.V.;;;;1;;;;;;1
Boterhal;;;;1;;;;;;1
Boterwaag Den Haag B.V.;;;;1;;;;;;1
Boulevard Caf�;;;;1;;;;;;1
Bowling- & Partycentrum Groningen B.V.;;;;1;;;;;;1
Bowling Administratie;;;;1;;;;;;1
Bowling- en Partycentrum Westerpark B.V.;;;;1;;;;;;1
Bowling Harderwijk B.V.;;;;1;;;;;;1
Bowling Hattem;;;;1;;;;;;1
Bowlingcentrum Apeldoorn B.V.;;;;1;;;1;;;1
Brabanthallen;;;;3;;;;;;3
Brand Activation +;;;;1;;;;;;1
BrandsÃ¸n, drinking bar & dining room;;;;1;;;;;;1
Bras.-Restaurant Korderijnk 'sinds 1916' B.V.;;;;1;;;;;;1
Brasilbinkie B.V.;;;;1;;;;;;1
Brasserie Bracke;;;;1;;;;;;1
Brasserie Chapter;;;;1;;;;;;1
Brasserie de Rosmolen;;;;1;;;;;;1
Brasserie Hermes B.V.;;;;2;;;;;;2
Brasserie Het Nieuwe Jachthuis B.V.;;;;1;;;;;;1
Brasserie 'Het Vliegerhuys';;;;1;;;;;;1
Brasserie in de Verleeden Tijd;;;;1;;;;;;1
Brasserie Lodge Visdonk;;;;1;;;;;;1
Brasserie Mijn Streek;;;;1;;;;;;1
Brasserie NUL76;;;;1;;;;;;1
Brasserie Park B.V.;;;;1;;;;;;1
Brasserie 't Raethuys;;;;1;;;;;;1
Brasserie 't Zusje;;;;1;;;;;;1
Brasserie 't Zusje Scheveningen B.V.;;;;1;;;;;;1
Brasserie van den Berg B.V.;;;;1;;;;;;1
Brasserie Vrienden;;;;2;;;;;;2
Brasserie Westbeer;;;;1;;;;;;1
Brasserij De Bergerrie;;;;1;;;;;;1
Break Free Fun Company;;;;1;;;;;;1
Breetveld Organisatie Adviseurs;;;1;;;;;;;1
Bret B.V.;;;;1;;;;;;1
Brezan Automaterialen Epe;;;;;;;;;1;1
Bridge Sociëteit 'Noordeinde';;;;;;1;;;;1
Bright Events;;;;1;;;1;;;1
Broei;;;;1;;;;;;1
Broeken en Maten Gemaal;;;;1;;;;;;1
Broekies Entertainment Group Bunnik;;;;;;1;;;;1
Broers;;;;1;;;;;;1
Brofa V.O.F.;;;;1;;;;;;1
Broodjeslijn;;;;1;;;;;;1
Brookhuis Reizen;;;;1;;;;;;1
Brouwhuis Breda B.V.;;;;1;;;;;;1
Brownies & downies Eindhoven;;;;1;;;;;;1
Brussee Van Dun & Partners;;;;;;1;;;;1
Brut Burger Bar;;;;1;;;;;;1
Buckshot;;;;1;;;;;;1
Buds Tolhuis NO.11;;;;1;;;;;;1
Bufkes Restaurant Plein 1992;;;;1;;;;;;1
Buikdanseres Samiera;;;;;;1;;;;1
Buitengoed Slavante;;;;1;;;;;;1
Buitengoed Uylenburg B.V.;;;;1;;;;;;1
Buitenhuis Solexverhuur;;;;1;;;;;;1
Buitenpoort Gelredome B.V.;;;;1;;;;;;1
Buon Gusto Ristorante;;;;1;;;;;;1
Buos B.V.;;;;;;;;1;;1
Bureau de Bakker;;;;1;;;;;;1
Bureau eMMe;;;;;1;;;;;1
Bureau Zuidema B.V.;;;;;;3;;;;3
Burgers & Beers;;;;1;;;;;;1
Burgundy Street B.V.;;;;1;;;;;;1
Burnside Cablepark B.V.;;;;1;;;;;;1
Buro Rood;;;;1;;2;;;;2
BuroKracht;;;;;;2;;;;2
Business Class Chauffeursdiensten;;;;;;;;;1;1
Business Class Chauffeursdiensten West B.V.;;;;;1;;;;;1
Business Continuity Institute;;;;;;;;1;;1
Businessbloemist De Lotus;;;;1;;;;;;1
BVO Opleidingen B.V.;;;;;;2;;;;2
C.I.C. Company B.V.;;;;;;1;;;;1
Cadeau Concepten B.V.;;;;1;;;;;;1
Cadeau met Smaak;;;;1;;;;;;1
Café 2005;;;;1;;;;;;1
Café Cartouche;;;;1;;;;;;1
Café De Brug;;;;1;;;;;;1
Café De Dijk B.V.;;;;1;;;;;;1
Café de Keyzer;;;;1;;;;;;1
Café De Koningen;;;;1;;;;;;1
Café De Pomerans;;;;1;;;;;;1
Café Lowietje;;;;1;;;;;;1
Café 'Pollux';;;;1;;;;;;1
Café Restaurant Dauphine;;;;;;;1;;;1
Café Restaurant Rootz B.V.;;;;1;;;1;;;1
Café Scheltema;;;;1;;;;;;1
Café 'Silversant';;;;1;;;;;;1
CafÃ© Bellevue;;;;1;;;;;;1
CafÃ© Berentsen;;;;1;;;;;;1
CafÃ© Boudewijn B.V.;;;;1;;;;;;1
CafÃ© Casino;;;;1;;;;;;1
CafÃ© Daen;;;;1;;;;;;1
CafÃ© de Bombardon;;;;1;;;;;;1
CafÃ© de Greune MÃ¨rt;;;;1;;;;;;1
CafÃ© De Hetebrij;;;;1;;;;;;1
CafÃ© 'De Potdeksel';;;;1;;;;;;1
CafÃ© het Centrum;;;;1;;;;;;1
CafÃ© It Houtsje;;;;1;;;;;;1
CafÃ© Partycentrum Hutten;;;;1;;;;;;1
CafÃ© R. Nijmeijer V.O.F.;;;;1;;;;;;1
CafÃ© Restaurant 'Schoonoord';;;;;;;1;;;1
CafÃ© Restaurant Zalencentrum Boshof;;;;1;;;;;;1
CafÃ© Royal;;;;1;;;;;;1
CafÃ© Stroop;;;;1;;;;;;1
CafÃ© 't Graefke;;;;1;;;;;;1
CafÃ© 't Pumpje;;;;1;;;;;;1
CafÃ© ''t Vonderke';;;;2;;;;;;2
CafÃ©-biljart De Pastorie;;;;1;;;;;;1
CafÃ©-Restaurant De Boschwachter;;;;1;;;;;;1
CafÃ©-Restaurant De Ringweg;;;;1;;;;;;1
CafÃ©-Restaurant ''t Koetshuis';;;;1;;;;;;1
CafÃ©-Zalen-Restaurant Het Onland B.V.;;;;1;;;;;;1
Caf� ' de Gooth ' V.O.F.;;;;1;;;;;;1
Caf� BLVD B.V.;;;;1;;;;;;1
Caf� de Bank B.V.;;;;1;;;;;;1
Caf� de BieB;;;;1;;;;;;1
Caf� de Bommel B.V.;;;;1;;;;;;1
Cafe de Korenbeurs;;;;1;;;;;;1
Caf� De Vriendschap;;;;1;;;;;;1
Cafe De Zaak;;;;1;;;;;;1
Cafe Joost;;;;1;;;;;;1
Caf� Kachel;;;;1;;;;;;1
Caf� Restaurant Central B.V.;;;;1;;;;;;1
Caf� Restaurant Courzand;;;;1;;;;;;1
Cafe Restaurant Vandaag B.V.;;;;1;;;;;;1
Caf� Samson;;;;1;;;;;;1
Cafe Zaal 't Wapen van Zundert;;;;1;;;;;;1
Cafe/Restaurant De Eeuwige Jachtvelden;;;;1;;;;;;1
Cafe-bar 'aan de haven';;;;1;;;;;;1
Caf�-Restaurant De Boschvijver B.V.;;;;1;;;;;;1
Cafe-Restaurant 'De Zwaan';;;;1;;;;;;1
Caffè Almondo;;;;1;;;;;;1
Calandborgh;;;;1;;;;;;1
CALINCOR BV;;;;;;;;;1;1
Camping De Waterval B.V.;;;;1;;;;;;1
Canes B.V.;;;;1;;;;;;1
Capartas Tours;;;;1;;;;;;1
Capgemini Educational Services B.V.;;;;;;5;;;;5
Capgemini Nederland B.V.;;;;;;1;;;;1
Capo Cucina;;;;1;;;;;;1
Capriole Coffee Café B.V.;;;;;;;;;1;1
Caribbean Customs Law Enforcement C;;;;;;;;2;;2
Carlton Beach Club;;;;;;1;;;;1
Caroni;;;;1;;;;;;1
Carrousel B.V.;;;;1;;;;;;1
Caseon;;;;;;1;;;;1
Cater King van Waas;;;;1;;;;;;1
Catering- en Partyservice J. Breet;;;;1;;;;;;1
Celonis B.V.;;;;;;1;;;;1
Centrale Wapenhandel Dorhout Mees B.V.;;;;1;;;;;;1
Centre for Generative Leadership B.V.;;;;;;1;;;;1
Centric Netherlands B.V.;;;;;;1;;;;1
Centric Training;;;;;;6;;;;6
Centropa;;;;1;;;;;;1
Centrum voor mindfulness Leiden;;;;;;1;;;;1
Cenzo B.V.;;;;;1;;;;;1
Certus arbo;;;1;;;;;;;1
C'est Si Bon B.V.;;;;1;;;;;;1
Charelli B.V.;;;;1;;;;;;1
Cheyenne Indian & Western Store;;;;1;;;;;;1
CHEZ ANTOINETTE;;;;1;;;;;;1
Chez Dick B.V.;;;;1;;;;;;1
Chin. Wok Japans Rest. Keyzer Palace Rosmalen;;;;1;;;;;;1
Chin.-Ind. Rest. Sonsbeekpaviljoen V.O.F.;;;;1;;;;;;1
China Access;;;;;;1;;;;1
China Fantasy;;;;1;;;;;;1
Chinees Indisch Restaurant Sin Jah;;;;1;;;;;;1
Chinees Indisch Restaurant Tai Soen;;;;1;;;;;;1
Chinees Indon. Specialit. Restaurant Soen Lie;;;;1;;;;;;1
CHINEES RESTAURANT LONG SING;;;;1;;;;;;1
Chinees Restaurant Wok Euroborg;;;;1;;;;;;1
Chinees Wok Restaurant Royal Palace;;;;;;;1;;;1
Chinees-Indisch Restaurant 'De Chinese Muur';;;;1;;;;;;1
Chinees-Indisch Restaurant Kota Radja;;;;1;;;;;;1
ChoX Beheer;;;;;;;1;;;1
Christelijke Hogeschool Ede;;;;;;1;;;;1
Cialona Expo B.V.;;;;;;2;;;;2
Ciao! Ciao! B.V.;;;;1;;;;;;1
CIAT headhunters;;;;;;;;3;;3
CIBIT Adviseurs/Opleiders;;;;;;2;;;;2
CIBT Netherlands;;;;;;;;;1;1
CIO Platform Nederland;;;;;;;;1;;1
CIOnet Nederland B.V.;;;;;;1;;;;1
ClaireFontaine restaurant;;;;1;;;;;;1
Clou, voor Marketing, Informatie en Research;;;;;;1;;;;1
Club Satay;;;;1;;;;;;1
CM Partners B.V.;;;;;;1;;;;1
CMJZ;;;;1;;;;;;1
CNV Connectief;2;;;;;;;;;2
Coach in' Company;;;;;;1;;;;1
CoBegeleiding;;;;;1;;;;;1
CoCo The Cocktail Company;;;;;;;1;;;1
Cocon, Commerci�le Contacten B.V.;;;;;;1;;;;1
Coding Station Brussels Sprl;;;;;;1;;;;1
Coffee Together;;;;1;;;;;;1
College of Multimedia;;;;;;1;;;;1
Combo Emonomy B.V.;;;;;;1;;;;1
Compacon Zuid Nederland B.V.;;;;1;;;;;;1
Company Webcast B.V.;;;;;;1;;;;1
Company-Coach BV;;;;;;1;;;;1
Competence Factory;;;;;;1;;;;1
Computrain Opleidingen;;;;;;2;;;;2
Condite B.V.;;;2;;1;1;;;;2
Conduite;;;;;;1;;;;1
Conferentiehotel Villa Heidebad;;;;;;;;;1;1
Conferentieoord 'De Poort' B.V.;;;;;;1;;;;1
Coniche IN consultancy & projects B.V.;;;;;;2;;;;2
Connexité;;;;;;1;;;;1
Connexxion Taxi Services B.V.;;;;;;;1;;1;1
Constructie- en Lasbedrijf Besaris B.V.;;;;1;;;;;;1
CookCook!;;;;1;;;;;;1
Co�peratie Ambulancezorg Maasvlakte UA;;;;;1;;;;;1
Cor Molenaar Consultancy B.V.;;;;;;1;;;;1
Corn.-Stone Marketing & Sales Programmes B.V.;;;;;;1;;;;1
Cornelis Bar & Kitchen B.V.;;;;1;;;;;;1
Cortenaer B.V.;;;;1;;;;;;1
Cortex B.V.;;;;;;1;;;;1
Crazy Holding;;;;1;;;;;;1
Cre Age;;;;;2;;;;;2
CS Works Re-integratie & Outplacement B.V.;;;1;;;;;;;1
CSR Centrum B.V.;;;;;1;;;;;1
Cucina Italiana;;;;1;;;;;;1
Culinair Spijzen en Dranken B.V.;;;;1;;;;;;1
Cultuurmarketing;;;;;;1;;;;1
Cuppen Psychologen;;;;1;;;;;;1
CYOS B.V.;;;;;;1;;;;1
Déhora Consultancy Group B.V.;;;;;;2;;;;2
DaddysCool;;;;1;;;;;;1
Daltons Steakhouse;;;;1;;;;;;1
Daniël Nivard Coaching;;;;;;;1;;;1
Danscentrum Dekker;;;;1;;;;;;1
Dark River Systems Inc.;;;;;;1;;;;1
DARLINGS&DEMONS;;;;1;;;;;;1
Dasjes;;;;1;;;;;;1
DataCamp Inc.;;;;;;1;;;;1
DataExpert B.V.;;;;;;4;;;;4
Dazhong B.V.;;;;1;;;;;;1
DBC ReÃ¯ntegratie B.V.;;;;;1;;;;;1
dBme;;;;1;;;;;;1
De 7 Ossen;;;;1;;;;;;1
De Argumentenfabriek Denkacademie B.V.;;;;;;1;;;;1
De Baak Administratie;;;;;;4;;;;4
De Babbel Apeldoorn B.V.;;;;1;;;;;;1
de beerse bakker;;;;1;;;;;;1
De Bekkerie;;;;1;;;;;;1
De Belgische Keizer B.V.;;;;1;;;;;;1
De Bengel Eindhoven;;;;1;;;;;;1
De Beproeving;;;;1;;;;;;1
De Bierkelder Utrecht;;;;1;;;;;;1
De Biestheuvel Horeca B.V.;;;;;;1;;;;1
De Bisschopsmolen;;;;1;;;;;;1
De Bloemerie;;;;1;;;;;;1
De Blokhut Feesten & Activiteiten;;;;1;;;;;;1
De Boerinn B.V.;;;;1;;;2;;;2
De Booij Party- en Congresarchitekten;;;;;;1;;;;1
De Bosberg;;;;1;;;;;;1
De Brenk Berg;;;;1;;;;;;1
De Bruine Boon;;;;1;;;;;;1
De Buik van Parijs;;;;1;;;;;;1
De Byzantijn;;;;1;;;;;;1
de Coendersborg' B.V.;;;;1;;;;;;1
De Corridor;;;;1;;;;;;1
De Deuderick en Assenrade;;;;1;;;;;;1
De Doofpot;;;;1;;;;;;1
De Drie Paardjes;;;;1;;;;;;1
De Drukkerij Podium B.V.;;;;1;;;;;;1
De Galan Groep B.V.;;;;;;1;;;;1
De Gezonde Zaak B.V.;;;;;2;;;;;2
De Gouden Wok Zuiderpark;;;;1;;;;;;1
De Gouverneur Maastricht B.V.;;;;1;;;;;;1
De Graaf Van Vlaanderen B.V.;;;;2;;1;;;;2
De Groene Schuur;;;;1;;;;;;1
De Harmonie B.V.;;;;1;;;;;;1
De Heeren van Maarssen B.V.;;;;1;;;;;;1
De Heksenketel;;;;;;;1;;;1
De Herberg;;;;1;;;;;;1
De Herberg Van Loon;;;;1;;;;;;1
De Herderin;;;;1;;;;;;1
De Hertenkamp Assen B.V.;;;;1;;;;;;1
De Hoeve van Nunspeet B.V.;;;;1;;;;;;1
De Juffer;;;;1;;;;;;1
De Kabath Vastgoedbeheer B.V.;;;;;;1;;;;1
De Karkol;;;;1;;;;;;1
De Kleine Engel;;;;1;;;;;;1
De Kleine Geer B.V.;;;;1;;;;;;1
De Klok Horeca Gendt;;;;1;;;;;;1
De Kloveniersdoelen B.V.;;;;1;;;;;;1
De Kookfabriek Amsterdam B.V.;;;;;;;1;;;1
De Kookfabriek Rotterdam B.V.;;;;2;;;;;;2
De Koperen Tuin B.V.;;;;1;;;;;;1
De Korenbeurs;;;;1;;;;;;1
De Kruisberg;;;;1;;;;;;1
De Lachende Koe II B.V.;;;;1;;;;;;1
De Lachende Koe VI B.V.;;;;1;;;;;;1
De Leckernij Enschede;;;;1;;;;;;1
De Limbourg Sittard B.V.;;;;1;;;;;;1
de Lind 63;;;;1;;;;;;1
De Loopbaanpraktijk;;;;;;1;;;;1
De Molen Kaatsheuvel B.V.;;;;1;;;;;;1
De Muse;;;;1;;;;;;1
De Nederlandse Boekenbon B.V.;;;;1;;;;;;1
De Nederlandse Orde van Belastingadviseurs;;;;;;2;;;;2
De Nieuwe Kracht B.V.;;;;;1;;;;;1
De Nieuwe Pauw B.V.;;;;1;;;;;;1
De Nonnen in Vught;;;;;;2;;;;2
De Oude Brandweer;;;;1;;;;;;1
De Ouzerie Spaanse tapas en Griekse mezedes;;;;1;;;;;;1
de Pannenkoekenvallei B.V.;;;;1;;;;;;1
De Pastorie;;;;1;;;;;;1
De Pauw Zalencentrum Grand Caf�;;;;1;;;;;;1
De Peer Horeca B.V.;;;;1;;;;;;1
de Persgroep Nederland B.V.;;;;2;;;;;;2
de Poort van Herle;;;;1;;;;;;1
De Poort van Kleef Utrecht B.V.;;;;1;;;;;;1
De Prins Buren V.O.F.;;;;1;;;;;;1
De Pudding;;;;2;;;;;;2
De Rede van Batavia Haven B.V.;;;;1;;;;;;1
De Reehorst' B.V.;;;;;;3;;;;3
De Rotterdam B.V.;;;;1;;;;;;1
De Ruyterhuis B.V.;;;;1;;;;;;1
De Schieter Sportprijzen;;;;1;;;;;;1
de Schulenburch;;;;1;;;;;;1
De Secretaresse Trainer;;;;;;1;;;;1
De Spits Horeca;;;;1;;;;;;1
De Stadsherberg Kampen V.O.F.;;;;1;;;;;;1
De Tombe Consultancy B.V.;;;;;;1;;;;1
De Topper B.V.;;;;1;;;;;;1
De Tuynkamer;;;;1;;;;;;1
De Twentse Cateringgroep Beheer B.V.;;;;;;;1;;;1
De Twirre;;;;1;;;;;;1
De Utrechtse Haven B.V.;;;;1;;;;;;1
De Vereniging De Jonge Balie Te Gelderland;;;;;;;;1;;1
De Vier Jaargetijden Kampen;;;;1;;;;;;1
De Viersprong B.V.;;;;1;;;;;;1
De Vrienden van de Kloosterhoeve B.V.;;;;1;;;;;;1
De Vuursche Kabouters B.V.;;;;1;;;;;;1
De Waagh 1612 Nijmegen B.V.;;;;1;;;;;;1
De Waterburcht Eelde B.V.;;;;1;;;;;;1
De Watertuin Schiedam B.V.;;;;1;;;;;;1
De Wilde Pieters;;;;2;;;;;;2
De Wilgenweard;;;;1;;;;;;1
De Winkel van Sinkel B.V.;;;;1;;;;;;1
De Wolfsberg B.V.;;;;1;;;;;;1
de Zaak;;;;1;;;;;;1
De Zakencoach;;;;;;1;;;;1
De Zoete Inval B.V.;;;;1;;;;;;1
De Zonnehoek Chr. Sch. v VSO ZMLK;;;;;1;1;;;;1
Debat.NL B.V.;;;;;;2;;;;2
Debatrix;;;;;;2;;;;2
