Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Banketbakkerij De Kruyter;1;;;;;;;;;1
Banketbakkerij De Rek;;;;;1;;;;;1
Banketbakkerij H. van der Heijden;;;;;1;;;;;1
Banketbakkerij Jansen-de Koning;;;;;1;;;;;1
Banketbakkerij Konditorei v.d. Sterre V.O.F.;1;;;;1;;;;;1
Banketbakkerij Maison Kelder B.V.;1;;;;1;;;;;1
Banketbakkerij Nijstad;1;;;;1;;;;;1
Banketbakkerij Oonk;;;;;1;;;;;1
Banketbakkerij Salverda;1;;;;1;;;;;1
Banketbakkerij Stevers B.V.;;;;;1;;;;;1
Banketbakkerij Theo Blom V.O.F.;1;;;;1;;;;;1
Banketbakkerij van Beek & Specker B.V.;1;;;;1;;;;;1
Banketbakkerij Van Dijk en Zoon;;;;;1;;;;;1
Bar Le Duc;;;;;1;;;;;1
Bar Restaurant La Vina;;;;;1;;;;;1
Bar Restaurant Pavlov B.V.;;;;;1;;;;;1
Barbarossa Beach B.V.;;;;;1;;;;;1
Barbecue Catering Nederland;;;;;1;;;;;1
Bart Strijbosch B.V.;2;1;1;1;;;3;6;;6
Bart van Vliet Freelance Fotograaf;;;;;1;;1;;;1
Basaal;;;;;1;;;;;1
Bascom Camera's B.V.;;1;;1;;;;;;1
Bavak Beveiligingsgroep B.V.;;2;;;;;1;2;;2
Bax-shop.nl B.V.;;;;;;;;1;;1
BBK Beheer B.V.;;;;1;;;;;;1
BCC elektro speciaalzaken;;;;;;;;1;;1
BCD Travel Nederland B.V.;;;;;1;;;;;1
BCN B.V.;1;;;;1;;;;;1
BDGF B.V.;;;;;1;;;;;1
Be Now;;;;;1;;;;;1
Beaumont B.V.;;;;1;;;;;;1
Beko Bakkerij Techniek B.V.;;;;;;;;1;;1
Beko-Interieurs;;;;;;;1;;;1
Belangenver. Bedrijfshulpverlening Nederland;;1;;;;;;;;1
Belarto Nederland B.V.;;;;;1;;;;;1
Beleg van Breda;1;;;;1;;;;;1
Belfleur;;;;;1;;;;;1
Belgisch Biercafé Olivier B.V.;1;;;;1;;;;;1
Bemei B.V.;;;;;;;1;;;1
Bender Delft B.V.;1;;;;;;;;;1
Bendit Isolatietechniek B.V.;;;;;;;1;;;1
Benèl B.V.;;;;;1;;;;;1
Benner Kaap Hoorn Exploitatie B.V.;;;;;1;;;;;1
Benner Via Vecchia Exploitatie B.V.;;;;;1;;;;;1
Berden Konfektie B.V.;;;;;;;;1;;1
Berendsen Textiel Service B.V.;;;1;;;;;;;1
Berenhelm B.V.;1;;;;;;;;;1
Berg Brood & Banket Service;1;;;;;;;;;1
Bergh Brandkasten B.V.;;;;;;;;1;;1
Berko Wijchen B.V.;;;;;;;;1;;1
Besselink Electro Import B.V.;;;;;;;;1;;1
Betaalvereniging Nederland;;;;;1;;;;;1
Beter Horen B.V.;;;;1;;;;;;1
Betty Blue;;;;;1;;;;;1
Beuk Touringcars;;;;;;;1;;;1
Beukeveld;;;;;1;;;;;1
Beun- de Ronde B.V.;;;;;;;;1;;1
Beurs Rotterdam N.V.;;;;;1;;;;;1
Beurtvaartadres document B.V.;;;;1;1;;;1;;1
BHV Competent;;2;;;;;;;;2
Bhv-Specialist.Nl;;1;;;;;;;;1
Biblionet B.V.;;;;;;;;1;;1
Bierens Incasso Advocaten B.V.;;;;;;;;;1;1
BigaBeer t.h.o.d.n. De Bezorgbeer Zoetermeer;1;;;;;;;;;1
Bigoli;1;;;;1;;;;;1
Bij Teus;;;;;1;;;;;1
Bij Willibrord aan tafel;;;;;1;;;;;1
Bijkantoor Dunea;;;;;;;;;1;1
Bijzondere Bedankjes;;;;;;;;1;;1
Bilderberg Grand Hotel Wientjes;;;;;2;;;;;2
Bilderberg Hotel De Keizerskroon;;;;;1;;;;;1
Binkies Food & Drinks B.V.;;;;;1;;;;;1
Biolab Research & Solutions B.V.;;;;;;;1;;;1
Bio-Rad Laboratories B.V.;;;;;;;;1;;1
BIS Bedrijfs Informatie Systemen B.V.;;;;1;;;1;1;;1
BIS Elektrotechniek B.V.;1;;;;1;;;1;;1
Bistro Chez Jacqueline;;;;;1;;;;;1
Bistro De Rotonde;;;;;1;;;;;1
Bistro De Zoete Inval V.O.F.;1;;;;;;;;;1
Bistro Tante Pietje;1;;;;;;;;;1
Bistrot de la Place;;;;;1;;;;;1
Bizasu B.V.;1;;;;;;;;;1
BKFF bas kijzers fotografie en film;;;;;1;;;;;1
BLC Winkelinventaris;;;;;;;1;;;1
bloem & styling aan de zeven alleetjes;;;;;1;;;;;1
Bloembinderij Calendula;;;;;1;;;;;1
Bloembinderij Cees Van Eijck;;;;;1;;;;;1
Bloembinderij Myosotis;;;;;1;;;;;1
Bloembinderij van der Maat;;;;;1;;;;;1
Bloemboetiek Fuchsia;;;;;1;;;;;1
Bloemdesign Rotterdam;;;;;1;;;;;1
Bloemenatelier in de Roos;;;;;1;;;;;1
Bloemenhuis 'De Narcis';;;;;2;;;;;2
Bloemenhuis Dingelstad;;;;;1;;;;;1
Bloemenhuis 'Meindert';;;;;1;;;;;1
Bloemenland;;;;;1;;;;;1
Bloemisterij Bloesem;;;;;1;;;;;1
Bloemsierkunst Anggrek;;;;;1;;;;;1
Bloemsierkunst Artisjok;;;;;1;;;;;1
Blomberg Instituut B.V.;;;;;1;;;;;1
Blomsma Signs & Safety;;;;;;;1;;;1
BLOSSOM bloemisterij;;;;;1;;;;;1
Blue Wave Trade;;;1;;;;;1;;1
BNP Paribas Leasing Solutions N.V.;;;;;;;1;;;1
Boca Kaarsen B.V.;;;;1;;;;;;1
Böcker Nederland B.V.;;1;;;;;;;;1
Boek- en Kantoorvakhandel Schipperheijn;;;;;1;;;;;1
Boekbinderij Van Dijk B.V.;;;;;1;;;1;;1
Boekhandel De Krekel;;;;;1;;;;;1
Boekrestaurat. Handboekbinderij Ellen Janssen;;;;;1;;;;;1
Boels Verhuur;;;;;;;1;;;1
Boels Verhuur Lelystad;1;;1;1;;;1;1;;1
Boerhof Projectinrichters;;;;1;;;3;1;;3
Bogaart Tuinmeubelspeciaalzaak;;;;;;;1;;;1
Bohei Agenturen;;;;;;;1;;;1
Bohms Beheer;1;;;;1;;;;;1
Bohn Stafleu Van Loghum;;;;;1;;;;;1
Boikon B.V.;;;;;;;;2;;2
Bokhoven Bouw B.V.;;;;;;;1;;;1
bol.com B.V.;1;;;;1;;1;;;1
Bolidt Kunststoftoepassing B.V.;;;;;;;1;;;1
Bolletje Winkel & Koffieschenkerij Anno 1867;;;;;1;;;;;1
Bomhof, H. Hoveniersbedrijf;;;;;;;1;;;1
Bond voor Materialenkennis;;;;;;;1;;;1
Bongo Belevenisbon;;;;;1;;;;;1
Boogaard Assurantiën B.V.;;;;;;;1;;;1
Boom Belettering & Reclame B.V.;;;;;1;;;;;1
Boom regionale uitgevers B.V.;;;;;1;;;;;1
Boom uitgevers Amsterdam B.V.;;;;;1;;;1;;1
Boom uitgevers Den Haag;;;;;2;;;;;2
Bootsma Technologies B.V.;;;;;;;1;;;1
BO-Rent B.V.;;;;;;;;1;;1
Bos Incasso B.V.;;;;;;;;;1;1
Bos Tuingereedschappen;;;;;;;;1;;1
Bosch Security Systems B.V.;;1;;;;;;;;1
Boshotel Vlodrop;;;;;1;;;;;1
Bosscher International;;;;;2;;;;;2
Bosveld Gerechtsdeurwaarders & Incasso's;;;;;;;;;1;1
Boterwaag Den Haag B.V.;1;;;;1;;;;;1
Boulevard;1;;;;;;;;;1
Bouman & van Beerendonk B.V.;;;;;;;;1;;1
Bounin Special Services;;1;;;;;;;;1
Bouquetterie Fronita;;;;;1;;;;;1
Bouter B.V.;1;;;;;;;1;;1
Bouwbedrijf De Zwart B.V.;;;;;;;1;;;1
Bouwbedrijf Salverda B.V.;;1;;;;;2;1;;2
Bouwrijk B.V.;;;;;;;1;;;1
Bouwservice Fons van der Heijden B.V.;;;;;;;3;1;;3
Bovenregionaal kantoor;;;;;;;1;;1;1
Bowa Sportprijzen en Relatiegeschenken;;;;1;;;;;;1
Bowling- en Partycentrum De Schelmse Brug;;;;;1;;;;;1
BPI Services B.V.;;1;;;;;;3;;3
bpo-axsys B.V.;;;;;;;;1;;1
Brabanthallen;1;;;;;;;;;1
Brabo Verpakking B.V.;;;;;;;;1;;1
Bragt Wonen;;;;;;;2;;;2
Bramasole Wijnen;;;;;1;;1;;;1
Brand Interieurs & Control Rooms B.V.;;;;;;;;1;;1
Branding Office Furniture B.V.;;;;;;;1;;;1
Brandprevent Applications B.V.;;;;1;;;1;;;1
Brandw. Deuren en Constr.fabr. Enschede VOF;;;;;;;1;2;;2
Brandweertrainingscentrum Kleefse Waard B.V.;;1;;;;;;;;1
Brasserie &Zo;;;;;1;;;;;1
Brasserie Buitenhof;;;;;1;;;;;1
Brasserie De Boerderij;;;;;1;;;;;1
Brasserie de Koepel;;;;;1;;;;;1
Brasserie in den Zevenden Hemel;;;;;1;;;;;1
Brasserie Ome Bernard B.V.;1;;;;;;;;;1
Brasserie Sequenza;;;;;1;;;;;1
Brasserie Soho B.V.;;;;;1;;;;;1
Brasserie 't Archief;1;;;;;;;;;1
Brasserie Waalhaven;;;;;1;;;;;1
Brasserie/Restaurant Babbilage;1;;;;1;;;;;1
Bravo-Preventie;;2;;;;;;;;2
Break Free Fun Company.;;;;;1;;;;;1
Breijer Contractonderhoud B.V.;;;;;;;1;1;;2
Breijer Geveltechniek;;;;;;;1;;;1
Bremer Kantoorcentrum B.V.;;;;;;;;1;;1
Breukel Beeld;;;;;1;;;;;1
Breur Beveiligingen B.V.;;1;;;;;;;;1
Breur IJzerhandel Vlietlaan B.V.;1;1;1;1;;;2;4;;4
Breustedt Chemie;;;;1;;;;;;1
Breutjes & Zo;1;;;;;;;;;1
Brillat-Savarin B.V.;;;;;1;;;;;1
Brinkq Professional Flooring B.V.;;;;;;;2;;;2
BrixXo Office Furniture B.V.;;;;;;;1;;;1
Brodies;;;;;1;;;;;1
Broekarts Graveerwerken V.O.F.;;;;;1;;;1;;1
Broekies Entertainment Group V.O.F.;;;;1;;;;;;1
Broken Hill, Toneel en Techniek;;;;;1;;;;;1
Brondool B.V.;;1;;1;;;1;2;;2
Brood- & Banketbakkerij Prins;1;;;;;;;;;1
Brood- en Banketbak. P. van der Linden & Zn.;;;;;1;;;;;1
Brood- en Banketbakkerij P.A. Bliek;;;;;1;;;;;1
Broodje Apart;;;;;1;;;;;1
Broodje Beekman;2;;;;;;;;;2
Broodje Du Chef;1;1;;;1;;;;;1
Broodje Groffen;1;;;;;;;;;1
Broodje van Martin;1;;;;;;;;;1
Broodje2Go;1;;;;;;;;;1
Broodjes Express B.V.;1;;;;;;;;;1
Broodjes Service Jekerdal;;;;;1;;;;;1
Broodjeslijn;1;;;;1;;;;;1
Brouwer, Kubbinga & Partners B.V.;;;;1;;;;;;1
Brownies & downieS Goirle;1;;;;;;;;;1
BRS RECLAME;;;;;1;;;;;1
Bruker AXS B.V.;;;;;;;;1;;1
Bruynzeel Storage Systems B.V.;;;;;;;2;1;;2
Bryan's Brasserie Lunchroom;;;;;1;;;;;1
BS Workspace Solutions;;;;;;;1;;;1
BSH Huishoudapparaten B.V.;;;;;;;1;1;;1
Bubbels Events & Gifts B.V.;;;;;1;;;;;1
Buckaroo B.V.;;;;;;;;;1;1
Budget Broodjes;1;;;;;;;;;1
Budgetcam;;;;;1;;;;;1
Buffet Exploitatie Laheij B.V.;;;;;1;;;;;1
Buffetrestaurant Thijs & Aafke;1;;;;;;;;;1
Buitenplaats Vaeshartelt B.V.;1;;;;1;;;;;1
Bulder International;;;;;1;;;;;1
Bumicom Telecommunicatie B.V.;;;;;;;;2;;2
BUNKER Theaterzaken B.V.;;;;;1;;;;;1
Bureau avvh;1;;;;;;1;1;;1
Bureau Veritas Industrial Services;;;;;;;;1;;1
Bureautaal B.V.;;;;;1;;;;;1
Buren Systems International B.V.;;;;;;;;1;;1
Burgman Security B.V.;;1;;;;;;;;1
Buromac B.V.;;;;;1;;;;;1
Business Art Service Nederland B.V.;;;;;1;;2;;;2
Business Graphics;;;;;2;;;1;;2
Business Marketing Services B.V.;;;;;1;;;;;1
BWT Nederland B.V.;;;;;;;;1;;1
Byloth B.V.;;;;;;;1;1;;1
C. Cure B.V.;;;;;;;1;;;1
C.L. Bos Opleidingen;;1;;;;;;;;1
C.V. La Galleria-Chicoleo Kijkduin;;;;;1;;;;;1
C.V. Techniek;;;;;;;1;;;1
Cabolicious;;;;;1;;;;;1
Cadeau Concepten B.V.;;;;;1;;;;;1
Café De Dijk B.V.;1;;;;;;;;;1
Café De Dikke;1;;;;;;;;;1
Cafe du Midi 'De Uylenburg';;;;;1;;;;;1
Café Groothuis;1;;;;;;;;;1
Café Jour de Fête;;;;;1;;;;;1
Café Luden;1;;;;;;;;;1
Cafe Reinders;1;;;;;;;;;1
Café Restaurant De Beyerd;;;;;1;;;;;1
Café Restaurant 'De Hoeve' B.V.;1;;;;;;;;;1
Café Restaurant Piet Hein B.V.;;;;;1;;;;;1
Café Restaurant Rootz B.V.;;;;;1;;;;;1
Café Restaurant van Puffelen Café Restaurant;;;;;1;;;;;1
Cafe Restaurant Vandaag B.V.;1;;;;1;;;;;1
Café Verheyden;;;;;1;;;;;1
Cafe/Restaurant De Eeuwige Jachtvelden;1;;;;;;;;;1
Café-Restaurant 'De Roskam' B.V.;;;;;1;;;;;1
Café-Restaurant De Veranda B.V.;;;;;1;;;;;1
Café-restaurant de Wits;1;;;;;;;;;1
Café-Restaurant New York Den Haag;;;;;1;;;;;1
Cafetaria Graft B.V.;;;;;1;;;;;1
Cafetaria IJssalon de Molenhoek;1;;;;;;;;;1
Cafetaria Jimmy's;1;;;;;;;;;1
Cake, Bake & Love;;;;;1;;;;;1
Calertho Bouwkunde B.V.;;2;;;;;;;;2
Calluna Tuinarchitectuur;;;;1;;;;;;1
CameraverhuurXL;;;;;;;1;;;1
Camiel Mikily B.V.;;;;;1;;;;;1
Cannock Chase B.V.;;;;;;;;;1;1
Canon Nederland;;;;;;;;1;;1
Canon Nederland N.V.;;;;;2;;1;1;;2
Cantina San Juan;1;;;;;;;;;1
Cantine Service;3;;;;;;2;1;;4
Capricorn Lijsten B.V.;;;;;;;1;;;1
Card ID Solutions;;;;;;;;1;;1
Card Vision B.V.;;;;1;1;;;1;1;1
Carel Lurvink B.V.;;;1;;;;;;;1
CarePack Holland B.V.;;;;1;;;;;;1
Cargo Holland B.V.;;;;1;;;;;;1
Carl Zeiss B.V.;;;;;;;;1;;1
Carlton Hotels Nederland B.V.;;;;;1;;;;;1
Carnavalsland;;;;;1;;;;;1
Carnegie-Stichting;;;;;2;;;;;2
Carpabizzgifts B.V.;;;;;1;;;;;1
Carpo Trainingen;;1;;;;;;;;1
CARU Containers B.V.;;;;;;1;;;;1
CARU Containers Verhuur B.V.;;;;;;1;1;;;1
Cashcontrol;;;;;;;;;1;1
Cashless Solutions;1;;;;;;;1;;1
