ID,SUBTYPE,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,POSITIONELE_NAUWKEURIGHEID_MM,NAAM,STATUS,OPPERVLAKTE
3520267,steiger,2015/10/12 08:25:54+00,G0518,'s-Gravenhage,bestaand,1,283,,,6.521
3520268,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,16.595
3520269,steiger,2015/10/12 08:25:58+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.823
3520270,steiger,2015/10/12 08:26:21+00,G0518,'s-Gravenhage,bestaand,1,283,,,121.269
3520271,steiger,2015/10/12 08:26:21+00,G0518,'s-Gravenhage,bestaand,1,283,,,0.504
3520272,steiger,2015/10/12 08:25:55+00,G0518,'s-Gravenhage,bestaand,1,283,,,2.79
3520273,steiger,2015/10/12 08:25:57+00,G0518,'s-Gravenhage,bestaand,1,283,,,1.764
3520274,steiger,2015/10/12 08:27:10+00,G0518,'s-Gravenhage,bestaand,1,283,,,2.557
3520275,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,14.175
3520276,steiger,2015/10/12 08:25:57+00,G0518,'s-Gravenhage,bestaand,1,283,,,3.374
3520277,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,7.964
3520278,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,185.759
3520280,gemaal,2022/09/26 13:47:56+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,31.13
3520282,gemaal,2022/03/30 09:50:53+00,G1892,Zuidplas,bestaand,0,283,,,3.063
3520283,steiger,2015/09/22 09:33:46+00,G1700,Twenterand,bestaand,1,283,,,13.883
3520284,steiger,2015/09/22 09:33:46+00,G1700,Twenterand,bestaand,1,283,,,12.685
3520286,stuw,2022/05/25 06:29:34+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,15.947
3520287,stuw,2022/05/24 15:25:04+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,31.908
3520290,stuw,2022/05/24 15:25:04+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,31.452
3520291,stuw,2022/03/21 15:46:15+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,21.493
3520304,gemaal,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,0,283,,,2.948
3520306,steiger,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,1,283,,,43.926
3520308,steiger,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,1,283,,,13.875
3520313,niet-bgt: ponton,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,1,283,,,415.743
3520314,gemaal,2015/07/06 12:37:31+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,4.017
3520315,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,95.037
3520316,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,419.08
3520317,steiger,2019/01/04 10:01:22+00,G0363,Amsterdam,bestaand,1,283,,,316.134
3520318,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,101.456
3520320,steiger,2019/02/20 13:27:28+00,G0479,Zaanstad,bestaand,1,283,,,26.031
3520321,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,4234.254
3520323,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.137
3520324,steiger,2022/07/13 08:03:37+00,G0518,'s-Gravenhage,bestaand,2,283,,,27.859
3520325,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,0.9
3520326,steiger,2015/10/12 08:27:26+00,G0518,'s-Gravenhage,bestaand,1,283,,,1
3520327,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.312
3520328,steiger,2015/10/12 08:27:19+00,G0518,'s-Gravenhage,bestaand,1,283,,,4.57
3520329,steiger,2015/10/12 08:25:55+00,G0518,'s-Gravenhage,bestaand,1,283,,,1.752
3520330,steiger,2015/10/12 08:25:55+00,G0518,'s-Gravenhage,bestaand,1,283,,,1.842
3520331,steiger,2015/10/12 08:26:23+00,G0518,'s-Gravenhage,bestaand,1,283,,,4.247
3520332,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.131
3520333,steiger,2015/10/12 08:25:57+00,G0518,'s-Gravenhage,bestaand,1,283,,,2.807
3520334,steiger,2015/10/12 08:26:00+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.737
3520335,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,12.917
3520336,steiger,2015/10/12 08:25:57+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.58
3520337,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.918
3520338,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,12.856
3520339,steiger,2015/10/12 08:25:57+00,G0518,'s-Gravenhage,bestaand,1,283,,,187.382
3520340,steiger,2015/10/12 08:25:58+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.517
3520341,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.232
3520343,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,12.154
3520344,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,2.465
3520345,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,33.456
3520346,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,124.042
3520347,stuw,2022/12/16 10:19:45+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,9.047
3520348,stuw,2015/05/07 12:59:00+00,G0405,,bestaand,0,283,,,6.81
3520349,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,38.717
3520350,stuw,2019/03/18 08:01:26+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,3.409
3520351,stuw,2015/05/07 12:59:00+00,G0405,,bestaand,0,283,,,6.151
3520352,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,78.994
3520356,hoogspanningsmast,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,0,283,,,21.843
3520364,stuw,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,0,283,,,4.956
3520369,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,6241.372
3520370,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,33.97
3520372,gemaal,2019/10/23 08:50:37+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,283,,,1.96
3520373,hoogspanningsmast,2018/10/02 08:22:46+00,G0599,Rotterdam,bestaand,0,283,,,4.841
3520374,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,10.022
3520376,steiger,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,1,283,,,69.714
3520378,hoogspanningsmast,2019/10/23 02:24:49+00,G0678,Kapelle,bestaand,0,283,,,1.44
3520379,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,184.532
3520380,steiger,2015/09/16 10:14:20+00,G0599,Rotterdam,bestaand,1,283,,,124.735
3520381,steiger,2015/11/16 17:11:17+00,G0502,Capelle aan den IJssel,bestaand,1,283,,,41.468
3520383,hoogspanningsmast,2015/10/16 07:18:07+00,G0505,Dordrecht,bestaand,0,283,,,314.61
3520384,steiger,2017/02/06 11:45:49+00,G0599,Rotterdam,bestaand,1,283,,,4.607
3520385,hoogspanningsmast,2017/01/25 18:17:49+00,G0855,Tilburg,bestaand,0,283,,,2.561
3520386,hoogspanningsmast,2015/10/16 07:18:07+00,G0505,Dordrecht,bestaand,0,283,,,24.267
3520387,hoogspanningsmast,2017/01/25 18:17:49+00,G0855,Tilburg,bestaand,0,283,,,12.983
3520388,gemaal,2020/02/20 03:28:31+00,W0621,Waterschap Rivierenland,bestaand,0,283,,,3.645
3520389,stuw,2020/02/12 04:08:22+00,W0621,Waterschap Rivierenland,bestaand,0,283,,,1.823
3520390,hoogspanningsmast,2017/01/25 18:17:49+00,G0855,Tilburg,bestaand,0,283,,,1.283
3520391,gemaal,2020/02/12 04:08:22+00,W0621,Waterschap Rivierenland,bestaand,0,283,,,2.027
3520392,stuw,2017/11/23 09:34:15+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,4.718
3520393,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,77.41
3520394,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,6.937
3520395,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,79.355
3520396,stuw,2020/11/19 23:53:25+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,283,,,0.096
3520397,stuw,2015/05/07 12:59:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,1.312
3520398,steiger,2015/05/07 12:59:00+00,G0405,,bestaand,1,283,,,37.958
3520399,steiger,2018/07/23 11:59:24+00,G0396,,bestaand,1,283,,,15.574
3520400,steiger,2015/11/11 08:53:04+00,G0396,,bestaand,1,283,,,7.776
3520401,steiger,2015/11/11 08:53:04+00,G0396,,bestaand,1,283,,,62.695
3520402,hoogspanningsmast,2016/12/15 16:26:14+00,G0268,Nijmegen,bestaand,0,283,,,94.719
3520403,steiger,2017/01/05 10:56:52+00,G0599,Rotterdam,bestaand,1,283,,,1.944
3520405,niet-bgt: keermuur,2016/06/21 07:05:01+00,P0025,Gelderland,bestaand,0,283,,,3.998
3520406,gemaal,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,0,283,,,2.178
3520412,hoogspanningsmast,2015/11/06 09:11:47+00,G0505,Dordrecht,bestaand,0,283,,,3.573
3520422,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,443.377
3520423,hoogspanningsmast,2019/10/23 02:24:49+00,G0678,Kapelle,bestaand,0,283,,,1.44
3520425,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,24.079
3520426,hoogspanningsmast,2019/10/23 02:24:49+00,G0678,Kapelle,bestaand,0,283,,,1.44
3520427,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,787.933
3520428,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,31.002
3520429,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,30.123
3520431,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,35.731
3520433,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,3.845
3520434,hoogspanningsmast,2018/10/02 08:22:46+00,G0599,Rotterdam,bestaand,0,283,,,4.84
3520435,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,22.784
3520436,steiger,2014/09/19 14:49:39+00,G0531,Hendrik-Ido-Ambacht,bestaand,1,283,,,10.378
3520437,steiger,2015/09/24 06:38:00+00,G0599,Rotterdam,bestaand,1,283,,,0.645
3520438,hoogspanningsmast,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,0,283,,,4.841
3520440,hoogspanningsmast,2015/10/16 07:18:07+00,G0505,Dordrecht,bestaand,0,283,,,16.77
3520442,steiger,2019/04/26 15:04:32+00,G0505,Dordrecht,bestaand,1,283,,,30.856
3520443,hoogspanningsmast,2017/01/25 18:17:49+00,G0855,Tilburg,bestaand,0,283,,,1.283
3520444,hoogspanningsmast,2017/01/25 18:17:49+00,G0855,Tilburg,bestaand,0,283,,,1.283
3520445,hoogspanningsmast,2017/07/12 14:40:50+00,G0505,Dordrecht,bestaand,0,283,,,16.281
3520446,steiger,2021/08/25 08:04:43+00,G0505,Dordrecht,bestaand,1,283,,,88.186
3520448,hoogspanningsmast,2015/10/16 07:18:07+00,G0505,Dordrecht,bestaand,0,283,,,5.553
3520451,hoogspanningsmast,2015/10/16 07:18:07+00,G0505,Dordrecht,bestaand,0,283,,,18.736
3520452,steiger,2017/03/31 06:51:04+00,G0505,Dordrecht,bestaand,1,283,,,40.01
3520453,niet-bgt: keermuur,2015/08/07 11:00:46+00,P0025,Gelderland,bestaand,0,283,,,1.312
3520454,steiger,2020/10/08 17:45:27+00,G0532,Stede Broec,bestaand,1,283,,,17.903
3520456,niet-bgt: keermuur,2014/11/06 10:09:50+00,P0025,Gelderland,bestaand,0,283,,,29.869
3520457,niet-bgt: keermuur,2015/02/17 09:55:37+00,P0025,Gelderland,bestaand,0,283,,,2.251
3520460,niet-bgt: keermuur,2015/06/03 09:18:04+00,P0025,Gelderland,bestaand,0,283,,,4.016
3520461,niet-bgt: keermuur,2021/09/01 13:18:45+00,P0025,Gelderland,bestaand,-1,283,,,24.919
3520462,niet-bgt: keermuur,2019/08/08 10:33:05+00,P0025,Gelderland,bestaand,0,283,,,2.444
3520464,stuw,2016/11/09 12:16:14+00,W0646,Waterschap Hunze en Aa's,bestaand,0,283,,,0.765
3520465,niet-bgt: keermuur,2015/02/17 09:55:37+00,P0025,Gelderland,bestaand,-1,283,,,3.62
3520467,steiger,2016/11/09 12:16:14+00,W0646,Waterschap Hunze en Aa's,bestaand,1,283,,,9.326
3520468,stuw,2020/09/08 15:08:44+00,W0646,Waterschap Hunze en Aa's,bestaand,0,283,,,0.789
3520469,steiger,2020/10/08 17:45:27+00,G0532,Stede Broec,bestaand,1,283,,,35.374
3520470,steiger,2021/01/26 10:19:47+00,G0532,Stede Broec,bestaand,1,283,,,10.927
3520474,steiger,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,1,283,,,5.927
3520477,steiger,2015/10/20 09:02:30+00,G0505,Dordrecht,bestaand,1,283,,,5.602
3520479,steiger,2015/10/20 09:02:30+00,G0505,Dordrecht,bestaand,1,283,,,48.241
3520486,stuw,2019/02/06 11:34:50+00,W0652,Waterschap Brabantse Delta,bestaand,0,283,,,1.416
3520490,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,2.501
3520491,steiger,2023/02/02 09:55:21+00,G0546,Leiden,bestaand,1,283,,,29.144
3520492,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,4.823
3520493,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,2310.193
3520494,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,40.143
3520496,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.092
3520497,gemaal,2014/10/14 11:03:30+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,3.031
3520498,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.156
3520499,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.149
3520500,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.163
3520501,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.317
3520502,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.309
3520503,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.092
3520504,steiger,2019/04/26 15:04:32+00,G0505,Dordrecht,bestaand,1,283,,,30.799
3520506,hoogspanningsmast,2017/01/25 18:17:49+00,G0855,Tilburg,bestaand,0,283,,,2.328
3520507,hoogspanningsmast,2015/10/16 07:18:07+00,G0505,Dordrecht,bestaand,0,283,,,3.141
3520508,steiger,2019/04/26 15:04:32+00,G0505,Dordrecht,bestaand,1,283,,,28.402
3520509,hoogspanningsmast,2015/10/16 07:18:07+00,G0505,Dordrecht,bestaand,0,283,,,5.618
3520511,steiger,2019/04/29 11:26:38+00,G0627,Waddinxveen,bestaand,1,283,,,82.606
3520512,gemaal,2018/10/03 14:29:03+00,W0155,"Waterschap Amstel, Gooi en Vecht",bestaand,0,283,,,38.445
3520513,steiger,2017/03/31 06:51:04+00,G0505,Dordrecht,bestaand,1,283,,,50.566
3520515,hoogspanningsmast,2017/01/25 18:17:49+00,G0855,Tilburg,bestaand,0,283,,,3.684
3520519,niet-bgt: keermuur,2021/09/01 13:18:45+00,P0025,Gelderland,bestaand,-1,283,,,24.914
3520520,niet-bgt: keermuur,2015/02/17 09:55:37+00,P0025,Gelderland,bestaand,0,283,,,2.21
3520521,niet-bgt: keermuur,2015/01/29 09:52:47+00,P0025,Gelderland,bestaand,0,283,,,5.748
3520522,niet-bgt: keermuur,2015/06/03 09:18:04+00,P0025,Gelderland,bestaand,0,283,,,6.858
3520525,steiger,2016/04/18 07:50:40+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,1,283,,,3.197
3520527,niet-bgt: keermuur,2015/06/03 09:18:04+00,P0025,Gelderland,bestaand,0,283,,,6.05
3520528,niet-bgt: keermuur,2015/03/15 13:04:55+00,P0025,Gelderland,bestaand,0,283,,,5.985
3520529,niet-bgt: keermuur,2015/06/03 09:18:04+00,P0025,Gelderland,bestaand,0,283,,,13.443
3520531,niet-bgt: keermuur,2015/06/03 09:18:04+00,P0025,Gelderland,bestaand,-1,283,,,5.264
3520532,niet-bgt: keermuur,2015/08/07 11:00:46+00,P0025,Gelderland,bestaand,0,283,,,1.563
3520541,steiger,2015/11/06 09:11:47+00,G0505,Dordrecht,bestaand,1,283,,,12.856
3520554,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.36
3520555,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.136
3520556,gemaal,2015/02/23 12:05:11+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,35.971
3520557,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.18
3520558,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.319
3520559,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.223
3520560,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.153
3520561,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.138
3520562,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.076
3520563,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.153
3520564,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.049
3520565,steiger,2015/01/30 11:49:17+00,G1892,Zuidplas,bestaand,1,283,,,17.443
3520566,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.273
3520567,steiger,2015/01/08 14:47:58+00,G1892,Zuidplas,bestaand,1,283,,,17.319
3520568,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.315
3520569,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.095
3520570,steiger,2015/01/30 11:49:17+00,G1892,Zuidplas,bestaand,1,283,,,17.531
3520571,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.174
3520572,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.071
3520573,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,236.792
3520576,steiger,2017/11/07 09:35:28+00,G0505,Dordrecht,bestaand,1,283,,,8.42
3520578,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,8.886
3520579,stuw,2017/06/09 12:41:09+00,W0664,Waterschap Drents Overijsselse Delta,bestaand,0,283,,,21.493
3520580,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,4.959
3520582,stuw,2017/06/09 12:41:09+00,W0664,Waterschap Drents Overijsselse Delta,bestaand,0,283,,,22.638
3520585,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,1.424
3520586,stuw,2017/06/09 12:41:09+00,W0664,Waterschap Drents Overijsselse Delta,bestaand,0,283,,,4.927
3520588,stuw,2016/11/29 12:00:51+00,W0636,Hoogheemraadschap De Stichtse Rijnlanden,bestaand,0,283,,,2.862
3520590,niet-bgt: keermuur,2015/08/07 11:00:46+00,P0025,Gelderland,bestaand,1,283,,,0.642
3520591,steiger,2016/07/27 12:30:17+00,L0003,Ministerie van Defensie,bestaand,1,283,,,35.506
3520592,niet-bgt: keermuur,2015/01/26 10:50:17+00,P0025,Gelderland,bestaand,0,283,,,2.483
3520593,niet-bgt: keermuur,2015/02/17 09:55:37+00,P0025,Gelderland,bestaand,0,283,,,2.392
3520594,niet-bgt: keermuur,2015/08/07 11:00:46+00,P0025,Gelderland,bestaand,1,283,,,0.706
3520596,gemaal,2015/05/22 09:44:48+00,W0662,Waterschap Vallei en Veluwe,bestaand,0,283,,,3.523
3520597,niet-bgt: keermuur,2014/11/06 10:09:50+00,P0025,Gelderland,bestaand,0,283,,,4.223
3520598,niet-bgt: keermuur,2016/06/21 07:05:01+00,P0025,Gelderland,bestaand,0,283,,,4.138
3520599,hoogspanningsmast,2016/07/27 12:30:17+00,L0003,Ministerie van Defensie,bestaand,0,283,,,46.448
3520600,niet-bgt: keermuur,2019/03/19 07:38:02+00,P0025,Gelderland,bestaand,-1,283,,,4.793
3520601,niet-bgt: keermuur,2015/06/03 09:18:04+00,P0025,Gelderland,bestaand,0,283,,,4.342
3520602,niet-bgt: keermuur,2021/07/15 07:19:21+00,P0025,Gelderland,bestaand,0,283,,,61.775
3520603,niet-bgt: keermuur,2014/10/08 07:48:56+00,P0025,Gelderland,bestaand,1,283,,,1.585
3520605,steiger,2016/07/27 12:30:17+00,L0003,Ministerie van Defensie,bestaand,0,283,,,8.939
3520606,niet-bgt: keermuur,2014/11/06 10:09:50+00,P0025,Gelderland,bestaand,0,283,,,16.763
3520607,hoogspanningsmast,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,0,283,,,1.431
3520608,steiger,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,1,283,,,23.342
3520618,gemaal,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,0,283,,,13.686
3520626,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.17
3520627,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.166
3520628,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.306
3520629,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.09
3520630,gemaal,2015/02/11 11:48:27+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,0.586
3520631,steiger,2015/01/09 15:09:42+00,G1892,Zuidplas,bestaand,1,283,,,100.369
3520632,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.136
3520633,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.1
3520634,steiger,2015/01/09 15:09:42+00,G1892,Zuidplas,bestaand,1,283,,,180.473
