Handelsnaam anonimiseerd;9530 - DEF specifiek;Eindtotaal
Bauerfeind Benelux B.V.;3;3
Bax-shop.nl B.V.;2;2
Beat It B.V.;1;1
Bechtle direct B.V.;2;2
Beckman Coulter Nederland B.V.;1;1
Becton Dickinson;1;1
BeeDirect B.V.;3;3
Beele Engineering B.V.;1;1
Belimed B.V.;2;2
Belser Conditioning B.V.;1;1
Belship B.V.;1;1
Berendsen Textiel Service B.V.;1;1
Besbo Automaterialen B.V.;1;1
Besseling Onderhoud B.V.;1;1
Best Environmental & Safety Technology B.V.;1;1
Bevaplast B.V.;1;1
Bever B.V.;1;1
Beweeg Mee B.V.;2;2
Biesheuvel Groep B.V.;1;1
Bilderberg Restaurant 'Kasteel Doorwerth';1;1
Billink B.V.;1;1
Biocheck B.V.;2;2
BiologiQ;1;1
Biomedic B.V.;1;1
Biomet 3i Netherlands B.V.;1;1
Bio-Racer;1;1
Bioventus Coöperatief UA;1;1
BIS Bedrijfs Informatie Systemen B.V.;1;1
Bite Dental;2;2
BKV Artsen Intermediair B.V.;2;2
BKV Groep B.V.;4;4
Black Box Datacom B.V.;2;2
Blickle Wielen B.V.;1;1
BNC Distributie;1;1
Bodybow HealthCare B.V.;1;1
Boekbinderij Mulder;1;1
Boekhandel Kettenis;1;1
Boels Verhuur B.V.;1;1
Boels Verhuur Nijkerk;1;1
Boerhof Projectinrichters;2;2
Bogra B.V.;1;1
Bohn Stafleu Van Loghum;1;1
Bomatho B.V.;1;1
Bombeeck Digital B.V.;1;1
Bomert Beheer B.V.;1;1
Bonjani;1;1
Boogh Arbeidsre-integratie;1;1
Boom B.V.;2;2
Boom uitgevers Amsterdam B.V.;2;2
Bos Elektro B.V.;1;1
Bosan B.V.;1;1
Bosch Rexroth B.V.;4;4
Boshotel Utrechtse Heuvelrug;1;1
Bosman;1;1
Bouwcenter Filippo B.V.;1;1
Bouwhekken Nederland B.V.;1;1
Bowling Nieuwegein B.V.;1;1
Brakel Atmos B.V.;1;1
Brammer Nederland B.V.;1;1
Bredenoord B.V.;1;1
Breukhoven B.V.;1;1
Brevo;1;1
Brilliant Technology B.V.;1;1
Brillux Benelux B.V.;1;1
Brinzy B.V.;1;1
Brocacef B.V.;5;5
Broers;1;1
Brouwer Motors B.V.;1;1
Brush HMA;1;1
BSI Group The Netherlands B.V.;1;1
Budget Rent a Car;2;2
Buhl Fijnmetaalbewerking B.V.;1;1
Buijtendijk B.V.;2;2
Bureau Veritas Industrial Services;2;2
Buveco Gasdetection B.V.;1;1
BWZ Verhuur B.V.;1;1
C. R. Bard Netherlands Sales B.V.;1;1
C.N. Rood B.V.;1;1
Cable Partners B.V.;4;4
Cablescan B.V.;1;1
Cablon Medical B.V.;3;3
Caiway;1;1
Calumet Photographic B.V.;1;1
Caparis Grafisch Centrum;1;1
Caparis N.V.;3;3
Card Vision B.V.;1;1
CareFirst B.V.;4;4
CareFusion Netherlands 238 B.V.;2;2
CareFusion Netherlands 310;2;2
CareFusion Netherlands 328 B.V.;2;2
Cargo Care Solutions B.V.;1;1
Carl Schenck Machines en Installaties B.V.;1;1
Carl Zeiss B.V.;2;2
Carnavalsland;1;1
Carrosseriefabriek Veth Arnhem B.V.;1;1
CARU Containers B.V.;4;4
Cekumed B.V.;1;1
CELECTRIC B.V.;2;2
Cemex Trescon B.V.;2;2
Central Point Nederland B.V.;2;2
Centrum '45;1;1
Centrum voor Certificatie (und) B.V.;1;1
Certichem Productions B.V.;1;1
CGG Meppel;1;1
Chemetall B.V.;2;2
Chirurgische Maatschap Vlietland Ziekenhuis;2;2
Chubb Fire & Security Amsterdam;1;1
Chubb Fire & Security B.V.;3;3
CIBG;1;1
CLB Integrated Solutions B.V.;2;2
Clinical Science Systems;1;1
CM Online B.V.;1;1
CM Telecom B.V.;1;1
C-Mark B.V.;1;1
COBBS Industries B.V.;4;4
Codan B.V.;2;2
Coloplast B.V.;1;1
Combigas B.V.;1;1
COMPAREX Nederland B.V.;2;2
Complete Store Van Dijk B.V.;3;3
Compressor Service Techniek B.V.;1;1
Condair B.V.;1;1
Condor Arnhem B.V.;1;1
Confectiefabriek 'De Berkel' B.V.;1;1
Congress & Meeting Services Holland B.V.;1;1
Conrad Electronic Benelux B.V.;2;2
Constructor Dexion Holland B.V.;3;3
ContentOne Europe B.V.;1;1
Contour Advanced Systems B.V.;3;3
Controlin B.V.;1;1
Convet B.V.;1;1
Cook Nederland B.V.;1;1
Coolblue B.V.;1;1
Coolmark B.V.;1;1
Coöp. Medisch Specialist. Bdr. St. Jansdal UA;1;1
Coöp. Medisch Specialist. Bedrijf - Amphia UA;1;1
Coöperatief Medisch Specialisten Rijnstate UA;4;4
Coöperatief MSB Alrijne UA;1;1
Copoint Electronics B.V.;5;5
Cordstrap B.V.;1;1
Corilus Veterinary B.V.;1;1
Corim Dental Products B.V.;1;1
Corlido Project Supply B.V.;2;2
Corpuls Benelux;3;3
Corpus Plus B.V.;1;1
Corrosion & Water-Control B.V.;3;3
Custers Hydraulica B.V.;1;1
CWN Spuitcabines Service & Onderhoud B.V.;1;1
D.C.H.G.(Druk Coördinatie Hans Groen) B.V.;1;1
D.D.S. Electronics Europe B.V.;1;1
D.O.R.C. Dutch Ophthalmic Research Cent. B.V.;1;1
DAF Trucks N.V.;1;1
Dalhuisen Olie B.V.;1;1
Dalmec B.V.;2;2
Damen Rubber B.V.;1;1
Damen Schelde Marine Services B.V.;1;1
Dantuma Medische Speciaalzaken;1;1
Datec;1;1
Datema-Delfzijl B.V.;1;1
Daxtrio B.V.;1;1
D-Care;1;1
DCS Marine Waterjets B.V.;2;2
De Boer Structures B.V.;2;2
De Bruin Medische Groothandel V.O.F.;1;1
De Groot Houtbewerkingsmachines B.V.;2;2
De Hoeve Multipower B.V.;2;2
De Hoogstraat Orthopedietechniek;1;1
De Jager Totaal B.V.;1;1
De Kruif Machines B.V.;1;1
De Meerpaal Beheer B.V.;1;1
De mts. van ms Het Van Weel-Bethesda Ziekenhs;1;1
De Ploeg B.V.;3;3
De Ploeg Techniek B.V.;1;1
DE REE archiefsystemen;2;2
De Ruggestee B.V.;1;1
De Wit Communicatie Techniek;1;1
De Witte Zwaan B.V.;1;1
De Wolf Maritime Safety;1;1
De ZorgIntermediair Vrije Beroepen;4;4
Deal It;1;1
Decora;1;1
Decora Bloemdecoraties;1;1
DELAIR;1;1
Delta Elektronika B.V.;1;1
Delta International Promotioneel B.V.;1;1
Delta International Uniformuitrustingen B.V.;1;1
Den Breejen & Zn. Schilderwerken B.V.;1;1
Denise Reklame in Vorm;2;2
Dentaid Benelux B.V.;1;1
Dental Union B.V.;4;4
Dentalair Consumables B.V.;6;6
Dentalair Products Nederland B.V.;1;1
Denteck B.V.;1;1
Dent-Med Materials B.V.;1;1
Dentsply Benelux B.V.;1;1
Desdemona B.V.;5;5
Dewetron Benelux B.V.;2;2
DHL International B.V.;1;1
Diepeveen Revalidatie en Verpleeghulpmiddelen;1;1
Diesel Equipment Trading B.V.;1;1
Digital Revolution B.V.;1;1
Dijkgraaf-Rijsdorp B.V.;1;1
Dijkman Electrotechniek B.V.;1;1
Dimension Data Nederland B.V.;1;1
Dirk Keijzer;1;1
Dirksen Schoonmaakartikelen B.V.;1;1
Discountoffice.nl B.V.;1;1
Display Electronics;1;1
Dispo Medical B.V.;1;1
Distrimex Pompen & Service B.V.;1;1
DJ-Matic B.V.;1;1
Djons B.V.;1;1
DNM International B.V.;2;2
DNV GL Business Assurance;4;4
Doedijns B.V.;2;2
Doornse Apotheek B.V.;1;1
Doove Care Groep B.V.;2;2
Dörr Kampen B.V.;1;1
Double Performance B.V.;1;1
Douwe Egberts Horeca;1;1
DPA Finance B.V.;3;3
Dr. Falk Pharma Benelux B.V.;1;1
Dr. Weigert Nederland;1;1
Dräger Nederland B.V.;4;4
Drie Transformatoren B.V.;1;1
Drukkerij 'De bij' B.V.;1;1
Drumarkon International B.V.;1;1
DSV Air & Sea (Rotterdam);1;1
DSV Road B.V.;1;1
DTG B.V.;1;1
Duijvelaar Pompen;1;1
Duikbedrijf Boeren B.V.;1;1
Duotent;1;1
DuSigma Holding B.V.;1;1
Dutch Boxx Golfkarton B.V.;1;1
Dutch Drone Group B.V.;1;1
Dutch Woundcare Consultant Society;1;1
Dutraco Gouda B.V.;1;1
Duvalco B.V.;1;1
Dyna Splint Europe;1;1
E.Novation B.V.;2;2
Econosto Nederland B.V.;3;3
ECR Nederland B.V.;1;1
Edialux Nederland B.V.;1;1
Eduvision B.V.;1;1
EET Europarts B.V.;1;1
Eijkelkamp Soil & Water B.V.;1;1
Eilers Handel Nederland B.V.;1;1
Eisenkolb Consumables B.V.;1;1
Elcas B.V.;1;1
Elcee Holland B.V.;1;1
Electrade;1;1
Electro-Cap Center B.V.;1;1
Electroplast B.V.;1;1
Electrostart B.V.;1;1
Elfa Elementenfabriek B.V.;5;5
Eltrex Motion B.V.;3;3
Elysee Dental Solutions B.V.;1;1
Emdamed B.V.;1;1
Emerson Process Management;1;1
Emid;1;1
Emka Nederland B.V.;1;1
EMS Benelux B.V.;2;2
Endenburg B.V.;2;2
Endomed B.V.;1;1
Endoss B.V.;1;1
Engels;5;5
ENGIE Electroproject B.V.;1;1
Enraf-Nonius B.V.;4;4
Entermed B.V.;2;2
Envico Environment Control B.V.;1;1
EPG Hydraulistics;1;1
Eppendorf Nederland B.V.;1;1
ERBE Nederland B.V.;2;2
Eriks B.V.;5;5
Esab Nederland B.V.;1;1
Essentra Components B.V.;1;1
Essilor Nederland B.V.;1;1
Eurocept B.V.;2;2
Eurofysica B.V.;1;1
Euro-Index B.V.;2;2
Europort Pharmaceuticals B.V.;1;1
Euroresins Benelux B.V.;1;1
Eurosteriel Medical B.V.;1;1
Evatec Process Systems B.V.;2;2
EVC Centrum Nederland B.V.;1;1
evenementenhekken.nl B.V.;1;1
Exalto Industrie- en Handelsonderneming B.V.;2;2
ExamVision Benelux;1;1
Excent Tandtechniek Amsterdam B.V.;2;2
Excent Tandtechniek Bergen op Zoom B.V.;2;2
Excent Tandtechniek Groningen B.V.;1;1
EXO-L B.V.;2;2
Expert Leersum;1;1
Exploitatie Maatschappij Komfort B.V.;1;1
Exploitatiemij. Grand Hotel Karel V B.V.;1;1
Expo Display Service;1;1
EyeVinci B.V.;1;1
F & L Powerrental B.V.;6;6
Fabory Nederland;1;1
Faes Cases B.V.;3;3
Faes Group B.V.;1;1
Fagron Nederland B.V.;3;3
Farmakeur;1;1
Farnell (Netherlands) B.V.;1;1
Fast Feet t.h.o.d.n. Runnersworld Hoorn;2;2
Fed. v. Gezondh.psychol. en Psychotherapeuten;1;1
Felix Trading B.V.;4;4
Festec Trade B.V.;1;1
Festo B.V.;4;4
FHI, Federatie van Technologiebranches;5;5
Fier Farma B.V.;4;4
Filmolux Benelux B.V.;1;1
Filter Service Heerenveen B.V.;1;1
Finapres Medical Systems B.V.;1;1
FindWhere B.V.;2;2
Firma S.J. van Kalsbeek en Zonen;2;2
Firma van Rooijen;1;1
Fisher Emergo B.V.;2;2
Fitness Seller;1;1
Fletcher Hotel Restaurant Nieuwegein;1;1
Flexico Technische Handelsonderneming B.V.;3;3
Flexray;2;2
Float Inflatables;1;1
Fluiconnecto B.V.;1;1
Fluke Nederland B.V.;2;2
Fokker Aerostructures B.V.;1;1
Fonq.nl B.V.;1;1
Forbo Flooring B.V.;2;2
ForceLink B.V.;1;1
Formex Medical B.V.;1;1
Foto Jan Vredenburg B.V.;1;1
Foto Van Kesteren;1;1
Foto Video Beemster B.V.;2;2
Frame Engineering B.V.;1;1
Freedom Innovations Europe B.V.;1;1
Frencken Handel en Service B.V.;1;1
Fresenius Kabi Nederland B.V.;3;3
Friand Elektrotechniek B.V.;1;1
Fries Tandtechnisch Laboratorium B.V.;1;1
Fromm Nederland B.V.;2;2
Fujifilm Medical Systems France;3;3
Future Metals LLC Europa Division;1;1
Fysio Physics Fysiotherapie B.V.;1;1
FysioSupplies B.V.;1;1
FysioTape Opleidingen B.V.;1;1
Fysiotherapie van Mierlo B.V.;1;1
G.J. Wortelboer jr. B.V.;2;2
G.M. Medical Bracing B.V.;1;1
G.M.S. Instruments;1;1
Garmin Nederland B.V.;2;2
GBN B.V.;1;1
GD Medical Pharma B.V.;1;1
GE Energy Netherlands B.V.;2;2
GE Healthcare B.V.;3;3
GEA Westfalia Separator Nederland B.V.;1;1
Gemaco B.V.;1;1
Genimedical B.V.;1;1
Geografische Boekhandel Pied à Terre B.V.;2;2
Geometius B.V.;2;2
Geopol;1;1
Georg Fischer N.V.;1;1
George In Dr Maur orthoped. Schoentechniek;1;1
Geoserve B.V.;3;3
Gerritse IJzerwaren;1;1
Getinge B.V.;3;3
Geurts Van Bergen B.V.;1;1
Geveke Werktuigbouw B.V.;2;2
Gezondheid aan huis B.V.;1;1
Gezondheidscentrum Dokter aan de Lek;1;1
GGZ inGeest Overschiestraat;1;1
GGzE;1;1
Gigalink Microwave Conn. Engineering B.V.;2;2
Gijtenbeek Utrecht B.V.;1;1
Glashandel Martin de Boer;1;1
GMC-Instruments Nederland B.V.;2;2
Goebertus Medische Instrumenten (GMI) B.V.;1;1
Goebertus Trading B.V.;1;1
Goedegebuure Slaaptechniek B.V.;4;4
Goedegebuure Tandtechniek;1;1
Govers Den Helder;2;2
Grafimedics B.V.;1;1
Greiner Bio-One B.V.;1;1
Groenendijk Microfilm- en Scanservice B.V.;1;1
Groepspraktijk De Bres;1;1
Gullimex B.V.;1;1
H & s. Cleaning B.V.;1;1
H.D. van Dijk Reinigingstechniek B.V.;2;2
H.J. van Drunen Leder en Fournituren B.V.;1;1
Haagse Transvaal en Sport Apotheek;1;1
Haar Nederland C.V.;1;1
Habia Cable B.V.;2;2
HACH;1;1
Haemonetics B.V.;6;6
Häfele Nederland B.V.;1;1
Hagro Precisie B.V.;1;1
Hako B.V.;5;5
Haltronic Electro-Installaties B.V.;4;4
Hamer B.V.;3;3
Handelmaatschappij Gooimeer B.V.;1;1
Handelsbureau Nautikaris B.V.;1;1
Handelsonderneming Pimex B.V.;1;1
Handelsonderneming Van der Blij B.V.;1;1
Hankamp Gears B.V.;1;1
Hankamp Rehab B.V.;1;1
Hanna Instruments;1;1
Hard2Get Music Entertainment;1;1
Harting B.V.;1;1
Harting-Bank B.V.;1;1
Hateha B.V.;1;1
Hatenboer-Water B.V.;2;2
Hatz-Nederland B.V.;1;1
Health Angels B.V.;1;1
Health2Work B.V.;1;1
HEBU Plus B.V.;1;1
Heidenhain Nederland B.V.;1;1
Heijnen B.V.;1;1
Heinen & Hopman Engineering B.V.;1;1
Heinen + Löwenstein Nederland B.V.;1;1
Hellermanntyton B.V.;1;1
Helloprint Benelux B.V.;1;1
Helmers Accommodatie en Interieur B.V.;1;1
Help Medical B.V.;1;1
Hemimex B.V.;4;4
Hendrik Veder Group B.V.;1;1
Henk Maas Weegschalen B.V.;2;2
Henry Schein Dental;1;1
Henry Schein Medical B.V.;1;1
Hersenletsel.nl pat.ver./m.m. niet-aang. h.l.;1;1
Hersenwerk;1;1
Herzog Medical B.V.;2;2
Het NIC B.V.;4;4
Hettich Benelux B.V.;2;2
Hiab Benelux B.V.;1;1
Hildering Packaging B.V.;1;1
HILL-ROM B.V.;1;1
Hiltex Technische Weefsels B.V.;2;2
Hilti Nederland B.V.;1;1
His Wilms Textielgroep B.V.;1;1
Hi-Tech Electronic Components B.V.;1;1
Hitma Instrumentatie B.V.;1;1
Hitma UltraPure B.V.;1;1
HKU;2;2
HMC Westeinde;2;2
Hobrand B.V.;2;2
Hoegen Fietsverhuur;1;1
Hoes Errogas Nijmegen B.V.;2;2
Hofman Elektronica;1;1
Hogrefe Uitgevers B.V.;1;1
Holland Mineraal B.V.;1;1
Holland Optical Instruments B.V.;1;1
Holland Shielding Systems B.V.;1;1
Hollandbikeshop.com B.V.;1;1
Holland-Nautic-Apeldoorn B.V.;1;1
Hologic Netherlands B.V.;1;1
Homa Pompen B.V.;1;1
Honeywell Building Solutions;1;1
Hoogduin Papierrestauratoren;2;2
Hostnet B.V.;1;1
Hotel Contact B.V.;1;1
Hotel-Café-Restaurant De Biltsche Hoek;1;1
House of Sports;1;1
Houthandel Looijmans B.V.;1;1
Hovmed B.V.;1;1
Huffels Delicatessen B.V.;1;1
Hug Engineering B.V.;1;1
Huisartsenpraktijk A.C.J. Matthee;1;1
Huisartsenpraktijk Boekel;1;1
Huisartsenpraktijk Doornspijk;1;1
Huisartsenpraktijk Harmelen/Vleuterweide;1;1
Huisartsenpraktijk Volkel;1;1
Huisartsenpraktijken Timmer Mulder;1;1
Huiswerkoefeningen Holland B.V.;1;1
Humeca B.V.;1;1
Husqvarna Nederland B.V.;1;1
Hydac B.V.;1;1
Hytech;1;1
Hytorc Nederland B.V.;2;2
I.C.S. (Industrial Cryogenic Services) B.V.;1;1
I.O.S. Boiten B.V.;1;1
IFM Electronic B.V.;1;1
I-Fourc;2;2
IHC Hytop B.V.;1;1
IJssalon Martino;1;1
IJzerhandel Staphorst B.V.;1;1
Imbema Cleton B.V.;1;1
Imhotep Medical Products B.V.;1;1
Implacom B.V.;2;2
Impromex Technics B.V.;1;1
Independent Solar Systems B.V.;1;1
Infoland;2;2
Ingenieursburo Gommer B.V.;1;1
Ingressus B.V.;2;2
Inham Hi-Safe Systems B.V.;1;1
Innoventa B.V.;6;6
Inotec Barcode Security B.V.;1;1
Inoxcon B.V.;1;1
Int. Handelsonderneming 'Explora' B.V.;2;2
Intersafe Groeneveld B.V.;2;2
Interscience B.V.;2;2
Interspiro B.V.;1;1
Interster;2;2
Intersurgical Benelux B.V.;1;1
Intronics;1;1
IPO Medical B.V.;2;2
Iris Huys;1;1
It Fits B.V.;1;1
itsme B.V.;5;5
IVA Groep B.V.;2;2
J. Doove B.V.;2;2
J.B. Hydraulics B.V.;1;1
Jaarbeurs B.V.;3;3
Jalema B.V.;2;2
James Walker Benelux B.V.;2;2
Jan van Velden & Co. B.V.;1;1
Jansen Kunststoffen B.V.;1;1
Janson Bridging Nederland B.V.;2;2
JC Janssen Consultancy B.V.;4;4
Jeka Industriële Efficiency B.V.;1;1
Jeveka B.V.;1;1
Jobarco B.V.;1;1
Joh.Th. Schulte B.V.;1;1
John Crane Holland B.V.;1;1
Johnson & Johnson Medical B.V.;4;4
Johnson Health Tech. Netherlands B.V.;1;1
Jongeneel Sittard;1;1
Jongsma Containers B.V.;6;6
Jos America Machines B.V.;2;2
Jos ten Berg's Handelmaatschappij B.V.;1;1
Jules van Noort Tandtechniek;1;1
Jungheinrich Nederland B.V.;5;5
K.M. A. Logistics and Textiles B.V.;1;1
K2-Publisher B.V.;1;1
Kabel-Zaandam B.V.;2;2
Kalibra International B.V.;1;1
Kalmar Netherlands B.V.;3;3
Karcher B.V.;2;2
Kaspers Projecten B.V.;1;1
Katje Welding B.V.;1;1
Kavo Nederland B.V.;5;5
KBBL Inspectie;1;1
Kelvion Machine Cooling B.V.;1;1
Kemper en van Twist Diesel B.V.;1;1
Kenbri Fire Fighting B.V.;7;7
Kentie Nederland B.V.;1;1
Keram. Tandtechn. Laborat. G. Scholten B.V.;2;2
KEYMUSIC Eindhoven;1;1
Keyprocessor B.V.;1;1
Keysight Technologies Netherlands B.V.;5;5
Kiwa Nederland B.V.;2;2
Klinger B.V.;1;1
Kloek Pallets Kampen B.V.;6;6
KNMP Holding B.V.;1;1
Kobatt Benelux B.V.;6;6
Kobout B.V.;5;5
Kon. Ned. Genootsch. Fysioth./Regiokant. M-N;1;1
Kon. Ned. Mij. tot Bevord. der Geneeskunst;1;1
KONE Deursystemen B.V.;1;1
Koning & Hartman B.V.;1;1
Koninkl. Ned. Mij. tot Bevord. der Tandheelk.;1;1
Koninklijke Ahrend B.V.;2;2
Koninklijke Fabrieken Posthumus B.V.;1;1
Koninklijke van der Most B.V.;1;1
Koninklijke van Gorcum B.V.;1;1
KPN B.V.;2;2
KPN Consulting B.V.;1;1
Kreisler Import B.V.;4;4
