OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,NAAM,STATUS,Shape__Area,Shape__Length
11,32ace95d382444dd9736872801f96cca,2020/11/13 13:40:10+00,L0004,Prorail,bestaand,0,gesloten verharding,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,25.85607,"25,856070",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,181712.290901,578783.3355,53.19503777,5.78689132,24.485574,283,,gerealiseerd,24.4855735,25.435693276269
12,54da48295f1b4351b1926d10e68e922d,2015/07/20 15:24:36+00,L0004,Prorail,bestaand,0,gesloten verharding,152,a,152,152_a,Kijfhoek - Meteren Aansl.,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,8.006107,"8,006107",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,109330.942641,427798.47,51.83690628,4.72457358,202.65786,283,,Actueel,202.65786,64.9144770325737
13,4173feeceda44693b5441d79a1e8ca5a,2021/03/12 08:49:26+00,L0004,Prorail,bestaand,0,gesloten verharding,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,84.279465,"84,279465",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,112571.780827,427097.77,51.83086441,4.77167941,44.695507,283,,gerealiseerd,44.695507,31.4405932994004
14,062429ec32b043e088742c8dd30b7b84,2021/03/12 08:49:26+00,L0004,Prorail,bestaand,0,gesloten verharding,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,84.279554,"84,279554",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,112570.086876,427092.6685,51.83081843,4.77165546,45.088587,283,,gerealiseerd,45.088587,31.5232614729984
15,62ad69f35e9c41ecbc664bc2cace7576,2022/04/03 15:22:56+00,L0004,Prorail,bestaand,0,gesloten verharding,507,b,507,507_b,Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,93.855969,"93,855969",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,192185.304606,443988.071,51.98304606,5.92849314,44.313524,283,,gerealiseerd,44.3135235,31.3177009912663
16,b27c593a47ab4c48a37802a133074fbd,2022/04/03 15:22:47+00,L0004,Prorail,bestaand,0,gesloten verharding,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,90.673856,"90,673856",Noord-Oost,NO,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,189088.509788,444486.5245,51.98772494,5.88346572,70.558478,283,,gerealiseerd,70.5584785,45.8479174460819
17,f5c1a1d1d3f5456789ba8ce168b829fa,2020/10/02 14:51:20+00,L0004,Prorail,bestaand,0,gesloten verharding,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.992041,"91,992041",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,190389.812886,444203.9155,51.98510343,5.90238027,59.773067,283,,gerealiseerd,59.773067,40.5671234831156
18,23c4c7e7d35d4e209f5651121d0e5ff0,2021/01/08 15:56:58+00,L0004,Prorail,bestaand,0,gesloten verharding,119,a,119,119_a,Lage Zwaluwe - Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,27.157803,"27,157803",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,105735.035,422827.737655,51.79192425,4.67311099,34.614873,283,,gerealiseerd,34.6148735,26.5010090869237
19,ab2d698385f13418e05332a1e90a9dc5,2020/07/28 11:57:36+00,L0004,Prorail,bestaand,0,gesloten verharding,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,38.42588,"38,425880",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,138330.389883,453470.055,52.06926671,5.14408471,41.735527,283,,Actueel,41.7355265,30.9452899178818
20,277b929d5ff5498ab21eb8589482f1a1,2021/04/14 12:17:01+00,L0004,Prorail,bestaand,0,gesloten verharding,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.715396,"52,715396",Randstad Noord,RN,Maarn,16,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,152468.832661,453068.5085,52.06590239,5.35029011,108.710118,283,,gerealiseerd,108.7101185,71.7126956567725
21,922bfce6ff4e44d594169ec237443dc6,2020/11/30 09:42:25+00,L0004,Prorail,bestaand,0,gesloten verharding,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,7.637811,"7,637811",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,107740.585,404788.57995,51.62996247,4.70463102,25.333805,283,,gerealiseerd,25.333805,21.4077591834858
22,bea04a6cf2d24bb6bbd2910801ed2f5a,2021/07/05 12:56:23+00,L0004,Prorail,bestaand,0,gesloten verharding,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,54.460126,"54,460126",Zuid,Z,Boxtel,23,BAAN,Brabant,BAAN,Zuid,Z,ProRail,158271.3565,386505.791463,51.46760625,5.43428035,26.37535,283,,gerealiseerd,26.3753505,21.752676377788
23,e78a7ad80b74687de0530b29a8c0c22a,2022/09/05 12:23:17+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,11.845022,"11,845022",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,140639.424372,485928.075,52.36105687,5.17638571,43.206498,283,,gerealiseerd,43.206498,31.2040773071184
24,e78a7ad80aed687de0530b29a8c0c22a,2022/09/05 12:25:33+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,4.181878,"4,181878",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,135505.119802,481030.6455,52.3168829,5.1012965,95.324674,283,,gerealiseerd,95.324674,39.9347018066694
25,b99c9b1402f74e8e86df47ea07809284,2021/01/22 19:00:38+00,L0004,Prorail,bestaand,0,gesloten verharding,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.002257,"9,002257",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,128294.459422,482951.256,52.33384155,4.99539638,32.901646,283,,gerealiseerd,32.901646,25.5962426233959
26,c9a08e00f07b4196af461c06727f78ff,2015/06/01 15:25:01+00,L0004,Prorail,bestaand,0,gesloten verharding,541,d,541,541_d,Weesp Aansl.,Mbga-Kv,Muiderberg Aansl. - Keverdijk ,202.109015,"202,109015",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,133645.162314,480221.5025,52.30954162,5.07407039,55.553598,283,,Actueel,55.553598,39.1619159130281
27,4983ea3d7056420da9399a35d37765cc,2023/02/01 06:50:49+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,40.428132,"40,428132",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,160784.2085,502710.591845,52.51204552,5.47240926,42.877177,283,,Actueel,42.8771765,31.2036172318553
28,1c6cddce0f324656b4e834eda0669a7b,2017/09/06 13:56:49+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,22.008189,"22,008189",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,149191.203953,490681.025,52.40393105,5.30184671,43.183744,283,,Actueel,43.1837435,32.1969844192796
29,e085ac60ae00436ba57a51acb66be52b,2015/06/02 08:22:05+00,L0004,Prorail,bestaand,0,gesloten verharding,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.009574,"9,009574",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,128247.512544,482874.0705,52.33314557,4.99471375,47.497879,283,,Actueel,47.497879,34.4700409622399
30,db810f0ab7ff46869e9679cff4218e70,2015/05/26 10:21:58+00,L0004,Prorail,bestaand,0,gesloten verharding,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,48.523314,"48,523314",Zuid,Z,Den Bosch,21,BAAN,Betuwe,BAAN,Zuid,Z,ProRail,148349.925,410729.598049,51.68531418,5.29103783,65.608171,283,,Actueel,65.608171,43.4672920797991
31,ab916c2dbea52578e0530b29a8c012c4,2021/05/18 07:44:40+00,L0004,Prorail,bestaand,0,gesloten verharding,158,,158,158__,Ressen = Bemmel - Zevenaar,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,95.766898,"95,766898",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,192775.734114,435147.0435,51.90354404,5.93611488,211.808424,283,,gerealiseerd,211.808424,65.6208177992034
32,0d34b804aeb644e386b5989d98d43fdc,2020/09/15 09:03:58+00,L0004,Prorail,bestaand,0,gesloten verharding,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,18.128661,"18,128661",Zuid,Z,Maastricht,26,BAAN,Limburg,BAAN,Zuid,Z,ProRail,196031.481505,322608.2395,50.89178589,5.97034233,27.053711,283,,gerealiseerd,27.053711,21.9292788784597
33,ac91d7f09e834edd893de3d5d376d0ab,2021/04/23 10:43:37+00,L0004,Prorail,bestaand,0,gesloten verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,172.054005,"172,054005",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,116124.392,493829.926541,52.43088428,4.8155926,45.510916,283,,gerealiseerd,45.5109165,31.6055787201757
34,b9b1ab6abea348f984865cbdbf603e68,2021/04/23 10:44:34+00,L0004,Prorail,bestaand,0,gesloten verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,174.428934,"174,428934",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,115327.7715,491605.873,52.41083943,4.80414317,45.546534,283,,gerealiseerd,45.546534,31.6640000718543
35,7acb10bc58ea4ff0bf4b8490d5509207,2021/04/23 10:44:44+00,L0004,Prorail,bestaand,0,gesloten verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,174.428879,"174,428879",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,115321.025,491607.26897,52.41085149,4.80404385,45.434461,283,,gerealiseerd,45.4344615,31.9052007503434
36,bb121d5692dd4ffca6261b21a6b02fa6,2020/12/18 17:35:39+00,L0004,Prorail,bestaand,0,gesloten verharding,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,15.576736,"15,576736",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,142746.8135,441897.336095,51.9653653,5.20890982,63.053082,283,,gerealiseerd,63.0530815,41.1804130719563
37,d86b216c04ea404ea3a45ac4e27a9586,2017/08/25 09:42:43+00,L0004,Prorail,bestaand,0,gesloten verharding,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.305052,"22,305052",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,91054.7745,395514.136521,51.54495345,4.46535768,16.319727,283,,Actueel,16.319727,16.8224829599416
38,1e5ffa12271347d7ae3dc98b05176f2b,2020/01/22 08:54:04+00,L0004,Prorail,bestaand,0,half verhard,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,4.850679,"4,850679",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,139008.7965,451886.468232,52.05505341,5.15405299,42.174321,283,,Actueel,42.1743205,31.0693548599353
39,d6020f752d022ad1e0530b29a8c0c683,2022/10/10 10:16:49+00,L0004,Prorail,bestaand,0,gesloten verharding,505,a,505,505_a,Amersfoort Aansl.,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,23.611487,"23,611487",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,155730.8885,464719.979173,52.17063083,5.39788743,43.15511,283,,gerealiseerd,43.1551105,31.1751293743073
40,d6020f752cca2ad1e0530b29a8c0c683,2022/02/16 09:28:28+00,L0004,Prorail,bestaand,0,gesloten verharding,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,45.218866,"45,218866",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,154572.6385,463187.674151,52.15685895,5.38095842,49.080199,283,,gerealiseerd,49.080199,35.5993394175131
41,bfa584bf98d749df8e30b0b76b34c145,2020/10/30 17:09:52+00,L0004,Prorail,bestaand,0,gesloten verharding,608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,88.415757,"88,415757",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,195107.1974,469175.913,52.20922166,5.97398862,44.232266,283,,gerealiseerd,44.232266,31.4995929568206
42,8b322d4ec64e46ee8633155cd50b9135,2021/04/23 10:42:53+00,L0004,Prorail,bestaand,0,gesloten verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,174.428973,"174,428973",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,115314.437,491608.480648,52.4108619,4.80394689,46.330103,283,,gerealiseerd,46.3301035,31.7620156964565
43,28ea32a8652841c79b3718887190867d,2020/09/11 14:58:07+00,L0004,Prorail,bestaand,0,gesloten verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,40.060736,"40,060736",Noord-Oost,NO,Gelderland,33,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,195367.712931,502070.1755,52.50482981,5.98174987,92.576741,283,,gerealiseerd,92.5767415,39.5362320791866
44,071a6bc839444f6c9e79f0443488afb9,2023/01/23 13:16:31+00,L0004,Prorail,bestaand,0,gesloten verharding,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,8.518344,"8,518344",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,116709.613953,483561.1505,52.33863805,4.82536772,49.092014,283,,gerealiseerd,49.092014,35.7649426243438
45,cf14761e3336461eb62ec1f8e6cd3aab,2020/09/11 14:59:19+00,L0004,Prorail,bestaand,0,gesloten verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,9.148613,"9,148613",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,166473.088674,506708.51,52.54788582,5.55634696,59.969776,283,,gerealiseerd,59.9697755,40.6362555703949
46,8ef3c663831f4db18278b94eb016306e,2020/09/11 14:57:35+00,L0004,Prorail,bestaand,0,gesloten verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,23.087263,"23,087263",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,180082.337825,504770.6245,52.53001415,5.75683239,92.962708,283,,gerealiseerd,92.9627075,39.7666534009956
47,30ebef040feb436a83c3cdba1b7dd1ca,2021/03/12 17:08:48+00,L0004,Prorail,bestaand,0,gesloten verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,29.198455,"29,198455",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,186128.910684,504224.24,52.52479265,5.84588457,124.928168,283,,gerealiseerd,124.9281685,44.8193793535977
48,7d7a6b16e08c4d29a9662ee8f18460f8,2020/09/11 14:58:50+00,L0004,Prorail,bestaand,0,gesloten verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,31.87778,"31,877780",Noord-Oost,NO,Gelderland,33,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,188568.966342,505296.262,52.53428243,5.88194519,59.87926,283,,gerealiseerd,59.8792595,40.6001834579346
49,f11e5f0d2f0b43bbbdee8b6e5c6674c6,2021/04/23 10:45:15+00,L0004,Prorail,bestaand,0,gesloten verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,177.392842,"177,392842",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,116373.996357,489255.3185,52.38978931,4.81978929,42.404931,283,,gerealiseerd,42.404931,31.0291088865622
50,7d84a06ea199468087b05e7c1ee74978,2021/01/22 19:00:24+00,L0004,Prorail,bestaand,0,gesloten verharding,589,d,589,589_d,Duivendrecht,Vspa-Dvaz,Venserpolder Aansl. - Duivendrecht Aansl. Zuid ,200.648353,"200,648353",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,124466.0535,481217.087448,52.31805656,4.93938698,42.506692,283,,gerealiseerd,42.5066915,31.0091644541054
51,0fc195225ac942b285c18a5bd2ff8e41,2021/04/20 12:15:07+00,L0004,Prorail,bestaand,0,gesloten verharding,514,b,514,514_b,Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,65.124481,"65,124481",Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,186815.0665,427775.166368,51.83765792,5.848824,41.34146,283,,gerealiseerd,41.34146,29.9721278586367
52,e2cabf69119646748de53480d84298b8,2021/01/08 16:32:48+00,L0004,Prorail,bestaand,0,gesloten verharding,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.476568,"69,476568",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,209899.833,375049.382591,51.36197032,6.17546744,149.225437,283,,gerealiseerd,149.225437,48.9691483829331
53,78c7e091f3c44a50b9c5a586e23652bb,2021/01/08 16:30:14+00,L0004,Prorail,bestaand,0,gesloten verharding,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,0.116583,"0,116583",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,209437.3575,375395.062587,51.36512205,6.16888087,26.305729,283,,gerealiseerd,26.3057295,21.6594597380725
54,433333c48e4845b0a51c10f55e90e835,2021/04/20 12:15:07+00,L0004,Prorail,bestaand,0,gesloten verharding,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,17.840806,"17,840806",Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,187092.767,427642.291766,51.83644771,5.85284083,51.150601,283,,Actueel,51.1506005,35.860107945636
55,d0d53156123f4097b8e55208b9cd061e,2021/04/20 12:15:07+00,L0004,Prorail,bestaand,0,half verhard,514,b,514,514_b,Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,65.155119,"65,155119",Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,186829.2875,427802.230721,51.83790037,5.84903283,230.546621,283,,Actueel,230.5466205,113.512894523742
56,35e195a6d7b4434cb35197dadc39c55b,2020/04/10 07:50:13+00,L0004,Prorail,bestaand,0,half verhard,514,b,514,514_b,Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,65.11768,"65,117680",Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,186814.1735,427768.085647,51.83759433,5.84881039,17.085442,283,,gerealiseerd,17.0854425,35.2166410620178
