FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,max_snelh,gdb_geomattr_data,shape
kantstroken_wegvak.673,Vluchtstrook,H,600420562,2021-11-01T00:00:00,237,1014,060042056220211101,KLK0008201867,L,I,3,,,"LINESTRING (138099.58139999956 479405.32979999855, 138097.76110000163 479409.1651000008, 138065.07710000128 479486.5694000013, 138061.52340000123 479494.2459000014, 138055.03029999882 479507.77320000157, 138049.46869999915 479518.85979999974, 138039.82699999958 479537.37420000136, 138032.63159999996 479550.53880000114, 138028.0870999992 479558.41270000115, 138022.90069999918 479566.97019999847, 138014.92309999838 479579.67639999837, 138007.70569999889 479590.7914999984, 137995.15670000017 479609.11520000175, 137979.80649999902 479629.8478000015, 137966.02529999986 479647.02050000057, 137956.43609999865 479658.5566999987, 137948.5956000015 479667.6568999998, 137938.64909999818 479678.8685000017, 137929.02600000054 479689.09699999914, 137922.00459999964 479696.2177999988, 137912.97089999914 479704.99329999834, 137895.26440000162 479721.3253999986, 137887.7707999982 479727.9499000013, 137875.83889999986 479738.1009000018, 137864.13709999993 479747.48580000177, 137849.14759999886 479759.0196999982, 137828.96970000118 479773.78339999914, 137808.56309999898 479787.8542999998, 137791.8984999992 479798.9129999988, 137772.8049999997 479810.9585000016, 137759.91330000013 479818.62860000134, 137750.48570000008 479823.8969999999, 137737.24010000005 479830.93769999966, 137728.32409999892 479835.4670000002, 137718.21350000054 479840.30249999836, 137704.55970000103 479846.5177000016, 137690.751600001 479852.37959999964, 137670.43549999967 479860.41750000045, 137656.33139999956 479865.5373999998, 137643.87829999998 479869.6634999998, 137624.74549999833 479875.502700001, 137603.3729000017 479881.4706000015, 137588.87170000002 479885.3082000017, 137544.47470000014 479896.38329999894)"
kantstroken_wegvak.674,Vluchtstrook,H,600420562,2021-11-01T00:00:00,1014,1185,060042056220211101,KLK0008201862,L,I,2,,,"LINESTRING (137544.47470000014 479896.38329999894, 137540.87029999867 479897.28240000084, 137496.5672999993 479909.67810000107, 137467.77230000123 479918.0962000005, 137451.5020999983 479923.2802999988, 137437.2699000016 479928.01839999855, 137412.19189999998 479936.66259999946, 137382.46079999954 479949.0011)"
kantstroken_wegvak.675,Vluchtstrook,H,600420562,2021-11-01T00:00:00,0,237,060042056220211101,KLK0008201878,L,I,2,,,"LINESTRING (138214.6143000014 479198.4635999985, 138172.84050000086 479264.05150000006, 138152.05849999934 479300.32990000024, 138132.59789999947 479335.76740000024, 138099.58139999956 479405.32979999855)"
kantstroken_wegvak.676,Vluchtstrook,H,600137758,2021-11-01T00:00:00,42,417,060013775820211101,KLK0008221951,L,I,3,,,"LINESTRING (161683.85970000178 398375.85020000115, 161641.72289999947 398327.0806000009, 161572.78390000015 398247.6875, 161546.2179000005 398217.7784000002, 161501.06159999967 398167.9675000012, 161473.95690000057 398137.6640999988, 161436.08300000057 398094.3878999986)"
kantstroken_wegvak.677,Puntstuk,H,600137758,2021-11-01T00:00:00,0,42,060013775820211101,KLK0008221965,L,I,3,,,"LINESTRING (161711.31830000132 398407.63109999895, 161683.85970000178 398375.85020000115)"
kantstroken_wegvak.678,Puntstuk,H,600137758,2021-11-01T00:00:00,417,503,060013775820211101,KLK0008221950,L,I,3,,,"LINESTRING (161436.08300000057 398094.3878999986, 161379.43820000067 398029.6634000018)"
kantstroken_wegvak.679,Vluchtstrook,H,323189012,2021-11-01T00:00:00,1614,2792,032318901220211101,KLK0008221916,R,I,3,,,"LINESTRING (161224.65590000153 396281.8702000007, 161190.71979999915 396389.2237999998, 161129.96279999986 396582.49749999866, 161088.39350000024 396715.5379999988, 161076.73900000006 396753.81109999865, 161065.58570000157 396792.22580000013, 161060.40060000122 396811.5436999984, 161055.52299999818 396830.94849999994, 161051.4274000004 396848.32829999924, 161047.1262000017 396867.85060000047, 161043.14669999853 396887.45270000026, 161039.48559999838 396907.1147999987, 161036.23919999972 396926.03350000083, 161033.1955000013 396945.8029999994, 161030.96269999817 396961.7591999993, 161028.47839999944 396981.6121000014, 161026.02569999918 397004.3407999985, 161024.24390000105 397024.2666000016, 161022.73090000078 397044.21020000055, 161021.94359999895 397057.15879999846, 161020.67460000142 397085.9642000012, 161020.19559999928 397105.9629999995, 161020.0311000012 397125.9629999995, 161020.19090000167 397145.9629999995, 161021.14950000122 397178.9959000014, 161022.1713999994 397198.97140000015, 161023.52070000023 397218.92599999905, 161025.19959999993 397238.8594000004, 161026.72830000147 397254.4043000005, 161028.95470000058 397274.2897000015, 161031.47320000082 397294.13259999827, 161034.4103000015 397314.7718999982, 161037.59270000085 397334.5333000012, 161041.14229999855 397354.21609999985, 161044.99720000103 397373.8456000015, 161049.18129999936 397393.4177000001, 161051.7265000008 397404.55480000004, 161057.63500000164 397428.4079999998)"
kantstroken_wegvak.680,Redresseerstrook,T,323189012,2021-11-01T00:00:00,1172,1614,032318901220211101,KLK0008221909,R,I,1,,,"LINESTRING (161359.08729999885 395860.809799999, 161287.96299999952 396082.6431000009, 161229.6372999996 396266.11190000176, 161224.65590000153 396281.8702000007)"
kantstroken_wegvak.681,Vluchtstrook,H,323189012,2021-11-01T00:00:00,1172,1614,032318901220211101,KLK0008221908,R,I,4,,,"LINESTRING (161359.08729999885 395860.809799999, 161287.96299999952 396082.6431000009, 161229.6372999996 396266.11190000176, 161224.65590000153 396281.8702000007)"
kantstroken_wegvak.682,Vluchtstrook,H,323189012,2021-11-01T00:00:00,0,1172,032318901220211101,KLK0008221809,R,I,3,,,"LINESTRING (161635.063000001 394728.79830000177, 161635.6587000005 394762.62150000036, 161635.65410000086 394782.59760000184, 161635.39180000126 394802.5971000008, 161634.44889999926 394833.3654999994, 161633.50409999862 394853.34319999814, 161632.31329999864 394873.3093999997, 161630.27859999985 394900.08089999855, 161628.4561999999 394919.9985000007, 161625.0753000006 394951.15769999847, 161622.58570000157 394971.0067999996, 161619.82880000025 394990.81650000066, 161616.81560000032 395010.58850000054, 161613.54710000008 395030.32290000096, 161608.35689999908 395058.73160000145, 161604.4589000009 395078.34849999845, 161600.29919999838 395097.91160000116, 161595.86609999835 395117.4188000001, 161589.29809999838 395144.1977000013, 161584.23710000142 395163.5472000018, 161578.9354000017 395182.83199999854, 161572.43580000103 395205.22250000015, 161566.5837999992 395224.3315999992, 161560.49599999934 395243.38489999995, 161542.30889999866 395297.4395000003, 161523.43079999834 395354.3924999982, 161458.04450000077 395554.7104000002, 161370.08830000088 395826.49819999933, 161359.08729999885 395860.809799999)"
kantstroken_wegvak.683,Vluchtstrook,H,600137759,2021-11-01T00:00:00,348,3493,060013775920211101,KLK0008221885,L,I,3,,,"LINESTRING (161170.63430000097 397752.1550000012, 161168.35200000182 397748.23110000044, 161158.63369999826 397730.7487999983, 161147.64299999923 397710.23050000146, 161138.69830000028 397692.8055000007, 161125.42210000008 397665.6689000018, 161116.98589999974 397647.53390000015, 161108.84259999916 397629.2659999989, 161098.25569999963 397604.2131000012, 161090.80050000176 397585.66970000044, 161083.6436999999 397566.9873000011, 161076.78510000184 397548.1992000006, 161071.75519999862 397533.8528999984, 161065.42320000008 397514.8660000004, 161059.4114000015 397495.79089999944, 161053.6772999987 397476.62790000066, 161048.3322999999 397457.6191000007, 161043.22019999847 397438.2670999989, 161038.44790000096 397418.8407999985, 161033.97239999846 397399.3476999998, 161029.78909999877 397379.7890000008, 161024.27760000154 397351.2067999989, 161020.8473000005 397331.4990000017, 161017.28559999913 397308.52589999884, 161014.5073999986 397288.73490000144, 161012.04789999872 397268.8850999996, 161010.29710000008 397252.90989999846, 161008.4197999984 397232.99010000005, 161006.15469999984 397202.05150000006, 161005.1085000001 397182.0738000013, 161004.47659999877 397165.37370000035, 161004.01350000128 397145.3735000007, 161003.86520000175 397125.3740000017, 161003.9178000018 397113.27710000053, 161004.2965000011 397093.2699000016, 161004.9871999994 397073.2813999988, 161005.9776000008 397053.30519999936, 161007.16809999943 397035.1372999996, 161008.76399999857 397015.1944999993, 161010.6715000011 396995.2857000008, 161012.33410000056 396980.3183999993, 161014.817400001 396960.47019999847, 161017.6154000014 396940.6656000018, 161021.0945999995 396918.65399999917, 161024.56219999865 396898.9706000015, 161028.33089999855 396879.3269999996, 161032.41369999945 396859.74810000136, 161037.24419999868 396838.3577999994, 161041.95800000057 396818.9230000004, 161046.97019999847 396799.560800001, 161053.11279999837 396777.4032999985, 161058.76359999925 396758.21240000054, 161070.67859999835 396720.0282000005, 161077.9166000001 396697.69530000165, 161096.875500001 396640.7663999982, 161112.9886999987 396591.0533000007, 161181.47819999978 396373.37999999896, 161229.873399999 396220.5064000003, 161289.9012000002 396032.1568999998, 161341.20120000094 395872.22509999946, 161424.94629999995 395612.8887999989, 161543.21119999886 395249.753800001, 161549.17709999904 395230.66380000114, 161558.14189999923 395201.059799999, 161563.72470000014 395181.8607000001, 161569.05050000176 395162.5828000009, 161576.7659999989 395132.68840000033, 161581.12559999898 395114.5694999993, 161585.53929999843 395095.0612999983, 161589.6922999993 395075.4968999997, 161595.2928000018 395047.0667000003, 161598.8429000005 395027.38430000097, 161602.06929999962 395007.9508999996, 161605.0898000002 394988.17859999835, 161607.83570000157 394968.3680000007, 161610.43189999834 394947.5491999984, 161612.6325000003 394927.66739999875, 161614.57779999822 394907.7622000016, 161615.88430000097 394892.4968999997, 161617.34939999878 394872.5469999984, 161618.5289000012 394852.9076000005, 161619.4781000018 394832.9166000001, 161620.13760000095 394812.92599999905, 161620.5447999984 394792.93019999936, 161620.68459999934 394772.92870000005, 161620.40289999917 394744.38489999995, 161619.93499999866 394726.27760000154)"
kantstroken_wegvak.912,Vluchtstrook,H,359043014,2021-12-01T00:00:00,43,220,035904301420211201,KLK0008257032,L,I,3,,,"LINESTRING (179731.36769999936 321807.1732000001, 179778.56639999896 321937.78880000114, 179790.19420000166 321969.5934999995, 179791.7798999995 321973.5414999984)"
kantstroken_wegvak.684,Vluchtstrook,H,600137760,2021-11-01T00:00:00,0,1663,060013776020211101,KLK0008221969,L,I,3,,,"LINESTRING (162914.41550000012 399849.9589000009, 162857.9811999984 399776.54879999906, 162808.87319999933 399713.3949000016, 162763.41310000047 399655.55160000175, 162713.65210000053 399592.90949999914, 162666.05420000106 399533.6607999988, 162619.5212999992 399476.2868000008, 162569.24549999833 399415.0832000002, 162518.17689999938 399353.50290000066, 162461.56549999863 399285.94029999897, 162358.22549999878 399163.78830000013, 162237.8000999987 399021.75129999965, 162143.8317000009 398911.40349999815, 162049.71759999916 398801.2109000012, 161939.20169999823 398672.2003999986, 161879.3852000013 398602.5516999997, 161866.09699999914 398587.60240000114, 161861.44260000065 398581.78449999914, 161852.03649999946 398570.8728)"
kantstroken_wegvak.685,Vluchtstrook,H,600448394,2021-09-01T00:00:00,906,937,060044839420210901,KLK0007720626,L,I,2,,,"LINESTRING (124261.13329999894 479224.6710000001, 124245.99399999902 479251.3344999999)"
kantstroken_wegvak.686,Vluchtstrook,T,600448394,2021-09-01T00:00:00,334,906,060044839420210901,KLK0007720623,L,I,1,,,"LINESTRING (124526.71979999915 478718.1801000014, 124502.58729999885 478765.6207999997, 124484.88659999892 478801.498300001, 124457.1053000018 478855.9497000016, 124429.87970000133 478909.2104000002, 124402.97150000185 478961.99489999935, 124380.74639999866 479005.33370000124, 124372.80889999866 479019.93879999965, 124352.01260000095 479060.6581999995, 124342.32889999822 479079.2320000008, 124317.16690000147 479125.9840000011, 124261.13329999894 479224.6710000001)"
kantstroken_wegvak.687,Puntstuk,H,600448394,2021-09-01T00:00:00,0,274,060044839420210901,KLK0007720647,L,I,3,,,"LINESTRING (124677.75560000166 478420.3145999983, 124660.89900000021 478451.8139999993, 124596.52600000054 478576.4450000003, 124582.95169999823 478604.97890000045, 124553.06450000033 478664.27439999953)"
kantstroken_wegvak.688,Vluchtstrook,H,600448394,2021-09-01T00:00:00,274,906,060044839420210901,KLK0007720627,L,I,3,,,"LINESTRING (124553.06450000033 478664.27439999953, 124552.75239999965 478664.8936999999, 124546.00549999997 478678.4668000005, 124528.14609999955 478715.37629999965, 124502.58729999885 478765.6207999997, 124484.88659999892 478801.498300001, 124457.1053000018 478855.9497000016, 124429.87970000133 478909.2104000002, 124402.97150000185 478961.99489999935, 124380.74639999866 479005.33370000124, 124372.80889999866 479019.93879999965, 124352.01260000095 479060.6581999995, 124342.32889999822 479079.2320000008, 124317.16690000147 479125.9840000011, 124261.13329999894 479224.6710000001)"
kantstroken_wegvak.689,Vluchtstrook,H,600448307,2021-09-01T00:00:00,0,331,060044830720210901,KLK0007720650,L,I,5,,,"LINESTRING (124832.75800000131 478127.83199999854, 124815.55200000107 478160.80700000003, 124773.42599999905 478241.5379999988, 124677.75560000166 478420.3145999983)"
kantstroken_wegvak.690,Vluchtstrook,H,600114374,2021-09-01T00:00:00,412,494,060011437420210901,KLK0008124396,R,I,2,,,"LINESTRING (98457.77400000021 432845.4519999996, 98433 432911, 98429.13800000027 432922.5859999992)"
kantstroken_wegvak.691,Vluchtstrook,H,600114374,2021-09-01T00:00:00,264,412,060011437420210901,KLK0008014900,R,I,3,,,"LINESTRING (98516.21510000154 432709.61349999905, 98499 432745, 98481 432784, 98457.77400000021 432845.4519999996)"
kantstroken_wegvak.692,Vluchtstrook,H,600114374,2021-09-01T00:00:00,0,264,060011437420210901,KLK0008014894,R,I,4,,,"LINESTRING (98663.14999999851 432491.01000000164, 98619 432544, 98597 432576, 98562 432630, 98517 432708, 98516.21510000154 432709.61349999905)"
kantstroken_wegvak.693,Vluchtstrook,H,600113465,2021-09-01T00:00:00,0,10,060011346520210901,KLK0008014894,R,I,4,,,"LINESTRING (98668.74300000072 432482.88699999824, 98663.14999999851 432491.01000000164)"
kantstroken_wegvak.694,Vluchtstrook,H,328209004,2021-11-01T00:00:00,0,626,032820900420211101,KLK0008222114,R,I,3,,,"LINESTRING (164018.48209999874 404767.0196999982, 164037.5399999991 404773.09160000086, 164056.6816000007 404778.9123999998, 164084.7899999991 404786.9952000007, 164104.1026000008 404792.19519999996, 164123.47590000182 404797.1755999997, 164142.9188000001 404801.9045000002, 164168.45820000023 404807.6908, 164188.03539999947 404811.87260000035, 164207.66270000115 404815.7580000013, 164227.3286000006 404819.4140999988, 164247.04019999877 404822.7987000011, 164268.97960000113 404826.2655999996, 164308.6163999997 404831.7842000015, 164328.47590000182 404834.15129999816, 164348.36780000106 404836.2399000004, 164368.28379999846 404838.1229000017, 164408.55099999905 404841.3238000013, 164448.45600000024 404843.77870000154, 164488.42020000145 404845.50499999896, 164528.3975000009 404846.8515999988, 164585.54039999843 404848.10489999875, 164636.4439000003 404848.75930000097)"
kantstroken_wegvak.695,Vluchtstrook,H,337221009,2021-11-01T00:00:00,31,3078,033722100920211101,KLK0008222254,R,I,3,,,"LINESTRING (168955.4822999984 410737.4547000006, 168521.51419999823 411155.2265999988, 168476.14570000023 411198.2943999991, 168403.11899999902 411266.60920000076, 168386.62370000035 411282.2875000015, 168372.26179999858 411296.20219999924, 168358.10440000147 411310.3295000009, 168344.20109999925 411324.7083999999, 168329.98690000176 411339.9417999983, 168316.69359999895 411354.85759999976, 168299.0687999986 411375.753800001, 168286.65150000155 411391.4226000011, 168274.57250000164 411407.3636999987, 168266.99639999866 411417.743999999, 168255.49109999835 411434.0923999995, 168244.4411999993 411450.7635000013, 168234.625500001 411466.306499999, 168224.30429999903 411483.44209999964, 168214.38309999928 411500.808699999, 168206.15670000017 411515.99020000175, 168197.0047999993 411533.7644999996, 168188.2835999988 411551.76300000027, 168180.50679999962 411568.7388000004, 168172.54879999906 411587.0769000016, 168165.01089999825 411605.60229999945, 168155.5500999987 411631.1121999994, 168149.0758999996 411650.0194000006, 168141.9833999984 411672.70710000023, 168136.51929999888 411691.9472000003, 168131.50829999894 411711.3093999997, 168126.89079999924 411730.7718999982, 168124.01909999922 411744.2280000001, 168120.20919999853 411763.8482999988, 168116.7725000009 411783.55099999905, 168113.7714000009 411803.32770000026, 168112.74109999835 411811.1392999999, 168110.56819999963 411831.002700001, 168108.6585999988 411853.9395999983, 168107.24269999936 411873.8878000006, 168106.0821999982 411893.8542999998, 168105.18989999965 411913.83520000055, 168101.00230000168 412037.8247999996, 168099.16360000148 412077.77899999917, 168098.02490000054 412097.74720000103, 168095.1651000008 412136.64559999853, 168093.36820000038 412156.5705999993, 168091.28240000084 412176.4620999992, 168088.96700000018 412196.3277999982, 168085.67280000076 412221.0262000002, 168082.73200000077 412240.813099999, 168079.55150000006 412260.5590999983, 168076.15689999983 412280.2690999992, 168071.58260000125 412304.6383000016, 168067.58289999887 412324.2410000004, 168063.33639999852 412343.78709999844, 168058.8302000016 412363.2729000002, 168050.04509999976 412398.1429999992, 168044.8482999988 412417.4611000009, 168039.40630000085 412436.7065999992, 168033.6341000013 412455.85979999974, 168028.95340000093 412470.7639000006, 168022.78240000084 412489.7729999982, 168016.38699999824 412508.7232000008, 168009.75939999893 412527.5936000012, 168002.9204000011 412546.3913999982, 167992.3927000016 412574.25869999826, 167977.77930000052 412611.49529999867, 167941.25439999998 412702.3502999991, 167919.19689999893 412758.1506999992, 167901.10049999878 412805.01579999924, 167866.43149999902 412896.46460000053, 167838.2778000012 412971.35119999945, 167828.17660000175 412999.1677000001, 167808.20039999858 413055.74859999865, 167790.49560000002 413107.67069999874, 167777.99720000103 413145.6697999984, 167762.3222000003 413194.45800000057, 167744.71339999884 413251.8275000006, 167730.30579999834 413300.54360000044, 167708.30189999938 413377.4622000009, 167703.00869999826 413396.74980000034, 167702.52859999985 413398.4545999989)"
kantstroken_wegvak.696,Vluchtstrook,H,337221009,2021-11-01T00:00:00,0,31,033722100920211101,KLK0008222253,R,I,4,,,"LINESTRING (168977.81540000066 410715.9550999999, 168955.4822999984 410737.4547000006)"
kantstroken_wegvak.697,Vluchtstrook,H,327203015,2021-11-01T00:00:00,2395,2464,032720301520211101,KLK0008222092,R,I,4,,,"LINESTRING (163008.4904000014 403749.1138000004, 163009.36560000107 403751.92350000143, 163015.56850000098 403770.9382000007, 163023.7696999982 403794.9219000004, 163030.84650000185 403814.6169999987)"
kantstroken_wegvak.698,Vluchtstrook,H,327203015,2021-11-01T00:00:00,349,2231,032720301520211101,KLK0008222001,R,I,3,,,"LINESTRING (163526.8616000004 401854.87629999965, 163525.11800000072 401859.36670000106, 163509.81689999998 401896.32840000093, 163496.7232999988 401926.07400000095, 163488.3451000005 401944.2476999983, 163479.73070000112 401962.2989999987, 163470.871199999 401980.2296999991, 163461.7692000009 401998.0410999991, 163452.43939999864 402015.7402999997, 163442.85170000046 402033.31269999966, 163430.33210000023 402055.5155999996, 163420.2307999991 402072.78559999913, 163409.9017000012 402089.9140000008, 163399.35539999977 402106.90740000084, 163379.84310000017 402137.1015000008, 163357.58309999853 402170.33740000054, 163277.87860000134 402285.4354999997, 163258.84010000154 402313.19139999896, 163236.44460000098 402346.33509999886, 163214.36840000004 402379.6917000003, 163190.14400000125 402417.31980000064, 163169.0934999995 402451.3376000002, 163154.5438000001 402475.7276000008, 163144.5011 402493.02600000054, 163135.62590000033 402508.66750000045, 163125.95710000023 402526.17819999903, 163116.52910000086 402543.81709999964, 163103.94839999825 402568.15199999884, 163095.02910000086 402586.04850000143, 163080.98939999938 402615.47150000185, 163072.6774000004 402633.66220000014, 163063.37110000104 402654.9123999998, 163055.56179999933 402673.32389999926, 163042.73669999838 402705.04520000145, 163034.4600000009 402726.75239999965, 163027.58359999955 402745.5315999985, 163017.65450000018 402774.0388999991, 163011.24450000003 402793.45439999923, 163005.22140000015 402812.52589999884, 162996.11400000006 402843.11609999835, 162990.71400000155 402862.37530000135, 162984.9679000005 402883.9829999991, 162980.10960000008 402903.39180000126, 162975.5047999993 402922.8546000011, 162969.6169999987 402949.3121000007, 162964.0738000013 402976.39559999853, 162960.4085999988 402996.05040000007, 162957.55270000175 403012.3332999982, 162951.82119999826 403048.40199999884, 162949.04450000077 403068.2109000012, 162946.5423000008 403088.05380000174, 162943.60570000112 403114.17760000005, 162941.65830000117 403134.2457000017, 162939.9530000016 403154.17080000043, 162938.5075000003 403174.8596000001, 162937.34109999985 403194.8247999996, 162936.4327000007 403214.8044999987, 162935.60339999944 403242.32389999926, 162935.34659999982 403257.8924999982, 162935.25820000097 403277.8920999989, 162935.40190000087 403297.89339999855, 162936.18070000038 403329.86569999903, 162937.32759999856 403357.1616999991, 162938.51260000095 403377.1270000003, 162939.80810000002 403395.6381999999, 162941.45710000023 403415.5656000003, 162945.35799999908 403454.0029999986, 162948.05050000176 403475.8984999992, 162952.74819999933 403509.6644000001, 162955.86780000106 403529.4184000008, 162961.06789999828 403559.0357999988, 162964.8099000007 403578.6860000007, 162967.21220000088 403590.4684999995)"
kantstroken_wegvak.699,Vluchtstrook,H,600138126,2021-11-01T00:00:00,0,180,060013812620211101,KLK0008221885,L,I,3,,,"LINESTRING (161619.93499999866 394726.27760000154, 161619.2045999989 394707.6570999995, 161618.17639999837 394687.6700000018, 161616.9043999985 394667.70439999923, 161615.39009999856 394647.76029999927, 161613.6185999997 394627.83889999986, 161611.5720999986 394607.9417999983, 161608.2478 394580.4935999997, 161605.49060000107 394560.65349999815, 161603.3137000017 394547.1656000018)"
kantstroken_wegvak.700,Vluchtstrook,H,329209004,2021-11-01T00:00:00,0,2353,032920900420211101,KLK0008222114,R,I,3,,,"LINESTRING (164636.4439000003 404848.75930000097, 164696.45219999924 404849.496199999, 164736.44319999963 404850.4274000004, 164776.42049999908 404851.7745999992, 164836.3632999994 404854.49909999967, 164893.2688000016 404857.9455999993, 164933.1757999994 404860.8136, 164989.85860000178 404865.6515999995, 165029.62079999968 404869.4857000001, 165049.51469999924 404871.56720000133, 165088.36930000037 404875.936999999, 165128.08300000057 404880.77739999816, 165167.74269999936 404885.9990000017, 165227.12070000172 404894.6185999997, 165266.64009999856 404900.82990000024, 165286.3761 404904.10269999877, 165335.69189999998 404912.6757000014, 165374.97800000012 404919.9919999987, 165414.2307999991 404927.70710000023, 165453.40819999948 404935.7793999985, 165472.96400000155 404939.9715999998, 165509.20149999857 404948.0192000009, 165548.16739999875 404957.04520000145, 165690.57119999826 404991.182599999, 165826.65929999948 405024.0498000011, 166118.13320000097 405095.0648000017, 166287.6790000014 405136.83139999956, 166423.56419999897 405170.52529999986, 166637.00670000166 405223.8449999988, 166796.4813000001 405263.9967, 166912.80200000107 405293.4888000004, 166932.26559999958 405298.1070000008, 166939.3676000014 405300.00670000166)"
kantstroken_wegvak.701,Vluchtstrook,H,326208005,2021-11-01T00:00:00,333,840,032620800520211101,KLK0008222114,R,I,3,,,"LINESTRING (163569.98099999875 404535.7234000005, 163584.4268000014 404546.36389999837, 163600.72509999946 404557.9785999991, 163613.38709999993 404566.80999999866, 163629.90850000083 404578.0472000018, 163646.58929999918 404589.0832999982, 163663.4037999995 404599.91259999946, 163680.35209999979 404610.5348000005, 163697.44509999827 404620.9332000017, 163714.6876000017 404631.1002999991, 163742.52230000123 404646.91479999945, 163760.06650000066 404656.5271999985, 163777.746199999 404665.87860000134, 163795.54399999976 404675.00279999897, 163813.44440000132 404683.929299999, 163829.11960000172 404691.48380000144, 163847.15949999914 404699.97949999943, 163865.40080000088 404708.21709999815, 163883.73669999838 404716.2215999998, 163902.15940000117 404724.0117999986, 163920.68470000103 404731.54949999973, 163939.29149999842 404738.88599999994, 163957.995099999 404745.9838999994, 163990.82449999824 404757.72399999946, 164018.48209999874 404767.0196999982)"
kantstroken_wegvak.702,Vluchtstrook,H,146268032,2021-09-01T00:00:00,14,15,014626803220210901,KLK0008132692,R,I,2,,,"LINESTRING (73017.83309999853 434203.5791000016, 73017.19299999997 434202.28400000185)"
kantstroken_wegvak.703,Vluchtstrook,H,335228014,2021-11-01T00:00:00,0,1126,033522801420211101,KLK0008126902,R,I,4,,,"LINESTRING (167556.5551000014 414100.2666000016, 167554.1763000004 414140.3687000014, 167553.2939000018 414160.3638000004, 167552.20069999993 414196.25290000066, 167551.6673000008 414236.2162999995, 167551.67210000008 414256.2201000005, 167551.91530000046 414276.2285999991, 167552.60940000042 414305.44469999894, 167554.2259999998 414345.41970000044, 167556.54940000176 414385.37999999896, 167558.53570000082 414411.819600001, 167562.13430000097 414451.65790000185, 167565.14330000058 414479.55530000106, 167570.0870999992 414519.3027999997, 167575.71169999987 414558.91209999844, 167578.83929999918 414578.6660999991, 167582.1537999995 414598.3900000006, 167585.68389999866 414618.07939999923, 167591.33139999956 414647.8531000018, 167599.43919999897 414687.0315999985, 167603.78779999912 414706.5535000004, 167613.01419999823 414745.4761000015, 167617.71460000053 414764.1851999983, 167622.82440000027 414783.6270999983, 167628.1083999984 414802.91899999976, 167639.16490000114 414841.36080000177, 167645.00620000064 414860.49060000107, 167657.01639999822 414898.122299999, 167663.38340000063 414917.1680999994, 167676.59059999883 414954.9248000011, 167690.27109999955 414992.5155999996, 167697.28680000082 415011.249499999, 167708.84230000153 415041.6110999994, 167723.28119999915 415078.91530000046, 167768.5133999996 415194.4684000015)"
kantstroken_wegvak.704,Vluchtstrook,H,325199011,2021-11-01T00:00:00,0,1104,032519901120211101,KLK0008221968,R,I,3,,,"LINESTRING (162928.1438000016 399845.8125, 162958.7564000003 399886.06109999865, 162994.8962999992 399933.9578999989, 163030.84099999815 399981.99969999865, 163066.59230000153 400030.1853, 163102.14609999955 400078.5174999982, 163137.50789999962 400126.9924999997, 163180.1768000014 400186.0417999998, 163215.09800000116 400234.83680000156, 163248.53029999882 400281.9307000004, 163283.06080000103 400330.96869999915, 163317.45109999925 400380.1473999992, 163350.9679000005 400428.567400001, 163373.36250000075 400461.7135999985, 163384.42289999872 400478.3775999993, 163395.2835999988 400495.1721000001, 163405.92480000108 400512.1101000011, 163421.57330000028 400537.9891999997, 163431.65179999918 400555.27120000124, 163441.4877000004 400572.6867999993, 163451.0828000009 400590.2349999994, 163465.21240000054 400617.1585999988, 163474.22309999913 400635.0449000001, 163482.98649999872 400653.02439999953, 163491.49920000136 400671.122299999, 163499.79239999875 400689.32400000095, 163511.4990000017 400716.2496000007, 163519.1783999987 400734.7206000015, 163526.6213000007 400753.2846000008, 163531.66270000115 400766.22150000185)"
kantstroken_wegvak.705,Vluchtstrook,H,327201013,2021-11-01T00:00:00,43,443,032720101320211101,KLK0008221999,R,I,3,,,"LINESTRING (163601.87070000172 401009.81280000135, 163602.06590000167 401010.74120000005, 163605.83929999918 401030.3792999983, 163609.6937999986 401052.15680000186, 163612.92390000075 401071.8962999992, 163617.74329999834 401105.2718999982, 163620.23160000145 401125.11780000106, 163622.47529999912 401144.991799999, 163624.81069999933 401168.8872000016, 163626.48279999942 401188.81720000133, 163628.02470000088 401210.95149999857, 163629.13280000165 401230.92330000177, 163629.96409999952 401250.9059999995, 163630.7142000012 401279.7468999997, 163630.91209999844 401299.74599999934, 163630.85229999945 401320.83999999985, 163630.4941000007 401340.8374999985, 163629.8850999996 401360.8284999989, 163628.79720000178 401384.66959999874, 163627.6037000008 401404.6290999986, 163627.36820000038 401407.82649999857)"
kantstroken_wegvak.706,Puntstuk,H,327201013,2021-11-01T00:00:00,443,554,032720101320211101,KLK0008222000,R,I,3,,,"LINESTRING (163627.36820000038 401407.82649999857, 163626.13419999927 401424.5771000013, 163624.42810000107 401444.5042999983, 163622.16090000048 401466.7166999988, 163619.88080000132 401486.59050000086, 163615.67559999973 401518.18250000104)"
kantstroken_wegvak.707,Puntstuk,H,327201013,2021-11-01T00:00:00,0,43,032720101320211101,KLK0008221998,R,I,3,,,"LINESTRING (163593.0218999982 400967.73310000077, 163601.87070000172 401009.81280000135)"
