Leveranciersnaam;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
Anoniem 448;;;1;;;;;1
Anoniem 454;;;1;;;;;1
Anoniem 455;;;1;;;;;1
Anoniem 456;;;1;;;;;1
Anoniem 459;;;1;;;;;1
Anoniem 460;;;1;;;;;1
Anoniem 461;;;1;;;;;1
Anoniem 462;;;1;;;;;1
Anoniem 464;;;1;;;;;1
Anoniem 466;;;1;;;;;1
Anoniem 490;;;1;;;;;1
Anoniem 496;;;1;;;;;1
Anoniem 499;;;1;;;;;1
Anoniem 508;;;1;;;;;1
Anoniem 510;;;1;;;;;1
Anoniem 511;;;1;;;;;1
Anoniem 517;;;1;;;;;1
Anoniem 518;;;1;;;;;1
Anoniem 524;;;1;;;;;1
Anoniem 525;;;1;;;;;1
Anoniem 526;;;1;;;;;1
Anoniem 527;;;1;;;;;1
Anoniem 529;;;1;;;;;1
Anoniem 544;;;1;;;;;1
Anoniem 545;;;1;;;;;1
Anoniem 546;;;1;;;;;1
Anoniem 547;;;1;;;;;1
Anoniem 55;;;1;;;;;1
Anoniem 575;;;1;;;;;1
Anoniem 590;;;1;;;;;1
Anoniem 594;;;1;;;;;1
Anoniem 599;;;1;;;;;1
Anoniem 609;;;1;;;;;1
Anoniem 611;;;1;;;;;1
Anoniem 617;;;1;;;;;1
Anoniem 62;;;1;;;;;1
Anoniem 629;;;1;;;;;1
Anoniem 637;;;1;;;;;1
Anoniem 646;;;1;;;;;1
Anoniem 649;;;1;;;;;1
Anoniem 650;;;1;;;;;1
Anoniem 653;;;1;;;;;1
Anoniem 655;;;1;;;;;1
Anoniem 656;;;1;;;;;1
Anoniem 657;;;1;;;;;1
Anoniem 659;;;1;;;;;1
Anoniem 66;;;1;;;;;1
Anoniem 661;;;1;;;;;1
Anoniem 662;;;1;;;;;1
Anoniem 663;;;1;;;;;1
Anoniem 665;;;1;;;;;1
Anoniem 670;;;1;;;;;1
Anoniem 671;;;1;;;;;1
Anoniem 672;;;1;;;;;1
Anoniem 674;;;1;;;;;1
Anoniem 675;;;1;;;;;1
Anoniem 676;;;1;;;;;1
Anoniem 678;;;1;;;;;1
Anoniem 682;;;1;;;;;1
Anoniem 683;;;1;;;;;1
Anoniem 684;;;1;;;;;1
Anoniem 69;;;1;;;;;1
Anoniem 691;;;1;;;;;1
Anoniem 70;;;1;;;;;1
Anoniem 703;;;1;;;;;1
Anoniem 728;;;1;;;;;1
Anoniem 739;;;1;;;;;1
Anoniem 74;;;1;;;;;1
Anoniem 741;;;1;;;;;1
Anoniem 747;;;1;;;;;1
Anoniem 748;;;1;;;;;1
Anoniem 75;;;1;;;;;1
Anoniem 76;;;1;;;;;1
Anoniem 760;;;1;;;;;1
Anoniem 761;;;1;;;;;1
Anoniem 762;;;1;;;;;1
Anoniem 763;;;1;;;;;1
Anoniem 766;;;1;;;;;1
Anoniem 77;;;1;;;;;1
Anoniem 781;;;1;;;;;1
Anoniem 793;;;1;;;;;1
Anoniem 803;;;1;;;;;1
Anoniem 81;;;1;;;;;1
Anoniem 83;;;1;;;;;1
Anoniem 835;;;1;;;;;1
Anoniem 84;;;1;;;;;1
Anoniem 844;;;1;;;;;1
Anoniem 849;;;1;;;;;1
Anoniem 85;;;1;;;;;1
Anoniem 858;;;1;;;;;1
Anoniem 86;;;1;;;;;1
Anoniem 862;;;1;;;;;1
Anoniem 870;;;1;;;;;1
Anoniem 876;;;1;;;;;1
Anoniem 882;;;1;;;;;1
Anoniem 886;;;1;;;;;1
Anoniem 887;;;1;;;;;1
Anoniem 891;;;1;;;;;1
Anoniem 892;;;1;;;;;1
Anoniem 893;;;1;;;;;1
Anoniem 894;;;1;;;;;1
Anoniem 895;;;1;;;;;1
Anoniem 898;;;1;;;;;1
Anoniem 899;;;1;;;;;1
Anoniem 900;;;1;;;;;1
Anoniem 901;;;1;;;;;1
Anoniem 903;;;1;;;;;1
Anoniem 904;;;1;;;;;1
Anoniem 906;;;1;;;;;1
Anoniem 908;;;1;;;;;1
Anoniem 910;;;1;;;;;1
Anoniem 913;;;1;;;;;1
Anoniem 915;;;1;;;;;1
Anoniem 916;;;1;;;;;1
Anoniem 917;;;1;;;;;1
Anoniem 918;;;1;;;;;1
Anoniem 919;;;1;;;;;1
Anoniem 921;;;;;3;;;3
Anoniem 926;;;1;;;;;1
Anoniem 931;;;1;;;;;1
Anoniem 938;;;1;;;;;1
Anoniem 939;;;;;1;;;1
Anoniem 952;;;1;;;;;1
Anoniem 953;;;1;;;;;1
Anoniem 954;;;1;;;;;1
Anoniem 956;;;1;;;;;1
Anoniem 957;;;1;;;;;1
Anoniem 958;;;1;;;;;1
Anoniem 959;;;1;;;;;1
Anoniem 960;;;1;;;;;1
Anoniem 962;;;1;;;;;1
Anoniem 983;;;1;;;;;1
Another Site;;;;;;;1;1
Apple Retail Netherlands B.V.;;;;;;1;;1
ARISTOTLE UNIVERSITY OF THESSALONIK;;;;;1;;;1
Arkasis;;;1;;;;;1
ATLASSIAN PTY LTD;;;;;;1;;1
Atos Nederland B.V.;;;7;;8;;7;9
Audit-Plus B.V.;;;;;3;;3;4
AUSTRO CONTROL;;;1;;;;1;2
Automotive Publishing B.V.;;;;;;;1;1
Autoschade Weller;;;1;;;;;1
Aviste B.V.;;;1;;;;;1
Axians;;;2;;;;;2
BAM Bouw en Techniek B.V.;2;;;;;;;2
Barcelona Supercomputing Center - C;;;;;2;;;2
BBL ELEKTRONIK & AEROMET;;;1;;;;;1
Be Informed B.V.;;;;;3;;;3
Bechtle Holding B.V.;;;1;;;;;1
Becis B.V.;;;;;4;;2;4
BEGRAAFPLAATS DEN OUDENDIJCK;;;1;;;;;1
BELGOCONTROL;;;1;;;;;1
Best Environmental & Safety Technology B.V.;1;;;;;;;1
Besthoma Trading International B.V.;;;1;;;;;1
Between B.V.;;;;;2;;4;4
Biesheuvel Techniek Zwolle;;;1;;;;;1
Bilfinger Tebodin Netherlands B.V.;1;;;;;;;1
Billink B.V.;;;;;1;;;1
Blik van Boven B.V.;;;1;;;;;1
Blueco Benelux B.V.;;;;;2;;;2
Boels Verhuur;1;;;;;;;1
BONAIRE INTERNATIONAL AIRPORT N.V.;;;;;;;1;1
Boso B.V.;;;1;;;;;1
Bouwbedrijf Rotteveel B.V.;;;1;;;;;1
Bredenoord B.V.;;2;;;;;;2
Breedband Helmond B.V.;;;;;;1;;1
Breman Service Lelystad B.V.;;;;;;1;;1
BSI Group The Netherlands B.V.;;;;;;;2;2
BT Professional Services Nederland B.V.;;;;;;;4;4
Buro Ecolan;;;1;;;;;1
Buyitdirect.com N.V.;;;2;;1;;;2
BySpy Products B.V.;;;;;1;;;1
Caesar Accounts;;;;;6;;4;7
Caldic Nederland B.V.;;;1;;;;;1
Canast B.V.;;;;;1;;;1
Canon Nederland N.V.;;1;2;;;;;2
Capgemini Nederland B.V.;;;;6;6;;2;7
CARL ROTH GMBH + CO KG;;;1;;;;;1
Catec B.V.;;;3;;;;;3
Central Point Nederland B.V.;;;1;;;1;;1
Centric;;;7;;6;;5;7
Centric Test & Security Professionals B.V.;;;;;3;;;3
CGI;;;;;7;2;5;7
Cimsolutions;;;2;;6;;5;7
Clockwise B.V.;;;;;1;;;1
CLS COLLECTE LOCALISATION SATELLITE;;;;;;1;;1
CM Telecom B.V.;;;;;;1;;1
CoÃƒÂ¶peratie SURF UA;;;2;;;;;2
Combigas B.V.;;;1;;;;;1
COMMISSARIAT A L'ÉNERGIE ATOMIQUE E;;;;;;;2;2
COMPAREX Nederland B.V.;3;;2;;9;2;4;9
Compu'Train;;;1;;;;;1
Connected Information Systems B.V.;;;;;;1;;1
Conrad Electronic Benelux B.V.;;;1;;;1;;1
Coolblue B.V.;;1;1;;;1;;1
Coosto B.V.;;;;;1;;;1
COPERNICUS GESELLSCHAFT;;;1;;;;;1
Country Stables B.V.;;;2;;;;;2
CTS Nederland B.V.;;;1;;;;;1
Cu4iS B.V.;;;;;2;;;2
DCI Electronics B.V.;;;2;;;;;2
De Haas Maassluis B.V.;;;;;2;;;2
De Klantcontact Monitor B.V.;;;;;;1;;1
De Kok Staalbouw B.V.;;;1;;;;;1
De Ned. Prov. v.d. Missionar. van Mariannhill;;;1;;;;;1
De Ulebelt;;;1;;;;;1
Deloitte Accountants;4;;;;;;2;4
Delta III Visuals & Communications;;;;;;;2;2
DeSeizoenen B.V.;;;1;;;;;1
DEUTSCHER WETTERDIENST;;;;;;;1;1
Digital Revolution B.V.;;;1;;;;;1
Display Electronics;;;1;;;;;1
Divide B.V.;;;;;1;;;1
dmdelivery;;;1;;;;1;1
Docspro B.V.;;;3;;;;;3
Doxis;;;;;4;;;4
Draaierij Ligthart;;;2;;;;;2
Drogisterij.net B.V.;;;1;;;;;1
DXC Technology;;;;;5;3;6;7
Dynniq Peek Traffic B.V.;;;;;1;;;1
Easy Comp. B.V.;;;1;;;;;1
easy2rent B.V.;;1;;;;;;1
e-dynamics B.V.;;;;;1;;;1
Electro Techn. Installatie Bureau l'Ami B.V.;;;1;;;;;1
Employee Performance Group B.V.;;;;;3;;;3
Enrise B.V.;;;1;;1;1;;1
EPHOX CORPORATION;;;2;;;;;2
Epona Software Productions B.V.;;;;;1;;1;1
Eriks B.V.;;;1;;;;;1
ESCAPE MOBILITY NEDERLAND;;;1;;;;;1
Esri Nederland;;;;;;1;;1
Ettu Configuration B.V.;;;;;3;;;3
Euchner (Benelux) B.V.;;;2;;;;;2
Europcar Autoverhuur Zeist;;;1;;;;;1
Evera en Ondernemershuis Groningen;;;1;;;;;1
EVIMES B.V.;;;2;;;;;2
Exelis Visual Information Solutions B.V.;;;;;2;;;2
Fabory Centre Amsterdam-West;;;1;;;;;1
Faes Cases B.V.;;;1;;;;;1
Farnell (Netherlands) B.V.;;;1;;;;;1
Fastto Nederland B.V.;;;1;;;;;1
Fieldworks Direct B.V.;;;2;;;;;2
Final Soft en Hardware;;;;;1;;;1
Firma Klaas Keppel;;;1;;;;;1
FLEXERA SOFTWARE LIMITED;;;;;1;;;1
Flexxer B.V.;;;;;;2;;2
FLOWTRONIC;;;2;;;;;2
For Conference B.V.;;;;;;1;;1
FORRESTER RESEARCH LIMITED;;;;;2;;;2
Fortimax Beheer;;;1;;;;;1
FTU B.V.;;;2;;;;;2
Fujitsu Technology Solutions B.V.;;;1;7;;;;7
G. LUFFT MESS- UND REGELTECHNIK GMB;;;3;;;;;3
Gartner Nederland B.V.;;;;;;;5;5
GCT Consulting;;;;;;;1;1
Gemini Data Loggers (UK) Ltd;;;1;;;;;1
Gemnet B.V.;;;;;1;;;1
Geopol;;;1;;;;;1
George and Shelley Works Pleasures;;;;;;1;;1
GHM Meettechniek B.V.;;;1;;;;;1
GLOBAL SCIENCE & TECHNOLOGY. INC.;;;;;2;;;2
GUDE ANALOG UND DIGITALSYSTEME;;;1;;;;;1
Gunneman B.V.;;;1;;;;;1
Handels- en Ingenieursbur. Bakker & Co. B.V.;;;1;;;;;1
HB Aanhangwagens;;;1;;;;;1
HeadFirst B.V.;;;;;;;1;1
Hekwerk Noord B.V.;;;1;;;;;1
Hessen Apotheek;;;1;;;;;1
Hewlett-Packard Nederland B.V.;;;1;;3;;;3
High Security International B.V.;;;1;;;;;1
Hilti Nederland B.V.;;;1;;;;;1
Hoeflon International B.V.;;;1;;;;;1
Hoffmann Bedrijfsuitrusting B.V.;;;1;;;;;1
Hoge Ogen communicatie;;;;;;1;;1
Holland Reefer Service B.V.;;;1;;;;;1
Hoppinger;;;;;;1;1;1
HPS Industrial B.V.;;;1;;;;;1
ILI GIS-SERVICES;;;1;;;;;1
Imtech Infra Data B.V.;;;1;;;;;1
Indes Integrated Development Solutions B.V.;;;1;;;;;1
INFEUROPE SOCIETE ANONYME;;;;;1;;;1
Infict B.V.;;;;;1;;;1
Info Support MITS B.V.;;;;;1;;;1
Infra Licht;;;1;;;;;1
Infrastructure Services & Projects B.V.;;;;;2;;;2
Ingenieursbureau Haboldt B.V.;;;1;;;;;1
Inmarsat Solutions B.V.;;;;;;2;;2
INSTITUT D'AÉRONOMIE SPATIALE DE;;;;;2;;;2
Inter Access O.P. B.V.;;;;;2;;;2
Inter-Company B.V.;;;1;;;;;1
International Ozone Services Inc.;;;2;;;;;2
Internedservices;;;1;;;;;1
Intersafe Groeneveld B.V.;;;1;;;;;1
IT Company B.V.;;;;;1;1;;1
Itera B.V.;;;;;1;1;;1
IT-Staffing Nederland B.V.;;;;;2;;2;2
Johnson Controls Systems & Service B.V.;;;;;1;;;1
Kaal Masten B.V.;;;1;;;;;1
KEY PERFORMANCE;;;1;;;;;1
Keysight Technologies Netherlands B.V.;;;2;;;;;2
Kipp & Zonen B.V.;;;1;;;;;1
KLM;;;;;;2;;2
Knowingo B.V.;;;;;1;;;1
Kodision B.V.;;;;;6;;;6
Koenders Instruments B.V.;;;1;;;;;1
Kolibri Labels B.V.;;;1;;;;;1
Koninklijke Maatschap de Wilhelminapolder;;;1;;;;;1
KPMG Advisory N.V.;;;;;;;3;3
KPN B.V.;;;;;;2;;2
KPN Consulting B.V.;;;;;;1;;1
KPN Corporate Market;;;;;2;1;4;5
KPN Mobile International B.V.;;;;;;2;;2
La Fontana events;;;;;;1;;1
LANDESHAUPTKASSE BREMEN;;;;;2;;;2
Langkamp Technology B.V.;;;1;;;;;1
Lapp Benelux B.V.;;;1;;;;;1
Lekkerkerker;;;1;;;;;1
Linde Gas Benelux B.V.;;;1;;;;;1
LINITIX;;;;;;;1;1
L'Unité Hosting B.V.;1;;;;;;;1
Maatschap F. & I. Post;;;1;;;;;1
Maatschap Smits Vullings;;;1;;;;;1
Maatschap Wismeijer Stelling;;;1;;;;;1
Machinefabriek Tuin B.V.;;;1;;;;;1
Magazijn Blijdorp;;;1;;;;;1
Mangrove B.V.;;;;;;;1;1
Manutan B.V.;;;1;;;;;1
Mariterra Onderhouds- en Montagebedrijf;;;1;;;;;1
MAX PLANCK GESELLSCHAFT ZUR FORDERU;;;;;2;;;2
Media Markt Arena B.V.;;;1;;;;;1
Meltwater The Netherlands B.V.;;;;;;1;;1
Mera Benelux B.V.;;;1;;;;;1
MET OFFICE;;;;;2;;;2
METEOSWISS;;;;;;1;;1
Metrohm Nederland B.V.;;;1;;;;;1
Mettler-Toledo B.V.;;;1;;;;;1
Mindbench Hosting;;;1;;;;;1
Misco Solutions B.V.;;;1;8;;;;8
MK2 Audiovisueel B.V.;;;1;;;;;1
Modelec Data-Industrie;;;2;;;;;2
Moduli Print B.V.;;;;;;1;;1
Mts. ten Cate;;;1;;;;;1
Multi-Made B.V.;;;1;;;;;1
myonic GmbH;;;1;;;;;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;;1;;;;;1
Naktuinbouw;;;1;;;;;1
Nauta B.V.;;;;;;;2;2
Negometrix B.V.;;;;;2;;;2
NEH ICT Solutions B.V.;;;5;;;;;5
New Technologies Group N.V.;;;;;;1;;1
NIC Best Deal B.V.;;;1;;;;;1
NORSK INSTITUTT FOR LUFTFORSKNING;;;2;;;;;2
NORWEGIAN METEOROLOGICAL INSTITUTE;;;;;2;;;2
Object Vision B.V.;;;;;;;2;2
Odink & Koenderink B.V.;;;1;;;;;1
Okaysuper;;;1;;;;;1
One Shoe B.V.;;;;;2;2;2;3
Onze Lieve Vrouwe Gilde;;;1;;;;;1
Ooxo.nl;;;;;1;;;1
Open Text CoÃ¶peratief UA;;;;;2;;;2
PADACO Automatisering B.V.;;;2;;;;;2
Pardon Consult;;;;;;;1;1
PC plus;;;1;;1;;;1
Phoenix Contact B.V.;;;1;;;;;1
Pigeaud Cleanroomservice;;;1;;;;;1
PILLER GERMANY GMBH & CO. KG;;;2;;;;;2
Plaza Productions B.V.;;;1;;1;1;;1
Pondres Direct Mail B.V.;;;;;;;1;1
Postcode.NL B.V.;;;1;;;;;1
Pricewaterhousecoopers Advisory N.V.;;;;;;;4;4
Prisma-IT B.V.;;;2;;;;;2
Pro Nautas B.V. GmbH;;;1;;;;;1
Protinus IT B.V.;3;1;3;;7;1;5;7
Provider;;;;;1;;;1
PROXIMUS;;;;;;1;;1
Q-doc B.V.;;;1;;;;;1
Q-Link Bemiddeling & Advies;;;2;;;;;2
QuoVadis Trustlink B.V.;;;2;;1;2;1;2
Rechtsdraaiende-Organisatie B.V.;;;2;;;;;2
REGINA PACIS VALKENBURG PRIORIJ;;;1;;;;;1
Reichelt elektronik GmbH & Co. KG;;;1;;;;;1
Repromat B.V.;;;1;;;;;1
RPG RADIOMETER PHYSICS GMBH;;;1;;;;;1
RS Components B.V.;;;1;;;;;1
Saab Technologies B.V.;;;1;;;;;1
Saba Telephone Co;;;;;;1;;1
Safran _ Vectronix AG;;;1;;;;;1
SAHO;;;2;;;;;2
SAP Nederland B.V.;;;;;7;;;7
Sas Institute B.V.;;;;;;;3;3
Satelligence B.V.;;;;;;1;;1
Schiphol Telematics B.V.;;;;;;1;;1
Science and Technology B.V.;;;;;3;;;3
SCIENCE PUMP CORPORATION;;;1;;;2;;2
SCISYS;;;1;;;;;1
SCORPION NED;;;1;;;;;1
SELEX ES GMBH;;;4;;;;;4
Sepay B.V.;;;;;;1;;1
Sharewire B.V.;;;1;;;;;1
Simac Electronics B.V.;;;1;;;;;1
Sint Joseph Stichting;;;1;;;;;1
SITA SC GLOBAL;;;;;1;;1;1
SlikSVN;;;;;;2;;2
Sneaky Mammoth;;;;;;;4;4
Software AG Nederland B.V.;;;;;1;1;;1
SoftwareONE B.V.;;;;;4;;;4
Solvinity;1;;;;2;;;2
SOM SET B.V.;;;;;;;1;1
SpeedCast Netherlands B.V.;;;;;;5;;5
Stg 'De Rotswoning';;;1;;;;;1
Stg. Crow, kennisplatf. infrastruct., verkeer;;;;;2;;;2
Stg. Geschillencommiss. voor Consumentenzaken;;;;;1;;;1
Stg. Nat. Centr. Paardrijd. v. Gehandicapten;;;1;;;;;1
Stichting Accessibility;;;;;;;1;1
Stichting Beheer Derdengelden X Pact;;;;;;1;;1
Stichting Brouwgilde Abdij Rolduc anno 2013;;;1;;;;;1
stichting government roaming nederland;;;;;;1;;1
Stichting Netherlands eScience Center;;;;;;;2;2
Stichting TriviumLindenhof;;;1;;;;;1
Strago Electro Zuid B.V.;;;;;;1;;1
Studio M;;;;;;;1;1
Sun Solutions B.V.;;;;;1;;;1
Superoffice Benelux B.V.;;;;;1;;;1
SURFmarket;;;;;2;2;;3
SURFnet B.V.;;;4;;;3;;4
T&T Compet&t.b.v.;;;;;2;;;2
Tangram B.V.;;;;;1;;;1
Technisch Handelsburo Visser Assen B.V.;;;1;;;;;1
Technische Handelsonderneming P. van Leeuwen;;;;;;1;;1
Technische Unie B.V.;;;1;;;;;1
Technolution B.V.;;;;;4;;4;5
TELBO;;;;;;2;;2
Tele2 Nederland B.V.;;;;;;1;;1
Telecombinatie Oog in Al;;;1;;;;;1
Telegrootgebruik B.V.;6;;1;;;8;;8
Telewebphone B.V.;;;2;;;;;2
Telvent Netherlands;;;2;;3;;;3
Tempcontrol Industr. Electronic Products B.V.;;;1;;;;;1
Tendotools N.V.;;;1;;;;;1
Tessensohn Techniek;;;1;;;;;1
The Courseware Company B.V.;;;;;2;;;2
The Implementation Group B.V.;;;;;1;;;1
The MathWorks B.V.;;;;;1;;;1
Thermofrost B.V.;;;1;;;;;1
Thorlabs GmbH;;;1;;;;;1
Times Microwave Systems Internation;;;1;;;;;1
T-Mobile Netherlands B.V.;;;;;;1;;1
TNS Nipo B.V.;;;;;2;;;2
Toos Stroeken Hermkens Office Support;;;1;;;;;1
Top Informatie Systemen B.V.;;;;;1;;;1
TopoSat;;;1;;;;;1
TriOpSys B.V.;;;1;;2;;;2
Triptic B.V.;;;;;;;1;1
Trivident B.V.;;;2;;;;;2
Twynstra Gudde Huisv., V.g. en Fac. Man. B.V.;2;;;;;;;2
U Arnold;;;1;;;;;1
UNI BREMEN CAMPUS GMBH;;;;;;;1;1
Unishore Bedrijfskleding B.V.;;;1;;;;;1
UPS SCS (Nederland);;;1;;;;;1
V.O.F. Unger-Kisman;;;;;;;1;1
VAISALA;;;2;;;3;;4
Van Eck Elektro B.V.;;;1;;;;;1
Van Vuuren Elektrotechniek B.V.;;;1;;;;;1
Vancis B.V.;;;;;;;1;1
Velis Scholten Utrecht B.V.;;;1;;;;;1
VenÃƒÂ©co Automatisering, Telecomm./Beveil. B.V;;;;;1;;;1
Venema Communicatie B.V.;;;1;;;;;1
Verdonck, Klooster & Associates B.V.;;;2;;;;;2
Via Futura;;;;;1;;;1
Vicrea Solutions B.V.;;;;;2;;;2
Visio B.V.;;1;;;;;;1
Visions Connected Holding B.V.;;;1;;;;;1
Visions Connected Netherlands B.V.;;;1;;;2;1;2
VOA Scherpenzeel B.V.;;;1;;;;;1
Vodafone;;;;;;7;;7
VSAT;;;;;;1;;1
Weststrate;;;1;;;;;1
Xerox (Nederland) B.V.;;7;;;;;;7
Xi-Digital;2;;1;;;;;2
XS4ALL Internet B.V.;;;1;;1;1;;1
Xsarus E-Development & Consulting B.V.;;;;;2;;;2
Y-con Beheer B.V.;;;1;;;;;1
Zetacom B.V.;;;;;;2;;2
Ziggo Services B.V.;;;;;;1;;1
Eindtotaal;7;7;8;8;10;8;8;11
