Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
American Hotel Exploitatie B.V.;;;;;1;;;;;1
American Roadhouse B.V.;;;;1;;;;;;1
Amethist Developing People B.V.;;;;;;1;;;;1
AMH Dienstenmakelaar B.V.;;;;;;1;;;;1
AMO Netherlands B.V.;;;1;;;;;;;1
Amsterdam & more B.V.;;;;;;;1;;;1
Amsterdam Experience;;;;;;;1;;;1
Amsterdams ADR Instituut B.V.;;;;;1;;;;;1
Amsterdamse Bloemenmarkt;;;;1;;;;;;1
AnalitiQs B.V.;;;;;;1;;;;1
Anemoon;;;;1;;;;;;1
Anja bloem en trends;;;;;;;1;;;1
annatommie - centra voor orthopedie - B.V.;;;1;;;;;;;1
Anthos Labtec B.V.;;;1;;;;;;;1
Antonides;;;1;;;;;;;1
Antratek Electronics;;;;;;1;;;;1
ANWB Test- en Trainingscentrum V.O.F.;;;;;;1;;;;1
ANWB-Rijopleiding;;;1;;;3;;;;3
AOG Contractonderwijs B.V.;;;;;;2;;;;2
Aparthotel Delden;;;;;;;1;;;1
APCOA Parking Nederland B.V.;;;;;;;;;1;1
Apex Global B.V.;;;;;;1;;;;1
Apotheekhoudende Huisartsenprkt. Exloo-Valthe;;;;;1;;;;;1
Apox B.V.;;;1;;;;;;;1
APP A Perfect Promotion;;;;;;;1;;;1
Applus RTD Certification;;;;;;1;;;;1
APPLY Opleidingen en Advies B.V.;;;1;;;;;;;1
APS Aqua Pool Sports;;;;;;1;;;;1
Aqua Flor Bloembinderij;;;;1;;;;;;1
A-quality Direct B.V.;;;;1;;;;;;1
ArboNed B.V.;;;;;4;;;;;4
Archie Europe B.V.;;;;;;1;;;;1
Ardyn B.V.;;;;;5;;;;;5
Arendje Verhuur B.V.;;;;;;1;;;;1
Arexx Engineering;;;;;1;;;;;1
Argentina;;;;1;;;;;;1
Argo B.V.;;;1;;;;;;;1
Arion;;;1;;;;;;;1
Arjan Erkel Advies;;;;;;1;;;;1
ArjoHuntleigh Nederland B.V.;;;2;;;;;;;2
Arko Sports Media B.V.;;;1;;;;;;;1
Arpo Entertainment;;;;1;;;;;;1
ArrangeGroup B.V.;;;1;;;;;;;1
Art & Dining;;;;;;1;;;;1
ARTECEF B.V.;;;2;;;;;;;2
Arthrex Nederland B.V.;;;2;;;;;;;2
Artiestenbureau van Otterloo B.V.;;;;;;1;;;;1
Artiestenverloningen B.V.;;;;;;;1;;;1
Artihove Regina B.V.;;;1;1;;;;;;2
Artilex B.V.;;;1;;;;;;;1
Artilla B.V.;;;;;;;1;;;1
Artsenpraktijk de Spil;;;;;1;;;;;1
Artu Biologicals Europe;;;1;;;;;;;1
Arvelo;;;1;;;1;;;;1
As Verdediging en Veiligheid;;;;;;1;;;;1
Ascent Safety B.V.;;;;;;3;;;;3
Ascom (Nederland) B.V.;;;2;;;;;;;2
Asito B.V.;;;;;;;1;;;1
ASP Adventure B.V.;;;;;;1;;;;1
Associatie Uitvaartverzorging;;;;1;;;;;;1
Astrid Sportprijzen;;;;;;;1;;;1
At Computing B.V.;;;;;;2;;;;2
Atemi Sport;;;;;;1;;;;1
Athlete.nl B.V.;;;1;;;1;;;;1
Athletic Skills Track (AST) B.V.;;;;;;1;;;;1
ATIM Opleidingen B.V.;;;;;;1;;;;1
Atlantis Arnhem B.V.;;;;1;;;;;;1
ATO-Bedrijfstrainingen B.V.;;;;;;1;;;;1
Atos Medical B.V.;;;1;;;;;;;1
ATP Business Travel B.V.;;;;;;2;;;1;2
Attractie Verhuur Moonen B.V.;;;;1;;;1;;;2
Auberge De Zwaan Oirschot B.V.;;;;1;;;;;;1
Auberge 't Asje;;;;;;;1;;;1
Audion Elektro B.V.;;;1;;;;;;;1
Auris Dienstverlening Houten;;;1;;;;;;;1
Authentiek leiderschap B.V.;;;;;;2;;;;2
Auto- en Motorrijschool 'Actief';;;1;;;;;;;1
Auto Wessel B.V.;;;;;;1;;;;1
Autobedrijf Hartgerink;;;;1;;;;;;1
Autogros Noord B.V.;;;;;;;1;;;1
Automotive Publishing B.V.;;;;;;1;;;;1
Autorijschool Bruinsma B.V.;;;;;1;1;;;;1
Autorijschool De Weerd B.V.;;;1;;1;1;;;;1
Autorijschool Twin;;;1;;;;;;;1
Avans Hogeschool B.V.;;;;;1;2;;;;2
Avans Hogeschool BV;;;;;;1;;;;1
Avans Hogeschool MB B.V.;;;;;;1;;;;1
AVE Orthopedische Klinieken B.V.;;;;;1;;;;;1
Avéro Achmea;;;;;;;1;;;1
Averox Consulting;;;;;;1;;;;1
Avex B.V.;;;;;;2;;;;2
Aviation War Books;;;;;;1;;;;1
AVNed;;;1;;;;;;;1
Avpp Audio Visual Production Partner;;;;;1;;;;;1
AVT Benelux B.V.;;;;;;1;;;;1
AWL-Techniek B.V.;;;1;;;;;;;1
AWVN (Algemene Werkg.ver. Nederland);;;;;;1;;;;1
Axians Performance Solutions B.V.;;;;;;1;;;;1
Axiell ALM Netherlands B.V.;;;;1;;;;;;1
Axitraxi B.V.;;;;1;;;2;;;2
AyniSpirit;;;;;;1;;;;1
AZ Barbecue & Gourmet Partyservice B.V.;;;;1;;;1;;;1
Azbil Telstar Benelux B.V.;;;1;;;;;;;1
B & V Bedrijfshulpverlening B.V.;;;;;1;;;;;1
B. Braun Medical B.V.;;;2;;;;;;;2
B.G.L. & Partners B.V.;;;;;;2;;;;2
B.L. Mulder B.V.;;;;;1;1;;;;1
B.V. Leerdam Crystal;;;;1;;;1;;;1
B.V. Natuurschoonlandgoed De Salentein;;;;1;;;;;;1
B.V. Ned. Instrumenten Compagnie 'Nedinsco';;;;;;2;;;;2
B.V. Nederlandse Optische Industrie E.N.O.T.;;;4;;;;;;;4
B.V. Sport;;;;1;;;;;;1
B.V. Techn. Hand.ond. W.F. Schnabel & Co.;;;1;;;;;;;1
B.V. Tilb. Uniformkleermakerij;;;;;;1;;;;1
B+B Vakmedianet B.V.;;;1;;;1;;;;1
B3 Talent Development;;;;;;1;;;;1
B55;;;;;;1;1;;;1
Baars Horeca B.V.;;;;1;;;;;;1
Babello Entertainment;;;;1;;;;;;1
BaBo Dienstverlening B.V.;;;1;;;;;;;1
Baco B.V.;;;;1;;;;;;1
Bacoadviesbureau;;;3;;;;;;;3
Badges Unlimited;;;;1;;;;;;1
Bakker Allard Jacobs B.V.;;;;1;;;;;;1
Bakker Geluidsverhuur;;;;;;1;;;;1
Bakx & Wagenaar B.V.;;;3;;;;;;;3
Balans & Impuls B.V.;;;;;;1;;;;1
Ballaró Ristorante Italiano;;;;;;;1;;;1
Balsportdirect.nl B.V.;;;;;;1;;;;1
Bandzoeker.nl;;;;;;;1;;;1
Bank Text & Research;;;;;;2;;;;2
Banketbakkerij Boheemen;;;;;;;1;;;1
Banketbakkerij Jan de Groot;;;;1;;;1;;;1
Banketbakkerij Maison Kelder B.V.;;;;;;;1;;;1
Banketbakkerij Maison Pierre;;;;1;;;;;;1
Banketbakkerij Nijstad;;;;1;;;;;;1
Banketbakkerij Verspeek;;;;1;;;;;;1
BAP & van den Brule Bloemisten B.V.;;;;1;;;;;;1
Barista Cafe Njoy;;;;;;2;;;;2
Barlucca;;;;1;;1;;;;1
Bart Bloemwerken;;;;1;;;;;;1
Bart Smit;;;;1;;;;;;1
Bart Strijbosch B.V.;;;2;1;1;3;2;;;4
Base Media;;;;1;;;;;;1
Basecamp;;;;;;;1;;;1
Basko Healthcare;;;1;;;;;;;1
Baspartout;;;;1;;;;;;1
Bauerfeind Benelux B.V.;;;3;;;;;;;3
Bax Verkeersscholen B.V.;;;;;1;;;;;1
Bax-shop.nl B.V.;;;1;;;1;;;;1
BBN Bouwmaterialen B.V.;;;;;;1;;;;1
BCC (Elektro-Speciaalzaken) B.V.;;;;1;;1;1;;;1
BCD Travel Nederland B.V.;;;;1;;5;1;;9;9
BCM Academy;;;;;;2;;;;2
BE Kerkhof;;;1;;;;;;;1
Beachclub De Karavaan;;;;;;;1;;;1
Beauty V.O.F.;;;;1;;;;;;1
Beauvert kunstflora;;;;1;;;;;;1
Bechtle direct B.V.;;;2;;;;;;;2
Beckman Coulter Nederland B.V.;;;1;;;;;;;1
Becton Dickinson;;;1;;;;;;;1
Beeldengieterij TENAX;;;;;;;1;;;1
BeGlobal Relatiegeschenken;;;;1;;;;;;1
Beheerder Brandmeld B.V.;;;;;;1;;;;1
Beker- en Biljarthuis Lambregts V.O.F.;;;;1;;;;;;1
Beleef Eindhoven;;;;;;;1;;;1
Belimed B.V.;;;1;;;;;;;1
Bellezza Nuova Lijsten & Restauratie Atelier;;;;1;;;;;;1
Bellshape B.V.;;;;;;1;;;;1
Bemiddelings- en Adviesburo Pammy Boltini;;;;;;1;;;;1
Bemoeienis met Zorg;;;1;;;;;;;1
Ben de Wild Productions B.V.;;;;;1;;;;;1
Ben Eilers Tenten B.V.;;;1;;;;;;;1
Bennie Beer B.V.;;;;;;;1;;;1
Bentley Systems Netherlands B.V.;;;;;;1;;;;1
Berends Bloemsierkunst;;;;1;;;;;;1
Berends Groencentrum;;;;;;;1;;;1
Berendsen Textiel Service B.V.;;;1;;;;;;;1
Berenschot B.V.;;;;;;2;;;;2
Berg Chauffeurs Nascholing;;;;;1;;;;;1
Berghauser Pont Academy B.V.;;;;;;1;;;;1
Berk Music Entertainment;;;;;;;1;;;1
Beroepsorganisatie Nederlandse Ontwerpers;;;;;;1;;;;1
Beroepsver. van Professionals in Sociaal Werk;;;1;;;1;;;;2
Berry's Bloemenshop;;;;1;;;;;;1
Bert Hellinger Instituut Nederland;;;;;;2;;;;2
Bert van Dalen;;;;1;;;;;;1
Bert-Jan Kosters Muziek;;;;;;1;;;;1
Besseling Koeriersdienst B.V.;;;1;;;;;;;1
BestSales promotions;;;;1;;;1;;;1
Bestuursacademie Nederland Opleidingen B.V.;;;;;;2;;;;2
Bethlehem Tekst & Onderzoek;;;;;;1;;;;1
'Betonvereniging';;;;;;1;;;;1
Betuwe Biljarts;;;1;;;;;;;1
Bever B.V.;;;1;;;;1;;;1
Bevlogen Advies;;;;;;1;;;;1
Bewegen Werkt B.V.;;;;;;2;;;;2
BGA-Nederland B.V.;;;;;;2;;;;2
Biblionet Drenthe;;;;;1;;;;;1
BID B.V.;;;;;1;;;;;1
Bierbrouwerij De Koningshoeven B.V.;;;;;;;1;;;1
Bierbrouwerij Sint Servattumus;;;;;;;1;;;1
Big Score Sportprijzen & Relatiegeschenken;;;;1;;;;;;1
Bijvang Holding B.V.;;;;;;1;;;;1
Bike and Outdoor;;;;;;1;;;;1
Bilderberg Hotel De Bovenste Molen;;;;1;;;;;;1
Bilderberg Hotel De Klepperman;;;;1;;;;;;1
Bilderberg Hotel 't Speulderbos;;;;1;;;;;;1
Billink B.V.;;;1;;;;;;;1
BIM Media B.V.;;;;;;1;;;;1
Bin Sound & Vision;;;;;1;;;;;1
Binnen Breda B.V.;;;;1;;1;;;;1
BinQ;;;;;;;1;;;1
BioControl Systems B.V.;;;1;;;;;;;1
Biomet 3i Netherlands B.V.;;;1;;;;;;;1
Biomet Nederland B.V.;;;1;;;;;;;1
BIS Bedrijfs Informatie Systemen B.V.;;;2;1;;;;;;2
Bistro D'Ouwe Leeuw;;;;1;;;;;;1
Bistro 't Kannetje B.V.;;;;;;;1;;;1
Bite Dental;;;2;;;;;;;2
Bitmove B.V.;;;;;3;;;;;3
Bizzdesign;;;;;;2;;;;2
Björn & Marieke's Bloembinderij;;;;1;;;;;;1
BKV Groep B.V.;;;3;;;;;;;3
Blammo Events B.V.;;;;;2;;;;;2
Blanchard International B.V.;;;;;;4;;;;4
Blanchard Nederland B.V.;;;;;;2;;;;2
Blanks & Centralfab;;;1;;;;;;;1
BLEACH-coaching;;;;;;1;;;;1
Blik-Opener;;;;;;1;;;;1
BlinkLane Consulting B.V.;;;;;;2;;;;2
Bliss Hotel B.V.;;;;1;;;;;;1
Bloem- & Groenbinderij Mimosa;;;;1;;;;;;1
bloem & styling aan de zeven alleetjes;;;;1;;;;;;1
Bloem- en Tuincentrum Van der Maat B.V.;;;;1;;;1;;;1
Bloembinderij Bij Elma;;;;1;;;;;;1
Bloembinderij de Korenschoof;;;;1;;;1;;;1
Bloembinderij de N;;;;1;;;1;;;1
Bloembinderij De Nobel;;;;1;;;;;;1
Bloembinderij de Vuurdoorn;;;;1;;;;;;1
Bloembinderij Kimsey;;;;1;;;;;;1
Bloembinderij Koningskruid;;;;1;;;1;;;1
Bloemboetiek Dille;;;;1;;;;;;1
Bloemen- en Plantenhandel Van Belzen B.V.;;;;1;;;;;;1
Bloemenboetiek Panhuis;;;;1;;;1;;;1
Bloemenboutique Nicole V.O.F.;;;;1;;;1;;;1
Bloemendéco;;;;1;;;;;;1
Bloemenhuis Duivenvoorden;;;;1;;;;;;1
Bloemenhuis Vink;;;;1;;;1;;;1
Bloemenkas Eindhoven;;;;1;;;;;;1
Bloemisterij Gaal;;;;;;;1;;;1
Bloemisterij Labberton;;;;1;;;1;;;1
Bloemisterij Pasmans;;;;1;;;;;;1
Bloemisterij Semperflorens;;;;1;;;;;;1
Bloemsierkunst Anneke Kapteyn;;;;1;;;;;;1
Bloemsierkunst Beimer;;;;1;;;;;;1
Bloemsierkunst De Carlton Marjoke Koene;;;;1;;;;;;1
Bloemsierkunst De Klerk B.V.;;;;1;;1;1;;;1
Bloemsierkunst De Roozelaar;;;;1;;;;;;1
Bloemsierkunst Edelweiss;;;;1;;;;;;1
Bloemsierkunst Halfman V.O.F.;;;;1;;;;;;1
Bloemsierkunst ''t Toefje';;;;1;;;;;;1
Bloemsierkunst Violet;;;;1;;;;;;1
Bloemtasia;;;;;;;1;;;1
Blom Beroepsopleidingen B.V.;;;;;;2;;;;2
Blom Opleidingen;;;;;1;2;;;;2
Blom Verkeersveiligheidstrainingen B.V.;;;1;;;;;;;1
Blommetje van Blom;;;;1;;;;;;1
blooming hotel en conferentielandgoed B.V.;;;;;;1;;;;1
BLOSSOM bloemisterij;;;;1;;;;;;1
Bobbe International B.V.;;;;;;;3;;;3
Bob's Bloemen en Zo;;;;1;1;;;;;1
Boca Kaarsen B.V.;;;;1;;;;;;1
BodemenergieNL;;;;;;1;;;;1
Bodybow HealthCare B.V.;;;1;;;;;;;1
Bodycare Margot;;;;;;;1;;;1
Boek- en Kantoorboekhandel Plukker B.V.;;;;;;1;;;;1
Boek- en kantoorvakhandel Sikkers;;;;1;;;;;;1
Boek en Service;;;;;;1;;;;1
Boekbinderij Mulder;;;1;;;;;;;1
Boeketcadeau.nl;;;;1;;;;;;1
Boeketterie Binnenweg;;;;;;;1;;;1
Boekhandel Kettenis;;;1;;;;;;;1
Boels Verhuur;;;;;;1;;;;1
Boels Verhuur Breda;;;;;;1;;;;1
Boels Verhuur Den Bosch;;;1;;;;;;;1
BoerCroon Consulting B.V.;;;;;2;;;;;2
Boerhof Projectinrichters;;;1;;;;;;;1
Bogra B.V.;;;1;;;;;;;1
Bohn Stafleu Van Loghum;;;1;;;1;;;;1
Bokhorst Opleidingen;;;1;;;1;;;;1
bol.com B.V.;;;1;2;;1;4;;;4
Bold Thinking B.V.;;;;;;1;;;;1
Bombeeck Digital B.V.;;;1;;;;;;;1
Bonbonnerie Borrel;;;;;;;1;;;1
Bontekoe Produkties V.O.F.;;;;;;;1;;;1
Boogh Arbeidsre-integratie;;;1;;;;;;;1
Books-with-a-mission;;;;1;;;;;;1
Boom B.V.;;;2;;;;;;;2
Boom uitgevers Amsterdam B.V.;;;1;;;1;1;;;1
Boonoonoonoos;;;;;;;1;;;1
Boot onderzoek en beleid;;;;;;2;;;;2
Bootje Varen;;;;;;;1;;;1
BootServiceCuijk;;;1;;;;;;;1
Borduurstudio Budel;;;;1;;;;;;1
Borduurstudio Ricky's Fashion;;;;1;1;;2;;;2
Bo-Rent;;;;;;1;;;;1
Bosan B.V.;;;2;;;2;;;;2
Bosman;;;2;;;;;;;2
Bosman Wijnkopers;;;;1;;;;;;1
Boston Scientific Nederland B.V.;;;1;;;;;;;1
Boswachter Liesbosch B.V.;;;;1;;;;;;1
Botenverhuur De Rijnstroom;;;;;;;1;;;1
Boterwaag Den Haag B.V.;;;;1;;;;;;1
Bouby's;;;;1;;;;;;1
Bouwforum B.V.;;;;;;1;;;;1
Bouwmaat Nederland B.V.;;;;;1;1;1;;;1
Bouwradius Training & Advies B.V.;;;;;;1;;;;1
Bovi Salespromotion B.V.;;;;;2;;;;;2
Bovomed;;;;;;1;;;;1
Bowa Sportprijzen en Relatiegeschenken;;;1;;;;;;;1
Bowling en Party Centrum Breda;;;;;;1;;;;1
Bowling en partycentrum Restaurant Suyderoogh;;;;;;;1;;;1
Bowling Hattem;;;;1;;;;;;1
Bowling Overhees B.V.;;;;1;;;;;;1
Bowling Scheveningen B.V.;;;;;;;1;;;1
Bowlo B.V.;;;;1;;;1;;;1
BPMConsult;;;;;;2;;;;2
Braad Sport;;;;;;1;;;;1
Brab.-Zeeuwse Chr. Werkgeversvereniging;;;;1;;;;;;1
Brabantse Non Ferro Gieterij B.V.;;;;1;;;;;;1
Brain Box Mediatraining B.V.;;;;;;2;;;;2
Brainport Development N.V.;;;;;2;;;;;2
Brand Interieurs & Control Rooms B.V.;;;2;;;;;;;2
Brandersstad Vuurwerk;;;;;;1;;;;1
Brandprevent Applications B.V.;;;1;;;;;;;1
Brandweertrainingscentrum Kleefse Waard B.V.;;;;;;2;;;;2
Brasserie de Berk B.V.;;;;1;;;1;;;1
Brasserie De Hooge Rotterdamsche B.V.;;;;1;;;;;;1
Brasserie 'De Mallemok';;;;;;;1;;;1
Brasserie Down Town;;;;;;1;;;;1
Brasserie 'T Stief Kwartierke;;;;;;1;;;;1
Brasserie Waalhaven;;;;;;;1;;;1
Braveau Opleiding;;;;;1;;;;;1
BRB Sound;;;;1;;;;;;1
Break Consultancy;;;;;1;;;;;1
Breda Print;;;;;;1;;;;1
Bredemeijer Group B.V.;;;;1;;;;;;1
Brevo;;;1;;;;;;;1
Brezan Automaterialen Goes;;;;;;1;;;;1
Brezo-Elan B.V.;;;;1;;;1;;;1
Brocacef B.V.;;;1;;;;;;;1
Broekhuis Twente B.V.;;;;;;1;;;;1
Broekhuizen;;;;;;1;;;;1
Bron Autobedrijf;;;;;;1;;;;1
Brood- en Banketbakkerij L. Förster;;;;1;;;1;;;1
Brood&Banket Service;;;;1;;;;;;1
Brooklyn Groningen B.V.;;;;;1;;;;;1
Broshuis B.V.;;;;;;;1;;;1
BROZE;;;;;;2;;;;2
Bruseco B.V.;;;;;;1;;;;1
BSI Group The Netherlands B.V.;;;;2;;2;;;;2
Bucky's Catering;;;;1;;;;;;1
Budget Rent a Car;;;;;;;;;1;1
Buena Vista Beach Club;;;;;;;1;;;1
Buffetrestaurant De Schans B.V.;;;;;;;1;;;1
Buijtendijk B.V.;;;;;;1;;;;1
Buitenplaats Vaeshartelt B.V.;;;;;;1;;;;1
Buko Infrasupport B.V.;;;;;;1;;;;1
Bumax B.V.;;;1;;;;;;;1
Bureau Droogbak;;;1;;;;;;;1
Bureau Helderder;;;;;;4;;;;4
Bureau Kalker;;;;;;1;;;;1
Bureau Méteau B.V.;;;;;;1;;;;1
Bureau Stroom;;;;;1;;;;;1
Bureau Tromp B.V.;;;;;;2;;;;2
Bureau Veritas Industrial Services;;;2;;;1;;;;2
Bureau voor Interculturele Evaluatie B.V.;;;;;;2;;;;2
Bureau Zuidema B.V.;;;;;;2;;;;2
Buro Transportopleidingen B.V.;;;1;;1;;;;;1
Buro voor Muziek;;;;;;;1;;;1
BURO2010 B.V.;;;3;2;;;;;;3
Buromac B.V.;;;1;;;;;;;1
Butter B.V.;;;;;1;;;;;1
Buveco Gasdetection B.V.;;;1;;;;;;;1
Buxus Bloemenatelier;;;;1;;;1;;;1
C. Kokke B.V.;;;;1;;;;;;1
C. R. Bard Netherlands Sales B.V.;;;1;;;;;;;1
C. van Heezik Maarssen B.V.;;;;;;1;;;;1
C.I.V.A.S. B.V.;;;;;1;1;;;;1
C.P.M. Jansen;;;;;1;;;;;1
C.V. Banketbakkerij Bos;;;;1;;;;;;1
Cable Waterskicenter Brabant B.V.;;;1;;;;1;;;1
CACI B.V.;;;;;;1;;;;1
CADdesign CAD trainingen;;;;;;1;;;;1
Cadeau Concepten B.V.;;;;1;;;;;;1
Cadettencorps;;;;1;;1;;;;1
Cadmes;;;;;1;;;;;1
CAE Center Amsterdam B.V.;;;;;;2;;;;2
Caesus;;;;;;1;;;;1
Cafe de Molenaer;;;;;;;1;;;1
Café Internos;;;;1;;;;;;1
Café Rest. Slijterij 'De Vergulde Leeuw';;;;;;1;;;;1
Café Restaurant 'Belvédère' B.V.;;;;;;;1;;;1
Café Soif;;;;;;;1;;;1
Café Wouters;;;;1;;;;;;1
Café Zomers & Zomers;;;;;;;1;;;1
Café-Restaurant De Westerbouwing B.V.;;;;1;;;2;;;2
Café-Restaurant 'Grenszicht';;;;;;;1;;;1
Café-Restaurant ''t Koetshuis';;;;1;;;;;;1
CAI-Advies B.V.;;;;;;4;;;;4
Caiway;;;1;;;;;;;1
Calumet Photographic B.V.;;;;;;2;1;;;2
Camping 't Loo B.V.;;;1;;;;;;;1
Campro Scientific GmbH;;;1;;;;;;;1
Capabel Onderwijs Groep B.V.;;;;;;1;;;;1
Caparis N.V.;;;2;;;;;;;2
Capgemini Academy;;;;;;2;;;;2
Capgemini N.V.;;;;;;1;;;;1
Capgemini Nederland B.V.;;;;;;1;;;;1
