OBJECTID;MIVA_toilet;Entree;Gebruik;Status;Ma;Ma_van;Ma_tot;Di;Di_van;Di_tot;Wo;Wo_van;Wo_tot;Do;Do_van;Do_tot;Vr;Vr_van;Vr_tot;Za;Za_van;Za_tot;Zo;Zo_van;Zo_tot;Kosten;Beoordeling;Eigenaar;Opmerking;Beugels;Grote_prullenbak;Wastafel;Baby_verschoontafel;GlobalID;X;Y;LONG;LAT
11;;Drempelvrij;Gemiddeld;;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,50;Goed;Biesieklette;Openbaar toilet Biesieklette;Ja;Ja;Ja;Ja;e23a216d-35fe-4062-9a24-ef591a76c595;79478.0186798691;458994.77182725025;4.284619386174619;52.114018705276315
12;;;;;Ja;12:00;00:00;Ja;12:00;00:00;Ja;12:00;00:00;Ja;12:00;00:00;Ja;12:00;00:00;Ja;12:00;00:00;Ja;12:00;00:00;;;Santos;;;;;;55858b5b-0935-434e-a5cb-37e08d7c62ca;79360.68470683995;458864.4052387072;4.28293562404734;52.11283111762444
13;;;;;Ja;16:00;23:30;Ja;16:00;23:30;Ja;16:00;23:30;Ja;16:00;23:30;Ja;16:00;23:30;Ja;12:00;23:30;Ja;12:00;23:30;;;Rodizio;;;;;;7d47cdd1-f2af-41e5-80a0-0bed108cd8af;79326.44022962774;458826.8935485076;4.282444107759507;52.11248933058981
14;;;;;Ja;11:30;3:00;Ja;11:30;3:00;Ja;11:30;3:00;Ja;11:30;3:00;Ja;11:30;3:00;Ja;11:30;3:00;Ja;11:30;3:00;;;Holland Casino;;;;;;9f40b18a-9909-4353-84aa-a4171d82e236;79371.07936807298;458789.73887199134;4.2831039291791235;52.11216153924617
15;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pathe Scheveningen;;;;;;81c7a751-5796-4db9-9715-3fe3ee0921bf;79427.3609547829;458805.1959413035;4.283922003408031;52.11230813744547
16;;;;;Nee;;;Ja;17:00;22:00;Ja;17:00;22:00;Ja;17:00;22:00;Ja;17:00;22:00;Ja;12:00;22:00;Ja;13:00;22:00;;;Le Cirque;;;;;;7bb61971-a8f7-48d4-bf3d-1f8cbd2ce3d4;79335.14737258806;458701.7542557031;4.282598999534838;52.11136594024727
17;;;;;Ja;9:00;23:00;Ja;9:00;23:00;Ja;9:00;23:00;Ja;9:00;23:00;Ja;9:00;00:00;Ja;9:00;00:00;Ja;9:00;23:00;;;BIT Grill en Cafe;;;;;;da1273d3-5999-463f-a5ba-10580b96852c;81156.14148885878;455071.7801186077;4.3099647776919605;52.078990412193654
18;Ja;Drempelvrij;Ruim;In onderhoud;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;€ 0,50;Goed;Gemeente Den Haag;Openbaar toiletolstoel vriendelijk;Ja;;;;95c9c91f-13ef-45ca-b33f-8fe3906c74fa;81216.74807305573;455066.4788135929;4.310849907175944;52.07895084922142
19;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pathe Buitenhof;;;;;;7dfe9579-b470-40cf-baef-3ab911824e5c;81217.92312154014;455021.7049337069;4.310876728023787;52.07854863398178
20;;;;;Ja;9:30;23:00;Ja;9:30;23:00;Ja;9:30;23:00;Ja;9:30;00:00;Ja;9:30;00:00;Ja;9:30;00:00;Ja;9:30;23:00;;;Dudok;;;;;;eed5ff5a-a8b8-4e9e-aa4d-105e73483e5c;81276.75158306822;455020.4661327124;4.311735035519515;52.07854533614072
21;;;;;Ja;6:30;22:00;Ja;6:30;22:00;Ja;6:30;22:00;Ja;6:30;23:00;Ja;6:30;23:00;Ja;7:00;23:00;Ja;8:00;22:00;;;Starbucks;;;;;;1c1a84bf-1a2a-4a4a-8276-e23f2142f791;81334.72003699851;454836.90915106115;4.312620160040745;52.076903468155784
22;;;;;Ja;10:00;20:00;Ja;10:00;20:00;Ja;10:00;20:00;Ja;10:00;21:00;Ja;10:00;20:00;Ja;10:00;19:00;Ja;11:00;18:00;;;Decathlon;;;;;;17d13c8b-f05d-44b2-9f10-b98477973189;81396.74867231942;454877.81441651215;4.313516019687938;52.077279321544275
23;;;;;Ja;11:00;20:00;Ja;10:00;20:00;Ja;10:00;20:00;Ja;10:00;21:00;Ja;10:00;20:00;Ja;10:00;20:00;Ja;11:00;19:00;;;Bijenkorf;;;;;;8c048fd7-23f1-48c6-965b-be5709f17eac;81353.4712248329;454786.73689080914;4.312904473022638;52.07645507599771
24;;;;;Ja;12:00;22:30;Nee;;;Ja;12:00;22:30;Ja;12:00;22:30;Ja;12:00;22:30;Ja;12:00;22:30;Ja;12:00;22:30;;;Shizo;;;;;;68fa30cb-aaf5-4dac-bb8a-d404210189a0;81442.3290228382;454851.09275214997;4.314186571724192;52.07704523641059
25;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pathe Spui;;;;;;1dae67b8-68d3-4897-a870-5f07853eab6a;81497.14231817186;454876.6973566349;4.3149805069156875;52.0772826168529
26;;;;;Ja;12:00;20:00;Ja;10:00;20:00;Ja;10:00;20:00;Ja;10:00;20:00;Ja;10:00;20:00;Ja;10:00;17:00;Ja;12:00;17:00;;;Centrale Bibliotheek;;;;;;c12f5bf0-4c31-4a66-abd4-80605490f2fb;81577.30611056922;454900.4608400434;4.316144587179049;52.077506807864815
27;;;;;;;;;;;;;;;;;;;;;;;;;;;;Filmhuis;;;;;;de82f229-1024-4acc-b15b-a6b02679af34;81641.38169095392;454756.0693236969;4.3171101797401645;52.07621768607277
28;;Drempel;Ruim;In onderhoud;Ja;8:30;16:30;Ja;8:30;16:30;Ja;8:30;16:30;Ja;8:30;16:30;Ja;8:30;16:30;Nee;;;Nee;;;€ 0,00;Goed;Gemeente Den Haag;;Ja;Ja;Ja;Ja;30a8818d-044e-47eb-8a05-96a31bf0390d;81668.10566253753;454972.12774431263;4.317453508783855;52.078162892910754
29;;;;;Ja;7:00;1:00;Ja;7:00;1:00;Ja;7:00;1:00;Ja;7:00;1:00;Ja;7:00;1:00;Ja;7:00;1:00;Ja;7:00;1:00;;;Des Indes Lounge & Terrace;;;;;;7992cd97-de80-4fd2-bf9e-55a40b19b8a7;81395.13558439622;455607.85225339135;4.313334990968399;52.08383977944585
30;;;;;Ja;12:00;23:00;Ja;12:00;23:00;Ja;12:00;23:00;Ja;12:00;23:00;Ja;12:00;23:00;Ja;12:00;23:00;;;;;;The Livingroom;;;;;;0460600a-bb33-408c-9774-68705234bad4;82128.02351503176;455461.1580627261;4.324057128231522;52.08261841402675
31;;;;;Ja;10:00;18:00;Ja;10:00;20:00;Ja;10:00;20:00;Ja;10:00;20:00;Ja;10:00;18:00;Ja;10:00;16:00;Nee;;;;;Koninklijke bibliotheek;;;;;;59fa0cbc-bc56-4e0d-a809-88c3f1da2e85;82326.91628538574;455381.21595942666;4.326975375317902;52.08192613163697
32;;;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;;;Centraal station Den Haag;;;;;;51edec99-4d74-4403-86fc-b5ab65a6a416;82118.36591918726;455354.1859364144;4.3239391082661935;52.08165580804032
33;;;;;;;;;;;;;;;;;;;;;;;;;;;;Full Moon;;;;;;a4b73947-c43e-48ad-94f0-c05d49e98968;81269.75168401703;454653.51516832184;4.311712226435821;52.07524670482309
34;;Drempelvrij;Gemiddeld;In onderhoud;;;;;;;;;;;;;;;;;;;;;;;Goed;Fokker Terminal;;Ja;Ja;Ja;Ja;b354a5b3-03b2-4dbd-993e-8241d8b5beaf;83178.43925574597;453582.08466371754;4.339774867493064;52.06586875333195
35;;;;;Ja;16:15;22:30;Ja;17:00;22:30;Ja;17:00;22:30;Ja;17:00;22:30;Ja;17:00;23:;Ja;17:00;23:00;Ja;17:00;22:30;;;Gouden Wok;;;;;;9bdbaf14-16c0-40e5-8088-f13e7f931286;79633.95809124359;452186.97316399106;4.288399740561479;52.05286039627509
36;;;;;Ja;17:00;22:00;Ja;9:00;22:00;Ja;9:00;22:00;Ja;9:00;22:00;Ja;9:00;22:30;Ja;9:00;22:30;Ja;9:00;22:00;;;Watertuin Naaldwijk;;;;;;3ebf7c6c-5b5b-4a16-8c97-636fcc298cd5;73801.37268017234;447054.4588917049;4.204598292286008;52.00591288675284
37;;;;;Ja;9:00;18:00;Ja;9:00;18:00;Ja;9:00;18:00;Ja;9:00;21:00;Ja;9:00;18:00;Ja;9:00;18:00;Ja;12:00;17:00;;;Hema;;;;;;c8582e5e-3892-4e77-b224-6deed7a65119;81423.11887625413;450381.6456424642;4.314869114684473;52.03687669172878
38;;;;;Ja;10:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;21:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;11:00;17:00;;;Lunchroom bij oma;;;;;;65e560c7-3f03-4a7e-87e3-40312ba0a923;81517.01597728187;450358.2279634381;4.316242406130916;52.036678693849574
39;;;;;Ja;11:00;20:00;Ja;11:00;20:00;Ja;11:00;20:00;Ja;11:00;22:00;Ja;;20:00;Ja;11:00;20:00;Ja;11:00;20:00;;;KFC Rijswijk;;;;;;afc69a8a-0e30-4b3c-a956-fd3556f3026c;81570.36297310282;450281.06373539567;4.317036340194428;52.03599230004811
40;;Drempelvrij;Ruim;In onderhoud;Ja;6:00;2:00;Ja;6:00;2:00;Ja;6:00;2:00;Ja;6:00;2:00;Ja;6:00;2:00;Ja;6:00;4:00;Ja;6:00;2:00;;Goed;Mc Donalds;;Ja;Ja;Ja;Ja;a93ad357-75d6-4be3-847f-5e14e655490e;82855.34245255697;450356.29554680316;4.335744773064454;52.03683708794888
41;;;;;Ja;9:00;19:00;Ja;9:00;19:00;Ja;9:00;19:00;Ja;9:00;19:00;Ja;9:00;21:00;Ja;9:00;19:00;Ja;12:00;18:00;;;Oriental Ypenburg;;;;;;6873ba75-3932-4e77-95f2-4787095ff6f6;84236.5036855262;450487.4060438401;4.35584395714766;52.038193366172635
42;Ja;Drempel;Gemiddeld;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,00;;De Parade Nootdorp;;Ja;Ja;Ja;Ja;b83d83f5-5dac-4a7b-8d4f-28dc3754d631;86648.5350135996;451153.35270719655;4.390860351323724;52.04448083682353
43;;;;;Nee;;;Ja;12:00;22:00;Ja;12:00;22:00;Ja;12:00;22:00;Ja;12:00;22:00;Ja;12:00;22:00;Ja;12:00;22:00;;;New China Dragon;;;;;;d0efff45-792e-4cbd-aa32-fb9a121c1589;86933.60855615836;451019.1186959264;4.395041932854807;52.04330955460427
44;;;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;;;vd Valk Nootdorp;;;;;;6bdbf3f6-01b7-4947-a25c-8b49ec3916d4;87394.01136682673;452024.7601563792;4.40155304161001;52.05240360004643
45;Ja;Drempelvrij;Gemiddeld;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,50;Goed;Gemeente Den Haag;Openbaar Toilet;Ja;Ja;Ja;Ja;b5d4ce44-3617-4b52-ac26-878f5b04392c;78506.82324474434;458202.3656573815;4.270620907294019;52.10676422229597
46;;1 trede;Krap;In onderhoud;;;;;;;;;;;;;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,00;;Voetbalvereniging SVLY;;Ja;Ja;Ja;Ja;398f71b0-e956-4c56-a0a9-dc7d4d93eb2b;87637.64721713986;452257.4751273341;4.405058705063474;52.05452467807338
47;;;;;Nee;;;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;;;De Smulhoeve;;Ja;Ja;Ja;Ja;23d8a996-56fe-4697-a9f1-d8b4956fe5e9;87208.02486699686;453068.16809262795;4.39863478851645;52.06175797226898
48;;;;In onderhoud;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;€ 0,00;;Stadsboerderij De Balijhoeve;;;;;;40d4f490-4a4f-48a1-ba17-1823d6a071e6;91257.81470871491;451121.4405095269;4.458045904901164;52.04474323259798
49;;;;In onderhoud;Ja;8:00;20:00;Ja;08:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;21:00;Ja;8:00;20:00;Ja;10:00;18:00;€ 0,00;;Albert Heijn;;;;;;6a483c39-7f67-48fa-87b0-ef43ec835a34;92550.09348603775;450947.9438039364;4.476912598121444;52.04333108355051
50;;;;In onderhoud;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;21:00;Ja;8:00;20:00;Ja;9:00;19:00;€ 0,00;;JUMBO;;;;;;76d54954-dbb8-4183-ae32-c791f7d19e7e;92579.80097615003;450968.8650205753;4.477341751729218;52.04352245200113
51;;Drempelvrij;Gemiddeld;In onderhoud;Ja;10:00;19:00;Ja;10:00;19:00;Ja;10:00;19:00;Ja;10:00;19:00;Ja;10:00;19:00;Ja;10:00;18:00;Ja;12:00;19:00;"€ 0,00 voor klanten; € 0,50 voor anderen";;Subway;;Nee;Ja;Ja;Nee;03a664c1-419f-438d-8d73-18b90d94c379;92548.53878586213;451000.09557334846;4.476880410845599;52.04379960517473
52;Nee;Drempel;Ruim;In onderhoud;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;9:00;21:00;Ja;9:00;19:00;geen;Voldoende;Jumbo;Het toilet is ruim, maar de weg naar het toilet is minder goed.;Nee;Ja;Ja;Nee;474aa0c7-0b75-4d8e-9331-7ed4c8cdf5f2;93764.70893279676;450558.3786601872;4.4946849416809185;52.03996548334681
53;Ja;Drempelvrij;Ruim;In onderhoud;Ja;08.00;01.00;Ja;08.00;01.00;Ja;08.00;01.00;Ja;08.00;01.00;Ja;08.00;01.00;Ja;08.00;01.00;Ja;08.00;01.00;€ 0,00;;2Bhome;Locatie prullenbak, een kant ruimte voor rolstoel, te korte handel van kraan, zalen drempelvrees toegankelijk;Ja;Ja;Ja;Ja;1d11fbfa-51bc-4929-924e-18f8f7b76506;93309.74889772403;451685.76816932;4.487851095304537;52.05004710789656
54;Ja;Drempelvrij;Ruim;In onderhoud;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;Ja;;;;;2B home;gewenst om voorportaal tijdelijk af te kunnen;Ja;Ja;Ja;Ja;992f47bb-9147-468b-b60a-e6084a1a7cf5;93307.57980048415;451688.91517217905;4.48781890865859;52.05007514914531
55;;;;In onderhoud;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;10:00;19:00;;;Jumbo;;;;;;f03bdd5e-4927-47fa-b2fe-a9e0db4eef2a;92001.81366959338;452317.13743263186;4.468669247601637;52.05557418677007
56;;;;In onderhoud;Ja;8:00;20:00;Ja;08:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;21:00;Ja;8:00;20:00;Ja;10:00;19:00;€ 0,00;;Albert Heijn;;;;;;a3483651-436e-418e-bc99-03785531d531;92034.03548673227;452420.96568275365;4.469119856298455;52.056510967572976
57;;;;;Nee;;;Ja;10:00;17:30;Ja;10:00;17:30;Ja;10:00;17:30;Ja;10:00;17:30;Ja;10:00;17:00;Ja;10:00;17:00;€ 0,00;;Stadsboerderij het Buitenbeest;;;;;;5378460f-542c-4cae-a646-fa1729de045e;92601.7226418123;452855.69647604524;4.477316669843837;52.0604821735482
58;Nee;;Krap;In onderhoud;Ja;5:00;24:00;Ja;5:00;24:00;Ja;5:00;24:00;Ja;5:00;24:00;Ja;5:00;01:00;Ja;6:30;01:00;Ja;8:00;24:00;€ 0,00;;Centrum West ( Ustal);;Nee;Nee;Ja;Ja;a56171ed-902a-45c3-b944-726ae9589f72;93032.01494369496;452885.5541841956;4.483584990172441;52.06079880120913
59;;Drempelvrij;Ruim;In onderhoud;Ja;10:00;18:00;Ja;10:00;18:00;Ja;10:00;18:00;Ja;10:00;18:00;Ja;10:00;21:00;Ja;10:00;17:30;Ja;12:00;17:00;€ 0,00;;2 the loo;Boven de Albert Heijn;Ja;Ja;Ja;Ja;091d4e5c-202b-44f9-8826-f6c3a98819b3;93259.31116807857;452908.78671857796;4.486894835441005;52.06103297060549
60;Ja;Drempelvrij;Ruim;In onderhoud;Ja;10:30;18:30;Ja;08:30;18:30;Ja;08:30;18:30;Ja;08:30;18:30;Ja;08:30;21:30;Ja;08:30;18:00;Ja;11:30;17:30;€ 0,00 voor invaliden, € 0,50 voor anderen;Goed;Ustal;;Ja;Ja;Ja;Ja;fa659908-83e1-4713-a401-a12b5f13deb0;93527.04730561355;453123.4584403209;4.490759887390865;52.06299203209628
61;Nee;;;In onderhoud;Nee;;;Nee;;;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;21:00;Ja;10:00;17:00;Ja;12:00;17:00;€ 0,00;;Nationaal Videogamemuseum;;;;;;86762297-b1cd-4a38-b08e-d30e1ca9286f;93697.05620333357;453014.38988706324;4.493258371306591;52.06203065130422
62;Ja;Drempelvrij;Ruim;In onderhoud;Ja;09:00;17:00;Ja;09:00;17:00;Ja;09:00;17:00;Ja;09:00;17:00;Ja;09:00;17:00;Nee;;;Nee;;;€ 0,00;Goed;Gemeente Zoetermeer;;Ja;Ja;Ja;Ja;fbc429bd-aff8-4b68-9440-81fd01ae5ad1;93659.58544366225;452877.04975492734;4.492736689266313;52.060792204108594
63;Ja;;;In onderhoud;Ja;7:00;00:00;Ja;7:00;00:00;Ja;7:00;00:00;Ja;7:00;00:00;Ja;7:00;2:00;Ja;7:00;2:00;Ja;9:00;00:00;€ 0,00;;Fietsenstalling Cadenza ( Ustal);;Ja;Ja;Ja;Ja;8f802995-8169-41fb-a903-231be55b36ad;93844.21630787183;453006.52516212803;4.495405480184614;52.061976232746076
64;;Drempelvrij;Ruim;In onderhoud;Ja;9:00;16:00;Ja;09:00;16:00;Ja;9:00;16:00;Ja;9:00;16:00;Ja;9:00;16:00;Ja;09.00;16.00;Ja;09.00;16.00;€ 0,00;;Palet/Welzijn.nl;;Ja;Ja;Ja;Ja;73428547-515d-49ac-9c1c-e8dd3151172c;93546.4713758751;452476.21079494356;4.491159572154338;52.057177259368856
65;;Drempelvrij;Ruim;In onderhoud;Ja;08:00;23:00;Ja;08:00;23:00;Ja;08:00;23:00;Ja;08:00;23:00;Ja;08:00;23:00;Ja;08:00;18.00;Ja;13.45;23.00;€ 0,00;;CKC Centrum voor Kunst e Cultuur;;Ja;Ja;Ja;Ja;3bb9b17f-f455-4e8e-8f82-848a32747312;93987.09920841959;452491.7125415658;4.497580780547579;52.05736526799254
66;;;Gemiddeld;In onderhoud;Ja;08:30;17:00;Ja;08:30;17:00;Ja;08:30;17:00;Ja;08:30;17:00;Ja;08:30;17:00;Nee;;;Nee;;;€ 0,00;Matig;Reakt;;Ja;Ja;Ja;Ja;5bed66fb-cfa1-40a2-b7e3-a34ba65d39c1;92648.28117286703;453562.253213516;4.477866484830516;52.06683734147488
67;;;;In onderhoud;Ja;08:00;20:00;Ja;08:00;20:00;Ja;08:00;20:00;Ja;08:00;20:00;Ja;08:00;21:00;Ja;08:00;20:00;Ja;10:00;19:00;€ 0,00;;Jumbo;;Ja;Ja;;;a57024a9-7431-4e69-b33c-981c85627893;92688.4970336773;453571.65707014437;4.478451205584879;52.066926380281835
68;;;;In onderhoud;Ja;8:00;20:00;Ja;08:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;21:00;Ja;8:00;20:00;Ja;10:00;19:00;€ 0,00;;Albert Heijn;;Ja;Ja;Ja;Ja;8dfb2958-7916-4397-b98b-14d978c99ce4;93725.20719377065;453904.4322536433;4.493509100807956;52.07003272848099
69;;;;In onderhoud;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;20:00;Ja;10:00;18:00;€ 0,00;;Jumbo;;Ja;Ja;Ja;Ja;4c5a8810-0d29-4582-a467-8dc475d0124a;94864.74485070352;453824.4933376319;4.5101414831615845;52.06943918617425
70;;;;In onderhoud;Ja;8:00;20:00;Ja;08:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;21:00;Ja;8:00;20:00;Ja;10:00;19:00;€ 0,00;;Albert Heijn;;;;;;593cf6a9-58a3-440b-93bd-d237ed73b045;95538.15707600571;454492.21521894867;4.519845669584877;52.07551284259163
71;;;;In onderhoud;Ja;8:00;20:00;Ja;08:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;21:00;Ja;8:00;20:00;Ja;10:00;19:00;€ 0,00;;Albert Heijn;;Ja;Ja;;;6bd3ee89-f9a1-4a69-b433-a384608fccb2;95210.63745745161;453159.8375916617;4.515302096935701;52.0635032260387
72;;;;In onderhoud;Ja;8:00;21:00;Ja;08:00;21:00;Ja;08:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;10:00;20:00;€ 0,00;;;;;;;;2c86d1c0-7109-41a8-b79c-cc21afad6a26;96981.66458410784;452683.8338524016;4.541206905889163;52.05941354801681
73;;;;In onderhoud;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;Ja;10:00;17:00;€ 0,00;;Stadsboerderij De Weidemolen;;;;;;90567e61-7f1b-4702-aba5-4b5401ad9bcc;97772.73094797501;452749.5462452362;4.552729677671115;52.060086391565136
74;;;;;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,00;;;;Ja;Ja;Ja;Ja;77e754e6-6b64-4442-83e4-152aa5022632;99811.07606215129;443817.56972763874;4.583889800953041;51.980017894038404
75;Nee;Drempel;Krap;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,50;;Texaco;;Ja;Ja;Ja;Ja;c15a4668-bbb8-4f6a-a65e-f2bf87f9d9a6;99889.2344816147;441483.14370974136;4.585402277775983;51.959045062481096
76;Ja;;Gemiddeld;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,00;;Praxis;;Ja;Ja;Ja;Nee;d6b23364-2858-44d8-bcbe-7c67bd70d46e;99667.95059809228;441380.3958035578;4.582199704992632;51.95809962824611
77;Nee;;Gemiddeld;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,50;;;;Ja;Ja;Ja;Ja;fb72208d-0d95-4a02-87f2-0c9f5db00263;98717.13825247125;440745.82533391786;4.56847207764306;51.9523009668153
78;Ja;;Gemiddeld;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,00;Goed;;;Ja;Ja;Ja;Nee;8b56c36e-52d7-4b62-b369-e565003cbc2f;100120.06644664163;438395.9656910922;4.589253454171686;51.93132185884622
79;Ja;Drempelvrij;Gemiddeld;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,50;Goed;Wereldhave;;Ja;Ja;Ja;Ja;9d71ad9f-0972-478e-9eeb-3b0483113851;100163.33072277199;438236.4984970073;4.589907888441089;51.92989290999608
