Locatie nr,Wijk,CBS-buurt,Straat,Type speelpl,Omschrijving,Doelgroep 3 tot 6 jaar,Doelgroep 6 tot 12 jaar,Doelgroep 12 jaar en ouder,Jaar aanleg,Jaar rec.-herinr.,X-coörd.,Y-coörd.,latitude,longitude
44241,Reeland,502,Lombokstraat,Speelstraat,Een speelplek met een veerelement_ een dubbel duikelrek en een wip. In nauwe samenwerking met bewoners begin 2009 opnieuw ingericht.,1,1,0,,2009,106217.5114,424581.4919,51.80772676,4.67985923
47641,Reeland,503,Mataramstraat,Speelterrein,Een speelplek met hobbelelement en een duikelrek.,0,1,0,,2010,106616.0818,424549.4736,51.80747368,4.68564256
54961,Reeland,501,Oranje Vrijstaatplein,Speelterrein,Een speelplek_ heringericht in 2012_ met diverse toestellen_ een dubbele schommel_ hinkelbanen en een pannaveldje.,1,1,1,,2012,106032.0746,424494.2983,51.80692684,4.67718293
61601,Reeland,505,Reigerstraat/Sperwerstraat,Speelterrein,Een speelplek met een combitoestel_ een hobbelelement_ duikelrek en evenwichtsbalk. Gedeeltelijk omgeven door een hekwerk. Ook ligt er een hinkelbaan.,1,1,0,,,106809.3304,424819.3961,51.80991641,4.68840685
62481,Reeland,503,Riouwstraat,Speelterrein,In 2008 heringerichte speelplek met een veerwip_ hinkelbaan_ zigzagbalans_ glijbaancombinatie en een draaitoestel.,1,1,0,,2008,106367.7195,424685.7564,51.80867698,4.68202243
62931,Reeland,509,Romboutsplantsoen / Woonwagenkamp,Speelterrein,Speelplek_ heringericht in 2010. Naast de bestaande Jeu de Boulesbaan zijn er een klimklautertoestel_ een veerelement_ een draaitoestel_ een hinkelbaan en enkele knikkerpotjes.,1,1,0,,2010,106572.5494,423625.6527,51.79916675,4.68514066
80401,Reeland,500,Wantijpark 3_ grote sppl,Speelterrein,Grote speelplek_ heringericht eind 2014 en officieel heropend in 2015 door wethouder mevrouw Rinette Reynvaan. De plek is ook geschikt voor kinderen met een beperking.,1,1,1,,2014,107163.845,425281.296,51.81409839,4.69348332
80402,Reeland,500,Wantijpark 2_ kikkerbadje,Speelterrein,De mooie speelplek met de paddestoel_ die in de zomer in het water staat. Daarnaast op kunstgras een veerelement voor drie kinderen tegelijk_ een wipkip_ een duikelrek en een combinatietoestel met klimwandje en glijbaan.,1,1,0,,,107446.2468,425392.7969,51.81512468,4.6975631
80408,Reeland,500,Wantijpark 5_ trimbaan,Trimbaan,Een trimbaan met 17 trimtoestellen.,0,0,1,,,107212.9017,425044.9235,51.81197812,4.69422734
80411,Reeland,500,Wantijpark 1_ trapveld,Trapveld,Een trapveld met 2 doelen_,0,1,1,,,107206.2448,425284.9812,51.81413515,4.69409765
81201,Reeland,507,Weedeweg Zuidzijde / Standhasenstraat,Speelterrein,Een speelplek met een mooie combinatietoestel_ dubbel duikelrek_ een veerelement_ een pannaveldje en een basketbalpaal.,1,1,1,,2011,106676.1988,424138.4522,51.80378469,4.68657158
17901,Noordflank,204,Dijkstraat,Speelstraat,Een beschutte grote speelplek door de hele Dijkstraat diverse kleinere toestellen en spelaanleidingen.,1,1,0,,2011,106194.3405,425333.2868,51.81448173,4.67941721
30261,Noordflank,202,Houthavenplein,Speelterrein,Een speelplek met een sportieve inrichting van speciale klimbollen_ pannaveld en een tafeltennistafel.,1,1,1,2009,,106016.7273,425676.5763,51.81755159,4.676793
30262,Noordflank,202,Houthavenplein 2,Speelterrein,Een speelplek met twee hobbelelementen_ een veerwip en een glijbaan.,1,1,0,,2010,106047.6415,425658.3513,51.8173905,4.6772439
31441,Noordflank,200,Jacobushof (ingang verlengde Schoolstr. t.o. huisnr. 16),Speelterrein,Een speelplek met een combitoestel inclusief glijbaantje en twee hobbelelementen.,1,1,0,,,105752.6782,425559.6154,51.81647712,4.6729804
33042,Noordflank,205,Kasperspad / A.P.Z. / Speelterrein,Speelterrein,Een speelplek naast een trapveld en een basketbalveld met een dubbele schommel_ een glijbaantje_ twee klimtoestellen_ twee hobbelbeesten en een tweedelig duikelrek. Alles staat op een rode veiligheidsondergrond en is omgeven door een hek.,1,1,1,,,105786.0009,425105.7901,51.81240117,4.67352821
33043,Noordflank,205,Kasperspad / A.P.Z. / Trapveld,Trapveld,Een trapveld met 2 doelen naast een basketbalveld en een speelterrein.,0,1,1,,,105753.5469,425093.9071,51.8122915,4.6730593
33044,Noordflank,205,Kasperspad / A.P.Z. / Basketbalveld,Basketbalterrein,Basketbalveld met één basketbalpaal_ naast trapveld en speelterrein,0,0,1,,,105753.1637,425121.8897,51.81254297,4.67304976
47681,Noordflank,203,Matena's Hof,Speelterrein,Een speelplek met combitoestel met kleine glijbaan op rubbervloer.,1,1,0,,2012,106097.4895,425408.6859,51.81515092,4.6780021
49481,Noordflank,206,park Merwestein,Speelterrein,Een speelplek met diverse hobbelelementen_ een groot klim/klauter toestel_ een draaitoestel_ een zandbak en een contactschommel.,1,1,0,,,106171.9378,425052.4342,51.81195552,4.67913199
49966,Noordflank,202,Molen De Eendracht 1 (Lijnbaan ingang naast nr. 107 ),Speelterrein,De speelplek is geheel opnieuw ingericht en officieel geopend door wethouder F. J. van den Oever in mei 2009.,1,1,1,,2009,106134.7462,425504.1555,51.81601225,4.67852889
49967,Noordflank,202,Molen De Eendracht 2 (Lijnbaan ingang naast nr. 107 ),Speelterrein,Een speelplek met een knutselhuisje_ draaihorentje_ een veerelement en een dubbele schommel.,1,1,0,,2011,106096.3249,425522.3933,51.8161728,4.67796914
52521,Noordflank,200,Nieuwkerksplaats (ingang via Torenstraat naast huisnr. 45),Speelterrein,Een speelplek met een combitoestel inclusief glijbaantje op kunstgras_ een duikelrek_ veerelement en een dubbele schommel.,1,1,0,,2014,105726.2315,425782.4543,51.81847762,4.67256512
54801,Noordflank,206,Oranjepark 1,Basketbalterrein,Een basketbalveld met 2 basketbalpalen,0,0,1,,2010,105979.8791,424765.5964,51.80936064,4.67638773
54803,Noordflank,206,Oranjepark 2,Speelterrein,Kleine speelplek_ naast basketbalveld. Op de plek staat een klim-/glijcombinatie_ dubbele schommel_ dubbel duikelrek en een twister.,1,1,0,2010,,105952.2555,424746.3949,51.80918563,4.67598993
65123,Noordflank,203,Marcellus Schampersstraat 2 (ingang Kromhout 26),Speelterrein,Een speelplek omheind door een hek. Op kunstgras staan een combinatietoestel met glijbaan_ een dubbele schommel_ een wip en een driedelige rekstokcombinatie.,1,1,0,,2007,105922.401,425434.6952,51.81536932,4.6754594
80721,Noordflank,205,Waterbeekstraat,Trapveld,Trapveldje met streethockeydoelen_ op ondergrond van betontegels.,0,1,1,2005,,105708.1312,424893.5439,51.81048667,4.67242931
81362,Noordflank,200,Weeshuisplein trapveld,Trapveld,Een trapveld met hekwerk/ballenvanger.,0,1,1,,,105616.9264,425628.0205,51.81707994,4.67100199
05781,De Staart,604,Berkelstraat  bij huisnr. 41 / Rivierenplein,Speelterrein,Speelplek met een duikelrek_ veerwip_ twee veerelementen en een dubbele schommel.,1,1,0,,2009,108580.5134,425329.5766,51.81465197,4.71402003
14561,De Staart,605,Damsterdiep bij huisnr. 29,Speelterrein,Een speelplek met een wip en een duikelrek.,0,1,0,,,108997.3018,425185.9716,51.81339578,4.72008309
14562,De Staart,605,Keteldiep bij huisnr. 36,Speelterrein,Een speelplek met een glijbaancombinatie en een draaitoestel.,1,1,0,,,108992.5185,425113.5275,51.81274427,4.72002336
14563,De Staart,605,Damsterdiep voor huisnr. 51,Speelterrein,Een speelplek met een driedelig duikelrek.,0,1,0,2010,,108937.1141,425090.9401,51.81253668,4.71922297
22161,De Staart,601,Giessenstraat bij huisnr. 62,Speelterrein,Een speelplek met een groot combinatietoestel met glijbaan en een klimwandje. Twee veerelementen en een slangvormige evenwichtsbalk.,1,1,0,,,107963.6619,425398.6108,51.81522079,4.70506554
28641,De Staart,605,Hoendiep bij huisnr. 28,Speelterrein,Een speelplek met een dubbel duikelrek en een veerelement.,1,1,0,,2009,108889.7698,425139.6906,51.81297094,4.71852995
28642,De Staart,605,Hoendiep achter huisnr. 2,Speelterrein,Speelplek met klim-/klautertoestel met glijbaan_ een duikelrek en daarnaast een dubbele schommel op kunstgras.,1,1,0,,,108919.146,425225.4908,51.81374452,4.7189445
31841,De Staart,604,Jekerstraat bij huisnr. 41,Speelterrein,Een speelplek met een hinkelbaan_ een klein combinatietoestel met glijbaantje en duikelrek. Naast de plek staan twee kleine doelen.,1,1,1,,2010,108363.238,425375.512,51.81504671,4.71086308
45601,De Staart,602,Maasstraat bij huisnr. 80,Trapveld,Een trapveld met 2 doelen en 2 ballenvangers.,0,1,1,,,107041.622,425669.2888,51.81757512,4.69165716
45602,De Staart,600,Maasstraat,Trapveld,Trapveld met twee minidoelen,0,1,1,2012,,107556.382,425583.5183,51.81684823,4.69913405
45603,De Staart,602,Maasstraat bij huisnr. 70,Balspelterrein,Balspelterrein met een basketbalpaal en een rand betonelementen. In een hoek van het terrein staat een tafeltennistafel.,0,1,1,,,106990.2029,425680.8424,51.81767454,4.69090987
49211,De Staart,605,Haringvlietstraat_ Fitnessplek,Trimbaan,Plek met Fitness toestellen. Test jezelf en ga op Internet naar de community.,0,0,1,2010,,108880.0696,425009.6774,51.81180159,4.71840663
58161,De Staart,600,Plein 1940 - 1945,Speelterrein,Op een kunstgrasondergrond staan een dubbele schommel_ een driedelig duikelrek_ een kleine glijbaancombinatie en een veerbeestje. Op het gras staan nog 2 slangvormige evenwichtsbalken.,0,1,0,,2012,107702.6997,425573.9025,51.81677422,4.70125725
61443,De Staart,601,Reggestraat 2,Trapveld,Trapveld met 2 spijlendoelen.,0,1,1,,,108080.8975,425389.2291,51.81514633,4.7067669
65761,De Staart,604,Schipbeekstraat t.o. huisnr. 7,Speelterrein,Een speelplek met een wiebelbalk_ een duikelrek_ twee hobbelelementen en een draaitoestel.,1,1,0,,,108385.2085,425507.4562,51.81623445,4.7111639
65762,De Staart,604,Schipbeekstraat t.o. huisnr. 39,Speelterrein,Een speelplek met een combinatietoestel met twee duikelrekjes en een glijbaan_ een dubbele schommel en een veerelement.,1,1,0,2012,,108598.56,425468.7136,51.81590401,4.71426307
68721,De Staart,604,Spaarnestraat bij huisnr. 41,Speelterrein,Een speelplek met een basketbalpaal_ een klim-/glijcombinatietoestel en een minirekstok. De speelplek is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,0,1,1,,2009,108476.3008,425352.5791,51.81485003,4.71250573
80001,De Staart,602,Waalstraat 19,Speelterrein,Een speelplek met een wip en een dubbel duikelrekje op rood veiligheidsgras.,0,1,0,,,107001.8927,425809.1247,51.81882852,4.69106159
81791,De Staart,605,Westerdiep bij huisnr. 15,Speelterrein,Een speelplek met een combinatietoestel_ een mandschommel_ een wip en een paar veerelementen.,1,1,0,,2011,108828.4394,425312.7522,51.81452132,4.71761752
82643,De Staart,605,Hoendiep bij huisnr. 4 / Wantijschool,Basketbalterrein,Een basketbalveld met 2 basketbalpalen.,0,0,1,,,108936.9286,425250.4134,51.81396999,4.71919905
82644,De Staart,605,Wielingenstraat bij huisnr. 40,Trapveld,Een trapveld met kunstgras en 2 spijlendoelen.,0,1,1,,2011,108953.7155,425316.1376,51.8145621,4.71943372
86561,De Staart,605,Zijldiep bij huisnr. 31,Speelterrein,Speelplek met een dubbel duikelrek_ een veerelement en een hinkelbaan in het kunstgras.,1,1,0,,2011,108844.3335,425192.576,51.81344251,4.71786404
23541,De Hoven,1011,Grimaldihof,Speelterrein,Een speelplek met een glijbaantje_ een wip en een veerelement. Ook staan er twee banken.,1,1,0,,,109198.8805,422904.5958,51.7929076,4.72330807
43181,De Hoven,1011,Liechtensteinhof,Trapveld,Trapveld met kunstgras. Ballenvangers met ervoor doelen en een spijlenhek aan de lange zijden.,0,1,1,2008,,109491.4051,422841.8251,51.79236734,4.72755626
43182,De Hoven,1011,Liechtensteinhof,Speelterrein,Speelplek met een combinatietoestel en een dubbele schommel,0,1,1,2008,,109513.21,422830.4492,51.79226687,4.7278738
43183,De Hoven,1011,Liechtensteinhof,Speelterrein,Een speelplek voor de kleinere kinderen met een glijbaan_ wip en veerelement op een ondergrond van veiligheidsgras.,1,1,0,2008,,109464.5452,422852.5703,51.79246172,4.72716554
83241,De Hoven,1011,Windsingel ( achterop het woonwagenterrein ),Speelterrein,Een speelplek met een dubbele schommel_ een glijbaantje en een hinkelbaan.,1,1,0,,,109335.1332,423051.054,51.79423511,4.72526364
00323,Dubbeldam,1007,Abeelstraat bij nr. 129,Trapveld,Trapveld van kunstgras met twee minidoelen.,0,1,1,,2009,108226.2067,422443.9061,51.78868634,4.70927212
04761,Dubbeldam,1007,Burg. Beelaertspark bij huisnr. 54,Speelterrein,Een speelplek met twee hobbelelementen_ draaitoestel_ een klimtoestel en duikelrek op veiligheidsgras.,1,1,0,,,107158.654,422853.8212,51.79228017,4.69374361
05861,Dubbeldam,1006,Berkenlaan (Prunuslaan bij huisnr. 27),Speelterrein,Een speelplek met klimcombinatie met glijbaan_ zitdraaimolen_ driedelig duikelrek_ dubbele schommel en een apart veerelement. De speelplek is eind 2009 opnieuw ingericht.,1,1,1,,2009,108192.0711,423176.1511,51.79526482,4.70867842
08621,Dubbeldam,1006,Baron van Boetzelaerlaan,Speelterrein,Speelplek_ in 2009 aangelegd_ met een klimklautertoestel met aangebouwd duikelrek_ een wip_ een veerelement en twee portaaldoeltjes.,1,1,0,2009,,107794.6718,423486.9166,51.79802448,4.70287575
11261,Dubbeldam,1006,Buitenrust bij huisnr. 32,Speelterrein,Een speelplek_ eind 2010 begin 2011 heringericht  met een mooi combinatietoestel_ een draaikogel en een dubbele schommel.,1,1,0,,2010,107328.3921,423667.1583,51.79960485,4.6960918
13681,Dubbeldam,1006,Couperusstraat bij huisnr. 16,Speelterrein,Een speelplek met hobbelelement_ zigzag evenwichtsbalk_ klim/klautertoestel en wip op kunstgras.,1,1,1,,,107475.8063,423225.2645,51.79564574,4.69828944
13682,Dubbeldam,1006,Couperusstraat bij huisnr. 18,Trapveld,Trapveld met minidoelen.,0,1,1,,,107508.5706,423227.5652,51.7956692,4.69876404
14481,Dubbeldam,1006,Damplein (bij winkelcentrum),Speelterrein,Een speelplek met twee hobbelelementen.,1,0,0,,,107877.1257,423032.9051,51.79395085,4.70413279
17441,Dubbeldam,1006,Dubbelsteynlaan Oost bij huisnr. 140,Speelterrein,Een speelplek met duikelrek_ twee hobbelelementen_ een evenwichtstoestel_ een schaaktafel en een tafeltennistafel.,1,1,1,,,108082.2892,423073.1249,51.79432961,4.70710109
17443,Dubbeldam,1007,Dubbelsteynlaan Oost voor huisnr. 115,Speelterrein,Een speelplek met combitoestel en twee hobbelelementen.,1,1,0,,,107987.8346,422991.4966,51.79358801,4.70574309
18962,Dubbeldam,1007,Eikenlaan bij huisnr. 126,Combibalspelterrein,Gecombineerd trap- en basketbalveld op asfalt omgeven door een hek.,0,1,1,,,107476.4093,422534.5966,51.78943816,4.69839297
20021,Dubbeldam,1007,De Essen,Speelterrein,Speelplek met een klimcombinatietoestel_ een dubbele schommel en een veerelement.,1,1,0,,,107272.1505,422755.8166,51.79140903,4.69540214
22881,Dubbeldam,1007,Goudenregenstraat naast huisnr. 76,Speelterrein,Een speelplek met evenwichtsbalk_ en een veerwip.,1,1,0,,,107854.2715,422567.8525,51.78976908,4.70386484
22883,Dubbeldam,1007,Goudenregenstraat (Julianaschool),Speelterrein,Een nieuwe speelplek_ op het terrein van de Julianaschool_ deels in beheer bij Stadsbeheer en deels bij de Julianaschool. Op de plek staat een mooi combinatietoestel_ er is een dubbel duikelrek en er liggen pleinplakkers en knikkertegels. Ook is er een klein trapveldje met minidoeltjes en een tafeltennistafel.,1,1,0,2011,,107951.3735,422491.4571,51.78909064,4.70528254
22886,Dubbeldam,1007,Goudenregenstraat bij huisnr.  1,Speelterrein,Een speelplek met een veerwip en een veerbeest.,1,0,0,,,107812.3142,422662.7715,51.79061866,4.70324381
23362,Dubbeldam,1007,Gravensingel (Gravenhorst),Jeu de Boules,Jeu de Boulesterrein,0,0,1,2011,,107495.6948,422880.7477,51.79255096,4.69862499
31043,Dubbeldam,1007,Iepenlaan,Trapveld,Trapveld met twee spijlendoelen en hekwerk.,0,1,1,,,107702.8392,422441.3697,51.78861947,4.70168737
41921,Dubbeldam,1007,Lariksstraat bij huisnr. 20,Speelterrein,Een gevarieerde speelplek met een klim-/glijcombinatie_ duikelrek_ veerelementen_ een draaimolen en een paar graafmachientjes in een zandbak. Ook liggen er diverse pleinplakkers met lieveheersbeestjes_ een alfabet en knikkertegels.,1,1,0,,2006,108194.247,422336.1069,51.78771478,4.7088235
42161,Dubbeldam,1006,Laurierstraat naast parkeerterrein. huisnr. 23,Speelterrein,Een speelplek met een veerwip_ een draaitoestel_ evenwichtsbalk en een klein toestel met duikelrek en glijbaantje.,1,1,0,,2008,108197.8746,423289.4135,51.79628329,4.70874723
43441,Dubbeldam,1007,Lindelaan bij huisnr. 23,Speelterrein,Een speelplek met een veerwip_ speelbootje en een dubbel duikelrek op kunstgras. In de verharding liggen nog twee knikkerputjes.,1,1,0,,,108388.452,422905.2535,51.79284645,4.71156143
54001,Dubbeldam,1006,Nijhofflaan bij huisnr. 99,Trapveld,Trapveld met twee minidoeltjes,0,1,1,2011,,107526.4459,423449.7491,51.79766768,4.69899268
54002,Dubbeldam,1006,Nijhofflaan bij huisnr. 99,Speelterrein,Speelterrein in 2010/2011 hernieuwd ingericht met een klim-glijcombinatietoestel_ een wip_ een duikelduo_ een veerelement en een dubbele schommel.,1,1,0,,2010,107460.2412,423477.1834,51.79790862,4.69802923
56411,Dubbeldam,1007,Overkamppark 1,Speelterrein,Een speelplek met diverse toestellen voor elk wat wils.,1,1,1,,,106619.2124,422942.8883,51.79303422,4.68591251
56412,Dubbeldam,1007,Overkamppark 2,Trapveld,Een trapveld met 2 doelen.,0,1,1,,,106861.2623,422891.5513,51.79259373,4.68942797
56413,Dubbeldam,1007,Overkamppark 3,Speelterrein,Free running locatie,0,0,1,2014,,106617.3582,422920.8427,51.79283591,4.68588871
60081,Dubbeldam,1006,Haaswijkweg West t.o. 116,Trapveld,Trapveld met twee streetdoelen en ballenvangers. Nieuw aangelegd in 2009.,0,1,1,2009,,107586.3961,423839.1097,51.80117229,4.69980837
60082,Dubbeldam,1006,Provinciale weg / Haaswijkweg 66,Trapveld,In 2013 is op deze locatie een pannaveldje aangelegd.,0,0,1,,2013,107866.3264,423691.6048,51.79987024,4.70388657
70401,Dubbeldam,1006,Damstraat t.o. huisnr. 99 (Stadhouderstraat),Speelterrein,Speelplek met een klim-/klautertoestel met kruipbuis en glijbaan_ driedubbel duikelrek_ twee veerelementen en een draaitoestel.,1,1,1,,,107316.2427,423318.2862,51.7964682,4.69596374
70402,Dubbeldam,1006,Stadhouderstraat t.o. huisnr. 2,Trapveld,Een trapveld met 2 spijlendoelen en daarnaast twee volleybalpalen.,0,1,1,,,107305.8102,423284.5151,51.79616378,4.69581717
77421,Dubbeldam,1002,Visserstuin bij huisnr 158,Speelterrein,Speelterrein met een combinatietoestel_ enkele hobbelelementen en een duikeltrio. Het plekje is afgeschermd met een hek.,1,1,0,2004,,108418.3819,423642.842,51.7994783,4.711896
79761,Dubbeldam,1007,Vijverlaan bij huisnr. 162,Speelterrein,Een speelplek met een klim-/glijcombinatie_ een duikelduo en een mooi veerelement.,1,1,0,,2013,107420.6068,422847.1032,51.79224217,4.69754128
02201,Oudelandshoek,1100,Amazone bij huisnr. 249,Speelterrein,De speelplek is in januari 2007 geheel opnieuw ingericht met een schommel_ een combinatietoestel_ een draaitoestel en een wip. In 2010 zijn er bij deze plek en het ernaast liggende trapveld nog twee korfbalpalen geplaatst.,1,1,1,,2007,108012.9187,424752.5636,51.80941836,4.70586759
02202,Oudelandshoek,1100,Amazone bij huisnr. 255,Trapveld,Trapveld met twee spijlendoelen en rondom een hek.,0,1,1,,,108044.1523,424738.8511,51.80929774,4.70632232
03380,Oudelandshoek,1102,Azobé bij huisnr. 155,Speelterrein,Een speelplek met een toestel om te klimmen en te glijden_ een dubbele schommel_ een draaitoestel en een veerelement. De ondergrond is kunstgras.,1,1,0,,,108523.5238,424656.3049,51.80859595,4.71328407
04281,Oudelandshoek,1102,Balsa bij huisnr. 128,Combibalspelterrein,Een gecombineerd terrein waar zowel gevoetbald als gebasketbald kan worden. In de zomer van 2009 is op de asfaltvloer een kunstgrasvloer gelegd en er is een nieuwe geluidsarme ballenvanger geplaatst.,0,1,1,,2009,108621.2346,424823.1954,51.81010407,4.71467844
13161,Oudelandshoek,1100,Colorado bij huisnr. 50,Speelterrein,Een speelplek met een dubbele schommel_ wip_ een evenwichtsbalk_ twee veerelementen en een klim/glijcombinatie op een ondergrond van kunstgras.,1,1,0,,,108234.7059,424610.9407,51.8081641,4.70910255
20461,Oudelandshoek,1100,Branco / Flamingopad,Speelterrein,Deze speelplek is heringericht in september 2010. Er staan een dubbele schommel_ een duikelrek_ een combinatietoestel en een veerelement.,1,1,0,,2010,108179.7845,424372.7376,51.80601855,4.70833847
23921,Oudelandshoek,1100,Groenezoom bij school,JOP (hangplek),Groene JOP,0,0,1,2009,,107701.347,424325.521,51.80555384,4.70140832
23923,Oudelandshoek,1101,Groenezoom,Skateterrein,Skatebaan met div. skatetoestellen_ met hekwerk en asfaltvloer.,0,0,1,,,108045.9018,424099.1392,51.80354824,4.7064345
31141,Oudelandshoek,1103,Iroko bij huisnr. 180,Speelterrein,Speelplek met een combinatietoestel met glijbaan_ een dubbele schommel_ een draaistoelschijf en een duikelrek.,1,1,0,,2008,108151.5881,424880.0264,51.81057563,4.70786097
46041,Oudelandshoek,1101,Mahonie bij huisnr. 236,Trapveld,Trapveld met twee doelen_ een ballenvanger langs de sloot_ een hekwerk langs de weg en toegang over een hondenrooster.,0,1,1,,,108497.8193,424500.1069,51.80718992,4.71293237
47401,Oudelandshoek,1103,Marowijne bij huisnr. 20,Speelterrein,Deze speelplek is in 2009 in nauwe samenwerking met de bewoners opnieuw ingericht. Je kunt er duikelen_ wippen_ klimmen_ klauteren_ glijden en schommelen.,1,1,0,,2009,108297.2073,424827.3285,51.81011419,4.70997955
48861,Oudelandshoek,1101,Meranti nr. 188,Speelterrein,Een speelplek met een klim-/klautertoestel twee veerelementen_ een dubbele schommel en een paar banken.,1,1,0,,,108603.4118,424331.9795,51.8056876,4.71448588
56521,Oudelandshoek,1101,Palissander (voor Mahonie 148),Speelterrein,Speelplek_ eind 2008 in nauwe samenspraak met bewoners heringericht. Op de plek staan een mandschommel (speciaal voor kinderen die minder goed op een gewone schommel kunnen zitten)_ een combinatietoestel om te klimmen en te klauteren_ een draaitoestel_ een veerelement en een driedelig duikelrek.,1,1,0,,2008,108357.3936,424431.0626,51.80655764,4.71090566
