X,Y,OBJECTID,IDENTIFICATIE,LENGTE,BREEDTE,HOOFDFUNCTIE,HOOFDMATERIAAL,KUNSTWERKSOORT,OMSCHRIJVING,VERKEERSKLASSE
4.77141605010588,51.5883526028978,2313,EEE37581E69F7416,10.5 M,12.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Tolbrug,Klasse 45
4.7425676002991,51.5978160726925,2314,780A1C88445C8B77,16 M,1 M,(Vracht)auto (01),,Duiker (DK),Duiker Grenssteen,
4.72988370243496,51.6208370356417,2315,1E089FBDE12263FB,15 M,13.3 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Sterrenkroosbrug,Klasse 45
4.80425432711129,51.5599267667833,2316,BCB71D64143CD9B0,8 M,-1 M,Waterspiegelbeh (02),Hout,Stuw (SW),Wolfslaarstuw 2,
4.77811502734126,51.530112475712,2317,7A1CA7C8C431CEB2,265 M,4 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Tunnel fietspad onder A58,Klasse 60
4.76975906806848,51.5920939836928,2318,FAC92DCE43E6E716,58 M,,Rijbaan (02),Metselwerk,Keerwand (KW),Gasbrugkeerwand 1,
4.74098790679197,51.5901558065236,2319,9012513BE7572900,59 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Schanskorfmuur,
4.77865286562671,51.5922923204038,2320,C308DB68D71145ED,9.2 M,4.45 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Valkenbergbrug,nvt
4.75320588328549,51.5708127013524,2321,5027AC469C0382FE,20.67 M,2.5 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Talma-zone brug 6,
4.78390131954904,51.5955330540041,2322,B9F36F2FC44FEAAD,400 M,22 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Terheijdentunnel,Klasse 60
4.72414787296712,51.587237299605,2323,78FFEEA525EC414E,75 M,14 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Leursebaantunnel 2,Klasse 60
4.75954564749268,51.5714543462434,2324,5078A3589FB8C8F4,51.15 M,12.72 M,(Vracht)auto (01),Beton,Viaduct (VD),Ruiterbosviaduct,Klasse 30
4.72849797196564,51.6046510164625,2325,9117E4C42F364C3C,12 M,5.7 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Wilgenbroekbrug,Onbekend
4.83256148521629,51.5874845728638,2326,D5B2766EDCF77EB8,10 M,1.15 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 13,Klasse 45
4.77255717520556,51.5868732337354,2327,EDF2E6535A8B9565,17.5 M,9.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Minderbroedersbrug,Klasse 45
4.8022633859569,51.6099596623911,2328,FFD471FE85A17808,418 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Kademuur Waterdonken,
4.72787740425889,51.6056816212466,2329,37C8C2343D031DF3,26 M,2.25 M,(Brom)fiets (02),,Duiker (DK),Arendbergduiker 1,
4.75516422838829,51.6234436376137,2330,3090E923201E2A9A,14 M,1.9 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Nieuwe Asterdbrug 1,
4.79166378807522,51.5960617265363,2331,492CFCA18BC8169F,46 M,10.23 M,(brom)fietser (02),Beton,Viaduct (VD),Fietsviaduct Doornboslaan,
4.74055994415182,51.5904704768771,2332,C3DA471904C5CBD4,82 M,.9 M,(Vracht)auto (01),,Duiker (DK),Westerparklaan duiker,
4.80152494502971,51.6092351420611,2333,384BEEF1003C1924,54.6 M,3.8 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Waterdonken fietsbrug,Onbekend
4.74790696087048,51.5977017364123,2334,7AADFADE40A3EC9D,10 M,4.8 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Brug Huifakkerpad 3,
4.75188132121634,51.622289832094,2335,84414EFED698013C,16.5 M,2.5 M,(Brom)fiets (02),,Duiker (DK),Venuslaanduiker,
4.73690609874163,51.550706470966,2336,9BA41864245B4AC9,34 M,6.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Effensebrug,Klasse 45
4.77841306036408,51.5720395559377,2337,8D6ECF6487CEEEB8,17.4 M,34 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Frisobrug,Klasse 60
4.73031400544658,51.6041995078782,2338,A3E842637D75F25E,17 M,3.4 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Elzenpadbrug,
4.73148081951104,51.6219849388509,2339,C99F08BC319919FC,9.2 M,5.98 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Moeraszeggebrug 2,nvt
4.71304904312067,51.5452693036333,2340,17CBD0B94399D442,4 M,3.75 M,(Vracht)auto (01),Beton,Vaste Brug (BV),IJzermolenbrug,Onbekend
4.72174813096492,51.5558164900009,2341,954333CDFFC992A4,4.4 M,5.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Mastbrug,Onbekend
4.83022151801041,51.590856867991,2342,38F45FA607FB1DE3,26 M,1 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 05,Klasse 45
4.722362751138,51.5983046906361,2343,4F7F5FC479FABFB1,13.7 M,2.4 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Lage brug II,
4.76656899931673,51.5804352195365,2344,9FF079DCD2DDED5F,13 M,2.2 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Willem Alexanderstraat 2,Onbekend
4.77202104739291,51.5892718355625,2345,8EEBBF36DB9F5501,213 M,,Rijbaan (02),Metselwerk,Keerwand (KW),Nieuwe Markkeerwand west,
4.73292433222208,51.6264702731984,2346,C1F206CC90947946,8 M,.5 M,(Brom)fiets (02),,Duiker (DK),Waterviolier,
4.81938813940151,51.5621272436396,2347,21ACA955B7D98297,,2.1 M,Voetgangers (02),Natuursten,Trap (TR),Trap Vossenlaar,
4.72395254926052,51.5985644591123,2348,E0D8F3F7D3D41754,30 M,1.5 M,Voetgangers (02),Natuursten,Trap (TR),Taludtrap bij Valdijk,
4.77477326763655,51.5742790215102,2349,5EC9018059459DDA,28 M,2.6 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Cimburgabrug,
4.73369685130764,51.5714237603529,2350,12DB173D631DCA08,13.2 M,2.4 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Bijloopbrug 3,
4.76282447779016,51.6016457468114,2351,A7494CAE801BBEA5,110 M,26 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Charles Stulemeijerbrug,
4.73763639053039,51.5921936129073,2352,81F21041D32EB05F,15 M,3.5 M,(Vracht)auto (01),,Duiker (DK),Heilaar-Noordweg duiker 3,
4.72825810104395,51.6196446168675,2353,5E8955549D5E4485,30 M,5.32 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Dwergkroosbrug,Klasse 45
4.7927290865463,51.6118642577807,2354,4D6EB6C4A1811AF3,21 M,2.2 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Breda Noordbrug1,
4.72701404241473,51.6187878306288,2355,30010A1E1C90A3B6,5.08 M,3.96 M,Vissteiger (01),Staal,Steiger (ST),Steiger Kroeteneiland,
4.73359480864457,51.6049301748446,2356,F21E89564ED1089D,19 M,1.9 M,(Brom)fiets (02),,Duiker (DK),Padakkerduiker,
4.80318159814913,51.5886891482568,2357,2F2DCF8C52367BE7,42.2 M,2.65 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Brabantparkbrug,
4.80036563617425,51.5586694073011,2358,C22550CD0F45AA0C,10 M,3.3 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Charlot. Cuypersdreefbrug,
4.66474995784383,51.6310665507593,2359,5DDEBB9088015CC2,20 M,.6 M,(Vracht)auto (01),,Duiker (DK),Zeedijk duiker met schuif,Klasse 45
4.76602501799262,51.5994896491521,2360,42E546BDE5D22EEB,468 M,,Grondlichaam (01),Staal,Keerwand (KW),Belcrumhaven damwand 1,
4.73136003006022,51.614785653345,2361,9FC3B838DDF25C57,10.7 M,2.25 M,(Brom)fiets (02),,Duiker (DK),Bergdreefduiker,
4.77041352075826,51.5922308755642,2362,C805ECF22C1F2A7F,21.7 M,31.3 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Gasbrug,Klasse 45
4.74975051745662,51.6066031310695,2363,D6A59639D4325C62,15.2 M,6 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Donktunnel 2,
4.72674381257943,51.6047537835466,2364,5586D0B36DA0B401,14 M,2.1 M,(Brom)fiets (02),,Duiker (DK),Melkpadduiker,
4.80710254794677,51.5574857850743,2365,CD0DBAC9038468FF,6.9 M,3 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Wolfslaarparkbrug 6,
4.72994103320523,51.6243362293999,2366,7962BFB5BED57E42,8 M,.5 M,(Brom)fiets (02),,Duiker (DK),Waterviolier,
4.72705106501525,51.5596264596158,2367,0D5EAB65E06F7F75,2 M,8 M,Debietbeheer (01),Staal,Stuw (SW),Raamschoorseweg 2,
4.82123926791636,51.5667033727262,2368,5FD77906B5D323B2,47 M,7.4 M,(brom)fietser (02),Beton,Viaduct (VD),Fietsviaduct A27,Onbekend
4.74896727527629,51.5857044342063,2369,77835C14393E3D10,6.5 M,1.5 M,Voetganger (03),Hout,Vaste Brug (BV),Rotsvlinderbrug,
4.83738282301067,51.5916733700311,2370,54A8B14EA091FC25,8 M,.8 M,Voetganger (03),,Duiker (DK),Minervumduiker 17,
4.83341327930531,51.5727968817445,2371,9F66290AE5FD4DD5,7.4 M,3.2 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Brug Groene Long,
4.76802063109103,51.5806720223045,2372,70E085C3330DAB30,12 M,8 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Willem Alexanderstraat 1,Klasse 45
4.74354925134006,51.5940109058597,2373,65364393C091FD4D,90 M,18.5 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Westerparklaantunnel 2,Klasse 60
4.74858515514412,51.6197950673999,2374,0A6D582A64A13340,12 M,2.35 M,(Brom)fiets (02),,Duiker (DK),Dwarsmoerenpadduiker,
4.72256292553587,51.5864673705263,2375,799584EA2F605954,,,overig (01),Thvr staal,Overig (ZZ),Uitkijktoren,
4.70028038711256,51.6309192267825,2376,FC7376FF04B98A2F,16 M,.5 M,(Vracht)auto (01),,Duiker (DK),Nieuwveerweg,
4.80847720936631,51.5851507859818,2377,9A29897C57667DA2,15.3 M,10 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Nieuwe inslag brug,Klasse 30
4.73950004355772,51.608271778968,2378,EECAAD1FCFAB3602,11.9 M,11.8 M,Vissteiger (01),Hout,Steiger (ST),Steiger Maaibeemd,
4.73022529344391,51.6187365452854,2379,AC1067DF02BDBD3F,69 M,,Rijbaan (02),Beton,Keerwand (KW),Waterviolier keerwand,
4.79299681042552,51.6145254704129,2380,7ECE7DA91A2FD320,19 M,2 M,(Brom)fiets (02),,Duiker (DK),Zwartedijkduiker,
4.83164433244149,51.5894513205462,2381,2BBF556114690B42,30 M,1 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 06,Klasse 45
4.80596929243073,51.5591014589616,2382,341FD908CBE1B204,4 M,-1 M,Waterspiegelbeh (02),Hout,Stuw (SW),Wolfslaarstuw 1,
4.82023038975074,51.5651506956865,2383,58BC363DB0B032BB,1172 M,1.3 M,Geluidweren (01),Natuursten,Geluidswerende constr. (GS),Schanskorfmu.Fietsviaduct,
4.78543673211305,51.6145778495367,2384,CD1FE7ACD1680AEB,18 M,2.8 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Wisselaarbrug 3,
4.79164985012265,51.5959866712282,2385,A4B9A30EB8A0C2A4,46 M,10.23 M,(Vracht)auto (01),Beton,Viaduct (VD),HOV Doornbos busviaduct,
4.79448498950889,51.5441713472848,2386,9927A96F9AE2896C,5.75 M,7.4 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Valleiduikerbrug,Klasse 45
4.74540207518778,51.6115642268297,2387,9A5D734E2AB1D09C,14 M,12 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Somerweidebrug,Onbekend
4.76346583187376,51.5858430694261,2388,1885FB80EF75143A,22.25 M,29.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Haagpoortbrug,Klasse 45
4.78918804655465,51.5909804046255,2389,FD3D4FEA6CE6D02D,15 M,26.2 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Nassaubrug,Klasse 45
4.74195827507447,51.5665404154951,2390,C4FFE40180DD01A1,5 M,45 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Duikerbrug Gr.Engelbertln,Klasse 45
4.73660224117302,51.5426325206205,2391,DD717DADCAD70B59,26.2 M,5 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Tweegelandenbrug,Klasse 30
4.78726041708416,51.6098798395184,2392,F025C7AF06BDAB86,12 M,2.5 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Stabroekbrug,
4.74079507273532,51.5663659701014,2393,17563BCC45CB47E9,421 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Schanskorfmuur 2,
4.817612104701,51.5689918078271,2394,DA955F64C065A6C1,251 M,,Rijbaan (02),Natuursten,Keerwand (KW),Schanskorfmuur,
4.82127474596537,51.5704363100901,2395,45CBDEAF7DB7B382,,2.1 M,Voetgangers (02),Natuursten,Trap (TR),Trap Gravin van der Marck,
4.76554201752736,51.5833395596505,2396,EF36E9EF4264DF9B,29.5 M,36.8 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Beatrixbrug,Klasse 45
4.75953403650426,51.5728048104057,2397,35B8E59D561CD5D3,60 M,2.4 M,(Brom)fietser (02),Azobe,Vaste Brug (BV),Baronieziekenhuisbrug 2,
4.77366105836872,51.5814931108227,2398,B2462B1FE8F1B9D7,25.65 M,9.7 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Balfortbrug,Onbekend
4.80171420368938,51.6074373055715,2399,6225FA1214588A07,50 M,,(Vracht)auto (01),,Duiker (DK),Maasdijkduiker,
4.7540591954404,51.6127457721953,2400,B85809064E4C3FA6,13 M,6 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Schapenpadtunnel 2,
4.72898925105341,51.6134673016316,2401,BEA5C2801248AC6B,11 M,1 M,(Brom)fiets (02),,Duiker (DK),Bergdreefduiker,
4.79544412145827,51.543427437819,2402,59F1B0EC2E07967D,20 M,3.5 M,(Vracht)auto (01),,Duiker (DK),Molenstraat duiker,Klasse 30
4.82909985542359,51.5843821396135,2403,C7AFA995C65F6041,140 M,,Rijbaan (02),Natuursten,Keerwand (KW),Schanskorfmuur,
4.75503934517843,51.5645072168849,2404,DF30687313EF8610,26.6 M,11.4 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Houtbrug,Klasse 30
4.80113467343898,51.6082537463389,2405,8985E139F38038E2,45.5 M,10.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Waterdonken busbrug,Klasse 45
4.73492858920265,51.6050793546419,2406,49BD752DC7EE4546,16 M,1.9 M,(Vracht)auto (01),,Duiker (DK),Bergakkerduiker,
4.75187686403555,51.6241789971406,2407,C1461622769B338E,14 M,1.9 M,Voetganger (03),Hout,Vaste Brug (BV),Asterddijkbrug 1,
4.79162169457228,51.5958050984768,2408,B2415CFFA6186328,105 M,24 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Doornbostunnel,Klasse 60
4.82098716539577,51.5697934959621,2409,D9E50F43835435AA,,2.1 M,Voetgangers (02),Natuursten,Trap (TR),Trap Brederodestraat,
4.75708834300913,51.5922686867646,2410,0D82E4BF124F7C49,180 M,32 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Lunettunnel,
4.76572769549071,51.582868526236,2411,57AE3D03988AD305,20 M,17.1 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Bernhardbrug,Klasse 45
4.73419175303281,51.5939330403944,2412,90B7D4E051E7BF5D,185 M,18.5 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Meester Bierensweg tunnel,Klasse 60
4.74514462183163,51.5886566330095,2413,829D8EE9508D276F,20.4 M,3.5 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Westerparkbrug,nvt
4.77052679784293,51.5949615661163,2414,1396C271CA50479C,409 M,,Rijbaan (02),Beton,Keerwand (KW),Markkadekeerwand,
4.72264160752638,51.5947089810757,2415,1889E1E166195CE7,15 M,12 M,Voetganger (02),Staal,Vlonder (VL),Vlonder aan dierenweide,
4.74555400820036,51.5871507806034,2416,28DA1505AC80E1D7,49 M,1 M,(Vracht)auto (01),,Duiker (DK),Bloemenblauwtje duiker 3,
4.74854535405857,51.6188842324845,2417,D858DE3D93A2DC24,16 M,2.2 M,(Brom)fiets (02),,Duiker (DK),Moerenpadduiker 1,
4.812937119592,51.6003083982874,2418,7EA2E9786944E33F,270 M,20 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Tunnelbak Poort Napoleon,Klasse 45
4.72425619095153,51.6025693443917,2419,F69AA466FB6636E2,76.8 M,36 M,(Vracht)auto (01),Beton,Viaduct (VD),Moskesviaduct,Klasse 60
4.79760004672378,51.5428015113586,2420,738B32EC1FAA1BAF,10 M,1.95 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Beekdalbrug,
4.79921136090659,51.5420541269718,2421,537CACF24F0F4FCE,9.25 M,4.1 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Oude Beekhoekbrug,Onbekend
4.74852634514218,51.6185034177775,2422,5E147A7ED84CD421,18 M,2.2 M,(Vracht)auto (01),,Duiker (DK),Uitoordduiker 2,
4.86400225620907,51.5593954609171,2423,4367ED022FBE745B,13 M,2.5 M,(Vracht)auto (01),,Duiker (DK),Duiker Lage Aard,
4.7472383657314,51.603705467449,2424,4F4092231D709C41,11.8 M,6 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Aardrijktunnel,
4.74374542485476,51.6036449937379,2425,1D0634D4AC805433,8.9 M,4.4 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Wederiktuinbrug,Onbekend
4.79186725098295,51.5765912566246,2426,C5D932D0B3F48570,75 M,22 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Fatimatunnel,
4.74937709479613,51.5995817885266,2427,24D46311EA7A2622,13.4 M,6 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Emertunnel 2,
4.74808839312833,51.6003523844882,2428,7C29AF99B3558DC9,25 M,6 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Walpadtunnel,
4.73777988504154,51.5905265341048,2429,5BED24142139577C,22.5 M,3.5 M,(Vracht)auto (01),,Duiker (DK),Heilaar-Noordwegduiker 1,
4.72465845540854,51.5581903449572,2430,4937EF56E3D853ED,9 M,2.98 M,(Brom)fietser (02),Composiet,Vaste Brug (BV),Raamschoorsebrug 1,
4.74693794304472,51.6150216316999,2431,3E5144E4C2E52A06,20 M,2.1 M,Vissteiger (01),Hout,Steiger (ST),Steiger Laagerf,
4.77090960848895,51.5924081968922,2432,7C2625F9B5110C84,119 M,,Rijbaan (02),Beton,Keerwand (KW),Gasbrugkeerwand 2,
4.73805875543752,51.5682786104197,2433,46A5ECCFE3C69DE7,12 M,3 M,(Vracht)auto (01),,Duiker (DK),Rithseduiker,Klasse 30
4.77750211544781,51.580816326449,2434,D9386220B55D8F50,17 M,24.8 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Wilhelminabrug,Klasse 45
4.78695442150456,51.5654725025769,2435,0F27F3782FF0444C,8 M,3 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Valkrustparkbrug,
4.75420397031051,51.6231516155726,2436,437D6F831BE75BE0,13 M,2.5 M,(Vracht)auto (01),,Duiker (DK),Nieuwe Asterdduiker 1,
4.73785327142702,51.6010956950271,2437,26C8388A4498B15F,34.25 M,6 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Gageldonksetunnel,
4.75206029396139,51.6002236454817,2438,A4EAEBFE11240019,45 M,3 M,(Vracht)auto (01),,Duiker (DK),Backer en Ruebduiker,
4.78116159219875,51.5821658363307,2439,39296C90EDD05104,21.3 M,27.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Vierwindenbrug,Klasse 60
4.74900865165108,51.5849701207054,2440,3C364E7AB2D26408,6.5 M,1.5 M,Voetganger (03),Hout,Vaste Brug (BV),Steppevlinderbrug,
4.70269201726856,51.6205102580118,2441,8DC50D8C25A538B9,13 M,2 M,(Vracht)auto (01),,Duiker (DK),Weimersedreef 1,Klasse 30
4.74288811591972,51.5674726982048,2442,C2BDA33A2A788B3B,30 M,20.8 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Zdl. Rondweg-duikerbrug 2,Klasse 45
4.78302388037923,51.5665581852501,2443,1ED9890CDFEEE30B,14 M,10.1 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Duivelsbrug,Klasse 45
4.73789372647825,51.6047560725274,2444,34C2A2668FBB8B04,12.4 M,7.8 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Muitenpadbrug,
4.75183799174431,51.6164684538209,2445,283B9BFA374E53EC,28 M,1 M,(Vracht)auto (01),,Duiker (DK),Weide Hekduiker,
4.75404333754296,51.5709655913247,2446,4C136747FE50663A,22.9 M,3.2 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Talma-zone brug 7,
4.81161332089968,51.6005378557804,2447,9A3F9A76C2855A31,911 M,,Grondlichaam (01),Natuursten,Keerwand (KW),4 schanskorfmuren Poort N,
4.74732060022111,51.5954469237214,2448,66E0A00EB0304CAA,-1 M,1 M,(Brom)fiets (02),,Duiker (DK),Duiker Stadionstraat,
4.75203249986856,51.6243304039737,2449,66373F94ABCA9297,14 M,1.9 M,Voetganger (03),Hout,Vaste Brug (BV),Asterddijkbrug 2,
4.76825273238717,51.5832853274826,2450,177E75890E79F025,32.7 M,5.45 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Arsenaalbrug,Onbekend
4.7863701053944,51.587028234735,2451,49A5AB7D6B50DBA4,18.85 M,7.5 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Fietsbrug Cl.Prinsenln -Z,
4.75716662982338,51.572261205858,2452,78CED0C46559C91F,18.8 M,13.3 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Oranjeboombrug,Klasse 30
4.79995724619911,51.613008220882,2453,DB61104845CEC4AD,8 M,2 M,(Brom)fietser (02),Composiet,Vaste Brug (BV),Zwarte Dijkbrug 1,
4.74753932912935,51.5976830163029,2454,103C0CEF6C799E69,11.2 M,-1 M,Waterspiegelbeh (02),Hout,Stuw (SW),Huifakkerpadstuw,
4.75623073047458,51.6250820145999,2455,3A640DC679168392,14 M,1.9 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Nieuw Zonzeelbrug,
4.78920896410162,51.5884981509926,2456,ECE4DADEDBCFB5FF,17.75 M,10.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Brabantbrug 1,Klasse 30
4.6700936198377,51.6261601510403,2457,90F4532AD2236971,13 M,1.5 M,(Vracht)auto (01),,Duiker (DK),Halseweg,Klasse 45
4.80335425852378,51.588818873408,2458,BC22714CE03400DF,4.4 M,4.25 M,Vissteiger (01),Hout,Steiger (ST),Vissteiger Brabantpark,
4.81451221069443,51.6002251629117,2459,173D1618F3037032,789 M,,Grondlichaam (01),Natuursten,Keerwand (KW),4 schanskorfmuren Poort N,
4.72286992949979,51.5953382918275,2460,D2E1330203CD9879,14.1 M,2.4 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Lage brug I,
4.73175423130059,51.6168935878384,2461,BFB7C4B2E17356D3,19 M,2 M,(Vracht)auto (01),,Duiker (DK),Notenkrakerduiker,
4.82853987528953,51.583313300053,2462,3D75A59C3C63FC51,18.1 M,14.84 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Hoogeindduikerbrug,
4.83499479247509,51.5899721193781,2463,511507A0173E3B83,27.5 M,1.25 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 15,Klasse 45
4.78226859181876,51.6005706862894,2464,4F56C4A9EBFF33A7,9.6 M,1.7 M,Voetganger (03),Beton,Vaste Brug (BV),Linieparkbrug 1,
4.82629736617653,51.5875182350127,2465,37E303DA473A78BF,12 M,1 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 11,Klasse 45
4.80647117858689,51.606414842987,2466,61C5FBFC591D562F,72 M,4 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Lange Weide fietsbrug,
4.82927878167055,51.5872854196532,2467,8059B2F51FF5F86E,30 M,1 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 12,Klasse 45
4.73137406982559,51.6253544829298,2468,1E3F520842931E4F,8 M,.5 M,(Vracht)auto (01),,Duiker (DK),Waterviolier,
4.74395241012232,51.5673639781626,2469,88418149F12B04B4,128 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Schanskorfmuur 1,
4.75302250226855,51.6246359712616,2470,A2D996A47A23762E,14 M,1.9 M,Voetganger (03),Hout,Vaste Brug (BV),Nieuw Krijtenburgbrug,
4.75215662566402,51.6147751238727,2471,2BF685E1A36DE52E,78 M,,(Vracht)auto (01),,Duiker (DK),Duiker Achtererf,
4.80486945962256,51.5856573450715,2472,C7007DF79494C254,15.4 M,3 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Marterringbrug,
4.72669841296932,51.6362172522408,2473,FEF50B244E5BAB9C,8 M,1.5 M,(Brom)fiets (02),,Duiker (DK),Werftsewegduiker 1,
4.81592461148083,51.5714328145103,2474,48325D2267AB6AC7,19.5 M,3.7 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Koolpadbrug,
4.79811393201179,51.611323370267,2475,640C75EF9D6AE358,32 M,-1 M,(Brom)fiets (02),,Duiker (DK),Wenselduiker,
4.75162319260982,51.6188530896805,2476,77FEF74B3CCACF0D,15.4 M,2 M,(Brom)fiets (02),,Duiker (DK),Moerenpadduiker 2,
4.7301454666807,51.6228489852733,2477,6B44810B057FDDEF,15 M,3.98 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Waterleliebrug,nvt
4.74189503159686,51.624231014262,2478,E1EB1AD56F5C15D6,62 M,3.62 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Heksenrijbrug 2,
4.80618764039145,51.5592566485486,2479,C50098B54135B6FE,6.07 M,2.68 M,Voetganger (03),Azobe,Vaste Brug (BV),Wolfslaarparkbrug 8,nvt
4.73777892213183,51.5897366807263,2480,F53A66AE7DFAA4F9,16.5 M,3.5 M,(Vracht)auto (01),,Duiker (DK),Baanzichtduiker,
4.75612199432322,51.6237433596174,2481,8448614323F7490C,13 M,1.5 M,(Vracht)auto (01),,Duiker (DK),Nieuwe Asterdduiker 2,
4.75115436247365,51.6137979740112,2482,0B1AD402FF23F183,20 M,1.5 M,(Vracht)auto (01),,Duiker (DK),Voorerfduiker,
4.79388566357475,51.5882748692234,2483,3C8066DE42A88D65,14.2 M,3.3 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Brug De Leystroom,
4.73647186250006,51.6186745220812,2484,B9E0E5D157565C54,50 M,1.95 M,(Vracht)auto (01),,Duiker (DK),Paradijslaanduiker,
4.73119070429065,51.5868701380289,2485,6E96E166EF543B6B,27 M,1 M,(Vracht)auto (01),,Duiker (DK),Duiker Leursebaan IABC,
4.74896802534218,51.6227173866914,2486,A00D849E6C6B3523,51 M,1.5 M,(Vracht)auto (01),,Duiker (DK),Emerparklaanduiker + stuw,
4.80541963131756,51.5797206298041,2487,1967C3EDBC4A7108,48 M,20 M,(Vracht)auto (01),Beton,Viaduct (VD),Loevesteinviaduct,Klasse 45
4.74455410150466,51.5912306185897,2488,04A04E9069F4C223,25 M,1 M,(Brom)fiets (02),,Duiker (DK),Bloemenblauwtje duiker 1,
