"apby","apdttm","apname","permit","comments","declvltn","deptcm","commercedesc","expdttm","issby","issdttm","laststg","laststgdesc","lstactdttm","nextstgdesc","planrev","pri","pridesc","primaplid","stat","statby","statdttm","worktype","worktypedesc","contractor","address","addr1","addr2","city","state","zip"
"12141","2018-04-10T15:20:21.000",,"55411","PLANS ARE ON FILE.DEOMO EXISTING SUPERMARKET AND ASSOCIATED LOADING DOCKS AND CURBING AND PARKING LOTS. TO INCLUDE GRADING OF SITEAPPROVE AK/YC","34800","COM","COMMERCIAL","2018-10-10T15:20:21.000",,,"10","Process Application","2018-04-10T16:09:18.000","Pre-Issue Permit","Y",,,"19854","Open",,,"WHOLE","WHOLE DEMOLITION","CJ COLAMECO INC","413 LANCASTER AV","4 STATE RD","SUITE 304","MEDIA","PA","19063-"
"12141","2018-06-05T16:03:28.000",,"55862","TOTAL DEMOLITION OF FIRE DAMAGED HOUSE BACK FILL UPON COMPLETION APPROVE AC/YC","22000","RES","RESIDENTIAL","2018-12-05T16:03:28.000",,,"10","Process Application","2018-06-05T16:04:41.000","Pre-Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","1517 GREENVIEW AV","1420 CLARION STREET",,"READING","PA","19601-"
"12147","2018-10-23T14:50:08.000",,"56664","DEMO / REMOVE MOBIL OFFICE IN REAR OF SCHOOL. APPROVED BY AC / JM.","7000","COM","COMMERCIAL","2019-04-23T14:50:09.000",,,"10","Process Application","2018-10-23T14:51:20.000","Pre-Issue Permit","Y",,,"11783","Open",,,"PARTL","PARTIAL DEMOLITION","CC&J CONSTRUCTION","1201 N 12TH ST","PO BOX 373",,"BERNVILLE","PA","19506-"
"12147","2018-07-10T08:38:42.000",,"56072","DEMOLITION OF MULTI STORY WAREHOUSE. APPROVED BY AK / JM.","290000","COM","COMMERCIAL","2019-01-10T08:38:43.000",,,"10","Process Application","2018-07-10T08:39:55.000","Pre-Issue Permit","Y",,,"12891","Open",,,"WHOLE","WHOLE DEMOLITION","DINOSAUR DEMOLITION LLC","500 S 5TH ST","PO BOX 15209",,"READING","PA","19612-"
"12147","2018-06-22T12:15:52.000",,"55993","APPROXIMATELY 35,700 SF DEMOLITION OF ABANDONED GROCERY STORE AT ROCKLAND CENTER. PERMIT REQUEST TO PERFORM ELECTRICAL, MECHANICAL, AND STRUCTURAL WORK NECESSARY FOR THE SAF DEMOLITION OF ALL INTERIOR SPACES. BUILDING PERMIT REQUEST TO FOLLOW UPON PLAN COMPLETION. APPROVED BY AK / JM. pLAN #32/18.","216000","COM","COMMERCIAL","2018-12-22T12:15:52.000",,,"10","Process Application","2018-06-22T12:37:46.000","Pre-Issue Permit","Y",,,"17992","Open",,,"PARTL","PARTIAL DEMOLITION","BENCHMARK CONSTRUCTION COMPANY","1100 ROCKLAND ST","4121 OREGON PIKE","PO BOX 806","BROWNSTOWN","PA","17508-"
"12141","2018-04-19T14:47:02.000",,"55499","PHASE 4:DEMOLITION AND REMOVAL OF BUILDINGS ALONG WINDSOR STREET BETWEEN N NINTH ST & MOSS ST APPROVE AK/YC","20000","COM","COMMERCIAL","2018-10-19T14:47:03.000",,,"10","Process Application","2018-04-19T14:48:00.000","Pre-Issue Permit","Y",,,"25842","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERVICES","801 N 9TH ST","507 N SHAMOKIN ST",,"SHAMOKIN","PA","17872-6717"
"12141","2019-07-18T08:04:00.000",,"58822","DEMOLITION OF COMMERCIAL BUILDING           PER THE CITY OF READINGEMERG DEMOAPPROVED AC/YC","20400","COM","COMMERCIAL","2020-01-26T10:58:02.000","12141","2019-07-18T08:06:00.000","39","Pre-Issue COO","2019-07-26T10:58:02.000","Issue COO","Y",,,"12399","Open",,,"WHOLE","WHOLE DEMOLITION","SDL CONSTRUCTION","221 GREENWICH ST","325 EISENHOWER DR",,"ORWIGSBURG","PA","17961-"
"12147","2018-08-13T12:31:47.000",,"56261","DEMOLITION PERMIT APPLICATION. SELECTIVE DEMOLITION OF THE THREE STORE EXISTING BUILDING LOCATED ON THE CORNER OF 8TH & PENN STREET. THE DUILGIN WAS PREVIOUSLY A BANK. THE BUILDING WILL BE RENOVATED TO SERVE AS A RESTAURAN AND COMMUNITY MEETING SPACE. APPROVED BY AK / JM. PLAN #34/18.","60000","COM","COMMERCIAL","2019-02-13T12:31:47.000",,,"10","Process Application","2018-08-13T12:32:41.000","Pre-Issue Permit","Y",,,"867","Open",,,"PARTL","PARTIAL DEMOLITION","BURKEY CONSTRUCTION CO","758 PENN ST","506 MORGANTOWN RD",,"READING","PA","19611-2063"
"12147","2018-09-17T14:25:18.000",,"56457","DEMOLITION OF EXITING BUILDING. PER ADRIAN KOERNER NO FEE FOR PERMIT-NO COMPENSATION FOR DEMO.   APPROVED BY AK / JM.","250","COM","COMMERCIAL","2019-03-17T14:25:18.000",,,"10","Process Application","2018-09-17T14:28:57.000","Pre-Issue Permit","Y",,,"12891","Open",,,"WHOLE","WHOLE DEMOLITION","DINOSAUR DEMOLITION LLC","2101 N 13TH ST","PO BOX 15209",,"READING","PA","19612-"
"12141","2018-05-11T11:18:55.000",,"55673","PHASE 5: DEMOLITION AND REMOVAL OF BUILDINGS ALONG THE 800 BLOCK OF MOSS STREET,BETWEEN WINDSOR STREET AND DOUGLASS STREETAPPROVE AK/YC","120000","COM","COMMERCIAL","2018-11-11T11:18:56.000",,,"10","Process Application","2018-05-11T11:20:08.000","Pre-Issue Permit","Y",,,"25842","Open",,,"PARTL","PARTIAL DEMOLITION","NORTHEAST INDUSTRIAL SERVICES","801 N 9TH ST","507 N SHAMOKIN ST",,"SHAMOKIN","PA","17872-6717"
"12147","2018-04-04T11:32:35.000",,"55115","BULK DEMOLITION OF BUILDING , (PER ZONING DEMOLITION OF THE REAR LOWER BUILDINGS)APPROVE AC/YC","65000","COM","COMMERCIAL","2018-10-04T11:32:35.000",,,"10","Process Application","2018-04-04T11:36:34.000","Pre-Issue Permit","Y",,,"12891","Open",,,"PARTL","PARTIAL DEMOLITION","DINOSAUR DEMOLITION LLC","432 LAUREL ST","PO BOX 15209",,"READING","PA","19612-"
"12141","2019-07-18T11:52:23.000","DEMO OF GARAGE","58843","DEMO OF GARAGE , SEE SITE PLAN , WORK WILL BE DONE IN ALLEY OF CLOVER STSAME DAY ALL DEBRIS AND WOOD AND PLASTIC SIDING WILL BE REMOVED..APPROVED AC/YC","18000","RES","RESIDENTIAL","2020-01-18T11:53:03.000",,,"19","Pre-Issue Permit","2019-07-18T11:54:03.000","Issue Permit","Y",,,"17880","Open",,,"PARTL","PARTIAL DEMOLITION","VANDINE DEMOLITION","817 MOSS ST","220 VILLAGE WALK DR",,"MACUNGIE","PA","18062-"
"12141","2019-09-10T09:44:16.000","DEMO","59066","EMERGENCY- DEMOLITION AND REMOVAL - PER CITY OF READINGAPPROVED AC/YC","64454","RES","RESIDENTIAL","2020-03-10T09:45:00.000",,,"19","Pre-Issue Permit","2019-09-10T09:51:43.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","434 S 9TH ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-18T16:08:17.000",,"59209","DEMOLITION OF PARTIALLY COLLAPSED BUILDING AT ABOVE ADDRESS. REMOVE BASEMENT WALLS 2' BELOW GRADE, WAER PROOF BASEMENT PARTY WALLS AND STUCCO ABOVE GRADE PARTY WALLS. BACKFILL WITH 2A STONE TO GRADEAPPROVED JO/YC","63475","RES","RESIDENTIAL","2020-03-18T16:09:04.000",,,"19","Pre-Issue Permit","2019-09-19T09:09:32.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","1149 ELM ST","1420 CLARION STREET",,"READING","PA","19601-"
"12141","2019-09-19T08:16:00.000",,"59210","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","13000","RES","RESIDENTIAL","2020-03-19T00:00:00.000","12141","2019-09-19T09:07:00.000","20","Issue Permit","2019-09-19T09:13:56.000","Pre-Issue COO","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","743 NEVERSINK AL","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-19T09:24:25.000",,"59213","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","13000","RES","RESIDENTIAL","2020-03-19T09:25:22.000",,,"19","Pre-Issue Permit","2019-09-19T09:27:45.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","741 NEVERSINK AL","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-19T09:35:18.000",,"59216","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","61000","RES","RESIDENTIAL","2020-03-19T09:37:43.000",,,"19","Pre-Issue Permit","2019-09-19T09:38:11.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","364 N FRONT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12147","2019-12-10T08:03:00.000",,"59524","REMOVAL OF 4 SEPARATE STRUCTURES (SEE MAP) ATTACHED TO PERMIT APPLICATION. COGEN PLANT BEHIND DS SMITH, 720 LAUREL ST. APPROVED BY AC / JM.","12500","COM","COMMERCIAL","2020-06-10T00:00:00.000",,,"10","Process Application","2019-12-10T08:08:50.000","Pre-Issue Permit","Y",,,"21860","Open",,,"PARTL","PARTIAL DEMOLITION","MOONBEAM INC.","720 LAUREL ST","4391 WADSWORTH RD",,"NORTON","OH","44203-"
"12147","2019-11-14T11:11:00.000",,"59564","DEMO SCHOOL BUILDING & SCHOOL DEMO INTERIOR OF WAREHOUSE. DEMO ROOF. APPROVED BY AC / JM.","85000","COM","COMMERCIAL","2020-05-14T00:00:00.000",,,"10","Process Application","2019-11-14T11:30:24.000","Pre-Issue Permit","Y",,,"21878","Open",,,"PARTL","PARTIAL DEMOLITION","MORACH ENTERPRISE, INC.","229 N 4TH ST","2030 ALPHA CT",,"MANHEIM","PA","17545-"
"12141","2019-12-05T10:21:24.000",,"59837","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC            PER THE CITY OF READING CONTRACT OF 2018","15000","RES","RESIDENTIAL","2020-06-05T10:22:13.000",,,"19","Pre-Issue Permit","2019-12-05T10:23:09.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","712 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-05T10:42:24.000",,"59839","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC        PER CITY OF READING CONTRACT 2018","30327","RES","RESIDENTIAL","2020-06-05T10:50:03.000",,,"19","Pre-Issue Permit","2019-12-05T10:56:54.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","714 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-05T11:07:46.000",,"59840","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC        PER CITY OF READING CONTRACT 2018","15000","RES","RESIDENTIAL","2020-06-05T11:21:59.000",,,"19","Pre-Issue Permit","2019-12-05T11:23:53.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","710 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-17T14:15:11.000","BERKS HUMANE SOCIETY","59909","DEMOLITION OF THE EXISTING FACILITY FOR THE CONSTRUCTION OF A NEW UPDATE FACILITY.APPROVED AC/YC","98900","COM","COMMERCIAL","2020-06-17T14:16:03.000",,,"19","Pre-Issue Permit","2019-12-17T14:17:42.000","Issue Permit","Y",,,"12065","Open",,,"WHOLE","WHOLE DEMOLITION","PURCELL CONSTRUCTION COMPANY","1801 N 11TH ST","PO BOX 188",,"DENVER","PA","17517"
"12141","2020-01-07T10:45:16.000",,"60015","COMPLETE DEMOLITION AND REMOVAL OF THE STRUCTURE AT THE ADDRESS ABOVE, PER CITY OF READING SPECIFICATIONSAPPROVED AC/YC","21444","RES","RESIDENTIAL","2020-07-07T10:46:03.000",,,"19","Pre-Issue Permit","2020-01-07T10:51:07.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","1038 COTTON ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
,,,"64347","Demolition (Illegal partition wall)Approved By: JO/SV","250","COM","COMMERCIAL",,,,"1","Application Added","2022-04-18T09:10:39.000","Pre-Process Application","Y",,,"786223","Open",,,"PARTL","PARTIAL DEMOLITION","CHEN SHENG ZHONG & LIU WEI","832 CENTRE AV","960 WOODLAND RD",,"WYOMISSING","PA","19610-1202"
"12141","2018-06-05T16:03:28.000",,"55862","TOTAL DEMOLITION OF FIRE DAMAGED HOUSE BACK FILL UPON COMPLETION APPROVE AC/YC","22000","RES","RESIDENTIAL","2018-12-05T16:03:28.000",,,"10","Process Application","2018-06-05T16:04:41.000","Pre-Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","1517 GREENVIEW AV","1420 CLARION STREET",,"READING","PA","19601-"
"12147","2018-10-23T14:50:08.000",,"56664","DEMO / REMOVE MOBIL OFFICE IN REAR OF SCHOOL. APPROVED BY AC / JM.","7000","COM","COMMERCIAL","2019-04-23T14:50:09.000",,,"10","Process Application","2018-10-23T14:51:20.000","Pre-Issue Permit","Y",,,"11783","Open",,,"PARTL","PARTIAL DEMOLITION","CC&J CONSTRUCTION","1201 N 12TH ST","PO BOX 373",,"BERNVILLE","PA","19506-"
"12147","2018-07-10T08:38:42.000",,"56072","DEMOLITION OF MULTI STORY WAREHOUSE. APPROVED BY AK / JM.","290000","COM","COMMERCIAL","2019-01-10T08:38:43.000",,,"10","Process Application","2018-07-10T08:39:55.000","Pre-Issue Permit","Y",,,"12891","Open",,,"WHOLE","WHOLE DEMOLITION","DINOSAUR DEMOLITION LLC","500 S 5TH ST","PO BOX 15209",,"READING","PA","19612-"
"12147","2018-06-22T12:15:52.000",,"55993","APPROXIMATELY 35,700 SF DEMOLITION OF ABANDONED GROCERY STORE AT ROCKLAND CENTER. PERMIT REQUEST TO PERFORM ELECTRICAL, MECHANICAL, AND STRUCTURAL WORK NECESSARY FOR THE SAF DEMOLITION OF ALL INTERIOR SPACES. BUILDING PERMIT REQUEST TO FOLLOW UPON PLAN COMPLETION. APPROVED BY AK / JM. pLAN #32/18.","216000","COM","COMMERCIAL","2018-12-22T12:15:52.000",,,"10","Process Application","2018-06-22T12:37:46.000","Pre-Issue Permit","Y",,,"17992","Open",,,"PARTL","PARTIAL DEMOLITION","BENCHMARK CONSTRUCTION COMPANY","1100 ROCKLAND ST","4121 OREGON PIKE","PO BOX 806","BROWNSTOWN","PA","17508-"
"12147","2018-08-13T12:31:47.000",,"56261","DEMOLITION PERMIT APPLICATION. SELECTIVE DEMOLITION OF THE THREE STORE EXISTING BUILDING LOCATED ON THE CORNER OF 8TH & PENN STREET. THE DUILGIN WAS PREVIOUSLY A BANK. THE BUILDING WILL BE RENOVATED TO SERVE AS A RESTAURAN AND COMMUNITY MEETING SPACE. APPROVED BY AK / JM. PLAN #34/18.","60000","COM","COMMERCIAL","2019-02-13T12:31:47.000",,,"10","Process Application","2018-08-13T12:32:41.000","Pre-Issue Permit","Y",,,"867","Open",,,"PARTL","PARTIAL DEMOLITION","BURKEY CONSTRUCTION CO","758 PENN ST","506 MORGANTOWN RD",,"READING","PA","19611-2063"
"12147","2018-09-17T14:25:18.000",,"56457","DEMOLITION OF EXITING BUILDING. PER ADRIAN KOERNER NO FEE FOR PERMIT-NO COMPENSATION FOR DEMO.   APPROVED BY AK / JM.","250","COM","COMMERCIAL","2019-03-17T14:25:18.000",,,"10","Process Application","2018-09-17T14:28:57.000","Pre-Issue Permit","Y",,,"12891","Open",,,"WHOLE","WHOLE DEMOLITION","DINOSAUR DEMOLITION LLC","2101 N 13TH ST","PO BOX 15209",,"READING","PA","19612-"
"12141","2018-05-11T11:18:55.000",,"55673","PHASE 5: DEMOLITION AND REMOVAL OF BUILDINGS ALONG THE 800 BLOCK OF MOSS STREET,BETWEEN WINDSOR STREET AND DOUGLASS STREETAPPROVE AK/YC","120000","COM","COMMERCIAL","2018-11-11T11:18:56.000",,,"10","Process Application","2018-05-11T11:20:08.000","Pre-Issue Permit","Y",,,"25842","Open",,,"PARTL","PARTIAL DEMOLITION","NORTHEAST INDUSTRIAL SERVICES","801 N 9TH ST","507 N SHAMOKIN ST",,"SHAMOKIN","PA","17872-6717"
"12141","2018-12-13T10:23:59.000",,"57058","DEMOLITION OF BUILDING LOCATED AT 932 A PENN ST.DEMOLISH COMPLETELY AND BACKFILL WITH CRUSHED STONE TO GRADE. PROVIDE WATER PROOFING AND STUCCO FOR ANY REMAINING PARTY WALLS APPROVE AK/YC","130208","COM","COMMERCIAL","2019-06-13T10:32:11.000",,,"19","Pre-Issue Permit","2018-12-13T10:36:25.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","932 PENN ST A","1420 CLARION STREET",,"READING","PA","19601-"
"12141","2018-12-13T09:49:50.000",,"57057","DEMOLITION OF BUILDING LOCATED AT 932 PENN STREET. DEMOLISH COMPLETELY AND BACKFILL WIHT CRUSHED STONE TO GRADE. PROVIDE WATER PROOFING AND STUCCO FOR ANY REMAINING PARTY WALLSAPPROVE AK/YC","89382","COM","COMMERCIAL","2019-06-13T09:51:09.000",,,"19","Pre-Issue Permit","2018-12-13T10:00:54.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","932 PENN ST","1420 CLARION STREET",,"READING","PA","19601-"
"12141","2018-06-05T16:03:28.000",,"55862","TOTAL DEMOLITION OF FIRE DAMAGED HOUSE BACK FILL UPON COMPLETION APPROVE AC/YC","22000","RES","RESIDENTIAL","2018-12-05T16:03:28.000",,,"10","Process Application","2018-06-05T16:04:41.000","Pre-Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","1517 GREENVIEW AV","1420 CLARION STREET",,"READING","PA","19601-"
"12147","2018-10-23T14:50:08.000",,"56664","DEMO / REMOVE MOBIL OFFICE IN REAR OF SCHOOL. APPROVED BY AC / JM.","7000","COM","COMMERCIAL","2019-04-23T14:50:09.000",,,"10","Process Application","2018-10-23T14:51:20.000","Pre-Issue Permit","Y",,,"11783","Open",,,"PARTL","PARTIAL DEMOLITION","CC&J CONSTRUCTION","1201 N 12TH ST","PO BOX 373",,"BERNVILLE","PA","19506-"
"12147","2018-07-10T08:38:42.000",,"56072","DEMOLITION OF MULTI STORY WAREHOUSE. APPROVED BY AK / JM.","290000","COM","COMMERCIAL","2019-01-10T08:38:43.000",,,"10","Process Application","2018-07-10T08:39:55.000","Pre-Issue Permit","Y",,,"12891","Open",,,"WHOLE","WHOLE DEMOLITION","DINOSAUR DEMOLITION LLC","500 S 5TH ST","PO BOX 15209",,"READING","PA","19612-"
"12141","2018-12-12T09:52:15.000",,"57044","PARTIAL INTERIOR DEMOLITION OF THE FIRST FLOOR AND ALL OF THE FOURTH AND FIFTH FLOOR INTERIOR SPACE NOT INCLUDING THE EXISTING CORE AND SHELL.MINOR NEW CONSTRUCTION AT THE FIRST FLOOR LOBBY.  PLAN#98/18APPROVE AK/YC","215000","COM","COMMERCIAL","2019-06-12T09:55:35.000",,,"19","Pre-Issue Permit","2018-12-12T10:00:16.000","Issue Permit","Y",,,"867","Open",,,"PARTL","PARTIAL DEMOLITION","BURKEY CONSTRUCTION CO","201 PENN ST","506 MORGANTOWN RD",,"READING","PA","19611-2063"
"12147","2018-06-22T12:15:52.000",,"55993","APPROXIMATELY 35,700 SF DEMOLITION OF ABANDONED GROCERY STORE AT ROCKLAND CENTER. PERMIT REQUEST TO PERFORM ELECTRICAL, MECHANICAL, AND STRUCTURAL WORK NECESSARY FOR THE SAF DEMOLITION OF ALL INTERIOR SPACES. BUILDING PERMIT REQUEST TO FOLLOW UPON PLAN COMPLETION. APPROVED BY AK / JM. pLAN #32/18.","216000","COM","COMMERCIAL","2018-12-22T12:15:52.000",,,"10","Process Application","2018-06-22T12:37:46.000","Pre-Issue Permit","Y",,,"17992","Open",,,"PARTL","PARTIAL DEMOLITION","BENCHMARK CONSTRUCTION COMPANY","1100 ROCKLAND ST","4121 OREGON PIKE","PO BOX 806","BROWNSTOWN","PA","17508-"
"12147","2018-08-13T12:31:47.000",,"56261","DEMOLITION PERMIT APPLICATION. SELECTIVE DEMOLITION OF THE THREE STORE EXISTING BUILDING LOCATED ON THE CORNER OF 8TH & PENN STREET. THE DUILGIN WAS PREVIOUSLY A BANK. THE BUILDING WILL BE RENOVATED TO SERVE AS A RESTAURAN AND COMMUNITY MEETING SPACE. APPROVED BY AK / JM. PLAN #34/18.","60000","COM","COMMERCIAL","2019-02-13T12:31:47.000",,,"10","Process Application","2018-08-13T12:32:41.000","Pre-Issue Permit","Y",,,"867","Open",,,"PARTL","PARTIAL DEMOLITION","BURKEY CONSTRUCTION CO","758 PENN ST","506 MORGANTOWN RD",,"READING","PA","19611-2063"
