"fiscal_year","buildingcode","buildingname","districtcode","districtname","isdcode","isdname","entitytype","status","school_emphasis","setting","phonenumber","address_line_1","zip_code","school_type","school_level","locale_name","county_name","location_1","unique_id"
"2015","7742","Berrien County Juvenile Center","11000","Berrien RESA","11","Berrien RESA","ISD School","Open-Active","Special Education","Multiple Settings","2694292351","379 WEST GLENLORD RD","49085","Special Education","Middle_High School","Rural: Fringe","Berrien","379 WEST GLENLORD RD
SAINT JOSEPH, MI 49085
(42.043551, -86.462744)","333"
"2015","371","Central Grade School","28010","Traverse City Area Public Schools","28","Traverse Bay Area ISD","LEA School","Open-Active","Special Education","Multiple Settings","2319335600","301 WEST SEVENTH ST","49684","Special Education","Elementary","Town: Remote","Grand Traverse","301 WEST SEVENTH ST
TRAVERSE CITY, MI 49684
(44.760493, -85.626099)","628"
"2015","4999","Bay City School District","9010","Bay City School District","9","Bay-Arenac ISD","LEA District","Open-Active",,,"9896869700","910 NORTH WALNUT ST","48706",,"Elem thru High School","City: Small","Bay","910 NORTH WALNUT ST
BAY CITY, MI 48706
(43.610872, -83.897696)","249"
"2015","1376","Crescent Academy - High School","63921","Crescent Academy","63","Oakland Schools","PSA School","Open-Active","General Education","Multiple Settings","2484234581","13400 Oak Park Boulevard","48237","General Education","High School","Not Specified","Oakland","13400 Oak Park Boulevard Oak Park
MI,  48237
(42.465911, -83.180683)","891"
"2015","6544","Byron Center Public Schools Transportation Dept","41040","Byron Center Public Schools","41","Kent ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168786496","8542 BYRON CENTER AVE SOUTHWEST","49315",,"Other","Not Specified","Kent","8542 BYRON CENTER AVE SOUTHWEST BYRON CENTER
MI,  49315
(42.809249, -85.722949)","517"
"2015","810","Deckerville Bus Garage","76090","Deckerville Community School District","76","Sanilac ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"8103763875","2633 BLACK RIVER ST","48427",,"Other","Not Specified","Sanilac","2633 BLACK RIVER ST
DECKERVILLE, MI 48427
(43.526783, -82.731976)","960"
"2015","547","Brown Elementary School","41040","Byron Center Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168786200","8064 BYRON CENTER AVE SW","49315","General Education","Elementary","Suburb: Large","Kent","8064 BYRON CENTER AVE SW BYRON CENTER
MI,  49315
(42.819105, -85.723046)","468"
"2015","3219","Battle Creek Adult Education","13020","Battle Creek Public Schools","13","Calhoun ISD","LEA Unique Education Provider","Open-Active","Reportable Program","Multiple Settings","2699659514","77 CAPITAL AVE NE","49017","Reportable Program","Other","Not Specified","Calhoun","77 CAPITAL AVE NE BATTLE CREEK
MI,  49017
(42.32137, -85.179314)","234"
"2015","6265","Davisburg Elementary School","63210","Holly Area School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2483283500","12003 DAVISBURG RD","48350","General Education","Elementary","Rural: Fringe","Oakland","12003 DAVISBURG RD
DAVISBURG, MI 48350
(42.750598, -83.549243)","939"
"2015","1684","12th Street Elementary","39140","Portage Public Schools","39","Kalamazoo RESA","LEA School","Open-Active","General Education","Multiple Settings","2693236900","6501 SOUTH 12TH ST","49024","General Education","Elementary","City: Small","Kalamazoo","6501 SOUTH 12TH ST
PORTAGE, MI 49024
(42.221181, -85.648276)","1"
"2015","1712","Coleman Junior/Senior High School","56030","Coleman Community Schools","56","Midland County Educational Service Agency","LEA School","Open-Active","General Education","Multiple Settings","9894656171","4823 NORTH COLEMAN SCHOOLS DR","48618","General Education","Middle_High School","Rural: Distant","Midland","4823 NORTH COLEMAN SCHOOLS DR
COLEMAN, MI 48618
(43.748582, -84.586725)","776"
"2015","2079","Capac Elementary School","74040","Capac Community Schools","74","St. Clair County RESA","LEA School","Open-Active","General Education","Multiple Settings","8103953649","403 NORTH GLASSFORD ST","48014","General Education","Elementary","Rural: Distant","St. Clair","403 NORTH GLASSFORD ST
CAPAC, MI 48014
(43.016242, -82.931491)","555"
"2015","2288","Charlevoix Public Schools","15050","Charlevoix Public Schools","15","Charlevoix-Emmet ISD","LEA District","Open-Active",,,"2315478101","104 EAST SAINT MARYS DR","49720",,"Elem thru High School","Town: Remote","Charlevoix","104 EAST SAINT MARYS DR
CHARLEVOIX, MI 49720
(45.310741, -85.25871)","666"
"2015","0","Allendale High School","70040","Allendale Public Schools","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6168925585","10760 68TH AVE","49401","General Education","Middle_High School","Suburb: Large","Ottawa","10760 68TH AVE
ALLENDALE, MI 49401
(42.963196, -85.953663)","87"
"2015","1863","Buchanan Middle School","11310","Buchanan Community Schools","11","Berrien RESA","LEA School","Open-Active","General Education","Multiple Settings","2696958406","610 WEST 4TH ST","49107","General Education","Elem_Middle School","Rural: Fringe","Berrien","610 WEST 4TH ST
BUCHANAN, MI 49107
(41.832703, -86.375487)","481"
"2015","0","Big Rapids Public Schools","54010","Big Rapids Public Schools","54","Mecosta-Osceola ISD","LEA District","Open-Active",,,"2317962627","21034 15 MILE RD","49307",,"Elem thru High School","Town: Remote","Mecosta","21034 15 MILE RD BIG RAPIDS
MI,  49307
(43.684214, -85.504023)","352"
"2015","6390","Brace-Lederle K-8 School","63060","Southfield Public School District","63","Oakland Schools","LEA School","Close - Pending","General Education","Multiple Settings","2487468730","18575 W 9 MILE RD","48075","General Education","Elem_Middle School","City: Small","Oakland","18575 W 9 MILE RD
SOUTHFIELD, MI 48075
(42.458608, -83.228261)","408"
"2015","0","Denby High School","84060","Education Achievement Authority of Michigan","84","State of Michigan","LEA School","Open-Active","General Education","Multiple Settings","3138667200","12800 Kelly Road","48224","General Education","High School","City: Large","Wayne","12800 Kelly Road
Detroit, MI 48224
(42.426914, -82.958871)","975"
"2015","0","Atherton Community Schools","25130","Atherton Community Schools","25","Genesee ISD","LEA District","Open-Active",,,"8105919182","3354 SOUTH GENESEE RD","48519",,"Elem thru High School","Suburb: Large","Genesee","3354 SOUTH GENESEE RD
BURTON, MI 48519
(42.97896, -83.613813)","170"
"2015","2496","C.L.K. Elementary School","31030","Public Schools of Calumet, Laurium & Keweenaw","31","Copper Country ISD","LEA School","Open-Active","General Education","Multiple Settings","9063370311","57070 MINE ST","49913","General Education","Elementary","Town: Remote","Houghton","57070 MINE ST
CALUMET, MI 49913
(47.246946, -88.444738)","522"
"2015","1410","Carman-Ainsworth Transportation Building","25080","Carman-Ainsworth Community Schools","25","Genesee ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"8105916225","1409 WEST MAPLE AVE","48507",,"Other","Not Specified","Genesee","1409 WEST MAPLE AVE
FLINT, MI 48507
(42.959335, -83.707392)","582"
"2015","876","Clintondale Middle School","50070","Clintondale Community Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5867916302","35300 LITTLE MACK AVE","48035","General Education","Middle School","Suburb: Large","Macomb","35300 LITTLE MACK AVE
CLINTON TOWNSHIP, MI 48035
(42.557103, -82.910384)","761"
"2015","6591","Detroit Service Learning Academy Campus","82953","Detroit Service Learning Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","3135417619","21605 WEST 7 MILE RD","48219","General Education","Elem_Middle School","City: Large","Wayne","21605 WEST 7 MILE RD
DETROIT, MI 48219
(42.429182, -83.255983)","1003"
"2015","5932","Anchor Bay Middle School South","50040","Anchor Bay School District","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5869494510","48650 SUGARBUSH RD","48047","General Education","Middle School","Suburb: Large","Macomb","48650 SUGARBUSH RD
CHESTERFIELD, MI 48047
(42.663212, -82.788899)","115"
"2015","8745","Cherry Creek Elementary School","41170","Lowell Area Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6169872701","12675 FOREMAN ST","49331","General Education","Elementary","Rural: Fringe","Kent","12675 FOREMAN ST
LOWELL, MI 49331
(42.940067, -85.356995)","683"
"2015","214","Clark, J.E. Preparatory Academy","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3134179340","15755 BREMEN ST","48224","General Education","Elem_Middle School","City: Large","Wayne","15755 BREMEN ST
DETROIT, MI 48224
(42.393806, -82.941043)","730"
"2015","1018","Bangor West Central School","9030","Bangor Township Schools","9","Bay-Arenac ISD","LEA School","Open-Active","General Education","Multiple Settings","9896843373","3175 WILDER RD","48706","General Education","Elementary","Suburb: Small","Bay","3175 WILDER RD
BAY CITY, MI 48706
(43.623931, -83.925024)","217"
"2015","21","Bedford Public Schools","58030","Bedford Public Schools","58","Monroe ISD","LEA District","Open-Active",,,"7348506001","1623 WEST STERNS RD","48182",,"Elem thru High School","Suburb: Large","Monroe","1623 WEST STERNS RD
TEMPERANCE, MI 48182
(41.750104, -83.583571)","276"
"2015","8629","Detroit Innovation Academy","82739","Detroit Innovation Academy","82","Wayne RESA","PSA District","Open-Active",,,"3139779178","18211 PLYMOUTH RD","48228",,"Elem_Middle School","Not Specified","Wayne","18211 PLYMOUTH RD
DETROIT, MI 48228
(42.372199, -83.218033)","992"
"2015","0","Bendle Middle School","25060","Bendle Public Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105913385","2294 EAST BRISTOL RD","48529","General Education","Middle School","Suburb: Large","Genesee","2294 EAST BRISTOL RD
BURTON, MI 48529
(42.974586, -83.661608)","308"
"2015","1547","Clawson Public Schools","63270","Clawson Public Schools","63","Oakland Schools","LEA District","Open-Active",,,"2486554411","626 Phillips Ave","48017",,"Elem thru High School","Suburb: Large","Oakland","626 Phillips Ave
Clawson, MI 48017
(42.537775, -83.149035)","740"
"2015","0","A.D. Johnston Jr/Sr High School","27010","Bessemer Area School District","27","Gogebic-Ontonagon ISD","LEA School","Open-Active","General Education","Multiple Settings","9066670413","100 WEST LEAD ST","49911","General Education","Middle_High School","Rural: Distant","Gogebic","100 WEST LEAD ST
BESSEMER, MI 49911
(46.481181, -90.054199)","6"
"2015","2809","Covenant House Academy Detroit - East Site","82991","Covenant House Academy Detroit","82","Wayne RESA","PSA School","Open-Active","Alternative Education","Multiple Settings","3134632023","7600 GOETHE ST","48214","Alternative Education","High School","City: Large","Wayne","7600 GOETHE ST
DETROIT, MI 48214
(42.363853, -83.007777)","871"
"2015","9041","Britton Deerfield School-Deerfield Building","46050","Britton Deerfield Schools","46","Lenawee ISD","LEA School","Open-Active","General Education","Multiple Settings","5174473015","252 Deerfield Road","49238","General Education","Elem_Middle School","Rural: Distant","Lenawee","252 Deerfield Road
Deerfield, MI 49238
(41.889027, -83.782863)","449"
"2015","5694","Andersonville Elementary School","63190","Clarkston Community School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2486235200","10350 ANDERSONVILLE RD","48350","General Education","Elementary","Rural: Fringe","Oakland","10350 ANDERSONVILLE RD
DAVISBURG, MI 48350
(42.730154, -83.493362)","120"
"2015","7052","Bay City Adult Education/CTP","9010","Bay City School District","9","Bay-Arenac ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","9896673275","4155 MONITOR RD","48706","Alternative Education","High School","Suburb: Small","Bay","4155 MONITOR RD
BAY CITY, MI 48706
(43.623314, -83.942831)","247"
"2015","9628","Blanche Sims Elementary School","63230","Lake Orion Community Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2486935460","465 EAST JACKSON ST","48362","General Education","Elementary","Suburb: Large","Oakland","465 EAST JACKSON ST
LAKE ORION, MI 48362
(42.786057, -83.234973)","379"
"2015","2416","Covert High School","80040","Covert Public Schools","80","Van Buren ISD","LEA School","Open-Active","General Education","Multiple Settings","2697643711","35323 M 140 HWY","49043","General Education","High School","Rural: Distant","Van Buren","35323 M 140 HWY
COVERT, MI 49043
(42.289905, -86.262501)","876"
"2015","6366","Bridgeport-Spaulding Middle School-Schrah","73180","Bridgeport-Spaulding Community School District","73","Saginaw ISD","LEA School","Open-Active","General Education","Multiple Settings","9897779440","3675 SOUTHFIELD DR","48601","General Education","Middle School","Suburb: Midsize","Saginaw","3675 SOUTHFIELD DR
SAGINAW, MI 48601
(43.366399, -83.905901)","440"
"2015","0","Char-Em Alternative Programs","15000","Charlevoix-Emmet ISD","15","Charlevoix-Emmet ISD","ISD School","Open-Active","Alternative Education","AltEd","2315479947","8568 MERCER RD","49720","Alternative Education","High School","Rural: Distant","Charlevoix","8568 MERCER RD
CHARLEVOIX, MI 49720
(45.330636, -85.240516)","655"
"2015","2108","Byron Area Schools","78020","Byron Area Schools","78","Shiawassee Regional ESD","LEA District","Open-Active",,,"8102664881","312 WEST MAPLE ST","48418",,"Elem thru High School","Rural: Fringe","Shiawassee","312 WEST MAPLE ST
BYRON, MI 48418
(42.823951, -83.945938)","510"
"2015","2258","Cedar Lane School","11300","Niles Community Schools","11","Berrien RESA","LEA School","Open-Active","Alternative Education","Multiple Settings","2696849554","2301 NILES BUCHANAN RD","49120","Alternative Education","High School","Suburb: Large","Berrien","2301 NILES BUCHANAN RD
NILES, MI 49120
(41.827689, -86.306832)","614"
"2015","0","Beaumont Elementary School","63300","Waterford School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2486826822","6532 ELIZABETH LAKE RD","48327","General Education","Elementary","Suburb: Large","Oakland","6532 ELIZABETH LAKE RD
WATERFORD, MI 48327
(42.644942, -83.416341)","269"
"2015","8622","Cheb-Otsego-Presque Isle ESD","16000","Cheb-Otsego-Presque Isle ESD","16","Cheb-Otsego-Presque Isle ESD","ISD","Open-Active",,,"2312389394","6065 LEARNING LN","49749",,"ISD","Rural: Remote","Cheboygan","6065 LEARNING LN INDIAN RIVER
MI,  49749
(45.462374, -84.610018)","677"
"2015","3520","Baldwin Heights School","59070","Greenville Public Schools","59","Montcalm Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6167543643","821 WEST OAK ST","48838","General Education","Elementary","Town: Distant","Montcalm","821 WEST OAK ST
GREENVILLE, MI 48838
(43.175496, -85.264757)","202"
"2015","1207","Carstens Elementary-Middle School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138665500","13000 Essex Avenue","48215","General Education","Elem_Middle School","City: Large","Wayne","13000 Essex Avenue
Detroit, MI 48215
(42.364329, -82.948078)","597"
"2015","838","Cotton Correctional Facility","84020","Michigan Department of Corrections","84","State of Michigan","State Unique Education Provider","Open-Active","Alternative Education","Adult Education","5176367498","3500 NORTH ELM AVE","49201","Alternative Education","Other","Not Specified","Jackson","3500 NORTH ELM AVE
JACKSON, MI 49201
(42.289129, -84.384503)","859"
"2015","467","Aberdeen Elementary School","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168192867","928 Aberdeen St NE","49505","General Education","Elem_Middle School","Not Specified","Kent","928 Aberdeen St NE Grand Rapids
MI,  49505
(43.006225, -85.646499)","11"
"2015","0","Blissfield High School","46040","Blissfield Community Schools","46","Lenawee ISD","LEA School","Open-Active","General Education","Multiple Settings","5174862148","630 SOUTH LANE ST","49228","General Education","High School","Rural: Fringe","Lenawee","630 SOUTH LANE ST
BLISSFIELD, MI 49228
(41.821675, -83.864916)","385"
"2015","1040","Blissfield Elementary","46040","Blissfield Community Schools","46","Lenawee ISD","LEA School","Open-Active","General Education","Multiple Settings","5174862811","640 SOUTH LANE ST","49228","General Education","Elementary","Town: Fringe","Lenawee","640 SOUTH LANE ST
BLISSFIELD, MI 49228
(41.823046, -83.864937)","384"
"2015","9768","Akron-Fairgrove Elem. School","79010","Akron-Fairgrove Schools","79","Tuscola ISD","LEA School","Open-Active","General Education","Multiple Settings","9896915141","4335 LYNN ST","48701","General Education","Elementary","Rural: Distant","Tuscola","4335 LYNN ST
AKRON, MI 48701
(43.567902, -83.51751)","55"
"2015","4133","Caledonia Community Schools","41050","Caledonia Community Schools","41","Kent ISD","LEA District","Open-Active",,,"6168918185","9753 DUNCAN LAKE AVE SE","49316",,"Elem thru High School","Suburb: Large","Kent","9753 DUNCAN LAKE AVE SE
CALEDONIA, MI 49316
(42.786523, -85.521611)","532"
"2015","2456","Cannonsburg Elementary School","41210","Rockford Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168636344","4894 STURGIS AVE NE","49341","General Education","Elementary","Rural: Fringe","Kent","4894 STURGIS AVE NE
ROCKFORD, MI 49341
(43.051815, -85.468953)","550"
"2015","1013","Arcadia Elementary School","39010","Kalamazoo Public Schools","39","Kalamazoo RESA","LEA School","Open-Active","General Education","Multiple Settings","2693370530","932 Boswell Ln","49006","General Education","Elementary","City: Small","Kalamazoo","932 Boswell Ln
Kalamazoo, MI 49006
(42.283268, -85.633701)","142"
"2015","832","Burton Elementary School","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168192262","2133 BUCHANAN AVE SW","49507","General Education","Elementary","City: Midsize","Kent","2133 BUCHANAN AVE SW GRAND RAPIDS
MI,  49507
(42.925158, -85.671485)","500"
"2015","9673","Communication and Media Arts HS","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138669300","14771 MANSFIELD ST","48227","General Education","High School","City: Large","Wayne","14771 MANSFIELD ST
DETROIT, MI 48227
(42.398117, -83.205139)","796"
"2015","5387","CL Home School Partnership","50010","Center Line Public Schools","50","Macomb ISD","LEA Unique Education Provider","Open-Active","Alternative Education","Multiple Settings","5865102013","24580 CUNNINGHAM AVE","48091","Alternative Education","Elem thru High School","Not Specified","Macomb","24580 CUNNINGHAM AVE
WARREN, MI 48091
(42.474581, -83.059501)","715"
"2015","0","Brownell STEM Academy","25010","Flint, School District of the City of","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8107601643","6302 OXLEY DR","48504","General Education","Elementary","Not Specified","Genesee","6302 OXLEY DR
FLINT, MI 48504
(43.069099, -83.729035)","472"
"2015","1477","Comstock School","46010","Adrian, School District of the City of","46","Lenawee ISD","LEA Unique Education Provider","Open-Active","Alternative Education","Pre-Kindergarten","5172632468","801 EAST MAUMEE ST","49221","Alternative Education","Other","Town: Distant","Lenawee","801 EAST MAUMEE ST
ADRIAN, MI 49221
(41.896971, -84.025525)","812"
"2015","0","Chippewa Hills Intermediate School","54025","Chippewa Hills School District","54","Mecosta-Osceola ISD","LEA School","Open-Active","General Education","Multiple Settings","9899672200","3102 ARTHUR RD","49340","General Education","Elem_Middle School","Rural: Remote","Mecosta","3102 ARTHUR RD
REMUS, MI 49340
(43.661109, -85.148294)","698"
"2015","259","Climax-Scotts Community Schools","39020","Climax-Scotts Community Schools","39","Kalamazoo RESA","LEA District","Open-Active",,,"2697462400","372 SOUTH MAIN ST","49034",,"Elem thru High School","Rural: Fringe","Kalamazoo","372 SOUTH MAIN ST
CLIMAX, MI 49034
(42.232406, -85.335679)","746"
"2015","2118","Croswell Elementary School","50190","Romeo Community Schools","50","Macomb ISD","LEA Unique Education Provider","Open-Active","General Education","Multiple Settings","5867520422","175 CROSWELL ST","48065","General Education","Other","Suburb: Large","Macomb","175 CROSWELL ST
ROMEO, MI 48065
(42.796469, -83.014987)","911"
"2015","2172","Davison Elementary-Middle School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3132523118","2800 EAST DAVISON ST","48212","General Education","Elem_Middle School","City: Large","Wayne","2800 EAST DAVISON ST
Detroit, MI 48212
(42.41257, -83.069382)","943"
"2015","0","Besser Elementary School","4010","Alpena Public Schools","4","Alpena-Montmorency-Alcona ESD","LEA School","Open-Active","General Education","Multiple Settings","9893585100","375 WILSON ST","49707","General Education","Elementary","Town: Remote","Alpena","375 WILSON ST
ALPENA, MI 49707
(45.079157, -83.445797)","340"
"2015","7249","Calhoun County Juvenile Home","13000","Calhoun ISD","13","Calhoun ISD","ISD School","Open-Active","Special Education","Multiple Settings","2697893507","14555 18 1/2 MILE RD","49068","Special Education","Elem thru High School","Rural: Fringe","Calhoun","14555 18 1 2 MILE RD
MARSHALL, MI 49068
(42.284737, -84.936434)","537"
"2015","2143","Arthur Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3138737450","10125 KING RICHARD ST","48224",,"Other","Not Specified","Wayne","10125 KING RICHARD ST
DETROIT, MI 48224
(42.418168, -82.94169)","153"
"2015","6074","Daly School","82240","Westwood Community School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3135650016","25824 MICHIGAN AVE","48141","General Education","Elem_Middle School","Suburb: Large","Wayne","25824 MICHIGAN AVE
INKSTER, MI 48141
(42.297046, -83.290748)","928"
"2015","627","Charlotte Public Schools","23030","Charlotte Public Schools","23","Eaton RESA","LEA District","Open-Active",,,"5175415100","378 STATE ST","48813",,"Elem thru High School","Town: Fringe","Eaton","378 STATE ST
CHARLOTTE, MI 48813
(42.557486, -84.849841)","670"
"2015","0","Continuing Education Center","50070","Clintondale Community Schools","50","Macomb ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","5867914110","22280 EAST PRICE DR","48035","Alternative Education","Middle_High School","Suburb: Large","Macomb","22280 EAST PRICE DR
CLINTON TOWNSHIP, MI 48035
(42.563315, -82.891346)","827"
"2015","42","Atkinson Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3138737450","4900 EAST HILDALE ST","48234",,"Other","Not Specified","Wayne","4900 EAST HILDALE ST
DETROIT, MI 48234
(42.429691, -83.054381)","174"
"2015","1751","Boyne City High School","15020","Boyne City Public Schools","15","Charlevoix-Emmet ISD","LEA School","Open-Active","General Education","Multiple Settings","2314398100","1035 BOYNE AVE","49712","General Education","High School","Town: Remote","Charlevoix","1035 BOYNE AVE
BOYNE CITY, MI 49712
(45.206378, -85.000677)","404"
"2015","3041","Creston Plaza Community Center","41010","Grand Rapids Public Schools","41","Kent ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168191661","1014 CLANCY AVE NE","49503",,"Other","Not Specified","Kent","1014 CLANCY AVE NE GRAND RAPIDS
MI,  49503
(42.981906, -85.664001)","896"
