"area_type","area_name","date","month","year","initial_claims_filed","initial_claims_paid","average_weekly_benefit_amount_awba","weeks_compensated","average_duration","total_benefits_authorized","di_fund_balance"
"State","California","2015-02-28T00:00:00.000","February","2015","47347","47123","489.02","774072","16.07","378539547.00","2710061682.00"
"State","California","2015-01-31T00:00:00.000","January","2015","50839","50573","489.31","855476","16.02","418593200.00","2592168684.00"
"State","California","2014-12-31T00:00:00.000","December","2014","59620","55045","486.45","972612","15.97","473125017.00","2575261505.00"
"State","California","2014-11-30T00:00:00.000","November","2014","51252","45824","482.83","728038","15.94","351521477.00","2660329294.00"
"State","California","2014-10-31T00:00:00.000","October","2014","64177","57267","482.88","907877","15.94","438398258.00","2699171018.00"
"State","California","2014-09-30T00:00:00.000","September","2014","59089","54032","484.76","874934","15.9","424131316.00","2721444588.00"
"State","California","2014-08-31T00:00:00.000","August","2014","58669","53092","483.39","832288","15.78","402319076.00","2772206993.00"
"State","California","2014-07-31T00:00:00.000","July","2014","60039","54603","484.81","885707","15.7","429400684.00","2727330519.00"
"State","California","2014-06-30T00:00:00.000","June","2014","59769","54631","483.35","844068","15.66","407981171.00","2726638635.00"
"State","California","2014-05-31T00:00:00.000","May","2014","58286","53913","481.78","840306","15.63","404846702.00","2646611093.00"
"State","California","2014-04-30T00:00:00.000","April","2014","62060","56194","482.84","875598","15.54","422777303.00","2601551901.00"
"State","California","2014-03-31T00:00:00.000","March","2014","54744","49751","480.25","757919","15.4","363992118.00","2566251627.00"
"State","California","2014-02-28T00:00:00.000","February","2014","53420","48303","479.32","762563","15.42","365513106.00","2418577439.00"
"State","California","2014-01-31T00:00:00.000","January","2014","58361","52877","482.41","868392","15.36","418917577.00","2295436849.00"
"State","California","2013-12-31T00:00:00.000","December","2013","54684","50258","482.33","878838","15.37","423891431.00","2240269638.00"
"State","California","2013-11-30T00:00:00.000","November","2013","50679","45926","477.42","725747","15.4","346487228.00","2315241071.00"
"State","California","2013-10-31T00:00:00.000","October","2013","61106","55524","474.17","854958","15.4","405394627.00","2311061778.00"
"State","California","2013-09-30T00:00:00.000","September","2013","59827","54804","472.99","813186","15.44","384627757.00","2325625705.00"
"State","California","2013-08-31T00:00:00.000","August","2013","63043","57666","472.47","852340","15.98","402702042.00","2375398765.00"
"State","California","2013-07-31T00:00:00.000","July","2013","59203","53739","474.33","850505","15.98","403423147.00","2342462572.00"
"State","California","2013-06-30T00:00:00.000","June","2013","55089","50049","472.91","753992","15.98","356571483.00","2332562328.00"
"State","California","2013-05-31T00:00:00.000","May","2013","62717","58628","471.79","852262","15.98","402091277.00","2267076737.00"
"State","California","2013-04-30T00:00:00.000","April","2013","66781","59899","470.78","847942","16.01","399191291.00","2218862200.00"
"State","California","2013-03-31T00:00:00.000","March","2013","54826","49908","468.46","771025","16.11","361193111.00","2198867960.00"
"State","California","2013-02-28T00:00:00.000","February","2013","57741","50012","466.91","750254","16.06","350298341.00","2047951770.00"
"State","California","2013-01-31T00:00:00.000","January","2013","56245","51213","465.45","847201","16.1","394327234.00","1925409579.00"
"State","California","2012-12-31T00:00:00.000","December","2012","48799","44048","462.75","803649","16.1","371892559.00","1886790705.00"
"State","California","2012-11-30T00:00:00.000","November","2012","57119","50367","459.18","795890","15.97","365453448.00","1954020516.00"
"State","California","2012-10-31T00:00:00.000","October","2012","64359","55029","458.53","872051","15.98","399862368.00","1973396029.00"
"State","California","2012-09-30T00:00:00.000","September","2012","24492","27804","456.23","722284","15.91","329526691.00","2031952054.00"
"State","California","2012-08-31T00:00:00.000","August","2012","69944","60317","455.82","899531","15.46","410028653.00","2327634391.00"
"State","California","2012-07-31T00:00:00.000","July","2012","60151","53919","456.36","853708","15.5","389600207.00","2307158202.00"
"State","California","2012-06-30T00:00:00.000","June","2012","62394","54947","455.81","828964","15.48","377846336.00","2349546123.00"
"State","California","2012-05-31T00:00:00.000","May","2012","65335","59069","453.97","880887","15.5","399892465.00","2322224096.00"
"State","California","2012-04-30T00:00:00.000","April","2012","59371","54057","450.84","812993","15.56","366532098.00","2291101846.00"
"State","California","2012-03-31T00:00:00.000","March","2012","63007","56458","448.9","847362","15.59","380380686.00","2287384617.00"
"State","California","2012-02-29T00:00:00.000","February","2012","57887","52001","447.48","806543","15.61","360913139.00","2166513253.00"
"State","California","2012-01-31T00:00:00.000","January","2012","57758","51591","448.12","848785","15.64","380356677.00","2014762042.00"
"State","California","2011-12-31T00:00:00.000","December","2011","59651","52781","446.12","862976","15.67","384993337.00","1967259613.00"
"State","California","2011-11-30T00:00:00.000","November","2011","58942","52996","445.42","843725","15.7","375813936.00","1994974512.00"
"State","California","2011-10-31T00:00:00.000","October","2011","60975","54645","443.63","826285","15.73","366565250.00","1976401718.00"
"State","California","2011-09-30T00:00:00.000","September","2011","62205","55288","445.66","862667","15.73","384453260.00","1970145573.00"
"State","California","2011-08-31T00:00:00.000","August","2011","66415","59750","445.65","913853","15.73","407258069.00","2237863502.00"
"State","California","2011-07-31T00:00:00.000","July","2011","58872","52239","446.86","814609","15.76","364015469.00","2184126773.00"
"State","California","2011-06-30T00:00:00.000","June","2011","64111","56808","447.94","875612","15.71","392224442.00","2122032669.00"
"State","California","2011-05-31T00:00:00.000","May","2011","60135","54717","446.14","850816","15.74","379584432.00","2014405265.00"
"State","California","2011-04-30T00:00:00.000","April","2011","61253","54532","446.46","842346","15.74","376071264.00","1997131169.00"
"State","California","2011-03-31T00:00:00.000","March","2011","64500","57596","444.28","874952","15.71","388722744.00","1883389140.00"
"State","California","2011-02-28T00:00:00.000","February","2011","54946","48859","445.38","777950","15.68","346484482.00","1748568130.00"
"State","California","2011-01-31T00:00:00.000","January","2011","54488","48636","446.9","824372","15.68","368409723.00","1618420018.00"
"State","California","2010-12-31T00:00:00.000","December","2010","63327","56111","445.45","929279","15.64","413946234.00","1540931157.00"
"State","California","2010-11-30T00:00:00.000","November","2010","58668","53198","444.82","866218","15.63","385311946.00","1605496267.00"
"State","California","2010-10-31T00:00:00.000","October","2010","61750","54918","443.86","831538","15.66","369084090.00","1577292138.00"
"State","California","2010-09-30T00:00:00.000","September","2010","63422","56411","444.61","884767","15.67","393377856.00","1584154847.00"
"State","California","2010-08-31T00:00:00.000","August","2010","63873","57508","446.4","894115","15.68","399136993.00","1614582520.00"
"State","California","2010-07-31T00:00:00.000","July","2010","64177","56998","449.41","855956","15.7","384679250.00","1590669906.00"
"State","California","2010-06-30T00:00:00.000","June","2010","65630","58642","451.16","924773","15.75","417221404.00","1569663645.00"
"State","California","2010-05-31T00:00:00.000","May","2010","56447","50278","449.62","780600","15.7","350976289.00","1542723377.00"
"State","California","2010-04-30T00:00:00.000","April","2010","64309","58286","436.79","882697","15.68","385557616.00","1465218375.00"
"State","California","2010-03-31T00:00:00.000","March","2010","66156","59701","448.89","892566","15.69","400663799.00","1369970114.00"
"State","California","2010-02-28T00:00:00.000","February","2010","55342","49577","448.38","784674","15.66","351834584.00","1241184621.00"
"State","California","2010-01-31T00:00:00.000","January","2010","54396","48530","449.77","798803","15.67","359281125.00","1117724790.00"
"State","California","2009-12-31T00:00:00.000","December","2009","65084","57934","450.03","948121","15.67","426680799.00","1075851786.00"
"State","California","2009-11-30T00:00:00.000","November","2009","52566","48176","447.3","809282","15.72","361992382.00","1178741815.00"
"State","California","2009-10-31T00:00:00.000","October","2009","63872","56281","446.95","860604","15.58","384647029.00","1212922330.00"
"State","California","2009-09-30T00:00:00.000","September","2009","62280","55582","446.74","875613","15.5","391175280.00","1261290139.00"
"State","California","2009-08-31T00:00:00.000","August","2009","60257","54706","445.67","866985","15.44","386391080.00","1312078953.00"
"State","California","2009-07-31T00:00:00.000","July","2009","63521","56416","446.03","874735","15.32","390154981.00","1288500913.00"
"State","California","2009-06-30T00:00:00.000","June","2009","64974","58484","444.37","895336","15.24","397863402.00","1268917555.00"
"State","California","2009-05-31T00:00:00.000","May","2009","58674","53640","442.24","815088","15.18","360467264.00","1244666009.00"
"State","California","2009-04-30T00:00:00.000","April","2009","64653","58310","439.37","891286","15.12","391608358.00","1199404599.00"
"State","California","2009-03-31T00:00:00.000","March","2009","63853","57379","435.74","834620","15.04","363676528.00","1138304076.00"
"State","California","2009-02-28T00:00:00.000","February","2009","51675","46827","435.16","750927","14.99","326776138.00","1033386998.00"
"State","California","2009-01-31T00:00:00.000","January","2009","58593","51957","432.56","852591","14.9","368793494.00","908683526.00"
"State","California","2008-12-31T00:00:00.000","December","2008","63081","57344","429.59","971772","14.86","417460031.00","894319233.00"
"State","California","2008-11-30T00:00:00.000","November","2008","53421","48332","426.67","717003","14.72","305925955.00","1057639077.00"
"State","California","2008-10-31T00:00:00.000","October","2008","68416","61110","423.74","884500","14.76","374799844.00","1147282227.00"
"State","California","2008-09-30T00:00:00.000","September","2008","64892","58561","423.24","882667","14.75","373583674.00","1231493098.00"
"State","California","2008-08-31T00:00:00.000","August","2008","63255","56950","421.58","824319","14.69","347513169.00","1338953914.00"
"State","California","2008-07-31T00:00:00.000","July","2008","67010","60389","422.43","880070","14.65","371769686.00","1394897373.00"
"State","California","2008-06-30T00:00:00.000","June","2008","62868","56229","421.59","822972","14.64","346955933.00","1472667358.00"
"State","California","2008-05-31T00:00:00.000","May","2008","61289","56135","419.74","810125","14.55","340045607.00","1498856911.00"
"State","California","2008-04-30T00:00:00.000","April","2008","68611","61843","417.86","892115","14.52","372777791.00","1531084265.00"
"State","California","2008-03-31T00:00:00.000","March","2008","59186","53959","416.56","748215","14.47","311674973.00","1560092795.00"
"State","California","2008-02-29T00:00:00.000","February","2008","59600","52606","417.73","780565","14.44","326062442.00","1554665741.00"
"State","California","2008-01-31T00:00:00.000","January","2008","62242","55109","415.75","870053","14.43","361726337.00","1509998354.00"
"State","California","2007-12-31T00:00:00.000","December","2007","57885","53088","412.57","812274","14.39","335117465.00","1570591016.00"
"State","California","2007-11-30T00:00:00.000","November","2007","57164","52315","410.04","803262","14.37","329367648.00","1724291321.00"
"State","California","2007-10-31T00:00:00.000","October","2007","68198","61300","409.17","881208","14.33","360561283.00","1857144494.00"
"State","California","2007-09-30T00:00:00.000","September","2007","59464","53360","408","766230","14.3","312622613.00","1983787875.00"
"State","California","2007-08-31T00:00:00.000","August","2007","67422","60818","406.65","850418","14.3","345824809.00","2138884204.00"
"State","California","2007-07-31T00:00:00.000","July","2007","65303","58455","407.1","844636","14.3","343852009.00","2258221348.00"
"State","California","2007-06-30T00:00:00.000","June","2007","63083","56736","406.1","772515","14.28","313719827.00","2344612545.00"
"State","California","2007-05-31T00:00:00.000","May","2007","63199","58214","403.08","818959","14.31","330698067.00","2459953052.00"
"State","California","2007-04-30T00:00:00.000","April","2007","61882","55625","403.07","772701","14.32","311450435.00","2553441696.00"
"State","California","2007-03-31T00:00:00.000","March","2007","64638","58518","399.03","791003","14.34","315633483.00","2592625288.00"
"State","California","2007-02-28T00:00:00.000","February","2007","53941","48531","399.73","717319","14.38","286731691.00","2654367316.00"
"State","California","2007-01-31T00:00:00.000","January","2007","60797","54325","398.65","829780","14.35","330795808.00","2680313256.00"
"State","California","2006-12-31T00:00:00.000","December","2006","54939","50098","396.12","752908","14.36","298244558.00","2678047379.00"
"State","California","2006-11-30T00:00:00.000","November","2006","59079","53224","394.86","789649","14.4","311802371.00","2779769078.00"
"State","California","2006-10-31T00:00:00.000","October","2006","64376","57861","392.93","814373","14.43","319989925.00","2843052615.00"
"State","California","2006-09-30T00:00:00.000","September","2006","59760","53779","392.71","772249","14.46","303270779.00","2854214139.00"
"State","California","2006-08-31T00:00:00.000","August","2006","67646","60803","390.57","852691","14.48","333033788.00","2930174741.00"
"State","California","2006-07-31T00:00:00.000","July","2006","58152","52914","390.74","750949","14.5","293424745.00","2954835009.00"
"State","California","2006-06-30T00:00:00.000","June","2006","64520","57593","391.17","800737","14.52","313224567.00","2957278426.00"
"State","California","2006-05-31T00:00:00.000","May","2006","64293","58319","389.61","832328","14.55","324280019.00","2976266454.00"
"State","California","2006-04-30T00:00:00.000","April","2006","57600","51914","388.16","729960","14.53","283337310.00","2978527601.00"
"State","California","2006-03-31T00:00:00.000","March","2006","63634","57393","386.04","804171","14.54","310445650.00","2969599358.00"
"State","California","2006-02-28T00:00:00.000","February","2006","54441","49004","385.63","703695","14.54","271364944.00","2945516594.00"
"State","California","2006-01-31T00:00:00.000","January","2006","57027","50576","385.43","782973","14.55","301783106.00","2875383096.00"
"State","California","2005-12-31T00:00:00.000","December","2005","56998","51491","382.85","796841","14.56","305067563.00","2796228076.00"
"State","California","2005-11-30T00:00:00.000","November","2005","57023","51638","380.55","787584","14.59","299712428.00","2767415676.00"
"State","California","2005-10-31T00:00:00.000","October","2005","59618","53642","377.89","770661","14.62","291221386.00","2723181468.00"
"State","California","2005-09-30T00:00:00.000","September","2005","62033","55529","377.25","809414","14.62","305348048.00","2670996566.00"
"State","California","2005-08-31T00:00:00.000","August","2005","67369","61249","375.59","874299","14.65","328378496.00","2644459416.00"
"State","California","2005-07-31T00:00:00.000","July","2005","58965","52717","376.99","757960","14.67","285746558.00","2551263080.00"
"State","California","2005-06-30T00:00:00.000","June","2005","64089","57198","374.32","816608","14.71","305670633.00","2464812327.00"
"State","California","2005-05-31T00:00:00.000","May","2005","61206","55908","372.1","786100","14.77","292505197.00","2404575900.00"
"State","California","2005-04-30T00:00:00.000","April","2005","61937","55414","368.38","786049","14.8","289567988.00","2278720653.00"
"State","California","2005-03-31T00:00:00.000","March","2005","64557","58051","366.05","814425","14.82","298116355.00","2178880749.00"
"State","California","2005-02-28T00:00:00.000","February","2005","55156","49799","360.89","720726","14.83","260099959.00","2035315908.00"
"State","California","2005-01-31T00:00:00.000","January","2005","54138","48161","358.93","754681","14.88","270880493.00","1837320779.00"
"State","California","2004-12-31T00:00:00.000","December","2004","62394","55587","355.6","875159","14.96","311202210.00","1770152077.00"
"State","California","2004-11-30T00:00:00.000","November","2004","57087","51870","353.4","812814","15.03","287249113.00","1775502838.00"
"State","California","2004-10-31T00:00:00.000","October","2004","62505","55856","350.85","802644","14.96","281608984.00","1703325187.00"
"State","California","2004-09-30T00:00:00.000","September","2004","62777","56090","350.29","835862","15.01","292792650.00","1686301752.00"
"State","California","2004-08-31T00:00:00.000","August","2004","65666","58434","348.41","845654","15.01","294630318.00","1631445042.00"
"State","California","2004-07-31T00:00:00.000","July","2004","62422","55321","347.6","822893","15.01","286035763.00","1557373451.00"
"State","California","2004-06-30T00:00:00.000","June","2004","64788","57924","345.95","870315","15.03","301084254.00","1463340008.00"
"State","California","2004-05-31T00:00:00.000","May","2004","59610","53540","343.28","765395","14.97","262741939.00","1347901553.00"
"State","California","2004-04-30T00:00:00.000","April","2004","67181","59696","340.56","866267","14.98","295012880.00","1204325280.00"
"State","California","2004-03-31T00:00:00.000","March","2004","67252","60090","337.29","850804","14.99","286966953.00","1045927660.00"
"State","California","2004-02-29T00:00:00.000","February","2004","56091","49598","334.33","749062","14.98","250435044.00","859518632.00"
"State","California","2004-01-31T00:00:00.000","January","2004","56769","50345","330.82","840002","14.97","277893406.00","675884887.00"
"State","California","2003-12-31T00:00:00.000","December","2003","64072","57369","329.56","950028","14.93","313095196.00","592966172.00"
"State","California","2003-11-30T00:00:00.000","November","2003","54755","48594","327.47","719669","14.93","235671128.00","671637794.00"
"State","California","2003-10-31T00:00:00.000","October","2003","67455","59631","325.43","890079","14.91","289656293.00","715828543.00"
"State","California","2003-09-30T00:00:00.000","September","2003","65383","57918","324.23","865048","14.88","280477035.00","757373383.00"
"State","California","2003-08-31T00:00:00.000","August","2003","63971","56757","323.62","820079","14.89","265395838.00","785624080.00"
"State","California","2003-07-31T00:00:00.000","July","2003","64615","57796","322.46","871284","14.87","280957190.00","776626900.00"
"State","California","2003-06-30T00:00:00.000","June","2003","65325","57672","321.13","828018","14.85","265898345.00","792186122.00"
"State","California","2003-05-31T00:00:00.000","May","2003","63428","57083","318.76","824728","14.84","262889989.00","781418557.00"
"State","California","2003-04-30T00:00:00.000","April","2003","67161","60087","315.7","878078","14.85","277208487.00","739961176.00"
"State","California","2003-03-31T00:00:00.000","March","2003","61402","54375","312.12","759953","14.84","237196952.00","655301274.00"
"State","California","2003-02-28T00:00:00.000","February","2003","55419","49176","307.87","737758","14.8","227131164.00","624018899.00"
"State","California","2003-01-31T00:00:00.000","January","2003","61619","53905","303.67","861199","14.78","261552768.00","530611909.00"
"State","California","2002-12-31T00:00:00.000","December","2002","58771","53194","302.85","893003","14.76","270445522.00","487031117.00"
"State","California","2002-11-30T00:00:00.000","November","2002","57093","50832","302.65","740320","14.66","224061502.00","551853458.00"
"State","California","2002-10-31T00:00:00.000","October","2002","68115","60204","302.86","874113","14.67","264734477.00","603998294.00"
"State","California","2002-09-30T00:00:00.000","September","2002","60331","53764","302.76","809863","14.63","245195642.00","659114572.00"
"State","California","2002-08-31T00:00:00.000","August","2002","66022","58773","303.59","837649","14.54","254298656.00","687269389.00"
"State","California","2002-07-31T00:00:00.000","July","2002","65303","58740","303.69","874108","14.47","265457628.00","696279952.00"
"State","California","2002-06-30T00:00:00.000","June","2002","60906","53907","303.52","763626","14.36","231773598.00","698431043.00"
"State","California","2002-05-31T00:00:00.000","May","2002","64426","57650","302.84","837058","14.28","253496839.00","694244298.00"
"State","California","2002-04-30T00:00:00.000","April","2002","62981","56684","302.48","821949","14.17","248624823.00","646116566.00"
"State","California","2002-03-31T00:00:00.000","March","2002","64017","57657","301.31","782457","14.07","235760343.00","593083522.00"
"State","California","2002-02-28T00:00:00.000","February","2002","54941","48811","300.46","723562","14.02","217399038.00","546018883.00"
"State","California","2002-01-31T00:00:00.000","January","2002","60297","53266","301.1","836551","13.91","251882649.00","445711158.00"
"State","California","2001-12-31T00:00:00.000","December","2001","55035","50263","298.62","779691","13.87","232827441.00","413733307.00"
"State","California","2001-11-30T00:00:00.000","November","2001","59033","53085","297.67","780446","13.77","232316929.00","480229162.00"
"State","California","2001-10-31T00:00:00.000","October","2001","66627","59778","296.47","841128","13.76","249368053.00","500970833.00"
"State","California","2001-09-30T00:00:00.000","September","2001","57536","51332","295.22","717258","13.65","211746383.00","531404060.00"
